cell_id,Henicorhina leucophrys,Henicorhina leucophrys [mexicana Group],Henicorhina leucophrys brunneiceps,Henicorhina leucophrys bangsi,Henicorhina leucophrys manastarae,Henicorhina leucophrys meridana,Henicorhina leucophrys venezuelensis,Henicorhina leucophrys hilaris,Henicorhina leucophrys leucophrys/boliviana
846d05bffffffff,926.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d207ffffffff,108.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d215ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d217ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d223ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d237ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d239ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d23bffffffff,125.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d23dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d283ffffffff,296.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d285ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d287ffffffff,244.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d289ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d28dffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d291ffffffff,675.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d293ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d295ffffffff,261.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d297ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d299ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d29bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2a9ffffffff,233.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2abffffffff,172.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2b9ffffffff,1088.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2c7ffffffff,131.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2d1ffffffff,464.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2d3ffffffff,788.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2d5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2d7ffffffff,1548.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2dbffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2ddffffffff,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2e3ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2e5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2ebffffffff,66.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d303ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d305ffffffff,547.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d307ffffffff,89.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d30dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d315ffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d32bffffffff,665.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d333ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d335ffffffff,157.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d337ffffffff,628.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d361ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d363ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d369ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d36dffffffff,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d66dffffffff,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d681ffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d68bffffffff,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d68dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d691ffffffff,2678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d693ffffffff,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d695ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d699ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d69bffffffff,3232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d69dffffffff,4501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d749ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b203ffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b205ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b211ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b213ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b21dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b223ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b229ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b2c1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b2c5ffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b2cdffffffff,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b2d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b2dbffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b607ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b611ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b613ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b617ffffffff,1503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0
848b63bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6c1ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
848b6c5ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6c9ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
848b6cbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6cdffffffff,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
848b6d9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b759ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b75bffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848e619ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848e641ffffffff,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848e643ffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848e645ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848e649ffffffff,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848e64bffffffff,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848e651ffffffff,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848e655ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848e657ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848e6c1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848e6c9ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848e6cbffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848e6d9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
848e6ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f0d1ffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f0d3ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f0d9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
848f0dbffffffff,453.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0
848f289ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f291ffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f293ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f295ffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f297ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f29bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2a9ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2abffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2bbffffffff,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2cbffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2d3ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2d5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2ddffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2e3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f401ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f421ffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f425ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f427ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f429ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f42dffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f431ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f439ffffffff,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
848f461ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f463ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
848f465ffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
848f467ffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f46bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f487ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4a5ffffffff,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
848f4a7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4e5ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f509ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f541ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f545ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f547ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f549ffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f54bffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f551ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f553ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
848f555ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f559ffffffff,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
848f55bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f55dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f59bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f5c3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f5c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f5cbffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f5d3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f5d9ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f5ddffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f705ffffffff,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f721ffffffff,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f727ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f729ffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f72dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f733ffffffff,1209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
848f737ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f745ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f763ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f765ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f767ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f769ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f76bffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f76dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3219ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b324bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3253ffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b325bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
