cell_id,Elaenia albiceps,Elaenia albiceps [albiceps Group],Elaenia albiceps chilensis,Elaenia albiceps modesta
84818bbffffffff,2.0,0.0,2.0,0.0
84818c3ffffffff,1.0,0.0,0.0,0.0
84818dbffffffff,3.0,0.0,3.0,0.0
84818e1ffffffff,6.0,0.0,4.0,0.0
84818e3ffffffff,2.0,0.0,2.0,0.0
8481ad1ffffffff,10.0,0.0,3.0,0.0
8481ad5ffffffff,5.0,0.0,3.0,0.0
848b043ffffffff,1.0,0.0,0.0,0.0
848b0c9ffffffff,1.0,0.0,0.0,0.0
848b201ffffffff,2.0,0.0,0.0,0.0
848b203ffffffff,63.0,1.0,0.0,0.0
848b205ffffffff,7.0,0.0,0.0,0.0
848b207ffffffff,1.0,0.0,0.0,0.0
848b20bffffffff,11.0,0.0,0.0,0.0
848b20dffffffff,10.0,0.0,0.0,0.0
848b211ffffffff,5.0,0.0,0.0,0.0
848b213ffffffff,5.0,0.0,0.0,0.0
848b215ffffffff,2.0,0.0,0.0,0.0
848b21bffffffff,1.0,0.0,0.0,0.0
848b21dffffffff,13.0,0.0,0.0,0.0
848b221ffffffff,2.0,0.0,0.0,0.0
848b223ffffffff,9.0,0.0,0.0,0.0
848b229ffffffff,7.0,0.0,1.0,0.0
848b22bffffffff,2.0,0.0,0.0,0.0
848b22dffffffff,7.0,0.0,0.0,0.0
848b23dffffffff,2.0,0.0,0.0,0.0
848b243ffffffff,2.0,0.0,0.0,0.0
848b247ffffffff,2.0,0.0,0.0,0.0
848b24bffffffff,6.0,0.0,0.0,0.0
848b251ffffffff,1.0,0.0,0.0,0.0
848b259ffffffff,1.0,0.0,0.0,0.0
848b25dffffffff,6.0,0.0,0.0,0.0
848b2c1ffffffff,8.0,0.0,0.0,0.0
848b2c5ffffffff,10.0,0.0,0.0,0.0
848b2c9ffffffff,45.0,0.0,0.0,0.0
848b2cdffffffff,78.0,0.0,0.0,0.0
848b2d9ffffffff,4.0,0.0,0.0,0.0
848b2dbffffffff,3.0,0.0,0.0,0.0
848b2e9ffffffff,2.0,0.0,0.0,0.0
848b2ebffffffff,2.0,0.0,0.0,0.0
848b2edffffffff,4.0,0.0,0.0,0.0
848b319ffffffff,2.0,0.0,2.0,0.0
848b459ffffffff,1.0,0.0,0.0,0.0
848b603ffffffff,2.0,0.0,0.0,0.0
848b609ffffffff,3.0,0.0,0.0,0.0
848b611ffffffff,80.0,0.0,0.0,0.0
848b613ffffffff,8.0,0.0,0.0,0.0
848b617ffffffff,178.0,0.0,0.0,0.0
848b619ffffffff,13.0,0.0,0.0,0.0
848b61bffffffff,142.0,0.0,0.0,0.0
848b61dffffffff,372.0,0.0,0.0,0.0
848b62bffffffff,5.0,0.0,0.0,0.0
848b63bffffffff,5.0,0.0,0.0,0.0
848b653ffffffff,2.0,0.0,0.0,0.0
848b657ffffffff,4.0,0.0,0.0,0.0
848b665ffffffff,1.0,0.0,0.0,0.0
848b6c1ffffffff,2.0,0.0,0.0,0.0
848b6c9ffffffff,3.0,0.0,0.0,0.0
848b6cdffffffff,175.0,0.0,0.0,0.0
848b709ffffffff,2.0,0.0,0.0,0.0
848b74bffffffff,22.0,0.0,0.0,0.0
848b75bffffffff,11.0,0.0,0.0,0.0
848ba65ffffffff,3.0,0.0,0.0,0.0
848bb59ffffffff,105.0,0.0,0.0,0.0
848e451ffffffff,2.0,0.0,0.0,0.0
848e45bffffffff,6.0,0.0,0.0,0.0
848e613ffffffff,2.0,0.0,0.0,0.0
848e61dffffffff,3.0,0.0,0.0,0.0
848e621ffffffff,4.0,0.0,0.0,0.0
848e623ffffffff,15.0,0.0,0.0,8.0
848e629ffffffff,33.0,0.0,0.0,10.0
848e62dffffffff,22.0,0.0,0.0,7.0
848e635ffffffff,9.0,0.0,0.0,3.0
848e641ffffffff,10.0,0.0,0.0,0.0
848e643ffffffff,11.0,0.0,0.0,0.0
848e647ffffffff,2.0,0.0,0.0,0.0
848e649ffffffff,12.0,0.0,0.0,0.0
848e64bffffffff,28.0,0.0,0.0,0.0
848e651ffffffff,27.0,0.0,0.0,0.0
848e655ffffffff,2.0,0.0,0.0,0.0
848e657ffffffff,20.0,0.0,0.0,0.0
848e665ffffffff,9.0,0.0,0.0,0.0
848e687ffffffff,1.0,0.0,0.0,0.0
848e68bffffffff,6.0,0.0,0.0,0.0
848e691ffffffff,3.0,0.0,0.0,1.0
848e699ffffffff,2.0,0.0,0.0,0.0
848e6a1ffffffff,10.0,0.0,0.0,0.0
848e6a7ffffffff,2.0,0.0,0.0,0.0
848e6b5ffffffff,4.0,0.0,0.0,0.0
848e6b7ffffffff,2.0,0.0,0.0,0.0
848e6c1ffffffff,1.0,0.0,0.0,0.0
848e6c3ffffffff,1.0,0.0,0.0,0.0
848e6c5ffffffff,2.0,0.0,0.0,0.0
848e6c7ffffffff,3.0,0.0,0.0,0.0
848e6cdffffffff,3.0,0.0,0.0,0.0
848e6d1ffffffff,7.0,0.0,0.0,0.0
848e6d9ffffffff,66.0,0.0,0.0,0.0
848e6ddffffffff,26.0,0.0,0.0,0.0
848e6e5ffffffff,1.0,0.0,0.0,0.0
848e759ffffffff,4.0,0.0,0.0,0.0
848e75bffffffff,3.0,0.0,0.0,3.0
848f081ffffffff,3.0,0.0,0.0,0.0
848f095ffffffff,1.0,0.0,0.0,0.0
848f099ffffffff,6.0,0.0,0.0,0.0
848f0d3ffffffff,251.0,35.0,0.0,0.0
848f0d7ffffffff,1.0,0.0,0.0,0.0
848f293ffffffff,7.0,0.0,0.0,0.0
848f297ffffffff,8.0,0.0,0.0,0.0
848f29bffffffff,2.0,0.0,0.0,0.0
848f2bbffffffff,33.0,4.0,0.0,0.0
848f2d3ffffffff,23.0,4.0,0.0,0.0
848f2d5ffffffff,1.0,0.0,0.0,0.0
848f2d9ffffffff,13.0,3.0,0.0,0.0
848f2ddffffffff,5.0,0.0,0.0,0.0
848f401ffffffff,4.0,0.0,0.0,0.0
848f407ffffffff,7.0,0.0,0.0,0.0
848f42dffffffff,10.0,0.0,0.0,0.0
848f439ffffffff,19.0,0.0,0.0,0.0
848f461ffffffff,20.0,0.0,0.0,0.0
848f463ffffffff,44.0,0.0,0.0,0.0
848f467ffffffff,5.0,0.0,0.0,0.0
848f46bffffffff,3.0,0.0,0.0,0.0
848f4a5ffffffff,7.0,0.0,0.0,0.0
848f4adffffffff,1.0,0.0,0.0,0.0
848f501ffffffff,11.0,0.0,0.0,0.0
848f505ffffffff,2.0,0.0,0.0,0.0
848f507ffffffff,2.0,0.0,0.0,0.0
848f509ffffffff,8.0,0.0,0.0,0.0
848f50dffffffff,24.0,0.0,0.0,0.0
848f513ffffffff,6.0,0.0,0.0,0.0
848f515ffffffff,49.0,0.0,0.0,0.0
848f517ffffffff,1.0,0.0,0.0,0.0
848f519ffffffff,53.0,0.0,0.0,7.0
848f51dffffffff,13.0,0.0,0.0,1.0
848f541ffffffff,4.0,0.0,0.0,0.0
848f545ffffffff,5.0,0.0,0.0,0.0
848f547ffffffff,9.0,0.0,0.0,0.0
848f549ffffffff,15.0,0.0,0.0,0.0
848f54bffffffff,12.0,0.0,0.0,2.0
848f54dffffffff,19.0,0.0,0.0,0.0
848f553ffffffff,99.0,0.0,0.0,1.0
848f557ffffffff,2.0,0.0,0.0,0.0
848f559ffffffff,100.0,0.0,0.0,0.0
848f55bffffffff,41.0,0.0,0.0,0.0
848f55dffffffff,32.0,0.0,0.0,5.0
848f581ffffffff,12.0,0.0,0.0,0.0
848f589ffffffff,6.0,0.0,0.0,0.0
848f58dffffffff,41.0,0.0,0.0,0.0
848f593ffffffff,5.0,0.0,0.0,0.0
848f599ffffffff,2.0,0.0,0.0,0.0
848f59bffffffff,13.0,0.0,0.0,0.0
848f59dffffffff,4.0,0.0,0.0,0.0
848f5c1ffffffff,3.0,0.0,0.0,0.0
848f5c3ffffffff,1.0,0.0,0.0,0.0
848f5cbffffffff,2.0,0.0,0.0,0.0
848f5cdffffffff,6.0,0.0,0.0,0.0
848f5d7ffffffff,3.0,0.0,0.0,0.0
848f721ffffffff,58.0,11.0,0.0,0.0
848f725ffffffff,8.0,0.0,0.0,0.0
848f727ffffffff,11.0,0.0,0.0,0.0
848f729ffffffff,4.0,0.0,0.0,0.0
848f72dffffffff,38.0,2.0,0.0,0.0
848f733ffffffff,49.0,0.0,0.0,0.0
848f737ffffffff,9.0,0.0,0.0,0.0
848f745ffffffff,5.0,1.0,0.0,0.0
848f74dffffffff,1.0,0.0,0.0,0.0
848f761ffffffff,21.0,0.0,0.0,0.0
848f763ffffffff,4.0,0.0,0.0,0.0
848f765ffffffff,26.0,0.0,0.0,0.0
848f767ffffffff,112.0,26.0,0.0,0.0
848f769ffffffff,119.0,3.0,0.0,0.0
848f76bffffffff,8.0,0.0,0.0,0.0
848f76dffffffff,30.0,1.0,0.0,0.0
84a5969ffffffff,9.0,0.0,0.0,0.0
84a801bffffffff,2.0,0.0,0.0,0.0
84a8067ffffffff,2.0,0.0,2.0,0.0
84a8101ffffffff,35.0,0.0,5.0,0.0
84a8105ffffffff,11.0,0.0,0.0,0.0
84a8107ffffffff,3.0,0.0,3.0,0.0
84a8109ffffffff,3.0,0.0,2.0,0.0
84a810dffffffff,3.0,0.0,3.0,0.0
84a8123ffffffff,2.0,0.0,0.0,0.0
84a8127ffffffff,1.0,0.0,1.0,0.0
84a8129ffffffff,6.0,0.0,2.0,0.0
84a812dffffffff,1.0,0.0,0.0,0.0
84a8139ffffffff,2.0,0.0,2.0,0.0
84a8143ffffffff,17.0,0.0,10.0,0.0
84a8155ffffffff,5.0,0.0,0.0,0.0
84a815bffffffff,2.0,0.0,2.0,0.0
84a815dffffffff,1.0,0.0,1.0,0.0
84a8167ffffffff,2.0,0.0,0.0,0.0
84a81e3ffffffff,1.0,0.0,0.0,0.0
84a81e9ffffffff,1.0,0.0,0.0,0.0
84a81edffffffff,1.0,0.0,1.0,0.0
84a8211ffffffff,2.0,0.0,0.0,0.0
84a8319ffffffff,1.0,0.0,0.0,0.0
84a840dffffffff,3.0,0.0,0.0,0.0
84a8439ffffffff,2.0,0.0,0.0,0.0
84a844dffffffff,1.0,0.0,1.0,0.0
84a8463ffffffff,1.0,0.0,0.0,0.0
84a8591ffffffff,6.0,0.0,0.0,0.0
84a8599ffffffff,4.0,0.0,0.0,0.0
84a85d3ffffffff,2.0,0.0,0.0,0.0
84a860dffffffff,2.0,0.0,0.0,0.0
84a8663ffffffff,2.0,0.0,0.0,0.0
84a8701ffffffff,1.0,0.0,0.0,0.0
84a8759ffffffff,2.0,0.0,0.0,0.0
84a88e3ffffffff,2.0,0.0,0.0,0.0
84a8a13ffffffff,2.0,0.0,1.0,0.0
84a8a93ffffffff,6.0,0.0,6.0,0.0
84a8a97ffffffff,3.0,0.0,3.0,0.0
84a8aadffffffff,2.0,0.0,2.0,0.0
84a8acbffffffff,2.0,0.0,0.0,0.0
84a8acdffffffff,1.0,0.0,0.0,0.0
84a8ad1ffffffff,4.0,0.0,4.0,0.0
84a8ae5ffffffff,6.0,0.0,0.0,0.0
84a8c01ffffffff,2.0,0.0,2.0,0.0
84a8c05ffffffff,7.0,0.0,7.0,0.0
84a8c25ffffffff,2.0,0.0,2.0,0.0
84a8c97ffffffff,20.0,0.0,0.0,0.0
84a8e65ffffffff,1.0,0.0,1.0,0.0
84a8ec9ffffffff,2.0,0.0,0.0,0.0
84a946bffffffff,1.0,0.0,0.0,0.0
84a94e5ffffffff,9.0,0.0,1.0,0.0
84a9509ffffffff,1.0,0.0,0.0,0.0
84a9527ffffffff,1.0,0.0,0.0,0.0
84a961bffffffff,1.0,0.0,0.0,0.0
84b2015ffffffff,69.0,0.0,0.0,0.0
84b2031ffffffff,10.0,0.0,0.0,0.0
84b2039ffffffff,6.0,0.0,0.0,0.0
84b2051ffffffff,3.0,0.0,0.0,0.0
84b2053ffffffff,1.0,0.0,0.0,0.0
84b2057ffffffff,1.0,0.0,0.0,0.0
84b2091ffffffff,2.0,0.0,0.0,0.0
84b2099ffffffff,1.0,0.0,0.0,0.0
84b20a5ffffffff,7.0,0.0,0.0,0.0
84b20a7ffffffff,12.0,0.0,0.0,0.0
84b20e9ffffffff,1.0,0.0,0.0,0.0
84b218bffffffff,6.0,0.0,0.0,0.0
84b2191ffffffff,154.0,0.0,0.0,0.0
84b2193ffffffff,17.0,0.0,0.0,0.0
84b2195ffffffff,3.0,0.0,0.0,0.0
84b2197ffffffff,25.0,0.0,0.0,0.0
84b2199ffffffff,16.0,0.0,0.0,0.0
84b219bffffffff,25.0,0.0,0.0,0.0
84b219dffffffff,13.0,0.0,0.0,0.0
84b21bbffffffff,32.0,0.0,0.0,0.0
84b21d7ffffffff,6.0,0.0,0.0,0.0
84b21d9ffffffff,7.0,0.0,0.0,0.0
84b21dbffffffff,22.0,0.0,0.0,0.0
84b21ddffffffff,27.0,0.0,0.0,0.0
84b2297ffffffff,2.0,0.0,0.0,0.0
84b2401ffffffff,2.0,0.0,0.0,0.0
84b2413ffffffff,52.0,0.0,0.0,0.0
84b2429ffffffff,2.0,0.0,0.0,0.0
84b242bffffffff,9.0,0.0,0.0,0.0
84b2431ffffffff,2.0,0.0,0.0,0.0
84b2435ffffffff,51.0,0.0,0.0,0.0
84b2437ffffffff,13.0,0.0,0.0,0.0
84b243dffffffff,12.0,0.0,0.0,0.0
84b2463ffffffff,16.0,0.0,0.0,0.0
84b24a9ffffffff,2.0,0.0,0.0,0.0
84b24b1ffffffff,2.0,0.0,0.0,0.0
84b24cdffffffff,12.0,0.0,0.0,0.0
84b24d3ffffffff,2.0,0.0,0.0,0.0
84b24e5ffffffff,10.0,0.0,0.0,0.0
84b24edffffffff,14.0,0.0,0.0,0.0
84b250dffffffff,2.0,0.0,0.0,0.0
84b251bffffffff,8.0,0.0,0.0,0.0
84b2525ffffffff,2.0,0.0,0.0,0.0
84b2555ffffffff,1.0,0.0,0.0,0.0
84b2557ffffffff,6.0,0.0,0.0,0.0
84b2581ffffffff,2.0,0.0,0.0,0.0
84b2585ffffffff,1.0,0.0,0.0,0.0
84b2589ffffffff,17.0,0.0,0.0,0.0
84b258dffffffff,6.0,0.0,0.0,0.0
84b2591ffffffff,69.0,0.0,0.0,0.0
84b2595ffffffff,9.0,0.0,0.0,0.0
84b2599ffffffff,2.0,0.0,0.0,0.0
84b259bffffffff,1.0,0.0,0.0,0.0
84b25adffffffff,1.0,0.0,0.0,0.0
84b25b9ffffffff,10.0,0.0,0.0,0.0
84b25c1ffffffff,8.0,0.0,0.0,0.0
84b25c7ffffffff,27.0,0.0,0.0,0.0
84b25c9ffffffff,1.0,0.0,0.0,0.0
84b25cbffffffff,12.0,0.0,0.0,0.0
84b25cdffffffff,52.0,0.0,0.0,0.0
84b25d1ffffffff,15.0,0.0,0.0,0.0
84b25d5ffffffff,44.0,0.0,0.0,0.0
84b25d7ffffffff,6.0,0.0,0.0,0.0
84b25d9ffffffff,7.0,0.0,0.0,0.0
84b25dbffffffff,2.0,0.0,0.0,0.0
84b25ddffffffff,7.0,0.0,0.0,0.0
84b25e1ffffffff,15.0,0.0,0.0,0.0
84b25e3ffffffff,26.0,0.0,0.0,0.0
84b25e7ffffffff,7.0,0.0,0.0,0.0
84b25ebffffffff,6.0,0.0,0.0,0.0
84b262dffffffff,11.0,0.0,0.0,0.0
84b2665ffffffff,2.0,0.0,0.0,0.0
84b268bffffffff,2.0,0.0,0.0,0.0
84b269bffffffff,1.0,0.0,0.0,0.0
84b26bdffffffff,1.0,0.0,0.0,0.0
84b2701ffffffff,25.0,0.0,0.0,0.0
84b2703ffffffff,2.0,0.0,0.0,0.0
84b2707ffffffff,2.0,0.0,0.0,0.0
84b2709ffffffff,9.0,0.0,0.0,0.0
84b270bffffffff,2.0,0.0,0.0,0.0
84b270dffffffff,23.0,0.0,0.0,0.0
84b2715ffffffff,2.0,0.0,0.0,0.0
84b2723ffffffff,4.0,0.0,0.0,0.0
84b2725ffffffff,6.0,0.0,0.0,0.0
84b2727ffffffff,2.0,0.0,0.0,0.0
84b2741ffffffff,15.0,0.0,0.0,0.0
84b2745ffffffff,2.0,0.0,0.0,0.0
84b2749ffffffff,64.0,0.0,0.0,0.0
84b275bffffffff,36.0,0.0,0.0,0.0
84b275dffffffff,6.0,0.0,0.0,0.0
84b276bffffffff,3.0,0.0,0.0,0.0
84b2c01ffffffff,22.0,0.0,1.0,0.0
84b2c03ffffffff,68.0,0.0,5.0,0.0
84b2c05ffffffff,24.0,0.0,5.0,0.0
84b2c07ffffffff,17.0,0.0,4.0,0.0
84b2c09ffffffff,50.0,0.0,21.0,0.0
84b2c0bffffffff,225.0,0.0,94.0,0.0
84b2c0dffffffff,840.0,0.0,199.0,0.0
84b2c11ffffffff,142.0,0.0,20.0,0.0
84b2c13ffffffff,4.0,0.0,0.0,0.0
84b2c15ffffffff,90.0,0.0,10.0,0.0
84b2c17ffffffff,41.0,0.0,9.0,0.0
84b2c19ffffffff,10.0,0.0,0.0,0.0
84b2c1dffffffff,58.0,0.0,2.0,0.0
84b2c2bffffffff,131.0,0.0,22.0,0.0
84b2c31ffffffff,37.0,0.0,2.0,0.0
84b2c33ffffffff,22.0,0.0,0.0,0.0
84b2c35ffffffff,95.0,0.0,5.0,0.0
84b2c37ffffffff,20.0,0.0,0.0,0.0
84b2c39ffffffff,62.0,0.0,16.0,0.0
84b2c3bffffffff,49.0,0.0,13.0,0.0
84b2c3dffffffff,127.0,0.0,28.0,0.0
84b2c41ffffffff,771.0,0.0,204.0,0.0
84b2c43ffffffff,126.0,0.0,20.0,0.0
84b2c45ffffffff,67.0,0.0,5.0,0.0
84b2c47ffffffff,463.0,0.0,152.0,0.0
84b2c49ffffffff,121.0,0.0,36.0,0.0
84b2c4bffffffff,275.0,0.0,96.0,0.0
84b2c4dffffffff,175.0,0.0,45.0,0.0
84b2c51ffffffff,1722.0,0.0,381.0,0.0
84b2c53ffffffff,378.0,0.0,159.0,0.0
84b2c55ffffffff,797.0,0.0,266.0,0.0
84b2c57ffffffff,210.0,0.0,54.0,0.0
84b2c59ffffffff,19.0,0.0,14.0,0.0
84b2c5bffffffff,5.0,0.0,0.0,0.0
84b2c5dffffffff,254.0,0.0,86.0,0.0
84b2c81ffffffff,3.0,0.0,0.0,0.0
84b2c85ffffffff,20.0,0.0,0.0,0.0
84b2c8dffffffff,11.0,0.0,0.0,0.0
84b2ca7ffffffff,44.0,0.0,5.0,0.0
84b2ca9ffffffff,35.0,0.0,0.0,0.0
84b2cadffffffff,5.0,0.0,0.0,0.0
84b2cddffffffff,2.0,0.0,0.0,0.0
84b2ce3ffffffff,8.0,0.0,0.0,0.0
84b2ce5ffffffff,436.0,0.0,163.0,0.0
84b2ce7ffffffff,10.0,0.0,1.0,0.0
84b2ce9ffffffff,14.0,0.0,0.0,0.0
84b2cebffffffff,2.0,0.0,0.0,0.0
84b2cedffffffff,17.0,0.0,2.0,0.0
84b2d81ffffffff,29.0,0.0,1.0,0.0
84b2d83ffffffff,4.0,0.0,0.0,0.0
84b2d87ffffffff,131.0,0.0,10.0,0.0
84b2d89ffffffff,22.0,0.0,2.0,0.0
84b2d8bffffffff,5.0,0.0,0.0,0.0
84b2d91ffffffff,16.0,0.0,0.0,0.0
84b2d93ffffffff,114.0,0.0,7.0,0.0
84b2d95ffffffff,5.0,0.0,0.0,0.0
84b2d97ffffffff,31.0,0.0,0.0,0.0
84b2d9dffffffff,7.0,0.0,0.0,0.0
84b2da3ffffffff,60.0,0.0,0.0,0.0
84b2dabffffffff,132.0,0.0,10.0,0.0
84b2db1ffffffff,11.0,0.0,0.0,0.0
84b2db3ffffffff,28.0,0.0,10.0,0.0
84b2db5ffffffff,3.0,0.0,0.0,0.0
84b2db7ffffffff,7.0,0.0,3.0,0.0
84b2db9ffffffff,3.0,0.0,0.0,0.0
84b2dbbffffffff,16.0,0.0,4.0,0.0
84b2dbdffffffff,42.0,0.0,2.0,0.0
84b2dc1ffffffff,2.0,0.0,0.0,0.0
84b2dc3ffffffff,14.0,0.0,0.0,0.0
84b2dcbffffffff,125.0,0.0,10.0,0.0
84b2dd1ffffffff,64.0,0.0,0.0,0.0
84b2dd3ffffffff,27.0,0.0,0.0,0.0
84b2dd5ffffffff,21.0,0.0,0.0,0.0
84b2dd7ffffffff,2.0,0.0,2.0,0.0
84b2dd9ffffffff,80.0,0.0,12.0,0.0
84b2ddbffffffff,225.0,0.0,74.0,0.0
84b2dddffffffff,7.0,0.0,0.0,0.0
84b2e07ffffffff,2.0,0.0,0.0,0.0
84b2e0dffffffff,5.0,0.0,0.0,0.0
84b2e11ffffffff,3.0,0.0,0.0,0.0
84b2e1bffffffff,4.0,0.0,0.0,0.0
84b2e1dffffffff,6.0,0.0,0.0,0.0
84b2e21ffffffff,33.0,0.0,0.0,0.0
84b2e23ffffffff,16.0,0.0,3.0,0.0
84b2e27ffffffff,127.0,0.0,49.0,0.0
84b2e29ffffffff,38.0,0.0,0.0,0.0
84b2e2bffffffff,12.0,0.0,0.0,0.0
84b2e2dffffffff,56.0,0.0,0.0,0.0
84b2e33ffffffff,15.0,0.0,9.0,0.0
84b2e35ffffffff,39.0,0.0,3.0,0.0
84b2e37ffffffff,32.0,0.0,21.0,0.0
84b2e3dffffffff,29.0,0.0,0.0,0.0
84b2e45ffffffff,16.0,0.0,0.0,0.0
84b2e4bffffffff,3.0,0.0,0.0,0.0
84b2e4dffffffff,22.0,0.0,0.0,0.0
84b2e63ffffffff,2.0,0.0,0.0,0.0
84b2e65ffffffff,5.0,0.0,0.0,0.0
84b2e67ffffffff,6.0,0.0,0.0,0.0
84b2e69ffffffff,5.0,0.0,0.0,0.0
84b2e6bffffffff,20.0,0.0,0.0,0.0
84b2e6dffffffff,53.0,0.0,0.0,0.0
84b2e85ffffffff,11.0,0.0,0.0,0.0
84b2e91ffffffff,24.0,0.0,0.0,0.0
84b2e99ffffffff,11.0,0.0,0.0,0.0
84b2ea3ffffffff,2.0,0.0,0.0,0.0
84b2ea5ffffffff,2.0,0.0,0.0,0.0
84b2ea7ffffffff,5.0,0.0,0.0,0.0
84b2ea9ffffffff,7.0,0.0,0.0,0.0
84b2eabffffffff,1.0,0.0,0.0,0.0
84b2eadffffffff,5.0,0.0,0.0,0.0
84b2eb7ffffffff,9.0,0.0,0.0,0.0
84b2ebbffffffff,6.0,0.0,0.0,0.0
84b2ec1ffffffff,9.0,0.0,0.0,0.0
84b2ec5ffffffff,11.0,0.0,8.0,0.0
84b2ecdffffffff,3.0,0.0,0.0,0.0
84b2ee1ffffffff,73.0,0.0,38.0,0.0
84b2ee3ffffffff,10.0,0.0,2.0,0.0
84b2ee7ffffffff,1.0,0.0,0.0,0.0
84b2ee9ffffffff,9.0,0.0,0.0,0.0
84b2eebffffffff,42.0,0.0,0.0,0.0
84b2eedffffffff,7.0,0.0,2.0,0.0
84b3001ffffffff,73.0,0.0,0.0,41.0
84b3003ffffffff,9.0,0.0,0.0,3.0
84b3009ffffffff,277.0,0.0,0.0,154.0
84b300bffffffff,127.0,0.0,0.0,74.0
84b300dffffffff,2.0,0.0,0.0,2.0
84b3011ffffffff,11.0,0.0,0.0,0.0
84b3013ffffffff,6.0,0.0,0.0,4.0
84b3015ffffffff,7.0,0.0,0.0,5.0
84b3017ffffffff,2.0,0.0,0.0,2.0
84b301dffffffff,4.0,0.0,0.0,3.0
84b3031ffffffff,4.0,0.0,0.0,4.0
84b303bffffffff,2.0,0.0,0.0,0.0
84b3041ffffffff,2.0,0.0,0.0,1.0
84b3043ffffffff,519.0,0.0,0.0,240.0
84b3047ffffffff,260.0,0.0,0.0,129.0
84b3055ffffffff,34.0,0.0,0.0,12.0
84b305dffffffff,22.0,0.0,0.0,8.0
84b30e9ffffffff,30.0,0.0,0.0,13.0
84b30ebffffffff,1.0,0.0,0.0,0.0
84b30edffffffff,6.0,0.0,0.0,1.0
84b31dbffffffff,2.0,0.0,0.0,0.0
84b3209ffffffff,17.0,0.0,0.0,0.0
84b3219ffffffff,25.0,0.0,0.0,0.0
84b3243ffffffff,16.0,3.0,0.0,0.0
84b324bffffffff,5.0,0.0,0.0,0.0
84b3253ffffffff,52.0,3.0,0.0,0.0
84b32dbffffffff,2.0,0.0,0.0,0.0
84b330dffffffff,4.0,0.0,0.0,0.0
84b3313ffffffff,3.0,0.0,0.0,0.0
84b3319ffffffff,4.0,0.0,0.0,0.0
84b3341ffffffff,2.0,0.0,0.0,0.0
84b3343ffffffff,2.0,0.0,0.0,0.0
84b334dffffffff,2.0,0.0,0.0,0.0
84b3355ffffffff,20.0,0.0,0.0,0.0
84b3421ffffffff,9.0,0.0,0.0,0.0
84b3423ffffffff,10.0,0.0,0.0,0.0
84b3425ffffffff,170.0,0.0,0.0,0.0
84b3427ffffffff,10.0,0.0,0.0,0.0
84b3429ffffffff,10.0,0.0,0.0,0.0
84b342dffffffff,3.0,0.0,0.0,0.0
84b3435ffffffff,3.0,0.0,0.0,0.0
84b3445ffffffff,7.0,0.0,0.0,0.0
84b3447ffffffff,6.0,0.0,0.0,0.0
84b346dffffffff,14.0,0.0,0.0,0.0
