cell_id,Pionus menstruus,Pionus menstruus menstruus/rubrigularis,Pionus menstruus reichenowi
848a963ffffffff,4.0,0.0,0.0
848a9c1ffffffff,6.0,0.0,0.0
848a9c9ffffffff,2.0,0.0,0.0
848a9cdffffffff,25.0,0.0,0.0
848a9d1ffffffff,5.0,0.0,0.0
848a9d7ffffffff,5.0,0.0,0.0
848aa87ffffffff,3.0,0.0,0.0
848aa8bffffffff,18.0,0.0,0.0
848aa93ffffffff,12.0,0.0,0.0
848aa97ffffffff,9.0,0.0,0.0
848aa9dffffffff,15.0,0.0,0.0
848aaa3ffffffff,15.0,0.0,0.0
848aaa5ffffffff,12.0,0.0,0.0
848aaadffffffff,23.0,0.0,0.0
848aab5ffffffff,7.0,0.0,0.0
848aab9ffffffff,8.0,0.0,0.0
848aac9ffffffff,2.0,0.0,0.0
848aacbffffffff,2.0,0.0,0.0
848aadbffffffff,2.0,0.0,0.0
848ab21ffffffff,3.0,3.0,0.0
848ab65ffffffff,3.0,0.0,0.0
848ac4bffffffff,1.0,0.0,0.0
848ad13ffffffff,31.0,2.0,0.0
848ad89ffffffff,12.0,2.0,0.0
848ad8dffffffff,12.0,3.0,0.0
848adb9ffffffff,4.0,0.0,0.0
848adbbffffffff,27.0,4.0,0.0
848adc5ffffffff,2.0,0.0,0.0
848adcdffffffff,6.0,0.0,0.0
848ade3ffffffff,12.0,3.0,0.0
848ae53ffffffff,1.0,0.0,0.0
848ae59ffffffff,1.0,0.0,0.0
848af03ffffffff,3.0,0.0,0.0
848af09ffffffff,117.0,20.0,0.0
848af0bffffffff,30.0,10.0,0.0
848af0dffffffff,3.0,0.0,0.0
848af11ffffffff,5.0,0.0,0.0
848af19ffffffff,1.0,0.0,0.0
848af1dffffffff,10.0,0.0,0.0
848af21ffffffff,1.0,0.0,0.0
848af29ffffffff,166.0,16.0,0.0
848af2bffffffff,35.0,0.0,0.0
848af2dffffffff,46.0,5.0,0.0
848af41ffffffff,16.0,2.0,0.0
848af43ffffffff,11.0,5.0,0.0
848af45ffffffff,39.0,2.0,0.0
848af47ffffffff,2.0,0.0,0.0
848af4dffffffff,9.0,2.0,0.0
848af61ffffffff,325.0,26.0,0.0
848af63ffffffff,238.0,27.0,0.0
848af67ffffffff,188.0,11.0,0.0
848af69ffffffff,27.0,2.0,0.0
848af6bffffffff,77.0,3.0,0.0
848af6dffffffff,2.0,0.0,0.0
848b00bffffffff,1.0,0.0,0.0
848b043ffffffff,2.0,0.0,0.0
848b045ffffffff,10.0,0.0,0.0
848b05dffffffff,5.0,0.0,0.0
848b069ffffffff,2.0,0.0,0.0
848b093ffffffff,2.0,0.0,0.0
848b0b5ffffffff,4.0,0.0,0.0
848b0bdffffffff,2.0,0.0,0.0
848b0c1ffffffff,4.0,0.0,0.0
848b0c3ffffffff,1.0,0.0,0.0
848b0c9ffffffff,29.0,0.0,0.0
848b0e7ffffffff,1.0,0.0,0.0
848b105ffffffff,4.0,2.0,0.0
848b10dffffffff,5.0,0.0,0.0
848b119ffffffff,2.0,0.0,0.0
848b11bffffffff,10.0,0.0,0.0
848b11dffffffff,14.0,0.0,0.0
848b129ffffffff,2.0,0.0,0.0
848b131ffffffff,1.0,0.0,0.0
848b1a5ffffffff,1.0,0.0,0.0
848b1c5ffffffff,2.0,0.0,0.0
848b1cdffffffff,4.0,0.0,0.0
848b1dbffffffff,6.0,0.0,0.0
848b1e1ffffffff,15.0,0.0,0.0
848b1edffffffff,4.0,0.0,0.0
848b201ffffffff,1.0,0.0,0.0
848b205ffffffff,12.0,0.0,0.0
848b20dffffffff,6.0,0.0,0.0
848b211ffffffff,4.0,0.0,0.0
848b213ffffffff,26.0,0.0,0.0
848b21dffffffff,2.0,0.0,0.0
848b221ffffffff,4.0,0.0,0.0
848b223ffffffff,114.0,0.0,0.0
848b227ffffffff,4.0,0.0,0.0
848b229ffffffff,119.0,0.0,0.0
848b22bffffffff,13.0,0.0,0.0
848b22dffffffff,9.0,0.0,0.0
848b235ffffffff,1.0,0.0,0.0
848b23bffffffff,2.0,0.0,0.0
848b23dffffffff,5.0,0.0,0.0
848b267ffffffff,1.0,0.0,0.0
848b28bffffffff,2.0,0.0,0.0
848b29bffffffff,2.0,0.0,0.0
848b2a5ffffffff,1.0,0.0,0.0
848b2a7ffffffff,7.0,0.0,0.0
848b2c5ffffffff,43.0,0.0,0.0
848b2c7ffffffff,2.0,0.0,0.0
848b2cdffffffff,9.0,0.0,0.0
848b2e9ffffffff,51.0,0.0,0.0
848b2ebffffffff,3.0,0.0,0.0
848b2edffffffff,2.0,0.0,0.0
848b315ffffffff,14.0,0.0,0.0
848b401ffffffff,47.0,1.0,0.0
848b40bffffffff,23.0,0.0,0.0
848b40dffffffff,60.0,1.0,0.0
848b429ffffffff,12.0,0.0,0.0
848b42dffffffff,2.0,0.0,0.0
848b445ffffffff,34.0,0.0,0.0
848b447ffffffff,16.0,0.0,0.0
848b449ffffffff,37.0,0.0,0.0
848b44bffffffff,365.0,43.0,0.0
848b44dffffffff,413.0,11.0,0.0
848b459ffffffff,100.0,0.0,0.0
848b461ffffffff,6.0,0.0,0.0
848b463ffffffff,10.0,0.0,0.0
848b469ffffffff,32.0,0.0,0.0
848b46bffffffff,13.0,0.0,0.0
848b483ffffffff,2.0,0.0,0.0
848b493ffffffff,1.0,0.0,0.0
848b4d9ffffffff,1.0,0.0,0.0
848b4e5ffffffff,19.0,0.0,0.0
848b4e9ffffffff,4.0,0.0,0.0
848b511ffffffff,10.0,0.0,0.0
848b513ffffffff,32.0,2.0,0.0
848b515ffffffff,2.0,0.0,0.0
848b51dffffffff,2.0,0.0,0.0
848b527ffffffff,1.0,0.0,0.0
848b529ffffffff,20.0,0.0,0.0
848b52dffffffff,3.0,0.0,0.0
848b53bffffffff,2.0,0.0,0.0
848b53dffffffff,3.0,0.0,0.0
848b561ffffffff,5.0,0.0,0.0
848b563ffffffff,41.0,0.0,0.0
848b567ffffffff,12.0,0.0,0.0
848b56bffffffff,9.0,0.0,0.0
848b5c3ffffffff,4.0,0.0,0.0
848b5cdffffffff,83.0,8.0,0.0
848b5d1ffffffff,2.0,0.0,0.0
848b5e9ffffffff,2.0,0.0,0.0
848b611ffffffff,2.0,0.0,0.0
848b617ffffffff,1007.0,47.0,0.0
848b623ffffffff,36.0,5.0,0.0
848b625ffffffff,1.0,0.0,0.0
848b627ffffffff,236.0,18.0,0.0
848b62bffffffff,16.0,0.0,0.0
848b631ffffffff,33.0,1.0,0.0
848b633ffffffff,52.0,2.0,0.0
848b635ffffffff,26.0,5.0,0.0
848b637ffffffff,582.0,32.0,0.0
848b639ffffffff,12.0,1.0,0.0
848b63bffffffff,585.0,32.0,0.0
848b63dffffffff,13.0,0.0,0.0
848b683ffffffff,11.0,0.0,0.0
848b689ffffffff,1.0,0.0,0.0
848b68bffffffff,4.0,0.0,0.0
848b691ffffffff,19.0,0.0,0.0
848b693ffffffff,37.0,0.0,0.0
848b695ffffffff,12.0,0.0,0.0
848b697ffffffff,3.0,0.0,0.0
848b699ffffffff,9.0,0.0,0.0
848b69bffffffff,7.0,0.0,0.0
848b6c1ffffffff,8.0,0.0,0.0
848b6c3ffffffff,9.0,0.0,0.0
848b6c5ffffffff,4.0,0.0,0.0
848b6c7ffffffff,3.0,0.0,0.0
848b6cbffffffff,22.0,0.0,0.0
848b6e1ffffffff,3.0,0.0,0.0
848b6e5ffffffff,64.0,0.0,0.0
848b6e7ffffffff,94.0,0.0,0.0
848b6edffffffff,200.0,3.0,0.0
848b709ffffffff,12.0,0.0,0.0
848b70dffffffff,1.0,0.0,0.0
848b711ffffffff,4.0,0.0,0.0
848b713ffffffff,915.0,5.0,0.0
848b717ffffffff,41.0,0.0,0.0
848b71bffffffff,49.0,0.0,0.0
848b743ffffffff,1.0,0.0,0.0
848b745ffffffff,11.0,0.0,0.0
848b747ffffffff,25.0,0.0,0.0
848b74bffffffff,24.0,0.0,0.0
848b751ffffffff,27.0,0.0,0.0
848b757ffffffff,12.0,0.0,0.0
848b75bffffffff,26.0,0.0,0.0
848b75dffffffff,40.0,0.0,0.0
848b763ffffffff,1.0,0.0,0.0
848b76bffffffff,8.0,0.0,0.0
848b821ffffffff,3.0,0.0,0.0
848b82bffffffff,3.0,3.0,0.0
848b839ffffffff,4.0,4.0,0.0
848b849ffffffff,171.0,10.0,0.0
848b881ffffffff,56.0,0.0,0.0
848b889ffffffff,13.0,0.0,0.0
848b88dffffffff,3.0,0.0,0.0
848b8a1ffffffff,1.0,1.0,0.0
848b8a5ffffffff,6.0,0.0,0.0
848b8dbffffffff,2.0,0.0,0.0
848b96dffffffff,2.0,2.0,0.0
848b98bffffffff,23.0,3.0,0.0
848b98dffffffff,1.0,0.0,0.0
848b999ffffffff,71.0,3.0,0.0
848b99dffffffff,104.0,3.0,0.0
848b9c3ffffffff,2.0,0.0,0.0
848b9d1ffffffff,102.0,18.0,0.0
848b9d3ffffffff,1.0,0.0,0.0
848b9d5ffffffff,1102.0,64.0,0.0
848b9d7ffffffff,9.0,0.0,0.0
848ba09ffffffff,17.0,0.0,0.0
848ba47ffffffff,6.0,2.0,0.0
848ba55ffffffff,3.0,0.0,0.0
848ba63ffffffff,55.0,7.0,0.0
848ba6dffffffff,3.0,0.0,0.0
848bb59ffffffff,501.0,51.0,0.0
848e641ffffffff,8.0,0.0,0.0
848e643ffffffff,69.0,0.0,0.0
848e649ffffffff,52.0,0.0,0.0
848e64bffffffff,97.0,0.0,0.0
848e651ffffffff,83.0,0.0,0.0
848e659ffffffff,10.0,0.0,0.0
848e65bffffffff,5.0,0.0,0.0
848e65dffffffff,8.0,0.0,0.0
848e6c9ffffffff,4.0,0.0,0.0
848e6cbffffffff,4.0,0.0,0.0
848f285ffffffff,4.0,4.0,0.0
848f287ffffffff,1.0,0.0,0.0
848f289ffffffff,5.0,2.0,0.0
848f28dffffffff,9.0,0.0,0.0
848f291ffffffff,5.0,0.0,0.0
848f295ffffffff,89.0,2.0,0.0
848f29bffffffff,5.0,0.0,0.0
848f2a1ffffffff,13.0,0.0,0.0
848f2a9ffffffff,118.0,7.0,0.0
848f2abffffffff,19.0,0.0,0.0
848f2b3ffffffff,6.0,0.0,0.0
848f2b9ffffffff,9.0,0.0,0.0
848f2bbffffffff,55.0,0.0,0.0
848f2bdffffffff,1.0,0.0,0.0
848f2c1ffffffff,1.0,0.0,0.0
848f2c3ffffffff,4.0,1.0,0.0
848f2c7ffffffff,3.0,0.0,0.0
848f2c9ffffffff,4.0,0.0,0.0
848f2cbffffffff,49.0,2.0,0.0
848f2cdffffffff,196.0,6.0,0.0
848f2d5ffffffff,2.0,0.0,0.0
848f2e3ffffffff,3.0,0.0,0.0
848f2e7ffffffff,3.0,0.0,0.0
848f401ffffffff,330.0,13.0,0.0
848f403ffffffff,2.0,0.0,0.0
848f405ffffffff,2.0,0.0,0.0
848f407ffffffff,37.0,5.0,0.0
848f409ffffffff,2.0,0.0,0.0
848f40bffffffff,2.0,0.0,0.0
848f40dffffffff,14.0,0.0,0.0
848f411ffffffff,2.0,0.0,0.0
848f421ffffffff,15.0,0.0,0.0
848f423ffffffff,2.0,0.0,0.0
848f429ffffffff,7.0,0.0,0.0
848f435ffffffff,3.0,0.0,0.0
848f437ffffffff,12.0,0.0,0.0
848f439ffffffff,62.0,5.0,0.0
848f447ffffffff,1.0,0.0,0.0
848f44bffffffff,19.0,0.0,0.0
848f455ffffffff,3.0,0.0,0.0
848f461ffffffff,197.0,11.0,0.0
848f463ffffffff,581.0,44.0,0.0
848f465ffffffff,94.0,3.0,0.0
848f467ffffffff,15.0,2.0,0.0
848f46bffffffff,8.0,0.0,0.0
848f483ffffffff,2.0,0.0,0.0
848f485ffffffff,11.0,0.0,0.0
848f487ffffffff,2.0,0.0,0.0
848f489ffffffff,15.0,0.0,0.0
848f48dffffffff,16.0,0.0,0.0
848f4a1ffffffff,8.0,0.0,0.0
848f4a5ffffffff,45.0,0.0,0.0
848f4a7ffffffff,20.0,0.0,0.0
848f4abffffffff,1.0,0.0,0.0
848f4adffffffff,105.0,0.0,0.0
848f4b3ffffffff,29.0,0.0,0.0
848f4b5ffffffff,12.0,0.0,0.0
848f4c1ffffffff,5.0,0.0,0.0
848f4c5ffffffff,3.0,0.0,0.0
848f4c7ffffffff,20.0,0.0,0.0
848f4e3ffffffff,3.0,0.0,0.0
848f4e7ffffffff,4.0,0.0,0.0
848f5d3ffffffff,92.0,0.0,0.0
848f5d9ffffffff,4.0,0.0,0.0
848f5dbffffffff,4.0,0.0,0.0
848f5ddffffffff,39.0,0.0,0.0
848f611ffffffff,26.0,0.0,0.0
848f613ffffffff,92.0,0.0,0.0
848f617ffffffff,4.0,0.0,0.0
848f619ffffffff,1.0,0.0,0.0
848f61bffffffff,118.0,0.0,0.0
848f631ffffffff,1.0,0.0,0.0
848f657ffffffff,19.0,0.0,0.0
848f6b5ffffffff,39.0,22.0,0.0
848f6c9ffffffff,5.0,0.0,0.0
848f6cdffffffff,9.0,0.0,0.0
848f6e1ffffffff,2.0,0.0,0.0
848f6e9ffffffff,26.0,0.0,0.0
848f6ebffffffff,2.0,0.0,0.0
848f705ffffffff,129.0,14.0,0.0
848f70dffffffff,13.0,0.0,0.0
848f71bffffffff,12.0,0.0,0.0
848f71dffffffff,3.0,0.0,0.0
848f729ffffffff,147.0,10.0,0.0
848f72bffffffff,373.0,43.0,0.0
848f731ffffffff,5.0,0.0,0.0
848f733ffffffff,25.0,0.0,0.0
848f737ffffffff,19.0,0.0,0.0
848f73dffffffff,4.0,0.0,0.0
848f741ffffffff,4.0,0.0,0.0
848f745ffffffff,68.0,2.0,0.0
848f74bffffffff,22.0,0.0,0.0
848f74dffffffff,55.0,3.0,0.0
848f763ffffffff,115.0,10.0,0.0
848f765ffffffff,9.0,0.0,0.0
848f76bffffffff,85.0,0.0,0.0
84a5961ffffffff,32.0,0.0,32.0
84a5965ffffffff,2.0,0.0,0.0
84a5969ffffffff,265.0,0.0,224.0
84a596dffffffff,2.0,0.0,2.0
84a8591ffffffff,23.0,4.0,0.0
84a8599ffffffff,4.0,1.0,0.0
84a85a1ffffffff,2.0,0.0,0.0
84a85a7ffffffff,2.0,0.0,0.0
84a85b7ffffffff,15.0,0.0,0.0
84a85d3ffffffff,4.0,0.0,0.0
84a8911ffffffff,2.0,0.0,2.0
84a8915ffffffff,3.0,0.0,3.0
84a8917ffffffff,122.0,0.0,97.0
84a8c01ffffffff,13.0,4.0,0.0
84a8c03ffffffff,39.0,28.0,0.0
84a8c05ffffffff,28.0,11.0,0.0
84a8c07ffffffff,4.0,1.0,0.0
84a8c0dffffffff,7.0,0.0,0.0
84a8c15ffffffff,3.0,1.0,0.0
84a8c1bffffffff,2.0,0.0,0.0
84a8c1dffffffff,3.0,0.0,0.0
84a8c2bffffffff,5.0,0.0,0.0
84a8c97ffffffff,21.0,21.0,0.0
84a8c9bffffffff,1.0,0.0,0.0
84a8cd1ffffffff,4.0,0.0,0.0
84a8ce3ffffffff,1.0,0.0,0.0
84a8ce9ffffffff,1.0,0.0,0.0
84a8cebffffffff,13.0,0.0,0.0
84a8dd7ffffffff,2.0,0.0,0.0
84a8dd9ffffffff,2.0,0.0,0.0
84a8ec9ffffffff,1.0,0.0,0.0
84a8ee9ffffffff,2.0,0.0,0.0
84b324bffffffff,27.0,0.0,0.0
84b3253ffffffff,23.0,0.0,0.0
84b3257ffffffff,3.0,0.0,0.0
84b3259ffffffff,4.0,0.0,0.0
84b325bffffffff,6.0,0.0,0.0
