cell_id,Poecile gambeli,Poecile gambeli [gambeli Group],Poecile gambeli [baileyae Group]
8348c3fffffffff,2.0,0.0,0.0
8348c6fffffffff,15.0,0.0,0.0
8348ccfffffffff,9.0,4.0,0.0
8348cdfffffffff,37.0,6.0,0.0
8348d2fffffffff,2.0,0.0,0.0
8348d3fffffffff,6.0,0.0,0.0
8348d4fffffffff,3.0,1.0,0.0
8348d5fffffffff,4.0,0.0,0.0
8348d8fffffffff,28.0,22.0,0.0
8348dafffffffff,6.0,2.0,0.0
8348dbfffffffff,4.0,0.0,0.0
8348e3fffffffff,1.0,0.0,0.0
8348e8fffffffff,250.0,197.0,0.0
8348eafffffffff,40.0,0.0,0.0
8348ebfffffffff,159.0,4.0,0.0
8348f2fffffffff,1.0,1.0,0.0
8348f3fffffffff,11.0,0.0,0.0
