cell_id,Myrmotherula axillaris,Myrmotherula axillaris [axillaris Group],Myrmotherula axillaris luctuosa
836796fffffffff,40.0,0.0,0.0
83679afffffffff,98.0,0.0,0.0
83679bfffffffff,303.0,0.0,0.0
836d68fffffffff,51.0,0.0,0.0
836d69fffffffff,506.0,0.0,0.0
836d6dfffffffff,44.0,0.0,0.0
83800cfffffffff,2.0,0.0,0.0
838044fffffffff,24.0,0.0,0.0
838046fffffffff,146.0,7.0,0.0
83804dfffffffff,1.0,0.0,0.0
838062fffffffff,6.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0
838065fffffffff,9.0,0.0,0.0
838066fffffffff,10.0,0.0,0.0
83806bfffffffff,16.0,0.0,0.0
838071fffffffff,30.0,0.0,0.0
838072fffffffff,2.0,0.0,0.0
838073fffffffff,3.0,0.0,0.0
838075fffffffff,6.0,0.0,0.0
838110fffffffff,2.0,0.0,0.0
838114fffffffff,8.0,0.0,4.0
838116fffffffff,44.0,0.0,8.0
838130fffffffff,1.0,0.0,1.0
838132fffffffff,73.0,0.0,34.0
838133fffffffff,1.0,0.0,0.0
838134fffffffff,4.0,0.0,4.0
838136fffffffff,23.0,0.0,16.0
838140fffffffff,12.0,0.0,0.0
838142fffffffff,5.0,0.0,0.0
838143fffffffff,9.0,0.0,0.0
838145fffffffff,41.0,0.0,0.0
83814afffffffff,46.0,1.0,0.0
83814dfffffffff,10.0,0.0,0.0
83814efffffffff,24.0,0.0,0.0
838159fffffffff,10.0,0.0,0.0
83815afffffffff,5.0,0.0,0.0
83815cfffffffff,8.0,0.0,0.0
83815efffffffff,3.0,0.0,0.0
838162fffffffff,2.0,0.0,0.0
838163fffffffff,45.0,0.0,0.0
838180fffffffff,26.0,0.0,12.0
838181fffffffff,308.0,0.0,44.0
838183fffffffff,116.0,0.0,43.0
838185fffffffff,191.0,0.0,82.0
83818afffffffff,2.0,0.0,0.0
83818efffffffff,1.0,0.0,1.0
83819dfffffffff,4.0,0.0,1.0
8381a1fffffffff,32.0,0.0,31.0
8381adfffffffff,4.0,0.0,0.0
838a00fffffffff,11.0,4.0,0.0
838a01fffffffff,14.0,2.0,0.0
838a05fffffffff,15.0,1.0,0.0
838a06fffffffff,1.0,0.0,0.0
838a10fffffffff,12.0,0.0,0.0
838a14fffffffff,2.0,0.0,0.0
838a15fffffffff,29.0,0.0,0.0
838a1afffffffff,20.0,2.0,0.0
838a21fffffffff,3.0,0.0,0.0
838a24fffffffff,2.0,2.0,0.0
838a31fffffffff,34.0,7.0,0.0
838a33fffffffff,6.0,0.0,0.0
838a45fffffffff,22.0,0.0,0.0
838a4bfffffffff,4.0,0.0,0.0
838a56fffffffff,4.0,0.0,0.0
838a63fffffffff,13.0,2.0,0.0
838a68fffffffff,11.0,0.0,0.0
838a69fffffffff,119.0,0.0,0.0
838a6dfffffffff,319.0,0.0,0.0
838a6efffffffff,2.0,0.0,0.0
838a73fffffffff,8.0,0.0,0.0
838a80fffffffff,38.0,0.0,0.0
838a82fffffffff,11.0,0.0,0.0
838a91fffffffff,2.0,0.0,0.0
838a92fffffffff,16.0,0.0,0.0
838a9cfffffffff,15.0,0.0,0.0
838aa8fffffffff,12.0,0.0,0.0
838aa9fffffffff,11.0,0.0,0.0
838aaafffffffff,18.0,0.0,0.0
838aacfffffffff,9.0,0.0,0.0
838aadfffffffff,11.0,0.0,0.0
838ad1fffffffff,5.0,0.0,0.0
838adafffffffff,1.0,0.0,0.0
838adbfffffffff,7.0,0.0,0.0
838adcfffffffff,24.0,2.0,0.0
838adefffffffff,2.0,2.0,0.0
838ae5fffffffff,2.0,0.0,0.0
838af0fffffffff,71.0,11.0,0.0
838af1fffffffff,6.0,0.0,0.0
838af2fffffffff,87.0,1.0,0.0
838af4fffffffff,52.0,4.0,0.0
838af6fffffffff,375.0,12.0,0.0
838b0cfffffffff,3.0,0.0,0.0
838b11fffffffff,6.0,0.0,0.0
838b1afffffffff,1.0,0.0,0.0
838b1dfffffffff,3.0,0.0,0.0
838b1efffffffff,2.0,0.0,0.0
838b21fffffffff,3.0,0.0,0.0
838b2afffffffff,3.0,0.0,0.0
838b2efffffffff,4.0,0.0,0.0
838b40fffffffff,31.0,0.0,0.0
838b42fffffffff,2.0,0.0,0.0
838b44fffffffff,376.0,15.0,0.0
838b45fffffffff,7.0,0.0,0.0
838b46fffffffff,37.0,0.0,0.0
838b48fffffffff,1.0,1.0,0.0
838b4efffffffff,15.0,0.0,0.0
838b50fffffffff,4.0,0.0,0.0
838b51fffffffff,29.0,3.0,0.0
838b52fffffffff,5.0,0.0,0.0
838b56fffffffff,4.0,0.0,0.0
838b5cfffffffff,25.0,1.0,0.0
838b61fffffffff,55.0,7.0,0.0
838b62fffffffff,58.0,2.0,0.0
838b63fffffffff,326.0,13.0,0.0
838b68fffffffff,9.0,0.0,0.0
838b69fffffffff,21.0,0.0,0.0
838b6cfffffffff,2.0,0.0,0.0
838b6efffffffff,95.0,0.0,0.0
838b71fffffffff,371.0,3.0,0.0
838b74fffffffff,32.0,0.0,0.0
838b75fffffffff,8.0,0.0,0.0
838b76fffffffff,1.0,0.0,0.0
838b82fffffffff,2.0,0.0,0.0
838b84fffffffff,29.0,0.0,0.0
838b88fffffffff,1.0,0.0,0.0
838b8dfffffffff,3.0,0.0,0.0
838b96fffffffff,8.0,0.0,0.0
838b99fffffffff,55.0,0.0,0.0
838b9dfffffffff,232.0,0.0,0.0
838e65fffffffff,2.0,0.0,0.0
838f0dfffffffff,6.0,0.0,0.0
838f2cfffffffff,2.0,0.0,0.0
838f40fffffffff,253.0,18.0,0.0
838f42fffffffff,4.0,0.0,0.0
838f43fffffffff,4.0,0.0,0.0
838f44fffffffff,19.0,0.0,0.0
838f46fffffffff,131.0,15.0,0.0
838f48fffffffff,61.0,0.0,0.0
838f4afffffffff,1.0,0.0,0.0
838f4bfffffffff,1.0,0.0,0.0
838f5cfffffffff,1.0,0.0,0.0
838f61fffffffff,49.0,0.0,0.0
838f65fffffffff,106.0,0.0,0.0
838f6bfffffffff,8.0,4.0,0.0
838f6cfffffffff,1.0,0.0,0.0
838f6efffffffff,10.0,0.0,0.0
838f70fffffffff,2.0,0.0,0.0
838f71fffffffff,36.0,0.0,0.0
838f72fffffffff,117.0,0.0,0.0
838f73fffffffff,2.0,0.0,0.0
838f74fffffffff,14.0,0.0,0.0
838f76fffffffff,5.0,0.0,0.0
83a596fffffffff,145.0,0.0,75.0
83a880fffffffff,2.0,0.0,2.0
83a882fffffffff,1.0,0.0,0.0
83a883fffffffff,30.0,0.0,4.0
83a886fffffffff,21.0,0.0,7.0
83a891fffffffff,238.0,0.0,79.0
83a895fffffffff,40.0,0.0,7.0
83a8a0fffffffff,263.0,0.0,8.0
83a8a1fffffffff,30.0,0.0,0.0
83a8a2fffffffff,569.0,0.0,171.0
83a8a3fffffffff,100.0,0.0,9.0
83a8a5fffffffff,2.0,0.0,0.0
83a8b1fffffffff,19.0,0.0,2.0
83a8c9fffffffff,6.0,0.0,0.0
