cell_id,Anthracothorax nigricollis,Anthracothorax nigricollis nigricollis,Anthracothorax nigricollis iridescens
845f68bffffffff,7.0,0.0,0.0
845f711ffffffff,1.0,0.0,0.0
845f713ffffffff,12.0,0.0,0.0
845f74bffffffff,3.0,0.0,0.0
845f759ffffffff,22.0,0.0,0.0
845f75dffffffff,6.0,0.0,0.0
8466005ffffffff,18.0,0.0,0.0
8466007ffffffff,2.0,0.0,0.0
846601bffffffff,5.0,0.0,0.0
8466021ffffffff,102.0,0.0,0.0
8466023ffffffff,8.0,0.0,0.0
8466025ffffffff,17.0,0.0,0.0
8466027ffffffff,9.0,0.0,0.0
8466029ffffffff,50.0,0.0,0.0
846602bffffffff,4.0,0.0,0.0
8466033ffffffff,2.0,0.0,0.0
8466035ffffffff,4.0,0.0,0.0
846603dffffffff,2.0,0.0,0.0
8466045ffffffff,20.0,0.0,0.0
8466047ffffffff,5.0,0.0,0.0
8466063ffffffff,1.0,0.0,0.0
8466067ffffffff,47.0,0.0,0.0
8466069ffffffff,4.0,0.0,0.0
846606bffffffff,11.0,0.0,0.0
8466081ffffffff,98.0,0.0,0.0
8466085ffffffff,7.0,0.0,0.0
8466087ffffffff,43.0,0.0,0.0
8466089ffffffff,240.0,0.0,0.0
846608dffffffff,1346.0,0.0,0.0
8466091ffffffff,4.0,0.0,0.0
8466097ffffffff,4.0,0.0,0.0
846609bffffffff,3.0,0.0,0.0
846609dffffffff,12.0,0.0,0.0
84660a1ffffffff,9.0,0.0,0.0
84660a5ffffffff,18.0,0.0,0.0
84660a7ffffffff,230.0,0.0,0.0
84660a9ffffffff,1.0,0.0,0.0
84660adffffffff,12.0,0.0,0.0
84660b3ffffffff,17.0,0.0,0.0
84660b7ffffffff,8.0,0.0,0.0
84660b9ffffffff,7.0,0.0,0.0
84660bbffffffff,4.0,0.0,0.0
84660bdffffffff,56.0,0.0,0.0
84660c1ffffffff,8.0,0.0,0.0
84660c3ffffffff,2.0,0.0,0.0
84660c5ffffffff,5.0,0.0,0.0
84660c7ffffffff,37.0,0.0,0.0
84660cbffffffff,38.0,0.0,0.0
84660cdffffffff,4.0,0.0,0.0
84660d1ffffffff,21.0,0.0,0.0
84660d3ffffffff,6.0,0.0,0.0
84660d9ffffffff,8.0,0.0,0.0
84660dbffffffff,4.0,0.0,0.0
84660ddffffffff,36.0,0.0,0.0
84660e1ffffffff,33.0,0.0,0.0
84660e3ffffffff,19.0,0.0,0.0
84660e7ffffffff,6.0,0.0,0.0
84660e9ffffffff,6.0,0.0,0.0
84660ebffffffff,40.0,0.0,0.0
8466105ffffffff,34.0,0.0,0.0
8466107ffffffff,870.0,0.0,0.0
8466113ffffffff,47.0,0.0,0.0
8466117ffffffff,5.0,0.0,0.0
8466119ffffffff,72.0,0.0,0.0
8466129ffffffff,10.0,0.0,0.0
8466131ffffffff,15.0,0.0,0.0
8466135ffffffff,4.0,0.0,0.0
8466139ffffffff,454.0,0.0,0.0
846613dffffffff,6.0,0.0,0.0
8466153ffffffff,21.0,0.0,0.0
8466163ffffffff,1266.0,0.0,0.0
8466165ffffffff,18.0,0.0,0.0
8466167ffffffff,89.0,0.0,0.0
8466181ffffffff,10.0,0.0,0.0
8466183ffffffff,181.0,0.0,0.0
8466185ffffffff,2.0,0.0,0.0
8466187ffffffff,2.0,0.0,0.0
8466189ffffffff,20.0,0.0,0.0
846618bffffffff,57.0,0.0,0.0
846618dffffffff,1.0,0.0,0.0
8466191ffffffff,144.0,0.0,0.0
8466193ffffffff,215.0,0.0,0.0
8466195ffffffff,34.0,0.0,0.0
8466197ffffffff,35.0,0.0,0.0
8466199ffffffff,106.0,0.0,0.0
846619bffffffff,160.0,0.0,0.0
846619dffffffff,414.0,0.0,0.0
84661a3ffffffff,2.0,0.0,0.0
84661a5ffffffff,2.0,0.0,0.0
84661adffffffff,2.0,0.0,0.0
84661b1ffffffff,976.0,0.0,0.0
84661b3ffffffff,184.0,0.0,0.0
84661b7ffffffff,4.0,0.0,0.0
84661b9ffffffff,233.0,1.0,0.0
84661bbffffffff,345.0,0.0,0.0
84661bdffffffff,4.0,0.0,0.0
84661c3ffffffff,4.0,0.0,0.0
84661c5ffffffff,3.0,0.0,0.0
84661c9ffffffff,11.0,0.0,0.0
84661cbffffffff,7.0,0.0,0.0
84661cdffffffff,55.0,0.0,0.0
84661d1ffffffff,87.0,0.0,0.0
84661d3ffffffff,19.0,0.0,0.0
84661d5ffffffff,25.0,0.0,0.0
84661d7ffffffff,47.0,0.0,0.0
84661dbffffffff,3.0,0.0,0.0
84661ddffffffff,13.0,0.0,0.0
84661ebffffffff,20.0,0.0,0.0
8466201ffffffff,64.0,0.0,0.0
8466203ffffffff,61.0,0.0,0.0
8466205ffffffff,105.0,0.0,0.0
8466207ffffffff,13.0,2.0,0.0
846620bffffffff,21.0,0.0,0.0
8466211ffffffff,3.0,0.0,0.0
8466213ffffffff,4.0,0.0,0.0
8466217ffffffff,46.0,0.0,0.0
8466219ffffffff,12.0,0.0,0.0
846621bffffffff,1.0,0.0,0.0
846621dffffffff,4.0,0.0,0.0
8466221ffffffff,8.0,0.0,0.0
8466225ffffffff,15.0,0.0,0.0
8466227ffffffff,26.0,0.0,0.0
846622bffffffff,457.0,2.0,0.0
8466231ffffffff,5.0,0.0,0.0
846623dffffffff,1.0,0.0,0.0
8466283ffffffff,2.0,0.0,0.0
846628bffffffff,1.0,0.0,0.0
8466291ffffffff,23.0,0.0,0.0
8466295ffffffff,4.0,0.0,0.0
846629bffffffff,15.0,0.0,0.0
846629dffffffff,26.0,0.0,0.0
84662b1ffffffff,1.0,0.0,0.0
84662b5ffffffff,10.0,0.0,0.0
84662b7ffffffff,25.0,0.0,0.0
84662bbffffffff,2.0,0.0,0.0
84662bdffffffff,4.0,0.0,0.0
84662c9ffffffff,21.0,0.0,0.0
84662cdffffffff,17.0,0.0,0.0
84662d3ffffffff,20.0,0.0,0.0
84662dbffffffff,5.0,0.0,0.0
84662e1ffffffff,11.0,0.0,0.0
84662e5ffffffff,4.0,0.0,0.0
84662e9ffffffff,15.0,0.0,0.0
8466311ffffffff,10.0,0.0,0.0
8466313ffffffff,179.0,0.0,0.0
8466317ffffffff,3.0,0.0,0.0
846631bffffffff,40.0,0.0,0.0
846640dffffffff,2.0,0.0,0.0
8466411ffffffff,10.0,0.0,0.0
8466415ffffffff,33.0,0.0,0.0
846641dffffffff,86.0,0.0,0.0
846642dffffffff,3.0,0.0,0.0
8466455ffffffff,1.0,0.0,0.0
8466505ffffffff,8.0,0.0,0.0
846650dffffffff,2.0,0.0,0.0
8466527ffffffff,2.0,0.0,0.0
8466529ffffffff,56.0,0.0,0.0
846652dffffffff,18.0,0.0,0.0
8466545ffffffff,6.0,0.0,0.0
8466547ffffffff,6.0,0.0,0.0
846654bffffffff,5.0,0.0,0.0
8466561ffffffff,5.0,0.0,0.0
8466563ffffffff,3.0,0.0,0.0
8466565ffffffff,20.0,0.0,0.0
8466567ffffffff,1.0,0.0,0.0
8466569ffffffff,13.0,0.0,0.0
846656dffffffff,123.0,0.0,0.0
84665a7ffffffff,2.0,0.0,0.0
84665abffffffff,443.0,0.0,0.0
84665bdffffffff,263.0,0.0,0.0
84665e9ffffffff,8.0,0.0,0.0
8466601ffffffff,2.0,0.0,0.0
846660bffffffff,2.0,0.0,0.0
846661dffffffff,1.0,0.0,0.0
8466631ffffffff,5.0,0.0,0.0
8466637ffffffff,6.0,0.0,0.0
8466639ffffffff,6.0,0.0,0.0
846663dffffffff,5.0,0.0,0.0
8466647ffffffff,2.0,0.0,0.0
84666a1ffffffff,2.0,0.0,0.0
84666a7ffffffff,1.0,0.0,0.0
84666b3ffffffff,4.0,0.0,0.0
84666e3ffffffff,4.0,0.0,0.0
8466705ffffffff,5.0,0.0,0.0
846670dffffffff,7.0,0.0,0.0
8466721ffffffff,1.0,0.0,0.0
8466723ffffffff,6.0,0.0,0.0
8466725ffffffff,4.0,0.0,0.0
8466727ffffffff,6.0,0.0,0.0
8466729ffffffff,1.0,0.0,0.0
8466733ffffffff,4.0,0.0,0.0
8466735ffffffff,4.0,0.0,0.0
8466737ffffffff,14.0,0.0,0.0
8466749ffffffff,1.0,0.0,0.0
846675dffffffff,36.0,0.0,0.0
8466763ffffffff,16.0,0.0,0.0
846676dffffffff,6.0,0.0,0.0
8466a51ffffffff,1856.0,0.0,0.0
8466a53ffffffff,1.0,0.0,0.0
8466a55ffffffff,16.0,0.0,0.0
8466a57ffffffff,5.0,0.0,0.0
8466a59ffffffff,17.0,0.0,0.0
8466a5bffffffff,212.0,0.0,0.0
8466a5dffffffff,21.0,0.0,0.0
8466c01ffffffff,54.0,0.0,0.0
8466c03ffffffff,3.0,0.0,0.0
8466c05ffffffff,38.0,0.0,0.0
8466c09ffffffff,1.0,0.0,0.0
8466c0dffffffff,48.0,0.0,0.0
8466c19ffffffff,4.0,0.0,0.0
8466c1dffffffff,10.0,0.0,0.0
8466c21ffffffff,364.0,0.0,0.0
8466c23ffffffff,126.0,0.0,0.0
8466c25ffffffff,1.0,0.0,0.0
8466c27ffffffff,96.0,0.0,0.0
8466c29ffffffff,128.0,0.0,0.0
8466c2bffffffff,20.0,0.0,0.0
8466c2dffffffff,69.0,0.0,0.0
8466c35ffffffff,3.0,0.0,0.0
8466c37ffffffff,3.0,0.0,0.0
8466c39ffffffff,2.0,0.0,0.0
8466c41ffffffff,18.0,0.0,0.0
8466c45ffffffff,46.0,0.0,0.0
8466c47ffffffff,45.0,0.0,0.0
8466c49ffffffff,136.0,0.0,0.0
8466c4bffffffff,17.0,0.0,0.0
8466c4dffffffff,20.0,0.0,0.0
8466c57ffffffff,28.0,0.0,0.0
8466c5bffffffff,8.0,0.0,0.0
8466c5dffffffff,85.0,0.0,0.0
8466c61ffffffff,5.0,0.0,0.0
8466c63ffffffff,327.0,0.0,0.0
8466c65ffffffff,18.0,0.0,0.0
8466c67ffffffff,19.0,0.0,0.0
8466c69ffffffff,9.0,0.0,0.0
8466c6bffffffff,36.0,0.0,0.0
8466c6dffffffff,146.0,0.0,0.0
8466c95ffffffff,3.0,0.0,0.0
8466cadffffffff,1.0,0.0,0.0
8466cdbffffffff,12.0,0.0,0.0
8466ce1ffffffff,43.0,0.0,0.0
8466ce9ffffffff,24.0,0.0,0.0
8466cedffffffff,13.0,0.0,0.0
8466d01ffffffff,5.0,0.0,5.0
8466d05ffffffff,36.0,0.0,36.0
8466d07ffffffff,8.0,0.0,7.0
8466d0bffffffff,1.0,0.0,0.0
8466d0dffffffff,19.0,0.0,0.0
8466d13ffffffff,17.0,0.0,0.0
8466d1bffffffff,38.0,0.0,0.0
8466d23ffffffff,4.0,0.0,4.0
8466d25ffffffff,11.0,0.0,11.0
8466d27ffffffff,2.0,0.0,2.0
8466d31ffffffff,9.0,0.0,4.0
8466d35ffffffff,261.0,0.0,196.0
8466d37ffffffff,2.0,0.0,2.0
8466d47ffffffff,1.0,0.0,0.0
8466d51ffffffff,3.0,0.0,0.0
8466d53ffffffff,27.0,0.0,0.0
8466d5bffffffff,2.0,0.0,0.0
8466d89ffffffff,3.0,0.0,0.0
8466d8bffffffff,2.0,0.0,0.0
8466d8dffffffff,6.0,0.0,0.0
8466da1ffffffff,2.0,0.0,0.0
8466da7ffffffff,3.0,0.0,0.0
8466da9ffffffff,8.0,1.0,0.0
8466dabffffffff,1.0,0.0,0.0
8466dadffffffff,63.0,0.0,0.0
8466db5ffffffff,2.0,0.0,0.0
8466dc1ffffffff,13.0,0.0,0.0
8466dc3ffffffff,188.0,2.0,0.0
8466dc7ffffffff,122.0,0.0,0.0
8466dc9ffffffff,108.0,0.0,0.0
8466dcbffffffff,42.0,0.0,0.0
8466dcdffffffff,13.0,0.0,0.0
8466dd1ffffffff,2.0,0.0,0.0
8466dd9ffffffff,3.0,0.0,0.0
8466ddbffffffff,3.0,0.0,0.0
8466dddffffffff,9.0,0.0,0.0
8466de1ffffffff,1235.0,0.0,0.0
8466de3ffffffff,282.0,2.0,0.0
8466de7ffffffff,126.0,0.0,0.0
8466de9ffffffff,9.0,0.0,0.0
8466debffffffff,66.0,0.0,0.0
8466dedffffffff,4.0,0.0,0.0
8466e01ffffffff,1.0,0.0,0.0
8466e03ffffffff,29.0,0.0,0.0
8466e05ffffffff,16.0,0.0,0.0
8466e09ffffffff,32.0,0.0,0.0
8466e0bffffffff,141.0,0.0,0.0
8466e0dffffffff,270.0,0.0,0.0
8466e11ffffffff,30.0,0.0,0.0
8466e15ffffffff,239.0,0.0,0.0
8466e17ffffffff,40.0,0.0,0.0
8466e19ffffffff,9.0,0.0,0.0
8466e1dffffffff,89.0,0.0,0.0
8466e21ffffffff,4.0,0.0,0.0
8466e23ffffffff,9.0,0.0,0.0
8466e27ffffffff,8.0,0.0,0.0
8466e29ffffffff,11.0,0.0,0.0
8466e2bffffffff,11.0,0.0,0.0
8466e2dffffffff,8.0,0.0,0.0
8466e31ffffffff,2.0,0.0,0.0
8466e37ffffffff,2.0,0.0,0.0
8466e39ffffffff,16.0,0.0,0.0
8466e3bffffffff,65.0,0.0,0.0
8466e41ffffffff,813.0,2.0,0.0
8466e43ffffffff,13.0,0.0,0.0
8466e45ffffffff,117.0,0.0,0.0
8466e47ffffffff,191.0,0.0,0.0
8466e49ffffffff,21.0,0.0,0.0
8466e4dffffffff,16.0,0.0,0.0
8466e51ffffffff,29.0,0.0,0.0
8466e53ffffffff,112.0,0.0,0.0
8466e55ffffffff,41.0,0.0,0.0
8466e57ffffffff,627.0,0.0,0.0
8466e59ffffffff,161.0,0.0,0.0
8466e5bffffffff,11.0,0.0,0.0
8466e5dffffffff,10.0,0.0,0.0
8466e63ffffffff,316.0,0.0,0.0
8466e65ffffffff,1158.0,0.0,0.0
8466e67ffffffff,251.0,0.0,0.0
8466e69ffffffff,65.0,0.0,0.0
8466e6bffffffff,42.0,0.0,0.0
8466e6dffffffff,2472.0,0.0,0.0
8466e89ffffffff,1.0,0.0,0.0
8466e8dffffffff,6.0,0.0,0.0
8466e9dffffffff,12.0,0.0,0.0
8466ec1ffffffff,18.0,0.0,0.0
8466ec5ffffffff,12.0,0.0,0.0
8466ec7ffffffff,132.0,0.0,0.0
8466ec9ffffffff,9.0,0.0,0.0
8466ecbffffffff,89.0,0.0,0.0
8466ee5ffffffff,176.0,0.0,0.0
8466ee7ffffffff,2.0,0.0,0.0
8466eedffffffff,5.0,0.0,0.0
8466f01ffffffff,8.0,0.0,0.0
8466f03ffffffff,25.0,0.0,0.0
8466f0bffffffff,41.0,0.0,0.0
8466f11ffffffff,218.0,0.0,0.0
8466f15ffffffff,214.0,0.0,0.0
8466f17ffffffff,48.0,0.0,0.0
8466f19ffffffff,149.0,0.0,0.0
8466f1dffffffff,2041.0,0.0,0.0
8466f33ffffffff,2.0,0.0,0.0
8466f35ffffffff,3.0,0.0,0.0
8466f3bffffffff,1.0,0.0,0.0
8466f51ffffffff,50.0,0.0,0.0
8466f53ffffffff,85.0,0.0,0.0
8466f57ffffffff,544.0,0.0,0.0
8466f59ffffffff,431.0,0.0,0.0
8466f5bffffffff,426.0,0.0,0.0
8467413ffffffff,785.0,0.0,0.0
8467417ffffffff,2.0,0.0,0.0
8467425ffffffff,38.0,0.0,0.0
8467427ffffffff,4.0,0.0,0.0
846742dffffffff,3.0,0.0,0.0
8467433ffffffff,34.0,0.0,0.0
8467437ffffffff,18.0,0.0,0.0
846743bffffffff,43.0,0.0,0.0
846743dffffffff,24.0,0.0,0.0
8467481ffffffff,1.0,0.0,0.0
84674a1ffffffff,3.0,0.0,0.0
84674a5ffffffff,4.0,0.0,0.0
84674a7ffffffff,3.0,0.0,0.0
84674c1ffffffff,4.0,0.0,0.0
84674c5ffffffff,377.0,0.0,0.0
84674c7ffffffff,6.0,0.0,0.0
84674c9ffffffff,4.0,0.0,0.0
84674cbffffffff,4.0,0.0,0.0
84674cdffffffff,31.0,0.0,0.0
84674d9ffffffff,2.0,0.0,0.0
84674e1ffffffff,35.0,0.0,0.0
84674e9ffffffff,88.0,0.0,0.0
84674ebffffffff,16.0,0.0,0.0
84674edffffffff,26.0,0.0,0.0
8467519ffffffff,101.0,0.0,0.0
846751bffffffff,1.0,0.0,0.0
8467523ffffffff,16.0,0.0,0.0
8467525ffffffff,1.0,0.0,0.0
8467527ffffffff,5.0,0.0,0.0
8467531ffffffff,3.0,0.0,0.0
8467535ffffffff,52.0,0.0,0.0
8467537ffffffff,27.0,0.0,0.0
8467539ffffffff,2.0,0.0,0.0
846753dffffffff,9.0,0.0,0.0
8467553ffffffff,18.0,0.0,0.0
846758dffffffff,2.0,0.0,0.0
8467599ffffffff,12.0,0.0,0.0
84675a5ffffffff,30.0,0.0,0.0
84675a7ffffffff,3.0,0.0,0.0
84675a9ffffffff,8.0,0.0,0.0
84675abffffffff,1.0,0.0,0.0
84675adffffffff,2.0,0.0,0.0
84675b1ffffffff,3.0,0.0,0.0
84675b3ffffffff,2.0,0.0,0.0
84675b5ffffffff,2.0,0.0,0.0
84675b7ffffffff,1.0,0.0,0.0
84675c1ffffffff,3.0,0.0,0.0
84675c5ffffffff,2.0,0.0,0.0
84675c7ffffffff,7.0,0.0,0.0
84675cbffffffff,42.0,0.0,0.0
84675d3ffffffff,2.0,0.0,0.0
84675d5ffffffff,2.0,0.0,0.0
84675d9ffffffff,2.0,0.0,0.0
84675e1ffffffff,2.0,0.0,0.0
84675e3ffffffff,19.0,0.0,0.0
84675e7ffffffff,15.0,0.0,0.0
84675ebffffffff,12.0,0.0,0.0
8480061ffffffff,4.0,0.0,0.0
84800c7ffffffff,2.0,0.0,0.0
8480109ffffffff,2.0,0.0,0.0
8480165ffffffff,1.0,0.0,0.0
8480363ffffffff,3.0,0.0,0.0
848041dffffffff,2.0,0.0,0.0
8480445ffffffff,130.0,0.0,0.0
8480469ffffffff,37.0,0.0,0.0
848046bffffffff,6.0,0.0,0.0
848046dffffffff,19.0,0.0,0.0
84804c1ffffffff,1.0,0.0,0.0
848068bffffffff,1.0,0.0,0.0
84806b7ffffffff,8.0,0.0,0.0
8480713ffffffff,9.0,0.0,0.0
8480723ffffffff,1.0,0.0,0.0
8480737ffffffff,6.0,0.0,0.0
8480745ffffffff,2.0,0.0,0.0
8481005ffffffff,1.0,0.0,0.0
8481007ffffffff,2.0,0.0,0.0
8481029ffffffff,2.0,0.0,0.0
8481063ffffffff,4.0,0.0,0.0
8481125ffffffff,2.0,0.0,0.0
8481149ffffffff,1.0,0.0,0.0
8481167ffffffff,4.0,0.0,0.0
8481211ffffffff,5.0,0.0,0.0
8481245ffffffff,4.0,0.0,0.0
848124bffffffff,8.0,0.0,0.0
848124dffffffff,5.0,0.0,0.0
8481299ffffffff,2.0,0.0,0.0
84812d7ffffffff,1.0,0.0,0.0
8481303ffffffff,4.0,0.0,0.0
8481307ffffffff,6.0,0.0,0.0
8481321ffffffff,15.0,0.0,0.0
8481323ffffffff,7.0,0.0,0.0
8481327ffffffff,29.0,0.0,0.0
8481329ffffffff,2.0,0.0,0.0
848132bffffffff,3.0,0.0,0.0
8481331ffffffff,2.0,0.0,0.0
8481335ffffffff,2.0,0.0,0.0
8481339ffffffff,109.0,0.0,0.0
848133dffffffff,1.0,0.0,0.0
8481343ffffffff,6.0,0.0,0.0
848134dffffffff,2.0,0.0,0.0
8481363ffffffff,31.0,0.0,0.0
8481401ffffffff,2.0,0.0,0.0
8481403ffffffff,2.0,0.0,0.0
848140dffffffff,1.0,0.0,0.0
8481431ffffffff,4.0,0.0,0.0
8481433ffffffff,2.0,0.0,0.0
8481437ffffffff,3.0,0.0,0.0
8481445ffffffff,4.0,0.0,0.0
848145dffffffff,4.0,0.0,0.0
8481469ffffffff,4.0,0.0,0.0
84814a1ffffffff,2.0,0.0,0.0
84814a9ffffffff,6.0,0.0,0.0
84814adffffffff,21.0,0.0,0.0
84814c7ffffffff,6.0,0.0,0.0
84814d1ffffffff,2.0,0.0,0.0
84814d5ffffffff,43.0,0.0,0.0
84814d7ffffffff,1.0,0.0,0.0
84814d9ffffffff,12.0,0.0,0.0
84814e1ffffffff,3.0,0.0,0.0
84814e3ffffffff,1.0,0.0,0.0
84814e5ffffffff,7.0,0.0,0.0
84814e7ffffffff,18.0,0.0,0.0
84814e9ffffffff,4.0,0.0,0.0
84814ebffffffff,9.0,0.0,0.0
8481513ffffffff,2.0,0.0,0.0
8481581ffffffff,1.0,0.0,0.0
84815d9ffffffff,36.0,0.0,0.0
84815dbffffffff,3.0,0.0,0.0
848162bffffffff,15.0,0.0,0.0
8481635ffffffff,12.0,0.0,0.0
848166dffffffff,4.0,0.0,0.0
8481711ffffffff,15.0,0.0,0.0
8481713ffffffff,15.0,0.0,0.0
848175dffffffff,8.0,0.0,0.0
8481809ffffffff,4.0,0.0,0.0
848180bffffffff,34.0,0.0,0.0
8481819ffffffff,2.0,0.0,0.0
848181dffffffff,10.0,0.0,0.0
8481831ffffffff,2.0,0.0,0.0
8481833ffffffff,3.0,0.0,0.0
8481837ffffffff,4.0,0.0,0.0
8481839ffffffff,10.0,0.0,0.0
8481851ffffffff,34.0,0.0,0.0
8481855ffffffff,6.0,0.0,0.0
8481857ffffffff,168.0,0.0,0.0
848185bffffffff,5.0,0.0,0.0
848185dffffffff,5.0,0.0,0.0
84818bbffffffff,2.0,0.0,0.0
84818c3ffffffff,2.0,0.0,0.0
84818e1ffffffff,5.0,0.0,0.0
8481a1bffffffff,4.0,0.0,0.0
848a003ffffffff,11.0,0.0,0.0
848a059ffffffff,2.0,0.0,0.0
848a05bffffffff,3.0,0.0,0.0
848a05dffffffff,2.0,0.0,0.0
848a069ffffffff,3.0,0.0,0.0
848a109ffffffff,1.0,0.0,0.0
848a155ffffffff,7.0,0.0,0.0
848a1a7ffffffff,3.0,0.0,0.0
848a209ffffffff,1.0,0.0,0.0
848a233ffffffff,5.0,0.0,0.0
848a235ffffffff,4.0,0.0,0.0
848a23bffffffff,1.0,0.0,0.0
848a249ffffffff,3.0,0.0,0.0
848a337ffffffff,6.0,0.0,0.0
848a35dffffffff,2.0,0.0,0.0
848a451ffffffff,12.0,0.0,0.0
848a459ffffffff,43.0,0.0,0.0
848a45bffffffff,68.0,2.0,0.0
848a45dffffffff,160.0,0.0,0.0
848a4b9ffffffff,6.0,0.0,0.0
848a5a1ffffffff,1.0,0.0,0.0
848a637ffffffff,2.0,0.0,0.0
848a68bffffffff,4.0,0.0,0.0
848a699ffffffff,132.0,0.0,0.0
848a6d1ffffffff,2.0,0.0,0.0
848a6d3ffffffff,78.0,0.0,0.0
848a6d7ffffffff,85.0,0.0,0.0
848a6d9ffffffff,65.0,0.0,0.0
848a6dbffffffff,52.0,0.0,0.0
848a809ffffffff,2.0,0.0,0.0
848a81bffffffff,1.0,0.0,0.0
848a8cdffffffff,1.0,0.0,0.0
848a963ffffffff,2.0,0.0,0.0
848a9c1ffffffff,5.0,0.0,0.0
848a9cdffffffff,3.0,0.0,0.0
848a9d1ffffffff,2.0,0.0,0.0
848aa51ffffffff,3.0,0.0,0.0
848aa9dffffffff,7.0,0.0,0.0
848aaa5ffffffff,6.0,0.0,0.0
848aab5ffffffff,1.0,0.0,0.0
848aab9ffffffff,7.0,0.0,0.0
848ab65ffffffff,3.0,0.0,0.0
848ad8dffffffff,1.0,0.0,0.0
848ada3ffffffff,8.0,0.0,0.0
848ada9ffffffff,2.0,0.0,0.0
848adbbffffffff,34.0,2.0,0.0
848ae5bffffffff,6.0,0.0,0.0
848af09ffffffff,6.0,0.0,0.0
848af11ffffffff,3.0,0.0,0.0
848af29ffffffff,10.0,3.0,0.0
848af41ffffffff,9.0,0.0,0.0
848af45ffffffff,3.0,0.0,0.0
848af61ffffffff,19.0,1.0,0.0
848af63ffffffff,6.0,0.0,0.0
848af67ffffffff,10.0,0.0,0.0
848af69ffffffff,23.0,0.0,0.0
848af6bffffffff,7.0,0.0,0.0
848b01bffffffff,4.0,0.0,0.0
848b023ffffffff,1.0,0.0,0.0
848b085ffffffff,6.0,0.0,0.0
848b08dffffffff,1.0,0.0,0.0
848b0b5ffffffff,1.0,0.0,0.0
848b0c1ffffffff,3.0,0.0,0.0
848b0c3ffffffff,1.0,0.0,0.0
848b0c9ffffffff,13.0,0.0,0.0
848b0cdffffffff,10.0,0.0,0.0
848b0d1ffffffff,1.0,0.0,0.0
848b0ddffffffff,2.0,0.0,0.0
848b0e7ffffffff,3.0,0.0,0.0
848b105ffffffff,3.0,0.0,0.0
848b119ffffffff,2.0,0.0,0.0
848b11bffffffff,4.0,0.0,0.0
848b131ffffffff,2.0,0.0,0.0
848b1c5ffffffff,2.0,0.0,0.0
848b1c7ffffffff,1.0,0.0,0.0
848b1cdffffffff,4.0,0.0,0.0
848b1edffffffff,1.0,0.0,0.0
848b221ffffffff,1.0,0.0,0.0
848b223ffffffff,43.0,0.0,0.0
848b229ffffffff,3.0,0.0,0.0
848b23bffffffff,3.0,0.0,0.0
848b23dffffffff,9.0,0.0,0.0
848b2a5ffffffff,12.0,0.0,0.0
848b2a7ffffffff,32.0,0.0,0.0
