cell_id,Tityra cayana,Tityra cayana braziliensis,Tityra cayana cayana
8366c1fffffffff,16.0,0.0,0.0
8366c2fffffffff,609.0,0.0,0.0
8366c3fffffffff,11.0,0.0,0.0
8366c5fffffffff,122.0,0.0,0.0
8366c6fffffffff,1.0,0.0,0.0
8366c9fffffffff,2.0,0.0,0.0
8366cdfffffffff,4.0,0.0,0.0
8366cefffffffff,65.0,0.0,0.0
8366d1fffffffff,29.0,0.0,0.0
8366d8fffffffff,73.0,0.0,1.0
8366dafffffffff,1.0,0.0,0.0
8366dbfffffffff,2.0,0.0,0.0
8366dcfffffffff,1037.0,0.0,44.0
8366ddfffffffff,102.0,0.0,10.0
8366defffffffff,128.0,0.0,5.0
8366e0fffffffff,161.0,0.0,0.0
8366e1fffffffff,168.0,0.0,0.0
8366e3fffffffff,85.0,0.0,0.0
8366e5fffffffff,820.0,0.0,5.0
8366e8fffffffff,15.0,0.0,0.0
8366e9fffffffff,3.0,0.0,0.0
8366eafffffffff,13.0,0.0,0.0
8366ecfffffffff,549.0,0.0,0.0
8366eefffffffff,151.0,0.0,0.0
836743fffffffff,42.0,0.0,0.0
83674cfffffffff,19.0,0.0,0.0
836753fffffffff,37.0,0.0,0.0
83675afffffffff,9.0,0.0,0.0
83675cfffffffff,9.0,0.0,0.0
83675efffffffff,4.0,0.0,0.0
838000fffffffff,2.0,0.0,0.0
838005fffffffff,2.0,0.0,0.0
83802cfffffffff,2.0,0.0,0.0
838044fffffffff,6.0,0.0,0.0
838046fffffffff,166.0,0.0,0.0
83804cfffffffff,2.0,0.0,0.0
838063fffffffff,1.0,0.0,0.0
838065fffffffff,6.0,0.0,0.0
838066fffffffff,6.0,0.0,0.0
838068fffffffff,2.0,0.0,0.0
83806afffffffff,4.0,0.0,0.0
83806bfffffffff,21.0,0.0,2.0
838071fffffffff,8.0,0.0,0.0
838074fffffffff,2.0,0.0,0.0
838075fffffffff,4.0,0.0,0.0
838102fffffffff,29.0,0.0,0.0
838106fffffffff,2.0,0.0,0.0
838109fffffffff,2.0,2.0,0.0
838116fffffffff,2.0,0.0,0.0
838121fffffffff,33.0,2.0,0.0
838123fffffffff,3.0,0.0,0.0
838124fffffffff,9.0,2.0,0.0
83812bfffffffff,3.0,0.0,0.0
83812dfffffffff,4.0,1.0,0.0
838130fffffffff,4.0,0.0,0.0
838132fffffffff,15.0,1.0,0.0
838133fffffffff,15.0,0.0,0.0
838134fffffffff,3.0,0.0,0.0
838136fffffffff,43.0,6.0,0.0
838140fffffffff,10.0,0.0,0.0
838142fffffffff,2.0,0.0,0.0
838143fffffffff,1.0,0.0,0.0
838145fffffffff,4.0,0.0,0.0
838146fffffffff,2.0,0.0,0.0
83814afffffffff,11.0,0.0,0.0
83814dfffffffff,10.0,0.0,0.0
83814efffffffff,5.0,0.0,0.0
838151fffffffff,2.0,0.0,0.0
838153fffffffff,1.0,0.0,0.0
838159fffffffff,2.0,0.0,0.0
83815cfffffffff,3.0,0.0,0.0
83815efffffffff,1.0,0.0,0.0
838162fffffffff,2.0,0.0,0.0
838163fffffffff,5.0,0.0,0.0
838171fffffffff,19.0,0.0,0.0
838173fffffffff,2.0,0.0,0.0
838175fffffffff,4.0,0.0,0.0
838180fffffffff,15.0,1.0,0.0
838181fffffffff,16.0,0.0,0.0
838a00fffffffff,9.0,0.0,3.0
838a01fffffffff,2.0,0.0,2.0
838a05fffffffff,10.0,0.0,0.0
838a10fffffffff,2.0,0.0,0.0
838a12fffffffff,1.0,0.0,0.0
838a14fffffffff,1.0,0.0,0.0
838a15fffffffff,2.0,0.0,0.0
838a1afffffffff,5.0,0.0,0.0
838a1efffffffff,2.0,0.0,0.0
838a24fffffffff,1.0,0.0,0.0
838a45fffffffff,354.0,0.0,0.0
838a4bfffffffff,2.0,0.0,0.0
838a52fffffffff,2.0,0.0,0.0
838a5afffffffff,1.0,0.0,1.0
838a63fffffffff,31.0,0.0,0.0
838a68fffffffff,12.0,0.0,0.0
838a69fffffffff,64.0,0.0,0.0
838a6dfffffffff,234.0,0.0,0.0
838a6efffffffff,2.0,0.0,0.0
838a81fffffffff,12.0,0.0,0.0
838a8dfffffffff,1.0,0.0,0.0
838a92fffffffff,16.0,0.0,0.0
838a9cfffffffff,3.0,0.0,0.0
838aa8fffffffff,39.0,0.0,0.0
838aa9fffffffff,16.0,0.0,0.0
838aaafffffffff,29.0,0.0,0.0
838aabfffffffff,8.0,0.0,0.0
838aacfffffffff,4.0,0.0,0.0
838aadfffffffff,4.0,0.0,0.0
838ad8fffffffff,12.0,0.0,4.0
838adbfffffffff,5.0,0.0,0.0
838adcfffffffff,21.0,0.0,5.0
838adefffffffff,2.0,0.0,2.0
838ae5fffffffff,4.0,0.0,0.0
838ae8fffffffff,2.0,0.0,0.0
838af0fffffffff,36.0,0.0,7.0
838af1fffffffff,4.0,0.0,0.0
838af2fffffffff,103.0,0.0,6.0
838af4fffffffff,15.0,0.0,0.0
838af6fffffffff,428.0,0.0,44.0
838b00fffffffff,4.0,0.0,0.0
838b04fffffffff,5.0,0.0,0.0
838b06fffffffff,1.0,0.0,0.0
838b08fffffffff,1.0,0.0,0.0
838b0cfffffffff,23.0,0.0,0.0
838b0dfffffffff,63.0,0.0,0.0
838b0efffffffff,1.0,0.0,0.0
838b10fffffffff,11.0,0.0,0.0
838b11fffffffff,6.0,0.0,0.0
838b1cfffffffff,2.0,0.0,0.0
838b1efffffffff,2.0,0.0,0.0
838b21fffffffff,2.0,0.0,0.0
838b22fffffffff,80.0,0.0,0.0
838b23fffffffff,2.0,0.0,0.0
838b2afffffffff,14.0,0.0,0.0
838b2cfffffffff,8.0,0.0,0.0
838b2efffffffff,2.0,0.0,0.0
838b31fffffffff,9.0,0.0,0.0
838b36fffffffff,4.0,0.0,0.0
838b40fffffffff,33.0,0.0,1.0
838b42fffffffff,5.0,0.0,0.0
838b44fffffffff,152.0,0.0,0.0
838b45fffffffff,6.0,0.0,0.0
838b46fffffffff,2.0,0.0,0.0
838b48fffffffff,1.0,0.0,0.0
838b4efffffffff,2.0,0.0,0.0
838b51fffffffff,20.0,0.0,1.0
838b52fffffffff,2.0,0.0,0.0
838b56fffffffff,13.0,0.0,0.0
838b5cfffffffff,37.0,0.0,4.0
838b5dfffffffff,2.0,0.0,0.0
838b61fffffffff,21.0,0.0,0.0
838b62fffffffff,12.0,0.0,3.0
838b63fffffffff,163.0,0.0,6.0
838b69fffffffff,6.0,0.0,0.0
838b6efffffffff,40.0,0.0,0.0
838b71fffffffff,267.0,0.0,3.0
838b72fffffffff,3.0,0.0,0.0
838b74fffffffff,2.0,0.0,0.0
838b75fffffffff,2.0,0.0,0.0
838b76fffffffff,10.0,0.0,0.0
838b84fffffffff,20.0,0.0,0.0
838b99fffffffff,4.0,0.0,0.0
838b9dfffffffff,11.0,0.0,0.0
838ba0fffffffff,34.0,0.0,0.0
838ba4fffffffff,3.0,0.0,0.0
838ba6fffffffff,6.0,0.0,0.0
838bb4fffffffff,2.0,0.0,0.0
838bb5fffffffff,77.0,0.0,0.0
838f41fffffffff,2.0,0.0,0.0
838f48fffffffff,38.0,0.0,0.0
838f4afffffffff,14.0,0.0,0.0
838f4bfffffffff,1.0,0.0,0.0
838f4cfffffffff,2.0,0.0,0.0
838f61fffffffff,155.0,0.0,0.0
838f63fffffffff,3.0,0.0,0.0
838f65fffffffff,5.0,0.0,0.0
838f6bfffffffff,3.0,0.0,0.0
838f6cfffffffff,6.0,0.0,0.0
838f6efffffffff,25.0,0.0,0.0
838f71fffffffff,3.0,0.0,0.0
838f74fffffffff,11.0,0.0,0.0
838f76fffffffff,9.0,0.0,0.0
83a596fffffffff,19.0,2.0,0.0
83a801fffffffff,18.0,0.0,0.0
83a802fffffffff,1.0,0.0,0.0
83a804fffffffff,6.0,0.0,0.0
83a805fffffffff,9.0,0.0,0.0
83a806fffffffff,245.0,39.0,0.0
83a80cfffffffff,17.0,0.0,0.0
83a810fffffffff,102.0,3.0,0.0
83a811fffffffff,3.0,1.0,0.0
83a812fffffffff,78.0,4.0,0.0
83a814fffffffff,12.0,0.0,0.0
83a815fffffffff,153.0,6.0,0.0
83a818fffffffff,2.0,0.0,0.0
83a81bfffffffff,6.0,0.0,0.0
83a81cfffffffff,3.0,0.0,0.0
83a81dfffffffff,1.0,0.0,0.0
83a81efffffffff,37.0,0.0,0.0
83a820fffffffff,8.0,0.0,0.0
83a821fffffffff,9.0,0.0,0.0
83a822fffffffff,12.0,0.0,0.0
83a823fffffffff,23.0,2.0,0.0
83a824fffffffff,18.0,0.0,0.0
83a825fffffffff,6.0,0.0,0.0
83a826fffffffff,32.0,0.0,0.0
83a828fffffffff,5.0,0.0,0.0
83a829fffffffff,1.0,0.0,0.0
83a82bfffffffff,7.0,0.0,0.0
83a82dfffffffff,2.0,0.0,0.0
83a82efffffffff,10.0,0.0,0.0
83a831fffffffff,46.0,0.0,0.0
83a833fffffffff,31.0,1.0,0.0
83a835fffffffff,84.0,5.0,0.0
83a840fffffffff,18.0,0.0,0.0
83a841fffffffff,3.0,0.0,0.0
83a842fffffffff,4.0,0.0,0.0
83a843fffffffff,2.0,0.0,0.0
83a844fffffffff,31.0,3.0,0.0
83a846fffffffff,22.0,0.0,0.0
83a848fffffffff,1.0,0.0,0.0
83a84afffffffff,3.0,0.0,0.0
83a84dfffffffff,4.0,0.0,0.0
83a855fffffffff,1.0,0.0,0.0
83a856fffffffff,1.0,0.0,0.0
83a859fffffffff,285.0,0.0,0.0
83a85bfffffffff,6.0,0.0,0.0
83a85dfffffffff,93.0,0.0,0.0
83a860fffffffff,16.0,0.0,0.0
83a862fffffffff,2.0,0.0,0.0
83a864fffffffff,3.0,0.0,0.0
83a866fffffffff,12.0,0.0,0.0
83a870fffffffff,2.0,0.0,0.0
83a871fffffffff,3.0,0.0,0.0
83a874fffffffff,1.0,0.0,0.0
83a875fffffffff,6.0,0.0,0.0
83a876fffffffff,3.0,0.0,0.0
83a882fffffffff,36.0,16.0,0.0
83a883fffffffff,2.0,0.0,0.0
83a886fffffffff,2.0,0.0,0.0
83a88bfffffffff,2.0,0.0,0.0
83a891fffffffff,88.0,4.0,0.0
83a8a0fffffffff,2.0,0.0,0.0
83a8a1fffffffff,214.0,18.0,0.0
83a8a2fffffffff,15.0,0.0,0.0
83a8a3fffffffff,15.0,0.0,0.0
83a8a5fffffffff,11.0,0.0,0.0
83a8a9fffffffff,35.0,4.0,0.0
83a8aafffffffff,1.0,0.0,0.0
83a8abfffffffff,3.0,0.0,0.0
83a8aefffffffff,13.0,0.0,0.0
83a8b1fffffffff,2.0,0.0,0.0
83a8c0fffffffff,46.0,0.0,0.0
83a8c4fffffffff,2.0,0.0,0.0
83a8c6fffffffff,2.0,0.0,0.0
83a8ccfffffffff,1.0,0.0,0.0
83a8d1fffffffff,24.0,0.0,0.0
83a8d4fffffffff,6.0,0.0,0.0
83a8d5fffffffff,2.0,0.0,0.0
83a8dafffffffff,2.0,0.0,0.0
83a8dcfffffffff,2.0,0.0,0.0
83a8ddfffffffff,3.0,0.0,0.0
83a8defffffffff,22.0,0.0,0.0
83a8e1fffffffff,1.0,0.0,0.0
83a8e4fffffffff,2.0,0.0,0.0
83a8e6fffffffff,5.0,0.0,0.0
83a903fffffffff,2.0,0.0,0.0
83a909fffffffff,13.0,0.0,0.0
83a90afffffffff,1.0,1.0,0.0
83a90bfffffffff,4.0,0.0,0.0
83a90dfffffffff,6.0,0.0,0.0
83a90efffffffff,18.0,0.0,0.0
83a919fffffffff,11.0,0.0,0.0
83a91bfffffffff,19.0,0.0,0.0
83a91dfffffffff,38.0,0.0,0.0
83a941fffffffff,28.0,0.0,0.0
83a942fffffffff,39.0,0.0,0.0
83a943fffffffff,121.0,0.0,0.0
83a946fffffffff,64.0,0.0,0.0
83a94cfffffffff,16.0,0.0,0.0
83a950fffffffff,251.0,0.0,0.0
83a951fffffffff,27.0,0.0,0.0
83a952fffffffff,43.0,0.0,0.0
83a953fffffffff,314.0,0.0,0.0
83a955fffffffff,50.0,0.0,0.0
83a95afffffffff,37.0,0.0,0.0
83a95bfffffffff,3.0,0.0,0.0
83a95cfffffffff,38.0,0.0,0.0
83a95efffffffff,19.0,0.0,0.0
83a968fffffffff,19.0,0.0,0.0
83a96afffffffff,10.0,0.0,0.0
83a96bfffffffff,4.0,0.0,0.0
83a971fffffffff,2.0,0.0,0.0
83a973fffffffff,7.0,0.0,0.0
83a976fffffffff,10.0,0.0,0.0
