cell_id,Vanellus chilensis,Vanellus chilensis cayennensis,Vanellus chilensis lampronotus,Vanellus chilensis chilensis/fretensis
828a47fffffffff,125.0,8.0,0.0,0.0
828a57fffffffff,3.0,0.0,0.0,0.0
828a6ffffffffff,122.0,0.0,0.0,0.0
828a77fffffffff,25.0,0.0,0.0,0.0
828a87fffffffff,31.0,0.0,0.0,0.0
828a8ffffffffff,60.0,0.0,0.0,0.0
828a97fffffffff,20.0,0.0,0.0,0.0
828a9ffffffffff,21.0,0.0,0.0,0.0
828aaffffffffff,116.0,0.0,0.0,0.0
828ab7fffffffff,2.0,0.0,0.0,0.0
828adffffffffff,156.0,5.0,0.0,0.0
828ae7fffffffff,1.0,0.0,0.0,0.0
828af7fffffffff,335.0,0.0,0.0,0.0
828b07fffffffff,59.0,0.0,0.0,0.0
828b0ffffffffff,480.0,0.0,9.0,0.0
828b17fffffffff,39.0,0.0,1.0,0.0
828b1ffffffffff,16.0,0.0,0.0,0.0
828b27fffffffff,1393.0,0.0,18.0,0.0
828b2ffffffffff,238.0,0.0,2.0,0.0
828b37fffffffff,94.0,0.0,0.0,0.0
828b47fffffffff,567.0,0.0,0.0,0.0
828b4ffffffffff,1.0,0.0,1.0,0.0
828b57fffffffff,82.0,0.0,6.0,0.0
828b5ffffffffff,46.0,0.0,13.0,0.0
828b67fffffffff,322.0,0.0,9.0,0.0
828b6ffffffffff,18.0,0.0,0.0,0.0
828b77fffffffff,168.0,0.0,1.0,0.0
828b87fffffffff,157.0,0.0,6.0,0.0
828b8ffffffffff,82.0,0.0,2.0,0.0
828b97fffffffff,2.0,0.0,1.0,0.0
828b9ffffffffff,444.0,0.0,56.0,0.0
828ba7fffffffff,405.0,0.0,58.0,0.0
828baffffffffff,1.0,0.0,0.0,0.0
828bb7fffffffff,920.0,0.0,88.0,0.0
828e67fffffffff,5.0,0.0,0.0,0.0
828f27fffffffff,1.0,0.0,0.0,0.0
828f2ffffffffff,9.0,0.0,0.0,0.0
828f47fffffffff,104.0,0.0,0.0,0.0
828f4ffffffffff,33.0,0.0,0.0,0.0
828f5ffffffffff,6.0,0.0,0.0,0.0
828f67fffffffff,7.0,0.0,0.0,0.0
828f6ffffffffff,11.0,0.0,4.0,0.0
828f77fffffffff,63.0,0.0,0.0,0.0
82a597fffffffff,135.0,0.0,24.0,0.0
82a807fffffffff,1788.0,0.0,150.0,0.0
82a80ffffffffff,176.0,0.0,0.0,0.0
82a817fffffffff,14659.0,0.0,791.0,0.0
82a81ffffffffff,5306.0,0.0,230.0,0.0
82a827fffffffff,684.0,0.0,104.0,0.0
82a82ffffffffff,335.0,0.0,2.0,0.0
82a837fffffffff,1702.0,0.0,154.0,0.0
82a847fffffffff,1601.0,0.0,81.0,0.0
82a84ffffffffff,32.0,0.0,0.0,0.0
82a857fffffffff,382.0,0.0,48.0,0.0
82a85ffffffffff,4322.0,0.0,475.0,0.0
82a867fffffffff,268.0,0.0,0.0,0.0
82a86ffffffffff,41.0,0.0,0.0,0.0
82a877fffffffff,228.0,0.0,4.0,0.0
82a887fffffffff,780.0,0.0,71.0,0.0
82a88ffffffffff,581.0,0.0,72.0,0.0
82a897fffffffff,476.0,0.0,80.0,0.0
82a89ffffffffff,35.0,0.0,0.0,0.0
82a8a7fffffffff,3978.0,0.0,257.0,0.0
82a8affffffffff,764.0,0.0,75.0,0.0
82a8b7fffffffff,115.0,0.0,0.0,0.0
82a8c7fffffffff,425.0,0.0,27.0,0.0
82a8cffffffffff,69.0,0.0,21.0,0.0
82a8d7fffffffff,916.0,0.0,155.0,0.0
82a8dffffffffff,152.0,0.0,0.0,0.0
82a8e7fffffffff,127.0,0.0,0.0,0.0
82a8effffffffff,85.0,0.0,27.0,0.0
82a8f7fffffffff,165.0,0.0,2.0,0.0
82a907fffffffff,1387.0,0.0,97.0,0.0
82a90ffffffffff,856.0,0.0,67.0,0.0
82a91ffffffffff,1309.0,0.0,203.0,0.0
82a927fffffffff,229.0,0.0,0.0,0.0
82a92ffffffffff,2177.0,0.0,56.0,0.0
82a947fffffffff,5963.0,0.0,33.0,0.0
82a94ffffffffff,3033.0,0.0,8.0,0.0
82a957fffffffff,4236.0,0.0,38.0,0.0
82a95ffffffffff,959.0,0.0,0.0,0.0
82a967fffffffff,2788.0,0.0,74.0,0.0
82a96ffffffffff,2121.0,0.0,20.0,0.0
82a977fffffffff,963.0,0.0,19.0,0.0
82b207fffffffff,591.0,0.0,0.0,0.0
82b20ffffffffff,104.0,0.0,0.0,0.0
82b21ffffffffff,2987.0,0.0,0.0,0.0
82b227fffffffff,79.0,0.0,0.0,0.0
82b22ffffffffff,10.0,0.0,0.0,0.0
82b247fffffffff,1781.0,0.0,35.0,0.0
82b24ffffffffff,2297.0,0.0,141.0,0.0
82b257fffffffff,73.0,0.0,0.0,0.0
82b25ffffffffff,3239.0,0.0,342.0,0.0
82b267fffffffff,854.0,0.0,0.0,0.0
82b26ffffffffff,603.0,0.0,0.0,0.0
82b277fffffffff,729.0,0.0,0.0,0.0
82b2c7fffffffff,20853.0,0.0,0.0,1076.0
82b2cffffffffff,698.0,0.0,7.0,4.0
82b2dffffffffff,3157.0,0.0,0.0,0.0
82b2e7fffffffff,1885.0,0.0,0.0,1.0
82b2effffffffff,1001.0,0.0,8.0,73.0
82b30ffffffffff,1.0,0.0,0.0,0.0
82b327fffffffff,7.0,0.0,0.0,0.0
82b32ffffffffff,41.0,0.0,0.0,0.0
82b347fffffffff,1238.0,0.0,30.0,0.0
82b34ffffffffff,232.0,0.0,14.0,0.0
82b357fffffffff,1045.0,0.0,7.0,0.0
82b35ffffffffff,4596.0,0.0,326.0,0.0
82b367fffffffff,151.0,0.0,5.0,0.0
82b36ffffffffff,526.0,0.0,0.0,0.0
82b377fffffffff,6.0,0.0,0.0,0.0
82c207fffffffff,607.0,0.0,5.0,0.0
82c21ffffffffff,2435.0,0.0,42.0,0.0
82c227fffffffff,202.0,0.0,4.0,0.0
82c22ffffffffff,1596.0,0.0,15.0,0.0
82c2c7fffffffff,4323.0,0.0,7.0,0.0
82c2cffffffffff,2915.0,0.0,4.0,0.0
82c2d7fffffffff,1996.0,0.0,0.0,0.0
82c2dffffffffff,542.0,0.0,4.0,0.0
82c2e7fffffffff,10673.0,0.0,215.0,0.0
82c2effffffffff,1343.0,0.0,3.0,0.0
82c2f7fffffffff,8175.0,0.0,24.0,0.0
82c307fffffffff,37.0,0.0,0.0,0.0
82c30ffffffffff,136.0,0.0,0.0,0.0
82c327fffffffff,597.0,0.0,0.0,0.0
82c32ffffffffff,722.0,0.0,6.0,5.0
82c347fffffffff,721.0,0.0,2.0,2.0
82c34ffffffffff,708.0,0.0,190.0,0.0
82c357fffffffff,970.0,0.0,15.0,0.0
82c35ffffffffff,197.0,0.0,3.0,0.0
82c367fffffffff,415.0,0.0,0.0,3.0
82c36ffffffffff,32.0,0.0,0.0,0.0
82c377fffffffff,384.0,0.0,0.0,1.0
82ce17fffffffff,163.0,0.0,0.0,4.0
82ce87fffffffff,3032.0,0.0,10.0,102.0
82ce8ffffffffff,6300.0,0.0,0.0,27.0
82ce97fffffffff,1902.0,0.0,14.0,21.0
82ce9ffffffffff,2171.0,0.0,1.0,21.0
82cea7fffffffff,1242.0,0.0,0.0,2.0
82ceaffffffffff,11510.0,0.0,0.0,507.0
82ceb7fffffffff,17.0,0.0,0.0,0.0
82cf17fffffffff,1569.0,0.0,0.0,232.0
82cf87fffffffff,174.0,0.0,0.0,19.0
82cf8ffffffffff,965.0,0.0,0.0,41.0
82cf97fffffffff,114.0,0.0,0.0,5.0
82cf9ffffffffff,221.0,0.0,0.0,2.0
82cfa7fffffffff,4429.0,0.0,0.0,281.0
82cfaffffffffff,953.0,0.0,0.0,116.0
82cfb7fffffffff,78.0,0.0,0.0,2.0
82df47fffffffff,1900.0,0.0,0.0,295.0
82df4ffffffffff,30.0,0.0,0.0,7.0
82df6ffffffffff,3573.0,0.0,0.0,953.0
