cell_id,Sicalis luteola,Sicalis luteola [chrysops Group],Sicalis luteola bogotensis,Sicalis luteola [luteola Group]
848b2a7ffffffff,2.0,0.0,0.0,0.0
848b2c9ffffffff,59.0,0.0,0.0,0.0
848b2cdffffffff,2.0,0.0,0.0,0.0
848b31bffffffff,1.0,0.0,0.0,0.0
848b36dffffffff,1.0,0.0,0.0,0.0
848b611ffffffff,9.0,0.0,0.0,0.0
848b617ffffffff,1.0,0.0,0.0,0.0
848b619ffffffff,2.0,0.0,0.0,0.0
848b61bffffffff,246.0,0.0,0.0,4.0
848b61dffffffff,73.0,0.0,0.0,0.0
848b657ffffffff,2.0,0.0,0.0,0.0
848b65dffffffff,4.0,0.0,0.0,0.0
848b6cdffffffff,2.0,0.0,0.0,0.0
848b76bffffffff,23.0,0.0,0.0,0.0
848bb59ffffffff,8.0,0.0,0.0,0.0
848e459ffffffff,2.0,0.0,0.0,0.0
848e45dffffffff,8.0,0.0,0.0,0.0
848e603ffffffff,5.0,0.0,0.0,0.0
848e621ffffffff,192.0,0.0,0.0,0.0
848e623ffffffff,20.0,0.0,0.0,0.0
848e62dffffffff,933.0,0.0,0.0,0.0
848e631ffffffff,2.0,0.0,0.0,0.0
848e637ffffffff,4.0,0.0,0.0,0.0
848e663ffffffff,2.0,0.0,0.0,0.0
848e665ffffffff,49.0,0.0,0.0,0.0
848e66bffffffff,7.0,0.0,0.0,0.0
848e6a5ffffffff,2.0,0.0,0.0,0.0
848e6a7ffffffff,1.0,0.0,0.0,0.0
848e6c3ffffffff,2.0,0.0,0.0,0.0
848e759ffffffff,55.0,0.0,0.0,0.0
848e75bffffffff,40.0,0.0,0.0,0.0
848f0d1ffffffff,2.0,0.0,0.0,0.0
848f0d3ffffffff,5.0,0.0,0.0,0.0
848f299ffffffff,17.0,0.0,2.0,0.0
848f2d1ffffffff,5.0,0.0,0.0,0.0
848f2d3ffffffff,1.0,0.0,0.0,0.0
848f501ffffffff,4.0,0.0,0.0,0.0
848f503ffffffff,3.0,0.0,0.0,0.0
848f505ffffffff,239.0,0.0,0.0,0.0
848f509ffffffff,7.0,0.0,0.0,0.0
848f50dffffffff,1.0,0.0,0.0,0.0
848f511ffffffff,3.0,0.0,0.0,0.0
848f519ffffffff,12.0,0.0,0.0,0.0
848f51dffffffff,2.0,0.0,0.0,0.0
848f53bffffffff,7.0,0.0,0.0,0.0
848f54bffffffff,2.0,0.0,0.0,0.0
848f553ffffffff,4.0,0.0,0.0,0.0
848f559ffffffff,79.0,0.0,8.0,0.0
848f589ffffffff,1.0,0.0,0.0,0.0
848f58dffffffff,4.0,0.0,0.0,0.0
848f59bffffffff,4.0,0.0,0.0,0.0
848f5b1ffffffff,3.0,0.0,0.0,0.0
848f5b7ffffffff,60.0,0.0,0.0,0.0
848f5e7ffffffff,13.0,0.0,0.0,0.0
848f5edffffffff,12.0,0.0,0.0,0.0
848f725ffffffff,2.0,0.0,2.0,0.0
848f72dffffffff,11.0,0.0,6.0,0.0
848f74dffffffff,3.0,0.0,0.0,0.0
848f765ffffffff,4.0,0.0,4.0,0.0
848f769ffffffff,28.0,0.0,0.0,0.0
848f76dffffffff,2.0,0.0,0.0,0.0
84a8001ffffffff,2.0,0.0,0.0,0.0
84a8009ffffffff,2.0,0.0,0.0,0.0
84a8011ffffffff,2.0,0.0,0.0,0.0
84a8013ffffffff,9.0,0.0,0.0,0.0
84a8019ffffffff,11.0,0.0,0.0,0.0
84a801bffffffff,47.0,0.0,0.0,0.0
84a8023ffffffff,1.0,0.0,0.0,0.0
84a802dffffffff,4.0,0.0,0.0,0.0
84a8035ffffffff,4.0,0.0,0.0,0.0
84a8037ffffffff,1.0,0.0,0.0,1.0
84a8041ffffffff,3.0,0.0,0.0,0.0
84a8043ffffffff,6.0,0.0,0.0,0.0
84a8049ffffffff,13.0,0.0,0.0,0.0
84a804bffffffff,9.0,0.0,0.0,0.0
84a804dffffffff,20.0,0.0,0.0,4.0
84a8055ffffffff,6.0,0.0,0.0,0.0
84a805dffffffff,10.0,0.0,0.0,0.0
84a8067ffffffff,9.0,0.0,0.0,4.0
84a808dffffffff,2.0,0.0,0.0,0.0
84a80c3ffffffff,3.0,0.0,0.0,0.0
84a80cdffffffff,3.0,0.0,0.0,0.0
84a80d5ffffffff,2.0,0.0,0.0,0.0
84a80d9ffffffff,2.0,0.0,0.0,0.0
84a80e3ffffffff,2.0,0.0,0.0,0.0
84a8101ffffffff,4.0,0.0,0.0,0.0
84a8103ffffffff,6.0,0.0,0.0,0.0
84a8105ffffffff,26.0,0.0,0.0,0.0
84a8107ffffffff,4.0,0.0,0.0,0.0
84a8113ffffffff,30.0,0.0,0.0,0.0
84a8115ffffffff,73.0,0.0,0.0,17.0
84a8117ffffffff,41.0,0.0,0.0,0.0
84a8119ffffffff,5.0,0.0,0.0,0.0
84a811bffffffff,2.0,0.0,0.0,0.0
84a811dffffffff,3.0,0.0,0.0,0.0
84a8121ffffffff,9.0,0.0,0.0,0.0
84a8123ffffffff,5.0,0.0,0.0,0.0
84a8125ffffffff,9.0,0.0,0.0,2.0
84a8127ffffffff,197.0,0.0,0.0,18.0
84a8129ffffffff,2.0,0.0,0.0,0.0
84a812bffffffff,8.0,0.0,0.0,0.0
84a8131ffffffff,17.0,0.0,0.0,4.0
84a8133ffffffff,2.0,0.0,0.0,0.0
84a8137ffffffff,2.0,0.0,0.0,0.0
84a8139ffffffff,11.0,0.0,0.0,2.0
84a813bffffffff,40.0,0.0,0.0,10.0
84a8153ffffffff,17.0,0.0,0.0,0.0
84a8157ffffffff,2.0,0.0,0.0,0.0
84a815bffffffff,4.0,0.0,0.0,0.0
84a8167ffffffff,1.0,0.0,0.0,0.0
84a8181ffffffff,4.0,0.0,0.0,0.0
84a8185ffffffff,18.0,0.0,0.0,0.0
84a8187ffffffff,33.0,0.0,0.0,0.0
84a8189ffffffff,2.0,0.0,0.0,0.0
84a818bffffffff,11.0,0.0,0.0,0.0
84a818dffffffff,31.0,0.0,0.0,0.0
84a8195ffffffff,32.0,0.0,0.0,0.0
84a8197ffffffff,2.0,0.0,0.0,0.0
84a8199ffffffff,10.0,0.0,0.0,0.0
84a81a1ffffffff,5.0,0.0,0.0,0.0
84a81a3ffffffff,2.0,0.0,0.0,0.0
84a81a5ffffffff,1.0,0.0,0.0,0.0
84a81a7ffffffff,7.0,0.0,0.0,0.0
84a81a9ffffffff,3.0,0.0,0.0,0.0
84a81abffffffff,11.0,0.0,0.0,0.0
84a81adffffffff,4.0,0.0,0.0,0.0
84a81b1ffffffff,27.0,0.0,0.0,0.0
84a81b3ffffffff,6.0,0.0,0.0,0.0
84a81b5ffffffff,4.0,0.0,0.0,0.0
84a81b9ffffffff,8.0,0.0,0.0,0.0
84a81bbffffffff,37.0,0.0,0.0,0.0
84a81bdffffffff,10.0,0.0,0.0,0.0
84a81c1ffffffff,2.0,0.0,0.0,0.0
84a81c3ffffffff,8.0,0.0,0.0,0.0
84a81c5ffffffff,3.0,0.0,0.0,0.0
84a81c7ffffffff,40.0,0.0,0.0,0.0
84a81cbffffffff,4.0,0.0,0.0,0.0
84a81cdffffffff,193.0,0.0,0.0,0.0
84a81d1ffffffff,4.0,0.0,0.0,0.0
84a81d9ffffffff,3.0,0.0,0.0,0.0
84a81e1ffffffff,82.0,0.0,0.0,0.0
84a81e3ffffffff,40.0,0.0,0.0,0.0
84a81e7ffffffff,77.0,0.0,0.0,0.0
84a81e9ffffffff,217.0,0.0,0.0,0.0
84a81ebffffffff,14.0,0.0,0.0,1.0
84a81edffffffff,323.0,0.0,0.0,0.0
84a8211ffffffff,3.0,0.0,0.0,0.0
84a8219ffffffff,1.0,0.0,0.0,0.0
84a8221ffffffff,2.0,0.0,0.0,0.0
84a8237ffffffff,4.0,0.0,0.0,0.0
84a8241ffffffff,3.0,0.0,0.0,0.0
84a8245ffffffff,22.0,0.0,0.0,0.0
84a8247ffffffff,2.0,0.0,0.0,0.0
84a8255ffffffff,1.0,0.0,0.0,0.0
84a8257ffffffff,39.0,0.0,0.0,0.0
84a8287ffffffff,2.0,0.0,0.0,0.0
84a8291ffffffff,4.0,0.0,0.0,0.0
84a8293ffffffff,3.0,0.0,0.0,0.0
84a829bffffffff,2.0,0.0,0.0,0.0
84a82a7ffffffff,2.0,0.0,0.0,0.0
84a82abffffffff,2.0,0.0,0.0,0.0
84a82b9ffffffff,2.0,0.0,0.0,0.0
84a82bdffffffff,7.0,0.0,0.0,0.0
84a82c9ffffffff,2.0,0.0,0.0,0.0
84a82edffffffff,3.0,0.0,0.0,0.0
84a8311ffffffff,1.0,0.0,0.0,0.0
84a8313ffffffff,2.0,0.0,0.0,0.0
84a8317ffffffff,2.0,0.0,0.0,0.0
84a831bffffffff,4.0,0.0,0.0,0.0
84a8337ffffffff,24.0,0.0,0.0,0.0
84a8353ffffffff,1.0,0.0,0.0,0.0
84a835dffffffff,2.0,0.0,0.0,0.0
84a8403ffffffff,3.0,0.0,0.0,0.0
84a840dffffffff,4.0,0.0,0.0,0.0
84a844dffffffff,5.0,0.0,0.0,0.0
84a8463ffffffff,6.0,0.0,0.0,0.0
84a8527ffffffff,4.0,0.0,0.0,0.0
84a8559ffffffff,11.0,0.0,0.0,0.0
84a8591ffffffff,15.0,0.0,0.0,0.0
84a85d3ffffffff,3.0,0.0,0.0,0.0
84a8605ffffffff,2.0,0.0,0.0,0.0
84a865bffffffff,5.0,0.0,0.0,0.0
84a866bffffffff,2.0,0.0,0.0,0.0
84a8701ffffffff,4.0,0.0,0.0,0.0
84a8733ffffffff,2.0,0.0,0.0,0.0
84a8753ffffffff,4.0,0.0,0.0,0.0
84a876bffffffff,1.0,0.0,0.0,0.0
84a876dffffffff,6.0,0.0,0.0,0.0
84a8807ffffffff,3.0,0.0,0.0,0.0
84a8815ffffffff,2.0,0.0,0.0,0.0
84a8821ffffffff,2.0,0.0,0.0,0.0
84a882dffffffff,2.0,0.0,0.0,0.0
84a8835ffffffff,2.0,0.0,0.0,0.0
84a8849ffffffff,21.0,0.0,0.0,2.0
84a8863ffffffff,8.0,0.0,0.0,0.0
84a8867ffffffff,2.0,0.0,0.0,0.0
84a8889ffffffff,3.0,0.0,0.0,0.0
84a8895ffffffff,2.0,0.0,0.0,0.0
84a88c3ffffffff,11.0,0.0,0.0,0.0
84a88d5ffffffff,5.0,0.0,0.0,1.0
84a88ddffffffff,188.0,0.0,0.0,5.0
84a88e9ffffffff,5.0,0.0,0.0,0.0
84a88ebffffffff,13.0,0.0,0.0,2.0
84a8911ffffffff,4.0,0.0,0.0,0.0
84a8915ffffffff,8.0,0.0,0.0,5.0
84a893bffffffff,6.0,0.0,0.0,0.0
84a8953ffffffff,4.0,0.0,0.0,0.0
84a8957ffffffff,4.0,0.0,0.0,0.0
84a89adffffffff,6.0,0.0,0.0,0.0
84a89e3ffffffff,2.0,0.0,0.0,0.0
84a8a03ffffffff,3.0,0.0,0.0,0.0
84a8a07ffffffff,5.0,0.0,0.0,0.0
84a8a13ffffffff,6.0,0.0,0.0,0.0
84a8a15ffffffff,3.0,0.0,0.0,0.0
84a8a17ffffffff,15.0,0.0,0.0,0.0
84a8a19ffffffff,5.0,0.0,0.0,0.0
84a8a1bffffffff,24.0,0.0,0.0,7.0
84a8a1dffffffff,2.0,0.0,0.0,0.0
84a8a21ffffffff,22.0,0.0,0.0,0.0
84a8a23ffffffff,33.0,0.0,0.0,0.0
84a8a25ffffffff,8.0,0.0,0.0,0.0
84a8a2bffffffff,21.0,0.0,0.0,0.0
84a8a31ffffffff,2.0,0.0,0.0,0.0
84a8a39ffffffff,3.0,0.0,0.0,0.0
84a8a3dffffffff,9.0,0.0,0.0,0.0
84a8a85ffffffff,2.0,0.0,0.0,0.0
84a8a8bffffffff,1.0,0.0,0.0,0.0
84a8a8dffffffff,4.0,0.0,0.0,0.0
84a8a91ffffffff,2.0,0.0,0.0,0.0
84a8a93ffffffff,9.0,0.0,0.0,0.0
84a8a95ffffffff,1.0,0.0,0.0,1.0
84a8a97ffffffff,14.0,0.0,0.0,0.0
84a8aa1ffffffff,1.0,0.0,0.0,0.0
84a8aadffffffff,22.0,0.0,0.0,0.0
84a8ab1ffffffff,7.0,0.0,0.0,0.0
84a8ab9ffffffff,1.0,0.0,0.0,0.0
84a8abdffffffff,2.0,0.0,0.0,0.0
84a8ac1ffffffff,1.0,0.0,0.0,0.0
84a8ac5ffffffff,2.0,0.0,0.0,0.0
84a8ac9ffffffff,9.0,0.0,0.0,2.0
84a8acbffffffff,43.0,0.0,0.0,4.0
84a8ad3ffffffff,4.0,0.0,0.0,0.0
84a8ad5ffffffff,2.0,0.0,0.0,0.0
84a8ad9ffffffff,2.0,0.0,0.0,0.0
84a8adbffffffff,4.0,0.0,0.0,0.0
84a8ae1ffffffff,12.0,0.0,0.0,0.0
84a8ae3ffffffff,9.0,0.0,0.0,0.0
84a8ae5ffffffff,17.0,0.0,0.0,0.0
84a8ae7ffffffff,7.0,0.0,0.0,0.0
84a8b11ffffffff,4.0,0.0,0.0,0.0
84a8b13ffffffff,2.0,0.0,0.0,0.0
84a8b1bffffffff,3.0,0.0,0.0,0.0
84a8c01ffffffff,8.0,0.0,0.0,0.0
84a8c09ffffffff,2.0,0.0,0.0,0.0
84a8c25ffffffff,18.0,0.0,0.0,11.0
84a8ce3ffffffff,1.0,0.0,0.0,0.0
84a8d01ffffffff,1.0,0.0,0.0,0.0
84a8d11ffffffff,2.0,0.0,0.0,0.0
84a8d19ffffffff,6.0,0.0,0.0,0.0
84a8d1bffffffff,5.0,0.0,0.0,0.0
84a8d23ffffffff,1.0,0.0,0.0,0.0
84a8d43ffffffff,10.0,0.0,0.0,0.0
84a8d4bffffffff,5.0,0.0,0.0,0.0
84a8d69ffffffff,2.0,0.0,0.0,0.0
84a8de3ffffffff,1.0,0.0,0.0,0.0
84a8de9ffffffff,10.0,0.0,0.0,0.0
84a8e15ffffffff,1.0,0.0,0.0,0.0
84a8e45ffffffff,8.0,0.0,0.0,0.0
84a8e47ffffffff,3.0,0.0,0.0,0.0
84a8e4bffffffff,1.0,0.0,0.0,0.0
84a8e61ffffffff,4.0,0.0,0.0,0.0
84a8e65ffffffff,2.0,0.0,0.0,2.0
84a8e69ffffffff,5.0,0.0,0.0,0.0
84a8e6bffffffff,2.0,0.0,0.0,0.0
84a8e6dffffffff,37.0,0.0,0.0,0.0
84a8ec9ffffffff,1.0,0.0,0.0,0.0
84a8f43ffffffff,16.0,0.0,0.0,0.0
84a8f45ffffffff,2.0,0.0,0.0,0.0
84a8f47ffffffff,5.0,0.0,0.0,0.0
84a8f61ffffffff,2.0,0.0,0.0,0.0
84a8f63ffffffff,1.0,0.0,0.0,0.0
84a9011ffffffff,14.0,0.0,0.0,0.0
84a9013ffffffff,5.0,0.0,0.0,0.0
84a9015ffffffff,6.0,0.0,0.0,0.0
84a9017ffffffff,39.0,0.0,0.0,0.0
84a901dffffffff,17.0,0.0,0.0,0.0
84a9031ffffffff,2.0,0.0,0.0,0.0
84a9033ffffffff,2.0,0.0,0.0,0.0
84a903bffffffff,6.0,0.0,0.0,0.0
84a9051ffffffff,170.0,0.0,0.0,15.0
84a9053ffffffff,3.0,0.0,0.0,0.0
84a9057ffffffff,149.0,0.0,0.0,13.0
84a9091ffffffff,8.0,0.0,0.0,0.0
84a9095ffffffff,22.0,0.0,0.0,0.0
