cell_id,Pygochelidon cyanoleuca,Pygochelidon cyanoleuca cyanoleuca,Pygochelidon cyanoleuca peruviana,Pygochelidon cyanoleuca patagonica
84660a5ffffffff,9.0,0.0,0.0,0.0
84660a7ffffffff,16.0,0.0,0.0,0.0
84660abffffffff,2.0,0.0,0.0,0.0
84660adffffffff,2.0,0.0,0.0,0.0
84660b1ffffffff,18.0,0.0,0.0,0.0
84660b3ffffffff,38.0,0.0,0.0,0.0
84660b5ffffffff,178.0,2.0,0.0,0.0
84660b7ffffffff,28.0,0.0,0.0,0.0
84660b9ffffffff,128.0,0.0,0.0,0.0
84660bbffffffff,9.0,0.0,0.0,0.0
84660bdffffffff,171.0,0.0,0.0,0.0
84660c1ffffffff,20.0,1.0,0.0,0.0
84660c3ffffffff,52.0,0.0,0.0,0.0
84660c5ffffffff,17.0,0.0,0.0,0.0
84660c7ffffffff,33.0,0.0,0.0,0.0
84660cbffffffff,42.0,10.0,0.0,0.0
84660cdffffffff,4.0,0.0,0.0,0.0
84660d1ffffffff,27.0,0.0,0.0,0.0
84660d5ffffffff,11.0,0.0,0.0,0.0
84660d9ffffffff,2.0,0.0,0.0,0.0
84660ddffffffff,86.0,2.0,0.0,0.0
84660e1ffffffff,24.0,0.0,0.0,0.0
84660e3ffffffff,28.0,0.0,0.0,0.0
84660ebffffffff,19.0,0.0,0.0,0.0
8466113ffffffff,3.0,0.0,0.0,0.0
8466117ffffffff,2.0,0.0,0.0,0.0
8466119ffffffff,14.0,0.0,0.0,0.0
8466165ffffffff,2.0,0.0,0.0,0.0
8466181ffffffff,224.0,10.0,0.0,0.0
8466183ffffffff,883.0,16.0,0.0,0.0
8466185ffffffff,4.0,2.0,0.0,0.0
8466187ffffffff,86.0,3.0,0.0,0.0
8466189ffffffff,20.0,0.0,0.0,0.0
846618bffffffff,445.0,5.0,0.0,0.0
846618dffffffff,13.0,0.0,0.0,0.0
8466191ffffffff,152.0,2.0,0.0,0.0
8466193ffffffff,241.0,4.0,0.0,0.0
8466195ffffffff,182.0,3.0,0.0,0.0
8466197ffffffff,1081.0,2.0,0.0,0.0
8466199ffffffff,79.0,4.0,0.0,0.0
846619bffffffff,74.0,1.0,0.0,0.0
846619dffffffff,1813.0,29.0,0.0,0.0
84661a5ffffffff,2.0,0.0,0.0,0.0
84661a7ffffffff,2.0,0.0,0.0,0.0
84661adffffffff,2.0,0.0,0.0,0.0
84661b1ffffffff,685.0,63.0,0.0,0.0
84661b3ffffffff,595.0,23.0,0.0,0.0
84661b7ffffffff,53.0,0.0,0.0,0.0
84661b9ffffffff,1348.0,16.0,0.0,0.0
84661bbffffffff,2053.0,51.0,0.0,0.0
84661bdffffffff,41.0,1.0,0.0,0.0
84661c3ffffffff,10.0,0.0,0.0,0.0
84661c5ffffffff,3.0,0.0,0.0,0.0
84661cdffffffff,2.0,0.0,0.0,0.0
84661d1ffffffff,189.0,6.0,0.0,0.0
84661d3ffffffff,5.0,0.0,0.0,0.0
84661d5ffffffff,169.0,0.0,0.0,0.0
84661d7ffffffff,122.0,0.0,0.0,0.0
84661dbffffffff,1.0,0.0,0.0,0.0
84661ddffffffff,5.0,0.0,0.0,0.0
84661ebffffffff,3.0,0.0,0.0,0.0
8466201ffffffff,12.0,0.0,0.0,0.0
8466203ffffffff,1.0,0.0,0.0,0.0
8466205ffffffff,18.0,0.0,0.0,0.0
8466207ffffffff,3.0,0.0,0.0,0.0
846620bffffffff,14.0,0.0,0.0,0.0
8466213ffffffff,1.0,0.0,0.0,0.0
8466217ffffffff,30.0,5.0,0.0,0.0
846621bffffffff,2.0,0.0,0.0,0.0
8466221ffffffff,25.0,2.0,0.0,0.0
8466225ffffffff,5.0,0.0,0.0,0.0
846622bffffffff,463.0,36.0,0.0,0.0
8466239ffffffff,1.0,0.0,0.0,0.0
846623bffffffff,3.0,0.0,0.0,0.0
846623dffffffff,4.0,4.0,0.0,0.0
8466257ffffffff,5.0,0.0,0.0,0.0
846625bffffffff,4.0,0.0,0.0,0.0
8466285ffffffff,10.0,0.0,0.0,0.0
8466291ffffffff,236.0,0.0,0.0,0.0
8466293ffffffff,2.0,0.0,0.0,0.0
8466295ffffffff,15.0,0.0,0.0,0.0
8466299ffffffff,37.0,0.0,0.0,0.0
846629bffffffff,11.0,0.0,0.0,0.0
846629dffffffff,92.0,7.0,0.0,0.0
84662a3ffffffff,1.0,0.0,0.0,0.0
84662b1ffffffff,7.0,0.0,0.0,0.0
84662b5ffffffff,11.0,0.0,0.0,0.0
84662b7ffffffff,31.0,2.0,0.0,0.0
84662b9ffffffff,6.0,0.0,0.0,0.0
84662bbffffffff,1.0,0.0,0.0,0.0
84662cdffffffff,5.0,0.0,0.0,0.0
84662d3ffffffff,42.0,0.0,0.0,0.0
84662dbffffffff,2.0,0.0,0.0,0.0
84662e5ffffffff,6.0,0.0,0.0,0.0
84662e9ffffffff,2.0,0.0,0.0,0.0
84662edffffffff,3.0,0.0,0.0,0.0
8466311ffffffff,3.0,0.0,0.0,0.0
8466313ffffffff,21.0,0.0,0.0,0.0
8466317ffffffff,2.0,0.0,0.0,0.0
846640dffffffff,1.0,0.0,0.0,0.0
8466417ffffffff,2.0,0.0,0.0,0.0
846642dffffffff,1.0,0.0,0.0,0.0
8466441ffffffff,1.0,0.0,0.0,0.0
846645dffffffff,1.0,0.0,0.0,0.0
8466505ffffffff,6.0,0.0,0.0,0.0
8466529ffffffff,41.0,3.0,0.0,0.0
846652dffffffff,22.0,2.0,0.0,0.0
8466537ffffffff,4.0,2.0,0.0,0.0
8466545ffffffff,3.0,0.0,0.0,0.0
8466549ffffffff,6.0,0.0,0.0,0.0
8466565ffffffff,7.0,0.0,0.0,0.0
8466569ffffffff,3.0,0.0,0.0,0.0
846656bffffffff,6.0,0.0,0.0,0.0
846656dffffffff,35.0,0.0,0.0,0.0
84665a7ffffffff,2.0,0.0,0.0,0.0
84665abffffffff,13.0,0.0,0.0,0.0
84665bdffffffff,8.0,0.0,0.0,0.0
84665e9ffffffff,2.0,0.0,0.0,0.0
8466623ffffffff,2.0,0.0,0.0,0.0
8466639ffffffff,1.0,0.0,0.0,0.0
8466641ffffffff,2.0,0.0,0.0,0.0
8466647ffffffff,2.0,0.0,0.0,0.0
846664dffffffff,2.0,0.0,0.0,0.0
84666b9ffffffff,2.0,0.0,0.0,0.0
84666e3ffffffff,12.0,0.0,0.0,0.0
8466727ffffffff,12.0,0.0,0.0,0.0
8466735ffffffff,2.0,0.0,0.0,0.0
8466749ffffffff,1.0,0.0,0.0,0.0
846675dffffffff,5.0,0.0,0.0,0.0
8466763ffffffff,4.0,0.0,0.0,0.0
8466765ffffffff,1.0,0.0,0.0,0.0
8466a05ffffffff,6.0,0.0,0.0,0.0
8466a0bffffffff,300.0,5.0,0.0,0.0
8466a29ffffffff,11.0,0.0,0.0,0.0
8466a2dffffffff,67.0,0.0,0.0,0.0
8466a51ffffffff,2.0,0.0,0.0,2.0
8466a57ffffffff,58.0,0.0,0.0,0.0
8466b01ffffffff,6.0,0.0,0.0,0.0
8466b09ffffffff,89.0,0.0,0.0,0.0
8466b0bffffffff,76.0,0.0,0.0,0.0
8466b41ffffffff,3419.0,0.0,0.0,0.0
8466b43ffffffff,283.0,0.0,0.0,0.0
8466b45ffffffff,3688.0,0.0,0.0,0.0
8466b47ffffffff,194.0,0.0,0.0,0.0
8466b49ffffffff,1833.0,0.0,0.0,0.0
8466b4dffffffff,7752.0,0.0,0.0,0.0
8466b51ffffffff,1530.0,95.0,0.0,0.0
8466b53ffffffff,617.0,34.0,0.0,0.0
8466b55ffffffff,1548.0,0.0,0.0,0.0
8466b57ffffffff,254.0,0.0,0.0,0.0
8466b5bffffffff,460.0,22.0,0.0,0.0
8466b5dffffffff,226.0,0.0,0.0,0.0
8466b69ffffffff,31.0,0.0,0.0,0.0
8466c01ffffffff,56.0,0.0,0.0,0.0
8466c05ffffffff,14.0,0.0,0.0,0.0
8466c0dffffffff,381.0,3.0,0.0,0.0
8466c1dffffffff,4.0,0.0,0.0,0.0
8466c21ffffffff,547.0,28.0,0.0,0.0
8466c23ffffffff,26.0,0.0,0.0,0.0
8466c25ffffffff,94.0,14.0,0.0,0.0
8466c27ffffffff,23.0,0.0,0.0,0.0
8466c29ffffffff,278.0,4.0,0.0,0.0
8466c2bffffffff,7.0,0.0,0.0,0.0
8466c2dffffffff,267.0,10.0,0.0,0.0
8466c41ffffffff,7.0,0.0,0.0,0.0
8466c45ffffffff,87.0,2.0,0.0,0.0
8466c47ffffffff,87.0,9.0,0.0,0.0
8466c49ffffffff,51.0,0.0,0.0,0.0
8466c4bffffffff,29.0,0.0,0.0,0.0
8466c4dffffffff,76.0,0.0,0.0,0.0
8466c57ffffffff,10.0,0.0,0.0,0.0
8466c5dffffffff,3.0,0.0,0.0,0.0
8466c61ffffffff,87.0,6.0,0.0,0.0
8466c63ffffffff,547.0,24.0,0.0,0.0
8466c65ffffffff,53.0,0.0,0.0,0.0
8466c67ffffffff,362.0,3.0,0.0,0.0
8466c69ffffffff,258.0,0.0,0.0,0.0
8466c6bffffffff,95.0,0.0,0.0,0.0
8466c6dffffffff,1088.0,6.0,0.0,0.0
8466cdbffffffff,8.0,0.0,0.0,0.0
8466ce1ffffffff,2.0,0.0,0.0,0.0
8466ce9ffffffff,2.0,0.0,0.0,0.0
8466d01ffffffff,24.0,4.0,0.0,0.0
8466d03ffffffff,174.0,16.0,0.0,0.0
8466d05ffffffff,45.0,7.0,0.0,0.0
8466d07ffffffff,73.0,8.0,0.0,0.0
8466d0bffffffff,583.0,50.0,0.0,0.0
8466d0dffffffff,126.0,2.0,0.0,0.0
8466d11ffffffff,28.0,14.0,0.0,0.0
8466d13ffffffff,18.0,0.0,0.0,0.0
8466d15ffffffff,159.0,19.0,0.0,0.0
8466d17ffffffff,2.0,0.0,0.0,0.0
8466d19ffffffff,84.0,0.0,0.0,0.0
8466d1bffffffff,56.0,0.0,0.0,0.0
8466d1dffffffff,30.0,0.0,0.0,0.0
8466d21ffffffff,15.0,0.0,0.0,0.0
8466d23ffffffff,100.0,6.0,0.0,0.0
8466d25ffffffff,60.0,0.0,0.0,0.0
8466d27ffffffff,35.0,0.0,0.0,0.0
8466d29ffffffff,2.0,2.0,0.0,0.0
8466d2dffffffff,9.0,0.0,0.0,0.0
8466d31ffffffff,8473.0,1010.0,0.0,0.0
8466d33ffffffff,2631.0,220.0,0.0,0.0
8466d35ffffffff,1800.0,219.0,0.0,0.0
8466d37ffffffff,293.0,42.0,0.0,0.0
8466d39ffffffff,135.0,1.0,0.0,0.0
8466d3bffffffff,461.0,27.0,0.0,0.0
8466d3dffffffff,100.0,16.0,0.0,0.0
8466d47ffffffff,116.0,11.0,0.0,0.0
8466d51ffffffff,15.0,0.0,0.0,0.0
8466d53ffffffff,236.0,17.0,0.0,0.0
8466d55ffffffff,20.0,0.0,0.0,0.0
8466d57ffffffff,15.0,0.0,0.0,0.0
8466d59ffffffff,13.0,0.0,0.0,0.0
8466d5bffffffff,26.0,0.0,0.0,0.0
8466d6bffffffff,1.0,0.0,0.0,0.0
8466d81ffffffff,4.0,0.0,0.0,0.0
8466d8dffffffff,9.0,0.0,0.0,0.0
8466da1ffffffff,16.0,0.0,0.0,0.0
8466da7ffffffff,67.0,2.0,0.0,0.0
8466da9ffffffff,9.0,0.0,0.0,0.0
8466dadffffffff,494.0,53.0,0.0,0.0
8466db1ffffffff,5.0,0.0,0.0,0.0
8466dc1ffffffff,4.0,0.0,0.0,0.0
8466dc3ffffffff,167.0,2.0,0.0,4.0
8466dc7ffffffff,183.0,21.0,0.0,0.0
8466dc9ffffffff,13.0,0.0,0.0,0.0
8466dcbffffffff,5.0,0.0,0.0,0.0
8466dcdffffffff,9.0,0.0,0.0,0.0
8466dd3ffffffff,3.0,3.0,0.0,0.0
8466dd5ffffffff,5.0,0.0,0.0,0.0
8466ddbffffffff,7.0,0.0,0.0,0.0
8466dddffffffff,19.0,0.0,0.0,1.0
8466de1ffffffff,5308.0,742.0,0.0,0.0
8466de3ffffffff,149.0,14.0,0.0,0.0
8466de5ffffffff,167.0,12.0,0.0,0.0
8466de7ffffffff,255.0,12.0,0.0,0.0
8466de9ffffffff,44.0,5.0,0.0,0.0
8466debffffffff,48.0,4.0,0.0,0.0
8466dedffffffff,469.0,43.0,0.0,0.0
8466e01ffffffff,20.0,0.0,0.0,0.0
8466e03ffffffff,65.0,0.0,0.0,0.0
8466e05ffffffff,9.0,0.0,0.0,0.0
8466e07ffffffff,6.0,0.0,0.0,0.0
8466e09ffffffff,268.0,10.0,0.0,0.0
8466e0bffffffff,509.0,16.0,0.0,0.0
8466e0dffffffff,275.0,5.0,0.0,0.0
8466e11ffffffff,21.0,0.0,0.0,0.0
8466e15ffffffff,26.0,0.0,0.0,0.0
8466e17ffffffff,5.0,0.0,0.0,0.0
8466e19ffffffff,3.0,0.0,0.0,0.0
8466e1dffffffff,59.0,0.0,0.0,0.0
8466e21ffffffff,6.0,0.0,0.0,0.0
8466e23ffffffff,17.0,0.0,0.0,0.0
8466e25ffffffff,1.0,0.0,0.0,0.0
8466e27ffffffff,27.0,0.0,0.0,0.0
8466e29ffffffff,11.0,0.0,0.0,0.0
8466e2bffffffff,5.0,0.0,0.0,0.0
8466e2dffffffff,130.0,0.0,0.0,0.0
8466e39ffffffff,11.0,0.0,0.0,0.0
8466e3dffffffff,5.0,0.0,0.0,0.0
8466e41ffffffff,248.0,17.0,0.0,0.0
8466e43ffffffff,191.0,3.0,0.0,0.0
8466e45ffffffff,77.0,0.0,0.0,0.0
8466e47ffffffff,618.0,0.0,0.0,0.0
8466e49ffffffff,8.0,0.0,0.0,0.0
8466e4bffffffff,11.0,0.0,0.0,0.0
8466e4dffffffff,8.0,0.0,0.0,0.0
8466e51ffffffff,52.0,0.0,0.0,0.0
8466e53ffffffff,24.0,0.0,0.0,0.0
8466e55ffffffff,320.0,12.0,0.0,0.0
8466e57ffffffff,575.0,2.0,0.0,0.0
8466e59ffffffff,425.0,10.0,0.0,0.0
8466e5bffffffff,5.0,0.0,0.0,0.0
8466e5dffffffff,65.0,5.0,0.0,0.0
8466e61ffffffff,282.0,6.0,0.0,0.0
8466e63ffffffff,662.0,2.0,0.0,0.0
8466e65ffffffff,4637.0,167.0,0.0,0.0
8466e67ffffffff,1139.0,28.0,0.0,0.0
8466e69ffffffff,671.0,7.0,0.0,0.0
8466e6bffffffff,17.0,0.0,0.0,0.0
8466e6dffffffff,5329.0,106.0,0.0,0.0
8466e9dffffffff,3.0,0.0,0.0,0.0
8466ec7ffffffff,5.0,0.0,0.0,0.0
8466ec9ffffffff,7.0,0.0,0.0,0.0
8466ecbffffffff,21.0,0.0,0.0,0.0
8466ee5ffffffff,16.0,0.0,0.0,0.0
8466ee7ffffffff,2.0,0.0,0.0,0.0
8466f01ffffffff,12.0,0.0,0.0,0.0
8466f03ffffffff,772.0,10.0,0.0,0.0
8466f0bffffffff,618.0,18.0,0.0,0.0
8466f11ffffffff,423.0,0.0,0.0,0.0
8466f13ffffffff,5.0,0.0,0.0,0.0
8466f15ffffffff,250.0,8.0,0.0,0.0
8466f17ffffffff,199.0,0.0,0.0,0.0
8466f19ffffffff,819.0,6.0,0.0,0.0
8466f1bffffffff,5.0,0.0,0.0,0.0
8466f1dffffffff,3068.0,46.0,0.0,0.0
8466f33ffffffff,16.0,0.0,0.0,0.0
8466f35ffffffff,23.0,0.0,0.0,0.0
8466f37ffffffff,1.0,0.0,0.0,0.0
8466f3bffffffff,16.0,0.0,0.0,0.0
8466f51ffffffff,122.0,0.0,0.0,0.0
8466f53ffffffff,311.0,7.0,0.0,0.0
8466f57ffffffff,1169.0,43.0,0.0,0.0
8466f59ffffffff,1304.0,4.0,0.0,0.0
8466f5bffffffff,523.0,4.0,0.0,0.0
8466f5dffffffff,18.0,0.0,0.0,0.0
8467413ffffffff,4533.0,50.0,0.0,0.0
8467417ffffffff,181.0,4.0,0.0,0.0
8467425ffffffff,64.0,0.0,0.0,0.0
8467427ffffffff,26.0,0.0,0.0,0.0
846742dffffffff,3.0,0.0,0.0,0.0
8467431ffffffff,5.0,0.0,0.0,0.0
8467433ffffffff,133.0,3.0,0.0,0.0
8467435ffffffff,2.0,0.0,0.0,0.0
8467437ffffffff,76.0,3.0,0.0,0.0
846743bffffffff,11.0,0.0,0.0,0.0
846743dffffffff,31.0,0.0,0.0,0.0
84674a7ffffffff,2.0,0.0,0.0,0.0
84674c1ffffffff,17.0,0.0,0.0,0.0
84674c5ffffffff,953.0,27.0,0.0,0.0
84674c7ffffffff,23.0,0.0,0.0,0.0
84674c9ffffffff,1.0,0.0,0.0,0.0
84674cbffffffff,8.0,0.0,0.0,0.0
84674cdffffffff,286.0,0.0,0.0,0.0
84674d9ffffffff,9.0,0.0,0.0,0.0
84674e1ffffffff,30.0,0.0,0.0,0.0
84674e5ffffffff,7.0,0.0,0.0,0.0
84674e9ffffffff,549.0,8.0,0.0,0.0
84674ebffffffff,37.0,0.0,0.0,0.0
84674edffffffff,203.0,13.0,0.0,0.0
8467519ffffffff,46.0,2.0,0.0,0.0
8467523ffffffff,32.0,0.0,0.0,0.0
8467535ffffffff,6.0,0.0,0.0,0.0
8467537ffffffff,7.0,2.0,0.0,0.0
8467551ffffffff,2.0,0.0,0.0,0.0
8467553ffffffff,78.0,0.0,0.0,0.0
8467565ffffffff,2.0,0.0,0.0,0.0
8467581ffffffff,1.0,0.0,0.0,0.0
84675a5ffffffff,102.0,2.0,0.0,0.0
84675a7ffffffff,2.0,0.0,0.0,0.0
84675a9ffffffff,7.0,0.0,0.0,0.0
84675adffffffff,97.0,0.0,0.0,0.0
84675b1ffffffff,3.0,0.0,0.0,0.0
84675b3ffffffff,3.0,0.0,0.0,0.0
84675c1ffffffff,59.0,0.0,0.0,0.0
84675c5ffffffff,269.0,0.0,0.0,0.0
84675c7ffffffff,225.0,0.0,0.0,0.0
84675c9ffffffff,1.0,0.0,0.0,0.0
84675cbffffffff,116.0,0.0,0.0,0.0
84675d5ffffffff,2.0,0.0,0.0,0.0
84675d9ffffffff,2.0,0.0,0.0,0.0
84675ddffffffff,13.0,0.0,0.0,0.0
84675e1ffffffff,5.0,0.0,0.0,0.0
84675e3ffffffff,6.0,0.0,0.0,0.0
84675e7ffffffff,9.0,0.0,0.0,0.0
84675ebffffffff,50.0,1.0,0.0,0.0
84679a5ffffffff,241.0,0.0,0.0,0.0
84679a7ffffffff,215.0,0.0,0.0,0.0
84679b5ffffffff,25.0,0.0,0.0,0.0
84679b7ffffffff,28.0,0.0,0.0,0.0
846d681ffffffff,214.0,0.0,0.0,0.0
846d683ffffffff,148.0,0.0,0.0,0.0
846d685ffffffff,1.0,0.0,0.0,0.0
846d687ffffffff,27.0,0.0,0.0,0.0
846d689ffffffff,5.0,0.0,0.0,0.0
846d68bffffffff,1013.0,0.0,0.0,0.0
846d68dffffffff,2.0,0.0,0.0,0.0
846d691ffffffff,4470.0,0.0,0.0,0.0
846d693ffffffff,4814.0,0.0,0.0,0.0
846d695ffffffff,173.0,0.0,0.0,0.0
846d697ffffffff,187.0,0.0,0.0,0.0
846d699ffffffff,149.0,0.0,0.0,0.0
846d69bffffffff,5380.0,0.0,0.0,0.0
846d69dffffffff,4498.0,0.0,0.0,0.0
846d6abffffffff,9.0,0.0,0.0,0.0
846d6b9ffffffff,13.0,0.0,0.0,0.0
8480089ffffffff,2.0,0.0,0.0,0.0
8481005ffffffff,7.0,5.0,0.0,0.0
8481007ffffffff,2.0,0.0,0.0,0.0
8481027ffffffff,2.0,2.0,0.0,0.0
8481029ffffffff,46.0,3.0,0.0,0.0
848102bffffffff,1.0,0.0,0.0,0.0
848104bffffffff,5.0,5.0,0.0,0.0
8481053ffffffff,3.0,0.0,0.0,0.0
8481061ffffffff,1.0,0.0,0.0,0.0
8481063ffffffff,27.0,6.0,0.0,0.0
8481069ffffffff,3.0,0.0,0.0,0.0
8481099ffffffff,1.0,0.0,0.0,0.0
8481101ffffffff,2.0,2.0,0.0,0.0
848110dffffffff,2.0,0.0,0.0,0.0
848112dffffffff,1.0,0.0,0.0,0.0
8481141ffffffff,2.0,0.0,0.0,0.0
848114bffffffff,4.0,1.0,0.0,0.0
8481161ffffffff,2.0,0.0,0.0,0.0
8481167ffffffff,2.0,0.0,0.0,0.0
848116bffffffff,9.0,0.0,0.0,0.0
8481211ffffffff,3.0,0.0,0.0,0.0
8481219ffffffff,5.0,0.0,0.0,0.0
8481245ffffffff,4.0,1.0,0.0,0.0
8481247ffffffff,2.0,0.0,0.0,0.0
848124bffffffff,27.0,2.0,0.0,0.0
848124dffffffff,12.0,0.0,0.0,0.0
84812c9ffffffff,2.0,0.0,0.0,0.0
84812d1ffffffff,4.0,0.0,0.0,0.0
84812d7ffffffff,8.0,2.0,0.0,0.0
8481303ffffffff,19.0,0.0,0.0,0.0
8481307ffffffff,11.0,0.0,0.0,0.0
848130bffffffff,2.0,0.0,0.0,0.0
848130dffffffff,2.0,0.0,0.0,0.0
848131dffffffff,4.0,0.0,0.0,0.0
8481321ffffffff,8.0,0.0,0.0,0.0
8481323ffffffff,4.0,0.0,0.0,0.0
8481327ffffffff,22.0,0.0,0.0,0.0
848132bffffffff,4.0,0.0,0.0,0.0
848132dffffffff,4.0,0.0,0.0,0.0
8481331ffffffff,3.0,0.0,0.0,0.0
8481335ffffffff,2.0,0.0,0.0,0.0
8481337ffffffff,8.0,1.0,0.0,0.0
8481339ffffffff,151.0,23.0,0.0,0.0
848133dffffffff,1.0,0.0,0.0,0.0
8481343ffffffff,11.0,0.0,0.0,0.0
848134dffffffff,3.0,0.0,0.0,0.0
8481359ffffffff,6.0,0.0,0.0,0.0
8481363ffffffff,111.0,7.0,0.0,0.0
8481711ffffffff,9.0,0.0,0.0,0.0
848199bffffffff,3.0,0.0,0.0,0.0
8481acbffffffff,2.0,0.0,0.0,0.0
8481ad1ffffffff,10.0,3.0,0.0,0.0
8481ad9ffffffff,2.0,0.0,0.0,0.0
848a459ffffffff,1.0,1.0,0.0,0.0
848a45dffffffff,3.0,0.0,0.0,0.0
848a4b9ffffffff,2.0,0.0,0.0,0.0
848a699ffffffff,6.0,0.0,0.0,0.0
848a6d3ffffffff,8.0,0.0,0.0,0.0
848a6d7ffffffff,1.0,0.0,0.0,0.0
848a6d9ffffffff,8.0,0.0,0.0,0.0
848ada9ffffffff,2.0,0.0,0.0,0.0
848b01bffffffff,1.0,0.0,0.0,0.0
848b0c1ffffffff,5.0,0.0,0.0,0.0
848b0c3ffffffff,5.0,0.0,0.0,0.0
848b0d1ffffffff,3.0,0.0,0.0,0.0
848b105ffffffff,3.0,0.0,0.0,0.0
848b201ffffffff,20.0,0.0,0.0,0.0
848b203ffffffff,78.0,3.0,0.0,0.0
848b205ffffffff,89.0,3.0,0.0,0.0
848b207ffffffff,1.0,0.0,0.0,0.0
848b20bffffffff,99.0,14.0,0.0,0.0
848b20dffffffff,15.0,0.0,0.0,0.0
848b211ffffffff,23.0,2.0,0.0,0.0
848b213ffffffff,2.0,0.0,0.0,0.0
848b21dffffffff,34.0,0.0,0.0,0.0
848b221ffffffff,11.0,0.0,0.0,0.0
848b223ffffffff,4.0,0.0,0.0,0.0
848b227ffffffff,2.0,0.0,0.0,0.0
848b229ffffffff,15.0,1.0,0.0,0.0
848b22dffffffff,10.0,0.0,0.0,0.0
848b241ffffffff,8.0,0.0,0.0,0.0
848b247ffffffff,4.0,0.0,0.0,0.0
848b249ffffffff,2.0,0.0,0.0,0.0
848b24bffffffff,5.0,0.0,0.0,0.0
848b251ffffffff,19.0,0.0,0.0,0.0
848b255ffffffff,1.0,1.0,0.0,0.0
848b257ffffffff,2.0,2.0,0.0,0.0
848b259ffffffff,75.0,6.0,0.0,0.0
848b25dffffffff,21.0,0.0,0.0,0.0
848b269ffffffff,6.0,0.0,0.0,0.0
848b26bffffffff,2.0,0.0,0.0,0.0
848b29bffffffff,2.0,0.0,0.0,0.0
848b2a7ffffffff,9.0,0.0,0.0,0.0
848b2c1ffffffff,22.0,0.0,0.0,0.0
848b2c5ffffffff,44.0,6.0,0.0,0.0
848b2c9ffffffff,438.0,17.0,0.0,0.0
848b2cdffffffff,92.0,4.0,0.0,0.0
848b2d9ffffffff,12.0,2.0,0.0,0.0
848b2dbffffffff,19.0,0.0,0.0,0.0
848b2ddffffffff,2.0,0.0,0.0,0.0
848b2e9ffffffff,13.0,0.0,0.0,0.0
848b315ffffffff,5.0,0.0,0.0,0.0
848b31bffffffff,2.0,0.0,0.0,0.0
848b40dffffffff,3.0,0.0,0.0,0.0
848b449ffffffff,5.0,0.0,0.0,0.0
848b44bffffffff,25.0,0.0,0.0,0.0
848b459ffffffff,18.0,0.0,0.0,0.0
848b601ffffffff,4.0,0.0,0.0,0.0
848b603ffffffff,4.0,1.0,0.0,0.0
848b607ffffffff,4.0,0.0,0.0,0.0
848b60bffffffff,2.0,0.0,0.0,0.0
848b611ffffffff,111.0,0.0,0.0,0.0
848b613ffffffff,9.0,0.0,0.0,0.0
848b615ffffffff,1.0,0.0,0.0,0.0
848b617ffffffff,1675.0,117.0,0.0,3.0
848b619ffffffff,3.0,0.0,0.0,0.0
848b61bffffffff,56.0,0.0,0.0,0.0
848b61dffffffff,3.0,0.0,0.0,0.0
848b627ffffffff,3.0,0.0,0.0,0.0
848b62bffffffff,12.0,0.0,0.0,0.0
848b633ffffffff,11.0,0.0,0.0,0.0
848b637ffffffff,34.0,0.0,0.0,0.0
848b639ffffffff,7.0,1.0,0.0,0.0
848b63bffffffff,89.0,0.0,0.0,9.0
