cell_id,Picoides dorsalis,Picoides dorsalis dorsalis,Picoides dorsalis fasciatus,Picoides dorsalis bacatus
8412e0bffffffff,7.0,0.0,0.0,0.0
8412e13ffffffff,67.0,0.0,0.0,0.0
8412e15ffffffff,12.0,0.0,0.0,0.0
8412e17ffffffff,20.0,0.0,0.0,0.0
8412e23ffffffff,5.0,0.0,0.0,0.0
8412e25ffffffff,9.0,0.0,0.0,0.0
8412e27ffffffff,30.0,0.0,0.0,0.0
8412e29ffffffff,2.0,0.0,0.0,0.0
8412e2bffffffff,5.0,0.0,0.0,0.0
8412e31ffffffff,22.0,0.0,0.0,0.0
8412e39ffffffff,3.0,0.0,0.0,0.0
8412e3bffffffff,2.0,0.0,0.0,0.0
8412e3dffffffff,4.0,0.0,0.0,0.0
8412e53ffffffff,35.0,0.0,0.0,0.0
8412e63ffffffff,3.0,0.0,0.0,0.0
8412e65ffffffff,2.0,0.0,0.0,0.0
8412ea5ffffffff,32.0,0.0,0.0,0.0
8412eadffffffff,4.0,0.0,0.0,0.0
8412ec9ffffffff,2.0,0.0,0.0,0.0
8412ee3ffffffff,6.0,0.0,0.0,0.0
8412eedffffffff,2.0,0.0,0.0,0.0
8412f01ffffffff,2.0,0.0,0.0,0.0
8412f05ffffffff,1.0,0.0,0.0,0.0
8412f11ffffffff,2.0,0.0,0.0,0.0
8412f13ffffffff,92.0,0.0,0.0,0.0
8412f15ffffffff,7.0,0.0,0.0,0.0
8412f19ffffffff,2.0,0.0,0.0,0.0
8412f1bffffffff,27.0,0.0,0.0,0.0
8412f27ffffffff,2.0,0.0,0.0,0.0
8412f29ffffffff,3.0,0.0,0.0,0.0
8412f2bffffffff,2.0,0.0,0.0,0.0
8412f33ffffffff,10.0,0.0,0.0,0.0
8412f35ffffffff,1.0,0.0,0.0,0.0
8412f37ffffffff,8.0,0.0,0.0,0.0
8412f43ffffffff,2.0,0.0,0.0,0.0
8412f53ffffffff,1.0,0.0,0.0,0.0
8412f61ffffffff,7.0,0.0,0.0,0.0
8412f63ffffffff,2.0,0.0,0.0,0.0
8412f65ffffffff,14.0,0.0,0.0,0.0
8412f69ffffffff,9.0,0.0,0.0,0.0
8412f6bffffffff,8.0,0.0,0.0,0.0
8412f6dffffffff,28.0,0.0,0.0,0.0
8413069ffffffff,3.0,0.0,0.0,0.0
8413529ffffffff,5.0,0.0,0.0,0.0
8413539ffffffff,2.0,0.0,0.0,0.0
8413807ffffffff,10.0,0.0,0.0,0.0
8413821ffffffff,2.0,0.0,0.0,0.0
8413829ffffffff,33.0,0.0,0.0,0.0
841382dffffffff,7.0,0.0,0.0,0.0
8413831ffffffff,9.0,0.0,0.0,0.0
8413839ffffffff,1.0,0.0,0.0,0.0
841383bffffffff,2.0,0.0,0.0,0.0
841383dffffffff,248.0,0.0,0.0,0.0
8413861ffffffff,22.0,0.0,0.0,0.0
8413865ffffffff,3.0,0.0,0.0,0.0
8413867ffffffff,66.0,0.0,0.0,0.0
8413885ffffffff,2.0,0.0,0.0,0.0
841389bffffffff,2.0,0.0,0.0,0.0
84138c1ffffffff,2.0,0.0,0.0,0.0
84138c3ffffffff,2.0,0.0,0.0,0.0
84138c5ffffffff,4.0,0.0,0.0,0.0
84138c7ffffffff,196.0,0.0,0.0,0.0
84138c9ffffffff,3.0,0.0,0.0,0.0
84138d3ffffffff,8.0,0.0,0.0,0.0
84138d5ffffffff,9.0,0.0,0.0,0.0
8413909ffffffff,2.0,0.0,0.0,0.0
841390bffffffff,3.0,0.0,0.0,0.0
8413911ffffffff,3.0,0.0,0.0,0.0
8413917ffffffff,10.0,0.0,0.0,0.0
8413919ffffffff,1.0,0.0,0.0,0.0
841391dffffffff,3.0,0.0,0.0,0.0
8413931ffffffff,1.0,0.0,0.0,0.0
8413933ffffffff,3.0,0.0,0.0,0.0
841393bffffffff,4.0,0.0,0.0,0.0
8413943ffffffff,2.0,0.0,0.0,0.0
841394bffffffff,8.0,0.0,0.0,0.0
8413955ffffffff,2.0,0.0,0.0,0.0
8413959ffffffff,4.0,0.0,0.0,0.0
841395dffffffff,2.0,0.0,0.0,0.0
84139c9ffffffff,8.0,0.0,0.0,0.0
84139e1ffffffff,3.0,0.0,0.0,0.0
84139edffffffff,36.0,0.0,0.0,0.0
8413a35ffffffff,2.0,0.0,0.0,0.0
8413a65ffffffff,1.0,0.0,0.0,0.0
8413aa1ffffffff,2.0,0.0,0.0,0.0
8413b01ffffffff,1.0,0.0,0.0,0.0
8413b03ffffffff,1.0,0.0,0.0,0.0
8413b11ffffffff,5.0,0.0,0.0,0.0
8413b1bffffffff,1.0,0.0,0.0,0.0
8413b1dffffffff,3.0,0.0,0.0,0.0
8413b23ffffffff,15.0,0.0,0.0,0.0
8413b29ffffffff,1.0,0.0,0.0,0.0
8413b33ffffffff,2.0,0.0,0.0,0.0
8413b35ffffffff,31.0,0.0,0.0,0.0
8413b53ffffffff,1.0,0.0,0.0,0.0
8413b57ffffffff,3.0,0.0,0.0,0.0
8413b63ffffffff,2.0,0.0,0.0,0.0
8413b69ffffffff,1.0,0.0,0.0,0.0
8426165ffffffff,2.0,0.0,0.0,0.0
8426801ffffffff,4.0,2.0,0.0,0.0
8426803ffffffff,21.0,0.0,0.0,0.0
8426807ffffffff,2.0,0.0,0.0,0.0
8426809ffffffff,13.0,0.0,0.0,0.0
842680bffffffff,11.0,0.0,0.0,0.0
842680dffffffff,8.0,0.0,0.0,0.0
8426811ffffffff,194.0,0.0,0.0,0.0
8426813ffffffff,325.0,0.0,0.0,0.0
8426815ffffffff,14.0,0.0,0.0,0.0
8426817ffffffff,133.0,0.0,0.0,0.0
8426819ffffffff,837.0,182.0,0.0,0.0
842681bffffffff,24.0,0.0,0.0,0.0
842681dffffffff,25.0,0.0,0.0,0.0
8426823ffffffff,2.0,0.0,0.0,0.0
842682bffffffff,4.0,0.0,0.0,0.0
8426831ffffffff,23.0,10.0,0.0,0.0
8426833ffffffff,9.0,2.0,0.0,0.0
8426835ffffffff,2.0,0.0,0.0,0.0
8426837ffffffff,3.0,0.0,0.0,0.0
842683bffffffff,22.0,3.0,0.0,0.0
842683dffffffff,6.0,0.0,0.0,0.0
8426843ffffffff,28.0,4.0,0.0,0.0
8426847ffffffff,9.0,3.0,0.0,0.0
842684bffffffff,5.0,0.0,0.0,0.0
8426851ffffffff,6.0,2.0,0.0,0.0
8426853ffffffff,46.0,5.0,0.0,0.0
8426855ffffffff,9.0,0.0,0.0,0.0
8426857ffffffff,171.0,2.0,0.0,0.0
8426859ffffffff,11.0,2.0,0.0,0.0
842685bffffffff,8.0,0.0,0.0,0.0
842685dffffffff,33.0,7.0,0.0,0.0
8426885ffffffff,19.0,0.0,0.0,0.0
8426887ffffffff,14.0,0.0,0.0,0.0
842688dffffffff,7.0,0.0,0.0,0.0
84268a5ffffffff,10.0,0.0,0.0,0.0
84268a7ffffffff,2.0,0.0,0.0,0.0
84268a9ffffffff,11.0,6.0,0.0,0.0
84268abffffffff,6.0,2.0,0.0,0.0
84268adffffffff,10.0,2.0,0.0,0.0
84268b5ffffffff,12.0,0.0,0.0,0.0
84268b7ffffffff,1.0,0.0,0.0,0.0
84268bdffffffff,21.0,0.0,0.0,0.0
84268c5ffffffff,154.0,0.0,0.0,0.0
84268c7ffffffff,69.0,0.0,0.0,0.0
84268cdffffffff,2.0,0.0,0.0,0.0
84268e1ffffffff,9.0,3.0,0.0,0.0
84268e3ffffffff,1.0,0.0,0.0,0.0
84268e5ffffffff,41.0,5.0,0.0,0.0
84268e7ffffffff,247.0,79.0,0.0,0.0
84268e9ffffffff,21.0,0.0,0.0,0.0
84268ebffffffff,95.0,0.0,0.0,0.0
84268edffffffff,11.0,0.0,0.0,0.0
8426909ffffffff,63.0,10.0,0.0,0.0
842690dffffffff,9.0,4.0,0.0,0.0
842692bffffffff,6.0,0.0,0.0,0.0
8426943ffffffff,18.0,4.0,0.0,0.0
8426945ffffffff,2.0,0.0,0.0,0.0
8426947ffffffff,184.0,44.0,0.0,0.0
8426951ffffffff,12.0,0.0,0.0,0.0
8426959ffffffff,2.0,0.0,0.0,0.0
842695dffffffff,3.0,0.0,0.0,0.0
8426963ffffffff,2.0,0.0,0.0,0.0
842696bffffffff,88.0,29.0,0.0,0.0
8426981ffffffff,3.0,0.0,0.0,0.0
8426983ffffffff,8.0,0.0,0.0,0.0
8426989ffffffff,30.0,0.0,0.0,0.0
842698bffffffff,46.0,2.0,0.0,0.0
8426999ffffffff,10.0,0.0,0.0,0.0
842699bffffffff,21.0,0.0,0.0,0.0
842699dffffffff,44.0,6.0,0.0,0.0
84269c3ffffffff,1.0,0.0,0.0,0.0
84269c5ffffffff,22.0,5.0,0.0,0.0
84269c7ffffffff,8.0,0.0,0.0,0.0
84269cbffffffff,193.0,44.0,0.0,0.0
84269d1ffffffff,4.0,0.0,0.0,0.0
84269d3ffffffff,8.0,0.0,0.0,0.0
84269d5ffffffff,7.0,0.0,0.0,0.0
84269d7ffffffff,16.0,2.0,0.0,0.0
84269d9ffffffff,38.0,2.0,0.0,0.0
84269ddffffffff,4.0,0.0,0.0,0.0
8426a2bffffffff,6.0,2.0,0.0,0.0
8426a59ffffffff,45.0,0.0,0.0,0.0
8426a5bffffffff,7.0,0.0,0.0,0.0
8426a6dffffffff,7.0,0.0,0.0,0.0
8426aa5ffffffff,7.0,2.0,0.0,0.0
8426b01ffffffff,4.0,0.0,0.0,0.0
8426b03ffffffff,4.0,0.0,0.0,0.0
8426b0bffffffff,2.0,0.0,0.0,0.0
8426b0dffffffff,18.0,11.0,0.0,0.0
8426b25ffffffff,2.0,2.0,0.0,0.0
8426b29ffffffff,2.0,0.0,0.0,0.0
8426b41ffffffff,1.0,0.0,0.0,0.0
