cell_id,Falco columbarius,Falco columbarius [aesalon Group],Falco columbarius pallidus,Falco columbarius columbarius,Falco columbarius richardsonii,Falco columbarius suckleyi
8407457ffffffff,4.0,1.0,0.0,0.0,0.0,0.0
840745dffffffff,26.0,4.0,0.0,0.0,0.0,0.0
8407461ffffffff,60.0,15.0,0.0,0.0,0.0,0.0
8407465ffffffff,51.0,15.0,0.0,0.0,0.0,0.0
8407467ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840746dffffffff,26.0,4.0,0.0,0.0,0.0,0.0
84074e9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84074edffffffff,22.0,4.0,0.0,0.0,0.0,0.0
8407513ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8407519ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840751bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840753bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8407553ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8407581ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8407589ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840758dffffffff,10.0,1.0,0.0,0.0,0.0,0.0
84075a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84075c1ffffffff,3.0,1.0,0.0,0.0,0.0,0.0
84075c3ffffffff,9.0,1.0,0.0,0.0,0.0,0.0
84075c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84075c7ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84075c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84075cbffffffff,21.0,1.0,0.0,0.0,0.0,0.0
84075cdffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84075d1ffffffff,88.0,10.0,0.0,0.0,0.0,0.0
84075d9ffffffff,45.0,9.0,0.0,0.0,0.0,0.0
84075ddffffffff,30.0,5.0,0.0,0.0,0.0,0.0
84075e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84075e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84075e9ffffffff,10.0,2.0,0.0,0.0,0.0,0.0
84075ebffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84075edffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8407621ffffffff,31.0,14.0,0.0,0.0,0.0,0.0
8407623ffffffff,60.0,23.0,0.0,0.0,0.0,0.0
8407625ffffffff,8.0,2.0,0.0,0.0,0.0,0.0
8407627ffffffff,4.0,2.0,0.0,0.0,0.0,0.0
8407635ffffffff,45.0,20.0,0.0,0.0,0.0,0.0
8407703ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8407711ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8407715ffffffff,3.0,1.0,0.0,0.0,0.0,0.0
8407719ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840771bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8407731ffffffff,25.0,12.0,0.0,0.0,0.0,0.0
8407733ffffffff,78.0,24.0,0.0,0.0,0.0,0.0
8407739ffffffff,17.0,10.0,0.0,0.0,0.0,0.0
840773bffffffff,40.0,15.0,0.0,0.0,0.0,0.0
8408065ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8408119ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840811dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8408129ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840813bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840814dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8408193ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84081d5ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84081d9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84082dbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8408337ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840833bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840836dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8408803ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840880bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840880dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8408837ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8408841ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8408869ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408889ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840888dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84088a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84088dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84088e1ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8408901ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408937ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8408959ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840895bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408965ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8408985ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840898bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8408995ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8408997ffffffff,6.0,1.0,0.0,0.0,0.0,0.0
840899dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84089a1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84089a9ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
84089b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84089bbffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84089cbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84089dbffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84089e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84089ebffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84089edffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8408a53ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8408b15ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408b17ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408b2dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8408b4dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8408b65ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408c19ffffffff,3.0,1.0,0.0,0.0,0.0,0.0
8408c25ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8408c85ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8408c89ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8408c8bffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8408c8dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8408c93ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408c95ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8408c99ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408cc7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408cd3ffffffff,7.0,1.0,0.0,0.0,0.0,0.0
8408cd7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8408ce1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8408d03ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8408d1dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8408d37ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8408d55ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8408d57ffffffff,2.0,1.0,0.0,0.0,0.0,0.0
8408d5dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8408d81ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8408dbdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8408e13ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8408e99ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408e9bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8408ec1ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8408ed9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8408f63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8409581ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8409587ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840958bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8409591ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8409599ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84095a9ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8409805ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8409821ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840982bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840982dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8409881ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8409883ffffffff,4.0,3.0,0.0,0.0,0.0,0.0
8409887ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840988dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8409893ffffffff,9.0,1.0,0.0,0.0,0.0,0.0
8409895ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840989dffffffff,1.0,1.0,0.0,0.0,0.0,0.0
84098abffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84098b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84098c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84098dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84098e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84098ebffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8409911ffffffff,15.0,4.0,0.0,0.0,0.0,0.0
8409917ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840991bffffffff,49.0,5.0,0.0,0.0,0.0,0.0
8409937ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8409991ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84099b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84099bdffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84099e9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8409a09ffffffff,12.0,2.0,0.0,0.0,0.0,0.0
8409a41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8409a43ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8409a45ffffffff,14.0,3.0,0.0,0.0,0.0,0.0
8409a47ffffffff,26.0,4.0,0.0,0.0,0.0,0.0
8409a4dffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8409a55ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8409a69ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8409a6bffffffff,25.0,7.0,0.0,0.0,0.0,0.0
840a337ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c015ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c02dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c03bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c067ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c141ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
840c143ffffffff,83.0,0.0,0.0,0.0,0.0,0.0
840c145ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
840c147ffffffff,83.0,0.0,0.0,0.0,0.0,0.0
840c149ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840c14bffffffff,20.0,0.0,0.0,0.0,0.0,0.0
840c15dffffffff,51.0,0.0,0.0,0.0,0.0,0.0
840c1b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c1bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c1e1ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
840c213ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c231ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c293ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c297ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c335ffffffff,97.0,0.0,0.0,0.0,0.0,0.0
840c341ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c349ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,229.0,0.0,0.0,0.0,0.0,0.0
840c421ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c427ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c42bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c42dffffffff,69.0,0.0,0.0,0.0,0.0,0.0
840c441ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c451ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
840c455ffffffff,42.0,0.0,0.0,0.0,0.0,0.0
840c45dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c461ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840c465ffffffff,49.0,0.0,0.0,12.0,0.0,0.0
840c467ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c46dffffffff,25.0,0.0,0.0,4.0,0.0,0.0
840c503ffffffff,101.0,0.0,0.0,7.0,0.0,0.0
840c507ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c50bffffffff,11.0,0.0,0.0,4.0,0.0,0.0
840c50dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c511ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c515ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,247.0,0.0,0.0,13.0,0.0,0.0
840c54bffffffff,66.0,0.0,0.0,1.0,0.0,0.0
840c551ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840c555ffffffff,95.0,0.0,0.0,10.0,0.0,0.0
840c55bffffffff,29.0,0.0,0.0,1.0,0.0,0.0
840c55dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c561ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c5a1ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,82.0,0.0,0.0,0.0,0.0,0.0
840c5a7ffffffff,39.0,0.0,0.0,0.0,0.0,0.0
840c5adffffffff,24.0,0.0,0.0,0.0,0.0,0.0
840c5e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c609ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c60dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c617ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c621ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840c625ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c639ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c63dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c641ffffffff,4.0,0.0,0.0,1.0,0.0,0.0
840c645ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c64bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c659ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c65bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c663ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c665ffffffff,55.0,0.0,0.0,9.0,0.0,0.0
840c667ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c66dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c685ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c68bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c6a5ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840c6a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c6adffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840c705ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
840c707ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c70dffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840c711ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c715ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c717ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c719ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c71bffffffff,96.0,0.0,0.0,22.0,0.0,0.0
840c731ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,577.0,0.0,0.0,23.0,0.0,0.0
840c735ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840c739ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
840c73bffffffff,61.0,0.0,0.0,6.0,0.0,0.0
840c73dffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840c741ffffffff,54.0,0.0,0.0,6.0,0.0,0.0
840c745ffffffff,47.0,0.0,0.0,9.0,0.0,0.0
840c747ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c749ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c74bffffffff,60.0,0.0,0.0,16.0,0.0,0.0
840c74dffffffff,190.0,0.0,0.0,8.0,0.0,0.0
840c753ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c759ffffffff,26.0,0.0,0.0,2.0,0.0,0.0
840c75dffffffff,13.0,0.0,0.0,3.0,0.0,0.0
840c769ffffffff,46.0,0.0,0.0,6.0,0.0,0.0
840cd8dffffffff,25.0,0.0,0.0,0.0,0.0,0.0
840ce17ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ce1bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ce6dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ce85ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840cec3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840cec5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ced3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ced7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cee5ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
840cee9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ceedffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cf45ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840cf5dffffffff,3.0,0.0,0.0,3.0,0.0,0.0
840d093ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840d09bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840d0b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d0c3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d425ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d443ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d483ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d487ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d48bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d49dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d4a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d4a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d4abffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d4c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d4c3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d4d5ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
840d525ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d529ffffffff,4.0,0.0,0.0,1.0,0.0,0.0
840d537ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d563ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d569ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840d56dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d585ffffffff,30.0,0.0,0.0,0.0,0.0,0.0
840d587ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d58dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d593ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d595ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840d5a5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840d5a9ffffffff,118.0,0.0,0.0,4.0,0.0,0.0
840d5b9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840d5bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d5c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d5e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d5e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d5e7ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840d5ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d605ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840d607ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d619ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840d61bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840d629ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
840d651ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840d653ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d667ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d6a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d6cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d6e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d6ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d723ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d72bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d747ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d753ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840d761ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e0bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e453ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e45bffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840e469ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e483ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e487ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e491ffffffff,111.0,0.0,0.0,0.0,0.0,0.0
840e493ffffffff,47.0,0.0,0.0,0.0,0.0,0.0
840e495ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e497ffffffff,216.0,0.0,0.0,0.0,0.0,0.0
840e499ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
840e49bffffffff,207.0,0.0,0.0,0.0,0.0,0.0
840e49dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e4a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e4abffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e4b3ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
840e4cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e4d1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840e4d3ffffffff,70.0,0.0,0.0,0.0,0.0,0.0
840e4dbffffffff,435.0,0.0,0.0,0.0,0.0,0.0
840e523ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e53dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e5b3ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
840e5bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e623ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e6adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e6b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e6e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e6e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e805ffffffff,726.0,0.0,0.0,0.0,0.0,0.0
840e807ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840e831ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e83bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840e83dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e89bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840e8ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e8e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e963ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e98bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e9a1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ec19ffffffff,29.0,0.0,0.0,2.0,0.0,0.0
840ec21ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ec57ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ec85ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ec8dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840ec93ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ec95ffffffff,19.0,0.0,0.0,1.0,0.0,0.0
840ec9dffffffff,15.0,0.0,0.0,5.0,0.0,0.0
840eca3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840eca5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840eca7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ecb9ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
840ecbdffffffff,23.0,0.0,0.0,0.0,0.0,0.0
840ecc1ffffffff,113.0,0.0,0.0,13.0,0.0,0.0
840ecc7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
