cell_id,Colinus virginianus,Colinus virginianus [virginianus Group],Colinus virginianus graysoni/nigripectus,Colinus virginianus [pectoralis Group],Colinus virginianus [coyoleos Group]
832663fffffffff,4.0,0.0,0.0,0.0,0.0
832664fffffffff,68.0,0.0,0.0,0.0,0.0
832665fffffffff,25.0,0.0,0.0,0.0,0.0
832666fffffffff,7.0,0.0,0.0,0.0,0.0
832669fffffffff,2.0,0.0,0.0,0.0,0.0
83266afffffffff,1.0,0.0,0.0,0.0,0.0
83266dfffffffff,1.0,1.0,0.0,0.0,0.0
83266efffffffff,3.0,0.0,0.0,0.0,0.0
832670fffffffff,7.0,0.0,0.0,0.0,0.0
832671fffffffff,6.0,0.0,0.0,0.0,0.0
832674fffffffff,37.0,0.0,0.0,0.0,0.0
832675fffffffff,4.0,0.0,0.0,0.0,0.0
832676fffffffff,6.0,0.0,0.0,0.0,0.0
832681fffffffff,7.0,0.0,0.0,0.0,0.0
832685fffffffff,3.0,0.0,0.0,0.0,0.0
832688fffffffff,73.0,0.0,0.0,0.0,0.0
832689fffffffff,9.0,0.0,0.0,0.0,0.0
83268cfffffffff,17.0,0.0,0.0,0.0,0.0
832690fffffffff,2.0,0.0,0.0,0.0,0.0
832692fffffffff,1.0,0.0,0.0,0.0,0.0
832696fffffffff,3.0,0.0,0.0,0.0,0.0
83269cfffffffff,18.0,0.0,0.0,0.0,0.0
8326a8fffffffff,3.0,0.0,0.0,0.0,0.0
8326a9fffffffff,4.0,0.0,0.0,0.0,0.0
8326aafffffffff,40.0,0.0,0.0,0.0,0.0
8326abfffffffff,2.0,0.0,0.0,0.0,0.0
8326c3fffffffff,3.0,0.0,0.0,0.0,0.0
8326c4fffffffff,1.0,0.0,0.0,0.0,0.0
8326c8fffffffff,31.0,0.0,0.0,0.0,0.0
8326c9fffffffff,2.0,0.0,0.0,0.0,0.0
8326cafffffffff,19.0,0.0,0.0,0.0,0.0
8326cbfffffffff,20.0,0.0,0.0,0.0,0.0
8326cefffffffff,4.0,0.0,0.0,0.0,0.0
8326d0fffffffff,2.0,0.0,0.0,0.0,0.0
8326d2fffffffff,2.0,0.0,0.0,0.0,0.0
8326d3fffffffff,4.0,0.0,0.0,0.0,0.0
8326d4fffffffff,6.0,0.0,0.0,0.0,0.0
8326d5fffffffff,1.0,0.0,0.0,0.0,0.0
8326d6fffffffff,8.0,0.0,0.0,0.0,0.0
8326d9fffffffff,5.0,0.0,0.0,0.0,0.0
8326dbfffffffff,2.0,0.0,0.0,0.0,0.0
8326dcfffffffff,4.0,0.0,0.0,0.0,0.0
8326ddfffffffff,13.0,0.0,0.0,0.0,0.0
8326e2fffffffff,24.0,0.0,0.0,0.0,0.0
8326e4fffffffff,2.0,2.0,0.0,0.0,0.0
8326edfffffffff,55.0,0.0,0.0,0.0,0.0
8326f1fffffffff,1.0,0.0,0.0,0.0,0.0
8326f2fffffffff,16.0,0.0,0.0,0.0,0.0
832740fffffffff,65.0,0.0,0.0,0.0,0.0
832741fffffffff,4.0,0.0,0.0,0.0,0.0
832742fffffffff,1.0,0.0,0.0,0.0,0.0
832743fffffffff,3.0,0.0,0.0,0.0,0.0
832744fffffffff,2.0,0.0,0.0,0.0,0.0
832745fffffffff,4.0,0.0,0.0,0.0,0.0
832748fffffffff,35.0,0.0,0.0,0.0,0.0
832749fffffffff,53.0,0.0,0.0,0.0,0.0
83274bfffffffff,8.0,0.0,0.0,0.0,0.0
83274cfffffffff,2.0,0.0,0.0,0.0,0.0
83274dfffffffff,31.0,3.0,0.0,0.0,0.0
832751fffffffff,2.0,0.0,0.0,0.0,0.0
832756fffffffff,1.0,0.0,0.0,0.0,0.0
832758fffffffff,74.0,0.0,0.0,0.0,0.0
832759fffffffff,89.0,0.0,0.0,0.0,0.0
83275afffffffff,5.0,0.0,0.0,0.0,0.0
83275bfffffffff,7.0,0.0,0.0,0.0,0.0
83275cfffffffff,15.0,0.0,0.0,0.0,0.0
83275dfffffffff,29.0,0.0,0.0,0.0,0.0
83275efffffffff,4.0,0.0,0.0,0.0,0.0
832769fffffffff,2.0,0.0,0.0,0.0,0.0
83276afffffffff,3.0,1.0,0.0,0.0,0.0
83276bfffffffff,4.0,0.0,0.0,0.0,0.0
83278cfffffffff,1.0,0.0,0.0,0.0,0.0
832792fffffffff,6.0,0.0,0.0,0.0,0.0
832830fffffffff,1.0,0.0,0.0,0.0,0.0
832832fffffffff,2.0,0.0,0.0,0.0,0.0
832884fffffffff,4.0,0.0,0.0,0.0,0.0
832885fffffffff,1.0,1.0,0.0,0.0,0.0
832889fffffffff,1.0,0.0,0.0,0.0,0.0
83288cfffffffff,3.0,0.0,0.0,0.0,0.0
832892fffffffff,1.0,0.0,0.0,0.0,0.0
832893fffffffff,3.0,0.0,0.0,0.0,0.0
832898fffffffff,2.0,0.0,0.0,0.0,0.0
83289bfffffffff,2.0,0.0,0.0,0.0,0.0
8328adfffffffff,2.0,0.0,0.0,0.0,0.0
8328aefffffffff,2.0,0.0,0.0,0.0,0.0
8328b6fffffffff,10.0,0.0,0.0,0.0,0.0
8328c2fffffffff,5.0,0.0,0.0,0.0,0.0
8328d0fffffffff,9.0,0.0,0.0,0.0,0.0
8328d1fffffffff,13.0,0.0,0.0,0.0,0.0
8328d4fffffffff,3.0,0.0,0.0,0.0,0.0
8328d5fffffffff,10.0,0.0,0.0,0.0,0.0
8328f0fffffffff,4.0,1.0,0.0,0.0,0.0
8328f3fffffffff,77.0,0.0,0.0,0.0,0.0
8328f4fffffffff,2.0,0.0,0.0,0.0,0.0
832990fffffffff,3.0,0.0,0.0,0.0,0.0
832992fffffffff,2.0,0.0,0.0,0.0,0.0
8329a0fffffffff,4.0,2.0,0.0,0.0,0.0
8329acfffffffff,2.0,0.0,0.0,0.0,0.0
832a06fffffffff,27.0,3.0,0.0,0.0,0.0
832a10fffffffff,200.0,4.0,0.0,0.0,0.0
832a12fffffffff,12.0,0.0,0.0,0.0,0.0
832a13fffffffff,74.0,0.0,0.0,0.0,0.0
832a14fffffffff,45.0,2.0,0.0,0.0,0.0
832a15fffffffff,46.0,2.0,0.0,0.0,0.0
832a16fffffffff,26.0,0.0,0.0,0.0,0.0
832a30fffffffff,111.0,0.0,0.0,0.0,0.0
832a31fffffffff,103.0,1.0,0.0,0.0,0.0
832a32fffffffff,31.0,0.0,0.0,0.0,0.0
832a33fffffffff,102.0,2.0,0.0,0.0,0.0
832a34fffffffff,6.0,0.0,0.0,0.0,0.0
832a36fffffffff,4.0,0.0,0.0,0.0,0.0
832a80fffffffff,4.0,0.0,0.0,0.0,0.0
832a81fffffffff,6.0,0.0,0.0,0.0,0.0
832a84fffffffff,43.0,0.0,0.0,0.0,0.0
832a85fffffffff,17.0,1.0,0.0,0.0,0.0
832a86fffffffff,2.0,0.0,0.0,0.0,0.0
832a8bfffffffff,16.0,0.0,0.0,0.0,0.0
832a8cfffffffff,5.0,2.0,0.0,0.0,0.0
832a8dfffffffff,13.0,11.0,0.0,0.0,0.0
832a90fffffffff,18.0,0.0,0.0,0.0,0.0
832a91fffffffff,4.0,0.0,0.0,0.0,0.0
832a93fffffffff,16.0,0.0,0.0,0.0,0.0
832a94fffffffff,18.0,0.0,0.0,0.0,0.0
832a95fffffffff,13.0,0.0,0.0,0.0,0.0
832a99fffffffff,2.0,0.0,0.0,0.0,0.0
832a9dfffffffff,2.0,0.0,0.0,0.0,0.0
832aa0fffffffff,4.0,2.0,0.0,0.0,0.0
832aa1fffffffff,33.0,0.0,0.0,0.0,0.0
832aa2fffffffff,5.0,0.0,0.0,0.0,0.0
832aa3fffffffff,19.0,0.0,0.0,0.0,0.0
832aa4fffffffff,16.0,0.0,0.0,0.0,0.0
832aa5fffffffff,5.0,0.0,0.0,0.0,0.0
832aa6fffffffff,1.0,0.0,0.0,0.0,0.0
832aa8fffffffff,131.0,0.0,0.0,0.0,0.0
832aa9fffffffff,89.0,1.0,0.0,0.0,0.0
832aaafffffffff,69.0,6.0,0.0,0.0,0.0
832aabfffffffff,3.0,0.0,0.0,0.0,0.0
832aacfffffffff,49.0,3.0,0.0,0.0,0.0
832aadfffffffff,258.0,12.0,0.0,0.0,0.0
832aaefffffffff,32.0,0.0,0.0,0.0,0.0
832ab0fffffffff,27.0,0.0,0.0,0.0,0.0
832ab1fffffffff,10.0,0.0,0.0,0.0,0.0
832ab2fffffffff,170.0,4.0,0.0,0.0,0.0
832ab3fffffffff,18.0,2.0,0.0,0.0,0.0
832ab4fffffffff,19.0,0.0,0.0,0.0,0.0
832ab5fffffffff,14.0,0.0,0.0,0.0,0.0
832ab6fffffffff,13.0,0.0,0.0,0.0,0.0
832ac6fffffffff,13.0,0.0,0.0,0.0,0.0
832ad2fffffffff,2.0,0.0,0.0,0.0,0.0
832ad3fffffffff,6.0,0.0,0.0,0.0,0.0
832ad6fffffffff,4.0,0.0,0.0,0.0,0.0
832af0fffffffff,19.0,0.0,0.0,0.0,0.0
832af1fffffffff,4.0,0.0,0.0,0.0,0.0
832af2fffffffff,2.0,0.0,0.0,0.0,0.0
832af3fffffffff,2.0,0.0,0.0,0.0,0.0
832af6fffffffff,41.0,7.0,0.0,0.0,0.0
832b0cfffffffff,2.0,0.0,0.0,0.0,0.0
832b12fffffffff,2.0,0.0,0.0,0.0,0.0
832b1afffffffff,2.0,0.0,0.0,0.0,0.0
832b1cfffffffff,2.0,0.0,0.0,0.0,0.0
832b81fffffffff,10.0,0.0,0.0,0.0,0.0
832b83fffffffff,4.0,0.0,0.0,0.0,0.0
832b89fffffffff,10.0,0.0,0.0,0.0,0.0
832b8afffffffff,4.0,0.0,0.0,0.0,0.0
832b8bfffffffff,8.0,0.0,0.0,0.0,0.0
832b8cfffffffff,6.0,0.0,0.0,0.0,0.0
832b8dfffffffff,4.0,0.0,0.0,0.0,0.0
832b94fffffffff,1.0,0.0,0.0,0.0,0.0
832b99fffffffff,3.0,0.0,0.0,0.0,0.0
832b9bfffffffff,5.0,0.0,0.0,0.0,0.0
832b9dfffffffff,4.0,0.0,0.0,0.0,0.0
832baafffffffff,9.0,0.0,0.0,0.0,0.0
832babfffffffff,11.0,0.0,0.0,0.0,0.0
832bacfffffffff,7.0,0.0,0.0,0.0,0.0
832baefffffffff,10.0,0.0,0.0,0.0,0.0
834413fffffffff,11.0,0.0,0.0,0.0,0.0
834416fffffffff,1.0,0.0,0.0,0.0,0.0
83441afffffffff,63.0,2.0,0.0,0.0,0.0
83441efffffffff,13.0,3.0,0.0,0.0,0.0
834432fffffffff,2.0,0.0,0.0,0.0,0.0
834440fffffffff,23.0,0.0,0.0,0.0,0.0
834441fffffffff,2.0,0.0,0.0,0.0,0.0
834442fffffffff,3.0,0.0,0.0,0.0,0.0
834443fffffffff,2.0,0.0,0.0,0.0,0.0
834444fffffffff,2.0,0.0,0.0,0.0,0.0
834445fffffffff,35.0,0.0,0.0,0.0,0.0
834446fffffffff,18.0,0.0,0.0,0.0,0.0
834452fffffffff,4.0,0.0,0.0,0.0,0.0
834455fffffffff,8.0,0.0,0.0,0.0,0.0
834463fffffffff,12.0,0.0,0.0,0.0,0.0
83446cfffffffff,5.0,0.0,0.0,0.0,0.0
83446dfffffffff,1.0,0.0,0.0,0.0,0.0
83446efffffffff,79.0,0.0,0.0,0.0,0.0
834486fffffffff,18.0,0.0,0.0,0.0,0.0
8344a2fffffffff,2.0,0.0,0.0,0.0,0.0
8344a5fffffffff,1.0,0.0,0.0,0.0,0.0
8344a8fffffffff,6.0,4.0,0.0,0.0,0.0
8344a9fffffffff,17.0,4.0,0.0,0.0,0.0
8344acfffffffff,64.0,3.0,0.0,0.0,0.0
8344adfffffffff,10.0,0.0,0.0,0.0,0.0
8344b5fffffffff,2.0,0.0,0.0,0.0,0.0
8344c0fffffffff,234.0,9.0,0.0,0.0,0.0
8344c1fffffffff,78.0,0.0,0.0,0.0,0.0
8344c2fffffffff,6.0,2.0,0.0,0.0,0.0
8344c3fffffffff,80.0,4.0,0.0,0.0,0.0
8344c4fffffffff,2.0,0.0,0.0,0.0,0.0
8344c5fffffffff,101.0,0.0,0.0,0.0,0.0
8344c8fffffffff,22.0,0.0,0.0,0.0,0.0
8344c9fffffffff,33.0,0.0,0.0,0.0,0.0
8344cafffffffff,3.0,0.0,0.0,0.0,0.0
8344cbfffffffff,3.0,0.0,0.0,0.0,0.0
8344ccfffffffff,9.0,4.0,0.0,0.0,0.0
8344cdfffffffff,2.0,0.0,0.0,0.0,0.0
8344cefffffffff,21.0,0.0,0.0,0.0,0.0
8344d0fffffffff,36.0,0.0,0.0,0.0,0.0
8344d1fffffffff,8.0,0.0,0.0,0.0,0.0
8344d2fffffffff,7.0,0.0,0.0,0.0,0.0
8344d3fffffffff,24.0,0.0,0.0,0.0,0.0
8344d5fffffffff,2.0,0.0,0.0,0.0,0.0
8344d8fffffffff,12.0,1.0,0.0,0.0,0.0
8344d9fffffffff,1.0,0.0,0.0,0.0,0.0
8344dafffffffff,8.0,0.0,0.0,0.0,0.0
8344dcfffffffff,2.0,0.0,0.0,0.0,0.0
8344ddfffffffff,28.0,0.0,0.0,0.0,0.0
8344defffffffff,6.0,0.0,0.0,0.0,0.0
8344e0fffffffff,1.0,0.0,0.0,0.0,0.0
8344e2fffffffff,3.0,0.0,0.0,0.0,0.0
8344e3fffffffff,1.0,0.0,0.0,0.0,0.0
8344eafffffffff,30.0,1.0,0.0,0.0,0.0
8344f0fffffffff,1.0,0.0,0.0,0.0,0.0
8344f4fffffffff,2.0,1.0,0.0,0.0,0.0
83452dfffffffff,4.0,0.0,0.0,4.0,0.0
834814fffffffff,2.0,0.0,0.0,0.0,0.0
834882fffffffff,2.0,0.0,0.0,0.0,0.0
834883fffffffff,3.0,3.0,0.0,0.0,0.0
834888fffffffff,5.0,1.0,0.0,0.0,0.0
834889fffffffff,4.0,0.0,0.0,0.0,0.0
83488dfffffffff,7.0,0.0,0.0,0.0,0.0
834891fffffffff,4.0,2.0,0.0,0.0,0.0
834893fffffffff,6.0,4.0,0.0,0.0,0.0
834895fffffffff,7.0,0.0,0.0,0.0,0.0
834898fffffffff,7.0,1.0,0.0,0.0,0.0
834899fffffffff,2.0,0.0,0.0,0.0,0.0
83489afffffffff,1.0,1.0,0.0,0.0,0.0
83489bfffffffff,2.0,0.0,0.0,0.0,0.0
83489efffffffff,9.0,0.0,0.0,0.0,0.0
8348b3fffffffff,1.0,0.0,0.0,0.0,0.0
8348d2fffffffff,6.0,0.0,0.0,0.0,0.0
8348d4fffffffff,2.0,0.0,0.0,0.0,0.0
8348d8fffffffff,1.0,0.0,0.0,0.0,0.0
8348dafffffffff,2.0,0.0,0.0,0.0,0.0
8348defffffffff,2.0,0.0,0.0,0.0,0.0
8348ebfffffffff,2.0,0.0,0.0,0.0,0.0
8348ecfffffffff,5.0,0.0,0.0,0.0,4.0
8348eefffffffff,38.0,0.0,0.0,0.0,0.0
8348f2fffffffff,1.0,0.0,0.0,0.0,0.0
8348f3fffffffff,2.0,0.0,0.0,0.0,0.0
834986fffffffff,2.0,0.0,0.0,0.0,0.0
834996fffffffff,45.0,0.0,0.0,18.0,0.0
8349b2fffffffff,3.0,0.0,0.0,0.0,0.0
8349b3fffffffff,2.0,0.0,2.0,0.0,0.0
8349b6fffffffff,2.0,0.0,0.0,0.0,0.0
834cc0fffffffff,3.0,0.0,0.0,0.0,0.0
834cd4fffffffff,2.0,0.0,0.0,0.0,0.0
834cd5fffffffff,2.0,0.0,0.0,0.0,0.0
834cf2fffffffff,7.0,0.0,0.0,0.0,0.0
836725fffffffff,5.0,0.0,0.0,0.0,0.0
836d04fffffffff,9.0,0.0,0.0,0.0,5.0
836d14fffffffff,2.0,0.0,0.0,0.0,0.0
836d23fffffffff,16.0,0.0,0.0,0.0,10.0
836d2cfffffffff,1.0,0.0,0.0,0.0,0.0
836d2efffffffff,28.0,0.0,0.0,0.0,13.0
836d31fffffffff,5.0,0.0,0.0,0.0,3.0
836d34fffffffff,6.0,0.0,0.0,3.0,0.0
