cell_id,Lanius cristatus,Lanius cristatus cristatus/confusus,Lanius cristatus superciliosus,Lanius cristatus lucionensis
8325a1fffffffff,1.0,0.0,0.0,0.0
8325acfffffffff,11.0,0.0,0.0,0.0
8325aefffffffff,2.0,0.0,0.0,0.0
832e88fffffffff,3.0,1.0,0.0,0.0
832e8cfffffffff,2.0,2.0,0.0,0.0
832e99fffffffff,5.0,3.0,0.0,0.0
832ec0fffffffff,2.0,0.0,0.0,0.0
832ec1fffffffff,4.0,0.0,0.0,0.0
832ec2fffffffff,5.0,0.0,0.0,0.0
832ec9fffffffff,8.0,0.0,0.0,0.0
832ecafffffffff,2.0,0.0,0.0,0.0
832ecbfffffffff,17.0,0.0,0.0,0.0
832edafffffffff,2.0,0.0,0.0,0.0
832edbfffffffff,4.0,0.0,0.0,0.0
833000fffffffff,2.0,0.0,0.0,0.0
833006fffffffff,2.0,0.0,0.0,0.0
833011fffffffff,2.0,0.0,0.0,0.0
833012fffffffff,2.0,0.0,0.0,0.0
833015fffffffff,1.0,0.0,0.0,0.0
833019fffffffff,66.0,0.0,0.0,0.0
833025fffffffff,19.0,0.0,0.0,0.0
83302bfffffffff,19.0,0.0,0.0,0.0
833030fffffffff,46.0,0.0,0.0,0.0
833032fffffffff,74.0,0.0,0.0,0.0
833036fffffffff,2.0,0.0,0.0,0.0
833080fffffffff,2.0,0.0,0.0,0.0
833083fffffffff,60.0,2.0,0.0,0.0
833084fffffffff,1.0,0.0,0.0,0.0
83308efffffffff,17.0,0.0,0.0,0.0
833091fffffffff,16.0,0.0,0.0,0.0
833092fffffffff,3.0,0.0,0.0,0.0
833096fffffffff,4.0,0.0,0.0,0.0
833098fffffffff,10.0,0.0,0.0,0.0
833099fffffffff,12.0,1.0,0.0,0.0
83309afffffffff,70.0,7.0,0.0,3.0
83309bfffffffff,282.0,19.0,0.0,11.0
83309dfffffffff,131.0,12.0,0.0,0.0
83309efffffffff,2.0,0.0,0.0,0.0
8330acfffffffff,3.0,0.0,0.0,0.0
8330b0fffffffff,2.0,0.0,0.0,0.0
8330c4fffffffff,4.0,0.0,0.0,0.0
8330d1fffffffff,2.0,0.0,0.0,0.0
8330d3fffffffff,1.0,0.0,0.0,0.0
8330e0fffffffff,16.0,0.0,0.0,0.0
8330e2fffffffff,72.0,0.0,0.0,0.0
8330e3fffffffff,2.0,0.0,0.0,0.0
8330e4fffffffff,4.0,0.0,0.0,0.0
8330e5fffffffff,6.0,0.0,0.0,0.0
8330ecfffffffff,3.0,0.0,0.0,0.0
8330f3fffffffff,1.0,0.0,0.0,0.0
833105fffffffff,2.0,0.0,0.0,0.0
83310efffffffff,2.0,0.0,0.0,0.0
833110fffffffff,5.0,0.0,0.0,0.0
833113fffffffff,3.0,2.0,0.0,0.0
833126fffffffff,2.0,0.0,0.0,0.0
83312afffffffff,3.0,0.0,0.0,0.0
83312cfffffffff,2.0,0.0,0.0,0.0
83312efffffffff,8.0,0.0,0.0,0.0
833134fffffffff,4.0,0.0,0.0,0.0
833144fffffffff,2.0,0.0,0.0,0.0
833155fffffffff,2.0,0.0,0.0,0.0
833161fffffffff,3.0,3.0,0.0,0.0
833163fffffffff,2.0,0.0,0.0,0.0
83316cfffffffff,56.0,23.0,0.0,0.0
83316efffffffff,32.0,0.0,0.0,0.0
833181fffffffff,12.0,0.0,0.0,0.0
833185fffffffff,122.0,4.0,0.0,0.0
833188fffffffff,2.0,0.0,0.0,0.0
83318cfffffffff,23.0,0.0,0.0,0.0
83318dfffffffff,686.0,58.0,0.0,40.0
833192fffffffff,11.0,0.0,0.0,0.0
83319dfffffffff,3.0,0.0,0.0,0.0
8331a8fffffffff,12.0,0.0,0.0,0.0
8331aafffffffff,276.0,18.0,0.0,6.0
8331abfffffffff,2.0,0.0,0.0,0.0
8331aefffffffff,5.0,0.0,0.0,0.0
8331b4fffffffff,2.0,0.0,0.0,0.0
833c02fffffffff,108.0,0.0,0.0,0.0
833c06fffffffff,5.0,0.0,0.0,0.0
833c0afffffffff,44.0,3.0,0.0,0.0
833c0bfffffffff,18.0,0.0,0.0,0.0
833c13fffffffff,7.0,0.0,0.0,0.0
833c15fffffffff,40.0,0.0,0.0,0.0
833c16fffffffff,6.0,0.0,0.0,0.0
833c18fffffffff,26.0,1.0,0.0,0.0
833c19fffffffff,456.0,5.0,0.0,0.0
833c1afffffffff,9.0,0.0,0.0,0.0
833c1bfffffffff,163.0,0.0,0.0,0.0
833c1cfffffffff,259.0,0.0,0.0,0.0
833c1dfffffffff,69.0,0.0,0.0,0.0
833c32fffffffff,1.0,0.0,0.0,0.0
833c33fffffffff,13.0,0.0,0.0,0.0
833c36fffffffff,7.0,0.0,0.0,0.0
833c52fffffffff,53.0,0.0,0.0,0.0
833c53fffffffff,12.0,0.0,0.0,0.0
833c58fffffffff,81.0,0.0,0.0,0.0
833c59fffffffff,6.0,0.0,0.0,0.0
833c5afffffffff,101.0,0.0,0.0,0.0
833c5bfffffffff,16.0,0.0,0.0,0.0
833c5cfffffffff,6.0,0.0,0.0,0.0
833c5efffffffff,13.0,0.0,0.0,0.0
833c69fffffffff,5.0,0.0,0.0,0.0
833c80fffffffff,45.0,0.0,0.0,0.0
833c83fffffffff,23.0,0.0,0.0,0.0
833c84fffffffff,1.0,0.0,0.0,0.0
833c88fffffffff,22.0,0.0,0.0,0.0
833c89fffffffff,168.0,6.0,0.0,0.0
833c8afffffffff,6.0,0.0,0.0,0.0
833c8cfffffffff,82.0,0.0,0.0,0.0
833c8dfffffffff,228.0,5.0,0.0,0.0
833c8efffffffff,384.0,0.0,0.0,0.0
833c90fffffffff,49.0,0.0,0.0,0.0
833c91fffffffff,15.0,0.0,0.0,0.0
833c92fffffffff,198.0,0.0,0.0,0.0
833c93fffffffff,102.0,0.0,0.0,0.0
833c94fffffffff,143.0,0.0,0.0,0.0
833c95fffffffff,68.0,0.0,0.0,0.0
833c96fffffffff,18.0,0.0,0.0,0.0
833c9cfffffffff,22.0,0.0,0.0,0.0
833c9dfffffffff,66.0,0.0,0.0,0.0
833c9efffffffff,21.0,0.0,0.0,0.0
833ca2fffffffff,56.0,2.0,0.0,0.0
833ca3fffffffff,13.0,0.0,0.0,0.0
833ca4fffffffff,2.0,0.0,0.0,0.0
833ca6fffffffff,2.0,0.0,0.0,0.0
833ca8fffffffff,84.0,0.0,0.0,0.0
833ca9fffffffff,254.0,12.0,0.0,0.0
833cabfffffffff,156.0,3.0,0.0,0.0
833cacfffffffff,5.0,0.0,0.0,0.0
833cadfffffffff,6.0,0.0,0.0,0.0
833caefffffffff,27.0,0.0,0.0,0.0
833cb0fffffffff,39.0,0.0,0.0,0.0
833cb1fffffffff,235.0,3.0,0.0,0.0
833cb2fffffffff,2.0,0.0,0.0,0.0
833cb3fffffffff,31.0,0.0,0.0,0.0
833cb4fffffffff,94.0,0.0,0.0,0.0
833cb5fffffffff,247.0,2.0,0.0,0.0
833cb6fffffffff,22.0,0.0,0.0,0.0
833cc0fffffffff,33.0,0.0,0.0,0.0
833cc2fffffffff,46.0,0.0,0.0,0.0
833cc3fffffffff,1.0,0.0,0.0,0.0
833cc4fffffffff,209.0,0.0,0.0,0.0
833cc5fffffffff,44.0,0.0,0.0,0.0
833cc6fffffffff,212.0,0.0,0.0,0.0
833cc8fffffffff,4.0,0.0,0.0,0.0
833ccafffffffff,6.0,0.0,0.0,0.0
833ccbfffffffff,9.0,0.0,0.0,0.0
833cccfffffffff,6.0,0.0,0.0,0.0
833ccdfffffffff,2.0,2.0,0.0,0.0
833cd1fffffffff,16.0,0.0,0.0,0.0
833cd4fffffffff,7.0,0.0,0.0,0.0
833cd5fffffffff,2.0,0.0,0.0,0.0
833cd8fffffffff,12.0,0.0,0.0,1.0
833cd9fffffffff,53.0,5.0,0.0,0.0
833cdbfffffffff,12.0,0.0,0.0,0.0
833cdcfffffffff,9.0,0.0,0.0,0.0
833cddfffffffff,1.0,0.0,0.0,0.0
833cdefffffffff,7.0,0.0,0.0,0.0
833ce0fffffffff,73.0,0.0,0.0,0.0
833ce1fffffffff,1030.0,0.0,0.0,0.0
833ce2fffffffff,13.0,0.0,0.0,0.0
833ce3fffffffff,88.0,0.0,0.0,0.0
833ce4fffffffff,288.0,6.0,0.0,0.0
833ce5fffffffff,263.0,0.0,0.0,0.0
833ce6fffffffff,2.0,0.0,0.0,0.0
833ce8fffffffff,46.0,0.0,0.0,0.0
833ce9fffffffff,4.0,0.0,0.0,0.0
833ceafffffffff,80.0,0.0,0.0,0.0
833cebfffffffff,7.0,0.0,0.0,0.0
833cecfffffffff,558.0,0.0,0.0,0.0
833cedfffffffff,68.0,0.0,0.0,0.0
833ceefffffffff,2.0,0.0,0.0,0.0
833cf0fffffffff,60.0,0.0,0.0,0.0
833cf1fffffffff,318.0,0.0,0.0,0.0
833cf2fffffffff,2267.0,90.0,0.0,0.0
833cf3fffffffff,17.0,0.0,0.0,0.0
833cf4fffffffff,174.0,0.0,0.0,0.0
833cf5fffffffff,6.0,0.0,0.0,0.0
833cf6fffffffff,396.0,6.0,0.0,0.0
833d10fffffffff,27.0,0.0,0.0,0.0
833d13fffffffff,32.0,0.0,0.0,0.0
833d16fffffffff,5.0,0.0,0.0,0.0
833d86fffffffff,2.0,0.0,0.0,0.0
833d89fffffffff,5.0,0.0,0.0,0.0
833d8bfffffffff,8.0,0.0,0.0,0.0
833d8cfffffffff,16.0,0.0,0.0,0.0
833d8dfffffffff,70.0,0.0,0.0,0.0
833d91fffffffff,17.0,0.0,0.0,0.0
833d92fffffffff,20.0,0.0,0.0,0.0
833d93fffffffff,11.0,0.0,0.0,0.0
833d96fffffffff,17.0,3.0,0.0,0.0
833d98fffffffff,41.0,0.0,0.0,0.0
833d99fffffffff,49.0,2.0,0.0,0.0
833d9afffffffff,10.0,0.0,0.0,0.0
833d9bfffffffff,240.0,8.0,0.0,0.0
833d9dfffffffff,15.0,0.0,0.0,0.0
833d9efffffffff,63.0,0.0,0.0,0.0
833da9fffffffff,1.0,0.0,0.0,0.0
833dabfffffffff,8.0,0.0,0.0,0.0
833dadfffffffff,54.0,0.0,0.0,0.0
833db2fffffffff,2.0,0.0,0.0,0.0
833db3fffffffff,12.0,0.0,0.0,0.0
83401dfffffffff,2.0,0.0,0.0,0.0
834022fffffffff,2.0,0.0,0.0,0.0
83402dfffffffff,60.0,0.0,0.0,0.0
834030fffffffff,6.0,0.0,0.0,0.0
834040fffffffff,6.0,0.0,0.0,0.0
834043fffffffff,6.0,0.0,0.0,0.0
834045fffffffff,5.0,0.0,0.0,0.0
834049fffffffff,22.0,0.0,0.0,0.0
83404cfffffffff,24.0,0.0,0.0,0.0
83404dfffffffff,20.0,7.0,0.0,0.0
83405cfffffffff,1.0,0.0,0.0,0.0
834061fffffffff,3.0,0.0,0.0,0.0
834065fffffffff,20.0,1.0,0.0,0.0
834066fffffffff,2.0,0.0,0.0,0.0
83406afffffffff,2.0,0.0,0.0,0.0
83406bfffffffff,4.0,0.0,0.0,0.0
834088fffffffff,3.0,0.0,0.0,0.0
834089fffffffff,6.0,0.0,0.0,0.0
83408bfffffffff,1.0,0.0,0.0,0.0
83408dfffffffff,6.0,0.0,0.0,0.0
83408efffffffff,2.0,0.0,0.0,0.0
834090fffffffff,2.0,0.0,0.0,0.0
834095fffffffff,4.0,0.0,0.0,0.0
8340a0fffffffff,1.0,0.0,0.0,0.0
8340a1fffffffff,1.0,0.0,0.0,0.0
8340a4fffffffff,4.0,0.0,0.0,0.0
8340a6fffffffff,9.0,2.0,0.0,1.0
8340a8fffffffff,3.0,0.0,0.0,0.0
8340b5fffffffff,15.0,1.0,0.0,2.0
8340c2fffffffff,3.0,2.0,0.0,0.0
8340c5fffffffff,6.0,3.0,0.0,0.0
8340c6fffffffff,8.0,2.0,0.0,0.0
8340defffffffff,3.0,0.0,0.0,0.0
8340e1fffffffff,12.0,3.0,0.0,0.0
8340e3fffffffff,9.0,0.0,0.0,0.0
8340e5fffffffff,3.0,0.0,0.0,1.0
8340eefffffffff,2.0,2.0,0.0,0.0
834103fffffffff,124.0,0.0,0.0,2.0
834118fffffffff,2.0,0.0,0.0,0.0
83411cfffffffff,272.0,35.0,0.0,35.0
83411dfffffffff,5.0,0.0,0.0,0.0
834133fffffffff,70.0,0.0,0.0,4.0
834142fffffffff,5.0,0.0,0.0,0.0
834143fffffffff,67.0,0.0,1.0,0.0
834145fffffffff,8.0,0.0,2.0,0.0
834148fffffffff,7.0,0.0,0.0,0.0
834149fffffffff,19.0,2.0,0.0,0.0
83414cfffffffff,29.0,3.0,0.0,0.0
83414dfffffffff,55.0,6.0,0.0,0.0
83414efffffffff,1.0,0.0,0.0,0.0
834150fffffffff,1.0,0.0,0.0,0.0
834153fffffffff,2.0,0.0,0.0,0.0
834154fffffffff,13.0,0.0,0.0,0.0
834158fffffffff,2.0,0.0,0.0,2.0
834159fffffffff,4.0,1.0,0.0,0.0
83415afffffffff,4.0,0.0,0.0,0.0
83415cfffffffff,10.0,0.0,0.0,0.0
83415efffffffff,13.0,0.0,0.0,2.0
834160fffffffff,8.0,0.0,0.0,2.0
834161fffffffff,3.0,0.0,0.0,0.0
834164fffffffff,12.0,1.0,0.0,0.0
834165fffffffff,9.0,0.0,0.0,0.0
834168fffffffff,11.0,0.0,0.0,0.0
834169fffffffff,13.0,0.0,0.0,1.0
83416afffffffff,18.0,2.0,0.0,0.0
83416bfffffffff,58.0,2.0,0.0,0.0
83416cfffffffff,10.0,0.0,0.0,0.0
83416dfffffffff,35.0,0.0,0.0,0.0
83416efffffffff,43.0,0.0,0.0,0.0
834170fffffffff,4.0,0.0,0.0,0.0
834171fffffffff,38.0,4.0,0.0,0.0
834173fffffffff,21.0,0.0,0.0,1.0
834174fffffffff,2.0,0.0,0.0,0.0
834175fffffffff,3.0,0.0,0.0,0.0
834184fffffffff,1.0,0.0,0.0,0.0
834185fffffffff,18.0,0.0,0.0,0.0
834189fffffffff,3.0,0.0,0.0,0.0
834191fffffffff,16.0,0.0,0.0,0.0
834192fffffffff,5.0,2.0,0.0,0.0
834193fffffffff,5.0,0.0,0.0,0.0
834194fffffffff,1.0,0.0,0.0,1.0
8341a0fffffffff,73.0,4.0,0.0,11.0
8341a4fffffffff,310.0,10.0,0.0,36.0
8341a5fffffffff,493.0,45.0,0.0,80.0
8341adfffffffff,2.0,1.0,0.0,0.0
8341b2fffffffff,6.0,0.0,0.0,0.0
8341b3fffffffff,3.0,2.0,0.0,0.0
8341b4fffffffff,852.0,0.0,0.0,41.0
8341b5fffffffff,722.0,1.0,0.0,35.0
8341b6fffffffff,26.0,5.0,0.0,6.0
834249fffffffff,7.0,0.0,0.0,0.0
8342dbfffffffff,1.0,0.0,0.0,0.0
834a24fffffffff,3.0,0.0,0.0,0.0
834a26fffffffff,3.0,0.0,0.0,0.0
834b12fffffffff,25.0,0.0,0.0,0.0
834b19fffffffff,4.0,0.0,0.0,0.0
834b1bfffffffff,1.0,0.0,0.0,0.0
834b26fffffffff,1.0,0.0,0.0,0.0
834b30fffffffff,19.0,2.0,0.0,1.0
834b34fffffffff,7.0,0.0,0.0,0.0
834b35fffffffff,3.0,1.0,0.0,0.0
834b82fffffffff,69.0,2.0,0.0,2.0
834b84fffffffff,1277.0,42.0,0.0,67.0
834b86fffffffff,3637.0,66.0,0.0,214.0
834b91fffffffff,606.0,2.0,0.0,15.0
834b93fffffffff,3.0,0.0,0.0,2.0
834b9cfffffffff,159.0,5.0,0.0,9.0
834ba0fffffffff,6555.0,186.0,0.0,535.0
834ba1fffffffff,3866.0,100.0,0.0,233.0
834ba2fffffffff,8969.0,209.0,0.0,405.0
834ba3fffffffff,2350.0,27.0,0.0,97.0
834ba5fffffffff,1598.0,70.0,0.0,100.0
834ba6fffffffff,613.0,5.0,0.0,17.0
834ba8fffffffff,33.0,0.0,0.0,1.0
834ba9fffffffff,4.0,0.0,0.0,0.0
834baefffffffff,3.0,0.0,0.0,0.0
834bb1fffffffff,8585.0,280.0,0.0,810.0
834bb5fffffffff,4739.0,177.0,0.0,227.0
836002fffffffff,867.0,0.0,0.0,2.0
836004fffffffff,120.0,0.0,0.0,0.0
836006fffffffff,1548.0,0.0,0.0,6.0
836010fffffffff,62.0,0.0,0.0,0.0
836011fffffffff,595.0,0.0,0.0,0.0
836012fffffffff,8.0,0.0,0.0,0.0
836013fffffffff,77.0,0.0,0.0,0.0
836014fffffffff,2628.0,31.0,0.0,0.0
836015fffffffff,2243.0,0.0,0.0,2.0
836016fffffffff,2226.0,44.0,0.0,0.0
83601afffffffff,2.0,0.0,0.0,0.0
83601efffffffff,917.0,0.0,0.0,0.0
836022fffffffff,1266.0,0.0,0.0,2.0
836026fffffffff,823.0,2.0,0.0,2.0
836030fffffffff,214.0,0.0,0.0,0.0
836031fffffffff,7071.0,3.0,0.0,50.0
836032fffffffff,660.0,5.0,0.0,0.0
836033fffffffff,2852.0,0.0,0.0,2.0
836034fffffffff,292.0,12.0,0.0,0.0
836035fffffffff,840.0,2.0,0.0,0.0
836036fffffffff,407.0,2.0,0.0,0.0
836081fffffffff,5.0,0.0,0.0,0.0
836084fffffffff,64.0,0.0,0.0,0.0
836085fffffffff,3.0,0.0,0.0,0.0
836086fffffffff,2.0,0.0,0.0,0.0
836088fffffffff,141.0,0.0,0.0,0.0
83608afffffffff,4.0,0.0,0.0,0.0
83608bfffffffff,20.0,0.0,0.0,0.0
83608cfffffffff,1.0,0.0,0.0,0.0
83608dfffffffff,40.0,0.0,0.0,0.0
83608efffffffff,9.0,0.0,0.0,0.0
836090fffffffff,33.0,0.0,0.0,0.0
836091fffffffff,8.0,0.0,0.0,0.0
836092fffffffff,27.0,4.0,0.0,0.0
836093fffffffff,16.0,0.0,0.0,0.0
836094fffffffff,15.0,0.0,0.0,0.0
836096fffffffff,63.0,0.0,0.0,0.0
836098fffffffff,6.0,0.0,0.0,0.0
836099fffffffff,9.0,0.0,0.0,0.0
83609dfffffffff,1.0,0.0,0.0,0.0
83609efffffffff,32.0,0.0,0.0,0.0
8360a0fffffffff,76.0,0.0,0.0,0.0
8360a1fffffffff,41.0,0.0,0.0,0.0
8360a2fffffffff,297.0,0.0,0.0,0.0
8360a3fffffffff,22.0,0.0,0.0,0.0
8360a4fffffffff,4.0,0.0,0.0,0.0
8360a5fffffffff,8.0,0.0,0.0,0.0
8360a6fffffffff,143.0,0.0,0.0,0.0
8360a8fffffffff,183.0,6.0,0.0,0.0
8360a9fffffffff,770.0,0.0,0.0,0.0
8360aafffffffff,4.0,0.0,0.0,0.0
8360abfffffffff,40.0,0.0,0.0,0.0
8360acfffffffff,39.0,0.0,0.0,0.0
8360adfffffffff,385.0,0.0,0.0,0.0
8360aefffffffff,13.0,0.0,0.0,0.0
8360b0fffffffff,11.0,0.0,0.0,0.0
8360b1fffffffff,513.0,0.0,0.0,0.0
8360b2fffffffff,6.0,0.0,0.0,0.0
8360b3fffffffff,19.0,0.0,0.0,0.0
8360b4fffffffff,29.0,0.0,0.0,0.0
8360b5fffffffff,33.0,0.0,0.0,0.0
8360b6fffffffff,9.0,0.0,0.0,0.0
836100fffffffff,128.0,12.0,0.0,0.0
836102fffffffff,1061.0,73.0,0.0,0.0
836103fffffffff,40.0,0.0,0.0,0.0
836106fffffffff,484.0,33.0,0.0,0.0
836111fffffffff,130.0,13.0,0.0,0.0
836113fffffffff,12.0,7.0,0.0,0.0
836115fffffffff,30.0,0.0,0.0,0.0
83611afffffffff,224.0,5.0,0.0,0.0
83611bfffffffff,198.0,1.0,0.0,0.0
83611cfffffffff,421.0,4.0,0.0,0.0
83611efffffffff,122.0,9.0,0.0,0.0
836188fffffffff,256.0,0.0,0.0,0.0
836189fffffffff,1845.0,25.0,0.0,0.0
83618afffffffff,16.0,0.0,0.0,0.0
83618bfffffffff,83.0,0.0,0.0,0.0
83618cfffffffff,1723.0,18.0,0.0,0.0
83618dfffffffff,236.0,0.0,0.0,0.0
83618efffffffff,178.0,5.0,0.0,0.0
836198fffffffff,45.0,0.0,0.0,0.0
836199fffffffff,1.0,0.0,0.0,0.0
83619afffffffff,147.0,0.0,0.0,0.0
83619bfffffffff,34.0,0.0,0.0,0.0
83619efffffffff,27.0,0.0,0.0,0.0
8361a9fffffffff,165.0,5.0,0.0,0.0
8361abfffffffff,439.0,2.0,0.0,0.0
8361adfffffffff,27.0,0.0,0.0,0.0
83640afffffffff,686.0,46.0,0.0,142.0
83640bfffffffff,167.0,10.0,0.0,30.0
83640dfffffffff,1.0,0.0,0.0,0.0
836412fffffffff,11.0,0.0,0.0,0.0
836416fffffffff,371.0,52.0,0.0,13.0
836419fffffffff,7.0,0.0,0.0,1.0
836422fffffffff,79.0,7.0,0.0,10.0
836426fffffffff,47.0,3.0,0.0,2.0
836428fffffffff,145.0,17.0,0.0,19.0
836429fffffffff,7.0,0.0,0.0,0.0
83642bfffffffff,15.0,0.0,0.0,0.0
83642dfffffffff,11.0,5.0,0.0,3.0
836430fffffffff,21.0,4.0,0.0,0.0
836431fffffffff,208.0,25.0,0.0,20.0
836432fffffffff,76.0,17.0,0.0,0.0
836433fffffffff,9.0,0.0,0.0,0.0
836434fffffffff,125.0,60.0,0.0,3.0
836435fffffffff,63.0,6.0,0.0,10.0
836480fffffffff,55.0,34.0,0.0,0.0
836481fffffffff,27.0,0.0,0.0,0.0
836482fffffffff,1230.0,276.0,0.0,29.0
836483fffffffff,7.0,0.0,0.0,0.0
836484fffffffff,190.0,47.0,0.0,1.0
836485fffffffff,15.0,6.0,0.0,2.0
836486fffffffff,24.0,8.0,0.0,0.0
836488fffffffff,6.0,0.0,0.0,0.0
83648afffffffff,3.0,0.0,0.0,0.0
83648bfffffffff,11.0,0.0,0.0,0.0
83648cfffffffff,102.0,8.0,0.0,0.0
83648dfffffffff,27.0,0.0,0.0,0.0
83648efffffffff,6.0,0.0,0.0,0.0
836490fffffffff,401.0,67.0,0.0,9.0
836491fffffffff,423.0,69.0,0.0,14.0
836492fffffffff,1.0,0.0,0.0,0.0
836494fffffffff,17.0,5.0,0.0,0.0
836495fffffffff,38.0,11.0,0.0,0.0
836496fffffffff,4.0,0.0,0.0,2.0
836498fffffffff,79.0,8.0,0.0,0.0
836499fffffffff,3.0,0.0,0.0,0.0
83649bfffffffff,16.0,0.0,0.0,0.0
83649cfffffffff,11.0,0.0,0.0,0.0
83649dfffffffff,14.0,0.0,0.0,3.0
83649efffffffff,1.0,0.0,0.0,0.0
8364a0fffffffff,206.0,29.0,0.0,0.0
8364a1fffffffff,18.0,1.0,0.0,5.0
8364a2fffffffff,504.0,54.0,0.0,11.0
8364a3fffffffff,70.0,19.0,0.0,0.0
8364a4fffffffff,1629.0,393.0,0.0,72.0
8364a5fffffffff,307.0,50.0,0.0,19.0
8364a6fffffffff,83.0,17.0,0.0,2.0
8364aafffffffff,2.0,0.0,0.0,0.0
8364abfffffffff,8.0,0.0,0.0,0.0
8364acfffffffff,1.0,0.0,0.0,0.0
8364b0fffffffff,25.0,0.0,0.0,0.0
8364b1fffffffff,236.0,22.0,0.0,2.0
8364b2fffffffff,75.0,15.0,0.0,0.0
8364b3fffffffff,24.0,7.0,0.0,2.0
8364b4fffffffff,209.0,10.0,0.0,0.0
8364b5fffffffff,68.0,7.0,0.0,0.0
8364b6fffffffff,419.0,26.0,0.0,46.0
8364e4fffffffff,3289.0,210.0,0.0,710.0
8364e6fffffffff,177.0,3.0,0.0,51.0
836500fffffffff,89.0,0.0,0.0,0.0
