cell_id,Columba palumbus,Columba palumbus [palumbus Group],Columba palumbus casiotis
831e10fffffffff,2.0,0.0,0.0
831e11fffffffff,2.0,0.0,0.0
831e12fffffffff,8.0,0.0,0.0
831e15fffffffff,3.0,0.0,0.0
831e1bfffffffff,1.0,0.0,0.0
831e20fffffffff,3.0,0.0,0.0
831e22fffffffff,5.0,0.0,0.0
831e23fffffffff,3.0,0.0,0.0
831e24fffffffff,1.0,0.0,0.0
831e2bfffffffff,4.0,0.0,0.0
831e2efffffffff,6.0,0.0,0.0
831e32fffffffff,1.0,0.0,0.0
831e34fffffffff,7.0,7.0,0.0
831e35fffffffff,34.0,21.0,0.0
831e42fffffffff,4.0,0.0,0.0
831e4dfffffffff,2.0,0.0,0.0
831e52fffffffff,2.0,2.0,0.0
831e55fffffffff,2.0,0.0,0.0
831e58fffffffff,12.0,12.0,0.0
831e5afffffffff,21.0,19.0,0.0
831e5cfffffffff,3.0,0.0,0.0
831e5efffffffff,8.0,6.0,0.0
831e63fffffffff,2.0,0.0,0.0
831e69fffffffff,1.0,0.0,0.0
831e6efffffffff,3.0,0.0,0.0
831e76fffffffff,2.0,0.0,0.0
831ea0fffffffff,10.0,0.0,0.0
831ea1fffffffff,2.0,0.0,0.0
831ea4fffffffff,2.0,2.0,0.0
831ea5fffffffff,9.0,0.0,0.0
831eb0fffffffff,2.0,0.0,0.0
831eb3fffffffff,4.0,0.0,0.0
831ec0fffffffff,10.0,0.0,0.0
831ec1fffffffff,6.0,0.0,0.0
831ec2fffffffff,10.0,0.0,0.0
831ec3fffffffff,2.0,2.0,0.0
831ec4fffffffff,1.0,0.0,0.0
831ec9fffffffff,14.0,0.0,0.0
831ecafffffffff,3.0,3.0,0.0
831ecdfffffffff,10.0,0.0,0.0
831ecefffffffff,2.0,0.0,0.0
831edafffffffff,5.0,0.0,0.0
831ee5fffffffff,2.0,2.0,0.0
831eeafffffffff,5.0,0.0,0.0
831eebfffffffff,2.0,0.0,0.0
831ef4fffffffff,1.0,0.0,0.0
831ef5fffffffff,1.0,0.0,0.0
831f00fffffffff,2.0,0.0,0.0
831f05fffffffff,2.0,0.0,0.0
831f0cfffffffff,1.0,0.0,0.0
831f19fffffffff,1.0,0.0,0.0
831f1afffffffff,201.0,199.0,0.0
831f1bfffffffff,2.0,0.0,0.0
831f28fffffffff,5.0,5.0,0.0
831f2afffffffff,1.0,0.0,0.0
831f2dfffffffff,2.0,1.0,0.0
831f33fffffffff,2.0,0.0,0.0
831f52fffffffff,4.0,0.0,0.0
831f5efffffffff,5.0,0.0,0.0
831f71fffffffff,1.0,0.0,0.0
831f72fffffffff,11.0,0.0,0.0
831f81fffffffff,6.0,0.0,0.0
831f82fffffffff,4.0,0.0,0.0
831f83fffffffff,9.0,1.0,0.0
831f88fffffffff,6.0,2.0,0.0
831f89fffffffff,2.0,2.0,0.0
831f8bfffffffff,2.0,0.0,0.0
831f8dfffffffff,4.0,0.0,0.0
831f8efffffffff,2.0,0.0,0.0
831f91fffffffff,2.0,2.0,0.0
831f98fffffffff,4.0,4.0,0.0
831f9bfffffffff,2.0,0.0,0.0
831fa1fffffffff,1.0,0.0,0.0
831fa2fffffffff,1.0,0.0,0.0
831fa4fffffffff,1.0,0.0,0.0
831fa9fffffffff,5.0,5.0,0.0
831facfffffffff,8.0,8.0,0.0
831fadfffffffff,27.0,27.0,0.0
831faefffffffff,10.0,10.0,0.0
831fb4fffffffff,1.0,1.0,0.0
832012fffffffff,2.0,0.0,0.0
832013fffffffff,1.0,0.0,1.0
832018fffffffff,2.0,0.0,0.0
83201afffffffff,1.0,0.0,1.0
832058fffffffff,2.0,0.0,0.0
8320a6fffffffff,2.0,0.0,2.0
8320aefffffffff,2.0,0.0,2.0
832512fffffffff,4.0,0.0,0.0
832516fffffffff,3.0,0.0,0.0
8325acfffffffff,4.0,0.0,0.0
8325b4fffffffff,3.0,0.0,0.0
832c00fffffffff,2.0,0.0,0.0
832c04fffffffff,1.0,0.0,0.0
832c06fffffffff,7.0,2.0,0.0
832c0bfffffffff,16.0,0.0,0.0
832c12fffffffff,1.0,0.0,0.0
832c14fffffffff,1.0,0.0,0.0
832c31fffffffff,5.0,0.0,0.0
832c33fffffffff,5.0,0.0,0.0
832c91fffffffff,11.0,0.0,0.0
832c93fffffffff,1.0,0.0,0.0
832cf3fffffffff,9.0,0.0,0.0
832d03fffffffff,2.0,0.0,0.0
832d0efffffffff,1.0,0.0,0.0
832d18fffffffff,1.0,0.0,0.0
832d64fffffffff,10.0,0.0,0.0
832d84fffffffff,4.0,0.0,0.0
832da1fffffffff,2.0,0.0,0.0
832da8fffffffff,2.0,0.0,0.0
832db0fffffffff,32.0,0.0,0.0
832db1fffffffff,31.0,0.0,0.0
832db2fffffffff,1.0,0.0,0.0
833434fffffffff,2.0,0.0,0.0
833441fffffffff,1.0,0.0,0.0
833469fffffffff,2.0,0.0,0.0
83346bfffffffff,2.0,0.0,0.0
83351bfffffffff,40.0,0.0,0.0
8335a8fffffffff,2.0,0.0,0.0
833829fffffffff,1.0,0.0,0.0
833862fffffffff,49.0,12.0,0.0
833863fffffffff,3.0,0.0,0.0
833871fffffffff,1.0,0.0,0.0
833875fffffffff,29.0,3.0,0.0
833900fffffffff,83.0,57.0,0.0
833901fffffffff,151.0,121.0,0.0
833902fffffffff,13.0,7.0,0.0
833903fffffffff,54.0,35.0,0.0
833904fffffffff,4.0,0.0,0.0
833905fffffffff,18.0,13.0,0.0
833906fffffffff,26.0,9.0,0.0
833908fffffffff,8.0,6.0,0.0
833909fffffffff,1.0,0.0,0.0
83390afffffffff,3.0,3.0,0.0
83390cfffffffff,191.0,181.0,0.0
83390dfffffffff,4.0,0.0,0.0
83390efffffffff,7.0,0.0,0.0
833910fffffffff,24.0,0.0,0.0
833911fffffffff,54.0,0.0,0.0
833915fffffffff,11.0,3.0,0.0
833918fffffffff,10.0,2.0,0.0
833919fffffffff,9.0,5.0,0.0
83391afffffffff,8.0,0.0,0.0
83391dfffffffff,11.0,0.0,0.0
833920fffffffff,25.0,2.0,0.0
833921fffffffff,4.0,0.0,0.0
833922fffffffff,33.0,10.0,0.0
833923fffffffff,23.0,0.0,0.0
833925fffffffff,11.0,0.0,0.0
833928fffffffff,36.0,3.0,0.0
833929fffffffff,35.0,28.0,0.0
83392afffffffff,23.0,19.0,0.0
83392bfffffffff,36.0,34.0,0.0
83392cfffffffff,10.0,8.0,0.0
83392dfffffffff,10.0,10.0,0.0
83392efffffffff,12.0,0.0,0.0
833931fffffffff,10.0,0.0,0.0
833933fffffffff,11.0,3.0,0.0
833942fffffffff,3.0,2.0,0.0
833943fffffffff,14.0,14.0,0.0
833944fffffffff,39.0,39.0,0.0
833945fffffffff,6.0,6.0,0.0
833946fffffffff,22.0,22.0,0.0
833954fffffffff,9.0,4.0,0.0
833956fffffffff,3.0,3.0,0.0
83395afffffffff,7.0,0.0,0.0
83395cfffffffff,4.0,4.0,0.0
833962fffffffff,4.0,4.0,0.0
833970fffffffff,39.0,34.0,0.0
833971fffffffff,63.0,62.0,0.0
833972fffffffff,170.0,2.0,0.0
833973fffffffff,113.0,4.0,0.0
833974fffffffff,11.0,6.0,0.0
833975fffffffff,2.0,2.0,0.0
833976fffffffff,14.0,10.0,0.0
833981fffffffff,3.0,0.0,0.0
83398efffffffff,2.0,2.0,0.0
833c02fffffffff,2.0,0.0,0.0
833c1dfffffffff,7.0,0.0,0.0
833c31fffffffff,6.0,0.0,0.0
833c33fffffffff,1.0,0.0,0.0
833d04fffffffff,20.0,0.0,0.0
833d10fffffffff,18.0,0.0,0.0
833d11fffffffff,10.0,0.0,0.0
833d13fffffffff,12.0,0.0,0.0
833d15fffffffff,4.0,0.0,0.0
833d1afffffffff,4.0,0.0,0.0
833d1efffffffff,15.0,0.0,0.0
833d30fffffffff,8.0,0.0,0.0
833d33fffffffff,10.0,0.0,0.0
833d34fffffffff,4.0,0.0,0.0
833dadfffffffff,29.0,0.0,0.0
833f45fffffffff,3.0,0.0,0.0
833f4dfffffffff,3.0,2.0,0.0
833f60fffffffff,1.0,0.0,0.0
833f6efffffffff,2.0,0.0,0.0
833f76fffffffff,7.0,0.0,0.0
834268fffffffff,2.0,0.0,0.0
834269fffffffff,8.0,0.0,0.0
8343a0fffffffff,2.0,0.0,0.0
8343a1fffffffff,114.0,6.0,2.0
8343acfffffffff,10.0,0.0,0.0
8343aefffffffff,2.0,0.0,0.0
835326fffffffff,4.0,0.0,0.0
