cell_id,Aerodramus brevirostris,Aerodramus brevirostris brevirostris/innominatus,Aerodramus brevirostris rogersi
834148fffffffff,1.0,0.0,0.0
834149fffffffff,11.0,0.0,0.0
83414bfffffffff,2.0,0.0,0.0
83414cfffffffff,4.0,0.0,0.0
834150fffffffff,1.0,0.0,0.0
834154fffffffff,3.0,0.0,0.0
834159fffffffff,2.0,0.0,0.0
83415cfffffffff,2.0,0.0,0.0
834160fffffffff,4.0,0.0,0.0
834165fffffffff,2.0,0.0,0.0
83416afffffffff,4.0,2.0,0.0
83416bfffffffff,12.0,2.0,1.0
8341b2fffffffff,2.0,0.0,0.0
8341b6fffffffff,2.0,0.0,0.0
834b30fffffffff,13.0,0.0,0.0
834b35fffffffff,4.0,0.0,0.0
836416fffffffff,317.0,10.0,0.0
836480fffffffff,14.0,2.0,2.0
836482fffffffff,425.0,15.0,8.0
836484fffffffff,4.0,0.0,0.0
836485fffffffff,2.0,0.0,0.0
83648bfffffffff,3.0,0.0,0.0
83648cfffffffff,5.0,0.0,0.0
836490fffffffff,51.0,0.0,0.0
836491fffffffff,352.0,15.0,3.0
836494fffffffff,2.0,0.0,0.0
836495fffffffff,35.0,2.0,22.0
836498fffffffff,55.0,4.0,0.0
83649bfffffffff,2.0,0.0,0.0
83649dfffffffff,1.0,0.0,0.0
8364a0fffffffff,1.0,0.0,0.0
8364a1fffffffff,10.0,0.0,0.0
8364a3fffffffff,40.0,0.0,0.0
8364a5fffffffff,8.0,0.0,0.0
8364b0fffffffff,11.0,0.0,0.0
8364b1fffffffff,5.0,0.0,0.0
8364b2fffffffff,16.0,0.0,0.0
8364b3fffffffff,3.0,0.0,0.0
8364b5fffffffff,11.0,0.0,0.0
8364b6fffffffff,14.0,1.0,0.0
836500fffffffff,7.0,0.0,0.0
836501fffffffff,2.0,0.0,0.0
836505fffffffff,16.0,0.0,0.0
836526fffffffff,4.0,0.0,0.0
836580fffffffff,14.0,0.0,8.0
836582fffffffff,6.0,0.0,0.0
836583fffffffff,3.0,0.0,0.0
836584fffffffff,7.0,0.0,0.0
836585fffffffff,7.0,0.0,3.0
836590fffffffff,2.0,0.0,0.0
836591fffffffff,9.0,0.0,3.0
836592fffffffff,1.0,0.0,0.0
836593fffffffff,3.0,0.0,0.0
836595fffffffff,2.0,0.0,0.0
836599fffffffff,403.0,91.0,0.0
83659cfffffffff,10.0,0.0,3.0
83659efffffffff,2.0,0.0,0.0
8365a2fffffffff,11.0,0.0,0.0
8365b0fffffffff,20.0,0.0,4.0
8365b2fffffffff,4.0,0.0,0.0
8365b3fffffffff,11.0,0.0,0.0
8365b4fffffffff,1.0,0.0,0.0
8365b5fffffffff,5.0,0.0,0.0
8365b6fffffffff,29.0,0.0,0.0
836934fffffffff,3.0,0.0,0.0
