cell_id,Anarhynchus nivosus,Anarhynchus nivosus nivosus,Anarhynchus nivosus occidentalis
8429a17ffffffff,325.0,0.0,0.0
8429a19ffffffff,1359.0,0.0,0.0
8429a31ffffffff,94.0,0.0,0.0
8429a3bffffffff,26.0,0.0,0.0
8429a3dffffffff,32.0,0.0,0.0
8429a41ffffffff,943.0,0.0,0.0
8429a43ffffffff,52.0,0.0,0.0
8429a47ffffffff,29.0,0.0,0.0
8429a4dffffffff,1110.0,0.0,0.0
8429a51ffffffff,4.0,0.0,0.0
8429a55ffffffff,457.0,0.0,0.0
8429a57ffffffff,1112.0,0.0,0.0
8429a59ffffffff,429.0,0.0,0.0
8429a61ffffffff,660.0,0.0,0.0
8429a65ffffffff,67.0,0.0,0.0
8429a6dffffffff,992.0,0.0,0.0
8429a81ffffffff,51.0,0.0,0.0
8429a83ffffffff,6.0,0.0,0.0
8429a89ffffffff,117.0,0.0,0.0
8429a8bffffffff,2.0,0.0,0.0
8429aa7ffffffff,14.0,0.0,0.0
8429aadffffffff,127.0,0.0,0.0
8429ab9ffffffff,23.0,0.0,0.0
8429ac3ffffffff,1.0,0.0,0.0
8429ac7ffffffff,8.0,0.0,0.0
8429ac9ffffffff,684.0,0.0,0.0
8429ad1ffffffff,740.0,0.0,0.0
8429ad3ffffffff,304.0,0.0,0.0
8429ad9ffffffff,8.0,0.0,0.0
8429addffffffff,182.0,0.0,0.0
8429aedffffffff,1.0,0.0,0.0
8429b09ffffffff,2.0,0.0,0.0
8429b43ffffffff,10.0,0.0,0.0
8429b5dffffffff,5.0,0.0,0.0
8444131ffffffff,1342.0,34.0,0.0
8444133ffffffff,179.0,5.0,0.0
844413bffffffff,41.0,0.0,0.0
844413dffffffff,110.0,0.0,0.0
84441a9ffffffff,20.0,0.0,0.0
84441abffffffff,143.0,1.0,0.0
84441e1ffffffff,1109.0,16.0,0.0
84441e3ffffffff,885.0,24.0,0.0
84441e5ffffffff,6.0,0.0,0.0
84441e7ffffffff,187.0,0.0,0.0
84441edffffffff,60.0,0.0,0.0
8444249ffffffff,98.0,0.0,0.0
844424dffffffff,71.0,0.0,0.0
844444bffffffff,7.0,0.0,0.0
8444459ffffffff,34.0,0.0,0.0
8444509ffffffff,468.0,0.0,0.0
844450dffffffff,1432.0,0.0,0.0
8444543ffffffff,6.0,0.0,0.0
8444551ffffffff,114.0,0.0,0.0
8444555ffffffff,426.0,0.0,0.0
844455dffffffff,83.0,0.0,0.0
8444563ffffffff,295.0,0.0,0.0
8444567ffffffff,88.0,0.0,0.0
8444633ffffffff,710.0,0.0,0.0
8444637ffffffff,3.0,0.0,0.0
8444693ffffffff,4.0,0.0,0.0
84446c5ffffffff,469.0,0.0,0.0
84446c9ffffffff,5.0,0.0,0.0
84446cdffffffff,2812.0,0.0,0.0
84446e5ffffffff,2.0,0.0,0.0
84446e9ffffffff,283.0,0.0,0.0
84446edffffffff,436.0,0.0,0.0
8444711ffffffff,12.0,0.0,0.0
8444715ffffffff,75.0,0.0,0.0
8444731ffffffff,7.0,0.0,0.0
844473bffffffff,372.0,0.0,0.0
8444a2dffffffff,1.0,0.0,0.0
8444e41ffffffff,8.0,0.0,0.0
8444e43ffffffff,96.0,0.0,0.0
8444e47ffffffff,102.0,0.0,0.0
8444e51ffffffff,371.0,0.0,0.0
8444e53ffffffff,11.0,0.0,0.0
8444e55ffffffff,15.0,0.0,0.0
8444e5bffffffff,32.0,0.0,0.0
8444e63ffffffff,39.0,0.0,0.0
8444e6bffffffff,105.0,0.0,0.0
8445091ffffffff,92.0,27.0,0.0
8445093ffffffff,105.0,28.0,0.0
8445097ffffffff,22.0,0.0,0.0
844509bffffffff,118.0,22.0,0.0
84450a1ffffffff,1.0,0.0,0.0
84450a5ffffffff,9.0,0.0,0.0
84450a9ffffffff,11.0,0.0,0.0
84450adffffffff,21.0,0.0,0.0
84450b1ffffffff,238.0,16.0,0.0
84450b5ffffffff,130.0,4.0,0.0
84450b9ffffffff,1.0,0.0,0.0
84450e1ffffffff,3.0,0.0,0.0
84450e3ffffffff,2.0,0.0,0.0
84450e7ffffffff,3.0,0.0,0.0
84450ebffffffff,4.0,0.0,0.0
844519bffffffff,2.0,0.0,0.0
84451d3ffffffff,3.0,0.0,0.0
844554dffffffff,4.0,0.0,0.0
8445721ffffffff,114.0,4.0,0.0
8445723ffffffff,19.0,3.0,0.0
8445727ffffffff,176.0,23.0,0.0
8445749ffffffff,106.0,0.0,0.0
844574dffffffff,4.0,0.0,0.0
8448005ffffffff,21.0,0.0,0.0
8448017ffffffff,65.0,0.0,0.0
8448039ffffffff,2.0,0.0,0.0
8448059ffffffff,10.0,0.0,0.0
844805bffffffff,6.0,0.0,0.0
8448061ffffffff,28.0,0.0,0.0
8448065ffffffff,4.0,0.0,0.0
8448083ffffffff,4.0,0.0,0.0
8448085ffffffff,6.0,0.0,0.0
8448097ffffffff,4.0,0.0,0.0
84480bbffffffff,16.0,0.0,0.0
84480d3ffffffff,1.0,0.0,0.0
84480ddffffffff,37.0,0.0,0.0
84480e1ffffffff,4.0,0.0,0.0
8448233ffffffff,88.0,0.0,0.0
8448237ffffffff,1.0,0.0,0.0
844823bffffffff,1.0,0.0,0.0
8448283ffffffff,3.0,0.0,0.0
8448295ffffffff,7.0,0.0,0.0
84482a1ffffffff,2.0,0.0,0.0
84482a9ffffffff,13.0,0.0,0.0
84482abffffffff,6.0,0.0,0.0
84482adffffffff,48.0,0.0,0.0
84482bbffffffff,8.0,0.0,0.0
84482e3ffffffff,14.0,0.0,0.0
84482e5ffffffff,4.0,0.0,0.0
84482edffffffff,4.0,0.0,0.0
8448305ffffffff,10.0,2.0,0.0
8448329ffffffff,19.0,6.0,0.0
844832bffffffff,21.0,3.0,0.0
8448331ffffffff,7.0,0.0,0.0
8448333ffffffff,10.0,0.0,0.0
8448361ffffffff,4.0,0.0,0.0
8448363ffffffff,55.0,0.0,0.0
8448369ffffffff,52.0,0.0,0.0
8448425ffffffff,7.0,0.0,0.0
8448435ffffffff,2.0,0.0,0.0
8448437ffffffff,72.0,0.0,0.0
8448469ffffffff,2.0,0.0,0.0
844846bffffffff,3.0,0.0,0.0
84484a5ffffffff,465.0,0.0,0.0
84484a7ffffffff,4.0,0.0,0.0
844850dffffffff,9.0,0.0,0.0
844851bffffffff,2.0,0.0,0.0
8448551ffffffff,9.0,0.0,0.0
8448555ffffffff,1.0,0.0,0.0
8448557ffffffff,7.0,0.0,0.0
844855bffffffff,3.0,0.0,0.0
8448569ffffffff,33.0,0.0,0.0
844856bffffffff,25.0,0.0,0.0
8448585ffffffff,36.0,0.0,0.0
8448587ffffffff,12.0,0.0,0.0
84485b7ffffffff,2.0,0.0,0.0
84485b9ffffffff,17.0,0.0,0.0
84485c7ffffffff,8.0,0.0,0.0
84485d1ffffffff,2.0,0.0,0.0
84485d3ffffffff,2.0,0.0,0.0
84485d9ffffffff,48.0,0.0,0.0
84485e1ffffffff,9.0,0.0,0.0
84485e3ffffffff,3.0,0.0,0.0
84485e5ffffffff,22.0,0.0,0.0
84485e7ffffffff,70.0,0.0,0.0
8448707ffffffff,2.0,0.0,0.0
8448715ffffffff,12.0,0.0,0.0
8448725ffffffff,2.0,0.0,0.0
8448727ffffffff,2.0,0.0,0.0
844872bffffffff,10.0,0.0,0.0
8448731ffffffff,25.0,0.0,0.0
8448733ffffffff,120.0,0.0,0.0
8448739ffffffff,8.0,0.0,0.0
844873bffffffff,4.0,0.0,0.0
8448825ffffffff,8.0,0.0,0.0
8448891ffffffff,28.0,0.0,0.0
84488a7ffffffff,29.0,0.0,0.0
84488b1ffffffff,84.0,0.0,0.0
84488b3ffffffff,4.0,0.0,0.0
84488b7ffffffff,17.0,0.0,0.0
8448901ffffffff,9.0,0.0,0.0
8448903ffffffff,52.0,0.0,0.0
8448907ffffffff,49.0,0.0,0.0
844890bffffffff,128.0,0.0,0.0
8448923ffffffff,146.0,0.0,0.0
8448927ffffffff,149.0,0.0,0.0
844892bffffffff,120.0,0.0,0.0
8448939ffffffff,2.0,0.0,0.0
844893dffffffff,13.0,0.0,0.0
8448951ffffffff,42.0,0.0,0.0
8448955ffffffff,818.0,0.0,0.0
8448957ffffffff,36.0,0.0,0.0
8448959ffffffff,27.0,0.0,0.0
844895dffffffff,165.0,0.0,0.0
8448981ffffffff,3.0,0.0,0.0
8448983ffffffff,1.0,0.0,0.0
84489a3ffffffff,2.0,0.0,0.0
84489a9ffffffff,12.0,0.0,0.0
84489abffffffff,7.0,0.0,0.0
84489e3ffffffff,5.0,0.0,0.0
8448a07ffffffff,8.0,0.0,0.0
8448ae1ffffffff,3.0,0.0,0.0
8448b05ffffffff,2.0,0.0,0.0
8448b23ffffffff,1005.0,0.0,0.0
8448b2bffffffff,176.0,0.0,0.0
8448b31ffffffff,28.0,0.0,0.0
8448b35ffffffff,34.0,0.0,0.0
8448b37ffffffff,22.0,0.0,0.0
8448b3dffffffff,48.0,0.0,0.0
8448b4dffffffff,12.0,0.0,0.0
8448c07ffffffff,1.0,0.0,0.0
8448c2bffffffff,10.0,0.0,0.0
8448c2dffffffff,119.0,0.0,0.0
8448c35ffffffff,18.0,0.0,0.0
8448c3dffffffff,9.0,0.0,0.0
8448c51ffffffff,6.0,0.0,0.0
8448d03ffffffff,462.0,0.0,0.0
8448d09ffffffff,76.0,0.0,0.0
8448d0dffffffff,8.0,0.0,0.0
8448d23ffffffff,4.0,0.0,0.0
8448d27ffffffff,10.0,0.0,0.0
8448d33ffffffff,9.0,0.0,0.0
8448d41ffffffff,4.0,0.0,0.0
8448d47ffffffff,4.0,0.0,0.0
8448e5bffffffff,2.0,0.0,0.0
8448f25ffffffff,74.0,0.0,0.0
8448f39ffffffff,2.0,0.0,0.0
8448f3bffffffff,5.0,0.0,0.0
8449801ffffffff,12.0,0.0,0.0
8449803ffffffff,4.0,0.0,0.0
8449929ffffffff,2.0,0.0,0.0
844992bffffffff,1.0,0.0,0.0
8449931ffffffff,5.0,0.0,0.0
8449947ffffffff,5.0,0.0,0.0
8449951ffffffff,11.0,0.0,0.0
8449953ffffffff,2.0,0.0,0.0
8449959ffffffff,1.0,0.0,0.0
8449965ffffffff,172.0,0.0,0.0
8449967ffffffff,4.0,0.0,0.0
8449a2bffffffff,1.0,0.0,0.0
8449a39ffffffff,2.0,0.0,0.0
8449a89ffffffff,3.0,0.0,0.0
8449a8dffffffff,18.0,0.0,0.0
8449a93ffffffff,2.0,0.0,0.0
8449a97ffffffff,25.0,0.0,0.0
8449a99ffffffff,3.0,0.0,0.0
8449a9bffffffff,10.0,0.0,0.0
8449aa7ffffffff,1.0,0.0,0.0
8449aabffffffff,3.0,0.0,0.0
8449ab1ffffffff,1.0,0.0,0.0
8449abdffffffff,41.0,0.0,0.0
8449ac7ffffffff,4.0,0.0,0.0
8449b47ffffffff,1.0,0.0,0.0
8449b51ffffffff,4.0,0.0,0.0
8449b6bffffffff,3.0,0.0,0.0
844c819ffffffff,2.0,0.0,0.0
844c837ffffffff,41.0,0.0,0.0
844c883ffffffff,35.0,0.0,0.0
844c887ffffffff,3.0,0.0,0.0
844c94bffffffff,2.0,0.0,0.0
844c95dffffffff,2.0,0.0,0.0
844caa1ffffffff,2.0,0.0,0.0
844caa3ffffffff,41.0,0.0,0.0
844cabdffffffff,8.0,0.0,0.0
844cc0bffffffff,401.0,0.0,0.0
844cc2dffffffff,3.0,0.0,0.0
844cc53ffffffff,2.0,0.0,0.0
844cc55ffffffff,2.0,0.0,0.0
844cc57ffffffff,3.0,0.0,0.0
844cc5dffffffff,97.0,0.0,0.0
844cc61ffffffff,2.0,0.0,0.0
844cd09ffffffff,2.0,0.0,0.0
844cd0dffffffff,70.0,0.0,0.0
844cd21ffffffff,6.0,0.0,0.0
844cd67ffffffff,3.0,0.0,0.0
844ceadffffffff,65.0,0.0,0.0
844ced7ffffffff,2.0,0.0,0.0
844d497ffffffff,2.0,0.0,0.0
844d4bbffffffff,66.0,0.0,0.0
845e659ffffffff,2.0,0.0,0.0
845f4b3ffffffff,39.0,0.0,0.0
846620bffffffff,58.0,0.0,0.0
8466251ffffffff,5.0,0.0,0.0
846625bffffffff,2.0,0.0,0.0
8466d05ffffffff,1.0,0.0,0.0
8467251ffffffff,3.0,0.0,0.0
846725dffffffff,1.0,0.0,0.0
8467407ffffffff,4.0,4.0,0.0
846743dffffffff,1.0,0.0,0.0
8467445ffffffff,1.0,0.0,0.0
8467447ffffffff,66.0,0.0,0.0
846745bffffffff,2.0,0.0,0.0
8467461ffffffff,6.0,0.0,0.0
846746bffffffff,134.0,0.0,0.0
8467521ffffffff,2.0,0.0,0.0
8467523ffffffff,47.0,0.0,0.0
846752dffffffff,23.0,0.0,0.0
8467551ffffffff,15.0,0.0,0.0
8467553ffffffff,9.0,0.0,0.0
8467559ffffffff,39.0,0.0,0.0
8467693ffffffff,1.0,0.0,0.0
846769bffffffff,5.0,0.0,0.0
846d041ffffffff,10.0,0.0,0.0
846d043ffffffff,2.0,0.0,0.0
846d045ffffffff,1.0,0.0,0.0
846d069ffffffff,121.0,6.0,0.0
846d141ffffffff,9.0,0.0,0.0
846d143ffffffff,16.0,0.0,0.0
846d159ffffffff,2.0,0.0,0.0
846d15dffffffff,4.0,0.0,0.0
846d241ffffffff,4.0,0.0,0.0
846d247ffffffff,12.0,0.0,0.0
846d313ffffffff,42.0,0.0,0.0
846d341ffffffff,9.0,0.0,0.0
846d34dffffffff,44.0,0.0,0.0
846d35bffffffff,12.0,0.0,0.0
846d639ffffffff,21.0,0.0,0.0
846d745ffffffff,15.0,0.0,0.0
846d747ffffffff,2.0,0.0,0.0
846d75bffffffff,5.0,0.0,0.0
846d75dffffffff,36.0,0.0,0.0
848e259ffffffff,2.0,0.0,0.0
848e451ffffffff,2.0,0.0,0.0
848e455ffffffff,23.0,0.0,0.0
848e45dffffffff,281.0,0.0,0.0
848e4c9ffffffff,9.0,0.0,0.0
848e621ffffffff,129.0,0.0,0.0
848e623ffffffff,8.0,0.0,0.0
848e62dffffffff,14.0,0.0,0.0
848e637ffffffff,1.0,0.0,0.0
848e6a5ffffffff,2.0,0.0,0.0
848e6a7ffffffff,2.0,0.0,0.0
848e6b5ffffffff,18.0,0.0,0.0
848e759ffffffff,75.0,0.0,0.0
848e75bffffffff,2.0,0.0,0.0
848f081ffffffff,5.0,0.0,0.0
848f087ffffffff,23.0,0.0,0.0
848f089ffffffff,9.0,0.0,0.0
848f095ffffffff,7.0,0.0,0.0
848f0b3ffffffff,18.0,0.0,0.0
848f0b9ffffffff,4.0,0.0,0.0
848f0bbffffffff,67.0,0.0,0.0
848f0c3ffffffff,7.0,0.0,0.0
848f0d9ffffffff,2.0,0.0,2.0
848f0ddffffffff,5.0,0.0,0.0
848f295ffffffff,3.0,0.0,0.0
848f2a1ffffffff,44.0,0.0,0.0
848f2a3ffffffff,4.0,0.0,0.0
848f2a7ffffffff,170.0,0.0,4.0
848f2a9ffffffff,2.0,0.0,0.0
848f2b5ffffffff,11.0,0.0,0.0
848f2b9ffffffff,1.0,0.0,0.0
848f505ffffffff,443.0,0.0,0.0
848f507ffffffff,20.0,0.0,0.0
848f531ffffffff,2.0,0.0,0.0
848f539ffffffff,2.0,0.0,0.0
848f53dffffffff,1.0,0.0,0.0
848f563ffffffff,6.0,0.0,0.0
848f565ffffffff,4.0,0.0,0.0
848f56dffffffff,8.0,0.0,0.0
848f5a3ffffffff,4.0,0.0,0.0
848f5abffffffff,3.0,0.0,0.0
848f5b7ffffffff,41.0,0.0,0.0
848f5e5ffffffff,20.0,0.0,0.0
848f5e7ffffffff,6.0,0.0,0.0
848f5edffffffff,12.0,0.0,0.0
84b2001ffffffff,6.0,0.0,0.0
84b2007ffffffff,134.0,0.0,0.0
84b2009ffffffff,4.0,0.0,0.0
84b2031ffffffff,17.0,0.0,0.0
84b2037ffffffff,25.0,0.0,0.0
84b2039ffffffff,26.0,0.0,0.0
84b2041ffffffff,2.0,0.0,0.0
84b2043ffffffff,7.0,0.0,0.0
84b2049ffffffff,1.0,0.0,0.0
84b218bffffffff,14.0,0.0,0.0
84b2191ffffffff,88.0,0.0,0.0
84b2195ffffffff,2.0,0.0,0.0
84b2197ffffffff,193.0,0.0,0.0
84b219dffffffff,10.0,0.0,0.0
84b21bbffffffff,169.0,0.0,0.0
84b21d5ffffffff,2.0,0.0,0.0
84b21d7ffffffff,96.0,0.0,0.0
84b21ddffffffff,51.0,0.0,0.0
84b2221ffffffff,3.0,0.0,0.0
84b2223ffffffff,9.0,0.0,0.0
84b2229ffffffff,2.0,0.0,0.0
84b2261ffffffff,41.0,0.0,0.0
84b2269ffffffff,16.0,0.0,0.0
84b2c05ffffffff,21.0,0.0,0.0
84b2c0dffffffff,428.0,0.0,5.0
84b2c2bffffffff,41.0,0.0,0.0
84b2c35ffffffff,24.0,0.0,0.0
84b2c3dffffffff,22.0,0.0,0.0
84b2c41ffffffff,92.0,0.0,0.0
84b2c47ffffffff,30.0,0.0,0.0
84b2c49ffffffff,22.0,0.0,0.0
84b2c4dffffffff,2.0,0.0,0.0
84b2d81ffffffff,1.0,0.0,0.0
84b2dcbffffffff,10.0,0.0,0.0
84b2e21ffffffff,61.0,0.0,0.0
84b2e27ffffffff,126.0,0.0,0.0
84b2e2dffffffff,217.0,0.0,0.0
84b2e65ffffffff,1.0,0.0,0.0
84b2e6dffffffff,22.0,0.0,0.0
84b3007ffffffff,4.0,0.0,0.0
84b3045ffffffff,23.0,0.0,0.0
84b3047ffffffff,63.0,0.0,0.0
84b3193ffffffff,38.0,0.0,0.0
84b31d3ffffffff,2.0,0.0,0.0
84b31d9ffffffff,9.0,0.0,0.0
84b31dbffffffff,4.0,0.0,0.0
84b3303ffffffff,51.0,0.0,0.0
84b3313ffffffff,16.0,0.0,0.0
84b3363ffffffff,4.0,0.0,0.0
84ce881ffffffff,2.0,0.0,0.0
84cea85ffffffff,3.0,0.0,0.0
84cea89ffffffff,45.0,0.0,0.0
84ceac1ffffffff,4.0,0.0,0.0
84ceac5ffffffff,1.0,0.0,0.0
