cell_id,Spinus pinus,Spinus pinus pinus/macropterus,Spinus pinus perplexus,Spinus pinus (green morph)
840d409ffffffff,2.0,0.0,0.0,0.0
840d425ffffffff,1.0,0.0,0.0,0.0
840d463ffffffff,4.0,0.0,0.0,0.0
840d483ffffffff,8.0,0.0,0.0,0.0
840d485ffffffff,2.0,0.0,0.0,0.0
840d487ffffffff,3.0,0.0,0.0,0.0
840d49dffffffff,2.0,0.0,0.0,0.0
840d4a1ffffffff,8.0,0.0,0.0,0.0
840d4abffffffff,3.0,0.0,0.0,0.0
840d4d5ffffffff,16.0,0.0,0.0,0.0
840d4e7ffffffff,7.0,0.0,0.0,0.0
840d533ffffffff,1.0,0.0,0.0,0.0
840d537ffffffff,1.0,0.0,0.0,0.0
840d585ffffffff,26.0,0.0,0.0,0.0
840d58dffffffff,2.0,0.0,0.0,0.0
840d595ffffffff,6.0,0.0,0.0,0.0
840d5a5ffffffff,1.0,0.0,0.0,0.0
840d5a9ffffffff,77.0,0.0,0.0,0.0
840d5abffffffff,2.0,0.0,0.0,0.0
840d5adffffffff,2.0,0.0,0.0,0.0
840d5b9ffffffff,6.0,0.0,0.0,0.0
840d5e3ffffffff,4.0,0.0,0.0,0.0
840d5e7ffffffff,16.0,0.0,0.0,0.0
840d619ffffffff,2.0,0.0,0.0,0.0
840d6a3ffffffff,1.0,0.0,0.0,0.0
840d6a7ffffffff,2.0,0.0,0.0,0.0
840d6b9ffffffff,2.0,0.0,0.0,0.0
840d737ffffffff,4.0,0.0,0.0,0.0
840e453ffffffff,4.0,0.0,0.0,0.0
840e45bffffffff,20.0,0.0,0.0,0.0
840e481ffffffff,5.0,0.0,0.0,0.0
840e483ffffffff,5.0,0.0,0.0,0.0
840e485ffffffff,1.0,0.0,0.0,0.0
840e487ffffffff,5.0,0.0,0.0,0.0
840e48dffffffff,35.0,0.0,0.0,0.0
840e491ffffffff,184.0,0.0,0.0,0.0
840e493ffffffff,21.0,0.0,0.0,0.0
840e495ffffffff,2.0,0.0,0.0,0.0
840e497ffffffff,214.0,0.0,0.0,0.0
840e499ffffffff,24.0,0.0,0.0,0.0
840e49bffffffff,289.0,0.0,0.0,0.0
840e49dffffffff,3.0,0.0,0.0,0.0
840e4a1ffffffff,2.0,0.0,0.0,0.0
840e4a3ffffffff,2.0,0.0,0.0,0.0
840e4a5ffffffff,4.0,0.0,0.0,0.0
840e4a7ffffffff,7.0,0.0,0.0,0.0
840e4a9ffffffff,44.0,0.0,0.0,0.0
840e4abffffffff,1.0,0.0,0.0,0.0
840e4b1ffffffff,2.0,0.0,0.0,0.0
840e4b3ffffffff,139.0,0.0,0.0,0.0
840e4b9ffffffff,2.0,0.0,0.0,0.0
840e4bbffffffff,4.0,0.0,0.0,0.0
840e4c1ffffffff,2.0,0.0,0.0,0.0
840e4c3ffffffff,4.0,0.0,0.0,0.0
840e4c5ffffffff,4.0,0.0,0.0,0.0
840e4c7ffffffff,2.0,0.0,0.0,0.0
840e4cdffffffff,9.0,0.0,0.0,0.0
840e4d1ffffffff,76.0,0.0,0.0,0.0
840e4d3ffffffff,69.0,0.0,0.0,0.0
840e4d5ffffffff,4.0,0.0,0.0,0.0
840e4d7ffffffff,2.0,0.0,0.0,0.0
840e4d9ffffffff,2.0,0.0,0.0,0.0
840e4dbffffffff,890.0,0.0,0.0,0.0
840e53dffffffff,2.0,0.0,0.0,0.0
840e59bffffffff,3.0,0.0,0.0,0.0
840e5b3ffffffff,37.0,0.0,0.0,0.0
840e5b7ffffffff,2.0,0.0,0.0,0.0
840e5bbffffffff,2.0,0.0,0.0,0.0
840e693ffffffff,2.0,0.0,0.0,0.0
840e697ffffffff,7.0,0.0,0.0,0.0
840e6adffffffff,4.0,0.0,0.0,0.0
840e6b5ffffffff,5.0,0.0,0.0,0.0
840e6b7ffffffff,6.0,0.0,0.0,0.0
840e6cdffffffff,1.0,0.0,0.0,0.0
840e6e7ffffffff,4.0,0.0,0.0,0.0
840e963ffffffff,2.0,0.0,0.0,0.0
840e9a1ffffffff,2.0,0.0,0.0,0.0
840ec19ffffffff,14.0,0.0,0.0,0.0
840ec2dffffffff,2.0,0.0,0.0,0.0
840ec51ffffffff,3.0,0.0,0.0,0.0
840ec81ffffffff,32.0,0.0,0.0,0.0
840ec83ffffffff,3.0,0.0,0.0,0.0
840ec85ffffffff,7.0,0.0,0.0,0.0
840ec8dffffffff,3.0,0.0,0.0,0.0
840ec91ffffffff,56.0,0.0,0.0,0.0
840ec95ffffffff,97.0,0.0,0.0,0.0
840ec97ffffffff,6.0,0.0,0.0,0.0
840ec9bffffffff,5.0,0.0,0.0,0.0
840ec9dffffffff,30.0,0.0,0.0,0.0
840eca1ffffffff,2.0,0.0,0.0,0.0
840eca5ffffffff,4.0,0.0,0.0,0.0
840eca7ffffffff,4.0,0.0,0.0,0.0
840ecabffffffff,19.0,0.0,0.0,0.0
840ecb3ffffffff,10.0,0.0,0.0,0.0
840ecb9ffffffff,72.0,0.0,0.0,0.0
840ecbbffffffff,19.0,0.0,0.0,0.0
840ecbdffffffff,20.0,0.0,0.0,0.0
840ecc1ffffffff,47.0,0.0,0.0,0.0
840ecc9ffffffff,197.0,0.0,0.0,0.0
840ecd7ffffffff,58.0,0.0,0.0,0.0
840ed81ffffffff,1.0,0.0,0.0,0.0
840ed85ffffffff,1.0,0.0,0.0,0.0
840ed91ffffffff,7.0,0.0,0.0,0.0
840ed95ffffffff,4.0,0.0,0.0,0.0
840ed99ffffffff,2.0,0.0,0.0,0.0
840eda3ffffffff,2.0,0.0,0.0,0.0
840edb3ffffffff,1.0,0.0,0.0,0.0
840edb9ffffffff,5.0,0.0,0.0,0.0
840edbbffffffff,2.0,0.0,0.0,0.0
840ee85ffffffff,9.0,0.0,0.0,0.0
840ee8bffffffff,2.0,0.0,0.0,0.0
840ee95ffffffff,2.0,0.0,0.0,0.0
840eea7ffffffff,673.0,0.0,0.0,0.0
840eeabffffffff,8.0,0.0,0.0,0.0
840eeb5ffffffff,55.0,0.0,0.0,0.0
840eed5ffffffff,10.0,0.0,0.0,0.0
840eee3ffffffff,1.0,0.0,0.0,0.0
840ef39ffffffff,1.0,0.0,0.0,0.0
84120a1ffffffff,2.0,0.0,0.0,0.0
84120a5ffffffff,4.0,0.0,0.0,0.0
84120b3ffffffff,5.0,0.0,0.0,0.0
84120b7ffffffff,16.0,0.0,0.0,0.0
8412115ffffffff,5.0,0.0,0.0,0.0
841211dffffffff,3.0,0.0,0.0,0.0
8412133ffffffff,4.0,0.0,0.0,0.0
841213bffffffff,47.0,0.0,0.0,0.0
8412143ffffffff,5.0,0.0,0.0,0.0
8412145ffffffff,17.0,0.0,0.0,0.0
8412147ffffffff,16.0,0.0,0.0,0.0
8412151ffffffff,9.0,0.0,0.0,0.0
8412157ffffffff,4.0,0.0,0.0,0.0
841215dffffffff,9.0,0.0,0.0,0.0
8412169ffffffff,2.0,0.0,0.0,0.0
8412181ffffffff,3.0,0.0,0.0,0.0
8412185ffffffff,60.0,0.0,0.0,0.0
8412187ffffffff,11.0,0.0,0.0,0.0
841218bffffffff,2.0,0.0,0.0,0.0
8412199ffffffff,4.0,0.0,0.0,0.0
84121a1ffffffff,12.0,0.0,0.0,0.0
84121a3ffffffff,4.0,0.0,0.0,0.0
84121a5ffffffff,3.0,0.0,0.0,0.0
84121a7ffffffff,71.0,0.0,0.0,0.0
84121a9ffffffff,70.0,0.0,0.0,0.0
84121abffffffff,57.0,0.0,0.0,0.0
84121adffffffff,35.0,0.0,0.0,0.0
84121b1ffffffff,2.0,0.0,0.0,0.0
84121b3ffffffff,3.0,0.0,0.0,0.0
84121b7ffffffff,2.0,0.0,0.0,0.0
84121bbffffffff,12.0,0.0,0.0,0.0
84121bdffffffff,19.0,0.0,0.0,0.0
84121e1ffffffff,8.0,0.0,0.0,0.0
84121e3ffffffff,165.0,0.0,0.0,0.0
84121e7ffffffff,10.0,0.0,0.0,0.0
84121e9ffffffff,2.0,0.0,0.0,0.0
84121ebffffffff,2.0,0.0,0.0,0.0
84121edffffffff,4.0,0.0,0.0,0.0
8412253ffffffff,2.0,0.0,0.0,0.0
8412293ffffffff,2.0,0.0,0.0,0.0
8412299ffffffff,2.0,0.0,0.0,0.0
8412301ffffffff,1.0,0.0,0.0,0.0
8412303ffffffff,2.0,0.0,0.0,0.0
8412307ffffffff,3.0,0.0,0.0,0.0
841230bffffffff,2.0,0.0,0.0,0.0
841232bffffffff,6.0,0.0,0.0,0.0
8412337ffffffff,2.0,0.0,0.0,0.0
8412339ffffffff,7.0,0.0,0.0,0.0
841233dffffffff,46.0,0.0,0.0,0.0
8412369ffffffff,2.0,0.0,0.0,0.0
841242bffffffff,2.0,0.0,0.0,0.0
8412433ffffffff,14.0,0.0,0.0,0.0
8412437ffffffff,4.0,0.0,0.0,0.0
8412445ffffffff,6.0,0.0,0.0,0.0
841246bffffffff,4.0,0.0,0.0,0.0
8412485ffffffff,2.0,0.0,0.0,0.0
84124a5ffffffff,1.0,0.0,0.0,0.0
84124adffffffff,2.0,0.0,0.0,0.0
84124bdffffffff,3.0,0.0,0.0,0.0
8412501ffffffff,14.0,0.0,0.0,0.0
8412505ffffffff,76.0,0.0,0.0,0.0
8412507ffffffff,5.0,0.0,0.0,0.0
8412509ffffffff,24.0,0.0,0.0,0.0
841250bffffffff,3.0,0.0,0.0,0.0
8412511ffffffff,15.0,0.0,0.0,0.0
8412513ffffffff,1.0,0.0,0.0,0.0
8412515ffffffff,195.0,0.0,0.0,0.0
841251bffffffff,4.0,0.0,0.0,0.0
841251dffffffff,63.0,0.0,0.0,0.0
8412521ffffffff,22.0,0.0,0.0,0.0
8412523ffffffff,31.0,0.0,0.0,0.0
8412525ffffffff,13.0,0.0,0.0,0.0
8412527ffffffff,45.0,0.0,0.0,0.0
8412529ffffffff,2.0,0.0,0.0,0.0
841252dffffffff,8.0,0.0,0.0,0.0
8412531ffffffff,2.0,0.0,0.0,0.0
8412535ffffffff,8.0,0.0,0.0,0.0
8412539ffffffff,11.0,0.0,0.0,0.0
841253bffffffff,16.0,0.0,0.0,0.0
841253dffffffff,2.0,0.0,0.0,0.0
8412543ffffffff,28.0,0.0,0.0,0.0
8412545ffffffff,1.0,0.0,0.0,0.0
8412549ffffffff,86.0,0.0,0.0,0.0
841254bffffffff,41.0,0.0,0.0,0.0
8412555ffffffff,94.0,0.0,0.0,0.0
8412561ffffffff,2.0,0.0,0.0,0.0
8412565ffffffff,14.0,0.0,0.0,0.0
8412567ffffffff,1.0,0.0,0.0,0.0
841256dffffffff,2.0,0.0,0.0,0.0
8412581ffffffff,2.0,0.0,0.0,0.0
8412591ffffffff,273.0,0.0,0.0,0.0
8412593ffffffff,4.0,0.0,0.0,0.0
8412597ffffffff,66.0,0.0,0.0,0.0
8412599ffffffff,2.0,0.0,0.0,0.0
841259bffffffff,2.0,0.0,0.0,0.0
841259dffffffff,2.0,0.0,0.0,0.0
84125b1ffffffff,17.0,0.0,0.0,0.0
84125b7ffffffff,2.0,0.0,0.0,0.0
84125b9ffffffff,3.0,0.0,0.0,0.0
84125c7ffffffff,8.0,0.0,0.0,0.0
84125d1ffffffff,2.0,0.0,0.0,0.0
84125d3ffffffff,2.0,0.0,0.0,0.0
84125d7ffffffff,15.0,0.0,0.0,0.0
84125d9ffffffff,71.0,0.0,0.0,0.0
84125dbffffffff,31.0,0.0,0.0,0.0
84125e5ffffffff,6.0,0.0,0.0,0.0
84125ebffffffff,2.0,0.0,0.0,0.0
84125edffffffff,4.0,0.0,0.0,0.0
841266bffffffff,1.0,0.0,0.0,0.0
84126a1ffffffff,2.0,0.0,0.0,0.0
84126b1ffffffff,7.0,0.0,0.0,0.0
84126b3ffffffff,5.0,0.0,0.0,0.0
84126b5ffffffff,2.0,0.0,0.0,0.0
84126e7ffffffff,2.0,0.0,0.0,0.0
8412721ffffffff,99.0,0.0,0.0,0.0
8412723ffffffff,87.0,0.0,0.0,0.0
841272bffffffff,2.0,0.0,0.0,0.0
8412753ffffffff,2.0,0.0,0.0,0.0
8412759ffffffff,2.0,0.0,0.0,0.0
8412769ffffffff,2.0,0.0,0.0,0.0
8412801ffffffff,4.0,0.0,0.0,0.0
8412805ffffffff,179.0,0.0,0.0,0.0
841280dffffffff,63.0,0.0,0.0,0.0
8412819ffffffff,1.0,0.0,0.0,0.0
8412821ffffffff,2.0,0.0,0.0,0.0
8412823ffffffff,1.0,0.0,0.0,0.0
841282dffffffff,1.0,0.0,0.0,0.0
8412833ffffffff,1.0,0.0,0.0,0.0
8412841ffffffff,1.0,0.0,0.0,0.0
8412843ffffffff,3.0,0.0,0.0,0.0
8412845ffffffff,2.0,0.0,0.0,0.0
8412847ffffffff,287.0,0.0,0.0,0.0
841284bffffffff,8.0,0.0,0.0,0.0
841284dffffffff,14.0,0.0,0.0,0.0
8412851ffffffff,94.0,0.0,0.0,0.0
8412853ffffffff,3.0,0.0,0.0,0.0
8412855ffffffff,2.0,0.0,0.0,0.0
8412857ffffffff,38.0,0.0,0.0,0.0
841285bffffffff,3.0,0.0,0.0,0.0
841285dffffffff,17.0,0.0,0.0,0.0
8412865ffffffff,10.0,0.0,0.0,0.0
841286bffffffff,19.0,0.0,0.0,0.0
841286dffffffff,29.0,0.0,0.0,0.0
8412881ffffffff,2.0,0.0,0.0,0.0
8412887ffffffff,39.0,0.0,0.0,0.0
841288dffffffff,24.0,0.0,0.0,0.0
8412891ffffffff,93.0,0.0,0.0,0.0
8412893ffffffff,59.0,0.0,0.0,0.0
8412895ffffffff,10.0,0.0,0.0,0.0
8412897ffffffff,35.0,0.0,0.0,0.0
8412899ffffffff,12.0,0.0,0.0,0.0
841289bffffffff,130.0,0.0,0.0,0.0
84128abffffffff,6.0,0.0,0.0,0.0
84128b1ffffffff,4.0,0.0,0.0,0.0
84128b9ffffffff,5.0,0.0,0.0,0.0
84128bbffffffff,2.0,0.0,0.0,0.0
84128bdffffffff,1101.0,0.0,0.0,0.0
84128c5ffffffff,2.0,0.0,0.0,0.0
84128cbffffffff,4.0,0.0,0.0,0.0
84128d1ffffffff,13.0,0.0,0.0,0.0
84128d3ffffffff,182.0,0.0,0.0,0.0
84128d9ffffffff,29.0,0.0,0.0,0.0
84128dbffffffff,101.0,0.0,0.0,0.0
84128ddffffffff,11.0,0.0,0.0,0.0
84128e1ffffffff,4.0,0.0,0.0,0.0
84128e3ffffffff,9.0,0.0,0.0,0.0
84128e7ffffffff,27.0,0.0,0.0,0.0
8412901ffffffff,8.0,0.0,0.0,0.0
8412907ffffffff,11.0,0.0,0.0,0.0
8412909ffffffff,63.0,0.0,0.0,0.0
8412939ffffffff,2.0,0.0,0.0,0.0
841293dffffffff,14.0,0.0,0.0,0.0
8412941ffffffff,16.0,0.0,0.0,0.0
8412943ffffffff,11.0,0.0,0.0,0.0
8412945ffffffff,1.0,0.0,0.0,0.0
8412947ffffffff,54.0,0.0,0.0,0.0
8412949ffffffff,25.0,0.0,0.0,0.0
841294dffffffff,2.0,0.0,0.0,0.0
8412989ffffffff,2.0,0.0,0.0,0.0
841298dffffffff,16.0,0.0,0.0,0.0
8412993ffffffff,5.0,0.0,0.0,0.0
84129abffffffff,2.0,0.0,0.0,0.0
84129adffffffff,2.0,0.0,0.0,0.0
84129b1ffffffff,1.0,0.0,0.0,0.0
84129b3ffffffff,4.0,0.0,0.0,0.0
84129b5ffffffff,2.0,0.0,0.0,0.0
84129b7ffffffff,10.0,0.0,0.0,0.0
84129b9ffffffff,19.0,0.0,0.0,0.0
84129bbffffffff,36.0,0.0,0.0,0.0
84129bdffffffff,4.0,0.0,0.0,0.0
84129c1ffffffff,1.0,0.0,0.0,0.0
84129c7ffffffff,5.0,0.0,0.0,0.0
84129d9ffffffff,9.0,0.0,0.0,0.0
84129dbffffffff,2.0,0.0,0.0,0.0
8412a21ffffffff,22.0,0.0,0.0,0.0
8412a23ffffffff,9.0,0.0,0.0,0.0
8412a25ffffffff,67.0,0.0,0.0,0.0
8412a27ffffffff,1.0,0.0,0.0,0.0
8412a29ffffffff,2.0,0.0,0.0,0.0
8412a2dffffffff,8.0,0.0,0.0,0.0
8412a33ffffffff,17.0,0.0,0.0,0.0
8412a35ffffffff,4.0,0.0,0.0,0.0
8412a37ffffffff,84.0,0.0,0.0,0.0
8412a61ffffffff,4.0,0.0,0.0,0.0
8412a67ffffffff,4.0,0.0,0.0,0.0
8412a69ffffffff,9.0,0.0,0.0,0.0
8412a81ffffffff,2.0,0.0,0.0,0.0
8412a83ffffffff,2.0,0.0,0.0,0.0
8412a89ffffffff,4.0,0.0,0.0,0.0
8412a8bffffffff,4.0,0.0,0.0,0.0
8412a8dffffffff,2.0,0.0,0.0,0.0
8412a91ffffffff,3.0,0.0,0.0,0.0
8412a93ffffffff,1.0,0.0,0.0,0.0
8412a95ffffffff,6.0,0.0,0.0,0.0
8412a97ffffffff,88.0,0.0,0.0,0.0
8412a99ffffffff,16.0,0.0,0.0,0.0
8412a9bffffffff,2.0,0.0,0.0,0.0
8412a9dffffffff,18.0,0.0,0.0,0.0
8412aa1ffffffff,2.0,0.0,0.0,0.0
8412aa3ffffffff,7.0,0.0,0.0,0.0
8412aa5ffffffff,18.0,0.0,0.0,0.0
8412aa7ffffffff,73.0,0.0,0.0,0.0
8412ab1ffffffff,6.0,0.0,0.0,0.0
8412ab3ffffffff,684.0,0.0,0.0,0.0
8412ab5ffffffff,62.0,0.0,0.0,0.0
8412ab7ffffffff,30.0,0.0,0.0,0.0
8412abbffffffff,18.0,0.0,0.0,0.0
8412abdffffffff,7.0,0.0,0.0,0.0
8412ad3ffffffff,7.0,0.0,0.0,0.0
8412ad7ffffffff,293.0,0.0,0.0,0.0
8412adbffffffff,2.0,0.0,0.0,0.0
8412ae1ffffffff,1.0,0.0,0.0,0.0
8412aebffffffff,1.0,0.0,0.0,0.0
8412b01ffffffff,221.0,0.0,0.0,0.0
8412b03ffffffff,465.0,0.0,0.0,0.0
8412b0bffffffff,13.0,0.0,0.0,0.0
8412b0dffffffff,4.0,0.0,0.0,0.0
8412b13ffffffff,10.0,0.0,0.0,0.0
8412b29ffffffff,4.0,0.0,0.0,0.0
8412b33ffffffff,2.0,0.0,0.0,0.0
8412b35ffffffff,3.0,0.0,0.0,0.0
8412b41ffffffff,2.0,0.0,0.0,0.0
8412b43ffffffff,48.0,0.0,0.0,0.0
8412b47ffffffff,3.0,0.0,0.0,0.0
8412b49ffffffff,26.0,0.0,0.0,0.0
8412b4bffffffff,194.0,0.0,0.0,0.0
8412b51ffffffff,8.0,0.0,0.0,0.0
8412b53ffffffff,12.0,0.0,0.0,0.0
8412b57ffffffff,6.0,0.0,0.0,0.0
8412b63ffffffff,19.0,0.0,0.0,0.0
8412c01ffffffff,206.0,0.0,0.0,0.0
8412c03ffffffff,463.0,0.0,0.0,0.0
8412c05ffffffff,100.0,0.0,0.0,0.0
8412c07ffffffff,159.0,0.0,0.0,0.0
8412c09ffffffff,52.0,0.0,0.0,0.0
8412c0bffffffff,120.0,0.0,0.0,0.0
8412c0dffffffff,17.0,0.0,0.0,0.0
8412c11ffffffff,1098.0,0.0,0.0,0.0
8412c13ffffffff,266.0,0.0,0.0,0.0
8412c15ffffffff,48.0,0.0,0.0,0.0
8412c17ffffffff,160.0,0.0,0.0,0.0
8412c19ffffffff,33.0,0.0,0.0,0.0
8412c1bffffffff,804.0,0.0,0.0,0.0
8412c1dffffffff,548.0,0.0,0.0,0.0
8412c21ffffffff,267.0,0.0,0.0,0.0
8412c23ffffffff,44.0,0.0,0.0,0.0
8412c25ffffffff,27.0,0.0,0.0,0.0
8412c27ffffffff,21.0,0.0,0.0,0.0
8412c29ffffffff,10.0,0.0,0.0,0.0
8412c2dffffffff,11.0,0.0,0.0,0.0
8412c31ffffffff,9.0,0.0,0.0,0.0
8412c33ffffffff,228.0,0.0,0.0,0.0
8412c35ffffffff,33.0,0.0,0.0,0.0
8412c37ffffffff,5.0,0.0,0.0,0.0
8412c39ffffffff,97.0,0.0,0.0,0.0
8412c3bffffffff,295.0,0.0,0.0,0.0
8412c3dffffffff,12.0,0.0,0.0,0.0
8412c41ffffffff,2.0,0.0,0.0,0.0
8412c43ffffffff,3.0,0.0,0.0,0.0
8412c45ffffffff,17.0,0.0,0.0,0.0
8412c47ffffffff,74.0,0.0,0.0,0.0
8412c49ffffffff,30.0,0.0,0.0,0.0
8412c4dffffffff,104.0,0.0,0.0,0.0
8412c51ffffffff,4.0,0.0,0.0,0.0
8412c53ffffffff,4.0,0.0,0.0,0.0
8412c55ffffffff,6.0,0.0,0.0,0.0
8412c57ffffffff,3.0,0.0,0.0,0.0
8412c59ffffffff,6.0,0.0,0.0,0.0
8412c5bffffffff,46.0,0.0,0.0,0.0
8412c5dffffffff,4.0,0.0,0.0,0.0
8412c63ffffffff,2.0,0.0,0.0,0.0
8412c81ffffffff,18.0,0.0,0.0,0.0
8412c83ffffffff,27.0,0.0,0.0,0.0
8412c85ffffffff,460.0,0.0,0.0,0.0
8412c87ffffffff,180.0,0.0,0.0,0.0
8412c8bffffffff,137.0,0.0,0.0,0.0
8412c8dffffffff,5.0,0.0,0.0,0.0
8412c95ffffffff,5.0,0.0,0.0,0.0
8412c97ffffffff,40.0,0.0,0.0,0.0
8412c9bffffffff,16.0,0.0,0.0,0.0
8412c9dffffffff,3.0,0.0,0.0,0.0
8412ca1ffffffff,83.0,0.0,0.0,0.0
8412ca3ffffffff,294.0,0.0,0.0,0.0
8412ca5ffffffff,69.0,0.0,0.0,0.0
8412ca7ffffffff,58.0,0.0,0.0,0.0
8412ca9ffffffff,84.0,0.0,0.0,0.0
8412cabffffffff,667.0,0.0,0.0,0.0
8412cadffffffff,545.0,0.0,0.0,0.0
8412cb1ffffffff,326.0,0.0,0.0,0.0
8412cb3ffffffff,2.0,0.0,0.0,0.0
8412cb5ffffffff,871.0,0.0,0.0,0.0
8412cb7ffffffff,131.0,0.0,0.0,0.0
8412cb9ffffffff,16.0,0.0,0.0,0.0
8412cbbffffffff,4.0,0.0,0.0,0.0
8412cbdffffffff,1103.0,0.0,0.0,0.0
8412cc1ffffffff,59.0,0.0,0.0,0.0
8412cc5ffffffff,150.0,0.0,0.0,0.0
8412cc7ffffffff,23.0,0.0,0.0,0.0
8412cc9ffffffff,104.0,0.0,0.0,0.0
8412ccbffffffff,12.0,0.0,0.0,0.0
8412ccdffffffff,3455.0,0.0,0.0,0.0
8412cd5ffffffff,3.0,0.0,0.0,0.0
8412cd9ffffffff,98.0,0.0,0.0,0.0
8412cdbffffffff,2.0,0.0,0.0,0.0
8412cddffffffff,2.0,0.0,0.0,0.0
8412ce1ffffffff,24.0,0.0,0.0,0.0
8412ce3ffffffff,163.0,0.0,0.0,0.0
8412ce5ffffffff,285.0,0.0,0.0,0.0
8412ce7ffffffff,185.0,0.0,0.0,0.0
8412ce9ffffffff,103.0,2.0,0.0,0.0
8412cebffffffff,46.0,0.0,0.0,0.0
8412cedffffffff,2.0,0.0,0.0,0.0
8412d01ffffffff,68.0,0.0,0.0,0.0
8412d03ffffffff,201.0,0.0,0.0,0.0
8412d05ffffffff,46.0,0.0,0.0,0.0
8412d07ffffffff,43.0,0.0,0.0,0.0
8412d09ffffffff,2.0,0.0,0.0,0.0
8412d0bffffffff,124.0,0.0,0.0,0.0
8412d0dffffffff,12.0,0.0,0.0,0.0
8412d11ffffffff,331.0,0.0,0.0,0.0
8412d13ffffffff,12.0,0.0,0.0,0.0
8412d15ffffffff,30.0,0.0,0.0,0.0
8412d17ffffffff,1562.0,0.0,0.0,0.0
8412d19ffffffff,518.0,0.0,0.0,0.0
