cell_id,Alauda arvensis,Alauda arvensis [arvensis Group],Alauda arvensis [pekinensis Group],Alauda arvensis japonica/intermedia
8410c27ffffffff,6.0,0.0,0.0,0.0
8410d2bffffffff,1.0,0.0,0.0,0.0
8410dc9ffffffff,14.0,2.0,0.0,0.0
8410de1ffffffff,2.0,0.0,0.0,0.0
8410f0dffffffff,2.0,0.0,0.0,0.0
8410f29ffffffff,4.0,0.0,0.0,0.0
8410f2bffffffff,1.0,0.0,0.0,0.0
8411039ffffffff,10.0,0.0,0.0,0.0
841103bffffffff,6.0,0.0,0.0,0.0
8411059ffffffff,17.0,0.0,0.0,0.0
841105bffffffff,2.0,2.0,0.0,0.0
8411061ffffffff,60.0,0.0,0.0,0.0
8411069ffffffff,6.0,0.0,0.0,0.0
841106bffffffff,19.0,0.0,0.0,0.0
841106dffffffff,1.0,0.0,0.0,0.0
8411169ffffffff,20.0,0.0,0.0,0.0
841116dffffffff,10.0,0.0,0.0,0.0
8411209ffffffff,8.0,0.0,0.0,0.0
8411211ffffffff,2.0,0.0,0.0,0.0
8411221ffffffff,6.0,0.0,0.0,0.0
8411223ffffffff,2.0,0.0,0.0,0.0
8411229ffffffff,3.0,0.0,0.0,0.0
8411235ffffffff,9.0,0.0,0.0,0.0
8411245ffffffff,2.0,0.0,0.0,0.0
8411249ffffffff,5.0,0.0,0.0,0.0
8411261ffffffff,14.0,4.0,0.0,0.0
8411263ffffffff,6.0,0.0,0.0,0.0
8411267ffffffff,6.0,0.0,0.0,0.0
8411269ffffffff,20.0,0.0,0.0,0.0
841126bffffffff,9.0,0.0,0.0,0.0
841126dffffffff,133.0,40.0,0.0,0.0
8411285ffffffff,2.0,0.0,0.0,0.0
84112adffffffff,10.0,2.0,0.0,0.0
84112e3ffffffff,1.0,0.0,0.0,0.0
84112e7ffffffff,2.0,2.0,0.0,0.0
8411303ffffffff,2.0,0.0,0.0,0.0
8411341ffffffff,2.0,0.0,0.0,0.0
8411345ffffffff,9.0,0.0,0.0,0.0
8411347ffffffff,46.0,0.0,0.0,0.0
8411349ffffffff,6.0,0.0,0.0,0.0
841134dffffffff,2.0,0.0,0.0,0.0
8411355ffffffff,5.0,0.0,0.0,0.0
841135dffffffff,8.0,0.0,0.0,0.0
8411363ffffffff,2.0,0.0,0.0,0.0
8411369ffffffff,2.0,0.0,0.0,0.0
841136bffffffff,19.0,0.0,0.0,0.0
8411549ffffffff,5.0,0.0,0.0,0.0
8411811ffffffff,15.0,4.0,0.0,0.0
8411813ffffffff,64.0,9.0,0.0,0.0
8411815ffffffff,3.0,3.0,0.0,0.0
8411817ffffffff,5.0,0.0,0.0,0.0
841181bffffffff,19.0,8.0,0.0,0.0
841181dffffffff,17.0,7.0,0.0,0.0
8411823ffffffff,2.0,0.0,0.0,0.0
841183bffffffff,2.0,0.0,0.0,0.0
8411853ffffffff,14.0,0.0,0.0,0.0
841185bffffffff,2.0,0.0,0.0,0.0
841185dffffffff,2.0,0.0,0.0,0.0
841188dffffffff,1.0,0.0,0.0,0.0
84118adffffffff,40.0,0.0,0.0,0.0
84118c1ffffffff,3.0,0.0,0.0,0.0
84118c5ffffffff,5.0,0.0,0.0,0.0
84118c7ffffffff,3.0,0.0,0.0,0.0
84118c9ffffffff,9.0,0.0,0.0,0.0
84118cdffffffff,27.0,2.0,0.0,0.0
84118e1ffffffff,10.0,0.0,0.0,0.0
84118e9ffffffff,62.0,23.0,0.0,0.0
84118edffffffff,4.0,0.0,0.0,0.0
8411913ffffffff,2.0,0.0,0.0,0.0
841191bffffffff,4.0,0.0,0.0,0.0
8411965ffffffff,3.0,0.0,0.0,0.0
84119d9ffffffff,1.0,0.0,0.0,0.0
84119e9ffffffff,2.0,0.0,0.0,0.0
8411aa1ffffffff,2.0,0.0,0.0,0.0
8411aa3ffffffff,8.0,0.0,0.0,0.0
8411aa5ffffffff,4.0,0.0,0.0,0.0
8411aa7ffffffff,13.0,0.0,0.0,0.0
8411aa9ffffffff,2.0,0.0,0.0,0.0
8411aabffffffff,19.0,3.0,0.0,0.0
8411aadffffffff,13.0,0.0,0.0,0.0
8411ab1ffffffff,8.0,0.0,0.0,0.0
8411ab5ffffffff,13.0,2.0,0.0,0.0
8411ab9ffffffff,1.0,1.0,0.0,0.0
8411abdffffffff,15.0,2.0,0.0,0.0
8411ae1ffffffff,11.0,1.0,0.0,0.0
8411ae3ffffffff,152.0,67.0,0.0,0.0
8411ae5ffffffff,2.0,0.0,0.0,0.0
8411ae7ffffffff,44.0,25.0,0.0,0.0
8411b49ffffffff,2.0,0.0,0.0,0.0
8411b4dffffffff,14.0,0.0,0.0,0.0
841451dffffffff,2.0,0.0,0.0,0.0
8414859ffffffff,2.0,0.0,0.0,0.0
8414ae5ffffffff,105.0,0.0,0.0,0.0
8414c87ffffffff,4.0,0.0,0.0,0.0
8414c8bffffffff,1.0,0.0,0.0,0.0
84155d9ffffffff,7.0,0.0,0.0,0.0
84155dbffffffff,9.0,0.0,0.0,0.0
8415869ffffffff,2.0,0.0,0.0,0.0
8415901ffffffff,4.0,0.0,0.0,0.0
8415903ffffffff,4.0,0.0,0.0,0.0
8415909ffffffff,2.0,0.0,0.0,0.0
8415917ffffffff,4.0,0.0,0.0,0.0
8415921ffffffff,1.0,0.0,0.0,0.0
8415923ffffffff,5.0,0.0,0.0,0.0
8415927ffffffff,10.0,0.0,0.0,0.0
8415929ffffffff,28.0,0.0,0.0,0.0
841592bffffffff,12.0,0.0,0.0,0.0
8415939ffffffff,2.0,0.0,0.0,0.0
8415953ffffffff,1.0,0.0,0.0,0.0
8415967ffffffff,1.0,0.0,0.0,0.0
8415b07ffffffff,13.0,0.0,0.0,0.0
8415b33ffffffff,1.0,0.0,0.0,0.0
8416011ffffffff,6.0,0.0,0.0,0.0
8416013ffffffff,5.0,0.0,5.0,0.0
8416109ffffffff,15.0,0.0,12.0,0.0
8416163ffffffff,2.0,0.0,2.0,0.0
841630bffffffff,1.0,0.0,1.0,0.0
8416507ffffffff,20.0,0.0,0.0,0.0
841653bffffffff,13.0,0.0,0.0,0.0
8416a5bffffffff,1.0,0.0,1.0,0.0
8416aa3ffffffff,2.0,0.0,0.0,0.0
8417111ffffffff,2.0,0.0,0.0,0.0
8417155ffffffff,4.0,0.0,0.0,0.0
84171a7ffffffff,14.0,0.0,0.0,0.0
8417427ffffffff,2.0,0.0,0.0,0.0
841756bffffffff,10.0,0.0,10.0,0.0
84176bdffffffff,24.0,0.0,0.0,0.0
841788bffffffff,25.0,0.0,0.0,0.0
84178b3ffffffff,4.0,0.0,0.0,0.0
84178b7ffffffff,2.0,0.0,2.0,0.0
8418011ffffffff,20.0,2.0,0.0,0.0
8418013ffffffff,8.0,0.0,0.0,0.0
8418019ffffffff,17.0,0.0,0.0,0.0
841801bffffffff,8.0,2.0,0.0,0.0
841801dffffffff,16.0,2.0,0.0,0.0
841804bffffffff,6.0,0.0,0.0,0.0
8418053ffffffff,45.0,8.0,0.0,0.0
8418057ffffffff,7.0,0.0,0.0,0.0
8418059ffffffff,52.0,3.0,0.0,0.0
841805bffffffff,43.0,2.0,0.0,0.0
841805dffffffff,6.0,0.0,0.0,0.0
84180c9ffffffff,4.0,0.0,0.0,0.0
84180cdffffffff,4.0,0.0,0.0,0.0
8418201ffffffff,2.0,0.0,0.0,0.0
8418203ffffffff,5.0,0.0,0.0,0.0
8418209ffffffff,1.0,0.0,0.0,0.0
841820bffffffff,6.0,0.0,0.0,0.0
8418213ffffffff,2.0,2.0,0.0,0.0
8418215ffffffff,4.0,0.0,0.0,0.0
8418219ffffffff,4.0,0.0,0.0,0.0
841821dffffffff,1.0,0.0,0.0,0.0
8418223ffffffff,3.0,3.0,0.0,0.0
8418233ffffffff,21.0,5.0,0.0,0.0
8418235ffffffff,47.0,5.0,0.0,0.0
8418237ffffffff,31.0,0.0,0.0,0.0
8418239ffffffff,2.0,0.0,0.0,0.0
841823dffffffff,62.0,43.0,0.0,0.0
8418243ffffffff,10.0,0.0,0.0,0.0
8418251ffffffff,12.0,2.0,0.0,0.0
8418255ffffffff,4.0,2.0,0.0,0.0
8418259ffffffff,19.0,0.0,0.0,0.0
841825bffffffff,6.0,0.0,0.0,0.0
841825dffffffff,3.0,0.0,0.0,0.0
8418281ffffffff,6.0,0.0,0.0,0.0
8418289ffffffff,2.0,0.0,0.0,0.0
841828bffffffff,146.0,6.0,0.0,0.0
841828dffffffff,2.0,0.0,0.0,0.0
8418299ffffffff,69.0,6.0,0.0,0.0
84182a1ffffffff,2.0,0.0,0.0,0.0
84182a3ffffffff,3.0,1.0,0.0,0.0
84182a5ffffffff,3.0,0.0,0.0,0.0
84182a7ffffffff,2.0,0.0,0.0,0.0
84182abffffffff,1.0,0.0,0.0,0.0
84182c1ffffffff,62.0,0.0,0.0,0.0
84182c3ffffffff,29.0,2.0,0.0,0.0
84182c9ffffffff,130.0,7.0,0.0,0.0
84182cbffffffff,179.0,1.0,0.0,0.0
84182cdffffffff,2.0,0.0,0.0,0.0
84182d3ffffffff,12.0,0.0,0.0,0.0
84182d5ffffffff,15.0,0.0,0.0,0.0
84182d9ffffffff,2.0,0.0,0.0,0.0
84182e1ffffffff,2.0,0.0,0.0,0.0
84182e5ffffffff,79.0,23.0,0.0,0.0
84182e9ffffffff,23.0,1.0,0.0,0.0
84182edffffffff,4.0,2.0,0.0,0.0
8418409ffffffff,2.0,0.0,0.0,0.0
841843bffffffff,1.0,0.0,0.0,0.0
8418443ffffffff,31.0,4.0,0.0,0.0
8418447ffffffff,6.0,0.0,0.0,0.0
841844dffffffff,2.0,0.0,0.0,0.0
8418451ffffffff,8.0,0.0,0.0,0.0
8418457ffffffff,8.0,0.0,0.0,0.0
8418459ffffffff,2.0,0.0,0.0,0.0
841845dffffffff,10.0,0.0,0.0,0.0
8418461ffffffff,18.0,2.0,0.0,0.0
8418469ffffffff,9.0,0.0,0.0,0.0
841846bffffffff,4.0,2.0,0.0,0.0
841846dffffffff,87.0,8.0,0.0,0.0
8418491ffffffff,14.0,0.0,0.0,0.0
8418493ffffffff,50.0,1.0,0.0,0.0
8418495ffffffff,314.0,0.0,0.0,0.0
8418497ffffffff,49.0,0.0,0.0,0.0
841849dffffffff,3.0,0.0,0.0,0.0
84184a3ffffffff,27.0,0.0,0.0,0.0
84184b1ffffffff,17.0,0.0,0.0,0.0
84184b3ffffffff,18.0,0.0,0.0,0.0
84184b5ffffffff,15.0,0.0,0.0,0.0
84184b7ffffffff,32.0,0.0,0.0,0.0
84184b9ffffffff,33.0,0.0,0.0,0.0
84184bbffffffff,58.0,0.0,0.0,0.0
84184bdffffffff,130.0,0.0,0.0,0.0
84184c3ffffffff,2.0,0.0,0.0,0.0
84184d5ffffffff,9.0,0.0,0.0,0.0
84184ddffffffff,2.0,0.0,0.0,0.0
8418593ffffffff,3.0,0.0,0.0,0.0
8418597ffffffff,10.0,0.0,0.0,0.0
84185b1ffffffff,4.0,0.0,0.0,0.0
84185b3ffffffff,20.0,0.0,0.0,0.0
84185b5ffffffff,566.0,0.0,0.0,0.0
84185b7ffffffff,10.0,0.0,0.0,0.0
84185bbffffffff,321.0,0.0,0.0,0.0
8418605ffffffff,2.0,0.0,0.0,0.0
8418607ffffffff,19.0,0.0,0.0,0.0
8418609ffffffff,2.0,0.0,0.0,0.0
841860dffffffff,14.0,2.0,0.0,0.0
8418619ffffffff,4.0,0.0,0.0,0.0
8418623ffffffff,14.0,0.0,0.0,0.0
8418625ffffffff,6.0,0.0,0.0,0.0
8418629ffffffff,53.0,2.0,0.0,0.0
8418631ffffffff,1.0,0.0,0.0,0.0
8418633ffffffff,6.0,0.0,0.0,0.0
8418635ffffffff,5.0,0.0,0.0,0.0
841863bffffffff,2.0,0.0,0.0,0.0
841863dffffffff,13.0,0.0,0.0,0.0
841864bffffffff,2.0,0.0,0.0,0.0
8418655ffffffff,6.0,0.0,0.0,0.0
8418659ffffffff,2.0,0.0,0.0,0.0
841865dffffffff,8.0,2.0,0.0,0.0
8418661ffffffff,2.0,2.0,0.0,0.0
8418663ffffffff,1.0,0.0,0.0,0.0
841866bffffffff,4.0,4.0,0.0,0.0
8418683ffffffff,4.0,0.0,0.0,0.0
8418685ffffffff,17.0,0.0,0.0,0.0
8418687ffffffff,7.0,3.0,0.0,0.0
8418689ffffffff,4.0,0.0,0.0,0.0
841868dffffffff,2.0,0.0,0.0,0.0
8418691ffffffff,2.0,0.0,0.0,0.0
84186a1ffffffff,25.0,0.0,0.0,0.0
84186a3ffffffff,20.0,2.0,0.0,0.0
84186a5ffffffff,16.0,0.0,0.0,0.0
84186a7ffffffff,31.0,0.0,0.0,0.0
84186adffffffff,4.0,0.0,0.0,0.0
84186b5ffffffff,2.0,0.0,0.0,0.0
84186c1ffffffff,24.0,0.0,0.0,0.0
84186c3ffffffff,38.0,2.0,0.0,0.0
84186c5ffffffff,16.0,0.0,0.0,0.0
84186c7ffffffff,4.0,0.0,0.0,0.0
84186c9ffffffff,96.0,0.0,0.0,0.0
84186cbffffffff,38.0,0.0,0.0,0.0
84186cdffffffff,14.0,0.0,0.0,0.0
84186d1ffffffff,3.0,3.0,0.0,0.0
84186d5ffffffff,5.0,0.0,0.0,0.0
84186d9ffffffff,2.0,0.0,0.0,0.0
84186dbffffffff,2.0,0.0,0.0,0.0
84186e1ffffffff,2.0,0.0,0.0,0.0
84186e3ffffffff,2.0,0.0,0.0,0.0
84186e5ffffffff,6.0,0.0,0.0,0.0
84186ebffffffff,8.0,0.0,0.0,0.0
84186edffffffff,9.0,0.0,0.0,0.0
8418709ffffffff,1.0,0.0,0.0,0.0
841870dffffffff,145.0,6.0,0.0,0.0
8418711ffffffff,2.0,0.0,0.0,0.0
8418717ffffffff,12.0,0.0,0.0,0.0
841871bffffffff,5.0,0.0,0.0,0.0
8418729ffffffff,51.0,4.0,0.0,0.0
841873bffffffff,61.0,17.0,0.0,0.0
8418741ffffffff,27.0,9.0,0.0,0.0
8418743ffffffff,8.0,0.0,0.0,0.0
8418745ffffffff,2.0,2.0,0.0,0.0
8418747ffffffff,38.0,2.0,0.0,0.0
8418749ffffffff,9.0,0.0,0.0,0.0
841874bffffffff,26.0,2.0,0.0,0.0
841875dffffffff,31.0,0.0,0.0,0.0
8418763ffffffff,4.0,0.0,0.0,0.0
841876bffffffff,7.0,0.0,0.0,0.0
8419013ffffffff,36.0,8.0,0.0,0.0
841901bffffffff,20.0,6.0,0.0,0.0
8419081ffffffff,11.0,4.0,0.0,0.0
8419083ffffffff,43.0,0.0,0.0,0.0
8419087ffffffff,20.0,6.0,0.0,0.0
8419089ffffffff,19.0,3.0,0.0,0.0
841908bffffffff,2.0,0.0,0.0,0.0
841908dffffffff,12.0,3.0,0.0,0.0
8419091ffffffff,1.0,0.0,0.0,0.0
8419093ffffffff,4.0,2.0,0.0,0.0
8419095ffffffff,4.0,0.0,0.0,0.0
8419099ffffffff,8.0,0.0,0.0,0.0
841909bffffffff,11.0,2.0,0.0,0.0
841909dffffffff,2.0,0.0,0.0,0.0
84190a9ffffffff,14.0,0.0,0.0,0.0
84190b1ffffffff,18.0,3.0,0.0,0.0
84190b3ffffffff,50.0,12.0,0.0,0.0
84190b9ffffffff,51.0,2.0,0.0,0.0
84190bbffffffff,64.0,15.0,0.0,0.0
84190bdffffffff,2.0,0.0,0.0,0.0
84190c1ffffffff,9.0,0.0,0.0,0.0
84190c3ffffffff,3.0,3.0,0.0,0.0
84190c5ffffffff,10.0,2.0,0.0,0.0
84190c7ffffffff,42.0,2.0,0.0,0.0
84190c9ffffffff,12.0,2.0,0.0,0.0
84190cbffffffff,4.0,2.0,0.0,0.0
84190cdffffffff,2.0,0.0,0.0,0.0
84190d1ffffffff,5.0,0.0,0.0,0.0
84190d3ffffffff,10.0,0.0,0.0,0.0
84190d5ffffffff,2.0,2.0,0.0,0.0
84190d7ffffffff,2.0,0.0,0.0,0.0
84190d9ffffffff,45.0,5.0,0.0,0.0
84190dbffffffff,6.0,3.0,0.0,0.0
84190ddffffffff,9.0,2.0,0.0,0.0
84190e1ffffffff,45.0,9.0,0.0,0.0
84190e3ffffffff,60.0,4.0,0.0,0.0
84190e9ffffffff,9.0,0.0,0.0,0.0
84190ebffffffff,54.0,6.0,0.0,0.0
8419281ffffffff,33.0,8.0,0.0,0.0
8419283ffffffff,8.0,3.0,0.0,0.0
8419287ffffffff,10.0,0.0,0.0,0.0
8419289ffffffff,20.0,2.0,0.0,0.0
841928dffffffff,75.0,10.0,0.0,0.0
8419293ffffffff,33.0,0.0,0.0,0.0
8419297ffffffff,22.0,3.0,0.0,0.0
84192a1ffffffff,14.0,8.0,0.0,0.0
84192a3ffffffff,7.0,0.0,0.0,0.0
84192a7ffffffff,30.0,4.0,0.0,0.0
84192abffffffff,4.0,4.0,0.0,0.0
84192b1ffffffff,115.0,101.0,0.0,0.0
84192b3ffffffff,30.0,12.0,0.0,0.0
84192b5ffffffff,89.0,84.0,0.0,0.0
84192b7ffffffff,84.0,32.0,0.0,0.0
84192bbffffffff,37.0,5.0,0.0,0.0
84192bdffffffff,11.0,3.0,0.0,0.0
84192c3ffffffff,20.0,0.0,0.0,0.0
84192c7ffffffff,17.0,0.0,0.0,0.0
84192cbffffffff,59.0,3.0,0.0,0.0
8419401ffffffff,530.0,71.0,0.0,0.0
8419403ffffffff,175.0,37.0,0.0,0.0
8419405ffffffff,282.0,21.0,0.0,0.0
