cell_id,Limnodromus griseus,Limnodromus griseus griseus,Limnodromus griseus hendersoni,Limnodromus griseus caurinus
832624fffffffff,27.0,0.0,0.0,0.0
832625fffffffff,19.0,0.0,0.0,0.0
832626fffffffff,89.0,0.0,4.0,0.0
832628fffffffff,26.0,0.0,0.0,0.0
832629fffffffff,4.0,0.0,0.0,0.0
83262afffffffff,8.0,0.0,0.0,0.0
83262bfffffffff,9.0,0.0,0.0,0.0
83262cfffffffff,128.0,0.0,1.0,0.0
83262dfffffffff,11.0,0.0,0.0,0.0
83262efffffffff,74.0,0.0,4.0,0.0
832630fffffffff,6.0,0.0,3.0,0.0
832631fffffffff,10.0,0.0,0.0,0.0
832633fffffffff,7.0,0.0,0.0,0.0
832634fffffffff,20.0,0.0,8.0,0.0
832635fffffffff,23.0,0.0,7.0,0.0
832636fffffffff,11.0,0.0,3.0,0.0
832640fffffffff,33.0,0.0,5.0,0.0
832641fffffffff,42.0,0.0,8.0,0.0
832643fffffffff,36.0,0.0,0.0,0.0
832644fffffffff,16.0,0.0,4.0,0.0
832645fffffffff,17.0,0.0,13.0,0.0
832646fffffffff,296.0,0.0,48.0,0.0
832648fffffffff,89.0,0.0,0.0,0.0
832649fffffffff,70.0,0.0,0.0,0.0
83264afffffffff,10.0,0.0,2.0,0.0
83264bfffffffff,9.0,0.0,0.0,0.0
83264cfffffffff,50.0,0.0,3.0,0.0
83264dfffffffff,6.0,0.0,0.0,0.0
83264efffffffff,109.0,0.0,2.0,0.0
832650fffffffff,6.0,0.0,0.0,0.0
832651fffffffff,8.0,0.0,0.0,0.0
832652fffffffff,53.0,0.0,0.0,0.0
832653fffffffff,54.0,0.0,8.0,0.0
832654fffffffff,13.0,0.0,0.0,0.0
832655fffffffff,202.0,0.0,6.0,0.0
832656fffffffff,9.0,0.0,0.0,0.0
832658fffffffff,1.0,0.0,0.0,0.0
832659fffffffff,158.0,0.0,7.0,0.0
83265afffffffff,7.0,0.0,0.0,0.0
83265bfffffffff,336.0,0.0,14.0,0.0
83265dfffffffff,83.0,0.0,2.0,0.0
83265efffffffff,6.0,0.0,2.0,0.0
832660fffffffff,59.0,0.0,0.0,0.0
832661fffffffff,80.0,0.0,0.0,0.0
832662fffffffff,102.0,0.0,15.0,0.0
832663fffffffff,30.0,0.0,0.0,0.0
832664fffffffff,451.0,0.0,30.0,0.0
832665fffffffff,17.0,0.0,0.0,0.0
832666fffffffff,111.0,0.0,12.0,0.0
832668fffffffff,13.0,0.0,0.0,0.0
832669fffffffff,4.0,0.0,0.0,0.0
83266afffffffff,151.0,0.0,0.0,0.0
83266bfffffffff,45.0,0.0,0.0,0.0
83266cfffffffff,21.0,0.0,0.0,0.0
83266dfffffffff,11.0,0.0,0.0,0.0
83266efffffffff,277.0,0.0,0.0,0.0
832670fffffffff,3.0,0.0,0.0,0.0
832671fffffffff,624.0,0.0,71.0,0.0
832672fffffffff,2.0,0.0,0.0,0.0
832673fffffffff,2.0,0.0,0.0,0.0
832674fffffffff,53.0,0.0,2.0,0.0
832675fffffffff,15.0,0.0,0.0,0.0
832676fffffffff,12.0,0.0,0.0,0.0
83268cfffffffff,1.0,0.0,0.0,0.0
8326aafffffffff,11.0,0.0,0.0,0.0
8326c8fffffffff,5.0,0.0,0.0,0.0
8326cbfffffffff,8.0,0.0,0.0,0.0
8326cefffffffff,2.0,0.0,0.0,0.0
8326e2fffffffff,315.0,0.0,14.0,0.0
8326e3fffffffff,11.0,0.0,0.0,0.0
8326e9fffffffff,8.0,0.0,3.0,0.0
8326f2fffffffff,4.0,0.0,0.0,0.0
832702fffffffff,499.0,0.0,0.0,0.0
832703fffffffff,7.0,0.0,0.0,0.0
832705fffffffff,3.0,0.0,0.0,0.0
832708fffffffff,5.0,0.0,0.0,0.0
83270afffffffff,17.0,0.0,0.0,0.0
83270bfffffffff,4.0,0.0,0.0,0.0
83270efffffffff,8.0,0.0,3.0,0.0
832711fffffffff,52.0,0.0,0.0,0.0
832713fffffffff,381.0,0.0,0.0,0.0
832716fffffffff,2.0,0.0,0.0,0.0
832718fffffffff,102.0,0.0,8.0,0.0
832719fffffffff,46.0,0.0,0.0,0.0
83271afffffffff,14.0,0.0,2.0,0.0
83271bfffffffff,9.0,0.0,0.0,0.0
83271cfffffffff,30.0,0.0,0.0,0.0
83271dfffffffff,37.0,0.0,0.0,0.0
83271efffffffff,8.0,0.0,0.0,0.0
832733fffffffff,2.0,0.0,0.0,0.0
832740fffffffff,17.0,0.0,0.0,0.0
832741fffffffff,44.0,0.0,0.0,0.0
832742fffffffff,7.0,0.0,0.0,0.0
832743fffffffff,281.0,0.0,0.0,0.0
832744fffffffff,26.0,0.0,0.0,0.0
832745fffffffff,31.0,0.0,0.0,0.0
832746fffffffff,12.0,0.0,0.0,0.0
832748fffffffff,129.0,0.0,0.0,0.0
832749fffffffff,289.0,0.0,13.0,0.0
83274afffffffff,27.0,0.0,0.0,0.0
83274bfffffffff,117.0,0.0,0.0,0.0
83274cfffffffff,25.0,0.0,0.0,0.0
83274dfffffffff,162.0,0.0,0.0,0.0
83274efffffffff,299.0,0.0,0.0,0.0
832750fffffffff,3.0,0.0,0.0,0.0
832751fffffffff,33.0,0.0,0.0,0.0
832752fffffffff,58.0,0.0,7.0,0.0
832753fffffffff,31.0,0.0,0.0,0.0
832754fffffffff,56.0,0.0,0.0,0.0
832755fffffffff,6.0,0.0,0.0,0.0
832756fffffffff,34.0,0.0,7.0,0.0
832758fffffffff,530.0,0.0,0.0,0.0
832759fffffffff,387.0,0.0,11.0,0.0
83275afffffffff,18.0,0.0,0.0,0.0
83275bfffffffff,72.0,0.0,0.0,0.0
83275cfffffffff,233.0,0.0,0.0,0.0
83275dfffffffff,539.0,0.0,0.0,0.0
83275efffffffff,7.0,0.0,0.0,0.0
832763fffffffff,81.0,0.0,0.0,0.0
832768fffffffff,6.0,0.0,0.0,0.0
832769fffffffff,26.0,0.0,0.0,0.0
83276afffffffff,18.0,0.0,0.0,0.0
83276bfffffffff,355.0,0.0,0.0,0.0
83276cfffffffff,2.0,0.0,0.0,0.0
83276dfffffffff,26.0,0.0,0.0,0.0
83276efffffffff,20.0,0.0,0.0,0.0
832770fffffffff,7.0,0.0,2.0,0.0
832771fffffffff,52.0,0.0,0.0,0.0
832773fffffffff,15.0,0.0,0.0,0.0
832774fffffffff,8.0,0.0,0.0,0.0
832775fffffffff,1.0,0.0,0.0,0.0
832785fffffffff,18.0,0.0,0.0,0.0
832786fffffffff,14.0,0.0,3.0,0.0
832792fffffffff,15.0,0.0,0.0,0.0
832796fffffffff,14.0,0.0,0.0,0.0
83279efffffffff,8.0,0.0,0.0,0.0
8327a0fffffffff,13.0,0.0,2.0,0.0
8327a1fffffffff,3.0,0.0,0.0,0.0
8327a2fffffffff,54.0,0.0,1.0,0.0
8327a3fffffffff,4.0,0.0,0.0,0.0
8327a4fffffffff,19.0,0.0,0.0,0.0
8327a6fffffffff,10.0,0.0,2.0,0.0
8327a8fffffffff,12.0,0.0,2.0,0.0
8327a9fffffffff,2.0,0.0,0.0,0.0
8327abfffffffff,2.0,0.0,0.0,0.0
8327acfffffffff,8.0,0.0,2.0,0.0
8327adfffffffff,26.0,0.0,4.0,0.0
8327aefffffffff,25.0,0.0,8.0,0.0
8327b1fffffffff,9.0,0.0,0.0,0.0
8327b2fffffffff,12.0,0.0,1.0,0.0
8327b5fffffffff,9.0,0.0,0.0,0.0
8327b6fffffffff,9.0,0.0,0.0,0.0
832800fffffffff,50.0,0.0,0.0,13.0
832802fffffffff,1247.0,0.0,0.0,236.0
832803fffffffff,9.0,0.0,0.0,2.0
832806fffffffff,166.0,0.0,0.0,0.0
832810fffffffff,1.0,0.0,0.0,0.0
832812fffffffff,23.0,0.0,0.0,0.0
832813fffffffff,14.0,0.0,0.0,4.0
832814fffffffff,10.0,0.0,0.0,0.0
832816fffffffff,2.0,0.0,0.0,2.0
832818fffffffff,8.0,0.0,0.0,4.0
832819fffffffff,179.0,0.0,0.0,10.0
83281bfffffffff,516.0,0.0,0.0,20.0
83281cfffffffff,237.0,0.0,0.0,60.0
83281dfffffffff,12.0,0.0,0.0,0.0
83281efffffffff,2.0,0.0,0.0,0.0
832830fffffffff,1998.0,0.0,0.0,89.0
832831fffffffff,783.0,0.0,0.0,113.0
832832fffffffff,160.0,0.0,0.0,17.0
832833fffffffff,53.0,0.0,0.0,16.0
832834fffffffff,4157.0,0.0,0.0,609.0
832835fffffffff,90.0,0.0,0.0,1.0
832836fffffffff,19.0,0.0,0.0,0.0
832893fffffffff,3.0,0.0,0.0,0.0
83289bfffffffff,2.0,0.0,0.0,0.0
8328a9fffffffff,7.0,0.0,0.0,0.0
8328acfffffffff,3.0,0.0,0.0,0.0
8328adfffffffff,26.0,0.0,0.0,0.0
8328c2fffffffff,31.0,0.0,0.0,5.0
8328c6fffffffff,2904.0,0.0,0.0,190.0
8328d0fffffffff,55.0,0.0,0.0,0.0
8328d1fffffffff,1679.0,0.0,0.0,3.0
8328d3fffffffff,2.0,0.0,0.0,0.0
8328d5fffffffff,109.0,0.0,0.0,4.0
8328d8fffffffff,79.0,0.0,0.0,0.0
8328d9fffffffff,22.0,0.0,0.0,0.0
8328dcfffffffff,166.0,0.0,0.0,2.0
8328ddfffffffff,190.0,0.0,0.0,0.0
8328defffffffff,1163.0,0.0,0.0,0.0
8328e6fffffffff,7.0,0.0,0.0,0.0
8328f0fffffffff,92.0,0.0,0.0,0.0
8328f1fffffffff,368.0,0.0,0.0,4.0
8328f4fffffffff,69.0,0.0,0.0,0.0
8328f5fffffffff,492.0,0.0,0.0,23.0
832912fffffffff,698.0,0.0,0.0,39.0
832913fffffffff,113.0,0.0,0.0,0.0
832916fffffffff,5.0,0.0,0.0,0.0
83291afffffffff,48.0,0.0,0.0,15.0
832984fffffffff,2.0,0.0,0.0,0.0
832985fffffffff,21.0,0.0,0.0,1.0
832986fffffffff,34.0,0.0,0.0,0.0
832988fffffffff,12.0,0.0,0.0,0.0
832989fffffffff,110.0,0.0,0.0,0.0
83298cfffffffff,45.0,0.0,0.0,1.0
832998fffffffff,2.0,0.0,0.0,0.0
832999fffffffff,3.0,0.0,0.0,0.0
8329a0fffffffff,35.0,0.0,0.0,0.0
8329a1fffffffff,481.0,0.0,0.0,0.0
8329a4fffffffff,2773.0,0.0,0.0,1.0
8329a5fffffffff,3366.0,0.0,0.0,0.0
8329a6fffffffff,179.0,0.0,0.0,14.0
8329a8fffffffff,8.0,0.0,0.0,0.0
8329a9fffffffff,4.0,0.0,0.0,0.0
8329aafffffffff,74.0,0.0,0.0,0.0
8329abfffffffff,13.0,0.0,0.0,2.0
8329acfffffffff,9.0,0.0,0.0,0.0
8329adfffffffff,530.0,0.0,0.0,2.0
8329b5fffffffff,2.0,0.0,0.0,0.0
832a00fffffffff,16.0,0.0,0.0,0.0
832a05fffffffff,1.0,0.0,0.0,0.0
832a06fffffffff,122.0,2.0,1.0,0.0
832a10fffffffff,5915.0,280.0,0.0,0.0
832a13fffffffff,5734.0,45.0,0.0,0.0
832a14fffffffff,295.0,20.0,0.0,0.0
832a15fffffffff,2855.0,101.0,0.0,0.0
832a16fffffffff,19.0,0.0,1.0,0.0
832a1afffffffff,19.0,2.0,0.0,0.0
832a30fffffffff,4629.0,173.0,36.0,0.0
832a31fffffffff,4241.0,429.0,13.0,0.0
832a32fffffffff,9.0,0.0,0.0,0.0
832a33fffffffff,1119.0,104.0,0.0,0.0
832a34fffffffff,2880.0,389.0,0.0,0.0
832a36fffffffff,19.0,0.0,0.0,0.0
832a4cfffffffff,210.0,0.0,0.0,0.0
832a81fffffffff,6.0,0.0,0.0,0.0
832a82fffffffff,1.0,0.0,0.0,0.0
832a84fffffffff,10.0,0.0,0.0,0.0
832a85fffffffff,2.0,0.0,0.0,0.0
832a86fffffffff,44.0,0.0,0.0,0.0
832a88fffffffff,9.0,0.0,0.0,0.0
832a89fffffffff,1.0,0.0,0.0,0.0
832a8afffffffff,16.0,0.0,0.0,0.0
832a8cfffffffff,4.0,0.0,0.0,0.0
832a8dfffffffff,8.0,0.0,0.0,0.0
832a8efffffffff,5.0,0.0,0.0,0.0
832a90fffffffff,80.0,0.0,2.0,0.0
832a91fffffffff,23.0,0.0,2.0,0.0
832a92fffffffff,31.0,0.0,0.0,0.0
832a93fffffffff,62.0,0.0,0.0,0.0
832a94fffffffff,835.0,0.0,63.0,0.0
832a95fffffffff,82.0,0.0,9.0,0.0
832a96fffffffff,22.0,0.0,0.0,0.0
832a99fffffffff,2.0,0.0,0.0,0.0
832a9cfffffffff,2.0,0.0,0.0,0.0
832a9efffffffff,12.0,0.0,0.0,0.0
832aa1fffffffff,10.0,0.0,0.0,0.0
832aa4fffffffff,1459.0,20.0,53.0,0.0
832aa6fffffffff,9.0,0.0,0.0,0.0
832aa8fffffffff,1287.0,141.0,63.0,0.0
832aa9fffffffff,4222.0,150.0,74.0,0.0
832aaafffffffff,12.0,0.0,0.0,0.0
832aabfffffffff,4.0,0.0,0.0,0.0
832aacfffffffff,180.0,3.0,3.0,0.0
832aadfffffffff,19367.0,374.0,120.0,0.0
832aaefffffffff,4.0,0.0,0.0,0.0
832ab0fffffffff,786.0,0.0,18.0,0.0
832ab1fffffffff,234.0,0.0,5.0,0.0
832ab2fffffffff,4788.0,41.0,226.0,0.0
832ab3fffffffff,812.0,0.0,5.0,0.0
832ab4fffffffff,228.0,0.0,1.0,0.0
832ab5fffffffff,427.0,1.0,17.0,0.0
832ab6fffffffff,146.0,0.0,2.0,0.0
832ac6fffffffff,517.0,20.0,0.0,0.0
832ad0fffffffff,367.0,0.0,0.0,0.0
832ad1fffffffff,365.0,0.0,0.0,0.0
832ad3fffffffff,1269.0,3.0,3.0,0.0
832ad4fffffffff,4.0,0.0,0.0,0.0
832ad5fffffffff,855.0,0.0,0.0,0.0
832af0fffffffff,339.0,1.0,0.0,0.0
832af1fffffffff,2103.0,78.0,0.0,0.0
832af2fffffffff,7.0,0.0,0.0,0.0
832af3fffffffff,421.0,1.0,0.0,0.0
832af4fffffffff,15.0,1.0,0.0,0.0
832af6fffffffff,1357.0,17.0,4.0,0.0
832b00fffffffff,374.0,6.0,0.0,0.0
832b01fffffffff,125.0,2.0,0.0,0.0
832b02fffffffff,8.0,0.0,0.0,0.0
832b03fffffffff,189.0,0.0,0.0,0.0
832b05fffffffff,286.0,2.0,0.0,0.0
832b06fffffffff,154.0,0.0,0.0,0.0
832b0afffffffff,1480.0,25.0,0.0,0.0
832b0cfffffffff,915.0,0.0,0.0,0.0
832b0efffffffff,172.0,0.0,0.0,0.0
832b12fffffffff,667.0,0.0,0.0,0.0
832b14fffffffff,36.0,2.0,0.0,0.0
832b15fffffffff,6.0,0.0,0.0,0.0
832b16fffffffff,1191.0,20.0,0.0,0.0
832b18fffffffff,607.0,12.0,0.0,0.0
832b19fffffffff,118.0,0.0,0.0,0.0
832b1afffffffff,252.0,21.0,0.0,0.0
832b1bfffffffff,826.0,173.0,0.0,0.0
832b1cfffffffff,61.0,0.0,0.0,0.0
832b1dfffffffff,96.0,0.0,0.0,0.0
832b21fffffffff,3.0,0.0,0.0,0.0
832b22fffffffff,42.0,0.0,0.0,0.0
832b23fffffffff,424.0,0.0,0.0,0.0
832b24fffffffff,25.0,0.0,0.0,0.0
832b25fffffffff,8.0,0.0,0.0,0.0
832b26fffffffff,2.0,0.0,0.0,0.0
832b29fffffffff,83.0,0.0,0.0,0.0
832b2afffffffff,59.0,0.0,0.0,0.0
832b2cfffffffff,77.0,2.0,0.0,0.0
832b2efffffffff,46.0,0.0,0.0,0.0
832b30fffffffff,69.0,0.0,0.0,0.0
832b31fffffffff,141.0,0.0,0.0,0.0
832b32fffffffff,10.0,0.0,0.0,0.0
832b33fffffffff,192.0,0.0,0.0,0.0
832b34fffffffff,537.0,0.0,0.0,0.0
832b35fffffffff,15.0,0.0,0.0,0.0
832b36fffffffff,7.0,0.0,0.0,0.0
832b81fffffffff,131.0,0.0,7.0,0.0
832b83fffffffff,116.0,0.0,9.0,0.0
832b89fffffffff,32.0,0.0,0.0,0.0
832b8afffffffff,80.0,0.0,0.0,0.0
832b8cfffffffff,76.0,0.0,0.0,0.0
832b8dfffffffff,88.0,0.0,0.0,0.0
832b8efffffffff,13.0,0.0,0.0,0.0
832b90fffffffff,4.0,0.0,0.0,0.0
832b94fffffffff,14.0,0.0,1.0,0.0
832b98fffffffff,203.0,0.0,14.0,0.0
832b99fffffffff,716.0,5.0,14.0,0.0
832b9afffffffff,67.0,0.0,7.0,0.0
832b9bfffffffff,908.0,10.0,63.0,0.0
832b9dfffffffff,231.0,0.0,33.0,0.0
832b9efffffffff,36.0,0.0,0.0,0.0
832ba0fffffffff,130.0,0.0,0.0,0.0
832ba3fffffffff,3.0,0.0,0.0,0.0
832ba5fffffffff,113.0,0.0,0.0,0.0
832ba9fffffffff,4.0,0.0,0.0,0.0
832baafffffffff,196.0,0.0,0.0,0.0
832bacfffffffff,989.0,0.0,0.0,0.0
832baefffffffff,361.0,0.0,0.0,0.0
832bb2fffffffff,1.0,0.0,0.0,0.0
832bb3fffffffff,36.0,0.0,0.0,0.0
832bb5fffffffff,1.0,0.0,0.0,0.0
834412fffffffff,596.0,0.0,0.0,0.0
834413fffffffff,4602.0,0.0,4.0,0.0
834414fffffffff,38.0,0.0,0.0,0.0
834416fffffffff,1607.0,0.0,7.0,0.0
83441afffffffff,2114.0,0.0,28.0,0.0
83441bfffffffff,533.0,0.0,0.0,0.0
83441efffffffff,4160.0,0.0,83.0,0.0
834424fffffffff,257.0,0.0,0.0,0.0
834432fffffffff,107.0,0.0,0.0,0.0
834434fffffffff,5.0,0.0,0.0,0.0
834436fffffffff,28.0,0.0,0.0,0.0
834440fffffffff,29.0,0.0,0.0,0.0
834441fffffffff,1.0,0.0,0.0,0.0
834443fffffffff,15.0,0.0,0.0,0.0
834444fffffffff,19.0,0.0,0.0,0.0
834445fffffffff,288.0,0.0,0.0,0.0
834446fffffffff,38.0,0.0,0.0,0.0
83444afffffffff,4.0,0.0,0.0,0.0
83444cfffffffff,22.0,0.0,0.0,0.0
83444dfffffffff,2.0,0.0,0.0,0.0
83444efffffffff,3.0,0.0,0.0,0.0
834450fffffffff,2665.0,0.0,0.0,0.0
834452fffffffff,2.0,0.0,0.0,0.0
834454fffffffff,37.0,0.0,0.0,0.0
834455fffffffff,1509.0,0.0,0.0,0.0
834456fffffffff,62.0,0.0,0.0,0.0
834458fffffffff,4.0,0.0,0.0,0.0
834459fffffffff,35.0,0.0,0.0,0.0
83445afffffffff,4.0,0.0,0.0,0.0
83445dfffffffff,20.0,0.0,0.0,0.0
834463fffffffff,173.0,0.0,0.0,0.0
83446cfffffffff,5679.0,0.0,0.0,0.0
83446efffffffff,1186.0,0.0,0.0,0.0
834471fffffffff,489.0,0.0,0.0,0.0
834473fffffffff,1484.0,0.0,0.0,0.0
834484fffffffff,22.0,0.0,0.0,0.0
834485fffffffff,13.0,0.0,0.0,0.0
834486fffffffff,47.0,0.0,0.0,0.0
8344a1fffffffff,243.0,0.0,0.0,0.0
8344a2fffffffff,3.0,0.0,0.0,0.0
8344a3fffffffff,40.0,0.0,0.0,0.0
8344a5fffffffff,1048.0,0.0,9.0,0.0
8344a8fffffffff,158.0,0.0,3.0,0.0
8344a9fffffffff,1.0,0.0,0.0,0.0
8344aafffffffff,20.0,0.0,0.0,0.0
8344abfffffffff,1765.0,0.0,0.0,0.0
8344acfffffffff,447.0,15.0,8.0,0.0
8344adfffffffff,6.0,0.0,0.0,0.0
8344aefffffffff,309.0,0.0,0.0,0.0
8344b1fffffffff,30.0,0.0,0.0,0.0
8344b5fffffffff,95.0,0.0,0.0,0.0
8344b6fffffffff,2.0,0.0,0.0,0.0
8344c0fffffffff,2.0,0.0,0.0,0.0
8344c2fffffffff,10.0,0.0,0.0,0.0
8344c8fffffffff,11.0,0.0,0.0,0.0
8344cafffffffff,61.0,0.0,0.0,0.0
8344cbfffffffff,2.0,0.0,0.0,0.0
8344cdfffffffff,8.0,0.0,0.0,0.0
8344d0fffffffff,2551.0,10.0,4.0,0.0
8344d1fffffffff,43.0,0.0,0.0,0.0
8344d2fffffffff,1419.0,2.0,0.0,0.0
8344d3fffffffff,10.0,0.0,0.0,0.0
8344d5fffffffff,1243.0,2.0,0.0,0.0
8344d9fffffffff,7.0,0.0,0.0,0.0
8344dcfffffffff,3.0,0.0,0.0,0.0
8344ddfffffffff,37.0,0.0,0.0,0.0
8344e0fffffffff,2.0,0.0,0.0,0.0
8344e4fffffffff,138.0,0.0,0.0,0.0
8344e5fffffffff,56.0,0.0,0.0,0.0
8344e6fffffffff,1980.0,0.0,0.0,0.0
8344e8fffffffff,3.0,0.0,0.0,0.0
8344ecfffffffff,2.0,0.0,0.0,0.0
8344edfffffffff,6.0,0.0,0.0,0.0
8344eefffffffff,2.0,0.0,0.0,0.0
8344f0fffffffff,1732.0,0.0,0.0,0.0
8344f3fffffffff,3279.0,9.0,9.0,0.0
8344f5fffffffff,14.0,0.0,0.0,0.0
8344f6fffffffff,380.0,0.0,0.0,0.0
834501fffffffff,9.0,0.0,0.0,0.0
