cell_id,Dryoscopus cubla,Dryoscopus cubla affinis,Dryoscopus cubla [cubla Group]
8483263ffffffff,10.0,0.0,0.0
8483305ffffffff,2.0,0.0,0.0
8483337ffffffff,3.0,0.0,0.0
848333dffffffff,10.0,0.0,0.0
8483861ffffffff,2.0,0.0,0.0
8483acdffffffff,2.0,0.0,0.0
8483ad1ffffffff,2.0,0.0,0.0
8496003ffffffff,2.0,0.0,0.0
8496009ffffffff,26.0,0.0,0.0
849600bffffffff,5.0,0.0,0.0
8496015ffffffff,28.0,0.0,0.0
849602dffffffff,22.0,0.0,0.0
8496039ffffffff,4.0,0.0,0.0
849603bffffffff,8.0,0.0,0.0
8496047ffffffff,13.0,0.0,0.0
8496051ffffffff,7.0,0.0,0.0
8496089ffffffff,1.0,0.0,0.0
849608dffffffff,3.0,0.0,0.0
8496093ffffffff,9.0,0.0,0.0
8496097ffffffff,13.0,0.0,0.0
8496099ffffffff,2.0,0.0,0.0
849609dffffffff,4.0,0.0,0.0
84960b1ffffffff,10.0,0.0,0.0
84960bbffffffff,2.0,0.0,0.0
84960c3ffffffff,2.0,0.0,0.0
84960e7ffffffff,2.0,0.0,0.0
84960e9ffffffff,3.0,0.0,0.0
84960edffffffff,6.0,0.0,0.0
8496101ffffffff,1.0,0.0,0.0
8496141ffffffff,22.0,0.0,0.0
8496149ffffffff,4.0,0.0,0.0
849615bffffffff,2.0,0.0,0.0
849615dffffffff,23.0,0.0,0.0
8496201ffffffff,17.0,0.0,0.0
8496203ffffffff,18.0,0.0,0.0
8496207ffffffff,69.0,0.0,0.0
8496209ffffffff,2.0,0.0,0.0
8496213ffffffff,3.0,0.0,0.0
8496215ffffffff,16.0,0.0,0.0
8496217ffffffff,11.0,0.0,0.0
8496219ffffffff,8.0,0.0,0.0
849621dffffffff,9.0,0.0,0.0
8496227ffffffff,4.0,0.0,0.0
849622bffffffff,14.0,0.0,0.0
8496233ffffffff,42.0,0.0,0.0
8496239ffffffff,20.0,0.0,0.0
849623bffffffff,129.0,0.0,0.0
849623dffffffff,2.0,0.0,0.0
8496241ffffffff,3.0,0.0,0.0
849624dffffffff,3.0,0.0,0.0
8496261ffffffff,4.0,0.0,0.0
8496263ffffffff,38.0,0.0,0.0
849626dffffffff,2.0,0.0,0.0
8496283ffffffff,39.0,0.0,0.0
8496287ffffffff,16.0,0.0,0.0
849628bffffffff,31.0,0.0,0.0
8496295ffffffff,2.0,0.0,0.0
849629dffffffff,7.0,0.0,0.0
84962b7ffffffff,4.0,0.0,0.0
84962b9ffffffff,62.0,0.0,0.0
84962bdffffffff,5.0,0.0,0.0
84962c5ffffffff,8.0,0.0,0.0
84962c9ffffffff,101.0,0.0,0.0
84962cdffffffff,4.0,0.0,0.0
84962d1ffffffff,4.0,0.0,0.0
84962d5ffffffff,5.0,0.0,0.0
84962d7ffffffff,13.0,0.0,0.0
84962d9ffffffff,5.0,0.0,0.0
84962e5ffffffff,31.0,0.0,0.0
84962ebffffffff,1.0,0.0,0.0
84962edffffffff,22.0,0.0,0.0
8496311ffffffff,2.0,0.0,0.0
8496331ffffffff,8.0,0.0,0.0
8496335ffffffff,84.0,0.0,0.0
8496365ffffffff,31.0,0.0,0.0
8496445ffffffff,2.0,0.0,0.0
849646dffffffff,2.0,0.0,0.0
8496569ffffffff,6.0,0.0,0.0
849656bffffffff,1.0,0.0,0.0
849666bffffffff,3.0,0.0,0.0
8496681ffffffff,1.0,0.0,0.0
8496703ffffffff,14.0,0.0,0.0
8496707ffffffff,2.0,0.0,0.0
849671bffffffff,1.0,0.0,0.0
8496727ffffffff,3.0,0.0,0.0
8496753ffffffff,2.0,0.0,0.0
8496757ffffffff,3.0,0.0,0.0
8496805ffffffff,2.0,0.0,0.0
8496837ffffffff,2.0,0.0,0.0
8496861ffffffff,5.0,0.0,0.0
84968cdffffffff,2.0,0.0,0.0
84968d1ffffffff,2.0,0.0,0.0
8496901ffffffff,9.0,0.0,0.0
8496903ffffffff,2.0,0.0,0.0
8496905ffffffff,4.0,0.0,0.0
8496907ffffffff,51.0,0.0,0.0
849690bffffffff,2.0,0.0,0.0
8496921ffffffff,21.0,0.0,0.0
8496925ffffffff,477.0,0.0,0.0
849692bffffffff,54.0,0.0,0.0
849692dffffffff,17.0,0.0,0.0
8496931ffffffff,3.0,0.0,0.0
8496933ffffffff,1.0,0.0,0.0
8496935ffffffff,150.0,0.0,0.0
8496937ffffffff,6.0,0.0,0.0
849693bffffffff,1.0,0.0,0.0
849693dffffffff,170.0,0.0,0.0
84969a1ffffffff,7.0,0.0,0.0
84969a5ffffffff,19.0,0.0,0.0
8496a01ffffffff,4.0,0.0,0.0
8496a15ffffffff,11.0,0.0,0.0
8496a27ffffffff,2.0,0.0,0.0
8496a2dffffffff,6.0,0.0,0.0
8496a39ffffffff,8.0,0.0,0.0
8496a3bffffffff,2.0,0.0,0.0
8496a59ffffffff,17.0,0.0,0.0
8496a5dffffffff,1.0,0.0,0.0
8496a89ffffffff,11.0,0.0,0.0
8496a8bffffffff,4.0,0.0,0.0
8496a8dffffffff,1.0,0.0,0.0
8496aa9ffffffff,2.0,0.0,0.0
8496abdffffffff,2.0,0.0,0.0
8496ac3ffffffff,2.0,0.0,0.0
8496ad7ffffffff,1.0,0.0,0.0
8496b01ffffffff,4.0,0.0,0.0
8496b09ffffffff,7.0,0.0,0.0
8496b0bffffffff,2.0,0.0,0.0
8496b0dffffffff,2.0,0.0,0.0
8496b13ffffffff,18.0,0.0,0.0
8496b19ffffffff,119.0,0.0,0.0
8496b1bffffffff,35.0,0.0,0.0
8496b21ffffffff,12.0,0.0,0.0
8496b29ffffffff,2.0,0.0,0.0
8496b2bffffffff,3.0,0.0,0.0
8496b47ffffffff,26.0,0.0,0.0
8496b53ffffffff,19.0,0.0,0.0
8496b57ffffffff,19.0,0.0,0.0
8496b61ffffffff,3.0,0.0,0.0
8496b63ffffffff,58.0,0.0,0.0
8496b67ffffffff,5.0,0.0,0.0
8496b69ffffffff,3.0,0.0,0.0
8496b6dffffffff,19.0,0.0,0.0
8496e49ffffffff,4.0,0.0,0.0
8497015ffffffff,22.0,0.0,0.0
8497023ffffffff,3.0,0.0,0.0
8497025ffffffff,1.0,0.0,0.0
8497027ffffffff,8.0,0.0,0.0
849702bffffffff,71.0,0.0,0.0
8497035ffffffff,62.0,0.0,0.0
8497039ffffffff,3.0,0.0,0.0
849703dffffffff,71.0,0.0,0.0
8497051ffffffff,8.0,0.0,0.0
8497053ffffffff,6.0,0.0,0.0
8497057ffffffff,3.0,0.0,0.0
8497069ffffffff,6.0,0.0,0.0
8497081ffffffff,1.0,0.0,0.0
84970a7ffffffff,5.0,0.0,0.0
84970c5ffffffff,24.0,0.0,0.0
84970c9ffffffff,3.0,0.0,0.0
84970d3ffffffff,20.0,0.0,0.0
8497101ffffffff,5.0,0.0,0.0
8497103ffffffff,45.0,0.0,0.0
8497107ffffffff,38.0,0.0,0.0
8497111ffffffff,4.0,0.0,0.0
8497113ffffffff,13.0,0.0,0.0
8497119ffffffff,443.0,0.0,0.0
849711dffffffff,32.0,0.0,0.0
8497131ffffffff,9.0,0.0,0.0
8497139ffffffff,26.0,0.0,0.0
849713dffffffff,3.0,0.0,0.0
8497151ffffffff,37.0,0.0,0.0
8497153ffffffff,3.0,0.0,0.0
8497157ffffffff,4.0,0.0,0.0
8497195ffffffff,2.0,0.0,0.0
8497199ffffffff,69.0,0.0,0.0
849719bffffffff,42.0,0.0,0.0
84971b9ffffffff,3.0,0.0,0.0
84971c1ffffffff,69.0,0.0,0.0
84971c3ffffffff,9.0,0.0,0.0
84971c7ffffffff,2.0,0.0,0.0
84971c9ffffffff,16.0,0.0,0.0
84971cbffffffff,41.0,0.0,0.0
84971d7ffffffff,17.0,0.0,0.0
849721bffffffff,17.0,0.0,0.0
8497245ffffffff,12.0,0.0,0.0
8497249ffffffff,6.0,0.0,0.0
8497253ffffffff,12.0,0.0,0.0
8497283ffffffff,2.0,0.0,0.0
8497289ffffffff,12.0,0.0,0.0
849728bffffffff,3.0,0.0,0.0
849728dffffffff,179.0,0.0,0.0
8497291ffffffff,53.0,0.0,0.0
8497293ffffffff,1.0,0.0,0.0
8497295ffffffff,6.0,0.0,0.0
849729bffffffff,2.0,0.0,0.0
84972a5ffffffff,2.0,0.0,0.0
84972abffffffff,3.0,0.0,0.0
84972c1ffffffff,2.0,0.0,0.0
84972c5ffffffff,138.0,0.0,0.0
84972c9ffffffff,43.0,0.0,0.0
84972cbffffffff,4.0,0.0,0.0
84972cdffffffff,109.0,0.0,2.0
84972d5ffffffff,21.0,0.0,0.0
84972d7ffffffff,1.0,0.0,0.0
84972d9ffffffff,80.0,0.0,1.0
84972dbffffffff,2.0,0.0,0.0
84972e3ffffffff,276.0,0.0,0.0
84972e7ffffffff,2.0,0.0,0.0
84972ebffffffff,75.0,0.0,0.0
8497311ffffffff,2.0,0.0,0.0
8497313ffffffff,10.0,0.0,0.0
8497315ffffffff,2.0,0.0,0.0
8497317ffffffff,6.0,0.0,0.0
8497357ffffffff,27.0,0.0,0.0
8497359ffffffff,4.0,0.0,0.0
8497405ffffffff,4.0,0.0,0.0
849740dffffffff,1.0,0.0,0.0
8497411ffffffff,2.0,0.0,0.0
8497415ffffffff,32.0,0.0,0.0
8497417ffffffff,20.0,0.0,0.0
8497419ffffffff,2.0,0.0,0.0
849741bffffffff,1.0,0.0,0.0
849741dffffffff,22.0,0.0,0.0
8497431ffffffff,31.0,0.0,0.0
8497435ffffffff,7.0,0.0,0.0
8497437ffffffff,27.0,0.0,0.0
8497439ffffffff,6.0,0.0,0.0
849743bffffffff,39.0,0.0,0.0
8497447ffffffff,5.0,0.0,0.0
8497461ffffffff,1.0,0.0,0.0
8497485ffffffff,12.0,0.0,0.0
84974a1ffffffff,2.0,0.0,0.0
84974a9ffffffff,94.0,0.0,0.0
84974abffffffff,193.0,0.0,0.0
84974adffffffff,4.0,0.0,0.0
84974b9ffffffff,67.0,0.0,0.0
84974bbffffffff,7.0,0.0,0.0
84974bdffffffff,16.0,0.0,0.0
84974cdffffffff,2.0,0.0,0.0
84974e1ffffffff,18.0,0.0,0.0
84974e3ffffffff,1.0,0.0,0.0
84974e5ffffffff,28.0,0.0,0.0
84974e9ffffffff,46.0,0.0,0.0
84974edffffffff,25.0,0.0,0.0
8497501ffffffff,1.0,0.0,0.0
8497503ffffffff,2.0,0.0,0.0
8497505ffffffff,4.0,0.0,0.0
8497509ffffffff,37.0,0.0,0.0
849750bffffffff,1.0,0.0,0.0
8497511ffffffff,6.0,0.0,0.0
8497513ffffffff,197.0,0.0,0.0
8497515ffffffff,426.0,0.0,0.0
8497517ffffffff,263.0,0.0,0.0
8497529ffffffff,2.0,0.0,0.0
849752bffffffff,1.0,0.0,0.0
8497535ffffffff,13.0,0.0,0.0
849753bffffffff,2.0,0.0,0.0
8497543ffffffff,3.0,0.0,0.0
8497545ffffffff,4.0,0.0,0.0
8497547ffffffff,3.0,0.0,0.0
8497557ffffffff,6.0,0.0,0.0
8497583ffffffff,11.0,0.0,0.0
8497587ffffffff,3.0,0.0,0.0
84975c1ffffffff,2.0,0.0,0.0
84975c5ffffffff,42.0,0.0,0.0
84975c7ffffffff,138.0,0.0,1.0
84975c9ffffffff,7.0,0.0,0.0
84975cbffffffff,2.0,0.0,0.0
84975d1ffffffff,29.0,0.0,0.0
84975d5ffffffff,5.0,0.0,0.0
84975d9ffffffff,10.0,0.0,0.0
84975ddffffffff,31.0,0.0,0.0
84975e1ffffffff,7.0,0.0,0.0
84975e9ffffffff,8.0,0.0,0.0
84975ebffffffff,20.0,0.0,0.0
8497701ffffffff,1.0,0.0,0.0
8497705ffffffff,5.0,0.0,0.0
8497707ffffffff,6.0,0.0,0.0
8497717ffffffff,2.0,0.0,0.0
8497725ffffffff,12.0,0.0,0.0
849772dffffffff,14.0,0.0,0.0
8497733ffffffff,6.0,0.0,0.0
8497749ffffffff,2.0,0.0,0.0
849774dffffffff,2.0,0.0,0.0
8497751ffffffff,4.0,0.0,0.0
849775dffffffff,3.0,0.0,0.0
8497885ffffffff,16.0,0.0,0.0
849788bffffffff,2.0,0.0,0.0
8497895ffffffff,7.0,0.0,0.0
84978a3ffffffff,2.0,0.0,0.0
84978b3ffffffff,1.0,0.0,0.0
84978b9ffffffff,8.0,0.0,0.0
84978d1ffffffff,1.0,0.0,0.0
84978d5ffffffff,1.0,0.0,0.0
84978d9ffffffff,19.0,0.0,0.0
84978ddffffffff,4.0,0.0,0.0
84978e3ffffffff,18.0,0.0,0.0
84978e7ffffffff,4.0,0.0,0.0
84978ebffffffff,22.0,0.0,0.0
8497913ffffffff,6.0,0.0,0.0
8497937ffffffff,5.0,0.0,0.0
849799bffffffff,2.0,0.0,0.0
84979d3ffffffff,3.0,0.0,0.0
84979e9ffffffff,3.0,0.0,0.0
8497a85ffffffff,20.0,0.0,0.0
8497a89ffffffff,31.0,0.0,0.0
8497a8bffffffff,32.0,0.0,0.0
8497aa1ffffffff,2.0,0.0,0.0
8497aabffffffff,44.0,0.0,0.0
8497ab1ffffffff,2.0,0.0,0.0
8497ab5ffffffff,3.0,0.0,0.0
8497ac3ffffffff,5.0,0.0,0.0
8497ac7ffffffff,4.0,0.0,0.0
8497ad5ffffffff,2.0,0.0,0.0
8497b05ffffffff,4.0,0.0,0.0
84ac801ffffffff,2.0,0.0,0.0
84ac809ffffffff,1.0,0.0,0.0
84ac81bffffffff,10.0,0.0,0.0
84ac853ffffffff,5.0,0.0,0.0
84ac85dffffffff,4.0,0.0,0.0
84ac863ffffffff,11.0,0.0,0.0
84ac865ffffffff,2.0,0.0,0.0
84ac867ffffffff,108.0,0.0,0.0
84ac8a3ffffffff,11.0,0.0,0.0
84ac8a9ffffffff,46.0,0.0,0.0
84ac8cdffffffff,6.0,0.0,0.0
84ac8e7ffffffff,19.0,0.0,0.0
84ac901ffffffff,3.0,0.0,0.0
84ac941ffffffff,8.0,0.0,0.0
84ac959ffffffff,7.0,0.0,0.0
84ac95bffffffff,32.0,0.0,0.0
84ac961ffffffff,19.0,0.0,0.0
84ac969ffffffff,9.0,0.0,0.0
84ac96dffffffff,14.0,0.0,0.0
84ac995ffffffff,2.0,0.0,0.0
84aca03ffffffff,6.0,0.0,0.0
84aca07ffffffff,1.0,0.0,0.0
84aca27ffffffff,10.0,0.0,0.0
84aca39ffffffff,1.0,0.0,0.0
84aca3bffffffff,4.0,0.0,0.0
84aca3dffffffff,54.0,0.0,0.0
84acae7ffffffff,9.0,0.0,0.0
84acb11ffffffff,13.0,0.0,0.0
84acb1bffffffff,27.0,0.0,0.0
84acb31ffffffff,6.0,0.0,0.0
84acb33ffffffff,3.0,0.0,0.0
84acb35ffffffff,35.0,0.0,0.0
84ad321ffffffff,3.0,0.0,0.0
84bc091ffffffff,2.0,0.0,0.0
84bc093ffffffff,5.0,0.0,0.0
84bc095ffffffff,2.0,0.0,0.0
84bc0a3ffffffff,1.0,0.0,0.0
84bc0bdffffffff,14.0,0.0,0.0
84bc193ffffffff,4.0,0.0,0.0
84bc197ffffffff,11.0,0.0,0.0
84bc19bffffffff,1.0,0.0,0.0
84bc1b3ffffffff,11.0,0.0,0.0
84bc1b7ffffffff,31.0,0.0,0.0
84bc1bbffffffff,9.0,0.0,0.0
84bc409ffffffff,4.0,0.0,0.0
84bc443ffffffff,9.0,0.0,0.0
84bc447ffffffff,30.0,0.0,0.0
84bc455ffffffff,81.0,0.0,0.0
84bc457ffffffff,5.0,0.0,0.0
84bc461ffffffff,1.0,0.0,0.0
84bc469ffffffff,2.0,0.0,0.0
84bc46dffffffff,5.0,0.0,0.0
84bc545ffffffff,3.0,0.0,0.0
84bc549ffffffff,2.0,0.0,0.0
84bc559ffffffff,1.0,0.0,0.0
84bc717ffffffff,10.0,0.0,0.0
84bc723ffffffff,2.0,0.0,0.0
84bc731ffffffff,1.0,0.0,0.0
84bc735ffffffff,1.0,0.0,0.0
84bc737ffffffff,1.0,0.0,0.0
84bc739ffffffff,4.0,0.0,0.0
84bc73bffffffff,4.0,0.0,0.0
84bc891ffffffff,18.0,0.0,0.0
84bc893ffffffff,13.0,0.0,0.0
84bc897ffffffff,24.0,0.0,0.0
84bc899ffffffff,23.0,0.0,0.0
84bc89bffffffff,56.0,0.0,0.0
84bc8b7ffffffff,2.0,0.0,0.0
84bc8d3ffffffff,13.0,0.0,0.0
84bc991ffffffff,34.0,0.0,0.0
84bc993ffffffff,3.0,0.0,0.0
84bc997ffffffff,4.0,0.0,0.0
84bc9b3ffffffff,2.0,0.0,0.0
84bc9bbffffffff,3.0,0.0,0.0
84bcc23ffffffff,2.0,0.0,0.0
84bcc27ffffffff,4.0,0.0,0.0
84bcc2bffffffff,2.0,0.0,0.0
84bcc33ffffffff,2.0,0.0,0.0
84bcc35ffffffff,41.0,0.0,0.0
84bcc37ffffffff,7.0,0.0,0.0
84bcc3dffffffff,13.0,0.0,1.0
84bcc49ffffffff,11.0,0.0,0.0
84bcc4bffffffff,2.0,0.0,0.0
84bcc4dffffffff,2.0,0.0,0.0
84bcc6dffffffff,3.0,0.0,0.0
84bcca5ffffffff,14.0,0.0,0.0
84bcca7ffffffff,23.0,0.0,0.0
84bcd01ffffffff,99.0,0.0,0.0
84bcd03ffffffff,1.0,0.0,0.0
84bcd05ffffffff,101.0,0.0,1.0
84bcd07ffffffff,17.0,0.0,0.0
84bcd09ffffffff,20.0,0.0,0.0
84bcd0bffffffff,14.0,0.0,0.0
84bcd0dffffffff,126.0,0.0,1.0
84bcd11ffffffff,34.0,0.0,0.0
84bcd13ffffffff,12.0,0.0,0.0
84bcd1bffffffff,8.0,0.0,0.0
84bcd21ffffffff,294.0,0.0,1.0
84bcd23ffffffff,160.0,0.0,0.0
84bcd25ffffffff,58.0,0.0,0.0
84bcd27ffffffff,360.0,0.0,0.0
84bcd29ffffffff,556.0,0.0,1.0
84bcd2bffffffff,18.0,0.0,0.0
84bcd2dffffffff,80.0,0.0,0.0
84bcd33ffffffff,2.0,0.0,0.0
84bcd35ffffffff,25.0,0.0,0.0
84bcd37ffffffff,10.0,0.0,0.0
84bcd39ffffffff,5.0,0.0,0.0
84bcd3dffffffff,60.0,0.0,0.0
84bcd41ffffffff,6.0,0.0,0.0
84bcd43ffffffff,6.0,0.0,0.0
84bcd45ffffffff,50.0,0.0,0.0
84bcd47ffffffff,5.0,0.0,0.0
84bcd4bffffffff,21.0,0.0,0.0
84bcd55ffffffff,9.0,0.0,0.0
84bcd57ffffffff,2.0,0.0,0.0
84bcd61ffffffff,5.0,0.0,0.0
84bcd63ffffffff,182.0,0.0,0.0
84bcd67ffffffff,125.0,0.0,0.0
84bcd6bffffffff,1.0,0.0,0.0
84bcd6dffffffff,56.0,0.0,0.0
84bcd81ffffffff,17.0,0.0,0.0
84bcd85ffffffff,6.0,0.0,0.0
84bcd89ffffffff,7.0,0.0,0.0
84bcd8bffffffff,3.0,0.0,0.0
84bcd99ffffffff,3.0,0.0,0.0
84bcd9bffffffff,4.0,0.0,0.0
84bcda1ffffffff,2.0,0.0,0.0
84bcda5ffffffff,2.0,0.0,0.0
84bcdc1ffffffff,89.0,0.0,0.0
84bcdc3ffffffff,28.0,0.0,0.0
84bcdc5ffffffff,15.0,0.0,0.0
84bcdc7ffffffff,31.0,0.0,0.0
84bcdc9ffffffff,40.0,0.0,0.0
84bcdcbffffffff,1.0,0.0,0.0
84bcdcdffffffff,15.0,0.0,0.0
84bcdd1ffffffff,29.0,0.0,0.0
84bcdd9ffffffff,11.0,0.0,0.0
84bcdddffffffff,10.0,0.0,0.0
84bcde3ffffffff,6.0,0.0,0.0
84bcde5ffffffff,29.0,0.0,0.0
84bcde7ffffffff,1.0,0.0,0.0
84bcdebffffffff,24.0,0.0,0.0
84bce21ffffffff,10.0,0.0,0.0
84bce27ffffffff,1.0,0.0,0.0
84bce29ffffffff,2.0,0.0,0.0
84bce63ffffffff,2.0,0.0,0.0
84bce67ffffffff,66.0,0.0,0.0
84bce69ffffffff,10.0,0.0,0.0
84bce6bffffffff,4.0,0.0,0.0
84bce6dffffffff,3.0,0.0,0.0
84bcf05ffffffff,24.0,0.0,0.0
84bcf09ffffffff,120.0,0.0,2.0
84bcf0bffffffff,1.0,0.0,0.0
84bcf0dffffffff,26.0,0.0,0.0
84bcf1bffffffff,5.0,0.0,0.0
84bcf21ffffffff,24.0,0.0,0.0
84bcf23ffffffff,1.0,0.0,0.0
84bcf25ffffffff,108.0,0.0,0.0
84bcf29ffffffff,867.0,0.0,3.0
84bcf2bffffffff,2.0,0.0,0.0
84bcf2dffffffff,28.0,0.0,1.0
84bcf39ffffffff,2.0,0.0,0.0
84bcf3dffffffff,30.0,0.0,0.0
84bcf43ffffffff,11.0,0.0,0.0
84bcf47ffffffff,85.0,0.0,2.0
84bcf51ffffffff,2.0,0.0,0.0
84bcf53ffffffff,42.0,0.0,0.0
84bcf59ffffffff,54.0,0.0,0.0
84bcf5bffffffff,257.0,0.0,1.0
84bcf5dffffffff,6.0,0.0,0.0
84bcf61ffffffff,474.0,0.0,4.0
84bcf63ffffffff,191.0,0.0,3.0
84bcf67ffffffff,116.0,0.0,0.0
84bcf6bffffffff,2.0,0.0,0.0
