cell_id,Tyto javanica,Tyto javanica [javanica Group],Tyto javanica crassirostris
84be1d1ffffffff,1.0,0.0,0.0
84be1d3ffffffff,14.0,3.0,0.0
84be1d5ffffffff,2.0,0.0,0.0
84be293ffffffff,1.0,0.0,0.0
84be401ffffffff,119.0,43.0,0.0
84be403ffffffff,5.0,1.0,0.0
84be407ffffffff,1.0,0.0,0.0
84be409ffffffff,11.0,8.0,0.0
84be40bffffffff,5.0,5.0,0.0
84be415ffffffff,2.0,0.0,0.0
84be417ffffffff,5.0,0.0,0.0
84be41bffffffff,3.0,3.0,0.0
84be41dffffffff,5.0,3.0,0.0
84be421ffffffff,130.0,54.0,0.0
84be425ffffffff,4.0,0.0,0.0
84be427ffffffff,2.0,0.0,0.0
84be429ffffffff,8.0,1.0,0.0
84be42dffffffff,5.0,2.0,0.0
84be431ffffffff,4.0,0.0,0.0
84be433ffffffff,3.0,0.0,0.0
84be439ffffffff,14.0,8.0,0.0
84be43bffffffff,2.0,0.0,0.0
84be445ffffffff,1.0,1.0,0.0
84be447ffffffff,2.0,0.0,0.0
84be451ffffffff,3.0,3.0,0.0
84be455ffffffff,3.0,0.0,0.0
84be457ffffffff,2.0,0.0,0.0
84be45dffffffff,4.0,2.0,0.0
84be463ffffffff,5.0,2.0,0.0
84be469ffffffff,5.0,3.0,0.0
84be46bffffffff,8.0,0.0,0.0
84be493ffffffff,2.0,0.0,0.0
84be497ffffffff,9.0,4.0,0.0
84be499ffffffff,1.0,0.0,0.0
84be4a1ffffffff,6.0,1.0,0.0
84be4a3ffffffff,1.0,0.0,0.0
84be4a9ffffffff,5.0,3.0,0.0
84be4abffffffff,5.0,2.0,0.0
84be4b3ffffffff,1.0,0.0,0.0
84be4b5ffffffff,12.0,1.0,0.0
84be4c1ffffffff,7.0,3.0,0.0
84be4c5ffffffff,4.0,0.0,0.0
84be4c9ffffffff,11.0,10.0,0.0
84be4cdffffffff,5.0,2.0,0.0
84be4dbffffffff,5.0,2.0,0.0
84be4ddffffffff,3.0,0.0,0.0
84be4e1ffffffff,2.0,2.0,0.0
84be4e5ffffffff,32.0,12.0,0.0
84be4e7ffffffff,4.0,0.0,0.0
84be4e9ffffffff,51.0,17.0,0.0
84be4ebffffffff,7.0,2.0,0.0
84be501ffffffff,4.0,1.0,0.0
84be503ffffffff,1.0,1.0,0.0
84be505ffffffff,2.0,0.0,0.0
84be507ffffffff,30.0,8.0,0.0
84be50bffffffff,1.0,1.0,0.0
84be50dffffffff,2.0,0.0,0.0
84be515ffffffff,4.0,0.0,0.0
84be517ffffffff,1.0,0.0,0.0
84be51dffffffff,1.0,0.0,0.0
84be531ffffffff,2.0,0.0,0.0
84be533ffffffff,6.0,6.0,0.0
84be535ffffffff,1.0,0.0,0.0
84be539ffffffff,16.0,2.0,0.0
84be545ffffffff,1.0,0.0,0.0
84be547ffffffff,3.0,0.0,0.0
84be551ffffffff,1.0,1.0,0.0
84be557ffffffff,10.0,2.0,0.0
84be559ffffffff,2.0,0.0,0.0
84be55bffffffff,2.0,0.0,0.0
84be569ffffffff,2.0,0.0,0.0
84be56bffffffff,2.0,0.0,0.0
84be583ffffffff,1.0,0.0,0.0
84be591ffffffff,1.0,1.0,0.0
84be593ffffffff,1.0,0.0,0.0
84be5a5ffffffff,3.0,0.0,0.0
84be5d3ffffffff,2.0,0.0,0.0
84be5ebffffffff,2.0,0.0,0.0
84be607ffffffff,3.0,0.0,0.0
84be613ffffffff,4.0,3.0,0.0
84be617ffffffff,2.0,0.0,0.0
84be62bffffffff,2.0,0.0,0.0
84be631ffffffff,69.0,26.0,0.0
84be633ffffffff,2.0,1.0,0.0
84be635ffffffff,9.0,0.0,0.0
84be63bffffffff,20.0,11.0,0.0
84be667ffffffff,6.0,4.0,0.0
84be681ffffffff,2.0,0.0,0.0
84be68dffffffff,3.0,2.0,0.0
84be695ffffffff,2.0,0.0,0.0
84be6a5ffffffff,4.0,0.0,0.0
84be6b3ffffffff,2.0,0.0,0.0
84be6e1ffffffff,2.0,0.0,0.0
84be6e5ffffffff,3.0,0.0,0.0
84be6e9ffffffff,1.0,0.0,0.0
84be6edffffffff,8.0,7.0,0.0
84be717ffffffff,8.0,2.0,0.0
84be723ffffffff,3.0,0.0,0.0
84be725ffffffff,7.0,0.0,0.0
84be729ffffffff,3.0,0.0,0.0
84be72dffffffff,4.0,0.0,0.0
84be731ffffffff,5.0,2.0,0.0
84be741ffffffff,3.0,1.0,0.0
84be749ffffffff,2.0,0.0,0.0
84be74bffffffff,2.0,0.0,0.0
84be74dffffffff,2.0,0.0,0.0
84be751ffffffff,2.0,0.0,0.0
84be75dffffffff,1.0,0.0,0.0
84be765ffffffff,2.0,0.0,0.0
84be883ffffffff,5.0,3.0,0.0
84be887ffffffff,1.0,0.0,0.0
84be88bffffffff,2.0,2.0,0.0
84be895ffffffff,3.0,0.0,0.0
84be89bffffffff,1.0,0.0,0.0
84be8b3ffffffff,1.0,0.0,0.0
84be8b7ffffffff,4.0,2.0,0.0
84be8d1ffffffff,45.0,18.0,0.0
84be8d3ffffffff,8.0,1.0,0.0
84be8d7ffffffff,9.0,1.0,0.0
84be8d9ffffffff,17.0,1.0,0.0
84be8dbffffffff,21.0,9.0,0.0
84bea95ffffffff,11.0,9.0,0.0
84bea97ffffffff,9.0,0.0,0.0
84beab3ffffffff,14.0,3.0,0.0
84beabbffffffff,3.0,0.0,0.0
84bec05ffffffff,4.0,0.0,0.0
84bec4bffffffff,1.0,0.0,0.0
84bec5dffffffff,2.0,0.0,0.0
84bec63ffffffff,2.0,0.0,0.0
84bec93ffffffff,3.0,0.0,0.0
84becd5ffffffff,1.0,1.0,0.0
84bece9ffffffff,5.0,0.0,0.0
84bed07ffffffff,2.0,2.0,0.0
84bed2dffffffff,2.0,2.0,0.0
84bed57ffffffff,2.0,0.0,0.0
84bed89ffffffff,3.0,3.0,0.0
84bededffffffff,3.0,0.0,0.0
84bee01ffffffff,1.0,0.0,0.0
84bee07ffffffff,2.0,0.0,0.0
84bee0bffffffff,3.0,3.0,0.0
84bee0dffffffff,1.0,0.0,0.0
84bee13ffffffff,2.0,0.0,0.0
84bee15ffffffff,3.0,0.0,0.0
84bee19ffffffff,4.0,3.0,0.0
84bee23ffffffff,2.0,0.0,0.0
84bee2dffffffff,3.0,2.0,0.0
84bee37ffffffff,3.0,0.0,0.0
84bee41ffffffff,2.0,0.0,0.0
84bee43ffffffff,2.0,0.0,0.0
84bee45ffffffff,5.0,0.0,0.0
84bee49ffffffff,4.0,0.0,0.0
84bee4dffffffff,5.0,2.0,0.0
84bee51ffffffff,7.0,3.0,0.0
84bee53ffffffff,1.0,0.0,0.0
84bee55ffffffff,1.0,1.0,0.0
84bee57ffffffff,3.0,0.0,0.0
84bee59ffffffff,4.0,2.0,0.0
84bee5dffffffff,4.0,2.0,0.0
84bee61ffffffff,7.0,3.0,0.0
84bee63ffffffff,2.0,2.0,0.0
84bee65ffffffff,2.0,2.0,0.0
84bee69ffffffff,2.0,2.0,0.0
84bee6dffffffff,2.0,0.0,0.0
84bee85ffffffff,5.0,3.0,0.0
84bee89ffffffff,2.0,2.0,0.0
84beeebffffffff,4.0,0.0,0.0
84bef01ffffffff,1.0,0.0,0.0
84bef07ffffffff,5.0,2.0,0.0
84bef0bffffffff,7.0,5.0,0.0
84bef21ffffffff,10.0,5.0,0.0
84bef23ffffffff,7.0,2.0,0.0
84bef29ffffffff,2.0,0.0,0.0
84bef2bffffffff,1.0,1.0,0.0
84bef2dffffffff,19.0,10.0,0.0
84bef39ffffffff,1.0,0.0,0.0
84bef3dffffffff,3.0,0.0,0.0
84bef51ffffffff,1.0,0.0,0.0
84bef53ffffffff,2.0,2.0,0.0
84bef5dffffffff,7.0,0.0,0.0
84bef63ffffffff,2.0,0.0,0.0
84bef65ffffffff,9.0,0.0,0.0
84bef67ffffffff,6.0,0.0,0.0
84bef6dffffffff,3.0,0.0,0.0
84c9869ffffffff,2.0,2.0,0.0
84c986bffffffff,2.0,2.0,0.0
84c9901ffffffff,6.0,0.0,0.0
84c9903ffffffff,2.0,2.0,0.0
84c9905ffffffff,11.0,0.0,0.0
84c9907ffffffff,2.0,0.0,0.0
84c990bffffffff,4.0,0.0,0.0
84c990dffffffff,2.0,2.0,0.0
84c9917ffffffff,8.0,2.0,0.0
84c9925ffffffff,2.0,0.0,0.0
84c995bffffffff,2.0,0.0,0.0
84c9b17ffffffff,10.0,7.0,0.0
84c9b29ffffffff,2.0,2.0,0.0
84c9b31ffffffff,4.0,0.0,0.0
84c9b33ffffffff,14.0,4.0,0.0
84c9b37ffffffff,2.0,2.0,0.0
84c9b3dffffffff,1.0,1.0,0.0
