cell_id,Pionus menstruus,Pionus menstruus menstruus/rubrigularis,Pionus menstruus reichenowi
836618fffffffff,242.0,7.0,0.0
836619fffffffff,2370.0,55.0,0.0
83661afffffffff,430.0,9.0,0.0
83661bfffffffff,1468.0,26.0,0.0
83661cfffffffff,217.0,4.0,0.0
83661dfffffffff,70.0,1.0,0.0
83661efffffffff,517.0,2.0,0.0
836620fffffffff,952.0,74.0,0.0
836621fffffffff,366.0,5.0,0.0
836622fffffffff,631.0,58.0,0.0
836623fffffffff,19.0,4.0,0.0
836625fffffffff,4.0,0.0,0.0
836628fffffffff,4.0,0.0,0.0
836629fffffffff,24.0,0.0,0.0
83662bfffffffff,4.0,0.0,0.0
83662dfffffffff,17.0,0.0,0.0
83662efffffffff,38.0,0.0,0.0
836631fffffffff,83.0,0.0,0.0
836640fffffffff,6.0,0.0,0.0
836641fffffffff,911.0,78.0,0.0
836643fffffffff,1.0,0.0,0.0
836644fffffffff,23.0,0.0,0.0
836645fffffffff,6.0,0.0,0.0
83664efffffffff,9.0,0.0,0.0
836651fffffffff,2.0,2.0,0.0
836652fffffffff,7.0,0.0,0.0
836653fffffffff,2.0,1.0,0.0
836654fffffffff,2.0,0.0,0.0
836656fffffffff,5.0,0.0,0.0
83665afffffffff,114.0,2.0,0.0
83665bfffffffff,130.0,4.0,0.0
83665efffffffff,107.0,2.0,0.0
836663fffffffff,52.0,0.0,0.0
83666afffffffff,8.0,0.0,0.0
83666bfffffffff,7.0,0.0,0.0
83666cfffffffff,16.0,0.0,0.0
83666efffffffff,17.0,0.0,0.0
836670fffffffff,10.0,0.0,0.0
836672fffffffff,2.0,0.0,0.0
836676fffffffff,5.0,0.0,0.0
836684fffffffff,29.0,0.0,0.0
8366a0fffffffff,2186.0,0.0,0.0
8366a1fffffffff,36.0,0.0,0.0
8366a2fffffffff,54.0,0.0,0.0
8366a3fffffffff,109.0,0.0,0.0
8366a5fffffffff,5317.0,0.0,0.0
8366a6fffffffff,1249.0,0.0,0.0
8366a9fffffffff,4.0,0.0,0.0
8366adfffffffff,2.0,0.0,0.0
8366b0fffffffff,127.0,0.0,0.0
8366b1fffffffff,40.0,0.0,0.0
8366b4fffffffff,25.0,0.0,0.0
8366b5fffffffff,4803.0,0.0,0.0
8366b6fffffffff,1.0,0.0,0.0
8366c0fffffffff,187.0,0.0,0.0
8366c1fffffffff,23.0,0.0,0.0
8366c2fffffffff,1580.0,10.0,0.0
8366c3fffffffff,18.0,1.0,0.0
8366c4fffffffff,15.0,0.0,0.0
8366c5fffffffff,138.0,0.0,0.0
8366c6fffffffff,299.0,0.0,0.0
8366c9fffffffff,3.0,0.0,0.0
8366cdfffffffff,8.0,0.0,0.0
8366cefffffffff,157.0,3.0,0.0
8366d0fffffffff,760.0,79.0,0.0
8366d1fffffffff,119.0,4.0,0.0
8366d2fffffffff,196.0,29.0,0.0
8366d3fffffffff,983.0,108.0,0.0
8366d4fffffffff,92.0,9.0,0.0
8366d5fffffffff,30.0,0.0,0.0
8366d6fffffffff,1.0,0.0,0.0
8366d8fffffffff,180.0,13.0,0.0
8366dafffffffff,432.0,77.0,0.0
8366dbfffffffff,62.0,1.0,0.0
8366dcfffffffff,1242.0,137.0,0.0
8366ddfffffffff,138.0,9.0,0.0
8366defffffffff,1718.0,269.0,0.0
8366e0fffffffff,64.0,0.0,0.0
8366e1fffffffff,174.0,0.0,0.0
8366e2fffffffff,27.0,0.0,0.0
8366e3fffffffff,244.0,0.0,0.0
8366e4fffffffff,510.0,1.0,0.0
8366e5fffffffff,49.0,0.0,0.0
8366e6fffffffff,8346.0,139.0,0.0
8366e8fffffffff,28.0,0.0,0.0
8366e9fffffffff,21.0,6.0,0.0
8366ecfffffffff,485.0,7.0,0.0
8366eefffffffff,232.0,0.0,0.0
8366f0fffffffff,1835.0,41.0,0.0
8366f1fffffffff,3686.0,39.0,0.0
8366f3fffffffff,181.0,17.0,0.0
8366f5fffffffff,4699.0,90.0,0.0
836741fffffffff,27.0,0.0,0.0
836743fffffffff,288.0,6.0,0.0
83674cfffffffff,346.0,0.0,0.0
83674dfffffffff,1.0,0.0,0.0
83674efffffffff,44.0,0.0,0.0
836751fffffffff,7.0,0.0,0.0
836753fffffffff,44.0,0.0,0.0
836756fffffffff,2.0,0.0,0.0
836758fffffffff,9.0,0.0,0.0
83675afffffffff,65.0,0.0,0.0
83675cfffffffff,106.0,0.0,0.0
83675dfffffffff,1.0,0.0,0.0
83675efffffffff,44.0,0.0,0.0
83676bfffffffff,1.0,0.0,0.0
83678bfffffffff,3.0,0.0,0.0
83679afffffffff,65.0,0.0,0.0
83679bfffffffff,1057.0,0.0,0.0
836d69fffffffff,14.0,0.0,0.0
836d6dfffffffff,2.0,0.0,0.0
838040fffffffff,3.0,0.0,0.0
838044fffffffff,26.0,0.0,0.0
838046fffffffff,292.0,40.0,0.0
838054fffffffff,1.0,0.0,0.0
838055fffffffff,3.0,0.0,0.0
838061fffffffff,42.0,0.0,0.0
838062fffffffff,6.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0
838065fffffffff,67.0,4.0,0.0
838066fffffffff,4.0,0.0,0.0
838068fffffffff,4.0,0.0,0.0
83806afffffffff,4.0,0.0,0.0
83806bfffffffff,36.0,11.0,0.0
838071fffffffff,15.0,0.0,0.0
838073fffffffff,4.0,0.0,0.0
838074fffffffff,11.0,1.0,0.0
838075fffffffff,11.0,0.0,0.0
838116fffffffff,4.0,0.0,4.0
838132fffffffff,6.0,0.0,4.0
838136fffffffff,4.0,0.0,1.0
838140fffffffff,15.0,0.0,0.0
838142fffffffff,11.0,0.0,0.0
838143fffffffff,20.0,4.0,0.0
838144fffffffff,3.0,0.0,0.0
838145fffffffff,52.0,7.0,0.0
83814afffffffff,221.0,21.0,0.0
83814cfffffffff,4.0,0.0,0.0
83814dfffffffff,109.0,27.0,0.0
83814efffffffff,113.0,11.0,0.0
838158fffffffff,2.0,0.0,0.0
838159fffffffff,10.0,0.0,0.0
83815afffffffff,14.0,1.0,0.0
83815dfffffffff,23.0,0.0,0.0
83815efffffffff,3.0,0.0,0.0
838162fffffffff,6.0,0.0,0.0
838163fffffffff,42.0,1.0,0.0
838171fffffffff,64.0,8.0,0.0
838180fffffffff,31.0,0.0,14.0
838183fffffffff,1.0,0.0,0.0
838185fffffffff,31.0,0.0,24.0
838a00fffffffff,25.0,3.0,0.0
838a01fffffffff,7.0,2.0,0.0
838a04fffffffff,9.0,1.0,0.0
838a05fffffffff,62.0,26.0,0.0
838a06fffffffff,1.0,0.0,0.0
838a10fffffffff,57.0,0.0,0.0
838a11fffffffff,1.0,0.0,0.0
838a12fffffffff,6.0,0.0,0.0
838a13fffffffff,2.0,0.0,0.0
838a14fffffffff,1.0,0.0,0.0
838a15fffffffff,30.0,3.0,0.0
838a19fffffffff,1.0,1.0,0.0
838a1afffffffff,24.0,1.0,0.0
838a1efffffffff,2.0,0.0,0.0
838a20fffffffff,1.0,1.0,0.0
838a21fffffffff,47.0,5.0,0.0
838a23fffffffff,18.0,6.0,0.0
838a24fffffffff,14.0,2.0,0.0
838a25fffffffff,6.0,0.0,0.0
838a2cfffffffff,1.0,0.0,0.0
838a2efffffffff,1.0,0.0,0.0
838a31fffffffff,108.0,26.0,0.0
838a33fffffffff,42.0,0.0,0.0
838a35fffffffff,5.0,4.0,0.0
838a42fffffffff,1.0,0.0,0.0
838a43fffffffff,2.0,0.0,0.0
838a45fffffffff,386.0,11.0,0.0
838a4bfffffffff,10.0,0.0,0.0
838a56fffffffff,2.0,0.0,0.0
838a5afffffffff,1.0,1.0,0.0
838a63fffffffff,99.0,7.0,0.0
838a68fffffffff,28.0,0.0,0.0
838a69fffffffff,206.0,0.0,0.0
838a6dfffffffff,426.0,0.0,0.0
838a6efffffffff,4.0,0.0,0.0
838a70fffffffff,17.0,0.0,0.0
838a73fffffffff,6.0,0.0,0.0
838a75fffffffff,8.0,0.0,0.0
838a80fffffffff,59.0,7.0,0.0
838a81fffffffff,19.0,0.0,0.0
838a82fffffffff,12.0,0.0,0.0
838a85fffffffff,4.0,0.0,0.0
838a8cfffffffff,2.0,2.0,0.0
838a90fffffffff,5.0,0.0,0.0
838a91fffffffff,2.0,0.0,0.0
838a92fffffffff,9.0,0.0,0.0
838a9cfffffffff,36.0,0.0,0.0
838a9dfffffffff,10.0,0.0,0.0
838aa8fffffffff,38.0,0.0,0.0
838aa9fffffffff,21.0,0.0,0.0
838aaafffffffff,50.0,0.0,0.0
838aabfffffffff,13.0,0.0,0.0
838aacfffffffff,2.0,0.0,0.0
838aadfffffffff,2.0,0.0,0.0
838ab2fffffffff,3.0,3.0,0.0
838ab6fffffffff,3.0,0.0,0.0
838ac4fffffffff,1.0,0.0,0.0
838ad1fffffffff,10.0,0.0,0.0
838ad8fffffffff,24.0,5.0,0.0
838adbfffffffff,31.0,4.0,0.0
838adcfffffffff,29.0,2.0,0.0
838adefffffffff,12.0,3.0,0.0
838ae5fffffffff,2.0,0.0,0.0
838af0fffffffff,153.0,30.0,0.0
838af1fffffffff,16.0,0.0,0.0
838af2fffffffff,248.0,21.0,0.0
838af4fffffffff,70.0,9.0,0.0
838af6fffffffff,864.0,71.0,0.0
838b00fffffffff,1.0,0.0,0.0
838b04fffffffff,10.0,0.0,0.0
838b05fffffffff,7.0,0.0,0.0
838b06fffffffff,2.0,0.0,0.0
838b09fffffffff,2.0,0.0,0.0
838b0bfffffffff,6.0,0.0,0.0
838b0cfffffffff,34.0,0.0,0.0
838b0efffffffff,1.0,0.0,0.0
838b10fffffffff,9.0,2.0,0.0
838b11fffffffff,26.0,0.0,0.0
838b12fffffffff,2.0,0.0,0.0
838b13fffffffff,1.0,0.0,0.0
838b1afffffffff,1.0,0.0,0.0
838b1cfffffffff,6.0,0.0,0.0
838b1dfffffffff,6.0,0.0,0.0
838b1efffffffff,19.0,0.0,0.0
838b20fffffffff,17.0,0.0,0.0
838b21fffffffff,22.0,0.0,0.0
838b22fffffffff,263.0,0.0,0.0
838b23fffffffff,8.0,0.0,0.0
838b26fffffffff,1.0,0.0,0.0
838b28fffffffff,2.0,0.0,0.0
838b29fffffffff,2.0,0.0,0.0
838b2afffffffff,8.0,0.0,0.0
838b2cfffffffff,66.0,0.0,0.0
838b2efffffffff,56.0,0.0,0.0
838b31fffffffff,14.0,0.0,0.0
838b40fffffffff,130.0,2.0,0.0
838b42fffffffff,14.0,0.0,0.0
838b44fffffffff,927.0,47.0,0.0
838b45fffffffff,44.0,0.0,0.0
838b46fffffffff,43.0,0.0,0.0
838b48fffffffff,2.0,0.0,0.0
838b4dfffffffff,1.0,0.0,0.0
838b4efffffffff,23.0,0.0,0.0
838b50fffffffff,3.0,0.0,0.0
838b51fffffffff,48.0,2.0,0.0
838b52fffffffff,18.0,0.0,0.0
838b53fffffffff,5.0,0.0,0.0
838b56fffffffff,68.0,0.0,0.0
838b5cfffffffff,81.0,8.0,0.0
838b5dfffffffff,6.0,0.0,0.0
838b5efffffffff,2.0,0.0,0.0
838b61fffffffff,1439.0,76.0,0.0
838b62fffffffff,275.0,23.0,0.0
838b63fffffffff,1079.0,44.0,0.0
838b68fffffffff,15.0,0.0,0.0
838b69fffffffff,82.0,0.0,0.0
838b6cfffffffff,47.0,0.0,0.0
838b6dfffffffff,2.0,0.0,0.0
838b6efffffffff,211.0,3.0,0.0
838b70fffffffff,10.0,0.0,0.0
838b71fffffffff,979.0,12.0,0.0
838b74fffffffff,65.0,0.0,0.0
838b75fffffffff,105.0,0.0,0.0
838b76fffffffff,8.0,0.0,0.0
838b82fffffffff,6.0,3.0,0.0
838b83fffffffff,4.0,4.0,0.0
838b84fffffffff,171.0,10.0,0.0
838b88fffffffff,72.0,0.0,0.0
838b8afffffffff,7.0,1.0,0.0
838b8dfffffffff,2.0,0.0,0.0
838b96fffffffff,11.0,11.0,0.0
838b98fffffffff,1.0,0.0,0.0
838b99fffffffff,175.0,6.0,0.0
838b9cfffffffff,2.0,0.0,0.0
838b9dfffffffff,1237.0,85.0,0.0
838ba0fffffffff,22.0,0.0,0.0
838ba4fffffffff,4.0,2.0,0.0
838ba6fffffffff,58.0,7.0,0.0
838bb5fffffffff,501.0,51.0,0.0
838e64fffffffff,218.0,0.0,0.0
838e65fffffffff,109.0,0.0,0.0
838e6cfffffffff,6.0,0.0,0.0
838f28fffffffff,18.0,6.0,0.0
838f29fffffffff,100.0,2.0,0.0
838f2afffffffff,150.0,7.0,0.0
838f2bfffffffff,68.0,0.0,0.0
838f2cfffffffff,263.0,9.0,0.0
838f2dfffffffff,2.0,0.0,0.0
838f2efffffffff,7.0,0.0,0.0
838f40fffffffff,384.0,18.0,0.0
838f41fffffffff,2.0,0.0,0.0
838f42fffffffff,24.0,0.0,0.0
838f43fffffffff,85.0,5.0,0.0
838f44fffffffff,20.0,0.0,0.0
838f46fffffffff,911.0,60.0,0.0
838f48fffffffff,65.0,0.0,0.0
838f4afffffffff,266.0,0.0,0.0
838f4bfffffffff,43.0,0.0,0.0
838f4cfffffffff,9.0,0.0,0.0
838f4efffffffff,7.0,0.0,0.0
838f5cfffffffff,6.0,0.0,0.0
838f5dfffffffff,54.0,0.0,0.0
838f61fffffffff,249.0,0.0,0.0
838f63fffffffff,1.0,0.0,0.0
838f65fffffffff,20.0,0.0,0.0
838f6bfffffffff,40.0,22.0,0.0
838f6cfffffffff,5.0,0.0,0.0
838f6efffffffff,30.0,0.0,0.0
838f70fffffffff,157.0,12.0,0.0
838f71fffffffff,15.0,0.0,0.0
838f72fffffffff,523.0,55.0,0.0
838f73fffffffff,37.0,0.0,0.0
838f74fffffffff,165.0,5.0,0.0
838f76fffffffff,197.0,10.0,0.0
83a596fffffffff,301.0,0.0,258.0
83a859fffffffff,27.0,5.0,0.0
83a85afffffffff,4.0,0.0,0.0
83a85bfffffffff,15.0,0.0,0.0
83a85dfffffffff,4.0,0.0,0.0
83a891fffffffff,127.0,0.0,102.0
83a8c0fffffffff,91.0,44.0,0.0
83a8c1fffffffff,8.0,1.0,0.0
83a8c2fffffffff,5.0,0.0,0.0
83a8c8fffffffff,1.0,0.0,0.0
83a8c9fffffffff,13.0,12.0,0.0
83a8ccfffffffff,12.0,0.0,0.0
83a8cdfffffffff,4.0,0.0,0.0
83a8cefffffffff,2.0,0.0,0.0
83a8ddfffffffff,4.0,0.0,0.0
83a8ecfffffffff,1.0,0.0,0.0
83a8eefffffffff,2.0,0.0,0.0
83b324fffffffff,27.0,0.0,0.0
83b325fffffffff,36.0,0.0,0.0
