cell_id,Apus affinis,Apus affinis [affinis Group],Apus affinis bannermani,Apus affinis singalensis
8254affffffffff,464.0,37.0,0.0,0.0
8254c7fffffffff,18.0,0.0,0.0,0.0
8254cffffffffff,4.0,0.0,0.0,0.0
8254e7fffffffff,104.0,26.0,0.0,0.0
8254effffffffff,11.0,0.0,0.0,0.0
8254f7fffffffff,130.0,13.0,0.0,0.0
825517fffffffff,32.0,0.0,0.0,0.0
825537fffffffff,13.0,0.0,0.0,0.0
8255affffffffff,3.0,0.0,0.0,0.0
825857fffffffff,4.0,0.0,0.0,0.0
82585ffffffffff,5.0,0.0,0.0,0.0
825887fffffffff,4.0,0.0,0.0,0.0
82588ffffffffff,2.0,0.0,0.0,0.0
825897fffffffff,103.0,0.0,0.0,0.0
82589ffffffffff,3.0,2.0,0.0,0.0
8258a7fffffffff,2.0,0.0,0.0,0.0
8258b7fffffffff,19.0,0.0,0.0,0.0
8258c7fffffffff,3.0,0.0,0.0,0.0
8258d7fffffffff,14.0,0.0,0.0,0.0
8258dffffffffff,5.0,0.0,0.0,0.0
8258e7fffffffff,91.0,0.0,0.0,0.0
8258f7fffffffff,6.0,0.0,0.0,0.0
825987fffffffff,4.0,0.0,0.0,0.0
825997fffffffff,3.0,0.0,0.0,0.0
82599ffffffffff,57.0,2.0,0.0,0.0
826007fffffffff,2334.0,0.0,0.0,0.0
826017fffffffff,15110.0,0.0,0.0,0.0
82601ffffffffff,1601.0,0.0,0.0,0.0
826027fffffffff,725.0,0.0,0.0,0.0
826037fffffffff,4886.0,0.0,0.0,0.0
826087fffffffff,315.0,0.0,0.0,0.0
82608ffffffffff,4963.0,0.0,0.0,0.0
826097fffffffff,1269.0,0.0,0.0,0.0
82609ffffffffff,2457.0,0.0,0.0,0.0
8260a7fffffffff,995.0,0.0,0.0,0.0
8260affffffffff,3066.0,0.0,0.0,0.0
8260b7fffffffff,2208.0,0.0,0.0,0.0
8260f7fffffffff,18.0,0.0,0.0,0.0
826107fffffffff,1192.0,0.0,0.0,62.0
826117fffffffff,371.0,0.0,0.0,41.0
82611ffffffffff,748.0,0.0,0.0,21.0
826187fffffffff,9.0,0.0,0.0,0.0
82618ffffffffff,1252.0,0.0,0.0,0.0
82619ffffffffff,38.0,0.0,0.0,0.0
8261affffffffff,89.0,0.0,0.0,0.0
826337fffffffff,17.0,0.0,0.0,0.0
826a4ffffffffff,3.0,0.0,0.0,0.0
826a57fffffffff,2.0,0.0,0.0,0.0
826a5ffffffffff,10.0,0.0,0.0,0.0
826a6ffffffffff,5.0,0.0,0.0,0.0
826a9ffffffffff,5.0,0.0,0.0,0.0
826ab7fffffffff,1.0,0.0,0.0,0.0
826ac7fffffffff,714.0,85.0,0.0,0.0
826acffffffffff,559.0,40.0,0.0,0.0
826adffffffffff,427.0,4.0,0.0,0.0
826ae7fffffffff,4.0,0.0,0.0,0.0
826aeffffffffff,196.0,11.0,0.0,0.0
826b07fffffffff,1.0,0.0,0.0,0.0
826b17fffffffff,1.0,0.0,0.0,0.0
826b6ffffffffff,2.0,0.0,0.0,0.0
827507fffffffff,6.0,0.0,0.0,0.0
82750ffffffffff,709.0,30.0,0.0,0.0
827517fffffffff,1.0,0.0,0.0,0.0
82751ffffffffff,7.0,0.0,0.0,0.0
827527fffffffff,242.0,15.0,0.0,0.0
82752ffffffffff,292.0,11.0,0.0,0.0
827537fffffffff,6.0,0.0,0.0,0.0
827577fffffffff,127.0,5.0,0.0,0.0
827587fffffffff,4.0,0.0,0.0,0.0
8275a7fffffffff,6.0,0.0,0.0,0.0
8275b7fffffffff,6.0,0.0,0.0,0.0
827a47fffffffff,858.0,0.0,0.0,0.0
827a4ffffffffff,456.0,0.0,0.0,0.0
827a5ffffffffff,11.0,0.0,0.0,0.0
827a67fffffffff,773.0,11.0,0.0,0.0
827a6ffffffffff,2283.0,35.0,0.0,0.0
827ac7fffffffff,4.0,0.0,0.0,0.0
827acffffffffff,51.0,0.0,0.0,0.0
827adffffffffff,22.0,0.0,0.0,0.0
827b4ffffffffff,177.0,15.0,0.0,0.0
827b5ffffffffff,240.0,0.0,0.0,0.0
827b6ffffffffff,6.0,0.0,0.0,0.0
82821ffffffffff,9.0,0.0,0.0,0.0
82828ffffffffff,213.0,25.0,0.0,0.0
8282a7fffffffff,31.0,0.0,0.0,0.0
8282affffffffff,25.0,0.0,0.0,0.0
8282b7fffffffff,2.0,0.0,0.0,0.0
8282c7fffffffff,39.0,0.0,1.0,0.0
8282d7fffffffff,263.0,0.0,46.0,0.0
8282e7fffffffff,104.0,0.0,0.0,0.0
8282f7fffffffff,63.0,0.0,0.0,0.0
828307fffffffff,6.0,1.0,0.0,0.0
828317fffffffff,16.0,8.0,0.0,0.0
82831ffffffffff,20.0,9.0,0.0,0.0
828327fffffffff,6.0,2.0,0.0,0.0
828337fffffffff,5.0,0.0,0.0,0.0
82838ffffffffff,4.0,0.0,0.0,0.0
82839ffffffffff,2.0,0.0,0.0,0.0
8283a7fffffffff,8.0,3.0,0.0,0.0
8283affffffffff,6.0,0.0,0.0,0.0
829607fffffffff,38.0,7.0,0.0,0.0
82960ffffffffff,22.0,3.0,0.0,0.0
829617fffffffff,7.0,0.0,0.0,0.0
82961ffffffffff,2.0,0.0,0.0,0.0
829627fffffffff,41.0,2.0,0.0,0.0
82962ffffffffff,13.0,3.0,0.0,0.0
829637fffffffff,71.0,26.0,0.0,0.0
829657fffffffff,1.0,1.0,0.0,0.0
82965ffffffffff,2.0,0.0,0.0,0.0
829667fffffffff,2.0,0.0,0.0,0.0
829687fffffffff,2.0,0.0,0.0,0.0
829697fffffffff,1167.0,71.0,0.0,0.0
82969ffffffffff,62.0,1.0,0.0,0.0
8296a7fffffffff,9.0,0.0,0.0,0.0
8296affffffffff,4.0,0.0,0.0,0.0
8296b7fffffffff,75.0,6.0,0.0,0.0
829707fffffffff,37.0,0.0,0.0,0.0
82970ffffffffff,20.0,0.0,0.0,0.0
829717fffffffff,74.0,0.0,0.0,0.0
82971ffffffffff,83.0,0.0,0.0,0.0
829727fffffffff,10.0,4.0,0.0,0.0
82972ffffffffff,767.0,244.0,0.0,0.0
829737fffffffff,2.0,0.0,0.0,0.0
829747fffffffff,21.0,0.0,0.0,0.0
82974ffffffffff,65.0,0.0,0.0,0.0
829757fffffffff,194.0,34.0,0.0,0.0
82975ffffffffff,141.0,3.0,0.0,0.0
829767fffffffff,2.0,0.0,0.0,0.0
82976ffffffffff,6.0,0.0,0.0,0.0
829777fffffffff,6.0,0.0,0.0,0.0
82978ffffffffff,10.0,2.0,0.0,0.0
8297affffffffff,11.0,3.0,0.0,0.0
82a237fffffffff,13.0,0.0,0.0,0.0
82a2a7fffffffff,2.0,0.0,0.0,0.0
82ac17fffffffff,55.0,9.0,0.0,0.0
82ac87fffffffff,367.0,23.0,0.0,0.0
82ac8ffffffffff,41.0,5.0,0.0,0.0
82ac97fffffffff,2.0,0.0,0.0,0.0
82ac9ffffffffff,12.0,0.0,0.0,0.0
82aca7fffffffff,545.0,102.0,0.0,0.0
82acaffffffffff,6.0,0.0,0.0,0.0
82acb7fffffffff,29.0,8.0,0.0,0.0
82ad17fffffffff,2.0,0.0,0.0,0.0
82ad37fffffffff,754.0,158.0,0.0,0.0
82ad87fffffffff,5.0,0.0,0.0,0.0
82ad8ffffffffff,10.0,0.0,0.0,0.0
82ad9ffffffffff,9.0,0.0,0.0,0.0
82ada7fffffffff,179.0,34.0,0.0,0.0
82adaffffffffff,10.0,0.0,0.0,0.0
82adb7fffffffff,46.0,8.0,0.0,0.0
82bc0ffffffffff,9.0,0.0,0.0,0.0
82bc1ffffffffff,38.0,2.0,0.0,0.0
82bc47fffffffff,148.0,31.0,0.0,0.0
82bc4ffffffffff,161.0,47.0,0.0,0.0
82bc57fffffffff,27.0,1.0,0.0,0.0
82bc5ffffffffff,14.0,4.0,0.0,0.0
82bc6ffffffffff,259.0,45.0,0.0,0.0
82bc77fffffffff,120.0,7.0,0.0,0.0
82bc8ffffffffff,149.0,2.0,0.0,0.0
82bcc7fffffffff,654.0,145.0,0.0,0.0
82bccffffffffff,25.0,0.0,0.0,0.0
82bcd7fffffffff,2753.0,639.0,0.0,0.0
82bcdffffffffff,503.0,99.0,0.0,0.0
82bce7fffffffff,246.0,122.0,0.0,0.0
82bceffffffffff,167.0,24.0,0.0,0.0
82bcf7fffffffff,1375.0,267.0,0.0,0.0
