cell_id,Aramus guarauna,Aramus guarauna [pictus Group],Aramus guarauna guarauna
835f1efffffffff,2.0,0.0,0.0
835f28fffffffff,2.0,0.0,0.0
835f29fffffffff,314.0,0.0,0.0
835f2bfffffffff,15.0,0.0,0.0
835f2dfffffffff,38.0,0.0,0.0
835f40fffffffff,4.0,0.0,0.0
835f42fffffffff,5.0,0.0,0.0
835f46fffffffff,4.0,0.0,0.0
835f48fffffffff,9.0,0.0,0.0
835f4afffffffff,15.0,0.0,0.0
835f4efffffffff,4.0,0.0,0.0
835f54fffffffff,2.0,0.0,0.0
835f58fffffffff,505.0,0.0,0.0
835f5dfffffffff,4.0,0.0,0.0
835f75fffffffff,2.0,0.0,0.0
836600fffffffff,36.0,0.0,0.0
836602fffffffff,190.0,0.0,0.0
836603fffffffff,5.0,0.0,0.0
836604fffffffff,91.0,0.0,0.0
836605fffffffff,31.0,0.0,1.0
836606fffffffff,332.0,0.0,0.0
836608fffffffff,3.0,0.0,0.0
836609fffffffff,16.0,0.0,0.0
83660afffffffff,6.0,0.0,0.0
83660cfffffffff,16.0,0.0,0.0
83660efffffffff,72.0,0.0,0.0
836610fffffffff,157.0,0.0,0.0
836611fffffffff,79.0,0.0,0.0
836613fffffffff,421.0,0.0,0.0
836616fffffffff,34.0,0.0,0.0
836618fffffffff,28.0,0.0,0.0
836619fffffffff,20.0,0.0,0.0
83661afffffffff,6.0,0.0,0.0
83661bfffffffff,76.0,0.0,0.0
83661cfffffffff,5.0,0.0,0.0
83661dfffffffff,5.0,0.0,0.0
83661efffffffff,5.0,0.0,0.0
836620fffffffff,191.0,0.0,34.0
836621fffffffff,16.0,0.0,2.0
836622fffffffff,959.0,0.0,76.0
836623fffffffff,7.0,0.0,0.0
836625fffffffff,199.0,0.0,19.0
836628fffffffff,9.0,0.0,0.0
83662bfffffffff,6.0,0.0,0.0
83662cfffffffff,20.0,0.0,0.0
83662efffffffff,4.0,0.0,0.0
836631fffffffff,233.0,0.0,0.0
836640fffffffff,1.0,0.0,0.0
836641fffffffff,55.0,0.0,0.0
836650fffffffff,5.0,0.0,0.0
836652fffffffff,9.0,0.0,0.0
836654fffffffff,42.0,0.0,0.0
836656fffffffff,45.0,0.0,0.0
836660fffffffff,5.0,0.0,0.0
836662fffffffff,2.0,0.0,0.0
836663fffffffff,5.0,0.0,0.0
836664fffffffff,54.0,0.0,2.0
836666fffffffff,3.0,0.0,0.0
83666efffffffff,2.0,0.0,0.0
836670fffffffff,30.0,0.0,0.0
836672fffffffff,89.0,0.0,0.0
836673fffffffff,6.0,0.0,0.0
836674fffffffff,4.0,0.0,0.0
836675fffffffff,43.0,0.0,0.0
836676fffffffff,4.0,0.0,0.0
836684fffffffff,3.0,0.0,0.0
8366a0fffffffff,86.0,0.0,0.0
8366a1fffffffff,7.0,0.0,0.0
8366a3fffffffff,64.0,0.0,0.0
8366a5fffffffff,513.0,0.0,0.0
8366b0fffffffff,2.0,0.0,0.0
8366b4fffffffff,672.0,0.0,0.0
8366b5fffffffff,12.0,0.0,0.0
8366b6fffffffff,5.0,0.0,0.0
8366c0fffffffff,9.0,0.0,0.0
8366c2fffffffff,187.0,0.0,0.0
8366c3fffffffff,2.0,0.0,0.0
8366c4fffffffff,81.0,0.0,0.0
8366c6fffffffff,2.0,0.0,0.0
8366cefffffffff,20.0,0.0,0.0
8366d0fffffffff,5.0,0.0,0.0
8366d2fffffffff,12.0,0.0,0.0
8366dbfffffffff,4.0,0.0,0.0
8366dcfffffffff,1037.0,0.0,104.0
8366ddfffffffff,11.0,0.0,2.0
8366defffffffff,59.0,0.0,4.0
8366e0fffffffff,34.0,0.0,0.0
8366e1fffffffff,111.0,0.0,0.0
8366e2fffffffff,16.0,0.0,0.0
8366e4fffffffff,30.0,0.0,0.0
8366e5fffffffff,360.0,0.0,0.0
8366e6fffffffff,44.0,0.0,0.0
8366ecfffffffff,46.0,0.0,0.0
8366eefffffffff,2.0,0.0,0.0
8366f0fffffffff,10.0,0.0,0.0
8366f1fffffffff,721.0,0.0,3.0
8366f5fffffffff,1392.0,0.0,32.0
836725fffffffff,143.0,5.0,0.0
836726fffffffff,1.0,0.0,0.0
836740fffffffff,2.0,0.0,0.0
836742fffffffff,34.0,0.0,0.0
836743fffffffff,62.0,0.0,3.0
836748fffffffff,1.0,0.0,0.0
83674afffffffff,74.0,0.0,2.0
83674cfffffffff,1.0,0.0,0.0
83674efffffffff,35.0,0.0,0.0
836750fffffffff,3.0,0.0,0.0
836752fffffffff,11.0,0.0,0.0
836753fffffffff,16.0,0.0,0.0
836755fffffffff,26.0,0.0,1.0
836756fffffffff,2.0,0.0,0.0
836758fffffffff,19.0,0.0,0.0
836759fffffffff,56.0,0.0,0.0
83675afffffffff,31.0,0.0,0.0
83675bfffffffff,18.0,0.0,0.0
83675cfffffffff,26.0,0.0,0.0
83675dfffffffff,5.0,0.0,0.0
83679afffffffff,33.0,0.0,0.0
83679bfffffffff,106.0,0.0,0.0
836d04fffffffff,57.0,2.0,0.0
836d05fffffffff,94.0,14.0,0.0
836d15fffffffff,20.0,0.0,0.0
836d20fffffffff,76.0,0.0,0.0
836d21fffffffff,52.0,5.0,0.0
836d22fffffffff,6.0,0.0,0.0
836d23fffffffff,11.0,0.0,0.0
836d24fffffffff,101.0,0.0,0.0
836d25fffffffff,452.0,13.0,0.0
836d26fffffffff,13.0,0.0,0.0
836d29fffffffff,18.0,0.0,0.0
836d2afffffffff,81.0,0.0,0.0
836d2bfffffffff,5.0,0.0,0.0
836d2cfffffffff,47.0,0.0,0.0
836d2dfffffffff,280.0,0.0,0.0
836d2efffffffff,10.0,0.0,0.0
836d30fffffffff,36.0,0.0,0.0
836d31fffffffff,217.0,5.0,0.0
836d33fffffffff,2.0,0.0,0.0
836d34fffffffff,552.0,38.0,0.0
836d35fffffffff,1888.0,1.0,0.0
836d36fffffffff,6.0,0.0,0.0
836d60fffffffff,1.0,0.0,0.0
836d61fffffffff,653.0,0.0,0.0
836d63fffffffff,4.0,0.0,0.0
836d64fffffffff,232.0,0.0,0.0
836d65fffffffff,22.0,0.0,0.0
836d66fffffffff,261.0,0.0,0.0
836d68fffffffff,1726.0,0.0,0.0
836d69fffffffff,32.0,0.0,0.0
836d6afffffffff,8.0,0.0,0.0
836d6bfffffffff,11.0,0.0,0.0
836d6cfffffffff,81.0,0.0,0.0
836d6dfffffffff,1331.0,0.0,0.0
836d6efffffffff,4.0,0.0,0.0
836d74fffffffff,93.0,0.0,0.0
836d75fffffffff,75.0,0.0,0.0
836d76fffffffff,31.0,0.0,0.0
838002fffffffff,8.0,0.0,0.0
83800cfffffffff,5.0,0.0,0.0
83800efffffffff,2.0,0.0,0.0
838010fffffffff,113.0,0.0,0.0
838011fffffffff,33.0,0.0,1.0
838014fffffffff,35.0,0.0,1.0
838016fffffffff,10.0,0.0,0.0
83801cfffffffff,2.0,0.0,0.0
83802bfffffffff,12.0,0.0,2.0
838030fffffffff,31.0,0.0,2.0
838032fffffffff,11.0,0.0,4.0
838035fffffffff,2.0,0.0,0.0
838036fffffffff,1.0,0.0,1.0
838040fffffffff,11.0,0.0,0.0
838044fffffffff,16.0,0.0,0.0
838048fffffffff,4.0,0.0,0.0
838054fffffffff,2.0,0.0,0.0
838068fffffffff,2.0,0.0,0.0
83806afffffffff,30.0,0.0,0.0
83806bfffffffff,1.0,0.0,0.0
83806dfffffffff,1.0,0.0,0.0
838072fffffffff,2.0,0.0,0.0
838073fffffffff,4.0,0.0,0.0
838112fffffffff,20.0,0.0,2.0
838114fffffffff,2.0,0.0,0.0
838116fffffffff,10.0,0.0,0.0
83811afffffffff,6.0,0.0,0.0
838121fffffffff,8.0,0.0,0.0
838124fffffffff,2.0,0.0,1.0
83812dfffffffff,3.0,0.0,0.0
838130fffffffff,2.0,0.0,0.0
838132fffffffff,4.0,0.0,0.0
838133fffffffff,19.0,0.0,1.0
838142fffffffff,2.0,0.0,0.0
838143fffffffff,3.0,0.0,0.0
838145fffffffff,16.0,0.0,0.0
83814afffffffff,8.0,0.0,0.0
83814dfffffffff,45.0,0.0,0.0
83814efffffffff,24.0,0.0,0.0
838159fffffffff,2.0,0.0,0.0
83815cfffffffff,2.0,0.0,0.0
83815dfffffffff,10.0,0.0,0.0
838162fffffffff,67.0,0.0,2.0
838163fffffffff,15.0,0.0,2.0
838171fffffffff,58.0,0.0,0.0
838175fffffffff,2.0,0.0,0.0
838180fffffffff,3.0,0.0,2.0
838181fffffffff,10.0,0.0,0.0
838183fffffffff,5.0,0.0,0.0
838185fffffffff,82.0,0.0,17.0
838188fffffffff,13.0,0.0,0.0
83818bfffffffff,7.0,0.0,2.0
83819dfffffffff,5.0,0.0,0.0
8381a1fffffffff,15.0,0.0,5.0
8381a8fffffffff,2.0,0.0,0.0
838a00fffffffff,6.0,0.0,0.0
838a04fffffffff,2.0,0.0,0.0
838a15fffffffff,1.0,0.0,0.0
838a25fffffffff,6.0,0.0,2.0
838a2cfffffffff,2.0,0.0,0.0
838a31fffffffff,1.0,0.0,1.0
838a45fffffffff,144.0,0.0,1.0
838a63fffffffff,6.0,0.0,0.0
838a69fffffffff,23.0,0.0,0.0
838a6dfffffffff,110.0,0.0,4.0
838a6efffffffff,1.0,0.0,0.0
838a82fffffffff,2.0,0.0,0.0
838a8cfffffffff,32.0,0.0,0.0
838a8efffffffff,1.0,0.0,0.0
838a95fffffffff,2.0,0.0,0.0
838a9cfffffffff,16.0,0.0,0.0
838a9dfffffffff,8.0,0.0,0.0
838a9efffffffff,4.0,0.0,0.0
838aa8fffffffff,3.0,0.0,0.0
838aa9fffffffff,19.0,0.0,1.0
838aaafffffffff,7.0,0.0,0.0
838aabfffffffff,36.0,0.0,0.0
838aadfffffffff,2.0,0.0,0.0
838ad1fffffffff,10.0,0.0,0.0
838adafffffffff,30.0,0.0,8.0
838adbfffffffff,19.0,0.0,0.0
838adcfffffffff,10.0,0.0,0.0
838ae5fffffffff,48.0,0.0,0.0
838af1fffffffff,2.0,0.0,0.0
838af4fffffffff,18.0,0.0,3.0
838af6fffffffff,107.0,0.0,2.0
838b00fffffffff,9.0,0.0,0.0
838b01fffffffff,8.0,0.0,0.0
838b04fffffffff,2.0,0.0,0.0
838b05fffffffff,13.0,0.0,0.0
838b06fffffffff,1.0,0.0,0.0
838b08fffffffff,16.0,0.0,0.0
838b0afffffffff,2.0,0.0,0.0
838b0bfffffffff,8.0,0.0,0.0
838b0cfffffffff,134.0,0.0,1.0
838b0dfffffffff,23.0,0.0,0.0
838b0efffffffff,3.0,0.0,0.0
838b10fffffffff,7.0,0.0,0.0
838b11fffffffff,2.0,0.0,0.0
838b12fffffffff,4.0,0.0,0.0
838b13fffffffff,2.0,0.0,0.0
838b1cfffffffff,2.0,0.0,0.0
838b1efffffffff,7.0,0.0,0.0
838b22fffffffff,467.0,0.0,6.0
838b23fffffffff,78.0,0.0,0.0
838b26fffffffff,6.0,0.0,0.0
838b2afffffffff,117.0,0.0,6.0
838b2bfffffffff,8.0,0.0,0.0
838b2efffffffff,4.0,0.0,0.0
838b31fffffffff,43.0,0.0,0.0
838b32fffffffff,5.0,0.0,0.0
838b33fffffffff,2.0,0.0,0.0
838b34fffffffff,2.0,0.0,0.0
838b36fffffffff,16.0,0.0,0.0
838b40fffffffff,4.0,0.0,0.0
838b44fffffffff,81.0,0.0,9.0
838b45fffffffff,10.0,0.0,0.0
838b46fffffffff,3.0,0.0,0.0
838b51fffffffff,10.0,0.0,2.0
838b56fffffffff,14.0,0.0,0.0
838b5cfffffffff,6.0,0.0,4.0
838b61fffffffff,320.0,0.0,16.0
838b62fffffffff,2.0,0.0,0.0
838b63fffffffff,282.0,0.0,26.0
838b6efffffffff,140.0,0.0,7.0
838b71fffffffff,132.0,0.0,6.0
838b72fffffffff,11.0,0.0,0.0
838b74fffffffff,1.0,0.0,0.0
838b76fffffffff,100.0,0.0,0.0
838b83fffffffff,1.0,0.0,0.0
838b88fffffffff,3.0,0.0,0.0
838b99fffffffff,6.0,0.0,0.0
838b9dfffffffff,115.0,0.0,0.0
838ba4fffffffff,7.0,0.0,2.0
838ba5fffffffff,2.0,0.0,0.0
838ba6fffffffff,41.0,0.0,0.0
838bb5fffffffff,8.0,0.0,0.0
838e64fffffffff,98.0,0.0,0.0
838e65fffffffff,4.0,0.0,0.0
838f0dfffffffff,31.0,0.0,0.0
838f28fffffffff,180.0,0.0,0.0
838f29fffffffff,8.0,0.0,0.0
838f2afffffffff,61.0,0.0,0.0
838f2bfffffffff,664.0,0.0,0.0
838f2cfffffffff,22.0,0.0,0.0
838f2efffffffff,152.0,0.0,0.0
838f40fffffffff,147.0,0.0,1.0
838f43fffffffff,15.0,0.0,2.0
838f46fffffffff,270.0,0.0,24.0
838f4afffffffff,38.0,0.0,0.0
838f4bfffffffff,2.0,0.0,0.0
838f4cfffffffff,25.0,0.0,0.0
838f5dfffffffff,8.0,0.0,0.0
838f61fffffffff,19.0,0.0,0.0
838f63fffffffff,2.0,0.0,0.0
838f6efffffffff,5.0,0.0,0.0
838f74fffffffff,1.0,0.0,0.0
838f76fffffffff,2.0,0.0,0.0
83a801fffffffff,29.0,0.0,0.0
83a802fffffffff,4.0,0.0,2.0
83a803fffffffff,11.0,0.0,0.0
83a804fffffffff,10.0,0.0,0.0
83a805fffffffff,1.0,0.0,0.0
83a808fffffffff,4.0,0.0,0.0
83a80afffffffff,4.0,0.0,0.0
83a80bfffffffff,16.0,0.0,0.0
83a80cfffffffff,12.0,0.0,0.0
83a80dfffffffff,7.0,0.0,0.0
83a80efffffffff,8.0,0.0,0.0
83a810fffffffff,975.0,0.0,10.0
83a811fffffffff,234.0,0.0,21.0
83a812fffffffff,105.0,0.0,6.0
83a813fffffffff,115.0,0.0,2.0
83a814fffffffff,13.0,0.0,0.0
83a815fffffffff,19.0,0.0,0.0
83a816fffffffff,2.0,0.0,0.0
83a818fffffffff,37.0,0.0,0.0
83a819fffffffff,54.0,0.0,2.0
83a81afffffffff,28.0,0.0,0.0
83a81bfffffffff,48.0,0.0,0.0
83a81cfffffffff,58.0,0.0,0.0
83a81dfffffffff,9.0,0.0,0.0
83a81efffffffff,626.0,0.0,1.0
83a821fffffffff,2.0,0.0,0.0
83a826fffffffff,2.0,0.0,0.0
83a828fffffffff,2.0,0.0,0.0
83a829fffffffff,18.0,0.0,0.0
83a82afffffffff,2.0,0.0,0.0
83a82cfffffffff,6.0,0.0,0.0
83a831fffffffff,21.0,0.0,0.0
83a833fffffffff,61.0,0.0,3.0
83a835fffffffff,40.0,0.0,1.0
83a840fffffffff,445.0,0.0,1.0
83a841fffffffff,31.0,0.0,0.0
83a842fffffffff,12.0,0.0,0.0
83a843fffffffff,2.0,0.0,0.0
83a844fffffffff,24.0,0.0,0.0
83a845fffffffff,32.0,0.0,0.0
83a846fffffffff,126.0,0.0,0.0
83a848fffffffff,1.0,0.0,0.0
83a849fffffffff,2.0,0.0,0.0
83a84afffffffff,37.0,0.0,5.0
83a84bfffffffff,2.0,0.0,0.0
83a84efffffffff,10.0,0.0,0.0
83a851fffffffff,1.0,0.0,0.0
83a855fffffffff,3.0,0.0,0.0
83a859fffffffff,2625.0,0.0,168.0
83a85bfffffffff,4.0,0.0,0.0
83a85dfffffffff,1056.0,0.0,57.0
83a860fffffffff,39.0,0.0,0.0
83a861fffffffff,7.0,0.0,0.0
83a863fffffffff,9.0,0.0,0.0
83a864fffffffff,10.0,0.0,0.0
83a865fffffffff,34.0,0.0,0.0
83a866fffffffff,8.0,0.0,0.0
83a86bfffffffff,3.0,0.0,0.0
83a86efffffffff,5.0,0.0,0.0
83a870fffffffff,13.0,0.0,0.0
83a873fffffffff,21.0,0.0,0.0
83a876fffffffff,16.0,0.0,0.0
83a881fffffffff,2.0,0.0,0.0
83a883fffffffff,13.0,0.0,2.0
83a884fffffffff,14.0,0.0,0.0
83a885fffffffff,1.0,0.0,0.0
83a886fffffffff,10.0,0.0,0.0
83a889fffffffff,2.0,0.0,0.0
83a88bfffffffff,2.0,0.0,0.0
83a88cfffffffff,33.0,0.0,3.0
83a88dfffffffff,13.0,0.0,0.0
83a891fffffffff,15.0,0.0,0.0
83a895fffffffff,5.0,0.0,0.0
83a8a0fffffffff,28.0,0.0,0.0
83a8a1fffffffff,111.0,0.0,8.0
83a8a2fffffffff,246.0,0.0,11.0
83a8a3fffffffff,24.0,0.0,0.0
83a8a8fffffffff,2.0,0.0,0.0
83a8a9fffffffff,4.0,0.0,0.0
83a8abfffffffff,17.0,0.0,1.0
83a8acfffffffff,5.0,0.0,0.0
83a8adfffffffff,15.0,0.0,1.0
83a8b1fffffffff,23.0,0.0,0.0
83a8c0fffffffff,9.0,0.0,0.0
83a8c2fffffffff,6.0,0.0,0.0
83a8c9fffffffff,6.0,0.0,3.0
83a8cafffffffff,5.0,0.0,1.0
83a8ccfffffffff,3.0,0.0,0.0
83a8d1fffffffff,2.0,0.0,0.0
83a8d4fffffffff,14.0,0.0,0.0
83a8e5fffffffff,4.0,0.0,0.0
83a8e6fffffffff,12.0,0.0,0.0
83a8f4fffffffff,22.0,0.0,0.0
83a8f5fffffffff,1.0,0.0,0.0
83a901fffffffff,140.0,0.0,4.0
83a903fffffffff,50.0,0.0,1.0
83a905fffffffff,260.0,0.0,18.0
83a909fffffffff,4.0,0.0,0.0
83a90bfffffffff,2.0,0.0,0.0
83a90cfffffffff,26.0,0.0,0.0
83a90dfffffffff,9.0,0.0,0.0
83a90efffffffff,36.0,0.0,0.0
83a918fffffffff,24.0,0.0,0.0
83a919fffffffff,4.0,0.0,0.0
83a91bfffffffff,16.0,0.0,0.0
83a91dfffffffff,54.0,0.0,4.0
83a921fffffffff,117.0,0.0,0.0
83a929fffffffff,11.0,0.0,0.0
83a92afffffffff,4.0,0.0,0.0
83a92cfffffffff,119.0,0.0,0.0
83a92dfffffffff,55.0,0.0,5.0
83a92efffffffff,199.0,0.0,2.0
83a940fffffffff,84.0,0.0,0.0
83a941fffffffff,561.0,0.0,0.0
83a942fffffffff,92.0,0.0,0.0
83a943fffffffff,46.0,0.0,0.0
83a944fffffffff,293.0,0.0,0.0
83a945fffffffff,318.0,0.0,0.0
83a946fffffffff,571.0,0.0,0.0
83a948fffffffff,4.0,0.0,0.0
83a949fffffffff,3.0,0.0,0.0
83a94afffffffff,13.0,0.0,0.0
83a94bfffffffff,40.0,0.0,0.0
83a94cfffffffff,140.0,0.0,0.0
83a94dfffffffff,25.0,0.0,0.0
83a94efffffffff,1541.0,0.0,0.0
83a950fffffffff,25.0,0.0,0.0
83a951fffffffff,3.0,0.0,0.0
83a953fffffffff,305.0,0.0,0.0
83a955fffffffff,35.0,0.0,0.0
83a958fffffffff,4.0,0.0,0.0
83a959fffffffff,23.0,0.0,0.0
83a95afffffffff,31.0,0.0,0.0
83a95cfffffffff,26.0,0.0,0.0
83a95dfffffffff,333.0,0.0,0.0
83a95efffffffff,76.0,0.0,0.0
83a960fffffffff,35.0,0.0,0.0
83a961fffffffff,56.0,0.0,0.0
83a962fffffffff,310.0,0.0,0.0
83a963fffffffff,112.0,0.0,0.0
83a964fffffffff,194.0,0.0,0.0
83a965fffffffff,12.0,0.0,0.0
83a966fffffffff,31.0,0.0,0.0
83a968fffffffff,90.0,0.0,0.0
83a969fffffffff,2.0,0.0,0.0
83a96afffffffff,641.0,0.0,0.0
83a96bfffffffff,16.0,0.0,0.0
83a96cfffffffff,2.0,0.0,0.0
83a96dfffffffff,2.0,0.0,0.0
83a96efffffffff,287.0,0.0,0.0
83a971fffffffff,82.0,0.0,0.0
83a973fffffffff,9.0,0.0,0.0
83a974fffffffff,48.0,0.0,0.0
83a975fffffffff,25.0,0.0,0.0
83a976fffffffff,45.0,0.0,0.0
83b241fffffffff,6.0,0.0,0.0
83b242fffffffff,18.0,0.0,0.0
83b243fffffffff,44.0,0.0,0.0
83b245fffffffff,13.0,0.0,0.0
83b248fffffffff,1.0,0.0,0.0
83b249fffffffff,4.0,0.0,0.0
83b24afffffffff,58.0,0.0,0.0
83b24bfffffffff,4.0,0.0,0.0
83b24cfffffffff,22.0,0.0,0.0
83b24dfffffffff,36.0,0.0,0.0
83b24efffffffff,61.0,0.0,0.0
83b252fffffffff,1.0,0.0,0.0
83b259fffffffff,33.0,0.0,0.0
83b25afffffffff,12.0,0.0,0.0
83b25bfffffffff,5.0,0.0,0.0
83b25cfffffffff,6.0,0.0,0.0
83b25dfffffffff,226.0,0.0,0.0
83b25efffffffff,2.0,0.0,0.0
83b262fffffffff,4.0,0.0,0.0
83b263fffffffff,1.0,0.0,0.0
83b266fffffffff,3.0,0.0,0.0
83b268fffffffff,32.0,0.0,0.0
83b269fffffffff,56.0,0.0,0.0
83b26afffffffff,20.0,0.0,0.0
83b26cfffffffff,2.0,0.0,0.0
83b26dfffffffff,54.0,0.0,0.0
83b270fffffffff,14.0,0.0,0.0
83b271fffffffff,2.0,0.0,0.0
83b274fffffffff,5.0,0.0,0.0
83b275fffffffff,208.0,0.0,0.0
83b2e8fffffffff,1.0,0.0,0.0
83b340fffffffff,4.0,0.0,0.0
83b341fffffffff,2.0,0.0,0.0
83b342fffffffff,76.0,0.0,0.0
83b343fffffffff,35.0,0.0,0.0
83b344fffffffff,45.0,0.0,0.0
83b346fffffffff,4.0,0.0,0.0
83b348fffffffff,4.0,0.0,0.0
83b349fffffffff,9.0,0.0,0.0
83b34cfffffffff,4.0,0.0,0.0
83b34dfffffffff,96.0,0.0,0.0
83b34efffffffff,2.0,0.0,0.0
83b351fffffffff,147.0,0.0,0.0
83b358fffffffff,11.0,0.0,0.0
83b35afffffffff,4.0,0.0,0.0
83b35cfffffffff,136.0,0.0,0.0
83b35efffffffff,178.0,0.0,0.0
83b361fffffffff,2.0,0.0,0.0
83b362fffffffff,4.0,0.0,0.0
83b363fffffffff,4.0,0.0,0.0
83b364fffffffff,1.0,0.0,0.0
83b366fffffffff,13.0,0.0,0.0
83b368fffffffff,3.0,0.0,0.0
83b369fffffffff,52.0,0.0,0.0
83b36afffffffff,4.0,0.0,0.0
83b36bfffffffff,4.0,0.0,0.0
83b36cfffffffff,1.0,0.0,0.0
83b36dfffffffff,138.0,0.0,0.0
83c203fffffffff,17.0,0.0,0.0
83c205fffffffff,1.0,0.0,0.0
83c218fffffffff,11.0,0.0,0.0
83c219fffffffff,5.0,0.0,0.0
