cell_id,Myiopagis viridicata,Myiopagis viridicata minima/jaliscensis,Myiopagis viridicata [viridicata Group]
838016fffffffff,4.0,0.0,0.0
83801cfffffffff,2.0,0.0,0.0
838023fffffffff,3.0,0.0,0.0
838024fffffffff,4.0,0.0,0.0
838026fffffffff,2.0,0.0,0.0
838030fffffffff,106.0,0.0,2.0
838032fffffffff,2.0,0.0,0.0
838034fffffffff,6.0,0.0,0.0
838035fffffffff,2.0,0.0,0.0
838036fffffffff,11.0,0.0,1.0
838100fffffffff,2.0,0.0,0.0
838101fffffffff,9.0,0.0,0.0
838102fffffffff,61.0,0.0,0.0
838104fffffffff,12.0,0.0,0.0
838106fffffffff,4.0,0.0,0.0
83810efffffffff,2.0,0.0,0.0
838110fffffffff,1.0,0.0,0.0
838118fffffffff,6.0,0.0,0.0
838119fffffffff,7.0,0.0,0.0
83811afffffffff,1.0,0.0,0.0
83811efffffffff,3.0,0.0,0.0
838121fffffffff,82.0,0.0,1.0
838123fffffffff,12.0,0.0,0.0
838124fffffffff,99.0,0.0,8.0
838125fffffffff,3.0,0.0,0.0
83812bfffffffff,1.0,0.0,0.0
83812dfffffffff,1.0,0.0,0.0
838130fffffffff,22.0,0.0,0.0
838133fffffffff,9.0,0.0,1.0
838134fffffffff,4.0,0.0,0.0
838136fffffffff,6.0,0.0,2.0
838143fffffffff,4.0,0.0,0.0
838145fffffffff,6.0,0.0,0.0
838146fffffffff,2.0,0.0,0.0
83814afffffffff,19.0,0.0,0.0
83814efffffffff,3.0,0.0,0.0
83815cfffffffff,3.0,0.0,0.0
83815dfffffffff,5.0,0.0,0.0
838162fffffffff,4.0,0.0,0.0
838166fffffffff,3.0,0.0,0.0
838171fffffffff,28.0,0.0,0.0
838173fffffffff,4.0,0.0,0.0
838174fffffffff,8.0,0.0,0.0
838175fffffffff,9.0,0.0,0.0
838185fffffffff,1.0,0.0,0.0
838188fffffffff,14.0,0.0,0.0
83818bfffffffff,4.0,0.0,0.0
83818cfffffffff,6.0,0.0,0.0
83818dfffffffff,12.0,0.0,0.0
83818efffffffff,5.0,0.0,0.0
8381a9fffffffff,2.0,0.0,0.0
8381adfffffffff,18.0,0.0,2.0
838a21fffffffff,3.0,0.0,0.0
838a31fffffffff,6.0,0.0,0.0
838a80fffffffff,4.0,0.0,0.0
838b0dfffffffff,4.0,0.0,0.0
838b11fffffffff,2.0,0.0,0.0
838b21fffffffff,2.0,0.0,0.0
838b22fffffffff,8.0,0.0,0.0
838b26fffffffff,9.0,0.0,0.0
838b2afffffffff,7.0,0.0,0.0
838b2dfffffffff,2.0,0.0,0.0
838b31fffffffff,4.0,0.0,0.0
838b34fffffffff,2.0,0.0,0.0
838b36fffffffff,2.0,0.0,0.0
838b44fffffffff,1.0,0.0,0.0
838b52fffffffff,2.0,0.0,0.0
838b56fffffffff,2.0,0.0,0.0
838b63fffffffff,6.0,0.0,0.0
838b71fffffffff,11.0,0.0,0.0
838b74fffffffff,4.0,0.0,0.0
838b75fffffffff,15.0,0.0,0.0
838b84fffffffff,17.0,0.0,0.0
838b96fffffffff,5.0,0.0,5.0
838b99fffffffff,7.0,0.0,0.0
838b9dfffffffff,16.0,0.0,0.0
838ba0fffffffff,4.0,0.0,0.0
838ba6fffffffff,29.0,0.0,0.0
838bb5fffffffff,47.0,0.0,4.0
838f08fffffffff,2.0,0.0,0.0
838f0dfffffffff,112.0,0.0,8.0
838f28fffffffff,2.0,0.0,2.0
838f29fffffffff,9.0,0.0,0.0
838f2afffffffff,49.0,0.0,5.0
838f2bfffffffff,108.0,0.0,5.0
838f2cfffffffff,82.0,0.0,0.0
838f2efffffffff,11.0,0.0,0.0
838f40fffffffff,28.0,0.0,0.0
838f46fffffffff,2.0,0.0,0.0
838f76fffffffff,12.0,0.0,0.0
83a596fffffffff,2.0,0.0,0.0
83a801fffffffff,18.0,0.0,0.0
83a802fffffffff,1.0,0.0,0.0
83a803fffffffff,2.0,0.0,0.0
83a805fffffffff,2.0,0.0,0.0
83a806fffffffff,13.0,0.0,3.0
83a808fffffffff,2.0,0.0,0.0
83a809fffffffff,1.0,0.0,0.0
83a80bfffffffff,4.0,0.0,0.0
83a80cfffffffff,8.0,0.0,0.0
83a80dfffffffff,2.0,0.0,0.0
83a810fffffffff,8.0,0.0,0.0
83a811fffffffff,14.0,0.0,4.0
83a812fffffffff,7.0,0.0,4.0
83a813fffffffff,44.0,0.0,2.0
83a818fffffffff,38.0,0.0,0.0
83a819fffffffff,46.0,0.0,0.0
83a81afffffffff,7.0,0.0,0.0
83a81bfffffffff,30.0,0.0,2.0
83a81cfffffffff,40.0,0.0,0.0
83a81dfffffffff,9.0,0.0,0.0
83a81efffffffff,312.0,0.0,0.0
83a821fffffffff,23.0,0.0,0.0
83a824fffffffff,8.0,0.0,0.0
83a825fffffffff,2.0,0.0,0.0
83a828fffffffff,10.0,0.0,0.0
83a829fffffffff,21.0,0.0,0.0
83a82afffffffff,5.0,0.0,0.0
83a82cfffffffff,8.0,0.0,0.0
83a82dfffffffff,2.0,0.0,0.0
83a82efffffffff,6.0,0.0,0.0
83a833fffffffff,3.0,0.0,3.0
83a840fffffffff,68.0,0.0,3.0
83a841fffffffff,1.0,0.0,0.0
83a842fffffffff,7.0,0.0,0.0
83a843fffffffff,3.0,0.0,0.0
83a844fffffffff,29.0,0.0,2.0
83a846fffffffff,20.0,0.0,0.0
83a849fffffffff,1.0,0.0,0.0
83a84efffffffff,4.0,0.0,0.0
83a850fffffffff,13.0,0.0,0.0
83a855fffffffff,5.0,0.0,0.0
83a856fffffffff,4.0,0.0,0.0
83a859fffffffff,210.0,0.0,0.0
83a85dfffffffff,29.0,0.0,1.0
83a860fffffffff,11.0,0.0,0.0
83a862fffffffff,13.0,0.0,0.0
83a864fffffffff,2.0,0.0,0.0
83a866fffffffff,8.0,0.0,0.0
83a86dfffffffff,2.0,0.0,0.0
83a86efffffffff,6.0,0.0,0.0
83a873fffffffff,2.0,0.0,0.0
83a876fffffffff,1.0,0.0,0.0
83a880fffffffff,2.0,0.0,0.0
83a881fffffffff,21.0,0.0,2.0
83a883fffffffff,5.0,0.0,0.0
83a884fffffffff,2.0,0.0,0.0
83a885fffffffff,4.0,0.0,0.0
83a889fffffffff,11.0,0.0,0.0
83a88afffffffff,2.0,0.0,0.0
83a88bfffffffff,11.0,0.0,0.0
83a88cfffffffff,4.0,0.0,0.0
83a88dfffffffff,5.0,0.0,0.0
83a891fffffffff,2.0,0.0,2.0
83a8a1fffffffff,5.0,0.0,0.0
83a8a2fffffffff,4.0,0.0,0.0
83a8a9fffffffff,5.0,0.0,0.0
83a8aafffffffff,1.0,0.0,0.0
83a8abfffffffff,1.0,0.0,0.0
83a8acfffffffff,15.0,0.0,0.0
83a8c0fffffffff,71.0,0.0,2.0
83a8c1fffffffff,2.0,0.0,0.0
83a8c2fffffffff,14.0,0.0,3.0
83a8c4fffffffff,6.0,0.0,0.0
83a8c6fffffffff,9.0,0.0,0.0
83a8c9fffffffff,5.0,0.0,5.0
83a8ccfffffffff,2.0,0.0,0.0
83a8d1fffffffff,24.0,0.0,0.0
83a8d4fffffffff,45.0,0.0,0.0
83a8d9fffffffff,1.0,0.0,0.0
83a8dafffffffff,6.0,0.0,1.0
83a8defffffffff,5.0,0.0,2.0
83a8e1fffffffff,1.0,0.0,0.0
83a8e4fffffffff,2.0,0.0,0.0
83a8e6fffffffff,15.0,0.0,0.0
83a8f1fffffffff,4.0,0.0,0.0
83a901fffffffff,2.0,0.0,0.0
83a908fffffffff,6.0,0.0,0.0
83a909fffffffff,23.0,0.0,0.0
83a90bfffffffff,3.0,0.0,0.0
83a90cfffffffff,2.0,0.0,0.0
83a90dfffffffff,4.0,0.0,0.0
83a91dfffffffff,1.0,0.0,0.0
83a940fffffffff,8.0,0.0,0.0
83a941fffffffff,17.0,0.0,0.0
83a942fffffffff,50.0,0.0,0.0
83a943fffffffff,35.0,0.0,0.0
83a944fffffffff,9.0,0.0,0.0
83a946fffffffff,89.0,0.0,0.0
83a94cfffffffff,18.0,0.0,0.0
83a94efffffffff,15.0,0.0,0.0
83a950fffffffff,119.0,0.0,0.0
83a951fffffffff,3.0,0.0,0.0
83a952fffffffff,77.0,0.0,5.0
83a953fffffffff,649.0,0.0,1.0
83a955fffffffff,25.0,0.0,0.0
83a95afffffffff,7.0,0.0,0.0
83a95bfffffffff,2.0,0.0,0.0
83a95cfffffffff,9.0,0.0,0.0
83a95dfffffffff,5.0,0.0,0.0
83a95efffffffff,36.0,0.0,0.0
83a961fffffffff,3.0,0.0,0.0
83a962fffffffff,2.0,0.0,0.0
83a963fffffffff,2.0,0.0,0.0
83a968fffffffff,31.0,0.0,0.0
83a96afffffffff,11.0,0.0,0.0
83a96bfffffffff,9.0,0.0,0.0
83a96cfffffffff,2.0,0.0,0.0
83a96efffffffff,11.0,0.0,0.0
83a971fffffffff,15.0,0.0,0.0
83a972fffffffff,4.0,0.0,0.0
83a973fffffffff,9.0,0.0,0.0
83a976fffffffff,19.0,0.0,0.0
83b275fffffffff,7.0,0.0,0.0
83b342fffffffff,83.0,0.0,0.0
83b343fffffffff,2.0,0.0,0.0
83b346fffffffff,11.0,0.0,0.0
83b351fffffffff,9.0,0.0,0.0
83b358fffffffff,43.0,0.0,0.0
83b35afffffffff,4.0,0.0,0.0
83b35bfffffffff,19.0,0.0,0.0
83b35cfffffffff,35.0,0.0,0.0
83b35dfffffffff,1.0,0.0,0.0
83b35efffffffff,52.0,0.0,0.0
83b362fffffffff,4.0,0.0,0.0
83b366fffffffff,5.0,0.0,0.0
83b369fffffffff,3.0,0.0,0.0
83b36dfffffffff,3.0,0.0,0.0
