cell_id,Daphoenositta chrysoptera,Daphoenositta chrysoptera leucoptera,Daphoenositta chrysoptera striata,Daphoenositta chrysoptera leucocephala,Daphoenositta chrysoptera chrysoptera,Daphoenositta chrysoptera pileata
839d08fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
839d0afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
839d0bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
839d0cfffffffff,16.0,0.0,0.0,9.0,0.0,0.0
839d21fffffffff,33.0,0.0,0.0,2.0,0.0,0.0
839d25fffffffff,25.0,0.0,0.0,11.0,0.0,0.0
839d29fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
839d2cfffffffff,3.0,0.0,0.0,1.0,0.0,0.0
839d44fffffffff,40.0,12.0,0.0,0.0,0.0,7.0
839d4afffffffff,11.0,0.0,0.0,0.0,0.0,2.0
839d4efffffffff,2.0,2.0,0.0,0.0,0.0,0.0
839d55fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
839d56fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
839d65fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
839d70fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
839d75fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
839d76fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
83a631fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a712fffffffff,8.0,0.0,0.0,0.0,0.0,4.0
83a714fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83a716fffffffff,9.0,0.0,0.0,0.0,0.0,6.0
83a726fffffffff,56.0,0.0,0.0,0.0,0.0,15.0
83a730fffffffff,6.0,0.0,0.0,0.0,0.0,4.0
83a731fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83a732fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83a733fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a734fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83a735fffffffff,9.0,0.0,0.0,0.0,0.0,4.0
83a781fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a786fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b834fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83b841fffffffff,6.0,0.0,0.0,0.0,0.0,4.0
83b850fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83b859fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b869fffffffff,4.0,0.0,0.0,0.0,0.0,2.0
83b86afffffffff,9.0,0.0,0.0,0.0,0.0,7.0
83b880fffffffff,3.0,0.0,0.0,0.0,0.0,1.0
83b886fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b8a9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b910fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83b912fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83b913fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83b914fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b916fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
83b9a1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b9a3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b9a4fffffffff,85.0,0.0,0.0,0.0,0.0,19.0
83b9a5fffffffff,24.0,0.0,0.0,0.0,0.0,11.0
83b9acfffffffff,13.0,0.0,0.0,0.0,0.0,4.0
83b9adfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83b9b2fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83be08fffffffff,343.0,0.0,0.0,0.0,41.0,0.0
83be09fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83be0afffffffff,117.0,0.0,0.0,0.0,22.0,0.0
83be0bfffffffff,96.0,0.0,0.0,0.0,14.0,0.0
83be0cfffffffff,54.0,0.0,0.0,0.0,6.0,0.0
83be0dfffffffff,119.0,0.0,0.0,0.0,8.0,0.0
83be0efffffffff,32.0,0.0,0.0,0.0,1.0,0.0
83be18fffffffff,137.0,0.0,0.0,0.0,8.0,0.0
83be19fffffffff,17.0,0.0,0.0,0.0,2.0,0.0
83be1afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83be1bfffffffff,80.0,0.0,0.0,0.0,15.0,0.0
83be1dfffffffff,43.0,0.0,0.0,0.0,5.0,0.0
83be29fffffffff,18.0,0.0,0.0,0.0,1.0,0.0
83be40fffffffff,255.0,0.0,0.0,0.0,40.0,22.0
83be41fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83be42fffffffff,7.0,0.0,0.0,0.0,3.0,0.0
83be43fffffffff,12.0,0.0,0.0,0.0,0.0,2.0
83be44fffffffff,276.0,0.0,0.0,0.0,60.0,1.0
83be45fffffffff,191.0,0.0,0.0,0.0,9.0,20.0
83be46fffffffff,63.0,0.0,0.0,0.0,22.0,2.0
83be48fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83be49fffffffff,84.0,0.0,0.0,0.0,0.0,11.0
83be4afffffffff,52.0,0.0,0.0,0.0,2.0,16.0
83be4bfffffffff,75.0,0.0,0.0,0.0,0.0,13.0
83be4cfffffffff,72.0,0.0,0.0,0.0,4.0,17.0
83be4dfffffffff,7.0,0.0,0.0,0.0,0.0,2.0
83be4efffffffff,124.0,0.0,0.0,0.0,2.0,35.0
83be50fffffffff,14.0,0.0,0.0,0.0,4.0,0.0
83be51fffffffff,4.0,0.0,0.0,0.0,0.0,2.0
83be53fffffffff,47.0,0.0,0.0,0.0,3.0,0.0
83be54fffffffff,17.0,0.0,0.0,0.0,5.0,0.0
83be55fffffffff,30.0,0.0,0.0,0.0,3.0,0.0
83be56fffffffff,45.0,0.0,0.0,0.0,6.0,0.0
83be59fffffffff,11.0,0.0,0.0,0.0,0.0,10.0
83be5dfffffffff,9.0,0.0,0.0,0.0,0.0,3.0
83be60fffffffff,36.0,0.0,0.0,0.0,7.0,0.0
83be61fffffffff,38.0,0.0,0.0,0.0,4.0,0.0
83be62fffffffff,99.0,0.0,0.0,0.0,18.0,0.0
83be63fffffffff,422.0,0.0,0.0,0.0,59.0,0.0
83be66fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83be68fffffffff,18.0,0.0,0.0,0.0,0.0,4.0
83be69fffffffff,8.0,0.0,0.0,0.0,0.0,1.0
83be6afffffffff,19.0,0.0,0.0,0.0,2.0,2.0
83be6bfffffffff,28.0,0.0,0.0,0.0,0.0,6.0
83be6efffffffff,35.0,0.0,0.0,0.0,3.0,2.0
83be70fffffffff,7.0,0.0,0.0,0.0,3.0,0.0
83be71fffffffff,202.0,0.0,0.0,0.0,29.0,0.0
83be72fffffffff,493.0,0.0,0.0,0.0,8.0,0.0
83be73fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83be74fffffffff,112.0,0.0,0.0,0.0,25.0,0.0
83be75fffffffff,31.0,0.0,0.0,0.0,4.0,0.0
83be76fffffffff,22.0,0.0,0.0,0.0,3.0,0.0
83be88fffffffff,32.0,0.0,0.0,2.0,0.0,0.0
83be89fffffffff,57.0,0.0,0.0,12.0,0.0,0.0
83be8bfffffffff,23.0,0.0,0.0,12.0,0.0,0.0
83be8dfffffffff,1309.0,0.0,0.0,193.0,0.0,0.0
83bea9fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
83beabfffffffff,37.0,0.0,0.0,0.0,0.0,0.0
83bec0fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83bec1fffffffff,4.0,0.0,0.0,0.0,1.0,0.0
83bec3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83bec4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83bec6fffffffff,8.0,0.0,0.0,0.0,3.0,0.0
83becafffffffff,6.0,0.0,0.0,0.0,2.0,4.0
83becbfffffffff,4.0,0.0,0.0,0.0,1.0,3.0
83beccfffffffff,13.0,0.0,0.0,0.0,1.0,0.0
83becdfffffffff,3.0,0.0,0.0,0.0,0.0,1.0
83becefffffffff,112.0,0.0,0.0,0.0,13.0,11.0
83bed0fffffffff,3.0,0.0,0.0,1.0,0.0,0.0
83bed2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83bed4fffffffff,15.0,0.0,0.0,2.0,0.0,0.0
83bed5fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83bedcfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83beddfffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83bedefffffffff,18.0,0.0,0.0,4.0,0.0,0.0
83bee0fffffffff,41.0,0.0,0.0,0.0,4.0,0.0
83bee1fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83bee2fffffffff,18.0,0.0,0.0,0.0,4.0,0.0
83bee3fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
83bee4fffffffff,34.0,0.0,0.0,0.0,8.0,0.0
83bee5fffffffff,20.0,0.0,0.0,0.0,6.0,0.0
83bee6fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
83bee8fffffffff,2.0,0.0,0.0,0.0,1.0,0.0
83beeafffffffff,6.0,0.0,0.0,0.0,3.0,0.0
83beebfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83beecfffffffff,17.0,0.0,0.0,0.0,5.0,0.0
83beedfffffffff,6.0,0.0,0.0,0.0,0.0,2.0
83beeefffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83bef0fffffffff,190.0,0.0,0.0,7.0,28.0,0.0
83bef1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83bef2fffffffff,220.0,0.0,0.0,30.0,10.0,0.0
83bef3fffffffff,54.0,0.0,0.0,0.0,5.0,0.0
83bef4fffffffff,33.0,0.0,0.0,0.0,6.0,0.0
83bef5fffffffff,36.0,0.0,0.0,0.0,2.0,0.0
83bef6fffffffff,201.0,0.0,0.0,30.0,7.0,0.0
83c980fffffffff,8.0,0.0,0.0,0.0,0.0,1.0
83c982fffffffff,111.0,0.0,0.0,0.0,0.0,91.0
83c986fffffffff,45.0,0.0,0.0,0.0,0.0,27.0
83c990fffffffff,122.0,0.0,0.0,0.0,0.0,64.0
83c991fffffffff,25.0,0.0,0.0,0.0,0.0,14.0
83c992fffffffff,114.0,0.0,0.0,0.0,0.0,42.0
83c993fffffffff,21.0,0.0,0.0,0.0,0.0,7.0
83c994fffffffff,5.0,0.0,0.0,0.0,0.0,3.0
83c995fffffffff,29.0,0.0,0.0,0.0,0.0,14.0
83c996fffffffff,3.0,0.0,0.0,0.0,0.0,2.0
83c99cfffffffff,13.0,0.0,0.0,0.0,0.0,2.0
83c9b0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c9b1fffffffff,3.0,0.0,0.0,0.0,0.0,3.0
83c9b3fffffffff,45.0,0.0,0.0,0.0,0.0,27.0
83c9b6fffffffff,3.0,0.0,0.0,0.0,0.0,3.0
