cell_id,Vireo plumbeus,Vireo plumbeus plumbeus/gravis,Vireo plumbeus notius/montanus
8448ea1ffffffff,73.0,0.0,0.0
8448ea3ffffffff,2.0,0.0,0.0
8448ea5ffffffff,11.0,0.0,0.0
8448ea7ffffffff,8.0,0.0,0.0
8448ea9ffffffff,33.0,0.0,0.0
8448eabffffffff,103.0,0.0,0.0
8448eadffffffff,152.0,0.0,0.0
8448eb1ffffffff,215.0,0.0,0.0
8448eb3ffffffff,351.0,0.0,0.0
8448eb5ffffffff,334.0,0.0,0.0
8448eb7ffffffff,107.0,0.0,0.0
8448eb9ffffffff,1.0,0.0,0.0
8448ebbffffffff,178.0,0.0,0.0
8448ebdffffffff,35.0,0.0,0.0
8448ec1ffffffff,4.0,0.0,0.0
8448ec3ffffffff,1.0,0.0,0.0
8448ec5ffffffff,20.0,0.0,0.0
8448ec7ffffffff,1797.0,0.0,0.0
8448ecdffffffff,4.0,0.0,0.0
8448ed3ffffffff,2.0,0.0,0.0
8448ee1ffffffff,756.0,0.0,0.0
8448ee3ffffffff,302.0,0.0,0.0
8448ee5ffffffff,49.0,0.0,0.0
8448ee7ffffffff,12.0,0.0,0.0
8448ee9ffffffff,6319.0,0.0,0.0
8448eebffffffff,2522.0,0.0,0.0
8448f21ffffffff,1179.0,52.0,0.0
8448f25ffffffff,85.0,6.0,0.0
8448f2bffffffff,9.0,0.0,0.0
8448f2dffffffff,2.0,0.0,0.0
8448f37ffffffff,3.0,0.0,0.0
8448f3bffffffff,3.0,0.0,0.0
8448f3dffffffff,1.0,0.0,0.0
8448f61ffffffff,2.0,0.0,0.0
8448f63ffffffff,7.0,0.0,0.0
8448f65ffffffff,6.0,0.0,0.0
8448f67ffffffff,8.0,0.0,0.0
8449801ffffffff,107.0,2.0,0.0
8449803ffffffff,10.0,0.0,0.0
8449809ffffffff,22.0,0.0,0.0
844980bffffffff,77.0,0.0,0.0
844980dffffffff,15.0,0.0,0.0
8449815ffffffff,12.0,0.0,0.0
8449823ffffffff,3.0,0.0,0.0
844982bffffffff,4.0,0.0,0.0
844982dffffffff,2.0,0.0,0.0
8449831ffffffff,5.0,0.0,0.0
8449835ffffffff,2.0,0.0,0.0
844983bffffffff,12.0,0.0,0.0
844983dffffffff,11.0,0.0,0.0
8449853ffffffff,3.0,0.0,0.0
8449855ffffffff,4.0,0.0,0.0
8449861ffffffff,25.0,0.0,0.0
8449863ffffffff,6.0,0.0,0.0
8449865ffffffff,12.0,0.0,0.0
8449869ffffffff,7.0,0.0,0.0
844986bffffffff,2.0,0.0,0.0
844986dffffffff,7.0,0.0,0.0
8449881ffffffff,7.0,0.0,0.0
844988dffffffff,7.0,0.0,0.0
8449893ffffffff,2.0,0.0,0.0
84498c9ffffffff,34.0,0.0,0.0
84498d3ffffffff,2.0,0.0,0.0
84498d9ffffffff,4.0,0.0,0.0
84498dbffffffff,2.0,0.0,0.0
84498e3ffffffff,3.0,0.0,0.0
84498edffffffff,4.0,0.0,0.0
8449903ffffffff,2.0,0.0,0.0
844990bffffffff,2.0,0.0,0.0
8449919ffffffff,3.0,0.0,0.0
844991dffffffff,3.0,0.0,0.0
8449941ffffffff,3.0,0.0,0.0
8449943ffffffff,4.0,0.0,0.0
844994bffffffff,18.0,0.0,0.0
8449951ffffffff,10.0,0.0,0.0
8449959ffffffff,85.0,13.0,0.0
844995bffffffff,36.0,8.0,0.0
844995dffffffff,4.0,0.0,0.0
8449963ffffffff,87.0,23.0,0.0
844996bffffffff,6.0,0.0,0.0
84499c1ffffffff,2.0,0.0,0.0
84499c5ffffffff,4.0,0.0,0.0
84499c9ffffffff,2.0,0.0,0.0
84499cdffffffff,17.0,0.0,0.0
84499dbffffffff,1.0,0.0,0.0
8449a23ffffffff,6.0,0.0,0.0
8449a27ffffffff,2.0,0.0,0.0
8449a2bffffffff,4.0,0.0,0.0
8449a3dffffffff,1.0,0.0,0.0
8449a81ffffffff,38.0,0.0,0.0
8449a83ffffffff,50.0,0.0,0.0
8449a85ffffffff,93.0,5.0,0.0
8449a87ffffffff,10.0,0.0,0.0
8449a89ffffffff,15.0,0.0,0.0
8449a8bffffffff,26.0,0.0,0.0
8449a8dffffffff,19.0,0.0,0.0
8449a91ffffffff,225.0,13.0,0.0
8449a93ffffffff,165.0,6.0,0.0
8449a95ffffffff,1.0,0.0,0.0
8449a97ffffffff,114.0,0.0,0.0
8449a9bffffffff,5.0,0.0,0.0
8449aa1ffffffff,11.0,4.0,0.0
8449aa3ffffffff,116.0,2.0,0.0
8449aa5ffffffff,3.0,0.0,0.0
8449aa7ffffffff,2.0,0.0,0.0
8449aa9ffffffff,4.0,0.0,0.0
8449ab1ffffffff,82.0,0.0,0.0
8449ab3ffffffff,2.0,0.0,0.0
8449ab5ffffffff,79.0,0.0,0.0
8449ab7ffffffff,1.0,0.0,0.0
8449ab9ffffffff,4.0,0.0,0.0
8449abbffffffff,2.0,0.0,0.0
8449abdffffffff,10.0,0.0,0.0
8449ac7ffffffff,1.0,0.0,0.0
8449ad5ffffffff,2.0,0.0,0.0
8449ad7ffffffff,4.0,0.0,0.0
8449ae3ffffffff,4.0,2.0,0.0
8449b03ffffffff,2.0,0.0,0.0
8449b17ffffffff,1.0,0.0,0.0
8449b19ffffffff,6.0,0.0,0.0
8449b1dffffffff,14.0,0.0,0.0
8449b21ffffffff,2.0,0.0,0.0
8449b2dffffffff,33.0,1.0,0.0
8449b31ffffffff,9.0,0.0,0.0
8449b33ffffffff,77.0,0.0,0.0
8449b37ffffffff,25.0,0.0,0.0
8449b39ffffffff,2.0,0.0,0.0
8449b3bffffffff,11.0,0.0,0.0
8449b53ffffffff,6.0,0.0,0.0
8449b55ffffffff,5.0,0.0,0.0
8449b65ffffffff,1.0,0.0,0.0
8449b67ffffffff,2.0,0.0,0.0
8467b25ffffffff,4.0,0.0,4.0
846d049ffffffff,1.0,0.0,0.0
846d059ffffffff,18.0,0.0,4.0
846d05bffffffff,173.0,0.0,96.0
846d159ffffffff,21.0,0.0,0.0
846d207ffffffff,13.0,0.0,4.0
846d217ffffffff,6.0,0.0,6.0
846d21bffffffff,6.0,0.0,3.0
846d231ffffffff,13.0,0.0,0.0
846d239ffffffff,7.0,0.0,2.0
846d23bffffffff,65.0,0.0,46.0
846d23dffffffff,6.0,0.0,0.0
846d283ffffffff,68.0,0.0,11.0
846d287ffffffff,15.0,0.0,0.0
846d28dffffffff,4.0,0.0,0.0
846d291ffffffff,75.0,0.0,37.0
846d295ffffffff,69.0,0.0,0.0
846d297ffffffff,3.0,0.0,0.0
846d299ffffffff,4.0,0.0,0.0
846d2a9ffffffff,32.0,0.0,2.0
846d2abffffffff,3.0,0.0,0.0
846d2b9ffffffff,222.0,0.0,97.0
846d2d3ffffffff,17.0,0.0,2.0
846d2d7ffffffff,119.0,0.0,81.0
846d2e3ffffffff,5.0,0.0,2.0
846d2e5ffffffff,100.0,0.0,66.0
846d2e7ffffffff,5.0,0.0,0.0
846d2e9ffffffff,31.0,0.0,17.0
846d2ebffffffff,6.0,0.0,4.0
846d2edffffffff,1.0,0.0,0.0
846d305ffffffff,53.0,2.0,0.0
846d307ffffffff,2.0,0.0,0.0
846d32bffffffff,540.0,26.0,0.0
846d335ffffffff,6.0,0.0,0.0
846d337ffffffff,55.0,0.0,0.0
846d339ffffffff,2.0,0.0,0.0
846d33dffffffff,28.0,4.0,0.0
846d36dffffffff,4.0,0.0,0.0
846d609ffffffff,192.0,0.0,183.0
846d643ffffffff,4.0,0.0,4.0
846d645ffffffff,428.0,0.0,372.0
846d649ffffffff,3.0,0.0,3.0
846d64dffffffff,21.0,0.0,18.0
846d651ffffffff,62.0,0.0,62.0
846d653ffffffff,4.0,0.0,4.0
846d655ffffffff,40.0,0.0,40.0
846d657ffffffff,15.0,0.0,15.0
846d65dffffffff,11.0,0.0,11.0
846d66bffffffff,2.0,0.0,2.0
846d66dffffffff,5.0,0.0,5.0
846d745ffffffff,2.0,0.0,0.0
