cell_id,Chaetura cinereiventris,Chaetura cinereiventris phaeopygos,Chaetura cinereiventris occidentalis,Chaetura cinereiventris [sclateri Group],Chaetura cinereiventris cinereiventris
83679bfffffffff,602.0,0.0,0.0,0.0,0.0
836d68fffffffff,324.0,0.0,0.0,0.0,0.0
836d69fffffffff,1698.0,0.0,0.0,0.0,0.0
836d6cfffffffff,3.0,0.0,0.0,0.0,0.0
836d6dfffffffff,437.0,0.0,0.0,0.0,0.0
838116fffffffff,3.0,0.0,0.0,0.0,0.0
83811cfffffffff,1.0,0.0,0.0,0.0,1.0
838130fffffffff,7.0,0.0,0.0,0.0,0.0
838132fffffffff,68.0,0.0,0.0,0.0,0.0
838133fffffffff,26.0,0.0,0.0,0.0,0.0
838134fffffffff,5.0,0.0,0.0,0.0,0.0
838136fffffffff,130.0,0.0,0.0,0.0,8.0
83814afffffffff,20.0,0.0,0.0,0.0,0.0
83814dfffffffff,7.0,0.0,0.0,0.0,0.0
83814efffffffff,13.0,0.0,0.0,0.0,0.0
838a00fffffffff,5.0,0.0,0.0,0.0,0.0
838a05fffffffff,11.0,0.0,0.0,0.0,0.0
838a10fffffffff,8.0,0.0,0.0,0.0,0.0
838a14fffffffff,5.0,0.0,0.0,0.0,0.0
838a15fffffffff,3.0,0.0,0.0,0.0,0.0
838a1afffffffff,4.0,0.0,0.0,0.0,0.0
838a21fffffffff,2.0,0.0,0.0,0.0,0.0
838a2efffffffff,1.0,0.0,0.0,0.0,0.0
838a31fffffffff,16.0,0.0,0.0,0.0,0.0
838a33fffffffff,11.0,0.0,0.0,0.0,0.0
838a45fffffffff,64.0,0.0,0.0,0.0,0.0
838a63fffffffff,26.0,0.0,0.0,0.0,0.0
838a68fffffffff,2.0,0.0,0.0,0.0,0.0
838a69fffffffff,55.0,0.0,0.0,0.0,0.0
838a6dfffffffff,95.0,0.0,0.0,0.0,0.0
838a6efffffffff,1.0,0.0,0.0,0.0,0.0
838a73fffffffff,4.0,0.0,0.0,0.0,0.0
838a80fffffffff,12.0,0.0,0.0,0.0,0.0
838a81fffffffff,9.0,0.0,0.0,0.0,0.0
838a85fffffffff,4.0,0.0,0.0,0.0,0.0
838a8cfffffffff,5.0,0.0,0.0,0.0,0.0
838a9cfffffffff,11.0,0.0,0.0,0.0,0.0
838a9dfffffffff,8.0,0.0,0.0,0.0,0.0
838aa5fffffffff,3.0,0.0,0.0,0.0,0.0
838aaafffffffff,31.0,0.0,0.0,0.0,0.0
838ad8fffffffff,8.0,0.0,0.0,0.0,0.0
838adcfffffffff,2.0,0.0,0.0,0.0,0.0
838ae5fffffffff,20.0,0.0,0.0,0.0,0.0
838af0fffffffff,62.0,0.0,0.0,0.0,0.0
838af1fffffffff,9.0,0.0,0.0,0.0,0.0
838af2fffffffff,15.0,0.0,0.0,0.0,0.0
838af4fffffffff,6.0,0.0,0.0,0.0,0.0
838af6fffffffff,37.0,0.0,0.0,0.0,0.0
838b10fffffffff,1.0,0.0,0.0,0.0,0.0
838b1efffffffff,4.0,0.0,0.0,0.0,0.0
838b21fffffffff,4.0,0.0,0.0,0.0,0.0
838b22fffffffff,7.0,0.0,0.0,0.0,0.0
838b2cfffffffff,6.0,0.0,0.0,0.0,0.0
838b2efffffffff,4.0,0.0,0.0,0.0,0.0
838b40fffffffff,69.0,0.0,0.0,0.0,0.0
838b44fffffffff,31.0,0.0,0.0,0.0,0.0
838b45fffffffff,4.0,0.0,0.0,0.0,0.0
838b46fffffffff,5.0,0.0,0.0,0.0,0.0
838b51fffffffff,3.0,0.0,0.0,0.0,0.0
838b52fffffffff,3.0,0.0,0.0,0.0,0.0
838b53fffffffff,3.0,0.0,0.0,0.0,0.0
838b56fffffffff,13.0,0.0,0.0,0.0,0.0
838b5cfffffffff,6.0,0.0,0.0,0.0,0.0
838b61fffffffff,176.0,0.0,0.0,0.0,0.0
838b62fffffffff,9.0,0.0,0.0,0.0,0.0
838b63fffffffff,106.0,0.0,0.0,0.0,0.0
838b69fffffffff,12.0,0.0,0.0,0.0,0.0
838b6cfffffffff,6.0,0.0,0.0,0.0,0.0
838b6efffffffff,36.0,0.0,0.0,0.0,0.0
838b71fffffffff,80.0,0.0,0.0,0.0,0.0
838b74fffffffff,3.0,0.0,0.0,0.0,0.0
838b82fffffffff,2.0,0.0,0.0,0.0,0.0
838b84fffffffff,22.0,0.0,0.0,0.0,0.0
838b88fffffffff,11.0,0.0,0.0,0.0,0.0
838b99fffffffff,57.0,0.0,0.0,0.0,0.0
838b9dfffffffff,569.0,0.0,0.0,0.0,0.0
838ba0fffffffff,5.0,0.0,0.0,0.0,0.0
838ba4fffffffff,2.0,0.0,0.0,0.0,0.0
838ba6fffffffff,4.0,0.0,0.0,0.0,0.0
838bb5fffffffff,12.0,0.0,0.0,0.0,0.0
838e64fffffffff,9.0,0.0,0.0,0.0,0.0
838e65fffffffff,9.0,0.0,0.0,0.0,0.0
838f0dfffffffff,228.0,0.0,19.0,0.0,0.0
838f29fffffffff,42.0,0.0,2.0,0.0,0.0
838f2afffffffff,64.0,0.0,2.0,0.0,0.0
838f2bfffffffff,24.0,0.0,0.0,0.0,0.0
838f2cfffffffff,49.0,0.0,2.0,0.0,0.0
838f2dfffffffff,4.0,0.0,0.0,0.0,0.0
838f2efffffffff,9.0,0.0,0.0,0.0,0.0
838f40fffffffff,77.0,0.0,0.0,4.0,0.0
838f42fffffffff,7.0,0.0,0.0,0.0,0.0
838f43fffffffff,37.0,0.0,0.0,3.0,0.0
838f44fffffffff,11.0,0.0,0.0,0.0,0.0
838f46fffffffff,78.0,0.0,0.0,6.0,0.0
838f48fffffffff,10.0,0.0,0.0,0.0,0.0
838f4afffffffff,8.0,0.0,0.0,0.0,0.0
838f4bfffffffff,2.0,0.0,0.0,0.0,0.0
838f4cfffffffff,2.0,0.0,0.0,0.0,0.0
838f54fffffffff,3.0,0.0,0.0,0.0,0.0
838f55fffffffff,8.0,0.0,0.0,0.0,0.0
838f5cfffffffff,1.0,0.0,0.0,0.0,0.0
838f61fffffffff,43.0,0.0,0.0,0.0,0.0
838f63fffffffff,3.0,0.0,0.0,0.0,0.0
838f65fffffffff,2.0,0.0,0.0,0.0,0.0
838f6bfffffffff,6.0,0.0,0.0,0.0,0.0
838f6efffffffff,7.0,0.0,0.0,0.0,0.0
838f70fffffffff,22.0,0.0,0.0,6.0,0.0
838f72fffffffff,294.0,0.0,3.0,31.0,0.0
838f73fffffffff,6.0,0.0,0.0,5.0,0.0
838f74fffffffff,16.0,0.0,0.0,2.0,0.0
838f76fffffffff,28.0,0.0,0.0,2.0,0.0
83a596fffffffff,285.0,0.0,0.0,0.0,18.0
83a801fffffffff,42.0,0.0,0.0,0.0,2.0
83a802fffffffff,2.0,0.0,0.0,0.0,0.0
83a804fffffffff,7.0,0.0,0.0,0.0,0.0
83a805fffffffff,2.0,0.0,0.0,0.0,0.0
83a806fffffffff,179.0,0.0,0.0,0.0,23.0
83a810fffffffff,566.0,0.0,0.0,0.0,9.0
83a811fffffffff,1.0,0.0,0.0,0.0,0.0
83a812fffffffff,266.0,0.0,0.0,0.0,25.0
83a813fffffffff,3.0,0.0,0.0,0.0,0.0
83a814fffffffff,217.0,0.0,0.0,0.0,9.0
83a815fffffffff,345.0,0.0,0.0,0.0,16.0
83a816fffffffff,52.0,0.0,0.0,0.0,5.0
83a820fffffffff,11.0,0.0,0.0,0.0,0.0
83a821fffffffff,19.0,0.0,0.0,0.0,0.0
83a824fffffffff,14.0,0.0,0.0,0.0,0.0
83a826fffffffff,36.0,0.0,0.0,0.0,0.0
83a828fffffffff,6.0,0.0,0.0,0.0,0.0
83a82afffffffff,3.0,0.0,0.0,0.0,0.0
83a82dfffffffff,1.0,0.0,0.0,0.0,0.0
83a831fffffffff,166.0,0.0,0.0,0.0,8.0
83a833fffffffff,48.0,0.0,0.0,0.0,1.0
83a835fffffffff,205.0,0.0,0.0,0.0,9.0
83a859fffffffff,5.0,0.0,0.0,0.0,0.0
83a85dfffffffff,1.0,0.0,0.0,0.0,0.0
83a860fffffffff,2.0,0.0,0.0,0.0,0.0
83a864fffffffff,2.0,0.0,0.0,0.0,0.0
83a866fffffffff,2.0,0.0,0.0,0.0,0.0
83a875fffffffff,3.0,0.0,0.0,0.0,0.0
83a882fffffffff,52.0,0.0,0.0,0.0,6.0
83a884fffffffff,39.0,0.0,0.0,0.0,0.0
83a886fffffffff,17.0,0.0,0.0,0.0,0.0
83a891fffffffff,358.0,0.0,0.0,0.0,34.0
83a895fffffffff,5.0,0.0,0.0,0.0,2.0
83a89efffffffff,3.0,0.0,0.0,0.0,0.0
83a8a0fffffffff,89.0,0.0,0.0,0.0,0.0
83a8a1fffffffff,230.0,0.0,0.0,0.0,8.0
83a8a2fffffffff,258.0,0.0,0.0,0.0,23.0
83a8a3fffffffff,136.0,0.0,0.0,0.0,5.0
83a8a5fffffffff,118.0,0.0,0.0,0.0,7.0
83a8acfffffffff,1.0,0.0,0.0,0.0,0.0
83a8b1fffffffff,5.0,0.0,0.0,0.0,0.0
83a8ccfffffffff,1.0,0.0,0.0,0.0,0.0
83a908fffffffff,4.0,0.0,0.0,0.0,0.0
83a909fffffffff,3.0,0.0,0.0,0.0,0.0
83a90cfffffffff,1.0,0.0,0.0,0.0,0.0
83a90dfffffffff,2.0,0.0,0.0,0.0,0.0
83a90efffffffff,20.0,0.0,0.0,0.0,3.0
83a919fffffffff,5.0,0.0,0.0,0.0,0.0
83a91bfffffffff,55.0,0.0,0.0,0.0,0.0
83a91dfffffffff,11.0,0.0,0.0,0.0,0.0
83a942fffffffff,41.0,0.0,0.0,0.0,0.0
83a943fffffffff,25.0,0.0,0.0,0.0,0.0
83a946fffffffff,47.0,0.0,0.0,0.0,0.0
83a950fffffffff,196.0,0.0,0.0,0.0,0.0
83a951fffffffff,25.0,0.0,0.0,0.0,0.0
83a952fffffffff,32.0,0.0,0.0,0.0,2.0
83a953fffffffff,752.0,0.0,0.0,0.0,0.0
83a954fffffffff,6.0,0.0,0.0,0.0,0.0
83a955fffffffff,77.0,0.0,0.0,0.0,0.0
83a956fffffffff,2.0,0.0,0.0,0.0,0.0
83a959fffffffff,1.0,0.0,0.0,0.0,0.0
83a95afffffffff,35.0,0.0,0.0,0.0,0.0
83a95bfffffffff,3.0,0.0,0.0,0.0,0.0
83a95cfffffffff,20.0,0.0,0.0,0.0,0.0
83a95dfffffffff,1.0,0.0,0.0,0.0,0.0
83a95efffffffff,35.0,0.0,0.0,0.0,0.0
83a972fffffffff,4.0,0.0,0.0,0.0,0.0
83a973fffffffff,11.0,0.0,0.0,0.0,0.0
83a976fffffffff,5.0,0.0,0.0,0.0,0.0
83b324fffffffff,2.0,0.0,0.0,0.0,0.0
83b325fffffffff,1.0,0.0,0.0,0.0,0.0
