cell_id,Parus major,Parus major [major Group],Parus major [bokharensis Group]
83099dfffffffff,5.0,2.0,0.0
83099efffffffff,123.0,2.0,0.0
8309a0fffffffff,2.0,0.0,0.0
8309a4fffffffff,2.0,0.0,0.0
8309abfffffffff,4.0,0.0,0.0
830a33fffffffff,7.0,0.0,0.0
830a91fffffffff,2.0,0.0,0.0
830a94fffffffff,1.0,0.0,0.0
830aa6fffffffff,1.0,0.0,0.0
830b93fffffffff,2.0,0.0,0.0
830b9afffffffff,6.0,0.0,0.0
830bb0fffffffff,33.0,1.0,0.0
830bb3fffffffff,1.0,0.0,0.0
830bb6fffffffff,3.0,0.0,0.0
831012fffffffff,4.0,0.0,0.0
831016fffffffff,16.0,0.0,0.0
831023fffffffff,2.0,0.0,0.0
831081fffffffff,1.0,1.0,0.0
831089fffffffff,4.0,0.0,0.0
83109afffffffff,1.0,0.0,0.0
83109cfffffffff,2.0,0.0,0.0
8310a2fffffffff,5.0,0.0,0.0
8310a8fffffffff,5.0,5.0,0.0
8310b3fffffffff,6.0,0.0,0.0
8310c0fffffffff,9.0,0.0,0.0
8310c2fffffffff,252.0,0.0,0.0
8310c3fffffffff,10.0,0.0,0.0
8310c5fffffffff,2.0,0.0,0.0
8310d1fffffffff,2.0,0.0,0.0
8310d2fffffffff,3.0,0.0,0.0
8310dcfffffffff,55.0,0.0,0.0
8310f0fffffffff,30.0,17.0,0.0
8310f1fffffffff,1.0,0.0,0.0
8310f2fffffffff,10.0,0.0,0.0
8310f6fffffffff,2.0,0.0,0.0
831100fffffffff,6.0,0.0,0.0
831101fffffffff,1.0,0.0,0.0
831102fffffffff,1.0,0.0,0.0
831103fffffffff,50.0,0.0,0.0
831104fffffffff,48.0,3.0,0.0
831105fffffffff,44.0,2.0,0.0
831106fffffffff,980.0,28.0,0.0
83110efffffffff,7.0,0.0,0.0
831113fffffffff,4.0,0.0,0.0
831115fffffffff,4.0,0.0,0.0
831116fffffffff,53.0,0.0,0.0
831120fffffffff,12.0,2.0,0.0
831121fffffffff,3.0,2.0,0.0
831122fffffffff,22.0,8.0,0.0
831123fffffffff,70.0,26.0,0.0
831124fffffffff,51.0,1.0,0.0
831125fffffffff,70.0,5.0,0.0
831126fffffffff,1021.0,350.0,0.0
831128fffffffff,22.0,3.0,0.0
831129fffffffff,2.0,0.0,0.0
83112afffffffff,11.0,4.0,0.0
83112cfffffffff,4.0,0.0,0.0
83112dfffffffff,22.0,2.0,0.0
83112efffffffff,46.0,18.0,0.0
831130fffffffff,13.0,0.0,0.0
831131fffffffff,2.0,0.0,0.0
831132fffffffff,2.0,0.0,0.0
831133fffffffff,3.0,0.0,0.0
831134fffffffff,159.0,2.0,0.0
831135fffffffff,29.0,2.0,0.0
831136fffffffff,127.0,1.0,0.0
831140fffffffff,2.0,0.0,0.0
831154fffffffff,5.0,0.0,0.0
831165fffffffff,5.0,0.0,0.0
831180fffffffff,11.0,1.0,0.0
831181fffffffff,283.0,32.0,0.0
831185fffffffff,37.0,0.0,0.0
831188fffffffff,2.0,0.0,0.0
831189fffffffff,5.0,0.0,0.0
83118afffffffff,83.0,0.0,0.0
83118bfffffffff,6.0,0.0,0.0
83118cfffffffff,365.0,37.0,0.0
83118efffffffff,80.0,30.0,0.0
831191fffffffff,13.0,0.0,0.0
831196fffffffff,6.0,0.0,0.0
83119cfffffffff,15.0,0.0,0.0
83119efffffffff,14.0,12.0,0.0
8311a0fffffffff,1.0,0.0,0.0
8311a4fffffffff,9.0,0.0,0.0
8311a6fffffffff,27.0,0.0,0.0
8311a8fffffffff,4.0,1.0,0.0
8311a9fffffffff,1.0,0.0,0.0
8311aafffffffff,1959.0,58.0,0.0
8311abfffffffff,118.0,40.0,0.0
8311acfffffffff,2.0,0.0,0.0
8311aefffffffff,468.0,174.0,0.0
8311b1fffffffff,1.0,0.0,0.0
8311b4fffffffff,36.0,0.0,0.0
8311b6fffffffff,2.0,0.0,0.0
8314aefffffffff,102.0,0.0,0.0
8315b3fffffffff,2.0,0.0,0.0
831714fffffffff,1.0,1.0,0.0
831801fffffffff,90.0,13.0,0.0
831805fffffffff,64.0,11.0,0.0
83180cfffffffff,45.0,2.0,0.0
831820fffffffff,5.0,2.0,0.0
831821fffffffff,14.0,4.0,0.0
831823fffffffff,114.0,13.0,0.0
831825fffffffff,47.0,6.0,0.0
831828fffffffff,245.0,9.0,0.0
831829fffffffff,15.0,0.0,0.0
83182afffffffff,121.0,10.0,0.0
83182cfffffffff,1408.0,49.0,0.0
83182dfffffffff,34.0,4.0,0.0
83182efffffffff,242.0,96.0,0.0
831840fffffffff,2.0,0.0,0.0
831844fffffffff,119.0,15.0,0.0
831845fffffffff,198.0,85.0,0.0
831846fffffffff,68.0,26.0,0.0
831849fffffffff,4609.0,17.0,0.0
83184afffffffff,373.0,5.0,0.0
83184bfffffffff,3536.0,25.0,0.0
83184cfffffffff,30.0,12.0,0.0
83184dfffffffff,185.0,9.0,0.0
831859fffffffff,210.0,0.0,0.0
83185bfffffffff,882.0,0.0,0.0
831860fffffffff,37.0,2.0,0.0
831861fffffffff,16.0,2.0,0.0
831862fffffffff,249.0,59.0,0.0
831863fffffffff,110.0,27.0,0.0
831864fffffffff,5.0,2.0,0.0
831865fffffffff,40.0,9.0,0.0
831866fffffffff,32.0,8.0,0.0
831868fffffffff,85.0,43.0,0.0
831869fffffffff,51.0,17.0,0.0
83186afffffffff,152.0,18.0,0.0
83186bfffffffff,33.0,0.0,0.0
83186cfffffffff,344.0,26.0,0.0
83186dfffffffff,81.0,29.0,0.0
83186efffffffff,69.0,26.0,0.0
831870fffffffff,205.0,23.0,0.0
831871fffffffff,40.0,0.0,0.0
831872fffffffff,13.0,4.0,0.0
831873fffffffff,113.0,23.0,0.0
831874fffffffff,137.0,13.0,0.0
831875fffffffff,43.0,2.0,0.0
831876fffffffff,363.0,83.0,0.0
831901fffffffff,3.0,0.0,0.0
831908fffffffff,212.0,22.0,0.0
831909fffffffff,284.0,19.0,0.0
83190bfffffffff,81.0,5.0,0.0
83190cfffffffff,116.0,7.0,0.0
83190dfffffffff,949.0,133.0,0.0
83190efffffffff,27.0,0.0,0.0
831928fffffffff,2.0,0.0,0.0
831929fffffffff,18.0,2.0,0.0
83192afffffffff,16.0,0.0,0.0
83192bfffffffff,241.0,103.0,0.0
83192cfffffffff,2.0,0.0,0.0
831940fffffffff,1523.0,161.0,0.0
831941fffffffff,3733.0,893.0,0.0
831942fffffffff,4740.0,1618.0,0.0
831943fffffffff,2471.0,405.0,0.0
831946fffffffff,510.0,96.0,0.0
831948fffffffff,1992.0,493.0,0.0
831949fffffffff,50.0,6.0,0.0
83194afffffffff,5999.0,440.0,0.0
83194bfffffffff,157.0,30.0,0.0
83194cfffffffff,1547.0,437.0,0.0
83194dfffffffff,1469.0,395.0,0.0
83194efffffffff,3881.0,399.0,0.0
831950fffffffff,434.0,18.0,0.0
831951fffffffff,1084.0,207.0,0.0
831952fffffffff,135.0,14.0,0.0
831953fffffffff,219.0,43.0,0.0
831954fffffffff,156.0,26.0,0.0
831955fffffffff,773.0,198.0,0.0
831956fffffffff,93.0,59.0,0.0
831958fffffffff,1075.0,59.0,0.0
831959fffffffff,2609.0,180.0,0.0
83195afffffffff,286.0,34.0,0.0
83195bfffffffff,768.0,77.0,0.0
83195cfffffffff,3028.0,341.0,0.0
83195dfffffffff,6436.0,408.0,0.0
83195efffffffff,320.0,45.0,0.0
831968fffffffff,712.0,55.0,0.0
831969fffffffff,3041.0,185.0,0.0
83196bfffffffff,600.0,27.0,0.0
83196cfffffffff,20.0,2.0,0.0
83196dfffffffff,1512.0,34.0,0.0
831972fffffffff,1338.0,132.0,0.0
831973fffffffff,674.0,38.0,0.0
831976fffffffff,189.0,19.0,0.0
831e00fffffffff,120.0,8.0,0.0
831e01fffffffff,173.0,0.0,0.0
831e02fffffffff,985.0,89.0,0.0
831e03fffffffff,931.0,99.0,0.0
831e04fffffffff,1328.0,137.0,0.0
831e05fffffffff,526.0,16.0,0.0
831e06fffffffff,3161.0,98.0,0.0
831e08fffffffff,267.0,7.0,0.0
831e09fffffffff,4.0,0.0,0.0
831e0afffffffff,794.0,2.0,0.0
831e0bfffffffff,65.0,0.0,0.0
831e0cfffffffff,321.0,2.0,0.0
831e0dfffffffff,19.0,0.0,0.0
831e0efffffffff,539.0,54.0,0.0
831e10fffffffff,186.0,0.0,0.0
831e11fffffffff,181.0,6.0,0.0
831e12fffffffff,1038.0,19.0,0.0
831e13fffffffff,1048.0,34.0,0.0
831e14fffffffff,141.0,3.0,0.0
831e15fffffffff,383.0,39.0,0.0
831e16fffffffff,211.0,11.0,0.0
831e18fffffffff,93.0,1.0,0.0
831e19fffffffff,159.0,4.0,0.0
831e1afffffffff,11.0,0.0,0.0
831e1bfffffffff,1841.0,13.0,0.0
831e1cfffffffff,193.0,23.0,0.0
831e1dfffffffff,243.0,16.0,0.0
831e1efffffffff,107.0,3.0,0.0
831e20fffffffff,203.0,7.0,0.0
831e21fffffffff,82.0,16.0,0.0
831e22fffffffff,895.0,14.0,0.0
831e23fffffffff,343.0,9.0,0.0
831e24fffffffff,197.0,0.0,0.0
831e25fffffffff,57.0,0.0,0.0
831e26fffffffff,203.0,2.0,0.0
831e28fffffffff,59.0,0.0,0.0
831e29fffffffff,18.0,0.0,0.0
831e2afffffffff,292.0,2.0,0.0
831e2bfffffffff,103.0,2.0,0.0
831e2cfffffffff,8.0,0.0,0.0
831e2dfffffffff,38.0,1.0,0.0
831e2efffffffff,787.0,6.0,0.0
831e30fffffffff,1493.0,12.0,0.0
831e31fffffffff,348.0,2.0,0.0
831e32fffffffff,544.0,44.0,0.0
831e33fffffffff,1699.0,14.0,0.0
831e34fffffffff,1971.0,12.0,0.0
831e35fffffffff,4941.0,28.0,0.0
831e36fffffffff,530.0,33.0,0.0
831e41fffffffff,2.0,0.0,0.0
831e42fffffffff,313.0,0.0,0.0
831e44fffffffff,4.0,0.0,0.0
831e46fffffffff,51.0,0.0,0.0
831e4afffffffff,5.0,0.0,0.0
831e4bfffffffff,13.0,0.0,0.0
831e4cfffffffff,5.0,0.0,0.0
831e4dfffffffff,69.0,0.0,0.0
831e4efffffffff,2.0,0.0,0.0
831e50fffffffff,18.0,0.0,0.0
831e51fffffffff,267.0,0.0,0.0
831e52fffffffff,81.0,0.0,0.0
831e53fffffffff,8.0,0.0,0.0
831e54fffffffff,2.0,0.0,0.0
831e55fffffffff,32.0,0.0,0.0
831e58fffffffff,24.0,4.0,0.0
831e5afffffffff,123.0,3.0,0.0
831e5cfffffffff,91.0,0.0,0.0
831e5dfffffffff,39.0,0.0,0.0
831e5efffffffff,165.0,2.0,0.0
831e60fffffffff,18.0,0.0,0.0
831e61fffffffff,20.0,0.0,0.0
831e62fffffffff,4.0,0.0,0.0
831e63fffffffff,414.0,3.0,0.0
831e64fffffffff,15.0,0.0,0.0
831e65fffffffff,8.0,0.0,0.0
831e66fffffffff,6.0,0.0,0.0
831e69fffffffff,89.0,0.0,0.0
831e6afffffffff,23.0,0.0,0.0
831e6bfffffffff,223.0,0.0,0.0
831e6dfffffffff,199.0,0.0,0.0
831e6efffffffff,24.0,0.0,0.0
831e70fffffffff,1.0,0.0,0.0
831e71fffffffff,4.0,0.0,0.0
831e72fffffffff,17.0,0.0,0.0
831e73fffffffff,6.0,0.0,0.0
831e74fffffffff,15.0,0.0,0.0
831e75fffffffff,31.0,0.0,0.0
831e76fffffffff,90.0,0.0,0.0
831e80fffffffff,245.0,24.0,0.0
831e81fffffffff,19.0,3.0,0.0
831e82fffffffff,56.0,0.0,0.0
831e83fffffffff,55.0,6.0,0.0
831e84fffffffff,88.0,6.0,0.0
831e85fffffffff,32.0,0.0,0.0
831e86fffffffff,81.0,3.0,0.0
831e88fffffffff,2.0,0.0,0.0
831e8afffffffff,15.0,0.0,0.0
831e8bfffffffff,3.0,0.0,0.0
831e8cfffffffff,6.0,0.0,0.0
831e8dfffffffff,30.0,0.0,0.0
831e8efffffffff,12.0,0.0,0.0
831e90fffffffff,4.0,0.0,0.0
831e92fffffffff,10.0,0.0,0.0
831e94fffffffff,23.0,2.0,0.0
831e96fffffffff,16.0,2.0,0.0
831e9afffffffff,43.0,2.0,0.0
831e9bfffffffff,41.0,0.0,0.0
831e9dfffffffff,32.0,5.0,0.0
831ea0fffffffff,100.0,15.0,0.0
831ea1fffffffff,259.0,6.0,0.0
831ea2fffffffff,100.0,19.0,0.0
831ea3fffffffff,15.0,0.0,0.0
831ea4fffffffff,76.0,10.0,0.0
831ea5fffffffff,156.0,0.0,0.0
831ea6fffffffff,13.0,0.0,0.0
831ea8fffffffff,153.0,14.0,0.0
831ea9fffffffff,56.0,11.0,0.0
831eabfffffffff,103.0,14.0,0.0
831eacfffffffff,239.0,17.0,0.0
831eadfffffffff,55.0,0.0,0.0
831eaefffffffff,14.0,0.0,0.0
831eb0fffffffff,295.0,91.0,0.0
831eb1fffffffff,31.0,2.0,0.0
831eb2fffffffff,179.0,124.0,0.0
831eb3fffffffff,74.0,9.0,0.0
831eb4fffffffff,165.0,0.0,0.0
831eb5fffffffff,74.0,9.0,0.0
831ec0fffffffff,856.0,48.0,0.0
831ec1fffffffff,353.0,35.0,0.0
831ec2fffffffff,705.0,51.0,0.0
831ec3fffffffff,371.0,46.0,0.0
831ec4fffffffff,804.0,72.0,0.0
831ec5fffffffff,69.0,2.0,0.0
831ec6fffffffff,100.0,10.0,0.0
831ec8fffffffff,86.0,0.0,0.0
831ec9fffffffff,2503.0,46.0,0.0
831ecafffffffff,617.0,0.0,0.0
831ecbfffffffff,416.0,4.0,0.0
831eccfffffffff,96.0,28.0,0.0
831ecdfffffffff,508.0,15.0,0.0
831ecefffffffff,363.0,95.0,0.0
831ed0fffffffff,117.0,9.0,0.0
831ed1fffffffff,184.0,8.0,0.0
831ed2fffffffff,74.0,8.0,0.0
831ed3fffffffff,123.0,10.0,0.0
831ed4fffffffff,104.0,26.0,0.0
831ed5fffffffff,158.0,0.0,0.0
831ed6fffffffff,36.0,7.0,0.0
831ed8fffffffff,1.0,0.0,0.0
831ed9fffffffff,478.0,49.0,0.0
831edafffffffff,1359.0,39.0,0.0
831edbfffffffff,6.0,0.0,0.0
831edcfffffffff,194.0,16.0,0.0
831eddfffffffff,4.0,0.0,0.0
831edefffffffff,286.0,5.0,0.0
831ee1fffffffff,3.0,0.0,0.0
831ee2fffffffff,64.0,2.0,0.0
831ee3fffffffff,380.0,0.0,0.0
831ee4fffffffff,1.0,0.0,0.0
831ee5fffffffff,8.0,0.0,0.0
831ee6fffffffff,299.0,7.0,0.0
831ee8fffffffff,92.0,42.0,0.0
831ee9fffffffff,202.0,69.0,0.0
831eeafffffffff,56.0,1.0,0.0
831eebfffffffff,398.0,92.0,0.0
831eecfffffffff,36.0,0.0,0.0
831eedfffffffff,43.0,2.0,0.0
831eeefffffffff,111.0,6.0,0.0
831ef0fffffffff,82.0,10.0,0.0
831ef1fffffffff,137.0,0.0,0.0
831ef2fffffffff,137.0,32.0,0.0
831ef3fffffffff,41.0,0.0,0.0
831ef4fffffffff,69.0,28.0,0.0
831ef5fffffffff,226.0,2.0,0.0
831ef6fffffffff,85.0,21.0,0.0
831f00fffffffff,272.0,171.0,0.0
831f01fffffffff,82.0,3.0,0.0
831f02fffffffff,409.0,6.0,0.0
831f03fffffffff,143.0,66.0,0.0
831f04fffffffff,63.0,11.0,0.0
831f05fffffffff,1513.0,132.0,0.0
831f06fffffffff,295.0,8.0,0.0
831f08fffffffff,4.0,0.0,0.0
831f09fffffffff,26.0,0.0,0.0
831f0afffffffff,18.0,0.0,0.0
831f0bfffffffff,65.0,0.0,0.0
831f0cfffffffff,13.0,0.0,0.0
831f0dfffffffff,37.0,6.0,0.0
831f0efffffffff,48.0,1.0,0.0
831f10fffffffff,326.0,7.0,0.0
831f11fffffffff,139.0,0.0,0.0
831f12fffffffff,788.0,12.0,0.0
831f13fffffffff,737.0,3.0,0.0
831f14fffffffff,221.0,8.0,0.0
831f15fffffffff,269.0,51.0,0.0
831f16fffffffff,227.0,12.0,0.0
831f18fffffffff,740.0,32.0,0.0
831f19fffffffff,631.0,7.0,0.0
831f1afffffffff,1327.0,27.0,0.0
831f1bfffffffff,498.0,61.0,0.0
831f1cfffffffff,208.0,4.0,0.0
831f1dfffffffff,600.0,23.0,0.0
831f1efffffffff,75.0,24.0,0.0
831f20fffffffff,31.0,6.0,0.0
831f21fffffffff,88.0,8.0,0.0
831f22fffffffff,155.0,17.0,0.0
831f23fffffffff,333.0,118.0,0.0
831f24fffffffff,83.0,21.0,0.0
831f25fffffffff,172.0,13.0,0.0
831f26fffffffff,67.0,6.0,0.0
831f28fffffffff,181.0,66.0,0.0
831f29fffffffff,284.0,51.0,0.0
831f2afffffffff,736.0,553.0,0.0
831f2cfffffffff,84.0,5.0,0.0
831f2dfffffffff,184.0,21.0,0.0
831f2efffffffff,208.0,8.0,0.0
831f30fffffffff,9.0,0.0,0.0
831f31fffffffff,188.0,101.0,0.0
831f32fffffffff,21.0,1.0,0.0
831f33fffffffff,295.0,37.0,0.0
831f35fffffffff,108.0,59.0,0.0
831f40fffffffff,161.0,0.0,0.0
831f41fffffffff,23.0,0.0,0.0
831f42fffffffff,39.0,2.0,0.0
831f43fffffffff,11.0,0.0,0.0
831f44fffffffff,3.0,0.0,0.0
831f45fffffffff,18.0,0.0,0.0
831f46fffffffff,14.0,0.0,0.0
831f48fffffffff,6.0,0.0,0.0
831f4afffffffff,39.0,0.0,0.0
831f4bfffffffff,2.0,0.0,0.0
831f4cfffffffff,32.0,0.0,0.0
831f4dfffffffff,2.0,0.0,0.0
831f4efffffffff,887.0,0.0,0.0
831f50fffffffff,10.0,0.0,0.0
831f51fffffffff,244.0,11.0,0.0
831f52fffffffff,123.0,1.0,0.0
831f53fffffffff,396.0,4.0,0.0
831f54fffffffff,30.0,4.0,0.0
831f55fffffffff,33.0,0.0,0.0
831f56fffffffff,70.0,4.0,0.0
831f58fffffffff,28.0,0.0,0.0
831f59fffffffff,44.0,0.0,0.0
831f5afffffffff,82.0,5.0,0.0
831f5bfffffffff,2.0,0.0,0.0
831f5cfffffffff,126.0,13.0,0.0
831f5dfffffffff,6.0,0.0,0.0
831f5efffffffff,392.0,27.0,0.0
831f60fffffffff,201.0,2.0,0.0
831f61fffffffff,51.0,0.0,0.0
831f62fffffffff,3.0,0.0,0.0
831f63fffffffff,8.0,3.0,0.0
831f64fffffffff,22.0,0.0,0.0
831f65fffffffff,51.0,0.0,0.0
831f66fffffffff,12.0,0.0,0.0
831f68fffffffff,19.0,0.0,0.0
831f6afffffffff,11.0,0.0,0.0
831f6cfffffffff,7.0,0.0,0.0
831f6efffffffff,25.0,0.0,0.0
831f70fffffffff,2.0,0.0,0.0
831f71fffffffff,577.0,6.0,0.0
831f72fffffffff,1386.0,31.0,0.0
831f73fffffffff,32.0,0.0,0.0
831f75fffffffff,37.0,0.0,0.0
831f80fffffffff,567.0,141.0,0.0
831f81fffffffff,569.0,21.0,0.0
831f82fffffffff,685.0,52.0,0.0
831f83fffffffff,3883.0,698.0,0.0
831f84fffffffff,71.0,27.0,0.0
831f85fffffffff,395.0,11.0,0.0
831f86fffffffff,21.0,4.0,0.0
831f88fffffffff,1076.0,209.0,0.0
831f89fffffffff,530.0,91.0,0.0
831f8afffffffff,145.0,10.0,0.0
831f8bfffffffff,86.0,12.0,0.0
831f8cfffffffff,398.0,12.0,0.0
831f8dfffffffff,1879.0,875.0,0.0
831f8efffffffff,1038.0,75.0,0.0
831f90fffffffff,45.0,2.0,0.0
831f91fffffffff,565.0,246.0,0.0
831f92fffffffff,64.0,0.0,0.0
831f93fffffffff,206.0,23.0,0.0
831f94fffffffff,35.0,3.0,0.0
831f95fffffffff,45.0,12.0,0.0
831f96fffffffff,38.0,2.0,0.0
831f98fffffffff,381.0,7.0,0.0
831f99fffffffff,127.0,2.0,0.0
831f9afffffffff,203.0,7.0,0.0
831f9bfffffffff,91.0,1.0,0.0
831f9cfffffffff,495.0,39.0,0.0
831f9dfffffffff,381.0,31.0,0.0
831f9efffffffff,180.0,30.0,0.0
831fa0fffffffff,386.0,31.0,0.0
831fa1fffffffff,514.0,6.0,0.0
831fa2fffffffff,73.0,0.0,0.0
831fa3fffffffff,346.0,4.0,0.0
831fa4fffffffff,1091.0,88.0,0.0
831fa5fffffffff,734.0,34.0,0.0
831fa6fffffffff,122.0,23.0,0.0
831fa8fffffffff,861.0,22.0,0.0
831fa9fffffffff,516.0,8.0,0.0
831faafffffffff,1057.0,17.0,0.0
831fabfffffffff,327.0,25.0,0.0
831facfffffffff,402.0,0.0,0.0
831fadfffffffff,230.0,2.0,0.0
831faefffffffff,2303.0,4.0,0.0
831fb0fffffffff,273.0,55.0,0.0
831fb1fffffffff,162.0,9.0,0.0
831fb2fffffffff,54.0,7.0,0.0
831fb3fffffffff,24.0,12.0,0.0
831fb4fffffffff,1068.0,138.0,0.0
831fb5fffffffff,72.0,9.0,0.0
831fb6fffffffff,114.0,51.0,0.0
83200afffffffff,86.0,12.0,67.0
83200efffffffff,13.0,0.0,13.0
832010fffffffff,21.0,0.0,5.0
832012fffffffff,7.0,0.0,7.0
832013fffffffff,3.0,0.0,2.0
832016fffffffff,4.0,0.0,2.0
832018fffffffff,31.0,11.0,0.0
83201afffffffff,71.0,15.0,0.0
83201bfffffffff,30.0,11.0,0.0
83201dfffffffff,13.0,0.0,13.0
83202dfffffffff,1.0,0.0,0.0
832045fffffffff,3.0,0.0,0.0
832048fffffffff,1.0,0.0,0.0
832049fffffffff,2.0,0.0,0.0
83204afffffffff,55.0,13.0,9.0
83204bfffffffff,15.0,5.0,2.0
83204dfffffffff,7.0,3.0,0.0
832058fffffffff,2.0,0.0,2.0
83205bfffffffff,40.0,4.0,25.0
83205cfffffffff,1.0,1.0,0.0
83205efffffffff,2.0,2.0,0.0
832068fffffffff,14.0,8.0,0.0
83206afffffffff,1.0,1.0,0.0
83206bfffffffff,4.0,1.0,0.0
83206cfffffffff,3.0,0.0,0.0
83206dfffffffff,2.0,0.0,0.0
832080fffffffff,7.0,0.0,6.0
832084fffffffff,5.0,0.0,5.0
8320a0fffffffff,1.0,0.0,1.0
8320a1fffffffff,6.0,0.0,6.0
