cell_id,Barnardius zonarius,Barnardius zonarius semitorquatus,Barnardius zonarius zonarius,Barnardius zonarius barnardi,Barnardius zonarius macgillivrayi,Barnardius zonarius semitorquatus x zonarius,Barnardius zonarius zonarius x barnardi
83a613fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83a614fffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0
83a616fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83a630fffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0
83a631fffffffff,38.0,0.0,12.0,0.0,0.0,0.0,0.0
83a634fffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0
83a635fffffffff,8.0,0.0,1.0,0.0,0.0,0.0,0.0
83a6a4fffffffff,13.0,0.0,1.0,0.0,0.0,0.0,0.0
83a6a5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83a6a6fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83a700fffffffff,6.0,0.0,2.0,0.0,0.0,0.0,0.0
83a702fffffffff,66.0,0.0,15.0,0.0,0.0,0.0,0.0
83a703fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
83a704fffffffff,32.0,4.0,4.0,0.0,0.0,0.0,0.0
83a706fffffffff,61.0,0.0,19.0,0.0,0.0,0.0,0.0
83a711fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83a712fffffffff,21.0,0.0,9.0,0.0,0.0,0.0,0.0
83a714fffffffff,50.0,0.0,2.0,0.0,0.0,0.0,0.0
83a715fffffffff,5.0,0.0,1.0,0.0,0.0,0.0,0.0
83a716fffffffff,28.0,0.0,11.0,0.0,0.0,0.0,0.0
83a71bfffffffff,9.0,0.0,5.0,0.0,0.0,0.0,0.0
83a71cfffffffff,19.0,0.0,7.0,0.0,0.0,0.0,0.0
83a71dfffffffff,61.0,0.0,15.0,0.0,0.0,0.0,0.0
83a71efffffffff,15.0,0.0,2.0,0.0,0.0,0.0,0.0
83a722fffffffff,24.0,2.0,0.0,0.0,0.0,0.0,0.0
83a726fffffffff,2038.0,401.0,21.0,0.0,0.0,0.0,0.0
83a730fffffffff,163.0,0.0,28.0,0.0,0.0,0.0,0.0
83a731fffffffff,34.0,0.0,2.0,0.0,0.0,0.0,0.0
83a732fffffffff,30.0,0.0,15.0,0.0,0.0,0.0,0.0
83a733fffffffff,76.0,0.0,14.0,0.0,0.0,0.0,0.0
83a734fffffffff,164.0,0.0,11.0,0.0,0.0,0.0,0.0
83a735fffffffff,398.0,11.0,114.0,0.0,0.0,0.0,0.0
83a736fffffffff,112.0,0.0,2.0,0.0,0.0,0.0,0.0
83a782fffffffff,37.0,0.0,4.0,0.0,0.0,0.0,0.0
83a783fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
83a786fffffffff,6.0,0.0,1.0,0.0,0.0,0.0,0.0
83a788fffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0
83a78afffffffff,9.0,0.0,2.0,0.0,0.0,0.0,0.0
83a78bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83a78efffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
83a790fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83a791fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83a799fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83a79afffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
83a79cfffffffff,8.0,0.0,2.0,0.0,0.0,0.0,0.0
83a79dfffffffff,40.0,0.0,3.0,0.0,0.0,0.0,0.0
83a79efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83a7a1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83a7a3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83a7a4fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
83a7a6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83a7a9fffffffff,6.0,0.0,2.0,0.0,0.0,0.0,0.0
83a7abfffffffff,7.0,0.0,6.0,0.0,0.0,0.0,0.0
83b812fffffffff,10.0,0.0,3.0,0.0,0.0,0.0,0.0
83b822fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83b823fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b828fffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0
83b829fffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0
83b82efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b834fffffffff,27.0,0.0,16.0,0.0,0.0,0.0,0.0
83b835fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83b836fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83b841fffffffff,77.0,0.0,37.0,0.0,0.0,0.0,0.0
83b842fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b843fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
83b845fffffffff,39.0,0.0,19.0,0.0,0.0,0.0,0.0
83b849fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
83b84bfffffffff,12.0,0.0,4.0,0.0,0.0,0.0,0.0
83b850fffffffff,7.0,0.0,2.0,0.0,0.0,0.0,0.0
83b856fffffffff,13.0,0.0,2.0,0.0,0.0,0.0,0.0
83b859fffffffff,10.0,0.0,3.0,0.0,0.0,0.0,0.0
83b860fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b861fffffffff,5.0,0.0,4.0,0.0,0.0,0.0,0.0
83b862fffffffff,11.0,0.0,4.0,0.0,0.0,0.0,0.0
83b863fffffffff,12.0,0.0,6.0,0.0,0.0,0.0,0.0
83b864fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83b865fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
83b866fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83b868fffffffff,23.0,0.0,6.0,0.0,0.0,0.0,0.0
83b869fffffffff,69.0,0.0,17.0,0.0,0.0,0.0,0.0
83b86afffffffff,38.0,0.0,34.0,0.0,0.0,0.0,0.0
83b86bfffffffff,36.0,0.0,10.0,0.0,0.0,0.0,0.0
83b86cfffffffff,8.0,0.0,5.0,0.0,0.0,0.0,0.0
83b86dfffffffff,56.0,0.0,5.0,0.0,0.0,0.0,0.0
83b86efffffffff,7.0,0.0,1.0,0.0,0.0,0.0,0.0
83b871fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b876fffffffff,5.0,0.0,5.0,0.0,0.0,0.0,0.0
83b880fffffffff,510.0,0.0,152.0,0.0,0.0,0.0,0.0
83b881fffffffff,123.0,0.0,42.0,0.0,0.0,0.0,0.0
83b883fffffffff,5.0,0.0,1.0,0.0,0.0,0.0,0.0
83b884fffffffff,59.0,0.0,13.0,0.0,0.0,0.0,0.0
83b885fffffffff,294.0,0.0,93.0,0.0,0.0,0.0,0.0
83b886fffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0
83b888fffffffff,19.0,0.0,8.0,0.0,0.0,0.0,0.0
83b88cfffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
83b89afffffffff,45.0,0.0,25.0,0.0,0.0,0.0,0.0
83b89cfffffffff,8.0,0.0,2.0,0.0,0.0,0.0,0.0
83b8a0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b8a1fffffffff,11.0,0.0,2.0,0.0,0.0,0.0,0.0
83b8a2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83b8a5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b8a8fffffffff,10.0,0.0,9.0,0.0,0.0,0.0,0.0
83b8a9fffffffff,45.0,0.0,17.0,0.0,0.0,0.0,0.0
83b8aafffffffff,29.0,0.0,15.0,0.0,0.0,0.0,0.0
83b8abfffffffff,37.0,0.0,8.0,0.0,0.0,0.0,0.0
83b8acfffffffff,10.0,0.0,5.0,0.0,0.0,0.0,0.0
83b8aefffffffff,34.0,0.0,15.0,0.0,0.0,0.0,0.0
83b8b3fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83b911fffffffff,62.0,0.0,26.0,0.0,0.0,0.0,0.0
83b912fffffffff,38.0,0.0,14.0,4.0,0.0,0.0,0.0
83b913fffffffff,48.0,0.0,27.0,0.0,0.0,0.0,0.0
83b915fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b916fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
83b91afffffffff,7.0,0.0,3.0,0.0,0.0,0.0,0.0
83b91efffffffff,8.0,0.0,4.0,0.0,0.0,0.0,0.0
83b936fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b959fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b95bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83b980fffffffff,9.0,0.0,1.0,0.0,0.0,0.0,0.0
83b984fffffffff,38.0,0.0,0.0,6.0,0.0,0.0,0.0
83b985fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
83b986fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b989fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b990fffffffff,16.0,0.0,0.0,6.0,0.0,0.0,0.0
83b991fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83b9a0fffffffff,8.0,0.0,0.0,2.0,0.0,0.0,0.0
83b9a1fffffffff,31.0,0.0,2.0,6.0,0.0,0.0,0.0
83b9a2fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
83b9a3fffffffff,195.0,0.0,15.0,20.0,0.0,0.0,0.0
83b9a4fffffffff,323.0,0.0,0.0,176.0,0.0,0.0,0.0
83b9a5fffffffff,107.0,0.0,0.0,35.0,0.0,0.0,0.0
83b9a6fffffffff,53.0,0.0,0.0,13.0,0.0,0.0,0.0
83b9a8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b9a9fffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
83b9acfffffffff,113.0,0.0,63.0,0.0,0.0,0.0,0.0
83b9adfffffffff,109.0,0.0,34.0,0.0,0.0,0.0,0.0
83b9b0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b9b2fffffffff,8.0,0.0,0.0,2.0,0.0,0.0,0.0
83b9b3fffffffff,11.0,0.0,0.0,7.0,0.0,0.0,0.0
83b9b4fffffffff,62.0,0.0,0.0,19.0,0.0,0.0,0.0
83b9b5fffffffff,70.0,0.0,0.0,16.0,0.0,0.0,0.0
83b9b6fffffffff,5.0,0.0,0.0,2.0,0.0,0.0,0.0
83be40fffffffff,233.0,0.0,0.0,96.0,0.0,0.0,0.0
83be41fffffffff,16.0,0.0,0.0,4.0,0.0,0.0,0.0
83be42fffffffff,36.0,0.0,0.0,8.0,0.0,0.0,0.0
83be43fffffffff,147.0,0.0,0.0,71.0,0.0,0.0,0.0
83be48fffffffff,42.0,0.0,0.0,22.0,0.0,0.0,0.0
83be49fffffffff,282.0,0.0,0.0,76.0,0.0,0.0,0.0
83be4afffffffff,270.0,0.0,0.0,167.0,0.0,0.0,0.0
83be4bfffffffff,334.0,0.0,0.0,169.0,0.0,0.0,0.0
83be4cfffffffff,72.0,0.0,0.0,30.0,0.0,0.0,0.0
83be4dfffffffff,86.0,0.0,0.0,32.0,0.0,0.0,0.0
83be4efffffffff,1701.0,0.0,0.0,973.0,0.0,0.0,0.0
83be50fffffffff,460.0,0.0,0.0,161.0,0.0,0.0,0.0
83be51fffffffff,53.0,0.0,0.0,17.0,0.0,0.0,0.0
83be52fffffffff,24.0,0.0,0.0,11.0,0.0,0.0,0.0
83be53fffffffff,514.0,0.0,0.0,176.0,0.0,0.0,0.0
83be54fffffffff,55.0,0.0,0.0,7.0,0.0,0.0,0.0
83be55fffffffff,288.0,0.0,0.0,91.0,0.0,0.0,0.0
83be56fffffffff,104.0,0.0,0.0,24.0,0.0,0.0,0.0
83be58fffffffff,11.0,0.0,0.0,6.0,0.0,0.0,0.0
83be59fffffffff,58.0,0.0,0.0,27.0,0.0,0.0,0.0
83be5afffffffff,20.0,0.0,0.0,4.0,0.0,0.0,0.0
83be5bfffffffff,25.0,0.0,0.0,7.0,0.0,0.0,0.0
83be5dfffffffff,207.0,0.0,0.0,126.0,0.0,0.0,0.0
83be5efffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
83be69fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83be6bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83bec0fffffffff,61.0,0.0,0.0,8.0,0.0,0.0,0.0
83bec1fffffffff,37.0,0.0,0.0,12.0,0.0,0.0,0.0
83bec3fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83bec4fffffffff,47.0,0.0,0.0,15.0,0.0,0.0,0.0
83bec5fffffffff,26.0,0.0,0.0,13.0,0.0,0.0,0.0
83bec6fffffffff,53.0,0.0,0.0,22.0,0.0,0.0,0.0
83bec8fffffffff,33.0,0.0,0.0,5.0,0.0,0.0,0.0
83becafffffffff,10.0,0.0,0.0,6.0,0.0,0.0,0.0
83becbfffffffff,12.0,0.0,0.0,6.0,0.0,0.0,0.0
83beccfffffffff,95.0,0.0,0.0,31.0,0.0,0.0,0.0
83becdfffffffff,22.0,0.0,0.0,4.0,0.0,0.0,0.0
83becefffffffff,591.0,0.0,0.0,137.0,0.0,0.0,0.0
83bed1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83bed5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83bed8fffffffff,9.0,0.0,0.0,5.0,0.0,0.0,0.0
83bedbfffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
83bedcfffffffff,15.0,0.0,0.0,2.0,0.0,0.0,0.0
83beddfffffffff,27.0,0.0,0.0,2.0,0.0,0.0,0.0
83bee0fffffffff,70.0,0.0,0.0,23.0,0.0,0.0,0.0
83bee1fffffffff,112.0,0.0,0.0,49.0,0.0,0.0,0.0
83bee2fffffffff,50.0,0.0,0.0,28.0,0.0,0.0,0.0
83bee3fffffffff,56.0,0.0,0.0,14.0,0.0,0.0,0.0
83bee5fffffffff,49.0,0.0,0.0,27.0,0.0,0.0,0.0
83bee6fffffffff,14.0,0.0,0.0,4.0,0.0,0.0,0.0
83bee8fffffffff,118.0,0.0,0.0,54.0,0.0,0.0,0.0
83bee9fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83beeafffffffff,87.0,0.0,0.0,37.0,0.0,0.0,0.0
83beebfffffffff,18.0,0.0,0.0,4.0,0.0,0.0,0.0
83beecfffffffff,105.0,0.0,0.0,25.0,0.0,0.0,0.0
83beedfffffffff,35.0,0.0,0.0,13.0,0.0,0.0,0.0
83beeefffffffff,41.0,0.0,0.0,7.0,0.0,0.0,0.0
83bef0fffffffff,52.0,0.0,0.0,18.0,0.0,0.0,0.0
83bef1fffffffff,30.0,0.0,0.0,9.0,0.0,0.0,0.0
83bef5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83c980fffffffff,74.0,22.0,0.0,0.0,0.0,0.0,0.0
83c982fffffffff,641.0,312.0,0.0,0.0,0.0,0.0,0.0
83c983fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83c986fffffffff,438.0,117.0,4.0,0.0,0.0,0.0,0.0
83c990fffffffff,859.0,150.0,34.0,0.0,0.0,0.0,0.0
83c991fffffffff,367.0,68.0,2.0,0.0,0.0,0.0,0.0
83c992fffffffff,983.0,161.0,14.0,0.0,0.0,0.0,0.0
83c993fffffffff,1073.0,187.0,6.0,0.0,0.0,0.0,0.0
83c994fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
83c995fffffffff,251.0,4.0,9.0,0.0,0.0,0.0,0.0
83c996fffffffff,80.0,0.0,8.0,0.0,0.0,0.0,0.0
83c99cfffffffff,226.0,76.0,0.0,0.0,0.0,0.0,0.0
83c99efffffffff,141.0,34.0,0.0,0.0,0.0,0.0,0.0
83c9b0fffffffff,35.0,1.0,0.0,0.0,0.0,0.0,0.0
83c9b1fffffffff,43.0,18.0,0.0,0.0,0.0,0.0,0.0
83c9b2fffffffff,9.0,3.0,0.0,0.0,0.0,0.0,0.0
83c9b3fffffffff,503.0,101.0,14.0,0.0,0.0,0.0,0.0
83c9b6fffffffff,10.0,3.0,0.0,0.0,0.0,0.0,0.0
