cell_id,Phoenicurus ochruros,Phoenicurus ochruros gibraltariensis/aterrimus,Phoenicurus ochruros [ochruros Group]
823c37fffffffff,2.0,0.0,2.0
823c57fffffffff,7.0,0.0,0.0
823c5ffffffffff,29.0,0.0,4.0
823c8ffffffffff,2.0,0.0,0.0
823caffffffffff,14.0,0.0,0.0
823cc7fffffffff,2.0,0.0,0.0
823ce7fffffffff,14.0,0.0,0.0
823ceffffffffff,1.0,0.0,1.0
823cf7fffffffff,16.0,0.0,1.0
823d07fffffffff,7.0,0.0,0.0
823d17fffffffff,10.0,0.0,0.0
823d1ffffffffff,1.0,0.0,0.0
823d37fffffffff,1.0,0.0,0.0
823d87fffffffff,31.0,0.0,28.0
823d8ffffffffff,6.0,0.0,0.0
823d9ffffffffff,4.0,0.0,2.0
823da7fffffffff,18.0,0.0,18.0
823daffffffffff,16.0,0.0,6.0
823db7fffffffff,4.0,0.0,2.0
823e47fffffffff,1.0,0.0,1.0
823e67fffffffff,1.0,0.0,0.0
823e6ffffffffff,14.0,5.0,4.0
823f37fffffffff,57.0,0.0,0.0
823f47fffffffff,16.0,2.0,0.0
823f67fffffffff,2.0,0.0,0.0
82411ffffffffff,9.0,0.0,2.0
82415ffffffffff,1.0,0.0,0.0
8241b7fffffffff,54.0,0.0,1.0
824227fffffffff,2.0,0.0,0.0
824257fffffffff,2.0,0.0,2.0
8242c7fffffffff,24.0,0.0,4.0
8242cffffffffff,2.0,0.0,0.0
8242dffffffffff,7.0,0.0,0.0
8242effffffffff,7.0,0.0,7.0
8243a7fffffffff,5.0,0.0,0.0
8243affffffffff,39.0,0.0,1.0
824ba7fffffffff,4.0,0.0,3.0
824bb7fffffffff,2.0,0.0,0.0
82534ffffffffff,3.0,0.0,3.0
825367fffffffff,1.0,1.0,0.0
82536ffffffffff,2.0,0.0,0.0
826017fffffffff,18.0,0.0,0.0
82601ffffffffff,1.0,0.0,0.0
826037fffffffff,4.0,0.0,0.0
826087fffffffff,3.0,0.0,0.0
82608ffffffffff,4.0,0.0,0.0
8260a7fffffffff,7.0,0.0,0.0
8260affffffffff,13.0,0.0,1.0
82618ffffffffff,26.0,0.0,0.0
826497fffffffff,2.0,0.0,1.0
826527fffffffff,15.0,0.0,0.0
