cell_id,Corvus cornix,Corvus cornix [cornix Group],Corvus cornix capellanus
831e1bfffffffff,3.0,0.0,0.0
831e35fffffffff,2.0,0.0,0.0
831e46fffffffff,4.0,0.0,0.0
831e5cfffffffff,5.0,0.0,0.0
831e6bfffffffff,2.0,0.0,0.0
831ea0fffffffff,9.0,0.0,0.0
831ea4fffffffff,3.0,3.0,0.0
831ea5fffffffff,4.0,0.0,0.0
831ea9fffffffff,1.0,0.0,0.0
831eb2fffffffff,3.0,0.0,0.0
831eb4fffffffff,4.0,0.0,0.0
831eb5fffffffff,2.0,0.0,0.0
831ec0fffffffff,2.0,0.0,0.0
831ec1fffffffff,11.0,0.0,0.0
831ec4fffffffff,16.0,0.0,0.0
831ec5fffffffff,1.0,0.0,0.0
831ec9fffffffff,3.0,2.0,0.0
831ed0fffffffff,2.0,0.0,0.0
831edafffffffff,1.0,1.0,0.0
831ee3fffffffff,2.0,0.0,0.0
831ee9fffffffff,4.0,0.0,0.0
831eebfffffffff,1.0,0.0,0.0
831f05fffffffff,6.0,6.0,0.0
831f06fffffffff,1.0,1.0,0.0
831f1afffffffff,1.0,0.0,0.0
831f1bfffffffff,3.0,0.0,0.0
831f23fffffffff,2.0,2.0,0.0
831f28fffffffff,8.0,8.0,0.0
831f2afffffffff,1.0,1.0,0.0
831f2dfffffffff,1.0,1.0,0.0
831f31fffffffff,1.0,1.0,0.0
831f33fffffffff,2.0,0.0,0.0
831f46fffffffff,1.0,0.0,0.0
831f71fffffffff,1.0,0.0,0.0
831f89fffffffff,1.0,0.0,0.0
831f8dfffffffff,2.0,0.0,0.0
831f8efffffffff,1.0,0.0,0.0
831f93fffffffff,1.0,0.0,0.0
831f98fffffffff,3.0,3.0,0.0
831f9bfffffffff,2.0,0.0,0.0
831f9dfffffffff,12.0,8.0,0.0
831f9efffffffff,3.0,0.0,0.0
831fa4fffffffff,2.0,0.0,0.0
831fa6fffffffff,2.0,0.0,0.0
832099fffffffff,1.0,0.0,0.0
8320e6fffffffff,2.0,0.0,0.0
832156fffffffff,4.0,0.0,0.0
832571fffffffff,2.0,0.0,0.0
832a10fffffffff,12.0,0.0,0.0
832c04fffffffff,1.0,0.0,0.0
832c0bfffffffff,8.0,0.0,0.0
832c19fffffffff,2.0,0.0,0.0
832c4cfffffffff,9.0,0.0,0.0
832c51fffffffff,23.0,0.0,0.0
832c5cfffffffff,2.0,0.0,0.0
832c6afffffffff,2.0,0.0,0.0
832c82fffffffff,2.0,0.0,2.0
832c83fffffffff,34.0,0.0,34.0
832c9cfffffffff,19.0,0.0,19.0
832c9dfffffffff,6.0,0.0,6.0
832c9efffffffff,1.0,0.0,1.0
832ce4fffffffff,4.0,0.0,0.0
832ce5fffffffff,4.0,0.0,0.0
832d0efffffffff,1.0,0.0,0.0
832d18fffffffff,1.0,0.0,0.0
832d30fffffffff,1.0,0.0,0.0
832d33fffffffff,1.0,0.0,0.0
832db2fffffffff,1.0,1.0,0.0
832db6fffffffff,1.0,1.0,0.0
83346bfffffffff,7.0,0.0,0.0
833825fffffffff,2.0,0.0,0.0
83390cfffffffff,3.0,0.0,0.0
833911fffffffff,2.0,0.0,0.0
833915fffffffff,24.0,0.0,0.0
83391afffffffff,16.0,0.0,0.0
83391efffffffff,2.0,0.0,0.0
833922fffffffff,2.0,0.0,0.0
83392dfffffffff,15.0,0.0,0.0
833933fffffffff,14.0,0.0,0.0
833944fffffffff,35.0,0.0,0.0
833951fffffffff,1.0,0.0,0.0
833e41fffffffff,3.0,3.0,0.0
833e58fffffffff,8.0,8.0,0.0
833e60fffffffff,6.0,6.0,0.0
833e62fffffffff,6.0,6.0,0.0
833e66fffffffff,1.0,1.0,0.0
833e6cfffffffff,4.0,0.0,0.0
833e71fffffffff,3.0,3.0,0.0
833f30fffffffff,4.0,0.0,0.0
833f4dfffffffff,4.0,4.0,0.0
8342e4fffffffff,2.0,0.0,0.0
834360fffffffff,1.0,0.0,0.0
8343acfffffffff,1.0,0.0,0.0
