cell_id,Pycnonotus goiavier,Pycnonotus goiavier [analis Group],Pycnonotus goiavier [goiavier Group]
84651b5ffffffff,1.0,1.0,0.0
84651b7ffffffff,12.0,0.0,0.0
84651bbffffffff,5.0,0.0,0.0
84651bdffffffff,76.0,0.0,0.0
84651c1ffffffff,20.0,0.0,0.0
84651c3ffffffff,4.0,0.0,0.0
84651c5ffffffff,2.0,0.0,0.0
84651c7ffffffff,13.0,1.0,0.0
84651c9ffffffff,20.0,0.0,0.0
84651cbffffffff,17.0,0.0,0.0
84651cdffffffff,95.0,2.0,0.0
84651d1ffffffff,38.0,0.0,0.0
84651d5ffffffff,3.0,0.0,0.0
84651d9ffffffff,138.0,0.0,0.0
84651dbffffffff,61.0,0.0,0.0
84651ddffffffff,6.0,0.0,0.0
84651ebffffffff,17.0,0.0,0.0
8465201ffffffff,1.0,0.0,0.0
8465205ffffffff,21.0,0.0,0.0
846520dffffffff,3638.0,0.0,0.0
8465211ffffffff,2.0,0.0,0.0
846521bffffffff,11.0,0.0,0.0
8465221ffffffff,3.0,0.0,0.0
8465223ffffffff,3.0,0.0,0.0
8465225ffffffff,28.0,0.0,0.0
8465227ffffffff,33.0,0.0,0.0
8465229ffffffff,125.0,0.0,0.0
846522bffffffff,2.0,0.0,0.0
846522dffffffff,5.0,0.0,0.0
8465231ffffffff,37.0,0.0,0.0
8465233ffffffff,77.0,0.0,0.0
8465237ffffffff,20.0,0.0,0.0
846523dffffffff,44.0,0.0,0.0
8465257ffffffff,18.0,0.0,0.0
8465263ffffffff,1025.0,0.0,0.0
8465267ffffffff,11.0,0.0,0.0
846526bffffffff,323.0,0.0,0.0
8465291ffffffff,1.0,0.0,0.0
8465295ffffffff,3.0,0.0,0.0
84652b7ffffffff,2.0,0.0,0.0
84652cdffffffff,18.0,0.0,0.0
84652d9ffffffff,12.0,0.0,0.0
84652e5ffffffff,2.0,0.0,0.0
8465313ffffffff,6.0,0.0,0.0
8465501ffffffff,3.0,0.0,0.0
8465507ffffffff,2.0,0.0,0.0
846552bffffffff,2.0,0.0,0.0
8465535ffffffff,5.0,0.0,0.0
846553dffffffff,4.0,0.0,0.0
8465545ffffffff,19.0,0.0,0.0
8465547ffffffff,1.0,0.0,0.0
8465561ffffffff,11.0,0.0,0.0
8465569ffffffff,4.0,0.0,0.0
846556bffffffff,14.0,0.0,0.0
8465731ffffffff,21.0,0.0,0.0
8465801ffffffff,3.0,0.0,0.0
8465805ffffffff,7.0,0.0,0.0
8465807ffffffff,2.0,0.0,0.0
846580bffffffff,1.0,0.0,0.0
846580dffffffff,36.0,0.0,0.0
8465811ffffffff,2.0,0.0,0.0
8465813ffffffff,22.0,0.0,0.0
8465817ffffffff,1.0,0.0,0.0
8465819ffffffff,2.0,0.0,0.0
846581dffffffff,1.0,0.0,0.0
8465821ffffffff,142.0,0.0,0.0
8465827ffffffff,9.0,0.0,0.0
8465829ffffffff,22.0,0.0,0.0
846582dffffffff,1.0,0.0,0.0
8465831ffffffff,2.0,0.0,0.0
8465835ffffffff,314.0,0.0,0.0
8465837ffffffff,2.0,0.0,0.0
8465839ffffffff,1.0,0.0,0.0
846583dffffffff,56.0,0.0,0.0
8465843ffffffff,8.0,0.0,0.0
8465845ffffffff,1.0,0.0,0.0
8465847ffffffff,909.0,0.0,0.0
8465851ffffffff,3.0,0.0,0.0
8465853ffffffff,4.0,0.0,0.0
8465857ffffffff,2.0,0.0,0.0
8465859ffffffff,19.0,0.0,0.0
846585bffffffff,3.0,0.0,0.0
846585dffffffff,56.0,0.0,0.0
8465861ffffffff,25.0,0.0,0.0
8465863ffffffff,8.0,0.0,0.0
8465867ffffffff,8.0,0.0,0.0
8465869ffffffff,2.0,0.0,0.0
846586bffffffff,254.0,0.0,0.0
846586dffffffff,5.0,0.0,0.0
8465885ffffffff,44.0,4.0,0.0
8465887ffffffff,156.0,0.0,0.0
8465891ffffffff,16.0,0.0,0.0
8465893ffffffff,6.0,0.0,0.0
8465897ffffffff,72.0,1.0,0.0
846589bffffffff,1.0,0.0,0.0
84658a1ffffffff,13.0,0.0,0.0
84658a3ffffffff,301.0,5.0,0.0
84658a5ffffffff,6.0,0.0,0.0
84658a7ffffffff,57.0,0.0,0.0
84658a9ffffffff,87.0,0.0,0.0
84658abffffffff,34.0,0.0,0.0
84658adffffffff,7.0,0.0,0.0
84658b1ffffffff,24.0,0.0,0.0
84658b3ffffffff,244.0,2.0,0.0
84658b5ffffffff,1117.0,15.0,0.0
84658b7ffffffff,93.0,0.0,0.0
84658bbffffffff,47.0,0.0,0.0
84658bdffffffff,18.0,0.0,0.0
84658e1ffffffff,26.0,0.0,0.0
84658e3ffffffff,52.0,0.0,0.0
84658e9ffffffff,10.0,0.0,0.0
8465903ffffffff,2.0,0.0,0.0
8465907ffffffff,4.0,0.0,0.0
846590bffffffff,21.0,0.0,0.0
8465911ffffffff,29.0,0.0,0.0
8465917ffffffff,2.0,0.0,0.0
8465919ffffffff,5.0,0.0,0.0
846591bffffffff,83.0,0.0,0.0
846591dffffffff,6.0,0.0,0.0
8465931ffffffff,2.0,0.0,0.0
8465933ffffffff,2.0,0.0,0.0
8465935ffffffff,16.0,0.0,0.0
8465955ffffffff,1.0,0.0,0.0
846595dffffffff,17.0,0.0,0.0
8465981ffffffff,13.0,0.0,0.0
8465983ffffffff,2.0,0.0,0.0
846598dffffffff,1.0,0.0,0.0
8465991ffffffff,2.0,0.0,0.0
8465993ffffffff,24.0,0.0,0.0
8465995ffffffff,1.0,0.0,0.0
8465997ffffffff,18.0,0.0,0.0
8465999ffffffff,11.0,0.0,0.0
846599bffffffff,66.0,0.0,0.0
846599dffffffff,2.0,0.0,0.0
84659a7ffffffff,13.0,0.0,0.0
84659b1ffffffff,3.0,0.0,0.0
84659b3ffffffff,24.0,0.0,0.0
84659c1ffffffff,4.0,0.0,0.0
84659c3ffffffff,253.0,0.0,0.0
84659c9ffffffff,502.0,0.0,0.0
84659cbffffffff,10.0,0.0,0.0
84659d1ffffffff,8.0,0.0,0.0
84659d5ffffffff,1.0,0.0,0.0
84659d7ffffffff,2.0,0.0,0.0
84659ddffffffff,2.0,0.0,0.0
84659e5ffffffff,6.0,0.0,0.0
84659e7ffffffff,3.0,0.0,0.0
84659e9ffffffff,7.0,0.0,0.0
8465a21ffffffff,7.0,0.0,0.0
8465a27ffffffff,11.0,0.0,0.0
8465a2bffffffff,2.0,0.0,0.0
8465a2dffffffff,4.0,0.0,0.0
8465a31ffffffff,2.0,0.0,0.0
8465a37ffffffff,9.0,0.0,0.0
8465a39ffffffff,2.0,0.0,0.0
8465aa5ffffffff,4.0,0.0,0.0
8465aadffffffff,8.0,0.0,0.0
8465ae5ffffffff,2.0,0.0,0.0
8465b01ffffffff,26.0,0.0,0.0
8465b17ffffffff,2.0,0.0,0.0
8465b2bffffffff,2.0,0.0,0.0
8465b33ffffffff,176.0,0.0,0.0
8465b39ffffffff,7.0,0.0,0.0
8465b3bffffffff,2.0,0.0,0.0
8465b3dffffffff,1.0,0.0,0.0
8465b41ffffffff,2.0,0.0,0.0
8465b45ffffffff,2.0,0.0,0.0
8465b51ffffffff,16.0,0.0,0.0
8465b53ffffffff,4.0,0.0,0.0
8465b55ffffffff,3.0,0.0,0.0
8465b57ffffffff,91.0,0.0,0.0
8465b5bffffffff,13.0,0.0,0.0
8465b61ffffffff,1.0,0.0,0.0
8465b63ffffffff,2.0,0.0,0.0
8468021ffffffff,2.0,0.0,0.0
8468025ffffffff,123.0,0.0,0.0
8468029ffffffff,11.0,0.0,0.0
846802dffffffff,1.0,0.0,0.0
8468101ffffffff,37.0,0.0,0.0
8468103ffffffff,22.0,0.0,0.0
8468105ffffffff,7.0,0.0,0.0
8468107ffffffff,6.0,0.0,0.0
846810bffffffff,4.0,0.0,0.0
846810dffffffff,6.0,0.0,0.0
8468111ffffffff,35.0,1.0,0.0
8468113ffffffff,10.0,2.0,0.0
8468115ffffffff,25.0,0.0,0.0
8468119ffffffff,263.0,2.0,0.0
846811bffffffff,178.0,0.0,0.0
846811dffffffff,14.0,0.0,0.0
8468123ffffffff,20.0,0.0,0.0
8468125ffffffff,5.0,0.0,0.0
8468129ffffffff,4.0,0.0,0.0
846812bffffffff,20.0,0.0,0.0
8468139ffffffff,3.0,0.0,0.0
8468153ffffffff,55.0,0.0,0.0
8468157ffffffff,482.0,0.0,0.0
8468163ffffffff,7.0,0.0,0.0
8468167ffffffff,7.0,0.0,0.0
8468181ffffffff,30.0,0.0,0.0
8468185ffffffff,9.0,0.0,0.0
8468187ffffffff,3.0,0.0,0.0
8468189ffffffff,179.0,0.0,0.0
846818bffffffff,11.0,0.0,0.0
846818dffffffff,210.0,0.0,0.0
8468193ffffffff,3.0,0.0,0.0
8468197ffffffff,2.0,0.0,0.0
846819dffffffff,30.0,1.0,0.0
84681a9ffffffff,13.0,0.0,0.0
84681abffffffff,5.0,0.0,0.0
84681b1ffffffff,1.0,0.0,0.0
84681b9ffffffff,2.0,0.0,0.0
84681bdffffffff,18.0,0.0,0.0
84681c1ffffffff,1.0,0.0,0.0
84681c3ffffffff,758.0,1.0,0.0
84681c5ffffffff,55.0,1.0,0.0
84681c7ffffffff,4.0,0.0,0.0
84681c9ffffffff,1.0,0.0,0.0
84681cbffffffff,2.0,0.0,0.0
84681d5ffffffff,253.0,2.0,0.0
84681d7ffffffff,2.0,0.0,0.0
84681ddffffffff,5.0,0.0,0.0
84681e3ffffffff,5.0,0.0,0.0
84681edffffffff,29.0,0.0,0.0
8468401ffffffff,16.0,0.0,0.0
8468407ffffffff,2.0,0.0,0.0
846841bffffffff,11.0,0.0,0.0
8468423ffffffff,28.0,0.0,0.0
846842bffffffff,12.0,0.0,0.0
846842dffffffff,2.0,0.0,0.0
8468433ffffffff,17.0,0.0,0.0
8468435ffffffff,181.0,0.0,0.0
8468439ffffffff,1.0,0.0,0.0
846843dffffffff,3.0,0.0,0.0
8468441ffffffff,11.0,0.0,0.0
8468445ffffffff,1.0,0.0,0.0
8468447ffffffff,30.0,0.0,0.0
8468449ffffffff,8.0,0.0,0.0
8468459ffffffff,1.0,0.0,0.0
8468469ffffffff,12.0,0.0,0.0
846846bffffffff,22.0,0.0,0.0
846846dffffffff,22.0,0.0,0.0
84684e5ffffffff,235.0,0.0,1.0
846855bffffffff,6.0,0.0,0.0
846856bffffffff,75.0,0.0,1.0
8468583ffffffff,8.0,0.0,0.0
8468589ffffffff,113.0,0.0,0.0
846858bffffffff,28.0,0.0,0.0
846858dffffffff,37.0,0.0,0.0
846859dffffffff,2.0,0.0,0.0
84685c1ffffffff,2.0,0.0,0.0
84685c3ffffffff,187.0,0.0,1.0
84685c7ffffffff,242.0,0.0,3.0
84685c9ffffffff,1.0,0.0,0.0
84685cbffffffff,1.0,0.0,0.0
84685d1ffffffff,87.0,0.0,1.0
84685d5ffffffff,84.0,0.0,0.0
84685d7ffffffff,8.0,0.0,0.0
84685d9ffffffff,2.0,0.0,0.0
84685dbffffffff,7.0,0.0,0.0
84685ddffffffff,2.0,0.0,0.0
84685e1ffffffff,21.0,0.0,0.0
84685e3ffffffff,75.0,0.0,0.0
84685e7ffffffff,93.0,0.0,0.0
84685e9ffffffff,39.0,0.0,0.0
84685ebffffffff,7.0,0.0,0.0
84685edffffffff,2.0,0.0,0.0
8468621ffffffff,2.0,0.0,0.0
8468625ffffffff,9.0,0.0,0.0
8468629ffffffff,2.0,0.0,0.0
8468633ffffffff,1.0,0.0,0.0
846864bffffffff,1.0,0.0,0.0
8468651ffffffff,30.0,0.0,0.0
8468655ffffffff,3.0,0.0,0.0
8468657ffffffff,10.0,0.0,2.0
8468659ffffffff,4.0,0.0,0.0
846865bffffffff,12.0,0.0,0.0
846865dffffffff,10.0,0.0,0.0
8468665ffffffff,12.0,0.0,0.0
846866dffffffff,14.0,0.0,0.0
84686e5ffffffff,2.0,0.0,0.0
84686e9ffffffff,4.0,0.0,0.0
8468711ffffffff,1.0,0.0,0.0
8468713ffffffff,2.0,0.0,0.0
8468719ffffffff,3.0,0.0,0.0
846871bffffffff,4.0,0.0,0.0
846871dffffffff,1.0,0.0,0.0
8468751ffffffff,16.0,0.0,0.0
8468753ffffffff,6.0,0.0,0.0
846875bffffffff,4.0,0.0,0.0
8468881ffffffff,2.0,0.0,0.0
84688adffffffff,9.0,0.0,0.0
8468903ffffffff,1.0,0.0,0.0
846891dffffffff,1.0,0.0,0.0
8468923ffffffff,3.0,0.0,0.0
8468965ffffffff,8.0,0.0,0.0
8468985ffffffff,5.0,0.0,0.0
84689a3ffffffff,2.0,0.0,0.0
8468a03ffffffff,1.0,0.0,0.0
8468a51ffffffff,7.0,0.0,0.0
8468a59ffffffff,45.0,0.0,0.0
8468a5bffffffff,4.0,0.0,0.0
8468a63ffffffff,2.0,0.0,0.0
8468a6bffffffff,2.0,0.0,0.0
8468ab3ffffffff,3.0,0.0,0.0
8468ab7ffffffff,4.0,0.0,0.0
8468ac9ffffffff,104.0,2.0,0.0
8468b55ffffffff,2.0,0.0,0.0
8468b57ffffffff,1.0,1.0,0.0
8468c37ffffffff,7.0,0.0,0.0
8468d05ffffffff,17.0,0.0,0.0
8468d29ffffffff,20.0,0.0,0.0
846940bffffffff,2.0,0.0,0.0
8469411ffffffff,32.0,0.0,0.0
8469415ffffffff,14.0,0.0,0.0
8469417ffffffff,388.0,0.0,3.0
8469419ffffffff,60.0,0.0,0.0
846941bffffffff,1.0,0.0,0.0
846941dffffffff,13.0,0.0,0.0
8469431ffffffff,1.0,0.0,0.0
8469433ffffffff,294.0,0.0,0.0
8469437ffffffff,7.0,0.0,0.0
8469439ffffffff,328.0,0.0,1.0
846943bffffffff,135.0,0.0,1.0
8469451ffffffff,35.0,0.0,0.0
8469453ffffffff,19.0,0.0,0.0
8469457ffffffff,5.0,0.0,0.0
846945dffffffff,4.0,0.0,0.0
84694a5ffffffff,10.0,0.0,0.0
84694a9ffffffff,5.0,0.0,0.0
84694adffffffff,7.0,0.0,0.0
84694b5ffffffff,8.0,0.0,0.0
84694b7ffffffff,10.0,0.0,0.0
84694c9ffffffff,2.0,0.0,0.0
84694cdffffffff,9.0,0.0,0.0
84694e1ffffffff,758.0,0.0,0.0
84694e5ffffffff,407.0,0.0,0.0
84694e7ffffffff,43.0,0.0,0.0
84694e9ffffffff,18.0,0.0,0.0
84694ebffffffff,19.0,0.0,0.0
84694edffffffff,2508.0,0.0,1.0
8469583ffffffff,3.0,0.0,0.0
8469589ffffffff,6.0,0.0,0.0
846958bffffffff,37.0,0.0,0.0
8469593ffffffff,13.0,0.0,0.0
8469595ffffffff,2.0,0.0,0.0
846959dffffffff,4.0,0.0,0.0
84695c3ffffffff,2.0,0.0,0.0
84695d1ffffffff,24.0,0.0,0.0
84695d7ffffffff,4.0,0.0,0.0
84695d9ffffffff,19.0,0.0,0.0
84695dbffffffff,23.0,0.0,0.0
8469683ffffffff,15.0,0.0,0.0
8469685ffffffff,11.0,0.0,0.0
8469687ffffffff,7.0,0.0,0.0
846968bffffffff,4.0,0.0,0.0
84696a3ffffffff,13.0,0.0,0.0
84696a5ffffffff,32.0,0.0,0.0
84696a9ffffffff,3.0,0.0,0.0
84696adffffffff,17.0,0.0,0.0
84696b9ffffffff,2.0,0.0,0.0
84696c1ffffffff,77.0,0.0,1.0
84696c3ffffffff,3.0,0.0,0.0
84696c7ffffffff,1.0,0.0,0.0
84696c9ffffffff,8.0,0.0,0.0
84696cbffffffff,13.0,0.0,0.0
84696d7ffffffff,29.0,0.0,0.0
84696ddffffffff,2.0,0.0,0.0
84696e3ffffffff,4.0,0.0,0.0
84696e7ffffffff,1.0,0.0,0.0
84699a5ffffffff,26.0,0.0,0.0
8472ae3ffffffff,2.0,0.0,0.0
847390dffffffff,2.0,0.0,0.0
84739b5ffffffff,2.0,0.0,0.0
848c101ffffffff,46.0,0.0,0.0
848c107ffffffff,313.0,7.0,0.0
848c12bffffffff,9.0,0.0,0.0
848c131ffffffff,13.0,0.0,0.0
848c139ffffffff,3.0,0.0,0.0
848c13bffffffff,32.0,0.0,0.0
848c13dffffffff,7.0,0.0,0.0
848c163ffffffff,2.0,0.0,0.0
848c165ffffffff,1.0,0.0,0.0
848c16bffffffff,2.0,0.0,0.0
848c1a7ffffffff,5.0,0.0,0.0
848c1edffffffff,4.0,0.0,0.0
848c881ffffffff,2.0,0.0,0.0
848c895ffffffff,1.0,0.0,0.0
848c92dffffffff,1.0,0.0,0.0
848c961ffffffff,25.0,1.0,0.0
848c965ffffffff,48.0,0.0,0.0
848c967ffffffff,12.0,1.0,0.0
848cad5ffffffff,31.0,0.0,0.0
848caddffffffff,46.0,2.0,0.0
848cd0bffffffff,5.0,0.0,0.0
848cd25ffffffff,4.0,0.0,0.0
848cd27ffffffff,2.0,0.0,0.0
848cd33ffffffff,7.0,0.0,0.0
848cd35ffffffff,1.0,0.0,0.0
848cd3bffffffff,13.0,0.0,0.0
848cd55ffffffff,16.0,4.0,0.0
848cd57ffffffff,1.0,0.0,0.0
848cd5dffffffff,10.0,0.0,0.0
848cd61ffffffff,1.0,0.0,0.0
848cde5ffffffff,4.0,0.0,0.0
848d809ffffffff,30.0,0.0,0.0
848d84bffffffff,4.0,0.0,0.0
848d851ffffffff,2.0,0.0,0.0
848d855ffffffff,7.0,0.0,0.0
848d85dffffffff,9.0,0.0,0.0
848d8c1ffffffff,10.0,0.0,0.0
848d8c3ffffffff,4.0,0.0,0.0
848d8c9ffffffff,1.0,0.0,0.0
848d8cbffffffff,28.0,0.0,0.0
848d921ffffffff,2.0,0.0,0.0
848da25ffffffff,15.0,0.0,0.0
848da27ffffffff,4.0,0.0,0.0
848da2bffffffff,2.0,0.0,0.0
848da2dffffffff,181.0,4.0,0.0
848da37ffffffff,3.0,0.0,0.0
848da65ffffffff,8.0,0.0,0.0
848da67ffffffff,23.0,0.0,0.0
848da6dffffffff,32.0,0.0,0.0
848daa3ffffffff,6.0,0.0,0.0
848db01ffffffff,5.0,0.0,0.0
848db19ffffffff,2.0,0.0,0.0
848db49ffffffff,11.0,0.0,0.0
848db4bffffffff,21.0,0.0,0.0
848db53ffffffff,504.0,7.0,0.0
848db59ffffffff,364.0,2.0,0.0
848db5bffffffff,91.0,2.0,0.0
848db5dffffffff,2.0,0.0,0.0
8494235ffffffff,1.0,0.0,0.0
849423bffffffff,2.0,0.0,0.0
84942c1ffffffff,8.0,0.0,0.0
84942c3ffffffff,2.0,0.0,0.0
8495009ffffffff,30.0,0.0,0.0
849500bffffffff,3.0,0.0,0.0
8495055ffffffff,3.0,0.0,0.0
84951a7ffffffff,8.0,0.0,0.0
84951e3ffffffff,4.0,0.0,0.0
8495419ffffffff,4.0,0.0,0.0
849576dffffffff,2.0,0.0,0.0
8495a41ffffffff,25.0,0.0,0.0
8495a49ffffffff,119.0,1.0,0.0
8495a4bffffffff,3.0,0.0,0.0
8495a4dffffffff,673.0,8.0,0.0
8495a55ffffffff,10.0,0.0,0.0
8495a59ffffffff,2.0,0.0,0.0
8495a5bffffffff,2.0,0.0,0.0
8495a5dffffffff,19.0,1.0,0.0
8495a99ffffffff,5.0,0.0,0.0
