cell_id,Malurus leucopterus,Malurus leucopterus leuconotus,Malurus leucopterus leucopterus/edouardi
849d6e7ffffffff,12.0,3.0,0.0
849d701ffffffff,1.0,0.0,0.0
849d753ffffffff,2.0,2.0,0.0
849d755ffffffff,2.0,2.0,0.0
849d75dffffffff,1.0,0.0,0.0
84a604dffffffff,3.0,1.0,0.0
84a6067ffffffff,4.0,0.0,0.0
84a606bffffffff,4.0,0.0,0.0
84a6103ffffffff,8.0,6.0,0.0
84a6105ffffffff,1.0,0.0,0.0
84a6107ffffffff,20.0,7.0,0.0
84a611dffffffff,8.0,2.0,0.0
84a6129ffffffff,25.0,8.0,0.0
84a612bffffffff,2.0,0.0,0.0
84a612dffffffff,120.0,82.0,0.0
84a6139ffffffff,30.0,0.0,2.0
84a6153ffffffff,4.0,0.0,0.0
84a6157ffffffff,1.0,1.0,0.0
84a615bffffffff,12.0,4.0,0.0
84a6165ffffffff,2.0,0.0,0.0
84a6167ffffffff,105.0,83.0,0.0
84a6205ffffffff,8.0,0.0,8.0
84a6225ffffffff,4.0,1.0,0.0
84a622dffffffff,4.0,2.0,0.0
84a6261ffffffff,36.0,7.0,0.0
84a6265ffffffff,2.0,0.0,0.0
84a6267ffffffff,20.0,4.0,0.0
84a626bffffffff,10.0,0.0,10.0
84a626dffffffff,5.0,5.0,0.0
84a630dffffffff,4.0,2.0,0.0
84a6319ffffffff,2.0,0.0,0.0
84a631bffffffff,55.0,29.0,0.0
84a631dffffffff,6.0,4.0,0.0
84a6329ffffffff,2.0,0.0,0.0
84a6353ffffffff,1.0,0.0,0.0
84a6359ffffffff,3.0,0.0,0.0
84a635bffffffff,2.0,0.0,0.0
84a6a03ffffffff,1.0,0.0,0.0
84a6a09ffffffff,2.0,2.0,0.0
84a6a1dffffffff,8.0,0.0,7.0
84a6a4dffffffff,8.0,2.0,2.0
84a6a61ffffffff,21.0,2.0,0.0
84a6a63ffffffff,4.0,2.0,0.0
84a6a6bffffffff,2.0,2.0,0.0
84a7005ffffffff,17.0,0.0,0.0
84a7007ffffffff,1.0,0.0,0.0
84a700dffffffff,2.0,0.0,0.0
84a7023ffffffff,3.0,0.0,0.0
84a7027ffffffff,2.0,0.0,0.0
84a7029ffffffff,2.0,0.0,0.0
84a702bffffffff,3.0,0.0,0.0
84a7031ffffffff,2.0,0.0,0.0
84a7037ffffffff,3.0,0.0,0.0
84a703dffffffff,2.0,2.0,0.0
84a7041ffffffff,2.0,0.0,0.0
84a704dffffffff,2.0,2.0,0.0
84a7061ffffffff,2.0,0.0,0.0
84a7065ffffffff,2.0,0.0,0.0
84a706dffffffff,1.0,0.0,0.0
84a710bffffffff,2.0,0.0,0.0
84a711bffffffff,4.0,0.0,0.0
84a7121ffffffff,11.0,0.0,0.0
84a7129ffffffff,25.0,4.0,0.0
84a712bffffffff,3.0,0.0,0.0
84a712dffffffff,6.0,0.0,0.0
84a7145ffffffff,2.0,0.0,0.0
84a714bffffffff,2.0,0.0,0.0
84a714dffffffff,2.0,0.0,0.0
84a715bffffffff,2.0,0.0,0.0
84a7163ffffffff,7.0,6.0,0.0
84a7165ffffffff,18.0,8.0,0.0
84a7167ffffffff,2.0,0.0,0.0
84a7183ffffffff,3.0,0.0,0.0
84a71b3ffffffff,3.0,0.0,0.0
84a71bbffffffff,39.0,11.0,0.0
84a71c9ffffffff,2.0,0.0,0.0
84a71cbffffffff,3.0,0.0,0.0
84a71d1ffffffff,12.0,3.0,0.0
84a71d9ffffffff,5.0,3.0,0.0
84a71ddffffffff,4.0,0.0,0.0
84a71e9ffffffff,2.0,0.0,0.0
84a71edffffffff,6.0,0.0,0.0
84a7221ffffffff,18.0,2.0,0.0
84a7227ffffffff,7.0,2.0,0.0
84a722dffffffff,1.0,0.0,0.0
84a7265ffffffff,49.0,7.0,0.0
84a7267ffffffff,27.0,3.0,0.0
84a726dffffffff,13.0,0.0,0.0
84a7301ffffffff,2.0,0.0,0.0
84a7303ffffffff,9.0,0.0,0.0
84a7305ffffffff,4.0,0.0,0.0
84a7307ffffffff,2.0,0.0,0.0
84a730bffffffff,20.0,0.0,0.0
84a730dffffffff,4.0,0.0,0.0
84a7317ffffffff,2.0,0.0,0.0
84a731dffffffff,2.0,0.0,0.0
84a7327ffffffff,8.0,0.0,0.0
84a7335ffffffff,2.0,0.0,0.0
84a7337ffffffff,6.0,0.0,0.0
84a7339ffffffff,5.0,0.0,0.0
84a733bffffffff,2.0,0.0,0.0
84a7341ffffffff,8.0,0.0,0.0
84a7343ffffffff,5.0,0.0,0.0
84a7347ffffffff,2.0,0.0,0.0
84a7349ffffffff,4.0,0.0,0.0
84a734bffffffff,3.0,0.0,0.0
84a7355ffffffff,16.0,0.0,0.0
84a735dffffffff,2.0,0.0,0.0
84a7369ffffffff,3.0,0.0,0.0
84a736bffffffff,1.0,0.0,0.0
84a736dffffffff,2.0,0.0,0.0
84a7829ffffffff,22.0,3.0,0.0
84a7835ffffffff,2.0,0.0,0.0
84a7837ffffffff,5.0,2.0,0.0
84a7839ffffffff,2.0,0.0,0.0
84a783dffffffff,4.0,0.0,0.0
84a7881ffffffff,2.0,0.0,0.0
84a78bdffffffff,4.0,0.0,0.0
84a78e3ffffffff,2.0,0.0,0.0
84a78ebffffffff,11.0,4.0,0.0
84a7967ffffffff,1.0,1.0,0.0
84a7993ffffffff,2.0,0.0,2.0
84a79a3ffffffff,22.0,0.0,0.0
84a79a7ffffffff,32.0,6.0,0.0
84a79c7ffffffff,4.0,0.0,0.0
84a79d1ffffffff,3.0,2.0,0.0
84a79d9ffffffff,1.0,0.0,0.0
84a79dbffffffff,6.0,2.0,0.0
84a79ddffffffff,7.0,2.0,0.0
84a7a29ffffffff,2.0,0.0,0.0
84a7a49ffffffff,2.0,2.0,0.0
84a7a51ffffffff,2.0,0.0,0.0
84a7a5bffffffff,2.0,0.0,0.0
84a7a61ffffffff,2.0,2.0,0.0
84a7a69ffffffff,2.0,0.0,0.0
84a7b45ffffffff,7.0,0.0,0.0
84a7b5dffffffff,1.0,0.0,0.0
84b8049ffffffff,21.0,7.0,0.0
84b8097ffffffff,2.0,2.0,0.0
84b8125ffffffff,6.0,0.0,0.0
84b812dffffffff,28.0,10.0,0.0
84b8165ffffffff,2.0,0.0,0.0
84b8227ffffffff,47.0,3.0,0.0
84b8233ffffffff,3.0,3.0,0.0
84b8235ffffffff,4.0,1.0,0.0
84b8237ffffffff,18.0,1.0,0.0
84b8283ffffffff,4.0,2.0,0.0
84b8293ffffffff,5.0,4.0,0.0
84b829bffffffff,2.0,0.0,0.0
84b82e5ffffffff,8.0,3.0,0.0
84b82e7ffffffff,13.0,5.0,0.0
84b836bffffffff,3.0,0.0,0.0
84b8411ffffffff,3.0,3.0,0.0
84b8413ffffffff,2.0,2.0,0.0
84b8419ffffffff,28.0,4.0,0.0
84b8421ffffffff,1.0,0.0,0.0
84b8439ffffffff,2.0,2.0,0.0
84b8451ffffffff,10.0,4.0,0.0
84b8455ffffffff,2.0,2.0,0.0
84b849bffffffff,2.0,0.0,0.0
84b84b1ffffffff,2.0,0.0,0.0
84b84b3ffffffff,2.0,0.0,0.0
84b8501ffffffff,5.0,5.0,0.0
84b8503ffffffff,2.0,0.0,0.0
84b856dffffffff,9.0,6.0,0.0
84b8591ffffffff,13.0,2.0,0.0
84b8697ffffffff,2.0,0.0,0.0
84b86b9ffffffff,8.0,2.0,0.0
84b86bbffffffff,2.0,0.0,0.0
84b8701ffffffff,2.0,0.0,0.0
84b870dffffffff,1.0,0.0,0.0
84b8729ffffffff,2.0,2.0,0.0
84b872dffffffff,3.0,3.0,0.0
84b876bffffffff,15.0,13.0,0.0
84b876dffffffff,3.0,3.0,0.0
84b8803ffffffff,2.0,2.0,0.0
84b8809ffffffff,1.0,0.0,0.0
84b880bffffffff,14.0,0.0,0.0
84b8819ffffffff,9.0,2.0,0.0
84b881bffffffff,6.0,0.0,0.0
84b8843ffffffff,81.0,10.0,0.0
84b8847ffffffff,5.0,0.0,0.0
84b884bffffffff,3.0,2.0,0.0
84b8851ffffffff,2.0,0.0,0.0
84b8855ffffffff,128.0,3.0,0.0
84b8857ffffffff,5.0,0.0,0.0
84b8859ffffffff,3.0,0.0,0.0
84b885dffffffff,1.0,0.0,0.0
84b8889ffffffff,15.0,7.0,0.0
84b8921ffffffff,2.0,0.0,0.0
84b8923ffffffff,1.0,0.0,0.0
84b89adffffffff,3.0,0.0,0.0
84b89cbffffffff,8.0,0.0,0.0
84b89ebffffffff,2.0,0.0,0.0
84b8a01ffffffff,2.0,2.0,0.0
84b8a05ffffffff,3.0,0.0,0.0
84b8a07ffffffff,2.0,2.0,0.0
84b8a0dffffffff,1.0,0.0,0.0
84b8a13ffffffff,2.0,0.0,0.0
84b8a15ffffffff,8.0,4.0,0.0
84b8a1bffffffff,1.0,0.0,0.0
84b8a21ffffffff,5.0,0.0,0.0
84b8a29ffffffff,34.0,6.0,0.0
84b8a2dffffffff,14.0,5.0,0.0
84b8a45ffffffff,3.0,0.0,0.0
84b8a47ffffffff,2.0,2.0,0.0
84b8a49ffffffff,2.0,0.0,0.0
84b8a5bffffffff,1.0,0.0,0.0
84b8a63ffffffff,4.0,0.0,0.0
84b8a69ffffffff,4.0,0.0,0.0
84b8a81ffffffff,2.0,0.0,0.0
84b8a83ffffffff,3.0,0.0,0.0
84b8a8dffffffff,2.0,0.0,0.0
84b8a91ffffffff,2.0,0.0,0.0
84b8a9dffffffff,28.0,4.0,0.0
84b8aa5ffffffff,2.0,0.0,0.0
84b8aadffffffff,2.0,0.0,0.0
84b8abdffffffff,1.0,0.0,0.0
84b8ae5ffffffff,22.0,2.0,0.0
84b8aedffffffff,12.0,2.0,0.0
84b8b61ffffffff,1.0,0.0,0.0
84b8b6dffffffff,1.0,0.0,0.0
84b8c21ffffffff,1.0,0.0,0.0
84b8cb5ffffffff,3.0,0.0,0.0
84b8ddbffffffff,1.0,0.0,0.0
84b8f25ffffffff,1.0,1.0,0.0
84b8f3dffffffff,1.0,0.0,0.0
84b9125ffffffff,1.0,0.0,0.0
84b9127ffffffff,86.0,32.0,0.0
84b9135ffffffff,1.0,1.0,0.0
84b913dffffffff,11.0,4.0,0.0
84b9161ffffffff,36.0,5.0,0.0
84b9163ffffffff,4.0,0.0,0.0
84b9167ffffffff,22.0,0.0,0.0
84b9169ffffffff,48.0,0.0,0.0
84b9803ffffffff,17.0,9.0,0.0
84b9807ffffffff,19.0,10.0,0.0
84b9809ffffffff,10.0,3.0,0.0
84b980bffffffff,8.0,2.0,0.0
84b980dffffffff,19.0,11.0,0.0
84b9811ffffffff,10.0,2.0,0.0
84b9813ffffffff,8.0,0.0,0.0
84b9815ffffffff,1.0,1.0,0.0
84b981bffffffff,4.0,0.0,0.0
84b981dffffffff,5.0,2.0,0.0
84b9823ffffffff,6.0,0.0,0.0
84b982bffffffff,4.0,2.0,0.0
84b983bffffffff,2.0,0.0,0.0
84b983dffffffff,2.0,0.0,0.0
84b9841ffffffff,4.0,0.0,0.0
84b9847ffffffff,10.0,7.0,0.0
84b9855ffffffff,169.0,63.0,0.0
84b9857ffffffff,20.0,3.0,0.0
84b9859ffffffff,4.0,0.0,0.0
84b985dffffffff,35.0,6.0,0.0
84b9861ffffffff,66.0,32.0,0.0
84b9865ffffffff,42.0,18.0,0.0
84b986bffffffff,5.0,0.0,0.0
84b988bffffffff,62.0,22.0,0.0
84b988dffffffff,2.0,0.0,0.0
84b9897ffffffff,4.0,0.0,0.0
84b989dffffffff,21.0,8.0,0.0
84b98a3ffffffff,4.0,2.0,0.0
84b98b9ffffffff,2.0,0.0,0.0
84b98bdffffffff,2.0,2.0,0.0
84b98d1ffffffff,1.0,0.0,0.0
84b98d5ffffffff,6.0,0.0,0.0
84b98d7ffffffff,6.0,0.0,0.0
84b98ddffffffff,1.0,0.0,0.0
84b98ebffffffff,4.0,1.0,0.0
84b9901ffffffff,4.0,0.0,0.0
84b9907ffffffff,5.0,0.0,0.0
84b990bffffffff,8.0,0.0,0.0
84b9915ffffffff,6.0,2.0,0.0
84b9917ffffffff,2.0,0.0,0.0
84b9919ffffffff,2.0,0.0,0.0
84b991dffffffff,2.0,0.0,0.0
84b9931ffffffff,2.0,0.0,0.0
84b9935ffffffff,6.0,0.0,0.0
84b9937ffffffff,2.0,0.0,0.0
84b994dffffffff,1.0,0.0,0.0
84b9951ffffffff,5.0,0.0,0.0
84b9953ffffffff,11.0,0.0,0.0
84b9955ffffffff,14.0,0.0,0.0
84b9957ffffffff,8.0,0.0,0.0
84b995bffffffff,15.0,0.0,0.0
84b996bffffffff,4.0,0.0,0.0
84b9987ffffffff,5.0,0.0,0.0
84b9995ffffffff,4.0,0.0,0.0
84b99a1ffffffff,2.0,0.0,0.0
84b99c1ffffffff,4.0,2.0,0.0
84b99c5ffffffff,7.0,6.0,0.0
84b99c9ffffffff,72.0,13.0,0.0
84b99cbffffffff,8.0,2.0,0.0
84b99cdffffffff,20.0,3.0,0.0
84b99e5ffffffff,15.0,4.0,0.0
84b99e7ffffffff,1.0,0.0,0.0
84b99e9ffffffff,26.0,5.0,0.0
84b99edffffffff,61.0,22.0,0.0
84b9a05ffffffff,10.0,0.0,0.0
84b9a0dffffffff,2.0,0.0,0.0
84b9a11ffffffff,2.0,0.0,0.0
84b9a13ffffffff,218.0,29.0,0.0
84b9a17ffffffff,8.0,6.0,0.0
84b9a1bffffffff,8.0,0.0,0.0
84b9a31ffffffff,17.0,4.0,0.0
84b9a33ffffffff,27.0,2.0,0.0
84b9a35ffffffff,1.0,0.0,0.0
84b9a37ffffffff,5.0,0.0,0.0
84b9a3bffffffff,13.0,2.0,0.0
84b9a49ffffffff,4.0,0.0,0.0
84b9a4bffffffff,33.0,3.0,0.0
84b9a51ffffffff,15.0,0.0,0.0
84b9a59ffffffff,18.0,0.0,0.0
84b9a63ffffffff,15.0,6.0,0.0
84b9a65ffffffff,101.0,12.0,0.0
84b9a67ffffffff,3.0,3.0,0.0
84b9a85ffffffff,2.0,0.0,0.0
84b9a87ffffffff,1.0,0.0,0.0
84b9a99ffffffff,4.0,0.0,0.0
84b9aa1ffffffff,1.0,0.0,0.0
84b9aa5ffffffff,11.0,0.0,0.0
84b9aa7ffffffff,4.0,0.0,0.0
84b9aadffffffff,2.0,0.0,0.0
84b9ab1ffffffff,11.0,9.0,0.0
84b9ab7ffffffff,19.0,0.0,0.0
84b9ab9ffffffff,4.0,4.0,0.0
84b9abbffffffff,2.0,0.0,0.0
84b9ac1ffffffff,44.0,4.0,0.0
84b9ac3ffffffff,6.0,0.0,0.0
84b9ac9ffffffff,2.0,0.0,0.0
84b9acbffffffff,3.0,0.0,0.0
84b9acdffffffff,4.0,0.0,0.0
84b9ad1ffffffff,2.0,0.0,0.0
84b9ad3ffffffff,2.0,0.0,0.0
84b9ad5ffffffff,87.0,6.0,0.0
84b9ad7ffffffff,2.0,0.0,0.0
84b9b01ffffffff,7.0,1.0,0.0
84b9b05ffffffff,1.0,0.0,0.0
84b9b09ffffffff,7.0,0.0,0.0
84b9b15ffffffff,7.0,0.0,0.0
84b9b21ffffffff,44.0,11.0,0.0
84b9b23ffffffff,34.0,8.0,0.0
84b9b27ffffffff,3.0,0.0,0.0
84b9b2bffffffff,129.0,12.0,0.0
84b9b31ffffffff,47.0,21.0,0.0
84b9b33ffffffff,49.0,29.0,0.0
84b9b35ffffffff,9.0,4.0,0.0
84b9b37ffffffff,54.0,6.0,0.0
84b9b3dffffffff,38.0,3.0,0.0
84b9b41ffffffff,2.0,2.0,0.0
84b9b43ffffffff,2.0,0.0,0.0
84b9b45ffffffff,5.0,0.0,0.0
84b9b47ffffffff,34.0,10.0,0.0
84b9b4bffffffff,3.0,0.0,0.0
84b9b51ffffffff,36.0,2.0,0.0
84b9b55ffffffff,51.0,8.0,0.0
84b9b59ffffffff,10.0,0.0,0.0
84b9b5dffffffff,8.0,1.0,0.0
84b9b63ffffffff,7.0,0.0,0.0
84be401ffffffff,80.0,12.0,0.0
84be403ffffffff,84.0,10.0,0.0
84be405ffffffff,4.0,0.0,0.0
84be407ffffffff,2.0,0.0,0.0
84be409ffffffff,11.0,2.0,0.0
84be40bffffffff,6.0,0.0,0.0
84be41dffffffff,8.0,0.0,0.0
84be421ffffffff,174.0,41.0,0.0
84be423ffffffff,1.0,0.0,0.0
84be425ffffffff,6.0,0.0,0.0
84be427ffffffff,7.0,6.0,0.0
84be429ffffffff,69.0,6.0,0.0
84be42dffffffff,11.0,0.0,0.0
84be431ffffffff,12.0,1.0,0.0
84be435ffffffff,20.0,0.0,0.0
84be437ffffffff,4.0,0.0,0.0
84be439ffffffff,209.0,53.0,0.0
84be43bffffffff,211.0,72.0,0.0
84be43dffffffff,3.0,2.0,0.0
84be465ffffffff,4.0,0.0,0.0
84be4a1ffffffff,68.0,25.0,0.0
84be4a3ffffffff,21.0,0.0,0.0
84be4a5ffffffff,1.0,0.0,0.0
84be4a9ffffffff,11.0,3.0,0.0
84be4abffffffff,40.0,6.0,0.0
84be4adffffffff,27.0,7.0,0.0
84be4b1ffffffff,7.0,2.0,0.0
84be4b3ffffffff,34.0,2.0,0.0
84be4b5ffffffff,3.0,0.0,0.0
84be4b7ffffffff,16.0,0.0,0.0
84be4e1ffffffff,8.0,2.0,0.0
84be4e5ffffffff,51.0,25.0,0.0
84be4e9ffffffff,3.0,0.0,0.0
84be4edffffffff,10.0,0.0,0.0
84be505ffffffff,1.0,0.0,0.0
84be507ffffffff,507.0,55.0,0.0
84be513ffffffff,2.0,0.0,0.0
84be515ffffffff,5.0,0.0,0.0
84be517ffffffff,15.0,4.0,0.0
84be519ffffffff,1.0,0.0,0.0
84be52bffffffff,5.0,0.0,0.0
84be539ffffffff,6.0,0.0,0.0
84be53bffffffff,2.0,0.0,0.0
84be557ffffffff,13.0,0.0,0.0
84be559ffffffff,2.0,1.0,0.0
84be591ffffffff,1.0,0.0,0.0
84be59bffffffff,4.0,0.0,0.0
84be5a5ffffffff,1.0,0.0,0.0
84be5a7ffffffff,3.0,0.0,0.0
84be5b1ffffffff,5.0,0.0,0.0
84be5b3ffffffff,5.0,0.0,0.0
84be5b9ffffffff,34.0,8.0,0.0
84be5c9ffffffff,1.0,0.0,0.0
84be5cbffffffff,4.0,0.0,0.0
84be5d1ffffffff,2.0,0.0,0.0
84be5d3ffffffff,27.0,5.0,0.0
84be5d5ffffffff,72.0,29.0,0.0
84be5dbffffffff,19.0,1.0,0.0
84be5e9ffffffff,2.0,0.0,0.0
84be5edffffffff,13.0,9.0,0.0
84bec05ffffffff,2.0,0.0,0.0
84bec07ffffffff,9.0,0.0,0.0
84bec17ffffffff,3.0,0.0,0.0
84bec19ffffffff,2.0,0.0,0.0
84bec2dffffffff,2.0,0.0,0.0
84bec4dffffffff,8.0,0.0,0.0
84bec57ffffffff,1.0,0.0,0.0
84bec59ffffffff,1.0,0.0,0.0
84bec5bffffffff,6.0,0.0,0.0
84bec5dffffffff,10.0,0.0,0.0
84bec63ffffffff,10.0,0.0,0.0
84bec89ffffffff,2.0,0.0,0.0
84bec8bffffffff,73.0,4.0,0.0
84bec93ffffffff,3.0,0.0,0.0
84bec95ffffffff,4.0,0.0,0.0
84beca3ffffffff,10.0,0.0,0.0
84becb7ffffffff,2.0,0.0,0.0
84becc3ffffffff,6.0,2.0,0.0
84becc7ffffffff,2.0,0.0,0.0
84becd1ffffffff,2.0,0.0,0.0
84becddffffffff,10.0,0.0,0.0
84bece9ffffffff,268.0,40.0,0.0
84becebffffffff,20.0,3.0,0.0
84bed19ffffffff,3.0,0.0,0.0
84bed4dffffffff,1.0,0.0,0.0
84bed5bffffffff,2.0,0.0,0.0
84bed87ffffffff,6.0,0.0,0.0
84bedb1ffffffff,3.0,0.0,0.0
84bedb3ffffffff,2.0,2.0,0.0
84bedd1ffffffff,4.0,0.0,0.0
84bedd5ffffffff,2.0,0.0,0.0
84bee03ffffffff,9.0,0.0,0.0
84bee07ffffffff,2.0,0.0,0.0
84bee11ffffffff,9.0,3.0,0.0
84bee13ffffffff,17.0,2.0,0.0
84bee15ffffffff,1.0,0.0,0.0
84bee17ffffffff,54.0,2.0,0.0
84bee19ffffffff,19.0,0.0,0.0
84bee1bffffffff,10.0,0.0,0.0
84bee21ffffffff,3.0,0.0,0.0
84bee23ffffffff,9.0,0.0,0.0
84bee25ffffffff,17.0,0.0,0.0
84bee29ffffffff,10.0,0.0,0.0
84bee2bffffffff,1.0,0.0,0.0
84bee2dffffffff,2.0,0.0,0.0
84bee31ffffffff,3.0,0.0,0.0
84bee33ffffffff,7.0,0.0,0.0
84bee35ffffffff,4.0,0.0,0.0
84bee37ffffffff,9.0,0.0,0.0
84bee39ffffffff,1.0,0.0,0.0
84bee3bffffffff,39.0,0.0,0.0
84bee3dffffffff,2.0,0.0,0.0
84bee53ffffffff,1.0,0.0,0.0
84bee63ffffffff,4.0,0.0,0.0
84bee67ffffffff,2.0,0.0,0.0
84bee69ffffffff,7.0,0.0,0.0
84bee6dffffffff,1.0,0.0,0.0
84bee85ffffffff,2.0,0.0,0.0
84bee93ffffffff,6.0,3.0,0.0
84beea3ffffffff,2.0,0.0,0.0
84beea9ffffffff,18.0,3.0,0.0
84beeabffffffff,49.0,4.0,0.0
84beeb1ffffffff,2.0,2.0,0.0
84beeb5ffffffff,2.0,2.0,0.0
84beebdffffffff,2.0,0.0,0.0
84beee5ffffffff,1.0,0.0,0.0
84beee7ffffffff,2.0,0.0,0.0
84beee9ffffffff,3.0,0.0,0.0
84beeedffffffff,9.0,0.0,0.0
84bef01ffffffff,2.0,0.0,0.0
84bef03ffffffff,7.0,0.0,0.0
84bef05ffffffff,3.0,0.0,0.0
84bef07ffffffff,199.0,0.0,0.0
84bef0bffffffff,3.0,0.0,0.0
84bef15ffffffff,6.0,0.0,0.0
84bef1bffffffff,9.0,0.0,0.0
84bef21ffffffff,113.0,0.0,0.0
84bef25ffffffff,2.0,0.0,0.0
84bef27ffffffff,2.0,0.0,0.0
84bef2bffffffff,1.0,0.0,0.0
84bef2dffffffff,4.0,0.0,0.0
84bef37ffffffff,4.0,0.0,0.0
84bef5bffffffff,2.0,0.0,0.0
84bef63ffffffff,3.0,0.0,0.0
84c9929ffffffff,2.0,0.0,0.0
84c9965ffffffff,2.0,0.0,0.0
84c9967ffffffff,2.0,0.0,0.0
