cell_id,Muscicapa striata,Muscicapa striata [striata Group],Muscicapa striata tyrrhenica/balearica
822d1ffffffffff,21.0,0.0,0.0
822d27fffffffff,8.0,0.0,0.0
822d37fffffffff,499.0,2.0,0.0
822d57fffffffff,8.0,0.0,0.0
822d5ffffffffff,14.0,0.0,0.0
822d67fffffffff,328.0,0.0,0.0
822d77fffffffff,15.0,0.0,0.0
822d87fffffffff,2.0,0.0,0.0
822d97fffffffff,19.0,0.0,0.0
822da7fffffffff,187.0,3.0,0.0
822daffffffffff,163.0,0.0,0.0
822db7fffffffff,1885.0,69.0,0.0
823447fffffffff,2.0,0.0,0.0
82344ffffffffff,6.0,0.0,0.0
82346ffffffffff,58.0,0.0,0.0
823817fffffffff,94.0,0.0,0.0
823827fffffffff,357.0,0.0,0.0
823837fffffffff,80.0,0.0,0.0
823847fffffffff,3.0,0.0,0.0
82384ffffffffff,20.0,0.0,0.0
82385ffffffffff,1.0,0.0,0.0
823867fffffffff,22.0,0.0,0.0
82386ffffffffff,115.0,0.0,0.0
823877fffffffff,20.0,0.0,0.0
8238a7fffffffff,2.0,0.0,0.0
823907fffffffff,1028.0,1.0,0.0
82390ffffffffff,1055.0,0.0,0.0
823917fffffffff,1532.0,0.0,0.0
82391ffffffffff,3043.0,74.0,0.0
823927fffffffff,998.0,0.0,0.0
82392ffffffffff,1991.0,0.0,0.0
823937fffffffff,666.0,0.0,0.0
823947fffffffff,1065.0,0.0,435.0
82394ffffffffff,5.0,0.0,0.0
823957fffffffff,849.0,0.0,9.0
82395ffffffffff,222.0,0.0,146.0
823967fffffffff,245.0,4.0,0.0
82396ffffffffff,145.0,5.0,0.0
823977fffffffff,1597.0,1.0,0.0
823987fffffffff,169.0,0.0,0.0
82398ffffffffff,202.0,0.0,0.0
823997fffffffff,79.0,0.0,0.0
82399ffffffffff,24.0,0.0,0.0
8239affffffffff,90.0,0.0,0.0
823d07fffffffff,16.0,0.0,0.0
823da7fffffffff,5.0,0.0,0.0
823e47fffffffff,383.0,4.0,0.0
823e4ffffffffff,10.0,0.0,0.0
823e5ffffffffff,2.0,0.0,0.0
823e67fffffffff,11.0,2.0,0.0
823e6ffffffffff,1426.0,190.0,0.0
823e77fffffffff,4.0,0.0,0.0
823f2ffffffffff,151.0,4.0,0.0
823f37fffffffff,74.0,0.0,0.0
823f47fffffffff,10.0,0.0,0.0
823f4ffffffffff,80.0,0.0,0.0
823f5ffffffffff,1.0,0.0,0.0
823f67fffffffff,232.0,0.0,0.0
823f6ffffffffff,109.0,0.0,0.0
823f77fffffffff,537.0,0.0,0.0
824227fffffffff,4.0,0.0,0.0
824257fffffffff,10.0,0.0,0.0
8242c7fffffffff,1127.0,0.0,0.0
8242cffffffffff,9.0,0.0,0.0
8242d7fffffffff,2.0,0.0,0.0
8242dffffffffff,39.0,0.0,0.0
8242e7fffffffff,105.0,0.0,0.0
8242effffffffff,1.0,0.0,0.0
824307fffffffff,2.0,0.0,0.0
824317fffffffff,7.0,0.0,0.0
82431ffffffffff,11.0,0.0,0.0
824327fffffffff,12.0,0.0,0.0
82432ffffffffff,4.0,0.0,0.0
824337fffffffff,11.0,0.0,0.0
824357fffffffff,5.0,0.0,0.0
824367fffffffff,148.0,0.0,0.0
824377fffffffff,25.0,0.0,0.0
824387fffffffff,17.0,0.0,0.0
82438ffffffffff,33.0,13.0,0.0
824397fffffffff,16.0,9.0,0.0
82439ffffffffff,12.0,8.0,0.0
8243a7fffffffff,385.0,17.0,0.0
8243affffffffff,498.0,2.0,0.0
8243b7fffffffff,1.0,0.0,0.0
825207fffffffff,7.0,0.0,0.0
825217fffffffff,7.0,0.0,0.0
82521ffffffffff,1.0,0.0,0.0
825237fffffffff,10.0,0.0,0.0
82524ffffffffff,2.0,1.0,0.0
82526ffffffffff,10.0,1.0,0.0
825287fffffffff,6.0,0.0,0.0
82528ffffffffff,8.0,0.0,0.0
825297fffffffff,4.0,0.0,0.0
82529ffffffffff,22.0,0.0,0.0
8252b7fffffffff,3.0,0.0,0.0
8252d7fffffffff,74.0,0.0,0.0
8252dffffffffff,2.0,0.0,0.0
82530ffffffffff,1.0,0.0,0.0
825317fffffffff,19.0,4.0,0.0
825337fffffffff,4.0,0.0,0.0
825347fffffffff,21.0,0.0,0.0
82534ffffffffff,94.0,1.0,0.0
825357fffffffff,6.0,0.0,0.0
825367fffffffff,87.0,4.0,0.0
82536ffffffffff,92.0,0.0,0.0
825377fffffffff,5.0,0.0,0.0
8253a7fffffffff,53.0,11.0,0.0
8253affffffffff,27.0,0.0,0.0
8253b7fffffffff,7.0,3.0,0.0
82540ffffffffff,2.0,0.0,0.0
825417fffffffff,4.0,2.0,0.0
825437fffffffff,5.0,0.0,0.0
825447fffffffff,1.0,0.0,0.0
8254affffffffff,5.0,2.0,0.0
8254e7fffffffff,2.0,0.0,0.0
8254f7fffffffff,6.0,0.0,0.0
82550ffffffffff,2.0,0.0,0.0
825537fffffffff,4.0,0.0,0.0
825857fffffffff,14.0,0.0,0.0
825887fffffffff,3.0,0.0,0.0
825897fffffffff,23.0,0.0,0.0
82589ffffffffff,2.0,0.0,0.0
8258cffffffffff,1.0,0.0,0.0
8258d7fffffffff,1.0,0.0,0.0
8258e7fffffffff,13.0,0.0,0.0
82592ffffffffff,1.0,0.0,0.0
825977fffffffff,2.0,0.0,0.0
826327fffffffff,2.0,0.0,0.0
826337fffffffff,44.0,14.0,0.0
8263affffffffff,4.0,0.0,0.0
826a5ffffffffff,6.0,0.0,0.0
826a67fffffffff,4.0,0.0,0.0
826a6ffffffffff,3.0,0.0,0.0
826ac7fffffffff,41.0,0.0,0.0
826acffffffffff,106.0,0.0,0.0
826adffffffffff,90.0,0.0,0.0
826ae7fffffffff,6.0,0.0,0.0
826aeffffffffff,55.0,0.0,0.0
826b6ffffffffff,4.0,0.0,0.0
82750ffffffffff,62.0,0.0,0.0
827517fffffffff,1.0,0.0,0.0
82751ffffffffff,2.0,0.0,0.0
827527fffffffff,70.0,0.0,0.0
82752ffffffffff,193.0,0.0,0.0
827537fffffffff,2.0,0.0,0.0
827577fffffffff,32.0,0.0,0.0
8275a7fffffffff,4.0,0.0,0.0
827a47fffffffff,131.0,0.0,0.0
827a4ffffffffff,94.0,0.0,0.0
827a5ffffffffff,1.0,0.0,0.0
827a67fffffffff,592.0,1.0,0.0
827a6ffffffffff,573.0,0.0,0.0
827a77fffffffff,6.0,0.0,0.0
827ac7fffffffff,2.0,0.0,0.0
827acffffffffff,57.0,0.0,0.0
827adffffffffff,18.0,0.0,0.0
827aeffffffffff,37.0,0.0,0.0
827b4ffffffffff,69.0,0.0,0.0
827b5ffffffffff,98.0,0.0,0.0
827b6ffffffffff,23.0,0.0,0.0
82828ffffffffff,8.0,0.0,0.0
8282a7fffffffff,2.0,0.0,0.0
8282b7fffffffff,2.0,0.0,0.0
8282d7fffffffff,13.0,0.0,0.0
8282f7fffffffff,2.0,0.0,0.0
828327fffffffff,3.0,0.0,0.0
82838ffffffffff,1.0,0.0,0.0
82839ffffffffff,10.0,0.0,0.0
8283affffffffff,2.0,0.0,0.0
829607fffffffff,36.0,0.0,0.0
82960ffffffffff,35.0,0.0,0.0
829617fffffffff,11.0,0.0,0.0
829627fffffffff,64.0,6.0,0.0
82962ffffffffff,60.0,2.0,0.0
829637fffffffff,9.0,0.0,0.0
829657fffffffff,2.0,0.0,0.0
829677fffffffff,4.0,0.0,0.0
829697fffffffff,407.0,0.0,0.0
82969ffffffffff,26.0,0.0,0.0
8296a7fffffffff,25.0,0.0,0.0
8296affffffffff,14.0,0.0,0.0
8296b7fffffffff,90.0,0.0,0.0
829707fffffffff,10.0,0.0,0.0
82970ffffffffff,18.0,0.0,0.0
829717fffffffff,51.0,0.0,0.0
82971ffffffffff,45.0,0.0,0.0
829727fffffffff,1.0,0.0,0.0
82972ffffffffff,214.0,63.0,0.0
829737fffffffff,2.0,0.0,0.0
829747fffffffff,66.0,0.0,0.0
82974ffffffffff,174.0,30.0,0.0
829757fffffffff,268.0,58.0,0.0
82975ffffffffff,149.0,17.0,0.0
829777fffffffff,8.0,0.0,0.0
82978ffffffffff,16.0,0.0,0.0
829797fffffffff,1.0,0.0,0.0
8297affffffffff,26.0,0.0,0.0
82ac87fffffffff,129.0,8.0,0.0
82ac8ffffffffff,48.0,0.0,0.0
82ac97fffffffff,20.0,3.0,0.0
82aca7fffffffff,103.0,14.0,0.0
82acaffffffffff,12.0,0.0,0.0
82acb7fffffffff,30.0,9.0,0.0
82ad37fffffffff,3.0,0.0,0.0
82ad87fffffffff,1.0,0.0,0.0
82ad8ffffffffff,6.0,0.0,0.0
82ad97fffffffff,7.0,0.0,0.0
82ad9ffffffffff,6.0,0.0,0.0
82ada7fffffffff,20.0,0.0,0.0
82adb7fffffffff,14.0,0.0,0.0
82bc0ffffffffff,2.0,0.0,0.0
82bc1ffffffffff,6.0,0.0,0.0
82bc47fffffffff,14.0,1.0,0.0
82bc4ffffffffff,16.0,2.0,0.0
82bc57fffffffff,4.0,2.0,0.0
82bc5ffffffffff,1.0,1.0,0.0
82bc6ffffffffff,10.0,0.0,0.0
82bc77fffffffff,1.0,0.0,0.0
82bc8ffffffffff,47.0,18.0,0.0
82bc9ffffffffff,3.0,0.0,0.0
82bcc7fffffffff,83.0,7.0,0.0
82bccffffffffff,6.0,0.0,0.0
82bcd7fffffffff,599.0,126.0,0.0
82bcdffffffffff,408.0,64.0,0.0
82bce7fffffffff,22.0,7.0,0.0
82bceffffffffff,30.0,2.0,0.0
82bcf7fffffffff,309.0,49.0,0.0
