cell_id,Pteroglossus torquatus,Pteroglossus torquatus [torquatus Group],Pteroglossus torquatus sanguineus,Pteroglossus torquatus erythropygius
844529bffffffff,5.0,0.0,0.0,0.0
84452a1ffffffff,63.0,4.0,0.0,0.0
84452a3ffffffff,26.0,2.0,0.0,0.0
84452a5ffffffff,177.0,0.0,0.0,0.0
84452a7ffffffff,30.0,2.0,0.0,0.0
84452a9ffffffff,492.0,16.0,0.0,0.0
84452abffffffff,73.0,7.0,0.0,0.0
84452adffffffff,693.0,50.0,0.0,0.0
84452b5ffffffff,18.0,4.0,0.0,0.0
84452b9ffffffff,68.0,8.0,0.0,0.0
84452bdffffffff,146.0,18.0,0.0,0.0
84452c1ffffffff,22.0,3.0,0.0,0.0
84452c3ffffffff,374.0,25.0,0.0,0.0
84452c5ffffffff,78.0,12.0,0.0,0.0
84452c7ffffffff,262.0,29.0,0.0,0.0
84452c9ffffffff,46.0,13.0,0.0,0.0
84452cbffffffff,12.0,0.0,0.0,0.0
84452cdffffffff,5.0,0.0,0.0,0.0
84452d5ffffffff,20.0,0.0,0.0,0.0
84452d9ffffffff,150.0,49.0,0.0,0.0
84452dbffffffff,18.0,0.0,0.0,0.0
84452ddffffffff,10.0,0.0,0.0,0.0
84452e1ffffffff,4955.0,172.0,0.0,0.0
84452e3ffffffff,552.0,7.0,0.0,0.0
84452e5ffffffff,1213.0,50.0,0.0,0.0
84452e7ffffffff,170.0,0.0,0.0,0.0
84452e9ffffffff,236.0,6.0,0.0,0.0
84452ebffffffff,1571.0,194.0,0.0,0.0
84452edffffffff,85.0,2.0,0.0,0.0
8445303ffffffff,3.0,0.0,0.0,0.0
8445305ffffffff,16.0,0.0,0.0,0.0
8445309ffffffff,10.0,0.0,0.0,0.0
844530dffffffff,2.0,0.0,0.0,0.0
8445319ffffffff,91.0,0.0,0.0,0.0
8445321ffffffff,28.0,0.0,0.0,0.0
8445329ffffffff,2.0,0.0,0.0,0.0
844532bffffffff,84.0,0.0,0.0,0.0
844532dffffffff,2.0,0.0,0.0,0.0
8445343ffffffff,97.0,0.0,0.0,0.0
8445345ffffffff,7.0,0.0,0.0,0.0
8445349ffffffff,3.0,0.0,0.0,0.0
844534dffffffff,5.0,0.0,0.0,0.0
8445351ffffffff,52.0,0.0,0.0,0.0
8445353ffffffff,4.0,0.0,0.0,0.0
8445355ffffffff,3.0,0.0,0.0,0.0
8445357ffffffff,3.0,0.0,0.0,0.0
8445363ffffffff,34.0,0.0,0.0,0.0
8445365ffffffff,40.0,0.0,0.0,0.0
8445367ffffffff,12.0,0.0,0.0,0.0
8445649ffffffff,26.0,2.0,0.0,0.0
8445767ffffffff,8.0,1.0,0.0,0.0
8449961ffffffff,138.0,6.0,0.0,0.0
8449969ffffffff,200.0,2.0,0.0,0.0
844996bffffffff,4.0,0.0,0.0,0.0
844996dffffffff,2.0,0.0,0.0,0.0
846600dffffffff,2.0,0.0,0.0,0.0
8466021ffffffff,22.0,0.0,0.0,0.0
8466023ffffffff,31.0,0.0,0.0,0.0
8466025ffffffff,11.0,0.0,0.0,0.0
8466027ffffffff,10.0,0.0,0.0,0.0
846602bffffffff,1.0,0.0,0.0,0.0
8466035ffffffff,6.0,0.0,0.0,0.0
846603dffffffff,6.0,0.0,0.0,0.0
8466057ffffffff,5.0,0.0,0.0,0.0
8466067ffffffff,3.0,0.0,0.0,0.0
846606bffffffff,6.0,0.0,0.0,0.0
8466085ffffffff,16.0,0.0,0.0,0.0
846608dffffffff,1065.0,9.0,0.0,0.0
84660a1ffffffff,17.0,0.0,0.0,0.0
84660a3ffffffff,2.0,0.0,0.0,0.0
84660a5ffffffff,32.0,0.0,0.0,0.0
84660a7ffffffff,558.0,16.0,0.0,0.0
84660a9ffffffff,8.0,0.0,0.0,0.0
84660abffffffff,3.0,0.0,0.0,0.0
84660adffffffff,15.0,0.0,0.0,0.0
84660bdffffffff,2.0,0.0,0.0,0.0
84660c5ffffffff,8.0,0.0,0.0,0.0
84660c7ffffffff,3.0,0.0,0.0,0.0
84660e1ffffffff,19.0,0.0,0.0,0.0
84660e3ffffffff,11.0,0.0,0.0,0.0
84660e5ffffffff,3.0,0.0,0.0,0.0
84660e7ffffffff,38.0,0.0,0.0,0.0
84660ebffffffff,51.0,0.0,0.0,0.0
8466101ffffffff,2.0,0.0,0.0,0.0
8466103ffffffff,7.0,0.0,0.0,0.0
8466105ffffffff,22.0,0.0,0.0,0.0
8466107ffffffff,1501.0,144.0,0.0,0.0
846610bffffffff,7.0,0.0,0.0,0.0
846610dffffffff,4.0,0.0,0.0,0.0
8466111ffffffff,10.0,0.0,0.0,0.0
8466113ffffffff,58.0,0.0,22.0,0.0
8466117ffffffff,26.0,0.0,10.0,0.0
8466119ffffffff,85.0,0.0,0.0,0.0
846611bffffffff,3.0,0.0,0.0,0.0
846611dffffffff,4.0,0.0,0.0,0.0
8466123ffffffff,2.0,0.0,0.0,0.0
8466129ffffffff,42.0,0.0,0.0,0.0
8466131ffffffff,94.0,19.0,0.0,0.0
8466135ffffffff,2.0,0.0,0.0,0.0
8466139ffffffff,1196.0,91.0,0.0,0.0
846613bffffffff,8.0,0.0,0.0,0.0
846613dffffffff,31.0,1.0,0.0,0.0
8466153ffffffff,17.0,0.0,0.0,0.0
846615bffffffff,5.0,0.0,0.0,0.0
8466161ffffffff,3.0,0.0,0.0,0.0
8466163ffffffff,375.0,51.0,0.0,0.0
8466165ffffffff,236.0,25.0,0.0,0.0
8466167ffffffff,95.0,3.0,0.0,0.0
8466185ffffffff,2.0,0.0,0.0,0.0
8466191ffffffff,74.0,2.0,0.0,0.0
8466193ffffffff,779.0,17.0,0.0,0.0
8466197ffffffff,109.0,0.0,0.0,0.0
8466199ffffffff,131.0,4.0,0.0,0.0
846619bffffffff,816.0,49.0,0.0,0.0
846619dffffffff,4.0,0.0,0.0,0.0
84661a1ffffffff,1.0,0.0,1.0,0.0
84661a5ffffffff,219.0,0.0,11.0,0.0
84661a7ffffffff,9.0,0.0,0.0,0.0
84661adffffffff,126.0,0.0,7.0,0.0
84661b1ffffffff,61.0,0.0,16.0,0.0
84661b5ffffffff,4.0,0.0,0.0,0.0
84661b7ffffffff,22.0,0.0,13.0,0.0
84661b9ffffffff,5.0,0.0,0.0,0.0
84661bdffffffff,17.0,0.0,4.0,0.0
84661c3ffffffff,6.0,0.0,0.0,0.0
84661c5ffffffff,4.0,0.0,0.0,0.0
84661c9ffffffff,9.0,0.0,0.0,0.0
84661cbffffffff,9.0,0.0,0.0,0.0
84661cdffffffff,44.0,0.0,10.0,0.0
84661d1ffffffff,55.0,2.0,0.0,0.0
84661d3ffffffff,9.0,0.0,0.0,0.0
84661d5ffffffff,3.0,0.0,0.0,0.0
84661d7ffffffff,52.0,7.0,0.0,0.0
84661d9ffffffff,2.0,0.0,0.0,0.0
84661ddffffffff,44.0,0.0,0.0,0.0
84661e9ffffffff,5.0,0.0,0.0,0.0
84661ebffffffff,326.0,0.0,8.0,0.0
8466201ffffffff,66.0,3.0,0.0,0.0
8466203ffffffff,14.0,0.0,0.0,0.0
8466205ffffffff,120.0,12.0,0.0,0.0
8466207ffffffff,6.0,2.0,0.0,0.0
846622bffffffff,545.0,59.0,0.0,0.0
846628bffffffff,2.0,0.0,0.0,0.0
846629dffffffff,25.0,0.0,0.0,0.0
84662b7ffffffff,1.0,0.0,0.0,0.0
84662d3ffffffff,15.0,0.0,0.0,0.0
84662d9ffffffff,1.0,0.0,0.0,0.0
84662e1ffffffff,4.0,0.0,0.0,0.0
84662e9ffffffff,13.0,0.0,0.0,0.0
8466a01ffffffff,92.0,0.0,0.0,0.0
8466a05ffffffff,73.0,0.0,0.0,0.0
8466a09ffffffff,13.0,0.0,0.0,0.0
8466a0bffffffff,1031.0,66.0,0.0,0.0
8466a0dffffffff,1.0,0.0,0.0,0.0
8466a1dffffffff,10.0,0.0,0.0,0.0
8466a51ffffffff,4150.0,346.0,0.0,0.0
8466a53ffffffff,2.0,0.0,0.0,0.0
8466a55ffffffff,141.0,12.0,0.0,0.0
8466a57ffffffff,173.0,2.0,0.0,0.0
8466a59ffffffff,41.0,2.0,0.0,0.0
8466a5bffffffff,180.0,14.0,0.0,0.0
8466a5dffffffff,173.0,11.0,0.0,0.0
8466a65ffffffff,94.0,0.0,0.0,0.0
8466a67ffffffff,8.0,0.0,0.0,0.0
8466ad9ffffffff,1.0,0.0,0.0,0.0
8466b49ffffffff,2314.0,0.0,0.0,0.0
8466b4bffffffff,44.0,0.0,0.0,0.0
8466b4dffffffff,1429.0,0.0,0.0,0.0
8466b59ffffffff,192.0,6.0,0.0,0.0
8466b5bffffffff,300.0,7.0,0.0,0.0
8466d01ffffffff,43.0,0.0,18.0,0.0
8466d03ffffffff,18.0,0.0,7.0,0.0
8466d05ffffffff,36.0,0.0,17.0,4.0
8466d07ffffffff,209.0,0.0,83.0,22.0
8466d0bffffffff,292.0,0.0,6.0,0.0
8466d0dffffffff,235.0,0.0,79.0,0.0
8466d21ffffffff,5.0,0.0,0.0,0.0
8466d23ffffffff,124.0,0.0,7.0,54.0
8466d25ffffffff,16.0,0.0,0.0,0.0
8466d27ffffffff,76.0,0.0,0.0,26.0
8466d29ffffffff,1.0,0.0,0.0,1.0
8466d31ffffffff,2327.0,0.0,0.0,952.0
8466d35ffffffff,2952.0,0.0,0.0,1324.0
8466d37ffffffff,201.0,0.0,0.0,81.0
8466d3dffffffff,38.0,0.0,0.0,18.0
8466d47ffffffff,1.0,0.0,0.0,0.0
8466d49ffffffff,2.0,0.0,0.0,0.0
8466d4bffffffff,5.0,0.0,0.0,0.0
8466d51ffffffff,3.0,0.0,0.0,0.0
8466d55ffffffff,41.0,0.0,6.0,0.0
8466e09ffffffff,2.0,0.0,0.0,0.0
8466e43ffffffff,1.0,0.0,0.0,0.0
8466e45ffffffff,75.0,0.0,0.0,0.0
8466e49ffffffff,45.0,0.0,0.0,0.0
8466e4dffffffff,14.0,0.0,0.0,0.0
8466e69ffffffff,55.0,0.0,0.0,0.0
8466e6dffffffff,1.0,0.0,0.0,0.0
8466f01ffffffff,75.0,0.0,6.0,0.0
8466f03ffffffff,836.0,0.0,155.0,0.0
8466f0bffffffff,1129.0,0.0,209.0,0.0
8466f1dffffffff,79.0,0.0,8.0,0.0
8466f35ffffffff,32.0,0.0,0.0,0.0
8466f51ffffffff,2.0,0.0,0.0,0.0
8466f57ffffffff,4.0,0.0,0.0,0.0
8466f59ffffffff,4.0,0.0,4.0,0.0
8466f5dffffffff,13.0,0.0,0.0,0.0
8467437ffffffff,2.0,0.0,0.0,0.0
8467531ffffffff,2.0,0.0,0.0,0.0
84675c1ffffffff,2.0,0.0,0.0,0.0
84675cbffffffff,58.0,2.0,0.0,0.0
8467903ffffffff,2.0,0.0,0.0,0.0
8467909ffffffff,16.0,0.0,0.0,0.0
846790bffffffff,3.0,0.0,0.0,0.0
846790dffffffff,7.0,0.0,0.0,0.0
8467915ffffffff,2.0,0.0,0.0,0.0
8467921ffffffff,5.0,0.0,0.0,0.0
846792dffffffff,13.0,0.0,0.0,0.0
8467933ffffffff,5.0,0.0,0.0,0.0
8467937ffffffff,2.0,0.0,0.0,0.0
846793bffffffff,13.0,0.0,0.0,0.0
8467945ffffffff,11.0,0.0,0.0,0.0
8467947ffffffff,3.0,0.0,0.0,0.0
846794dffffffff,4.0,0.0,0.0,0.0
8467961ffffffff,75.0,0.0,0.0,0.0
8467963ffffffff,4.0,0.0,0.0,0.0
8467965ffffffff,1.0,0.0,0.0,0.0
8467967ffffffff,3.0,0.0,0.0,0.0
8467969ffffffff,5.0,0.0,0.0,0.0
846796bffffffff,1.0,0.0,0.0,0.0
84679a1ffffffff,803.0,0.0,0.0,0.0
84679a3ffffffff,104.0,0.0,0.0,0.0
84679a5ffffffff,5919.0,0.0,0.0,0.0
84679a7ffffffff,650.0,0.0,0.0,0.0
84679adffffffff,82.0,2.0,0.0,0.0
84679b3ffffffff,132.0,8.0,0.0,0.0
84679b5ffffffff,250.0,0.0,0.0,0.0
84679b7ffffffff,986.0,0.0,0.0,0.0
84679e5ffffffff,2.0,0.0,0.0,0.0
846d043ffffffff,2.0,0.0,0.0,0.0
846d049ffffffff,6.0,0.0,0.0,0.0
846d04bffffffff,28.0,9.0,0.0,0.0
846d053ffffffff,2.0,0.0,0.0,0.0
846d059ffffffff,23.0,0.0,0.0,0.0
846d05bffffffff,153.0,37.0,0.0,0.0
846d05dffffffff,2.0,0.0,0.0,0.0
846d201ffffffff,10.0,0.0,0.0,0.0
846d203ffffffff,25.0,0.0,0.0,0.0
846d207ffffffff,2.0,0.0,0.0,0.0
846d209ffffffff,5.0,0.0,0.0,0.0
846d20bffffffff,7.0,0.0,0.0,0.0
846d20dffffffff,1.0,0.0,0.0,0.0
846d211ffffffff,1.0,0.0,0.0,0.0
846d219ffffffff,11.0,0.0,0.0,0.0
846d21bffffffff,64.0,10.0,0.0,0.0
846d21dffffffff,216.0,22.0,0.0,0.0
846d221ffffffff,2.0,0.0,0.0,0.0
846d223ffffffff,15.0,0.0,0.0,0.0
846d225ffffffff,2.0,0.0,0.0,0.0
846d229ffffffff,2.0,0.0,0.0,0.0
846d22bffffffff,6.0,0.0,0.0,0.0
846d231ffffffff,7.0,0.0,0.0,0.0
846d233ffffffff,1.0,0.0,0.0,0.0
846d239ffffffff,1.0,0.0,0.0,0.0
846d23dffffffff,41.0,8.0,0.0,0.0
846d251ffffffff,1.0,0.0,0.0,0.0
846d253ffffffff,7.0,0.0,0.0,0.0
846d255ffffffff,22.0,0.0,0.0,0.0
846d257ffffffff,13.0,0.0,0.0,0.0
846d267ffffffff,2.0,0.0,0.0,0.0
846d26bffffffff,1.0,0.0,0.0,0.0
846d287ffffffff,32.0,0.0,0.0,0.0
846d293ffffffff,6.0,0.0,0.0,0.0
846d295ffffffff,762.0,14.0,0.0,0.0
846d297ffffffff,15.0,0.0,0.0,0.0
846d2a1ffffffff,26.0,5.0,0.0,0.0
846d2a9ffffffff,11.0,0.0,0.0,0.0
846d2abffffffff,4.0,0.0,0.0,0.0
846d2adffffffff,3.0,0.0,0.0,0.0
846d2b9ffffffff,717.0,0.0,0.0,0.0
846d2bbffffffff,3.0,0.0,0.0,0.0
846d2bdffffffff,23.0,0.0,0.0,0.0
846d2c1ffffffff,86.0,32.0,0.0,0.0
846d2c3ffffffff,52.0,5.0,0.0,0.0
846d2c5ffffffff,8.0,0.0,0.0,0.0
846d2c7ffffffff,7.0,0.0,0.0,0.0
846d2c9ffffffff,455.0,73.0,0.0,0.0
846d2cbffffffff,149.0,40.0,0.0,0.0
846d2cdffffffff,3.0,0.0,0.0,0.0
846d2d1ffffffff,134.0,53.0,0.0,0.0
846d2d3ffffffff,10.0,5.0,0.0,0.0
846d2d5ffffffff,2.0,0.0,0.0,0.0
846d2d9ffffffff,28.0,14.0,0.0,0.0
846d2dbffffffff,25.0,0.0,0.0,0.0
846d2ddffffffff,27.0,11.0,0.0,0.0
846d2e5ffffffff,61.0,22.0,0.0,0.0
846d2ebffffffff,5.0,0.0,0.0,0.0
846d305ffffffff,3.0,0.0,0.0,0.0
846d309ffffffff,2.0,0.0,0.0,0.0
846d30dffffffff,188.0,14.0,0.0,0.0
846d319ffffffff,58.0,11.0,0.0,0.0
846d31bffffffff,32.0,0.0,0.0,0.0
846d34bffffffff,12.0,2.0,0.0,0.0
846d351ffffffff,2.0,0.0,0.0,0.0
846d357ffffffff,3.0,0.0,0.0,0.0
846d35bffffffff,5.0,0.0,0.0,0.0
846d35dffffffff,208.0,10.0,0.0,0.0
846d369ffffffff,6.0,0.0,0.0,0.0
846d36bffffffff,2.0,0.0,0.0,0.0
846d603ffffffff,3.0,0.0,0.0,0.0
846d605ffffffff,15.0,0.0,0.0,0.0
846d607ffffffff,18.0,0.0,0.0,0.0
846d60dffffffff,31.0,0.0,0.0,0.0
846d613ffffffff,79.0,0.0,0.0,0.0
846d617ffffffff,322.0,0.0,0.0,0.0
846d619ffffffff,3.0,0.0,0.0,0.0
846d61bffffffff,20.0,0.0,0.0,0.0
846d643ffffffff,2.0,0.0,0.0,0.0
846d64bffffffff,17.0,0.0,0.0,0.0
846d651ffffffff,660.0,0.0,0.0,0.0
846d653ffffffff,246.0,0.0,0.0,0.0
846d655ffffffff,32.0,0.0,0.0,0.0
846d657ffffffff,15.0,0.0,0.0,0.0
846d659ffffffff,7.0,0.0,0.0,0.0
846d65bffffffff,45.0,0.0,0.0,0.0
846d65dffffffff,7.0,0.0,0.0,0.0
846d665ffffffff,24.0,0.0,0.0,0.0
846d667ffffffff,10.0,0.0,0.0,0.0
846d66bffffffff,2.0,0.0,0.0,0.0
846d66dffffffff,69.0,0.0,0.0,0.0
846d681ffffffff,345.0,0.0,0.0,0.0
846d683ffffffff,186.0,0.0,0.0,0.0
846d685ffffffff,2.0,0.0,0.0,0.0
846d687ffffffff,18.0,0.0,0.0,0.0
846d689ffffffff,218.0,0.0,0.0,0.0
846d68bffffffff,2141.0,0.0,0.0,0.0
846d68dffffffff,37.0,0.0,0.0,0.0
846d691ffffffff,255.0,0.0,0.0,0.0
846d695ffffffff,57.0,0.0,0.0,0.0
846d699ffffffff,1109.0,0.0,0.0,0.0
846d69bffffffff,1723.0,0.0,0.0,0.0
846d69dffffffff,4948.0,0.0,0.0,0.0
846d6abffffffff,2.0,0.0,0.0,0.0
846d6b1ffffffff,11.0,0.0,0.0,0.0
846d6b9ffffffff,20.0,0.0,0.0,0.0
846d6bbffffffff,864.0,0.0,0.0,0.0
846d6bdffffffff,7.0,0.0,0.0,0.0
846d6c9ffffffff,7.0,0.0,0.0,0.0
846d6d1ffffffff,51.0,0.0,0.0,0.0
846d6d3ffffffff,798.0,0.0,0.0,0.0
846d6d5ffffffff,82.0,0.0,0.0,0.0
846d6d7ffffffff,39.0,0.0,0.0,0.0
846d6dbffffffff,8.0,0.0,0.0,0.0
846d6ddffffffff,2.0,0.0,0.0,0.0
846d6e1ffffffff,4.0,0.0,0.0,0.0
846d6e9ffffffff,308.0,0.0,0.0,0.0
846d6ebffffffff,7.0,0.0,0.0,0.0
846d6edffffffff,39.0,0.0,0.0,0.0
846d741ffffffff,55.0,0.0,0.0,0.0
846d743ffffffff,63.0,0.0,0.0,0.0
846d745ffffffff,52.0,0.0,0.0,0.0
846d747ffffffff,14.0,0.0,0.0,0.0
846d749ffffffff,28.0,0.0,0.0,0.0
846d74bffffffff,170.0,0.0,0.0,0.0
846d74dffffffff,2.0,0.0,0.0,0.0
846d751ffffffff,10.0,0.0,0.0,0.0
846d759ffffffff,13.0,0.0,0.0,0.0
846d75bffffffff,16.0,0.0,0.0,0.0
846d75dffffffff,93.0,0.0,0.0,0.0
848f0d1ffffffff,5.0,0.0,0.0,0.0
848f0d9ffffffff,3.0,0.0,0.0,2.0
848f0dbffffffff,414.0,0.0,0.0,182.0
848f21bffffffff,2.0,0.0,0.0,0.0
848f285ffffffff,12.0,0.0,0.0,8.0
848f289ffffffff,4.0,0.0,0.0,3.0
848f28dffffffff,45.0,0.0,0.0,8.0
848f291ffffffff,24.0,0.0,0.0,20.0
848f295ffffffff,145.0,0.0,0.0,62.0
848f2a9ffffffff,154.0,0.0,0.0,71.0
848f2abffffffff,11.0,0.0,0.0,2.0
848f2b3ffffffff,7.0,0.0,0.0,0.0
848f2b9ffffffff,24.0,0.0,0.0,5.0
848f2bbffffffff,93.0,0.0,0.0,25.0
848f2bdffffffff,1.0,0.0,0.0,0.0
848f2c1ffffffff,2.0,0.0,0.0,0.0
848f2c3ffffffff,15.0,0.0,0.0,9.0
848f2c5ffffffff,2.0,0.0,0.0,2.0
848f2c9ffffffff,16.0,0.0,0.0,8.0
848f2cbffffffff,79.0,0.0,0.0,24.0
848f2cdffffffff,176.0,0.0,0.0,41.0
848f2d5ffffffff,2.0,0.0,0.0,1.0
848f2ddffffffff,6.0,0.0,0.0,4.0
848f2e3ffffffff,3.0,0.0,0.0,0.0
848f2e7ffffffff,4.0,0.0,0.0,0.0
848f2e9ffffffff,2.0,0.0,0.0,0.0
848f2ebffffffff,4.0,0.0,0.0,0.0
848f765ffffffff,19.0,0.0,0.0,2.0
