cell_id,Dicrurus caerulescens,Dicrurus caerulescens caerulescens,Dicrurus caerulescens leucopygialis/insularis
843d999ffffffff,2.0,0.0,0.0
843d9a3ffffffff,2.0,0.0,0.0
843d9a5ffffffff,5.0,0.0,0.0
843d9a7ffffffff,128.0,0.0,0.0
843d9abffffffff,1.0,0.0,0.0
843d9adffffffff,48.0,0.0,0.0
843d9b1ffffffff,1.0,0.0,0.0
843d9b7ffffffff,1197.0,0.0,0.0
843d9b9ffffffff,55.0,0.0,0.0
843d9bbffffffff,5.0,0.0,0.0
843d9d1ffffffff,157.0,0.0,0.0
843d9d3ffffffff,115.0,0.0,0.0
843d9dbffffffff,291.0,0.0,0.0
843d9e5ffffffff,761.0,0.0,0.0
843d9e7ffffffff,96.0,0.0,0.0
843d9edffffffff,74.0,0.0,0.0
843da11ffffffff,11.0,0.0,0.0
843da1dffffffff,6.0,0.0,0.0
843da21ffffffff,136.0,0.0,0.0
843da2bffffffff,2.0,0.0,0.0
843da37ffffffff,61.0,0.0,0.0
843da3dffffffff,7.0,0.0,0.0
843da91ffffffff,11.0,0.0,0.0
843da93ffffffff,5.0,0.0,0.0
843da95ffffffff,16.0,0.0,0.0
843da97ffffffff,42.0,0.0,0.0
843da99ffffffff,21.0,0.0,0.0
843da9dffffffff,7.0,0.0,0.0
843daa5ffffffff,4.0,0.0,0.0
843dac9ffffffff,2.0,0.0,0.0
843dad1ffffffff,36.0,0.0,0.0
843dad5ffffffff,1.0,0.0,0.0
843dad7ffffffff,22.0,0.0,0.0
843dad9ffffffff,8.0,0.0,0.0
843daddffffffff,150.0,0.0,0.0
843db03ffffffff,8.0,0.0,0.0
843db07ffffffff,25.0,0.0,0.0
843db09ffffffff,6.0,0.0,0.0
843db13ffffffff,330.0,0.0,0.0
843db15ffffffff,2.0,0.0,0.0
843db25ffffffff,11.0,0.0,0.0
843db27ffffffff,2.0,0.0,0.0
843db2bffffffff,2.0,0.0,0.0
843db2dffffffff,37.0,0.0,0.0
843db31ffffffff,35.0,0.0,0.0
843db33ffffffff,5.0,0.0,0.0
843db35ffffffff,143.0,0.0,0.0
843db37ffffffff,64.0,0.0,0.0
843db39ffffffff,28.0,0.0,0.0
843db3bffffffff,7.0,0.0,0.0
843db3dffffffff,1.0,0.0,0.0
843db47ffffffff,2.0,0.0,0.0
843db51ffffffff,14.0,0.0,0.0
843db53ffffffff,1.0,0.0,0.0
843db5bffffffff,2.0,0.0,0.0
843db61ffffffff,15.0,0.0,0.0
843db65ffffffff,29.0,0.0,0.0
843db67ffffffff,88.0,0.0,0.0
843db6bffffffff,4.0,0.0,0.0
843db6dffffffff,6.0,0.0,0.0
8442c27ffffffff,2.0,0.0,0.0
8442c81ffffffff,2.0,0.0,0.0
8442c83ffffffff,5.0,0.0,0.0
8442c8bffffffff,15.0,0.0,0.0
8442c91ffffffff,1.0,0.0,0.0
8442ca7ffffffff,3.0,0.0,0.0
8442ca9ffffffff,3.0,0.0,0.0
8442cabffffffff,23.0,0.0,0.0
8442cb9ffffffff,13.0,0.0,0.0
8442cbdffffffff,10.0,0.0,0.0
8442cc3ffffffff,3.0,0.0,0.0
8442cc5ffffffff,90.0,0.0,0.0
8442cc7ffffffff,253.0,0.0,0.0
8442ccbffffffff,2.0,0.0,0.0
8442cd1ffffffff,70.0,0.0,0.0
8442cd3ffffffff,3.0,0.0,0.0
8442cdbffffffff,66.0,0.0,0.0
8442cddffffffff,53.0,0.0,0.0
8442ce3ffffffff,34.0,0.0,0.0
8442cebffffffff,13.0,0.0,0.0
8442d1bffffffff,2.0,0.0,0.0
8442d91ffffffff,2.0,0.0,0.0
8442d93ffffffff,112.0,0.0,0.0
8442d97ffffffff,60.0,0.0,0.0
8442d9bffffffff,4.0,0.0,0.0
8442db1ffffffff,2.0,0.0,0.0
8442db3ffffffff,39.0,0.0,0.0
8442db5ffffffff,14.0,0.0,0.0
8442db7ffffffff,165.0,0.0,0.0
8442dbbffffffff,15.0,0.0,0.0
8442dc1ffffffff,1.0,0.0,0.0
8442dcdffffffff,10.0,0.0,0.0
8442eb1ffffffff,23.0,0.0,0.0
8442eb3ffffffff,121.0,0.0,0.0
8442eb5ffffffff,5.0,0.0,0.0
8442eb7ffffffff,18.0,0.0,0.0
8460065ffffffff,12.0,0.0,0.0
8460101ffffffff,8.0,0.0,0.0
8460103ffffffff,3.0,0.0,0.0
8460105ffffffff,11.0,0.0,0.0
8460107ffffffff,1.0,0.0,0.0
8460109ffffffff,4.0,0.0,0.0
846012bffffffff,9.0,0.0,0.0
8460141ffffffff,23.0,0.0,0.0
8460143ffffffff,36.0,0.0,0.0
8460145ffffffff,260.0,0.0,0.0
8460147ffffffff,12.0,0.0,0.0
8460149ffffffff,407.0,0.0,0.0
846014bffffffff,45.0,0.0,0.0
846014dffffffff,1188.0,0.0,0.0
8460151ffffffff,3.0,0.0,0.0
8460159ffffffff,25.0,0.0,0.0
846015bffffffff,9.0,0.0,0.0
846015dffffffff,96.0,0.0,0.0
8460161ffffffff,24.0,0.0,0.0
8460163ffffffff,2.0,0.0,0.0
8460167ffffffff,4.0,0.0,0.0
8460169ffffffff,87.0,0.0,0.0
846016bffffffff,61.0,0.0,0.0
846016dffffffff,13.0,0.0,0.0
8460261ffffffff,39.0,0.0,0.0
846026dffffffff,17.0,0.0,0.0
8460307ffffffff,3.0,0.0,0.0
8460309ffffffff,4.0,0.0,0.0
846030bffffffff,175.0,0.0,0.0
8460311ffffffff,108.0,0.0,0.0
8460315ffffffff,7.0,0.0,0.0
846031dffffffff,270.0,0.0,0.0
8460323ffffffff,25.0,0.0,0.0
8460327ffffffff,47.0,0.0,0.0
8460331ffffffff,25.0,0.0,0.0
8460333ffffffff,3.0,0.0,0.0
8460335ffffffff,335.0,0.0,0.0
8460337ffffffff,56.0,0.0,0.0
8460339ffffffff,54.0,0.0,0.0
846033bffffffff,61.0,0.0,0.0
846033dffffffff,8.0,0.0,0.0
8460351ffffffff,52.0,0.0,0.0
8460353ffffffff,12.0,0.0,0.0
8460357ffffffff,19.0,0.0,0.0
8460825ffffffff,6.0,0.0,0.0
846084dffffffff,68.0,0.0,0.0
8460881ffffffff,52.0,0.0,0.0
8460883ffffffff,5.0,0.0,0.0
8460885ffffffff,26.0,0.0,0.0
8460887ffffffff,101.0,0.0,0.0
8460889ffffffff,4.0,0.0,0.0
846088bffffffff,22.0,0.0,0.0
846088dffffffff,116.0,0.0,0.0
84608a1ffffffff,2.0,0.0,0.0
84608a3ffffffff,19.0,0.0,0.0
84608a7ffffffff,2.0,0.0,0.0
84608abffffffff,11.0,0.0,0.0
84608b1ffffffff,2.0,0.0,0.0
84608b5ffffffff,412.0,0.0,0.0
84608b9ffffffff,15.0,0.0,0.0
84608bdffffffff,169.0,0.0,0.0
84608d1ffffffff,8.0,0.0,0.0
84608d5ffffffff,32.0,0.0,0.0
84608d7ffffffff,31.0,0.0,0.0
84608ddffffffff,21.0,0.0,0.0
84608e3ffffffff,4.0,0.0,0.0
8460901ffffffff,6.0,0.0,0.0
8460907ffffffff,2.0,0.0,0.0
8460911ffffffff,6.0,0.0,0.0
8460913ffffffff,21.0,0.0,0.0
846091dffffffff,2.0,0.0,0.0
8460921ffffffff,16.0,0.0,0.0
8460923ffffffff,2.0,0.0,0.0
8460925ffffffff,660.0,0.0,0.0
8460927ffffffff,321.0,0.0,0.0
8460929ffffffff,2.0,0.0,0.0
846092dffffffff,13.0,0.0,0.0
8460931ffffffff,54.0,0.0,0.0
8460937ffffffff,6.0,0.0,0.0
8460939ffffffff,46.0,0.0,0.0
846093bffffffff,47.0,0.0,0.0
846093dffffffff,18.0,0.0,0.0
8460941ffffffff,5.0,0.0,0.0
8460945ffffffff,1.0,0.0,0.0
846094bffffffff,17.0,0.0,0.0
846094dffffffff,49.0,0.0,0.0
8460959ffffffff,4.0,0.0,0.0
8460961ffffffff,5.0,0.0,0.0
8460965ffffffff,697.0,0.0,0.0
8460969ffffffff,2.0,0.0,0.0
846096bffffffff,7.0,0.0,0.0
846096dffffffff,5.0,0.0,0.0
8460989ffffffff,1.0,0.0,0.0
8460993ffffffff,3.0,0.0,0.0
8460997ffffffff,11.0,0.0,0.0
846099bffffffff,2.0,0.0,0.0
84609a5ffffffff,4.0,0.0,0.0
84609a9ffffffff,2.0,0.0,0.0
84609b3ffffffff,3.0,0.0,0.0
84609b5ffffffff,10.0,0.0,0.0
84609b7ffffffff,34.0,0.0,0.0
84609bbffffffff,1.0,0.0,0.0
84609c7ffffffff,2.0,0.0,0.0
84609e1ffffffff,13.0,0.0,0.0
84609e3ffffffff,26.0,0.0,0.0
84609e5ffffffff,3.0,0.0,0.0
84609e7ffffffff,6.0,0.0,0.0
84609e9ffffffff,13.0,0.0,0.0
84609ebffffffff,2.0,0.0,0.0
84609edffffffff,7.0,0.0,0.0
8460a13ffffffff,3.0,0.0,0.0
8460a1bffffffff,26.0,0.0,0.0
8460a25ffffffff,66.0,0.0,0.0
8460a27ffffffff,518.0,0.0,0.0
8460a2dffffffff,5.0,0.0,0.0
8460a39ffffffff,11.0,0.0,0.0
8460a41ffffffff,5.0,0.0,0.0
8460a45ffffffff,9.0,0.0,0.0
8460a49ffffffff,18.0,0.0,0.0
8460a4bffffffff,1.0,0.0,0.0
8460a61ffffffff,557.0,0.0,0.0
8460a63ffffffff,46.0,0.0,0.0
8460a65ffffffff,2.0,0.0,0.0
8460a67ffffffff,2.0,0.0,0.0
8460a69ffffffff,10.0,0.0,0.0
8460a83ffffffff,1.0,0.0,0.0
8460a89ffffffff,5.0,0.0,0.0
8460a8bffffffff,4.0,0.0,0.0
8460a91ffffffff,415.0,0.0,0.0
8460a95ffffffff,43.0,0.0,0.0
8460a97ffffffff,72.0,0.0,0.0
8460a99ffffffff,90.0,0.0,0.0
8460a9dffffffff,34.0,0.0,0.0
8460ab1ffffffff,2.0,0.0,0.0
8460ab3ffffffff,1.0,0.0,0.0
8460ab7ffffffff,9.0,0.0,0.0
8460ab9ffffffff,3.0,0.0,0.0
8460acdffffffff,2.0,0.0,0.0
8460b09ffffffff,2.0,0.0,0.0
8460b11ffffffff,12.0,0.0,0.0
8460b15ffffffff,6.0,0.0,0.0
8460b17ffffffff,34.0,0.0,0.0
8460b19ffffffff,101.0,0.0,0.0
8460b1bffffffff,41.0,0.0,0.0
8460b27ffffffff,3.0,0.0,0.0
8460b29ffffffff,20.0,0.0,0.0
8460b2bffffffff,7.0,0.0,0.0
8460b37ffffffff,7.0,0.0,0.0
8460b3bffffffff,2.0,0.0,0.0
8460b3dffffffff,52.0,0.0,0.0
8460b41ffffffff,7.0,0.0,0.0
8460b45ffffffff,3.0,0.0,0.0
8460b47ffffffff,35.0,0.0,0.0
8460b4dffffffff,2.0,0.0,0.0
8460b53ffffffff,3.0,0.0,0.0
8460b61ffffffff,2.0,0.0,0.0
8460b63ffffffff,1.0,0.0,0.0
8460b65ffffffff,1.0,0.0,0.0
8460b69ffffffff,2.0,0.0,0.0
8460b6bffffffff,6.0,0.0,0.0
8460b6dffffffff,11.0,0.0,0.0
8460f6dffffffff,4.0,0.0,0.0
8461005ffffffff,116.0,0.0,7.0
8461007ffffffff,56.0,0.0,5.0
8461021ffffffff,148.0,0.0,5.0
8461023ffffffff,588.0,0.0,75.0
8461025ffffffff,117.0,0.0,6.0
8461027ffffffff,393.0,0.0,88.0
8461029ffffffff,31.0,0.0,8.0
846102bffffffff,388.0,0.0,9.0
846102dffffffff,19.0,0.0,2.0
8461035ffffffff,182.0,0.0,2.0
846103dffffffff,130.0,0.0,2.0
8461067ffffffff,36.0,0.0,0.0
8461103ffffffff,1.0,0.0,0.0
846110bffffffff,2.0,0.0,0.0
8461111ffffffff,6.0,0.0,0.0
8461113ffffffff,72.0,0.0,2.0
8461117ffffffff,65.0,0.0,7.0
8461119ffffffff,114.0,0.0,0.0
846111bffffffff,98.0,0.0,14.0
846111dffffffff,2.0,0.0,0.0
8461151ffffffff,2.0,0.0,0.0
8461157ffffffff,3.0,0.0,0.0
846115bffffffff,10.0,0.0,0.0
846118dffffffff,1.0,0.0,0.0
84611adffffffff,4.0,0.0,0.0
84611c1ffffffff,306.0,0.0,7.0
84611c5ffffffff,12.0,0.0,0.0
84611c7ffffffff,55.0,0.0,5.0
84611c9ffffffff,710.0,0.0,29.0
84611cbffffffff,642.0,0.0,21.0
84611cdffffffff,115.0,0.0,0.0
84611e1ffffffff,31.0,0.0,1.0
84611e7ffffffff,2.0,0.0,0.0
84611e9ffffffff,18.0,0.0,0.0
84611ebffffffff,8.0,0.0,4.0
84611edffffffff,3.0,0.0,2.0
8461881ffffffff,2.0,0.0,0.0
8461885ffffffff,452.0,0.0,0.0
8461887ffffffff,82.0,0.0,0.0
8461891ffffffff,14.0,0.0,0.0
8461893ffffffff,88.0,0.0,0.0
8461897ffffffff,6.0,0.0,0.0
84618a1ffffffff,1.0,0.0,0.0
84618a3ffffffff,3.0,0.0,0.0
84618abffffffff,3.0,0.0,0.0
84618b3ffffffff,4.0,0.0,0.0
84618b9ffffffff,47.0,0.0,0.0
84618bbffffffff,16.0,0.0,0.0
84619a5ffffffff,103.0,0.0,0.0
84619bdffffffff,8.0,0.0,0.0
