cell_id,Megascops kennicottii,Megascops kennicottii [kennicottii Group],Megascops kennicottii vinaceus,Megascops kennicottii suttoni
8428f55ffffffff,13.0,0.0,0.0,0.0
8428f57ffffffff,8.0,0.0,0.0,0.0
8428f59ffffffff,12.0,0.0,0.0,0.0
8428f5dffffffff,68.0,0.0,0.0,0.0
8428f61ffffffff,11.0,0.0,0.0,0.0
8428f63ffffffff,2.0,0.0,0.0,0.0
8428f67ffffffff,23.0,0.0,0.0,0.0
8428f6bffffffff,3.0,0.0,0.0,0.0
8429127ffffffff,67.0,0.0,0.0,0.0
8429135ffffffff,22.0,0.0,0.0,0.0
8429137ffffffff,3.0,0.0,0.0,0.0
84291a5ffffffff,60.0,0.0,0.0,0.0
84291a7ffffffff,334.0,0.0,0.0,0.0
8429809ffffffff,4.0,0.0,0.0,0.0
842980dffffffff,7.0,0.0,0.0,0.0
842981bffffffff,2.0,0.0,0.0,0.0
8429825ffffffff,3.0,0.0,0.0,0.0
8429841ffffffff,6.0,0.0,0.0,0.0
8429847ffffffff,9.0,0.0,0.0,0.0
842984dffffffff,1.0,0.0,0.0,0.0
8429851ffffffff,2.0,0.0,0.0,0.0
8429853ffffffff,75.0,0.0,0.0,0.0
842985bffffffff,2.0,0.0,0.0,0.0
8429861ffffffff,3.0,0.0,0.0,0.0
8429869ffffffff,2.0,0.0,0.0,0.0
842986bffffffff,17.0,0.0,0.0,0.0
8429883ffffffff,2.0,0.0,0.0,0.0
8429891ffffffff,9.0,0.0,0.0,0.0
8429893ffffffff,1.0,0.0,0.0,0.0
8429895ffffffff,3.0,0.0,0.0,0.0
8429897ffffffff,1.0,0.0,0.0,0.0
842989dffffffff,21.0,0.0,0.0,0.0
84298b9ffffffff,25.0,0.0,0.0,0.0
84298c9ffffffff,10.0,0.0,0.0,0.0
84298d3ffffffff,11.0,0.0,0.0,0.0
84298d9ffffffff,12.0,0.0,0.0,0.0
84298dbffffffff,17.0,0.0,0.0,0.0
8429905ffffffff,2.0,0.0,0.0,0.0
842990bffffffff,20.0,0.0,0.0,0.0
842991dffffffff,1.0,0.0,0.0,0.0
8429929ffffffff,3.0,2.0,0.0,0.0
842992bffffffff,7.0,0.0,0.0,0.0
8429935ffffffff,2.0,0.0,0.0,0.0
8429945ffffffff,2.0,0.0,0.0,0.0
842994dffffffff,8.0,0.0,0.0,0.0
8429951ffffffff,17.0,0.0,0.0,0.0
8429953ffffffff,90.0,0.0,0.0,0.0
8429957ffffffff,7.0,0.0,0.0,0.0
8429993ffffffff,1.0,0.0,0.0,0.0
8429995ffffffff,2.0,0.0,0.0,0.0
84299abffffffff,2.0,0.0,0.0,0.0
84299ebffffffff,7.0,0.0,0.0,0.0
8429a01ffffffff,75.0,0.0,0.0,0.0
8429a03ffffffff,213.0,0.0,0.0,0.0
8429a05ffffffff,70.0,0.0,0.0,0.0
8429a07ffffffff,23.0,0.0,0.0,0.0
8429a09ffffffff,184.0,0.0,0.0,0.0
8429a0bffffffff,285.0,0.0,0.0,0.0
8429a0dffffffff,45.0,0.0,0.0,0.0
8429a11ffffffff,18.0,0.0,0.0,0.0
8429a13ffffffff,10.0,0.0,0.0,0.0
8429a15ffffffff,1.0,0.0,0.0,0.0
8429a19ffffffff,80.0,0.0,0.0,0.0
8429a1bffffffff,154.0,0.0,0.0,0.0
8429a1dffffffff,1163.0,0.0,0.0,0.0
8429a27ffffffff,2.0,0.0,0.0,0.0
8429a45ffffffff,243.0,0.0,0.0,0.0
8429a47ffffffff,101.0,0.0,0.0,0.0
8429a4dffffffff,1.0,0.0,0.0,0.0
8429a57ffffffff,2.0,0.0,0.0,0.0
8429a61ffffffff,4.0,0.0,0.0,0.0
8429a65ffffffff,44.0,0.0,0.0,0.0
8429a69ffffffff,34.0,0.0,0.0,0.0
8429a6bffffffff,8.0,0.0,0.0,0.0
8429a6dffffffff,3.0,0.0,0.0,0.0
8429a85ffffffff,5.0,0.0,0.0,0.0
8429a87ffffffff,2.0,0.0,0.0,0.0
8429a8bffffffff,10.0,0.0,0.0,0.0
8429a91ffffffff,9.0,0.0,0.0,0.0
8429a93ffffffff,21.0,0.0,0.0,0.0
8429a99ffffffff,54.0,0.0,0.0,0.0
8429a9bffffffff,95.0,0.0,0.0,0.0
8429a9dffffffff,13.0,0.0,0.0,0.0
8429aa1ffffffff,2.0,0.0,0.0,0.0
8429aa7ffffffff,55.0,0.0,0.0,0.0
8429aa9ffffffff,31.0,0.0,0.0,0.0
8429aabffffffff,3.0,0.0,0.0,0.0
8429aadffffffff,1.0,0.0,0.0,0.0
8429ab1ffffffff,5.0,0.0,0.0,0.0
8429ab3ffffffff,9.0,0.0,0.0,0.0
8429ab7ffffffff,6.0,0.0,0.0,0.0
8429ab9ffffffff,13.0,0.0,0.0,0.0
8429abdffffffff,17.0,0.0,0.0,0.0
8429ac1ffffffff,31.0,0.0,0.0,0.0
8429ac3ffffffff,2.0,0.0,0.0,0.0
8429ac9ffffffff,83.0,0.0,0.0,0.0
8429acbffffffff,21.0,0.0,0.0,0.0
8429acdffffffff,49.0,0.0,0.0,0.0
8429ad1ffffffff,50.0,0.0,0.0,0.0
8429ad3ffffffff,1.0,0.0,0.0,0.0
8429ad5ffffffff,4.0,0.0,0.0,0.0
8429ad7ffffffff,59.0,0.0,0.0,0.0
8429ad9ffffffff,4.0,0.0,0.0,0.0
8429addffffffff,41.0,0.0,0.0,0.0
8429ae1ffffffff,37.0,0.0,0.0,0.0
8429ae3ffffffff,8.0,0.0,0.0,0.0
8429ae5ffffffff,9.0,0.0,0.0,0.0
8429ae7ffffffff,2.0,0.0,0.0,0.0
8429ae9ffffffff,1.0,0.0,0.0,0.0
8429aedffffffff,4.0,0.0,0.0,0.0
8429b01ffffffff,16.0,0.0,0.0,0.0
8429b03ffffffff,7.0,0.0,0.0,0.0
8429b09ffffffff,136.0,0.0,0.0,0.0
8429b0bffffffff,45.0,0.0,0.0,0.0
8429b0dffffffff,36.0,0.0,0.0,0.0
8429b13ffffffff,4.0,0.0,0.0,0.0
8429b15ffffffff,6.0,0.0,0.0,0.0
8429b17ffffffff,1.0,0.0,0.0,0.0
8429b1bffffffff,16.0,0.0,0.0,0.0
8429b1dffffffff,4.0,0.0,0.0,0.0
8429b25ffffffff,13.0,0.0,0.0,0.0
8429b29ffffffff,10.0,0.0,0.0,0.0
8429b2dffffffff,62.0,0.0,0.0,0.0
8429b41ffffffff,1.0,0.0,0.0,0.0
8429b45ffffffff,7.0,0.0,0.0,0.0
8429b47ffffffff,4.0,0.0,0.0,0.0
8429b55ffffffff,4.0,0.0,0.0,0.0
8429b57ffffffff,2.0,0.0,0.0,0.0
8429b59ffffffff,6.0,0.0,0.0,0.0
8429b5dffffffff,1.0,0.0,0.0,0.0
8429b61ffffffff,35.0,0.0,0.0,0.0
8429b63ffffffff,4.0,0.0,0.0,0.0
8429b65ffffffff,39.0,0.0,0.0,0.0
8429b67ffffffff,30.0,0.0,0.0,0.0
8429b69ffffffff,25.0,0.0,0.0,0.0
8429b6bffffffff,22.0,0.0,0.0,0.0
8429b6dffffffff,65.0,0.0,0.0,0.0
8448059ffffffff,13.0,0.0,0.0,0.0
844805bffffffff,47.0,0.0,0.0,0.0
8448065ffffffff,2.0,0.0,0.0,0.0
84480a3ffffffff,2.0,0.0,0.0,0.0
84480a5ffffffff,4.0,0.0,0.0,0.0
84480adffffffff,168.0,0.0,0.0,0.0
84480d1ffffffff,2.0,0.0,0.0,0.0
84480e1ffffffff,4.0,0.0,0.0,0.0
8448109ffffffff,2.0,0.0,0.0,0.0
844811bffffffff,1.0,0.0,0.0,0.0
8448143ffffffff,2.0,0.0,0.0,0.0
8448147ffffffff,38.0,0.0,0.0,0.0
844814dffffffff,1.0,0.0,0.0,0.0
84481a7ffffffff,10.0,0.0,0.0,0.0
8448233ffffffff,4.0,0.0,0.0,0.0
84482a9ffffffff,3.0,0.0,0.0,0.0
84482adffffffff,20.0,0.0,0.0,0.0
84482e5ffffffff,63.0,0.0,0.0,0.0
84482e7ffffffff,20.0,0.0,0.0,0.0
8448333ffffffff,2.0,0.0,0.0,0.0
8448337ffffffff,7.0,0.0,0.0,0.0
84484a5ffffffff,10.0,0.0,0.0,0.0
84484a7ffffffff,3.0,0.0,0.0,0.0
844852dffffffff,2.0,0.0,0.0,0.0
8448551ffffffff,1.0,0.0,0.0,0.0
8448583ffffffff,3.0,0.0,0.0,0.0
8448593ffffffff,14.0,0.0,0.0,0.0
8448597ffffffff,2.0,0.0,0.0,0.0
844859bffffffff,1.0,0.0,0.0,0.0
84485a5ffffffff,2.0,0.0,0.0,0.0
84485b1ffffffff,4.0,0.0,0.0,0.0
84485b3ffffffff,8.0,0.0,0.0,0.0
84485b5ffffffff,22.0,0.0,0.0,0.0
84485b7ffffffff,9.0,0.0,0.0,0.0
84485b9ffffffff,1.0,0.0,0.0,0.0
84485c7ffffffff,1.0,0.0,0.0,0.0
84485d3ffffffff,1.0,0.0,0.0,0.0
84485d5ffffffff,1.0,0.0,0.0,0.0
84485ddffffffff,34.0,0.0,0.0,0.0
8448723ffffffff,2.0,0.0,0.0,0.0
8448881ffffffff,6.0,0.0,0.0,0.0
84488d1ffffffff,9.0,0.0,0.0,0.0
84488d3ffffffff,5.0,0.0,0.0,0.0
84488d5ffffffff,2.0,0.0,0.0,0.0
84488d9ffffffff,5.0,0.0,0.0,0.0
84488dbffffffff,7.0,0.0,0.0,0.0
84488ddffffffff,6.0,0.0,0.0,0.0
8448a05ffffffff,15.0,0.0,0.0,0.0
8448a07ffffffff,2.0,0.0,0.0,0.0
8448a21ffffffff,2.0,0.0,0.0,0.0
8448a29ffffffff,2.0,0.0,0.0,0.0
8448a2bffffffff,10.0,0.0,0.0,0.0
8448a67ffffffff,4.0,0.0,0.0,0.0
8448ab1ffffffff,2.0,0.0,0.0,0.0
8448ab3ffffffff,82.0,0.0,0.0,0.0
8448ab7ffffffff,458.0,0.0,0.0,0.0
8448ac9ffffffff,1.0,0.0,0.0,0.0
8448b5bffffffff,3.0,0.0,0.0,0.0
8448c01ffffffff,2.0,0.0,0.0,0.0
8448c03ffffffff,3.0,0.0,0.0,0.0
8448c05ffffffff,8.0,0.0,0.0,0.0
8448c07ffffffff,87.0,0.0,0.0,0.0
8448c0bffffffff,6.0,0.0,0.0,0.0
