cell_id,Turdus simillimus,Turdus simillimus simillimus/bourdilloni,Turdus simillimus nigropileus,Turdus simillimus kinnisii
846002dffffffff,18.0,0.0,0.0,0.0
8460061ffffffff,8.0,0.0,0.0,0.0
8460065ffffffff,484.0,0.0,5.0,0.0
8460067ffffffff,19.0,0.0,0.0,0.0
8460069ffffffff,5.0,0.0,0.0,0.0
846006dffffffff,121.0,0.0,6.0,0.0
8460103ffffffff,5.0,0.0,0.0,0.0
8460111ffffffff,7.0,0.0,0.0,0.0
8460113ffffffff,18.0,0.0,0.0,0.0
8460115ffffffff,17.0,0.0,0.0,0.0
8460117ffffffff,21.0,0.0,0.0,0.0
8460119ffffffff,21.0,0.0,0.0,0.0
846011bffffffff,32.0,0.0,0.0,0.0
846011dffffffff,37.0,0.0,0.0,0.0
8460139ffffffff,9.0,0.0,0.0,0.0
846013bffffffff,1.0,0.0,0.0,0.0
846013dffffffff,2.0,0.0,0.0,0.0
8460151ffffffff,9.0,0.0,0.0,0.0
8460153ffffffff,104.0,0.0,0.0,0.0
8460157ffffffff,12.0,0.0,0.0,0.0
8460159ffffffff,17.0,0.0,0.0,0.0
846015bffffffff,120.0,0.0,0.0,0.0
8460169ffffffff,311.0,0.0,0.0,0.0
84601e5ffffffff,14.0,0.0,0.0,0.0
84601e9ffffffff,142.0,0.0,0.0,0.0
84601edffffffff,36.0,0.0,0.0,0.0
8460225ffffffff,7.0,0.0,0.0,0.0
846022dffffffff,9.0,0.0,0.0,0.0
8460261ffffffff,56.0,3.0,0.0,0.0
8460267ffffffff,49.0,0.0,0.0,0.0
8460309ffffffff,4.0,0.0,0.0,0.0
846030bffffffff,364.0,45.0,0.0,0.0
8460311ffffffff,233.0,0.0,0.0,0.0
8460313ffffffff,41.0,0.0,0.0,0.0
8460315ffffffff,57.0,0.0,14.0,0.0
8460317ffffffff,161.0,0.0,4.0,0.0
8460319ffffffff,836.0,0.0,3.0,0.0
846031bffffffff,128.0,0.0,4.0,0.0
846031dffffffff,828.0,0.0,0.0,0.0
8460331ffffffff,714.0,0.0,0.0,0.0
8460333ffffffff,588.0,0.0,3.0,0.0
8460335ffffffff,161.0,0.0,0.0,0.0
846033bffffffff,182.0,0.0,0.0,0.0
8460351ffffffff,40.0,0.0,0.0,0.0
8460353ffffffff,118.0,0.0,0.0,0.0
8460357ffffffff,150.0,0.0,0.0,0.0
846035bffffffff,44.0,0.0,0.0,0.0
8460813ffffffff,2.0,0.0,0.0,0.0
8460881ffffffff,153.0,0.0,0.0,0.0
8460885ffffffff,136.0,0.0,0.0,0.0
8460887ffffffff,139.0,0.0,0.0,0.0
8460889ffffffff,122.0,0.0,0.0,0.0
846088bffffffff,12.0,0.0,0.0,0.0
846088dffffffff,164.0,0.0,0.0,0.0
846089dffffffff,10.0,0.0,0.0,0.0
84608a3ffffffff,11.0,0.0,0.0,0.0
84608abffffffff,17.0,0.0,0.0,0.0
84608b5ffffffff,116.0,0.0,0.0,0.0
84608b9ffffffff,12.0,0.0,0.0,0.0
84608bdffffffff,159.0,0.0,0.0,0.0
84608c1ffffffff,2.0,0.0,0.0,0.0
84608c3ffffffff,7.0,0.0,0.0,0.0
84608d1ffffffff,29.0,0.0,0.0,0.0
84608d5ffffffff,55.0,0.0,0.0,0.0
84608d7ffffffff,70.0,0.0,0.0,0.0
84608d9ffffffff,4.0,0.0,0.0,0.0
84608ddffffffff,33.0,0.0,0.0,0.0
84608e3ffffffff,2.0,0.0,0.0,0.0
84608ebffffffff,1.0,0.0,0.0,0.0
8460901ffffffff,7.0,0.0,0.0,0.0
8460917ffffffff,2.0,0.0,0.0,0.0
8460921ffffffff,1.0,0.0,0.0,0.0
8460925ffffffff,150.0,0.0,0.0,0.0
8460927ffffffff,7.0,0.0,0.0,0.0
8460931ffffffff,4.0,0.0,0.0,0.0
8460939ffffffff,5.0,0.0,0.0,0.0
846093bffffffff,9.0,0.0,0.0,0.0
846093dffffffff,3.0,0.0,0.0,0.0
846094dffffffff,2.0,0.0,0.0,0.0
8460961ffffffff,2.0,0.0,0.0,0.0
8460965ffffffff,8.0,0.0,0.0,0.0
846096bffffffff,3.0,0.0,0.0,0.0
846099bffffffff,65.0,0.0,0.0,0.0
84609b5ffffffff,3.0,0.0,0.0,0.0
84609b7ffffffff,5.0,0.0,0.0,0.0
84609e1ffffffff,3.0,0.0,0.0,0.0
84609e3ffffffff,15.0,0.0,0.0,0.0
84609e9ffffffff,1.0,0.0,0.0,0.0
84609ebffffffff,3.0,0.0,0.0,0.0
8460a27ffffffff,1.0,0.0,0.0,0.0
8460a61ffffffff,185.0,0.0,0.0,0.0
8460a63ffffffff,7.0,0.0,0.0,0.0
8460a83ffffffff,11.0,0.0,0.0,0.0
8460a89ffffffff,5.0,0.0,0.0,0.0
8460a8bffffffff,31.0,0.0,0.0,0.0
8460a91ffffffff,250.0,0.0,0.0,0.0
8460a95ffffffff,38.0,0.0,0.0,0.0
8460a97ffffffff,26.0,0.0,0.0,0.0
8460a99ffffffff,40.0,0.0,0.0,0.0
8460a9dffffffff,72.0,0.0,0.0,0.0
8460aa3ffffffff,2.0,0.0,0.0,0.0
8460ab1ffffffff,5.0,0.0,0.0,0.0
8460ab3ffffffff,6.0,0.0,0.0,0.0
8460ab5ffffffff,10.0,0.0,0.0,0.0
8460ab7ffffffff,14.0,0.0,0.0,0.0
8460ab9ffffffff,6.0,0.0,0.0,0.0
8460abbffffffff,23.0,0.0,0.0,0.0
8460ad1ffffffff,2.0,0.0,0.0,0.0
8460ad3ffffffff,32.0,0.0,0.0,0.0
8460ad5ffffffff,2.0,0.0,0.0,0.0
8460ad7ffffffff,141.0,0.0,0.0,0.0
8460adbffffffff,7.0,0.0,0.0,0.0
8460addffffffff,1.0,0.0,0.0,0.0
8460b17ffffffff,2.0,0.0,0.0,0.0
8460b19ffffffff,7.0,0.0,0.0,0.0
8460b3dffffffff,3.0,0.0,0.0,0.0
8460b49ffffffff,2.0,0.0,0.0,0.0
8460f65ffffffff,2.0,0.0,0.0,0.0
8460f6dffffffff,7.0,0.0,0.0,0.0
8461021ffffffff,2.0,0.0,0.0,0.0
8461025ffffffff,222.0,0.0,0.0,34.0
8461027ffffffff,38.0,0.0,0.0,11.0
846111bffffffff,11.0,0.0,0.0,1.0
84619a5ffffffff,8.0,0.0,0.0,0.0
