cell_id,Anous minutus,Anous minutus americanus,Anous minutus melanogenys,Anous minutus [minutus Group]
845ae85ffffffff,1.0,0.0,0.0,0.0
845d101ffffffff,401.0,0.0,216.0,0.0
845d103ffffffff,58.0,0.0,0.0,0.0
845d105ffffffff,206.0,0.0,82.0,0.0
845d107ffffffff,40.0,0.0,23.0,0.0
845d115ffffffff,83.0,0.0,13.0,0.0
845d11dffffffff,48.0,0.0,15.0,0.0
845d129ffffffff,15.0,0.0,0.0,0.0
845d12bffffffff,371.0,0.0,189.0,0.0
845d131ffffffff,158.0,0.0,45.0,0.0
845d139ffffffff,44.0,0.0,7.0,0.0
845d13bffffffff,287.0,0.0,95.0,0.0
845d13dffffffff,47.0,0.0,36.0,0.0
845d145ffffffff,41.0,0.0,6.0,0.0
845d147ffffffff,254.0,0.0,60.0,0.0
845d169ffffffff,17.0,0.0,2.0,0.0
845d16bffffffff,13.0,0.0,3.0,0.0
846743bffffffff,2.0,0.0,0.0,0.0
846745bffffffff,1.0,0.0,0.0,0.0
8467737ffffffff,9.0,0.0,0.0,0.0
84680d9ffffffff,1.0,0.0,0.0,0.0
84682b7ffffffff,1.0,0.0,0.0,0.0
8470657ffffffff,25.0,0.0,0.0,0.0
84706d7ffffffff,2.0,0.0,0.0,0.0
84724d9ffffffff,1.0,0.0,0.0,0.0
8472aedffffffff,3.0,0.0,0.0,0.0
8472c93ffffffff,2.0,0.0,0.0,0.0
8472cb9ffffffff,2.0,0.0,0.0,0.0
8472cbbffffffff,2.0,0.0,0.0,0.0
8473183ffffffff,2.0,0.0,0.0,0.0
8473195ffffffff,32.0,0.0,0.0,0.0
84731b1ffffffff,999.0,0.0,0.0,0.0
84731b9ffffffff,499.0,0.0,0.0,0.0
84731bbffffffff,16.0,0.0,0.0,0.0
84731bdffffffff,365.0,0.0,0.0,0.0
84738e9ffffffff,2.0,0.0,0.0,0.0
84739a3ffffffff,2.0,0.0,0.0,0.0
84739a9ffffffff,2.0,0.0,0.0,0.0
84739abffffffff,4.0,0.0,0.0,0.0
84739b5ffffffff,2.0,0.0,0.0,0.0
84739bdffffffff,7.0,0.0,0.0,0.0
84739e7ffffffff,2.0,0.0,0.0,0.0
8473a83ffffffff,6.0,0.0,0.0,0.0
8473a93ffffffff,1.0,0.0,0.0,0.0
8473ab5ffffffff,2.0,0.0,0.0,0.0
847682bffffffff,1.0,0.0,0.0,0.0
8476861ffffffff,1.0,0.0,0.0,0.0
847699dffffffff,6.0,0.0,0.0,0.0
84769d1ffffffff,5.0,0.0,0.0,0.0
84769d7ffffffff,3.0,0.0,0.0,0.0
84769ddffffffff,1.0,0.0,0.0,0.0
8476b13ffffffff,1.0,0.0,0.0,0.0
8476b45ffffffff,5.0,0.0,0.0,0.0
8476b51ffffffff,1.0,0.0,0.0,0.0
8476b59ffffffff,2.0,0.0,0.0,0.0
847709bffffffff,1.0,0.0,0.0,0.0
8477315ffffffff,7.0,0.0,0.0,0.0
847754dffffffff,1.0,0.0,0.0,0.0
8477591ffffffff,2.0,0.0,0.0,0.0
8477727ffffffff,1.0,0.0,0.0,0.0
847795bffffffff,2.0,0.0,0.0,0.0
8477989ffffffff,2.0,0.0,0.0,0.0
84779bdffffffff,2.0,0.0,0.0,0.0
8478983ffffffff,3.0,0.0,0.0,0.0
8480b45ffffffff,54.0,0.0,0.0,0.0
8482c0dffffffff,2.0,0.0,0.0,0.0
8488185ffffffff,3.0,0.0,0.0,0.0
8489049ffffffff,4.0,0.0,0.0,0.0
8489225ffffffff,2.0,0.0,0.0,0.0
8489227ffffffff,7.0,0.0,0.0,0.0
8489309ffffffff,17.0,0.0,0.0,0.0
848930dffffffff,2.0,0.0,0.0,0.0
8489325ffffffff,2.0,0.0,0.0,0.0
8489343ffffffff,18.0,0.0,0.0,0.0
849413bffffffff,6.0,0.0,0.0,0.0
8494157ffffffff,2.0,0.0,0.0,0.0
8494159ffffffff,125.0,0.0,0.0,0.0
8494ac7ffffffff,4.0,0.0,0.0,0.0
84980a9ffffffff,6.0,0.0,0.0,0.0
84980e3ffffffff,2.0,0.0,0.0,0.0
84981d9ffffffff,2.0,0.0,0.0,0.0
84981dbffffffff,1.0,0.0,0.0,0.0
8498e59ffffffff,2.0,0.0,0.0,0.0
8499a41ffffffff,5.0,0.0,0.0,0.0
8499a49ffffffff,3.0,0.0,0.0,0.0
849a141ffffffff,6.0,0.0,0.0,0.0
849af47ffffffff,1.0,0.0,0.0,0.0
849b0a5ffffffff,2.0,0.0,0.0,0.0
849b0a7ffffffff,1.0,0.0,0.0,0.0
849b0c1ffffffff,1.0,0.0,0.0,0.0
849b19bffffffff,2.0,0.0,0.0,0.0
849b411ffffffff,1.0,0.0,0.0,0.0
849b419ffffffff,1.0,0.0,0.0,0.0
849b41bffffffff,2.0,0.0,0.0,0.0
849b41dffffffff,1.0,0.0,0.0,0.0
849b437ffffffff,6.0,0.0,0.0,0.0
849b457ffffffff,1.0,0.0,0.0,0.0
849b45bffffffff,1.0,0.0,0.0,0.0
849b4e5ffffffff,2.0,0.0,0.0,0.0
849b6a3ffffffff,1.0,0.0,0.0,0.0
849b6b1ffffffff,2.0,0.0,0.0,0.0
849b6b5ffffffff,1.0,0.0,0.0,0.0
849b6b7ffffffff,14.0,0.0,0.0,0.0
849b733ffffffff,2.0,0.0,0.0,0.0
849b73dffffffff,1.0,0.0,0.0,0.0
849b897ffffffff,3.0,0.0,0.0,0.0
849c005ffffffff,1.0,0.0,0.0,0.0
849c04bffffffff,8.0,0.0,0.0,0.0
849c055ffffffff,4.0,0.0,0.0,0.0
849c195ffffffff,4.0,0.0,0.0,0.0
849c19dffffffff,8.0,0.0,0.0,0.0
849c1bdffffffff,3.0,0.0,0.0,0.0
849c1d7ffffffff,1.0,0.0,0.0,0.0
849c20bffffffff,1.0,0.0,0.0,0.0
849c231ffffffff,3.0,0.0,0.0,0.0
849c235ffffffff,101.0,0.0,0.0,0.0
849c237ffffffff,5.0,0.0,0.0,0.0
849c23dffffffff,67.0,0.0,0.0,0.0
849c241ffffffff,2.0,0.0,0.0,0.0
849c83bffffffff,1.0,0.0,0.0,0.0
849c841ffffffff,2.0,0.0,0.0,0.0
849c901ffffffff,11.0,0.0,0.0,0.0
849c905ffffffff,2.0,0.0,0.0,0.0
849c907ffffffff,31.0,0.0,0.0,0.0
849c945ffffffff,4.0,0.0,0.0,0.0
849c96dffffffff,2.0,0.0,0.0,0.0
849c997ffffffff,1.0,0.0,0.0,0.0
849ca65ffffffff,2.0,0.0,0.0,0.0
849caadffffffff,2.0,0.0,0.0,0.0
849cb59ffffffff,1.0,0.0,0.0,0.0
849ce6dffffffff,1.0,0.0,0.0,0.0
849cf3bffffffff,2.0,0.0,0.0,0.0
849cf53ffffffff,1.0,0.0,0.0,0.0
849cf59ffffffff,1.0,0.0,0.0,0.0
849d033ffffffff,4.0,0.0,0.0,0.0
849d0a7ffffffff,1.0,0.0,0.0,0.0
849d201ffffffff,69.0,0.0,0.0,0.0
849d203ffffffff,13.0,0.0,0.0,0.0
849d209ffffffff,2.0,0.0,0.0,0.0
849d241ffffffff,176.0,0.0,0.0,0.0
849d247ffffffff,24.0,0.0,0.0,0.0
849d24bffffffff,11.0,0.0,0.0,0.0
849d255ffffffff,2.0,0.0,0.0,0.0
849d903ffffffff,1.0,0.0,0.0,0.0
849d9b3ffffffff,2.0,0.0,0.0,0.0
849e087ffffffff,1.0,0.0,0.0,0.0
849e8d1ffffffff,1.0,0.0,0.0,0.0
849ed51ffffffff,1.0,0.0,0.0,0.0
849ee3dffffffff,2.0,0.0,0.0,0.0
849f509ffffffff,1.0,0.0,0.0,0.0
849f517ffffffff,2.0,0.0,0.0,0.0
849f533ffffffff,2.0,0.0,0.0,0.0
849f551ffffffff,5.0,0.0,0.0,0.0
849f555ffffffff,2.0,0.0,0.0,0.0
849f557ffffffff,7.0,0.0,0.0,0.0
849f55dffffffff,10.0,0.0,0.0,0.0
84a0239ffffffff,4.0,0.0,0.0,0.0
84a0485ffffffff,2.0,0.0,0.0,0.0
84a0491ffffffff,6.0,0.0,0.0,0.0
84a0493ffffffff,2.0,0.0,0.0,0.0
84a0495ffffffff,18.0,0.0,0.0,0.0
84a0497ffffffff,2.0,0.0,0.0,0.0
84a04c3ffffffff,2.0,0.0,0.0,0.0
84a04c7ffffffff,6.0,0.0,0.0,0.0
84a04e1ffffffff,2.0,0.0,0.0,0.0
84a04e9ffffffff,8.0,0.0,0.0,0.0
84a04ebffffffff,4.0,0.0,0.0,0.0
84a0519ffffffff,1.0,0.0,0.0,0.0
84a0599ffffffff,1.0,0.0,0.0,0.0
84a0d89ffffffff,2.0,0.0,0.0,0.0
84a0d91ffffffff,2.0,0.0,0.0,0.0
84a0d93ffffffff,3.0,0.0,0.0,0.0
84a0dc3ffffffff,3.0,0.0,0.0,0.0
84a0dc9ffffffff,4.0,0.0,0.0,0.0
84a1123ffffffff,5.0,0.0,0.0,0.0
84a1161ffffffff,3.0,0.0,0.0,0.0
84a1191ffffffff,2.0,0.0,0.0,0.0
84a161bffffffff,5.0,0.0,0.0,0.0
84a16c1ffffffff,2.0,0.0,0.0,0.0
84a16c9ffffffff,2.0,0.0,0.0,0.0
84a1a41ffffffff,3.0,0.0,0.0,0.0
84b14adffffffff,6.0,0.0,0.0,0.0
84b4b39ffffffff,2.0,0.0,0.0,0.0
84b4ce9ffffffff,4.0,0.0,0.0,0.0
84b4cedffffffff,1.0,0.0,0.0,0.0
84b4ee7ffffffff,2.0,0.0,0.0,0.0
84ba1a1ffffffff,7.0,0.0,0.0,0.0
84ba1a3ffffffff,26.0,0.0,0.0,0.0
84ba1a7ffffffff,9.0,0.0,0.0,0.0
84ba603ffffffff,1.0,0.0,0.0,0.0
84ba68bffffffff,1.0,0.0,0.0,0.0
84ba691ffffffff,2.0,0.0,0.0,0.0
84ba69dffffffff,351.0,0.0,0.0,0.0
84ba6d7ffffffff,3.0,0.0,0.0,0.0
84baf45ffffffff,24.0,0.0,0.0,0.0
84baf4dffffffff,16.0,0.0,0.0,0.0
84be181ffffffff,3.0,0.0,0.0,0.0
84be887ffffffff,4.0,0.0,0.0,0.0
84be889ffffffff,2.0,0.0,0.0,0.0
84be88bffffffff,7.0,0.0,0.0,0.0
84be8b5ffffffff,4.0,0.0,0.0,0.0
84be8bdffffffff,1.0,0.0,0.0,0.0
84be8ddffffffff,1.0,0.0,0.0,0.0
84bea95ffffffff,8.0,0.0,0.0,0.0
84beaadffffffff,1.0,0.0,0.0,0.0
84beab5ffffffff,14.0,0.0,0.0,0.0
84beab7ffffffff,27.0,0.0,0.0,0.0
84beae7ffffffff,1.0,0.0,0.0,0.0
84bf8b9ffffffff,122.0,0.0,0.0,0.0
