cell_id,Aramus guarauna,Aramus guarauna [pictus Group],Aramus guarauna guarauna
8344f5fffffffff,22.0,0.0,0.0
8344f6fffffffff,8.0,0.0,0.0
834505fffffffff,2.0,0.0,0.0
83450bfffffffff,4.0,0.0,0.0
834521fffffffff,4.0,0.0,0.0
834522fffffffff,3.0,0.0,0.0
834523fffffffff,3.0,0.0,0.0
834524fffffffff,1.0,0.0,0.0
834525fffffffff,7.0,0.0,0.0
83452afffffffff,65.0,0.0,0.0
83452cfffffffff,1.0,0.0,0.0
83452efffffffff,55.0,0.0,0.0
834590fffffffff,3.0,0.0,0.0
8345a3fffffffff,2.0,0.0,0.0
8345b0fffffffff,17.0,0.0,0.0
83480efffffffff,2.0,0.0,0.0
834812fffffffff,2.0,0.0,0.0
834833fffffffff,2.0,0.0,0.0
834836fffffffff,6.0,0.0,0.0
83488afffffffff,1.0,0.0,0.0
834891fffffffff,3.0,0.0,0.0
834892fffffffff,2.0,0.0,0.0
834893fffffffff,9.0,0.0,0.0
83489cfffffffff,7.0,0.0,0.0
83489dfffffffff,2.0,0.0,0.0
83489efffffffff,60.0,1.0,0.0
8348b1fffffffff,71.0,0.0,0.0
8348b2fffffffff,1.0,0.0,0.0
8348b3fffffffff,37.0,1.0,0.0
834994fffffffff,2.0,0.0,0.0
834996fffffffff,3.0,0.0,0.0
83499cfffffffff,2.0,0.0,0.0
8349a2fffffffff,3.0,0.0,0.0
8349a9fffffffff,1.0,0.0,0.0
8349b3fffffffff,14.0,0.0,0.0
834c88fffffffff,8.0,0.0,0.0
834c89fffffffff,2.0,0.0,0.0
834cc0fffffffff,45.0,0.0,0.0
834cc5fffffffff,108.0,0.0,0.0
834cd4fffffffff,3.0,0.0,0.0
834ceefffffffff,59.0,0.0,0.0
834cf2fffffffff,4.0,0.0,0.0
834cf3fffffffff,5.0,0.0,0.0
835f58fffffffff,9.0,0.0,5.0
836602fffffffff,7.0,0.0,0.0
836606fffffffff,5.0,0.0,0.0
836613fffffffff,3.0,0.0,3.0
83661bfffffffff,2.0,0.0,0.0
83661cfffffffff,3.0,0.0,0.0
836622fffffffff,4.0,0.0,2.0
836641fffffffff,2.0,0.0,0.0
836663fffffffff,3.0,0.0,0.0
8366a0fffffffff,14.0,0.0,0.0
8366a3fffffffff,1.0,0.0,0.0
8366a5fffffffff,8.0,0.0,0.0
8366b1fffffffff,1.0,0.0,0.0
8366b4fffffffff,7.0,1.0,0.0
8366b5fffffffff,9.0,0.0,0.0
8366c6fffffffff,1.0,0.0,0.0
8366d5fffffffff,4.0,0.0,0.0
8366dcfffffffff,13.0,0.0,3.0
8366f1fffffffff,6.0,0.0,0.0
8366f5fffffffff,118.0,0.0,3.0
836743fffffffff,3.0,0.0,0.0
836759fffffffff,2.0,0.0,2.0
83675efffffffff,1.0,0.0,1.0
83679bfffffffff,2.0,0.0,0.0
836d15fffffffff,1.0,0.0,0.0
836d20fffffffff,2.0,0.0,0.0
836d25fffffffff,9.0,0.0,0.0
836d2afffffffff,4.0,0.0,0.0
836d2dfffffffff,2.0,0.0,0.0
836d31fffffffff,5.0,0.0,0.0
836d34fffffffff,4.0,0.0,0.0
836d35fffffffff,2.0,0.0,0.0
836d66fffffffff,1.0,0.0,0.0
836d68fffffffff,4.0,0.0,0.0
836d69fffffffff,4.0,0.0,0.0
836d6cfffffffff,3.0,0.0,0.0
836d74fffffffff,3.0,0.0,0.0
836d76fffffffff,1.0,0.0,0.0
838162fffffffff,2.0,0.0,0.0
838b0cfffffffff,1.0,0.0,0.0
838b22fffffffff,4.0,0.0,4.0
838b61fffffffff,23.0,0.0,0.0
838e64fffffffff,2.0,0.0,2.0
838f09fffffffff,8.0,0.0,0.0
838f29fffffffff,13.0,0.0,0.0
838f2bfffffffff,1.0,0.0,1.0
838f2cfffffffff,2.0,0.0,0.0
838f40fffffffff,2.0,0.0,0.0
838f70fffffffff,15.0,0.0,0.0
838f72fffffffff,3.0,0.0,0.0
83a84afffffffff,1.0,0.0,0.0
83a859fffffffff,6.0,0.0,1.0
83a905fffffffff,2.0,0.0,0.0
83a92cfffffffff,1.0,0.0,0.0
83a944fffffffff,2.0,0.0,2.0
83a945fffffffff,3.0,0.0,0.0
83a953fffffffff,6.0,0.0,0.0
83a95dfffffffff,27.0,0.0,0.0
83a961fffffffff,61.0,0.0,0.0
83a965fffffffff,19.0,0.0,0.0
83a96afffffffff,2.0,0.0,0.0
83a96cfffffffff,17.0,0.0,0.0
83b248fffffffff,9.0,0.0,0.0
83b249fffffffff,30.0,0.0,0.0
83b24dfffffffff,489.0,0.0,0.0
83b254fffffffff,2.0,0.0,0.0
83b255fffffffff,2.0,0.0,0.0
83b261fffffffff,2.0,0.0,0.0
83b268fffffffff,21.0,0.0,0.0
83b269fffffffff,101.0,0.0,0.0
83b26bfffffffff,32.0,0.0,0.0
83b26dfffffffff,112.0,0.0,0.0
83b2e2fffffffff,9.0,0.0,0.0
83b2e8fffffffff,2.0,0.0,0.0
83b2ecfffffffff,1.0,0.0,0.0
83c2c5fffffffff,4.0,0.0,4.0
83c2c6fffffffff,1.0,0.0,0.0
83c2c9fffffffff,224.0,0.0,0.0
83c2cbfffffffff,3.0,0.0,0.0
83c2cdfffffffff,164.0,0.0,0.0
83c2d0fffffffff,2.0,0.0,0.0
83c2e3fffffffff,3.0,0.0,0.0
83c2e9fffffffff,33.0,0.0,0.0
83c2ebfffffffff,8.0,0.0,0.0
83c2f2fffffffff,1.0,0.0,0.0
83c34bfffffffff,10.0,0.0,0.0
83c34efffffffff,3.0,0.0,0.0
