cell_id,Icterus pustulatus,Icterus pustulatus [pustulatus Group],Icterus pustulatus [sclateri Group],Icterus pustulatus graysonii
84480a5ffffffff,27.0,0.0,0.0,0.0
84480a9ffffffff,31.0,0.0,0.0,0.0
84480adffffffff,1318.0,0.0,0.0,0.0
84480bbffffffff,25.0,0.0,0.0,0.0
84480bdffffffff,14.0,0.0,0.0,0.0
84480e1ffffffff,28.0,0.0,0.0,0.0
84480e5ffffffff,72.0,8.0,0.0,0.0
84480edffffffff,45.0,0.0,0.0,0.0
8448145ffffffff,2.0,0.0,0.0,0.0
8448147ffffffff,3.0,0.0,0.0,0.0
844814bffffffff,2.0,0.0,0.0,0.0
844814dffffffff,28.0,0.0,0.0,0.0
8448159ffffffff,2.0,0.0,0.0,0.0
844815bffffffff,126.0,0.0,0.0,0.0
84481d1ffffffff,2.0,0.0,0.0,0.0
84481d5ffffffff,4.0,0.0,0.0,0.0
84481d7ffffffff,17.0,0.0,0.0,0.0
84481d9ffffffff,2.0,0.0,0.0,0.0
84481dbffffffff,22.0,0.0,0.0,0.0
8448305ffffffff,18.0,3.0,0.0,0.0
8448309ffffffff,39.0,0.0,0.0,32.0
8448323ffffffff,4.0,0.0,0.0,0.0
8448329ffffffff,49.0,5.0,0.0,0.0
844832bffffffff,87.0,19.0,0.0,0.0
8448331ffffffff,232.0,5.0,0.0,0.0
8448333ffffffff,240.0,23.0,0.0,0.0
8448335ffffffff,2.0,0.0,0.0,0.0
8448337ffffffff,393.0,34.0,0.0,0.0
8448339ffffffff,3.0,0.0,0.0,0.0
844833bffffffff,783.0,62.0,0.0,0.0
844833dffffffff,37.0,2.0,0.0,0.0
8448347ffffffff,2.0,0.0,0.0,0.0
8448361ffffffff,2237.0,190.0,0.0,0.0
8448363ffffffff,2851.0,282.0,0.0,0.0
8448365ffffffff,406.0,79.0,0.0,0.0
8448367ffffffff,281.0,21.0,0.0,0.0
8448369ffffffff,2850.0,303.0,0.0,0.0
844836dffffffff,255.0,32.0,2.0,0.0
8448567ffffffff,20.0,0.0,0.0,0.0
8448e0dffffffff,2.0,0.0,0.0,0.0
8448e11ffffffff,6.0,0.0,0.0,0.0
8448e19ffffffff,7.0,0.0,0.0,0.0
8448e41ffffffff,2.0,0.0,0.0,0.0
8448e43ffffffff,2.0,0.0,0.0,0.0
8448e49ffffffff,27.0,0.0,0.0,0.0
8448e4bffffffff,17.0,0.0,0.0,0.0
8448e51ffffffff,2.0,0.0,0.0,0.0
8448e53ffffffff,22.0,0.0,0.0,0.0
8448e55ffffffff,36.0,0.0,0.0,0.0
8448e57ffffffff,6.0,0.0,0.0,0.0
8448e59ffffffff,13.0,0.0,0.0,0.0
8448e5bffffffff,13.0,0.0,0.0,0.0
8448e5dffffffff,8.0,0.0,0.0,0.0
8448ec5ffffffff,2.0,0.0,0.0,0.0
8448ecdffffffff,15.0,0.0,0.0,0.0
8449801ffffffff,40.0,11.0,0.0,0.0
8449803ffffffff,35.0,14.0,0.0,0.0
8449807ffffffff,3.0,0.0,0.0,0.0
8449809ffffffff,90.0,30.0,0.0,0.0
844980bffffffff,15.0,0.0,0.0,0.0
844980dffffffff,95.0,2.0,0.0,0.0
8449811ffffffff,4.0,0.0,0.0,0.0
8449815ffffffff,20.0,0.0,0.0,0.0
8449819ffffffff,8.0,0.0,0.0,0.0
8449831ffffffff,21.0,0.0,0.0,0.0
8449833ffffffff,2.0,0.0,0.0,0.0
8449839ffffffff,12.0,0.0,0.0,0.0
844983bffffffff,1.0,0.0,0.0,0.0
844983dffffffff,4.0,0.0,0.0,0.0
8449843ffffffff,14.0,0.0,0.0,0.0
8449845ffffffff,3.0,2.0,0.0,0.0
8449853ffffffff,4.0,0.0,0.0,0.0
8449855ffffffff,24.0,0.0,0.0,0.0
8449861ffffffff,8.0,0.0,0.0,0.0
8449863ffffffff,7.0,0.0,0.0,0.0
8449865ffffffff,28.0,11.0,0.0,0.0
8449867ffffffff,2.0,0.0,0.0,0.0
8449869ffffffff,82.0,21.0,0.0,0.0
844986dffffffff,119.0,47.0,0.0,0.0
8449885ffffffff,3.0,0.0,0.0,0.0
8449889ffffffff,20.0,0.0,0.0,0.0
844988bffffffff,2.0,0.0,0.0,0.0
844988dffffffff,19.0,0.0,0.0,0.0
8449899ffffffff,2.0,0.0,0.0,0.0
84498c7ffffffff,4.0,0.0,0.0,0.0
84498c9ffffffff,142.0,2.0,0.0,0.0
84498cdffffffff,3.0,0.0,0.0,0.0
84498d3ffffffff,2.0,0.0,0.0,0.0
84498d9ffffffff,2.0,0.0,0.0,0.0
84498dbffffffff,4.0,4.0,0.0,0.0
84498e9ffffffff,2.0,0.0,0.0,0.0
84498ebffffffff,17.0,0.0,0.0,0.0
8449941ffffffff,20.0,0.0,0.0,0.0
8449949ffffffff,1.0,0.0,0.0,0.0
844994bffffffff,47.0,0.0,0.0,0.0
844994dffffffff,18.0,0.0,0.0,0.0
8449951ffffffff,2.0,0.0,0.0,0.0
8449959ffffffff,115.0,0.0,0.0,0.0
8449a17ffffffff,1.0,0.0,0.0,0.0
8449a21ffffffff,28.0,1.0,0.0,0.0
8449a23ffffffff,15.0,2.0,0.0,0.0
8449a2bffffffff,95.0,3.0,0.0,0.0
8449a31ffffffff,2.0,0.0,0.0,0.0
8449a35ffffffff,2.0,0.0,0.0,0.0
8449a39ffffffff,3.0,0.0,0.0,0.0
8449a3dffffffff,58.0,7.0,0.0,0.0
8449a81ffffffff,95.0,2.0,0.0,0.0
8449a83ffffffff,178.0,4.0,0.0,0.0
8449a85ffffffff,421.0,22.0,0.0,0.0
8449a87ffffffff,25.0,0.0,0.0,0.0
8449a89ffffffff,156.0,7.0,0.0,0.0
8449a8bffffffff,91.0,7.0,0.0,0.0
8449a8dffffffff,800.0,13.0,0.0,0.0
8449a91ffffffff,1003.0,149.0,0.0,0.0
8449a93ffffffff,620.0,58.0,1.0,0.0
8449a95ffffffff,2.0,0.0,0.0,0.0
8449a97ffffffff,804.0,62.0,0.0,0.0
8449a99ffffffff,11.0,0.0,0.0,0.0
8449a9bffffffff,75.0,9.0,0.0,0.0
8449a9dffffffff,1.0,0.0,0.0,0.0
8449aa1ffffffff,87.0,0.0,0.0,0.0
8449aa3ffffffff,730.0,10.0,0.0,0.0
8449aa5ffffffff,17.0,0.0,0.0,0.0
8449aa7ffffffff,48.0,0.0,0.0,0.0
8449aa9ffffffff,47.0,6.0,0.0,0.0
8449aabffffffff,49.0,0.0,0.0,0.0
8449ab1ffffffff,290.0,17.0,0.0,0.0
8449ab3ffffffff,12.0,0.0,0.0,0.0
8449ab5ffffffff,339.0,24.0,0.0,0.0
8449ab7ffffffff,14.0,2.0,0.0,0.0
8449ab9ffffffff,13.0,0.0,0.0,0.0
8449abbffffffff,25.0,4.0,0.0,0.0
8449abdffffffff,101.0,2.0,0.0,0.0
8449ac7ffffffff,41.0,0.0,0.0,0.0
8449ad5ffffffff,77.0,8.0,2.0,0.0
8449ad7ffffffff,46.0,0.0,0.0,0.0
8449ae1ffffffff,1.0,0.0,0.0,0.0
8449ae3ffffffff,115.0,13.0,0.0,0.0
8449ae9ffffffff,3.0,0.0,0.0,0.0
8449aebffffffff,4.0,0.0,0.0,0.0
8449b01ffffffff,2.0,0.0,0.0,0.0
8449b03ffffffff,25.0,4.0,0.0,0.0
8449b05ffffffff,4.0,0.0,0.0,0.0
8449b0bffffffff,18.0,0.0,0.0,0.0
8449b0dffffffff,4.0,0.0,0.0,0.0
8449b15ffffffff,9.0,0.0,0.0,0.0
8449b17ffffffff,1.0,0.0,0.0,0.0
8449b19ffffffff,2.0,0.0,0.0,0.0
8449b1dffffffff,3.0,0.0,0.0,0.0
8449b21ffffffff,32.0,0.0,0.0,0.0
8449b23ffffffff,5.0,0.0,0.0,0.0
8449b25ffffffff,2.0,0.0,0.0,0.0
8449b27ffffffff,1.0,0.0,0.0,0.0
8449b2bffffffff,58.0,0.0,0.0,0.0
8449b31ffffffff,185.0,0.0,0.0,0.0
8449b33ffffffff,1424.0,8.0,0.0,0.0
8449b35ffffffff,93.0,0.0,0.0,0.0
8449b37ffffffff,227.0,5.0,0.0,0.0
8449b39ffffffff,9.0,0.0,0.0,0.0
8449b3bffffffff,92.0,4.0,0.0,0.0
8449b3dffffffff,7.0,0.0,0.0,0.0
8449b47ffffffff,7.0,0.0,0.0,0.0
8449b51ffffffff,8.0,0.0,0.0,0.0
8449b53ffffffff,21.0,2.0,0.0,0.0
8449b55ffffffff,57.0,6.0,0.0,0.0
8449b57ffffffff,9.0,0.0,0.0,0.0
8449b65ffffffff,3.0,0.0,0.0,0.0
8449b67ffffffff,4.0,0.0,0.0,0.0
8449b6bffffffff,5.0,0.0,0.0,0.0
8449b6dffffffff,12.0,0.0,0.0,0.0
8466b69ffffffff,4.0,0.0,0.0,0.0
8467925ffffffff,1.0,0.0,0.0,0.0
846d041ffffffff,40.0,0.0,0.0,0.0
846d043ffffffff,133.0,0.0,21.0,0.0
846d045ffffffff,19.0,0.0,0.0,0.0
846d049ffffffff,134.0,0.0,10.0,0.0
846d04bffffffff,258.0,0.0,34.0,0.0
846d04dffffffff,37.0,0.0,0.0,0.0
846d059ffffffff,51.0,0.0,0.0,0.0
846d05bffffffff,29.0,0.0,0.0,0.0
846d05dffffffff,73.0,0.0,12.0,0.0
846d069ffffffff,143.0,0.0,0.0,0.0
846d06dffffffff,92.0,0.0,0.0,0.0
846d141ffffffff,40.0,0.0,0.0,0.0
846d143ffffffff,50.0,0.0,0.0,0.0
846d145ffffffff,5.0,0.0,0.0,0.0
846d14bffffffff,7.0,0.0,0.0,0.0
846d159ffffffff,945.0,0.0,0.0,0.0
846d15dffffffff,101.0,0.0,0.0,0.0
846d207ffffffff,3.0,0.0,0.0,0.0
846d223ffffffff,1.0,0.0,0.0,0.0
846d231ffffffff,594.0,0.0,36.0,0.0
846d233ffffffff,38.0,0.0,5.0,0.0
846d235ffffffff,23.0,0.0,2.0,0.0
846d237ffffffff,8.0,0.0,0.0,0.0
846d239ffffffff,219.0,0.0,26.0,0.0
846d23bffffffff,2.0,0.0,0.0,0.0
846d23dffffffff,143.0,0.0,3.0,0.0
846d281ffffffff,3.0,0.0,0.0,0.0
846d287ffffffff,2.0,0.0,0.0,0.0
846d28bffffffff,3.0,0.0,1.0,0.0
846d291ffffffff,48.0,0.0,1.0,0.0
846d293ffffffff,16.0,0.0,2.0,0.0
846d295ffffffff,23.0,0.0,0.0,0.0
846d297ffffffff,93.0,0.0,11.0,0.0
846d299ffffffff,165.0,0.0,74.0,0.0
846d2a3ffffffff,25.0,0.0,7.0,0.0
846d2b9ffffffff,3.0,0.0,3.0,0.0
846d2d5ffffffff,2.0,0.0,0.0,0.0
846d2d7ffffffff,72.0,0.0,31.0,0.0
846d2e3ffffffff,31.0,0.0,7.0,0.0
846d2e5ffffffff,160.0,0.0,13.0,0.0
846d2e9ffffffff,2.0,0.0,0.0,0.0
846d2ebffffffff,76.0,0.0,14.0,0.0
846d2edffffffff,3.0,0.0,0.0,0.0
846d307ffffffff,1.0,0.0,0.0,0.0
846d311ffffffff,30.0,0.0,0.0,0.0
846d313ffffffff,879.0,0.0,0.0,0.0
846d315ffffffff,3.0,0.0,0.0,0.0
846d317ffffffff,161.0,0.0,0.0,0.0
846d323ffffffff,24.0,0.0,0.0,0.0
846d329ffffffff,4.0,0.0,0.0,0.0
846d32bffffffff,170.0,0.0,0.0,0.0
846d333ffffffff,36.0,0.0,0.0,0.0
846d335ffffffff,3.0,0.0,0.0,0.0
846d337ffffffff,149.0,0.0,0.0,0.0
846d339ffffffff,14.0,0.0,0.0,0.0
846d33bffffffff,21.0,0.0,0.0,0.0
846d33dffffffff,223.0,0.0,0.0,0.0
846d361ffffffff,4.0,0.0,0.0,0.0
846d365ffffffff,60.0,0.0,0.0,0.0
846d367ffffffff,46.0,0.0,0.0,0.0
846d36dffffffff,7.0,0.0,0.0,0.0
846d601ffffffff,76.0,0.0,0.0,0.0
846d603ffffffff,27.0,0.0,0.0,0.0
846d605ffffffff,190.0,0.0,0.0,0.0
846d607ffffffff,87.0,0.0,0.0,0.0
846d609ffffffff,108.0,0.0,0.0,0.0
846d60bffffffff,5.0,0.0,0.0,0.0
846d60dffffffff,231.0,0.0,0.0,0.0
846d611ffffffff,43.0,0.0,0.0,0.0
846d613ffffffff,483.0,0.0,0.0,0.0
846d615ffffffff,120.0,0.0,0.0,0.0
846d617ffffffff,765.0,0.0,0.0,0.0
846d619ffffffff,62.0,0.0,0.0,0.0
846d61bffffffff,37.0,0.0,0.0,0.0
846d639ffffffff,255.0,0.0,0.0,0.0
846d63bffffffff,41.0,0.0,0.0,0.0
846d641ffffffff,908.0,0.0,0.0,0.0
846d643ffffffff,74.0,0.0,0.0,0.0
846d645ffffffff,1079.0,0.0,0.0,0.0
846d647ffffffff,7.0,0.0,0.0,0.0
846d64bffffffff,13.0,0.0,0.0,0.0
846d64dffffffff,51.0,0.0,0.0,0.0
846d651ffffffff,13.0,0.0,0.0,0.0
846d653ffffffff,46.0,0.0,0.0,0.0
846d655ffffffff,88.0,0.0,0.0,0.0
846d657ffffffff,179.0,0.0,0.0,0.0
846d65dffffffff,13.0,0.0,0.0,0.0
846d661ffffffff,35.0,0.0,0.0,0.0
846d663ffffffff,91.0,0.0,0.0,0.0
846d665ffffffff,344.0,0.0,0.0,0.0
846d667ffffffff,170.0,0.0,0.0,0.0
846d669ffffffff,29.0,0.0,0.0,0.0
846d66bffffffff,161.0,0.0,0.0,0.0
846d66dffffffff,276.0,0.0,0.0,0.0
846d681ffffffff,337.0,0.0,3.0,0.0
846d683ffffffff,1159.0,0.0,44.0,0.0
846d685ffffffff,393.0,0.0,12.0,0.0
846d687ffffffff,1015.0,0.0,36.0,0.0
846d68bffffffff,5.0,0.0,0.0,0.0
846d68dffffffff,206.0,0.0,0.0,0.0
846d691ffffffff,16.0,0.0,0.0,0.0
846d693ffffffff,26.0,0.0,0.0,0.0
846d695ffffffff,1453.0,0.0,45.0,0.0
846d697ffffffff,1782.0,0.0,0.0,0.0
846d69bffffffff,3.0,0.0,0.0,0.0
846d6abffffffff,223.0,0.0,11.0,0.0
846d6b1ffffffff,44.0,0.0,0.0,0.0
846d6b9ffffffff,168.0,0.0,3.0,0.0
846d6bbffffffff,330.0,0.0,0.0,0.0
846d6bdffffffff,101.0,0.0,0.0,0.0
846d6c7ffffffff,2.0,0.0,0.0,0.0
846d6c9ffffffff,25.0,0.0,0.0,0.0
846d6cdffffffff,21.0,0.0,0.0,0.0
846d6e1ffffffff,14.0,0.0,0.0,0.0
846d6e9ffffffff,81.0,0.0,0.0,0.0
846d6ebffffffff,52.0,0.0,0.0,0.0
846d6edffffffff,205.0,0.0,0.0,0.0
846d741ffffffff,361.0,0.0,0.0,0.0
846d743ffffffff,146.0,0.0,0.0,0.0
846d745ffffffff,117.0,0.0,0.0,0.0
846d747ffffffff,126.0,0.0,0.0,0.0
846d749ffffffff,122.0,0.0,4.0,0.0
846d74bffffffff,1138.0,0.0,0.0,0.0
846d74dffffffff,8.0,0.0,2.0,0.0
846d751ffffffff,69.0,0.0,0.0,0.0
846d759ffffffff,89.0,0.0,0.0,0.0
846d75bffffffff,181.0,0.0,0.0,0.0
846d75dffffffff,374.0,0.0,0.0,0.0
846d769ffffffff,39.0,0.0,17.0,0.0
846d76dffffffff,7.0,0.0,0.0,0.0
