cell_id,Ramphastos vitellinus,Ramphastos vitellinus citreolaemus,Ramphastos vitellinus culminatus/pintoi,Ramphastos vitellinus vitellinus,Ramphastos vitellinus ariel,Ramphastos vitellinus citreolaemus x culminatus,Ramphastos vitellinus culminatus x vitellinus,Ramphastos vitellinus culminatus x ariel
828af7fffffffff,1310.0,0.0,40.0,179.0,0.0,0.0,0.0,0.0
828b0ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b17fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b1ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b27fffffffff,123.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
828b2ffffffffff,69.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
828b47fffffffff,1026.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
828b4ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b57fffffffff,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
828b5ffffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b67fffffffff,289.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
828b6ffffffffff,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b77fffffffff,148.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
828b87fffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b8ffffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b9ffffffffff,796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828ba7fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828bb7fffffffff,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828e67fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f47fffffffff,571.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0
828f4ffffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f5ffffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f67fffffffff,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f6ffffffffff,72.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
828f77fffffffff,277.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0
82a597fffffffff,154.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0
82a807fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a817fffffffff,2786.0,0.0,0.0,0.0,473.0,0.0,0.0,0.0
82a81ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a837fffffffff,279.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
82a847fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a84ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a857fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a85ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a887fffffffff,189.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
82a897fffffffff,326.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0
82a8a7fffffffff,2108.0,0.0,0.0,0.0,363.0,0.0,0.0,0.0
82a8affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a8b7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a8c7fffffffff,60.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
82a8cffffffffff,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
82a8d7fffffffff,41.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
82a8dffffffffff,32.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
82a8e7fffffffff,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
82a8effffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a91ffffffffff,145.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
82b327fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
