cell_id,Spatula cyanoptera,Spatula cyanoptera septentrionalium,Spatula cyanoptera [orinoma Group],Spatula cyanoptera cyanoptera
8412dcbffffffff,10.0,0.0,0.0,0.0
8412dd3ffffffff,25.0,0.0,0.0,0.0
8412dd5ffffffff,208.0,0.0,0.0,0.0
8412dd7ffffffff,329.0,0.0,0.0,0.0
8412dd9ffffffff,1.0,0.0,0.0,0.0
8412ddbffffffff,917.0,0.0,0.0,0.0
8412dddffffffff,1.0,0.0,0.0,0.0
8412de3ffffffff,11.0,0.0,0.0,0.0
8412de5ffffffff,573.0,0.0,0.0,0.0
8412de7ffffffff,160.0,0.0,0.0,0.0
8412dedffffffff,13.0,0.0,0.0,0.0
8412e11ffffffff,8.0,0.0,0.0,0.0
8412e13ffffffff,55.0,0.0,0.0,0.0
8412e15ffffffff,1.0,0.0,0.0,0.0
8412e1bffffffff,5.0,0.0,0.0,0.0
8412e25ffffffff,1.0,0.0,0.0,0.0
8412e3bffffffff,3.0,0.0,0.0,0.0
8412e4dffffffff,2.0,0.0,0.0,0.0
8412e81ffffffff,1.0,0.0,0.0,0.0
8412e85ffffffff,4.0,0.0,0.0,0.0
8412e87ffffffff,2.0,0.0,0.0,0.0
8412e89ffffffff,1.0,0.0,0.0,0.0
8412e8dffffffff,19.0,0.0,0.0,0.0
8412e93ffffffff,2.0,0.0,0.0,0.0
8412e95ffffffff,4.0,0.0,0.0,0.0
8412e99ffffffff,2.0,0.0,0.0,0.0
8412e9dffffffff,2.0,0.0,0.0,0.0
8412ea1ffffffff,34.0,0.0,0.0,0.0
8412ea3ffffffff,189.0,0.0,0.0,0.0
8412ea5ffffffff,31.0,0.0,0.0,0.0
8412ea7ffffffff,100.0,0.0,0.0,0.0
8412ea9ffffffff,32.0,0.0,0.0,0.0
8412eadffffffff,1.0,0.0,0.0,0.0
8412eb1ffffffff,12.0,0.0,0.0,0.0
8412eb3ffffffff,8.0,0.0,0.0,0.0
8412eb5ffffffff,21.0,0.0,0.0,0.0
8412eb7ffffffff,8.0,0.0,0.0,0.0
8412eb9ffffffff,23.0,0.0,0.0,0.0
8412ebbffffffff,10.0,0.0,0.0,0.0
8412ebdffffffff,2.0,0.0,0.0,0.0
8412ec1ffffffff,102.0,0.0,0.0,0.0
8412ec3ffffffff,6.0,0.0,0.0,0.0
8412ec5ffffffff,48.0,0.0,0.0,0.0
8412ec7ffffffff,33.0,0.0,0.0,0.0
8412ec9ffffffff,36.0,0.0,0.0,0.0
8412ecbffffffff,2.0,0.0,0.0,0.0
8412ecdffffffff,58.0,0.0,0.0,0.0
8412ed3ffffffff,2.0,0.0,0.0,0.0
8412edbffffffff,2.0,0.0,0.0,0.0
8412ee1ffffffff,5.0,0.0,0.0,0.0
8412ee3ffffffff,11.0,0.0,0.0,0.0
8412ee9ffffffff,1.0,0.0,0.0,0.0
8412f01ffffffff,9.0,0.0,0.0,0.0
8412f13ffffffff,8.0,0.0,0.0,0.0
8412f15ffffffff,20.0,0.0,0.0,0.0
8412f1bffffffff,2.0,0.0,0.0,0.0
8412f29ffffffff,2.0,0.0,0.0,0.0
8412f61ffffffff,1.0,0.0,0.0,0.0
8412f69ffffffff,15.0,0.0,0.0,0.0
8412f6dffffffff,103.0,0.0,0.0,0.0
8426005ffffffff,1.0,0.0,0.0,0.0
8426009ffffffff,2.0,0.0,0.0,0.0
842600bffffffff,1.0,0.0,0.0,0.0
8426029ffffffff,2.0,0.0,0.0,0.0
842603dffffffff,3.0,0.0,0.0,0.0
842604dffffffff,2.0,0.0,0.0,0.0
8426063ffffffff,1.0,0.0,0.0,0.0
84260b9ffffffff,59.0,0.0,0.0,0.0
84260bbffffffff,4.0,0.0,0.0,0.0
842610bffffffff,2.0,0.0,0.0,0.0
842610dffffffff,2.0,0.0,0.0,0.0
8426125ffffffff,6.0,0.0,0.0,0.0
842612dffffffff,3.0,0.0,0.0,0.0
8426135ffffffff,2.0,0.0,0.0,0.0
8426143ffffffff,2.0,0.0,0.0,0.0
842614bffffffff,6.0,0.0,0.0,0.0
8426159ffffffff,2.0,0.0,0.0,0.0
842616bffffffff,2.0,0.0,0.0,0.0
842616dffffffff,8.0,0.0,0.0,0.0
8426183ffffffff,2.0,0.0,0.0,0.0
8426187ffffffff,5.0,0.0,0.0,0.0
8426191ffffffff,2.0,0.0,0.0,0.0
842619dffffffff,4.0,0.0,0.0,0.0
84261a7ffffffff,1.0,0.0,0.0,0.0
84261b1ffffffff,1.0,0.0,0.0,0.0
84261c5ffffffff,1.0,0.0,0.0,0.0
84261cdffffffff,2.0,0.0,0.0,0.0
84261e7ffffffff,4.0,0.0,0.0,0.0
8426331ffffffff,2.0,0.0,0.0,0.0
8426337ffffffff,2.0,0.0,0.0,0.0
842633bffffffff,4.0,0.0,0.0,0.0
8426801ffffffff,165.0,0.0,0.0,0.0
8426803ffffffff,93.0,0.0,0.0,0.0
8426805ffffffff,138.0,0.0,0.0,0.0
8426809ffffffff,2.0,0.0,0.0,0.0
842680bffffffff,1520.0,0.0,0.0,0.0
842680dffffffff,8.0,0.0,0.0,0.0
8426811ffffffff,23.0,0.0,0.0,0.0
8426813ffffffff,2.0,0.0,0.0,0.0
8426815ffffffff,66.0,0.0,0.0,0.0
8426817ffffffff,43.0,0.0,0.0,0.0
8426819ffffffff,33.0,0.0,0.0,0.0
842681bffffffff,1542.0,0.0,0.0,0.0
842681dffffffff,43.0,0.0,0.0,0.0
8426821ffffffff,15.0,0.0,0.0,0.0
8426823ffffffff,12.0,0.0,0.0,0.0
8426825ffffffff,14.0,0.0,0.0,0.0
8426829ffffffff,16.0,0.0,0.0,0.0
842682bffffffff,69.0,0.0,0.0,0.0
842682dffffffff,2.0,0.0,0.0,0.0
8426831ffffffff,70.0,0.0,0.0,0.0
8426833ffffffff,2.0,0.0,0.0,0.0
8426835ffffffff,63.0,0.0,0.0,0.0
8426839ffffffff,15.0,0.0,0.0,0.0
842683bffffffff,29.0,0.0,0.0,0.0
8426841ffffffff,57.0,0.0,0.0,0.0
8426843ffffffff,11.0,0.0,0.0,0.0
8426845ffffffff,8.0,0.0,0.0,0.0
8426847ffffffff,1.0,0.0,0.0,0.0
8426849ffffffff,2.0,0.0,0.0,0.0
842684bffffffff,7.0,0.0,0.0,0.0
842684dffffffff,8.0,0.0,0.0,0.0
8426851ffffffff,320.0,0.0,0.0,0.0
8426853ffffffff,76.0,0.0,0.0,0.0
8426855ffffffff,22.0,0.0,0.0,0.0
8426859ffffffff,203.0,0.0,0.0,0.0
842685bffffffff,18.0,0.0,0.0,0.0
842685dffffffff,321.0,0.0,0.0,0.0
8426865ffffffff,2.0,0.0,0.0,0.0
8426867ffffffff,6.0,0.0,0.0,0.0
8426869ffffffff,2.0,0.0,0.0,0.0
842686bffffffff,42.0,0.0,0.0,0.0
8426881ffffffff,268.0,0.0,0.0,0.0
8426885ffffffff,75.0,0.0,0.0,0.0
8426887ffffffff,32.0,0.0,0.0,0.0
8426889ffffffff,1089.0,0.0,0.0,0.0
842688bffffffff,21.0,0.0,0.0,0.0
842688dffffffff,162.0,0.0,0.0,0.0
8426893ffffffff,3.0,0.0,0.0,0.0
8426899ffffffff,37.0,0.0,0.0,0.0
842689dffffffff,3.0,0.0,0.0,0.0
84268a1ffffffff,113.0,0.0,0.0,0.0
84268a3ffffffff,297.0,0.0,0.0,0.0
84268a5ffffffff,6.0,0.0,0.0,0.0
84268a7ffffffff,433.0,0.0,0.0,0.0
84268a9ffffffff,8.0,0.0,0.0,0.0
84268abffffffff,16.0,0.0,0.0,0.0
84268adffffffff,223.0,0.0,0.0,0.0
84268b3ffffffff,166.0,0.0,0.0,0.0
84268b5ffffffff,5.0,0.0,0.0,0.0
84268b9ffffffff,28.0,0.0,0.0,0.0
84268bbffffffff,2.0,0.0,0.0,0.0
84268c1ffffffff,48.0,0.0,0.0,0.0
84268c3ffffffff,76.0,0.0,0.0,0.0
84268c5ffffffff,21.0,0.0,0.0,0.0
84268c7ffffffff,710.0,0.0,0.0,0.0
84268c9ffffffff,1.0,0.0,0.0,0.0
84268cbffffffff,3.0,0.0,0.0,0.0
84268cdffffffff,2792.0,0.0,0.0,0.0
84268d1ffffffff,10.0,0.0,0.0,0.0
84268d3ffffffff,93.0,0.0,0.0,0.0
84268d5ffffffff,68.0,0.0,0.0,0.0
84268d7ffffffff,419.0,0.0,0.0,0.0
84268d9ffffffff,9.0,0.0,0.0,0.0
84268dbffffffff,15.0,0.0,0.0,0.0
84268ddffffffff,14.0,0.0,0.0,0.0
84268e1ffffffff,135.0,0.0,0.0,0.0
84268e3ffffffff,2.0,0.0,0.0,0.0
84268e5ffffffff,7.0,0.0,0.0,0.0
84268e7ffffffff,86.0,0.0,0.0,0.0
84268e9ffffffff,8.0,0.0,0.0,0.0
84268ebffffffff,56.0,0.0,0.0,0.0
84268edffffffff,42.0,0.0,0.0,0.0
8426901ffffffff,8.0,0.0,0.0,0.0
8426905ffffffff,336.0,0.0,0.0,0.0
8426907ffffffff,17.0,0.0,0.0,0.0
842690bffffffff,24.0,0.0,0.0,0.0
842690dffffffff,184.0,0.0,0.0,0.0
8426913ffffffff,22.0,0.0,0.0,0.0
8426915ffffffff,4.0,0.0,0.0,0.0
8426917ffffffff,2.0,0.0,0.0,0.0
842691bffffffff,2.0,0.0,0.0,0.0
842691dffffffff,2.0,0.0,0.0,0.0
8426921ffffffff,24.0,0.0,0.0,0.0
8426923ffffffff,146.0,0.0,0.0,0.0
8426925ffffffff,1.0,0.0,0.0,0.0
8426927ffffffff,29.0,0.0,0.0,0.0
8426929ffffffff,553.0,0.0,0.0,0.0
842692bffffffff,25.0,0.0,0.0,0.0
8426931ffffffff,1.0,0.0,0.0,0.0
8426937ffffffff,2.0,0.0,0.0,0.0
8426939ffffffff,31.0,0.0,0.0,0.0
842693bffffffff,2.0,0.0,0.0,0.0
8426941ffffffff,60.0,0.0,0.0,0.0
8426945ffffffff,175.0,0.0,0.0,0.0
8426949ffffffff,4.0,0.0,0.0,0.0
842694bffffffff,12.0,0.0,0.0,0.0
842694dffffffff,307.0,0.0,0.0,0.0
8426951ffffffff,4.0,0.0,0.0,0.0
8426953ffffffff,4.0,0.0,0.0,0.0
8426955ffffffff,2.0,0.0,0.0,0.0
8426957ffffffff,109.0,0.0,0.0,0.0
8426959ffffffff,9.0,0.0,0.0,0.0
842695bffffffff,40.0,0.0,0.0,0.0
842695dffffffff,9.0,0.0,0.0,0.0
8426961ffffffff,1799.0,0.0,0.0,0.0
8426963ffffffff,1256.0,0.0,0.0,0.0
8426965ffffffff,34.0,0.0,0.0,0.0
8426967ffffffff,53.0,0.0,0.0,0.0
8426969ffffffff,3708.0,0.0,0.0,0.0
842696bffffffff,445.0,0.0,0.0,0.0
8426981ffffffff,85.0,0.0,0.0,0.0
8426983ffffffff,43.0,0.0,0.0,0.0
8426985ffffffff,36.0,0.0,0.0,0.0
8426987ffffffff,638.0,0.0,0.0,0.0
8426989ffffffff,220.0,0.0,0.0,0.0
842698bffffffff,52.0,0.0,0.0,0.0
842698dffffffff,58.0,0.0,0.0,0.0
8426991ffffffff,167.0,0.0,0.0,0.0
8426993ffffffff,10.0,0.0,0.0,0.0
8426995ffffffff,377.0,0.0,0.0,0.0
8426997ffffffff,22.0,0.0,0.0,0.0
8426999ffffffff,38.0,0.0,0.0,0.0
842699bffffffff,71.0,0.0,0.0,0.0
842699dffffffff,8.0,0.0,0.0,0.0
84269a1ffffffff,9.0,0.0,0.0,0.0
84269a9ffffffff,69.0,0.0,0.0,0.0
84269b1ffffffff,12.0,0.0,0.0,0.0
84269b3ffffffff,2.0,0.0,0.0,0.0
84269b9ffffffff,2.0,0.0,0.0,0.0
84269bbffffffff,41.0,0.0,0.0,0.0
84269bdffffffff,2.0,0.0,0.0,0.0
84269c1ffffffff,770.0,0.0,0.0,0.0
84269c3ffffffff,84.0,0.0,0.0,0.0
84269c7ffffffff,37.0,0.0,0.0,0.0
84269c9ffffffff,14.0,0.0,0.0,0.0
84269cbffffffff,323.0,0.0,0.0,0.0
84269cdffffffff,724.0,0.0,0.0,0.0
84269d1ffffffff,145.0,0.0,0.0,0.0
84269d3ffffffff,7.0,0.0,0.0,0.0
84269d5ffffffff,56.0,0.0,0.0,0.0
84269d7ffffffff,3.0,0.0,0.0,0.0
84269d9ffffffff,32.0,0.0,0.0,0.0
84269dbffffffff,39.0,0.0,0.0,0.0
84269ddffffffff,10.0,0.0,0.0,0.0
84269e1ffffffff,47.0,0.0,0.0,0.0
84269e3ffffffff,10.0,0.0,0.0,0.0
84269e5ffffffff,11.0,0.0,0.0,0.0
84269e7ffffffff,2.0,0.0,0.0,0.0
84269e9ffffffff,19.0,0.0,0.0,0.0
84269ebffffffff,29.0,0.0,0.0,0.0
84269edffffffff,34.0,0.0,0.0,0.0
8426a01ffffffff,3.0,0.0,0.0,0.0
8426a07ffffffff,2.0,0.0,0.0,0.0
8426a27ffffffff,7.0,0.0,0.0,0.0
8426a29ffffffff,31.0,0.0,0.0,0.0
8426a2bffffffff,12.0,0.0,0.0,0.0
8426a33ffffffff,16.0,0.0,0.0,0.0
8426a35ffffffff,2.0,0.0,0.0,0.0
8426a37ffffffff,45.0,0.0,0.0,0.0
8426a41ffffffff,11.0,0.0,0.0,0.0
8426a4bffffffff,2.0,0.0,0.0,0.0
8426a51ffffffff,4.0,0.0,0.0,0.0
8426a53ffffffff,5.0,0.0,0.0,0.0
8426a57ffffffff,4.0,0.0,0.0,0.0
8426a5dffffffff,2.0,0.0,0.0,0.0
8426a69ffffffff,9.0,0.0,0.0,0.0
8426a81ffffffff,6.0,0.0,0.0,0.0
8426a83ffffffff,18.0,0.0,0.0,0.0
8426a85ffffffff,2.0,0.0,0.0,0.0
8426a87ffffffff,154.0,0.0,0.0,0.0
8426a89ffffffff,2.0,0.0,0.0,0.0
8426a8bffffffff,140.0,0.0,0.0,0.0
8426a91ffffffff,12.0,0.0,0.0,0.0
8426a93ffffffff,1.0,0.0,0.0,0.0
8426a95ffffffff,34.0,0.0,0.0,0.0
8426a97ffffffff,9.0,0.0,0.0,0.0
8426a9bffffffff,2.0,0.0,0.0,0.0
8426a9dffffffff,13.0,0.0,0.0,0.0
8426aa1ffffffff,2302.0,0.0,0.0,0.0
8426aa3ffffffff,4.0,0.0,0.0,0.0
8426aa5ffffffff,965.0,0.0,0.0,0.0
8426aa7ffffffff,258.0,0.0,0.0,0.0
8426aa9ffffffff,93.0,0.0,0.0,0.0
8426aabffffffff,72.0,0.0,0.0,0.0
8426aadffffffff,284.0,0.0,0.0,0.0
8426ab1ffffffff,3.0,0.0,0.0,0.0
8426ab3ffffffff,51.0,0.0,0.0,0.0
8426ab7ffffffff,4.0,0.0,0.0,0.0
8426ab9ffffffff,5.0,0.0,0.0,0.0
8426abbffffffff,1.0,0.0,0.0,0.0
8426abdffffffff,13.0,0.0,0.0,0.0
8426ac1ffffffff,2.0,0.0,0.0,0.0
8426ac3ffffffff,2.0,0.0,0.0,0.0
8426ac5ffffffff,12.0,0.0,0.0,0.0
8426ac9ffffffff,2.0,0.0,0.0,0.0
8426acbffffffff,18.0,0.0,0.0,0.0
8426acdffffffff,2.0,0.0,0.0,0.0
8426ad1ffffffff,7.0,0.0,0.0,0.0
8426ad5ffffffff,3.0,0.0,0.0,0.0
8426adbffffffff,1.0,0.0,0.0,0.0
8426ae3ffffffff,6.0,0.0,0.0,0.0
8426ae7ffffffff,127.0,0.0,0.0,0.0
8426ae9ffffffff,51.0,0.0,0.0,0.0
8426aebffffffff,10.0,0.0,0.0,0.0
8426b01ffffffff,4.0,0.0,0.0,0.0
8426b05ffffffff,19.0,0.0,0.0,0.0
8426b07ffffffff,3.0,0.0,0.0,0.0
8426b09ffffffff,4.0,0.0,0.0,0.0
8426b0bffffffff,258.0,0.0,0.0,0.0
8426b0dffffffff,6.0,0.0,0.0,0.0
8426b11ffffffff,2.0,0.0,0.0,0.0
8426b19ffffffff,23.0,0.0,0.0,0.0
8426b1bffffffff,1.0,0.0,0.0,0.0
8426b1dffffffff,34.0,0.0,0.0,0.0
8426b23ffffffff,2.0,0.0,0.0,0.0
8426b25ffffffff,103.0,0.0,0.0,0.0
8426b27ffffffff,21.0,0.0,0.0,0.0
8426b2bffffffff,13.0,0.0,0.0,0.0
8426b31ffffffff,8.0,0.0,0.0,0.0
8426b33ffffffff,11.0,0.0,0.0,0.0
8426b37ffffffff,3.0,0.0,0.0,0.0
8426b39ffffffff,9.0,0.0,0.0,0.0
8426b3bffffffff,13.0,0.0,0.0,0.0
8426b3dffffffff,35.0,0.0,0.0,0.0
8426b47ffffffff,5.0,0.0,0.0,0.0
8426b49ffffffff,1.0,0.0,0.0,0.0
8426b51ffffffff,4.0,0.0,0.0,0.0
8426b55ffffffff,24.0,0.0,0.0,0.0
8426b57ffffffff,5.0,0.0,0.0,0.0
8426b5dffffffff,2.0,0.0,0.0,0.0
8426b61ffffffff,277.0,0.0,0.0,0.0
8426b63ffffffff,16.0,0.0,0.0,0.0
8426b65ffffffff,7.0,0.0,0.0,0.0
8426b67ffffffff,13.0,0.0,0.0,0.0
8426b69ffffffff,124.0,0.0,0.0,0.0
8426b6dffffffff,87.0,0.0,0.0,0.0
8426c0bffffffff,2.0,0.0,0.0,0.0
8426c19ffffffff,7.0,0.0,0.0,0.0
8426c1bffffffff,5.0,0.0,0.0,0.0
8426c1dffffffff,22.0,0.0,0.0,0.0
8426c21ffffffff,2.0,0.0,0.0,0.0
8426c29ffffffff,2.0,0.0,0.0,0.0
8426c2bffffffff,6.0,0.0,0.0,0.0
8426c2dffffffff,1.0,0.0,0.0,0.0
8426c37ffffffff,100.0,0.0,0.0,0.0
8426c43ffffffff,23.0,0.0,0.0,0.0
8426c49ffffffff,1.0,0.0,0.0,0.0
8426c4dffffffff,5.0,0.0,0.0,0.0
8426c53ffffffff,12.0,0.0,0.0,0.0
8426c55ffffffff,2.0,0.0,0.0,0.0
8426c65ffffffff,2.0,0.0,0.0,0.0
8426c6bffffffff,5.0,0.0,0.0,0.0
8426c81ffffffff,4.0,0.0,0.0,0.0
8426c87ffffffff,16.0,0.0,0.0,0.0
8426c89ffffffff,218.0,0.0,0.0,0.0
8426ca1ffffffff,2.0,0.0,0.0,0.0
8426ca5ffffffff,4.0,0.0,0.0,0.0
8426ca9ffffffff,2.0,0.0,0.0,0.0
8426cabffffffff,7.0,0.0,0.0,0.0
8426cadffffffff,2.0,0.0,0.0,0.0
8426cb1ffffffff,4.0,0.0,0.0,0.0
8426cb7ffffffff,1.0,0.0,0.0,0.0
8426cb9ffffffff,64.0,0.0,0.0,0.0
8426cbbffffffff,4.0,0.0,0.0,0.0
8426cbdffffffff,197.0,0.0,0.0,0.0
8426d09ffffffff,20.0,0.0,0.0,0.0
8426d0bffffffff,1.0,0.0,0.0,0.0
8426d11ffffffff,4.0,0.0,0.0,0.0
8426d15ffffffff,34.0,0.0,0.0,0.0
8426d19ffffffff,6.0,0.0,0.0,0.0
8426d1bffffffff,6.0,0.0,0.0,0.0
8426d21ffffffff,7.0,0.0,0.0,0.0
8426d25ffffffff,2.0,0.0,0.0,0.0
8426d2bffffffff,15.0,0.0,0.0,0.0
8426d31ffffffff,4.0,0.0,0.0,0.0
8426d33ffffffff,6.0,0.0,0.0,0.0
8426d35ffffffff,18.0,0.0,0.0,0.0
8426d39ffffffff,29.0,0.0,0.0,0.0
8426d3bffffffff,7.0,0.0,0.0,0.0
8426d41ffffffff,18.0,0.0,0.0,0.0
8426d43ffffffff,3.0,0.0,0.0,0.0
8426d45ffffffff,10.0,0.0,0.0,0.0
8426d49ffffffff,10.0,0.0,0.0,0.0
8426d4bffffffff,34.0,0.0,0.0,0.0
8426d4dffffffff,5.0,0.0,0.0,0.0
8426d51ffffffff,5.0,0.0,0.0,0.0
8426d59ffffffff,4.0,0.0,0.0,0.0
8426d5bffffffff,3.0,0.0,0.0,0.0
8426d5dffffffff,4.0,0.0,0.0,0.0
8426d61ffffffff,1.0,0.0,0.0,0.0
8426d65ffffffff,2.0,0.0,0.0,0.0
8426d6bffffffff,15.0,0.0,0.0,0.0
8426d6dffffffff,11.0,0.0,0.0,0.0
8426d81ffffffff,4.0,0.0,0.0,0.0
8426d83ffffffff,2.0,0.0,0.0,0.0
8426d87ffffffff,4.0,0.0,0.0,0.0
8426d93ffffffff,2.0,0.0,0.0,0.0
8426d95ffffffff,58.0,0.0,0.0,0.0
8426d99ffffffff,2.0,0.0,0.0,0.0
