cell_id,Chalcites minutillus,Chalcites minutillus [minutillus Group],Chalcites minutillus [poecilurus Group],Chalcites minutillus rufomerus/salvadorii
839caafffffffff,4.0,0.0,0.0,0.0
839caefffffffff,12.0,0.0,0.0,0.0
839cb5fffffffff,4.0,0.0,0.0,0.0
839cc2fffffffff,2.0,0.0,0.0,0.0
839cd1fffffffff,2.0,0.0,0.0,0.0
839cd2fffffffff,2.0,0.0,0.0,0.0
839cd3fffffffff,82.0,0.0,0.0,0.0
839ce2fffffffff,2.0,0.0,0.0,0.0
839ce4fffffffff,7.0,0.0,2.0,0.0
839ce6fffffffff,2.0,0.0,0.0,0.0
839ce9fffffffff,30.0,0.0,0.0,0.0
839cf1fffffffff,4.0,0.0,0.0,0.0
839cf3fffffffff,47.0,0.0,0.0,0.0
839cf5fffffffff,43.0,0.0,2.0,0.0
839d01fffffffff,60.0,0.0,0.0,0.0
839d0afffffffff,12.0,0.0,0.0,0.0
839d0bfffffffff,84.0,0.0,14.0,0.0
839d0cfffffffff,18.0,0.0,0.0,0.0
839d0efffffffff,4.0,0.0,0.0,0.0
839d21fffffffff,32.0,0.0,0.0,0.0
839d23fffffffff,14.0,0.0,0.0,0.0
839d24fffffffff,17.0,0.0,0.0,0.0
839d25fffffffff,25.0,0.0,0.0,0.0
839d2afffffffff,14.0,0.0,0.0,0.0
839d76fffffffff,2.0,0.0,0.0,0.0
83be18fffffffff,24.0,0.0,0.0,0.0
83be1afffffffff,1.0,0.0,0.0,0.0
83be88fffffffff,37.0,1.0,0.0,0.0
83be89fffffffff,5.0,0.0,0.0,0.0
83be8bfffffffff,58.0,0.0,0.0,0.0
83be8dfffffffff,477.0,11.0,0.0,0.0
83bea9fffffffff,38.0,3.0,0.0,0.0
83beabfffffffff,52.0,0.0,0.0,0.0
83bef0fffffffff,31.0,0.0,0.0,0.0
83bef2fffffffff,13.0,2.0,0.0,0.0
83bef6fffffffff,41.0,2.0,0.0,0.0
