cell_id,Caracara plancus,Caracara plancus cheriway,Caracara plancus plancus
82cf97fffffffff,160.0,0.0,117.0
82cf9ffffffffff,112.0,0.0,103.0
82cfa7fffffffff,3916.0,0.0,2914.0
82cfaffffffffff,834.0,0.0,585.0
82cfb7fffffffff,37.0,0.0,24.0
82de67fffffffff,92.0,0.0,92.0
82de77fffffffff,167.0,0.0,124.0
82df47fffffffff,2122.0,0.0,1303.0
82df4ffffffffff,48.0,0.0,43.0
82df5ffffffffff,2.0,0.0,2.0
82df67fffffffff,2.0,0.0,2.0
82df6ffffffffff,4274.0,0.0,3379.0
