cell_id,Oceanites oceanicus,Oceanites oceanicus oceanicus/exasperatus,Oceanites oceanicus chilensis
82c99ffffffffff,32.0,0.0,0.0
82c9b7fffffffff,497.0,0.0,0.0
82ca87fffffffff,2.0,0.0,0.0
82cb2ffffffffff,2.0,0.0,0.0
82cc47fffffffff,2.0,0.0,0.0
82cc67fffffffff,10.0,0.0,0.0
82cc6ffffffffff,1.0,0.0,0.0
82ce17fffffffff,54.0,0.0,0.0
82ce37fffffffff,49.0,0.0,2.0
82ce8ffffffffff,47.0,0.0,0.0
82ceaffffffffff,74.0,0.0,0.0
82cf17fffffffff,110.0,0.0,27.0
82cf1ffffffffff,21.0,0.0,12.0
82cf37fffffffff,9.0,0.0,8.0
82cf8ffffffffff,2.0,0.0,0.0
82cf97fffffffff,4.0,0.0,0.0
82cfa7fffffffff,2.0,0.0,0.0
82cfaffffffffff,9.0,0.0,2.0
82cfb7fffffffff,3.0,0.0,0.0
82d16ffffffffff,18.0,0.0,0.0
82d46ffffffffff,2.0,0.0,0.0
82d6affffffffff,10.0,0.0,0.0
82d6dffffffffff,12.0,0.0,0.0
82d6f7fffffffff,6.0,0.0,0.0
82da77fffffffff,10.0,0.0,0.0
82da87fffffffff,3.0,0.0,0.0
82daaffffffffff,10.0,0.0,0.0
82db8ffffffffff,2.0,0.0,0.0
82dcdffffffffff,1.0,0.0,0.0
82dd47fffffffff,8.0,0.0,0.0
82dd5ffffffffff,2.0,0.0,0.0
82dd6ffffffffff,2.0,0.0,0.0
82de07fffffffff,2.0,0.0,0.0
82de0ffffffffff,98.0,1.0,0.0
82de17fffffffff,5.0,0.0,0.0
82de1ffffffffff,138.0,0.0,0.0
82de27fffffffff,21.0,0.0,0.0
82de2ffffffffff,59.0,0.0,0.0
82de37fffffffff,15.0,0.0,0.0
82de47fffffffff,2.0,0.0,0.0
82de4ffffffffff,28.0,0.0,0.0
82de5ffffffffff,2.0,0.0,0.0
82de67fffffffff,87.0,7.0,0.0
82de6ffffffffff,39.0,3.0,0.0
82de77fffffffff,190.0,20.0,0.0
82de87fffffffff,289.0,14.0,0.0
82de8ffffffffff,3.0,0.0,0.0
82de97fffffffff,568.0,16.0,0.0
82dea7fffffffff,78.0,0.0,0.0
82deaffffffffff,189.0,0.0,0.0
82deb7fffffffff,64.0,2.0,0.0
82dee7fffffffff,1.0,0.0,0.0
82def7fffffffff,2.0,0.0,0.0
82df07fffffffff,669.0,81.0,0.0
82df0ffffffffff,144.0,6.0,0.0
82df17fffffffff,460.0,39.0,0.0
82df1ffffffffff,146.0,31.0,0.0
82df27fffffffff,55.0,3.0,0.0
82df2ffffffffff,101.0,3.0,0.0
82df37fffffffff,1173.0,231.0,0.0
82df47fffffffff,501.0,0.0,65.0
82df4ffffffffff,16.0,0.0,0.0
82df57fffffffff,32.0,0.0,0.0
82df5ffffffffff,240.0,0.0,7.0
82df67fffffffff,4.0,0.0,0.0
82df6ffffffffff,272.0,0.0,85.0
82df77fffffffff,224.0,0.0,6.0
82df87fffffffff,58.0,0.0,0.0
82df8ffffffffff,65.0,0.0,0.0
82df97fffffffff,2.0,0.0,0.0
82df9ffffffffff,23.0,0.0,0.0
82dfa7fffffffff,8.0,0.0,0.0
82dfaffffffffff,84.0,5.0,0.0
82e077fffffffff,1.0,0.0,0.0
82e097fffffffff,24.0,0.0,0.0
82e0b7fffffffff,1.0,0.0,0.0
82e887fffffffff,12.0,0.0,0.0
82e897fffffffff,12.0,0.0,0.0
82e89ffffffffff,219.0,6.0,0.0
82e8b7fffffffff,12.0,0.0,0.0
82ea9ffffffffff,1.0,0.0,0.0
82ead7fffffffff,4.0,0.0,0.0
82eadffffffffff,1.0,0.0,0.0
82ed47fffffffff,2.0,0.0,0.0
82ed67fffffffff,2.0,0.0,0.0
82ed77fffffffff,1.0,0.0,0.0
