cell_id,Catharus guttatus,Catharus guttatus [guttatus Group],Catharus guttatus [auduboni Group],Catharus guttatus faxoni/crymophilus
8244affffffffff,931.0,0.0,0.0,6.0
8244c7fffffffff,7308.0,0.0,0.0,442.0
8244cffffffffff,4352.0,0.0,0.0,102.0
8244d7fffffffff,8719.0,0.0,0.0,56.0
8244dffffffffff,7755.0,0.0,0.0,66.0
8244e7fffffffff,2052.0,0.0,0.0,39.0
8244effffffffff,1094.0,0.0,0.0,19.0
8244f7fffffffff,4193.0,0.0,0.0,145.0
824807fffffffff,11.0,0.0,0.0,0.0
82480ffffffffff,390.0,0.0,0.0,0.0
824817fffffffff,193.0,0.0,0.0,0.0
82481ffffffffff,37.0,0.0,0.0,0.0
824827fffffffff,5.0,0.0,0.0,0.0
82482ffffffffff,101.0,2.0,2.0,0.0
824837fffffffff,255.0,0.0,0.0,0.0
824847fffffffff,101.0,0.0,0.0,0.0
82484ffffffffff,86.0,0.0,0.0,0.0
824857fffffffff,18.0,0.0,0.0,0.0
82485ffffffffff,721.0,5.0,0.0,0.0
824877fffffffff,104.0,0.0,0.0,0.0
824887fffffffff,790.0,0.0,0.0,0.0
82488ffffffffff,664.0,0.0,0.0,0.0
824897fffffffff,2754.0,0.0,0.0,6.0
82489ffffffffff,7943.0,0.0,0.0,0.0
8248a7fffffffff,490.0,0.0,0.0,0.0
8248affffffffff,1134.0,0.0,0.0,0.0
8248b7fffffffff,1939.0,0.0,0.0,0.0
8248c7fffffffff,8608.0,0.0,347.0,0.0
8248cffffffffff,2394.0,0.0,72.0,0.0
8248d7fffffffff,2749.0,0.0,0.0,0.0
8248dffffffffff,8517.0,0.0,15.0,0.0
8248e7fffffffff,173.0,0.0,0.0,0.0
8248effffffffff,29210.0,0.0,230.0,0.0
8248f7fffffffff,943.0,0.0,28.0,0.0
824987fffffffff,243.0,0.0,0.0,0.0
82498ffffffffff,41.0,0.0,0.0,0.0
824997fffffffff,951.0,0.0,0.0,0.0
82499ffffffffff,126.0,0.0,0.0,0.0
8249a7fffffffff,2.0,0.0,0.0,0.0
8249affffffffff,251.0,0.0,0.0,0.0
8249b7fffffffff,70.0,0.0,0.0,0.0
826d07fffffffff,12.0,0.0,0.0,0.0
826d17fffffffff,22.0,0.0,0.0,0.0
826d27fffffffff,99.0,0.0,0.0,0.0
826d2ffffffffff,268.0,0.0,74.0,0.0
826d37fffffffff,586.0,0.0,0.0,0.0
