cell_id,Corvus frugilegus,Corvus frugilegus frugilegus,Corvus frugilegus pastinator
831e75fffffffff,9.0,0.0,0.0
831e76fffffffff,50.0,0.0,0.0
831e8dfffffffff,1.0,0.0,0.0
831ea5fffffffff,2.0,0.0,0.0
831eacfffffffff,3.0,0.0,0.0
831eadfffffffff,10.0,0.0,0.0
831ec0fffffffff,220.0,0.0,0.0
831ec1fffffffff,232.0,0.0,0.0
831ec2fffffffff,126.0,0.0,0.0
831ec3fffffffff,16.0,0.0,0.0
831ec4fffffffff,341.0,0.0,0.0
831ec5fffffffff,10.0,0.0,0.0
831ec6fffffffff,37.0,0.0,0.0
831ec8fffffffff,14.0,0.0,0.0
831ec9fffffffff,349.0,0.0,0.0
831ecafffffffff,2.0,0.0,0.0
831ecbfffffffff,27.0,0.0,0.0
831eccfffffffff,30.0,0.0,0.0
831ecdfffffffff,16.0,0.0,0.0
831ecefffffffff,18.0,0.0,0.0
831ed0fffffffff,4.0,0.0,0.0
831ed1fffffffff,65.0,0.0,0.0
831ed3fffffffff,23.0,0.0,0.0
831edcfffffffff,68.0,0.0,0.0
831edefffffffff,20.0,0.0,0.0
831ee0fffffffff,2.0,0.0,0.0
831ee1fffffffff,3.0,0.0,0.0
831ee3fffffffff,6.0,0.0,0.0
831ee5fffffffff,4.0,0.0,0.0
831ee6fffffffff,170.0,0.0,0.0
831ee8fffffffff,38.0,0.0,0.0
831ee9fffffffff,70.0,0.0,0.0
831eeafffffffff,6.0,0.0,0.0
831eebfffffffff,66.0,0.0,0.0
831eecfffffffff,26.0,0.0,0.0
831eedfffffffff,58.0,0.0,0.0
831eeefffffffff,39.0,0.0,0.0
831ef1fffffffff,64.0,0.0,0.0
831ef3fffffffff,8.0,0.0,0.0
831ef5fffffffff,93.0,0.0,0.0
831ef6fffffffff,3.0,0.0,0.0
831f00fffffffff,154.0,0.0,0.0
831f01fffffffff,24.0,0.0,0.0
831f02fffffffff,25.0,0.0,0.0
831f03fffffffff,29.0,0.0,0.0
831f04fffffffff,53.0,0.0,0.0
831f05fffffffff,1144.0,0.0,0.0
831f06fffffffff,84.0,0.0,0.0
831f09fffffffff,8.0,0.0,0.0
831f0afffffffff,6.0,0.0,0.0
831f0bfffffffff,15.0,0.0,0.0
831f0cfffffffff,3.0,0.0,0.0
831f0dfffffffff,8.0,0.0,0.0
831f0efffffffff,15.0,0.0,0.0
831f10fffffffff,47.0,0.0,0.0
831f11fffffffff,23.0,0.0,0.0
831f12fffffffff,73.0,0.0,0.0
831f13fffffffff,4.0,0.0,0.0
831f14fffffffff,70.0,0.0,0.0
831f15fffffffff,45.0,0.0,0.0
831f16fffffffff,25.0,0.0,0.0
831f18fffffffff,80.0,0.0,0.0
831f19fffffffff,28.0,0.0,0.0
831f1afffffffff,99.0,0.0,0.0
831f1bfffffffff,28.0,0.0,0.0
831f1cfffffffff,20.0,0.0,0.0
831f1dfffffffff,39.0,0.0,0.0
831f1efffffffff,7.0,0.0,0.0
831f20fffffffff,19.0,0.0,0.0
831f21fffffffff,86.0,0.0,0.0
831f22fffffffff,78.0,0.0,0.0
831f23fffffffff,224.0,0.0,0.0
831f24fffffffff,38.0,0.0,0.0
831f25fffffffff,4.0,0.0,0.0
831f26fffffffff,37.0,0.0,0.0
831f28fffffffff,34.0,0.0,0.0
831f29fffffffff,29.0,0.0,0.0
831f2afffffffff,560.0,0.0,0.0
831f2dfffffffff,19.0,0.0,0.0
831f2efffffffff,242.0,0.0,0.0
831f31fffffffff,103.0,0.0,0.0
831f32fffffffff,6.0,0.0,0.0
831f33fffffffff,101.0,0.0,0.0
831f35fffffffff,35.0,0.0,0.0
831f40fffffffff,36.0,0.0,0.0
831f41fffffffff,18.0,0.0,0.0
831f42fffffffff,14.0,0.0,0.0
831f44fffffffff,5.0,0.0,0.0
831f45fffffffff,9.0,0.0,0.0
831f46fffffffff,9.0,0.0,0.0
831f4afffffffff,5.0,0.0,0.0
831f4cfffffffff,3.0,0.0,0.0
831f4efffffffff,303.0,0.0,0.0
831f50fffffffff,3.0,0.0,0.0
831f51fffffffff,96.0,0.0,0.0
831f52fffffffff,70.0,0.0,0.0
831f53fffffffff,231.0,0.0,0.0
831f54fffffffff,10.0,0.0,0.0
831f55fffffffff,8.0,0.0,0.0
831f56fffffffff,60.0,0.0,0.0
831f58fffffffff,2.0,0.0,0.0
831f59fffffffff,20.0,0.0,0.0
831f5afffffffff,12.0,0.0,0.0
831f5cfffffffff,13.0,0.0,0.0
831f5dfffffffff,10.0,0.0,0.0
831f5efffffffff,83.0,0.0,0.0
831f60fffffffff,20.0,0.0,0.0
831f62fffffffff,13.0,0.0,0.0
831f63fffffffff,9.0,0.0,0.0
831f64fffffffff,2.0,0.0,0.0
831f65fffffffff,18.0,0.0,0.0
831f6afffffffff,2.0,0.0,0.0
831f70fffffffff,2.0,0.0,0.0
831f71fffffffff,310.0,0.0,0.0
831f72fffffffff,221.0,0.0,0.0
831f73fffffffff,11.0,0.0,0.0
831f75fffffffff,12.0,0.0,0.0
831f80fffffffff,178.0,0.0,0.0
831f81fffffffff,26.0,0.0,0.0
831f82fffffffff,100.0,0.0,0.0
831f83fffffffff,356.0,0.0,0.0
831f84fffffffff,23.0,0.0,0.0
831f85fffffffff,69.0,0.0,0.0
831f86fffffffff,4.0,0.0,0.0
831f88fffffffff,35.0,0.0,0.0
831f89fffffffff,5.0,0.0,0.0
831f8cfffffffff,42.0,0.0,0.0
831f8dfffffffff,493.0,0.0,0.0
831f8efffffffff,100.0,0.0,0.0
831f90fffffffff,8.0,0.0,0.0
831f91fffffffff,105.0,0.0,0.0
831f93fffffffff,5.0,0.0,0.0
831f94fffffffff,12.0,0.0,0.0
831f95fffffffff,25.0,0.0,0.0
831f96fffffffff,2.0,0.0,0.0
831f98fffffffff,12.0,0.0,0.0
831f99fffffffff,2.0,0.0,0.0
831f9afffffffff,6.0,0.0,0.0
831f9bfffffffff,2.0,0.0,0.0
831f9cfffffffff,23.0,0.0,0.0
831f9dfffffffff,1.0,0.0,0.0
831f9efffffffff,2.0,0.0,0.0
831fa0fffffffff,47.0,0.0,0.0
831fa1fffffffff,33.0,0.0,0.0
831fa2fffffffff,13.0,0.0,0.0
831fa3fffffffff,40.0,0.0,0.0
831fa4fffffffff,75.0,0.0,0.0
831fa5fffffffff,94.0,0.0,0.0
831fa6fffffffff,12.0,0.0,0.0
831fa8fffffffff,37.0,0.0,0.0
831fa9fffffffff,28.0,0.0,0.0
831faafffffffff,137.0,0.0,0.0
831fabfffffffff,14.0,0.0,0.0
831facfffffffff,25.0,0.0,0.0
831fadfffffffff,20.0,0.0,0.0
831faefffffffff,360.0,0.0,0.0
831fb0fffffffff,79.0,0.0,0.0
831fb1fffffffff,49.0,0.0,0.0
831fb2fffffffff,10.0,0.0,0.0
831fb3fffffffff,10.0,0.0,0.0
831fb4fffffffff,77.0,0.0,0.0
831fb5fffffffff,31.0,0.0,0.0
831fb6fffffffff,31.0,0.0,0.0
83200afffffffff,27.0,0.0,0.0
83200efffffffff,23.0,0.0,0.0
832010fffffffff,20.0,0.0,0.0
832012fffffffff,2.0,0.0,0.0
832013fffffffff,8.0,0.0,0.0
832014fffffffff,4.0,0.0,0.0
832016fffffffff,20.0,0.0,0.0
832018fffffffff,70.0,0.0,0.0
832019fffffffff,51.0,0.0,0.0
83201afffffffff,32.0,0.0,0.0
83201bfffffffff,23.0,0.0,0.0
83201dfffffffff,34.0,0.0,0.0
83202dfffffffff,4.0,0.0,0.0
832032fffffffff,2.0,0.0,0.0
832033fffffffff,2.0,0.0,0.0
832048fffffffff,4.0,0.0,0.0
832049fffffffff,2.0,0.0,0.0
83204afffffffff,6.0,0.0,0.0
83204bfffffffff,5.0,0.0,0.0
832054fffffffff,1.0,0.0,0.0
832059fffffffff,2.0,0.0,0.0
83205efffffffff,4.0,1.0,0.0
832068fffffffff,4.0,0.0,0.0
83206cfffffffff,3.0,0.0,0.0
832080fffffffff,1.0,0.0,0.0
832084fffffffff,1.0,0.0,0.0
83208dfffffffff,1.0,0.0,0.0
83208efffffffff,2.0,0.0,0.0
83209afffffffff,2.0,0.0,0.0
8320a0fffffffff,10.0,0.0,0.0
8320a1fffffffff,5.0,0.0,0.0
8320a2fffffffff,35.0,0.0,0.0
8320a5fffffffff,10.0,0.0,0.0
8320a6fffffffff,37.0,0.0,0.0
8320acfffffffff,2.0,0.0,0.0
8320adfffffffff,11.0,0.0,0.0
8320aefffffffff,6.0,0.0,0.0
8320b1fffffffff,7.0,0.0,0.0
8320b3fffffffff,2.0,0.0,0.0
8320e0fffffffff,64.0,0.0,0.0
8320e2fffffffff,31.0,0.0,0.0
8320e3fffffffff,8.0,0.0,0.0
8320e4fffffffff,15.0,0.0,0.0
8320e6fffffffff,112.0,0.0,0.0
8320ebfffffffff,2.0,0.0,0.0
8320f0fffffffff,2.0,0.0,0.0
8320f2fffffffff,3.0,0.0,0.0
8320f4fffffffff,4.0,0.0,0.0
8320f5fffffffff,28.0,0.0,0.0
83210cfffffffff,1.0,0.0,0.0
832123fffffffff,12.0,0.0,0.0
832124fffffffff,2.0,0.0,0.0
832126fffffffff,1.0,0.0,0.0
83212bfffffffff,1.0,0.0,0.0
83212cfffffffff,2.0,0.0,0.0
832141fffffffff,2.0,0.0,0.0
832148fffffffff,21.0,0.0,0.0
832149fffffffff,6.0,0.0,0.0
83214afffffffff,18.0,0.0,0.0
83214bfffffffff,2.0,0.0,0.0
832150fffffffff,34.0,0.0,0.0
832152fffffffff,93.0,0.0,0.0
832153fffffffff,48.0,0.0,0.0
832156fffffffff,2.0,0.0,0.0
832171fffffffff,1.0,0.0,0.0
832186fffffffff,1.0,0.0,0.0
83218bfffffffff,2.0,0.0,0.0
832198fffffffff,15.0,0.0,0.0
832199fffffffff,3.0,0.0,0.0
83219cfffffffff,2.0,0.0,0.0
8321a2fffffffff,1.0,0.0,0.0
832405fffffffff,2.0,0.0,0.0
83240afffffffff,6.0,0.0,0.0
832420fffffffff,2.0,0.0,0.0
832421fffffffff,8.0,0.0,0.0
832424fffffffff,2.0,0.0,0.0
832426fffffffff,9.0,0.0,0.0
832429fffffffff,2.0,0.0,0.0
83242cfffffffff,5.0,0.0,0.0
83242dfffffffff,7.0,0.0,0.0
83242efffffffff,2.0,0.0,0.0
832431fffffffff,1.0,0.0,0.0
832446fffffffff,3.0,0.0,0.0
83244bfffffffff,6.0,0.0,0.0
832452fffffffff,2.0,0.0,0.0
832460fffffffff,74.0,0.0,0.0
832461fffffffff,3.0,0.0,0.0
832462fffffffff,2.0,0.0,0.0
832465fffffffff,1.0,0.0,0.0
832466fffffffff,17.0,0.0,0.0
83246afffffffff,1.0,0.0,0.0
83246dfffffffff,2.0,0.0,0.0
832475fffffffff,15.0,0.0,0.0
832476fffffffff,1.0,0.0,0.0
83248bfffffffff,78.0,0.0,0.0
8324c0fffffffff,3.0,0.0,0.0
8324d1fffffffff,6.0,0.0,0.0
8324d6fffffffff,1.0,0.0,0.0
8324ebfffffffff,2.0,0.0,0.0
832512fffffffff,15.0,0.0,0.0
832513fffffffff,4.0,0.0,0.0
832516fffffffff,6.0,0.0,0.0
83251bfffffffff,1.0,0.0,0.0
832540fffffffff,10.0,0.0,0.0
83255afffffffff,143.0,0.0,0.0
83255bfffffffff,7.0,0.0,0.0
8325a4fffffffff,5.0,0.0,0.0
8325acfffffffff,4.0,0.0,0.0
8325aefffffffff,3.0,0.0,0.0
832c00fffffffff,161.0,0.0,0.0
832c01fffffffff,23.0,0.0,0.0
832c02fffffffff,5.0,0.0,0.0
832c03fffffffff,18.0,0.0,0.0
832c04fffffffff,734.0,0.0,0.0
832c05fffffffff,234.0,0.0,0.0
832c06fffffffff,192.0,0.0,0.0
832c09fffffffff,13.0,0.0,0.0
832c0afffffffff,6.0,0.0,0.0
832c0bfffffffff,484.0,0.0,0.0
832c0cfffffffff,17.0,0.0,0.0
832c10fffffffff,1.0,0.0,0.0
832c11fffffffff,2.0,0.0,0.0
832c12fffffffff,8.0,0.0,0.0
832c13fffffffff,22.0,0.0,0.0
832c14fffffffff,2.0,0.0,0.0
832c15fffffffff,17.0,0.0,0.0
832c18fffffffff,15.0,0.0,0.0
832c19fffffffff,22.0,0.0,0.0
832c1afffffffff,26.0,0.0,0.0
832c1bfffffffff,4.0,0.0,0.0
832c1cfffffffff,4.0,0.0,0.0
832c1dfffffffff,2.0,0.0,0.0
832c1efffffffff,64.0,0.0,0.0
832c20fffffffff,21.0,0.0,0.0
832c21fffffffff,20.0,0.0,0.0
832c22fffffffff,15.0,0.0,0.0
832c23fffffffff,68.0,0.0,0.0
832c24fffffffff,8.0,0.0,0.0
832c26fffffffff,12.0,0.0,0.0
832c28fffffffff,25.0,0.0,0.0
832c2afffffffff,207.0,0.0,0.0
832c2bfffffffff,9.0,0.0,0.0
832c2efffffffff,35.0,0.0,0.0
832c31fffffffff,34.0,0.0,0.0
832c33fffffffff,44.0,0.0,0.0
832c34fffffffff,2.0,0.0,0.0
832c35fffffffff,4.0,0.0,0.0
832c36fffffffff,5.0,0.0,0.0
832c42fffffffff,1.0,0.0,0.0
832c56fffffffff,2.0,0.0,0.0
832c60fffffffff,2.0,0.0,0.0
832c62fffffffff,16.0,0.0,0.0
832c66fffffffff,5.0,0.0,0.0
832c6afffffffff,5.0,0.0,0.0
832c6dfffffffff,4.0,0.0,0.0
832c72fffffffff,10.0,0.0,0.0
832c76fffffffff,38.0,0.0,0.0
832c81fffffffff,2.0,0.0,0.0
832c88fffffffff,3.0,0.0,0.0
832c89fffffffff,4.0,0.0,0.0
832c8cfffffffff,12.0,0.0,0.0
832c8dfffffffff,34.0,0.0,0.0
832c8efffffffff,11.0,0.0,0.0
832c9bfffffffff,4.0,0.0,0.0
832ca2fffffffff,1.0,0.0,0.0
832ca4fffffffff,16.0,0.0,0.0
832ca8fffffffff,11.0,0.0,0.0
832ca9fffffffff,4.0,0.0,0.0
832caafffffffff,5.0,0.0,0.0
832cabfffffffff,10.0,0.0,0.0
832cacfffffffff,7.0,0.0,0.0
832cadfffffffff,8.0,0.0,0.0
832cc0fffffffff,96.0,0.0,0.0
832cc1fffffffff,1.0,0.0,0.0
832cc2fffffffff,20.0,0.0,0.0
832cc3fffffffff,5.0,0.0,0.0
832cc6fffffffff,45.0,0.0,0.0
832cc8fffffffff,1.0,0.0,0.0
832ccbfffffffff,6.0,0.0,0.0
832ccefffffffff,2.0,0.0,0.0
832cd0fffffffff,2.0,0.0,0.0
832cd4fffffffff,17.0,0.0,0.0
832cd5fffffffff,29.0,0.0,0.0
832cd6fffffffff,1.0,0.0,0.0
832cd9fffffffff,2.0,0.0,0.0
832cddfffffffff,3.0,0.0,0.0
832cdefffffffff,1.0,0.0,0.0
832ce4fffffffff,97.0,0.0,0.0
832ce5fffffffff,22.0,0.0,0.0
832ce6fffffffff,6.0,0.0,0.0
832cf0fffffffff,187.0,0.0,0.0
832cf1fffffffff,2.0,0.0,0.0
832cf2fffffffff,12.0,0.0,0.0
832cf3fffffffff,892.0,0.0,0.0
832cf4fffffffff,20.0,0.0,0.0
832cf5fffffffff,71.0,0.0,0.0
832cf6fffffffff,4.0,0.0,0.0
832d00fffffffff,7.0,0.0,0.0
832d01fffffffff,6.0,0.0,0.0
832d02fffffffff,36.0,0.0,0.0
832d03fffffffff,183.0,0.0,0.0
832d04fffffffff,2.0,0.0,0.0
832d06fffffffff,8.0,0.0,0.0
832d10fffffffff,29.0,0.0,0.0
832d11fffffffff,3.0,0.0,0.0
832d12fffffffff,16.0,0.0,0.0
832d13fffffffff,4.0,0.0,0.0
832d14fffffffff,71.0,0.0,0.0
832d15fffffffff,4.0,0.0,0.0
832d16fffffffff,17.0,0.0,0.0
832d18fffffffff,17.0,0.0,0.0
832d1afffffffff,2.0,0.0,0.0
832d1bfffffffff,26.0,0.0,0.0
832d1cfffffffff,11.0,0.0,0.0
832d1dfffffffff,1.0,0.0,0.0
832d1efffffffff,3.0,0.0,0.0
832d22fffffffff,72.0,0.0,0.0
832d2dfffffffff,17.0,0.0,0.0
832d30fffffffff,45.0,0.0,0.0
832d31fffffffff,11.0,0.0,0.0
832d32fffffffff,108.0,0.0,0.0
832d33fffffffff,240.0,0.0,0.0
832d34fffffffff,3.0,0.0,0.0
832d35fffffffff,34.0,0.0,0.0
832d36fffffffff,37.0,0.0,0.0
832d44fffffffff,2.0,0.0,0.0
832d48fffffffff,1.0,0.0,0.0
832d4dfffffffff,1.0,0.0,0.0
832d51fffffffff,4.0,0.0,0.0
832d53fffffffff,3.0,0.0,0.0
832d58fffffffff,4.0,0.0,0.0
832d5cfffffffff,61.0,0.0,0.0
832d5dfffffffff,3.0,0.0,0.0
832d64fffffffff,776.0,0.0,0.0
832d70fffffffff,6.0,0.0,0.0
832d71fffffffff,5.0,0.0,0.0
832d72fffffffff,4.0,0.0,0.0
832d73fffffffff,7.0,0.0,0.0
832d76fffffffff,28.0,0.0,0.0
832da1fffffffff,23.0,0.0,0.0
832da5fffffffff,4.0,0.0,0.0
832da8fffffffff,119.0,0.0,0.0
832da9fffffffff,4.0,0.0,0.0
832dabfffffffff,5.0,0.0,0.0
