cell_id,Petrochelidon fulva,Petrochelidon fulva [fulva Group],Petrochelidon fulva pallida,Petrochelidon fulva citata
844cd4bffffffff,4.0,0.0,0.0,0.0
844cd51ffffffff,2.0,2.0,0.0,0.0
844cd55ffffffff,10.0,0.0,0.0,0.0
844cd5bffffffff,3.0,0.0,0.0,0.0
844cd5dffffffff,2.0,2.0,0.0,0.0
844ce85ffffffff,2.0,0.0,0.0,0.0
844cea9ffffffff,445.0,46.0,0.0,0.0
844ceadffffffff,614.0,114.0,0.0,0.0
844cee3ffffffff,114.0,5.0,0.0,0.0
844cee5ffffffff,1394.0,175.0,0.0,0.0
844cee7ffffffff,1862.0,145.0,0.0,0.0
844cf21ffffffff,2.0,0.0,0.0,0.0
844cf23ffffffff,2.0,0.0,0.0,0.0
844cf25ffffffff,5.0,0.0,0.0,0.0
844cf31ffffffff,1.0,0.0,0.0,0.0
844cf33ffffffff,3.0,0.0,0.0,0.0
844cf35ffffffff,32.0,0.0,0.0,0.0
844cf37ffffffff,50.0,17.0,0.0,0.0
846720dffffffff,4.0,0.0,0.0,0.0
8467229ffffffff,2.0,0.0,0.0,0.0
8467251ffffffff,6.0,0.0,0.0,0.0
8467253ffffffff,32.0,6.0,0.0,0.0
846725bffffffff,1.0,0.0,0.0,0.0
8467261ffffffff,2.0,0.0,0.0,0.0
8467263ffffffff,15.0,0.0,0.0,0.0
8467305ffffffff,19.0,0.0,0.0,0.0
8467325ffffffff,4.0,0.0,0.0,0.0
8467329ffffffff,23.0,0.0,0.0,0.0
846732dffffffff,57.0,0.0,0.0,0.0
846735bffffffff,2.0,0.0,0.0,0.0
8467363ffffffff,92.0,0.0,0.0,0.0
8467365ffffffff,20.0,0.0,0.0,0.0
8467367ffffffff,69.0,0.0,0.0,0.0
846d041ffffffff,4.0,0.0,0.0,0.0
846d043ffffffff,26.0,0.0,0.0,0.0
846d049ffffffff,2.0,0.0,0.0,0.0
846d04bffffffff,7.0,0.0,0.0,0.0
846d05bffffffff,2.0,0.0,0.0,0.0
846d05dffffffff,14.0,0.0,0.0,0.0
846d231ffffffff,27.0,0.0,0.0,2.0
846d233ffffffff,4.0,0.0,0.0,2.0
846d239ffffffff,7.0,0.0,0.0,0.0
846d23bffffffff,22.0,0.0,0.0,5.0
846d23dffffffff,5.0,0.0,0.0,0.0
846d295ffffffff,21.0,0.0,0.0,0.0
846d2a3ffffffff,27.0,0.0,0.0,0.0
846d2b1ffffffff,7.0,0.0,0.0,0.0
846d2b3ffffffff,14.0,0.0,0.0,0.0
846d2bbffffffff,9.0,0.0,0.0,0.0
846d2e9ffffffff,9.0,0.0,0.0,0.0
846d601ffffffff,30.0,0.0,4.0,0.0
846d605ffffffff,17.0,0.0,2.0,0.0
846d60dffffffff,42.0,0.0,9.0,0.0
846d661ffffffff,1.0,0.0,0.0,0.0
846d663ffffffff,13.0,0.0,9.0,0.0
846d667ffffffff,4.0,0.0,0.0,0.0
846d743ffffffff,16.0,0.0,0.0,0.0
846d745ffffffff,10.0,0.0,0.0,0.0
846d747ffffffff,17.0,0.0,0.0,0.0
846d74bffffffff,11.0,0.0,0.0,0.0
846d74dffffffff,3.0,0.0,0.0,0.0
846d751ffffffff,12.0,0.0,0.0,0.0
846d759ffffffff,4.0,0.0,0.0,0.0
846d75bffffffff,29.0,0.0,0.0,0.0
846d75dffffffff,29.0,0.0,0.0,0.0
846d769ffffffff,15.0,0.0,0.0,0.0
846d76dffffffff,14.0,0.0,0.0,0.0
