cell_id,Fregata magnificens,Fregata magnificens rothschildi,Fregata magnificens magnificens
83482cfffffffff,1.0,0.0,0.0
83482efffffffff,324.0,0.0,0.0
834830fffffffff,222.0,0.0,0.0
834832fffffffff,101.0,0.0,0.0
834833fffffffff,1782.0,0.0,0.0
834834fffffffff,20.0,0.0,0.0
834835fffffffff,1.0,0.0,0.0
834836fffffffff,7159.0,0.0,0.0
834842fffffffff,1.0,0.0,0.0
834846fffffffff,3.0,0.0,0.0
83484afffffffff,4.0,0.0,0.0
834850fffffffff,28.0,0.0,0.0
834851fffffffff,23.0,0.0,0.0
834854fffffffff,32.0,0.0,0.0
834855fffffffff,65.0,0.0,0.0
834856fffffffff,303.0,0.0,0.0
834858fffffffff,11.0,0.0,0.0
83485bfffffffff,5.0,0.0,0.0
83485cfffffffff,32.0,0.0,0.0
83485efffffffff,121.0,0.0,0.0
834871fffffffff,2.0,0.0,0.0
834872fffffffff,65.0,0.0,0.0
834873fffffffff,8.0,0.0,0.0
834876fffffffff,17.0,0.0,0.0
834890fffffffff,378.0,0.0,0.0
834892fffffffff,361.0,0.0,0.0
834893fffffffff,25.0,0.0,0.0
834894fffffffff,71.0,0.0,0.0
834895fffffffff,568.0,0.0,0.0
834896fffffffff,58.0,0.0,0.0
8348b2fffffffff,550.0,0.0,0.0
8348b3fffffffff,22.0,0.0,0.0
8348b4fffffffff,6.0,0.0,0.0
834908fffffffff,5.0,0.0,0.0
834909fffffffff,2.0,0.0,0.0
83490bfffffffff,4.0,0.0,0.0
834918fffffffff,1.0,0.0,0.0
83491bfffffffff,6.0,0.0,0.0
83491efffffffff,1.0,0.0,0.0
834952fffffffff,7.0,0.0,0.0
834956fffffffff,2.0,0.0,0.0
834971fffffffff,2.0,0.0,0.0
834992fffffffff,74.0,0.0,0.0
834993fffffffff,64.0,0.0,0.0
834996fffffffff,2625.0,0.0,0.0
8349a2fffffffff,265.0,0.0,0.0
8349a3fffffffff,42.0,0.0,0.0
8349a8fffffffff,395.0,0.0,0.0
8349a9fffffffff,2447.0,0.0,0.0
8349acfffffffff,21.0,0.0,0.0
8349adfffffffff,67.0,0.0,0.0
8349aefffffffff,5.0,0.0,0.0
8349b4fffffffff,12.0,0.0,0.0
8349b5fffffffff,131.0,0.0,0.0
8349b6fffffffff,15.0,0.0,0.0
834c81fffffffff,6.0,0.0,0.0
834c82fffffffff,3.0,0.0,0.0
834c83fffffffff,6.0,0.0,0.0
834c88fffffffff,49.0,0.0,0.0
834c8cfffffffff,8.0,0.0,0.0
834c93fffffffff,42.0,0.0,0.0
834c94fffffffff,4.0,0.0,0.0
834c95fffffffff,4.0,0.0,0.0
834c96fffffffff,1.0,0.0,0.0
834c98fffffffff,36.0,0.0,0.0
834c9afffffffff,73.0,0.0,0.0
834caafffffffff,78.0,0.0,0.0
834cabfffffffff,45.0,0.0,0.0
834cb1fffffffff,2.0,0.0,0.0
834cb2fffffffff,2.0,0.0,0.0
834cb3fffffffff,158.0,0.0,0.0
834cc0fffffffff,2174.0,0.0,0.0
834cc2fffffffff,24.0,0.0,0.0
834cc4fffffffff,75.0,0.0,0.0
834cc5fffffffff,3118.0,0.0,0.0
834cc6fffffffff,378.0,0.0,0.0
834cd0fffffffff,229.0,0.0,0.0
834cd2fffffffff,176.0,0.0,0.0
834cd4fffffffff,61.0,0.0,0.0
834cd5fffffffff,114.0,0.0,0.0
834cd6fffffffff,48.0,0.0,0.0
834cdbfffffffff,2.0,0.0,0.0
834cddfffffffff,2.0,0.0,0.0
834ce8fffffffff,851.0,0.0,0.0
834ce9fffffffff,56.0,0.0,0.0
834ceafffffffff,1639.0,0.0,0.0
834cebfffffffff,136.0,0.0,0.0
834cedfffffffff,79.0,0.0,0.0
834ceefffffffff,3222.0,0.0,0.0
834cf2fffffffff,78.0,0.0,0.0
834cf3fffffffff,345.0,0.0,0.0
834cf4fffffffff,2.0,0.0,0.0
834d49fffffffff,269.0,0.0,0.0
834d4bfffffffff,583.0,0.0,0.0
8354b0fffffffff,2.0,0.0,0.0
835e40fffffffff,14.0,0.0,0.0
835e42fffffffff,111.0,0.0,0.0
835e43fffffffff,552.0,0.0,0.0
835e46fffffffff,519.0,0.0,0.0
835e48fffffffff,2.0,0.0,0.0
835e49fffffffff,2.0,0.0,0.0
835e4afffffffff,441.0,0.0,0.0
835e4bfffffffff,396.0,0.0,0.0
835e4efffffffff,1.0,0.0,0.0
835e59fffffffff,50.0,0.0,0.0
835e5cfffffffff,509.0,0.0,0.0
835e5dfffffffff,771.0,0.0,0.0
835e62fffffffff,283.0,0.0,0.0
835e65fffffffff,20.0,0.0,0.0
835e66fffffffff,1450.0,0.0,0.0
835e70fffffffff,201.0,0.0,0.0
835e71fffffffff,581.0,0.0,0.0
835e72fffffffff,64.0,0.0,0.0
835e75fffffffff,215.0,0.0,0.0
835f08fffffffff,37.0,0.0,0.0
835f09fffffffff,345.0,0.0,0.0
835f0bfffffffff,95.0,0.0,0.0
835f0efffffffff,11.0,0.0,0.0
835f12fffffffff,49.0,0.0,0.0
835f13fffffffff,35.0,0.0,0.0
835f1cfffffffff,12.0,0.0,0.0
835f1dfffffffff,15.0,0.0,0.0
835f1efffffffff,19.0,0.0,0.0
835f49fffffffff,91.0,0.0,0.0
835f4afffffffff,3.0,0.0,0.0
835f4bfffffffff,611.0,0.0,0.0
835f56fffffffff,1.0,0.0,0.0
835f58fffffffff,1374.0,0.0,0.0
835f59fffffffff,97.0,0.0,0.0
835f5bfffffffff,1736.0,0.0,0.0
835f5dfffffffff,18.0,0.0,0.0
835fa4fffffffff,2.0,0.0,0.0
835fa9fffffffff,3.0,0.0,0.0
835facfffffffff,1.0,0.0,0.0
836604fffffffff,20.0,0.0,0.0
836606fffffffff,420.0,0.0,0.0
836610fffffffff,311.0,0.0,0.0
836611fffffffff,382.0,0.0,0.0
836612fffffffff,102.0,0.0,0.0
836613fffffffff,105.0,0.0,0.0
836615fffffffff,30.0,0.0,0.0
836616fffffffff,250.0,0.0,0.0
83661afffffffff,432.0,0.0,0.0
83661efffffffff,2.0,0.0,0.0
836620fffffffff,1556.0,0.0,0.0
836622fffffffff,1018.0,0.0,0.0
836625fffffffff,783.0,0.0,0.0
836628fffffffff,2.0,0.0,0.0
83662cfffffffff,46.0,0.0,0.0
836631fffffffff,1083.0,0.0,0.0
836684fffffffff,231.0,0.0,0.0
8366a0fffffffff,371.0,0.0,0.0
8366a1fffffffff,1623.0,0.0,0.0
8366a2fffffffff,440.0,0.0,0.0
8366a3fffffffff,549.0,0.0,0.0
8366a5fffffffff,9908.0,0.0,0.0
8366a6fffffffff,1752.0,0.0,0.0
8366a9fffffffff,22.0,0.0,0.0
8366adfffffffff,1.0,0.0,0.0
8366aefffffffff,86.0,0.0,0.0
8366b0fffffffff,3157.0,0.0,0.0
8366b1fffffffff,206.0,0.0,0.0
8366b4fffffffff,1215.0,0.0,0.0
8366b5fffffffff,657.0,0.0,0.0
8366b6fffffffff,1711.0,0.0,0.0
8366d0fffffffff,181.0,0.0,0.0
8366d2fffffffff,320.0,0.0,0.0
8366d4fffffffff,390.0,0.0,0.0
8366d6fffffffff,68.0,0.0,0.0
8366f0fffffffff,339.0,0.0,0.0
8366f2fffffffff,12.0,0.0,0.0
8366f3fffffffff,91.0,0.0,0.0
836720fffffffff,5.0,0.0,0.0
836722fffffffff,2.0,0.0,0.0
836724fffffffff,2.0,0.0,0.0
836725fffffffff,4.0,0.0,0.0
836726fffffffff,24.0,0.0,0.0
836730fffffffff,78.0,0.0,0.0
836732fffffffff,256.0,0.0,0.0
836735fffffffff,6.0,0.0,0.0
836736fffffffff,456.0,0.0,0.0
836740fffffffff,118.0,0.0,0.0
836741fffffffff,246.0,0.0,0.0
836742fffffffff,46.0,0.0,0.0
836743fffffffff,689.0,0.0,0.0
836744fffffffff,409.0,0.0,0.0
836745fffffffff,47.0,0.0,0.0
836746fffffffff,2134.0,0.0,0.0
83674cfffffffff,416.0,0.0,0.0
83674dfffffffff,19.0,0.0,0.0
83674efffffffff,3.0,0.0,0.0
836750fffffffff,28.0,0.0,0.0
836751fffffffff,20.0,0.0,0.0
836752fffffffff,1643.0,0.0,0.0
836753fffffffff,36.0,0.0,0.0
836755fffffffff,1874.0,0.0,0.0
836756fffffffff,43.0,0.0,0.0
836769fffffffff,135.0,0.0,0.0
83676bfffffffff,119.0,0.0,0.0
83676dfffffffff,4.0,0.0,0.0
836773fffffffff,1766.0,0.0,0.0
836780fffffffff,84.0,0.0,0.0
836783fffffffff,559.0,0.0,0.0
836784fffffffff,2.0,0.0,0.0
836785fffffffff,2.0,0.0,0.0
83678bfffffffff,47.0,0.0,0.0
836790fffffffff,2.0,0.0,0.0
836791fffffffff,62.0,0.0,0.0
836793fffffffff,13.0,0.0,0.0
836794fffffffff,6.0,0.0,0.0
836795fffffffff,19.0,0.0,0.0
836796fffffffff,3.0,0.0,0.0
83679afffffffff,1165.0,0.0,0.0
83679bfffffffff,1969.0,0.0,0.0
83679efffffffff,3.0,0.0,0.0
8367a0fffffffff,8.0,0.0,0.0
8367a1fffffffff,1.0,0.0,0.0
8367b0fffffffff,2.0,0.0,0.0
8367b2fffffffff,38.0,0.0,0.0
8367b3fffffffff,1.0,0.0,0.0
8367b6fffffffff,15.0,0.0,0.0
836c53fffffffff,1.0,0.0,0.0
836c58fffffffff,104.0,0.0,0.0
836c59fffffffff,2744.0,0.0,0.0
836c5afffffffff,670.0,0.0,0.0
836c5bfffffffff,2032.0,0.0,0.0
836c5dfffffffff,314.0,0.0,0.0
836c5efffffffff,10.0,0.0,0.0
836c61fffffffff,47.0,0.0,0.0
836c65fffffffff,8.0,0.0,0.0
836d04fffffffff,865.0,0.0,0.0
836d05fffffffff,394.0,0.0,0.0
836d06fffffffff,201.0,0.0,0.0
836d0cfffffffff,1.0,0.0,0.0
836d0dfffffffff,2.0,0.0,0.0
836d10fffffffff,1.0,0.0,0.0
836d14fffffffff,175.0,0.0,0.0
836d15fffffffff,1244.0,0.0,0.0
836d16fffffffff,6.0,0.0,0.0
836d22fffffffff,2.0,0.0,0.0
836d24fffffffff,129.0,0.0,0.0
836d25fffffffff,491.0,0.0,0.0
836d26fffffffff,22.0,0.0,0.0
836d29fffffffff,2.0,0.0,0.0
836d2afffffffff,193.0,0.0,0.0
836d2bfffffffff,604.0,0.0,0.0
836d31fffffffff,617.0,0.0,0.0
836d33fffffffff,19.0,0.0,0.0
836d34fffffffff,2439.0,0.0,0.0
836d35fffffffff,332.0,0.0,0.0
836d49fffffffff,15.0,0.0,0.0
836d4dfffffffff,16.0,0.0,0.0
836d60fffffffff,1113.0,0.0,0.0
836d61fffffffff,304.0,0.0,0.0
836d62fffffffff,1.0,0.0,0.0
836d63fffffffff,414.0,0.0,0.0
836d66fffffffff,1464.0,0.0,0.0
836d68fffffffff,1408.0,0.0,0.0
836d69fffffffff,9482.0,0.0,0.0
836d6afffffffff,185.0,0.0,0.0
836d6bfffffffff,1650.0,0.0,0.0
836d6cfffffffff,145.0,0.0,0.0
836d6dfffffffff,133.0,0.0,0.0
836d6efffffffff,345.0,0.0,0.0
836d70fffffffff,5.0,0.0,0.0
836d74fffffffff,421.0,0.0,0.0
836d75fffffffff,568.0,0.0,0.0
836d76fffffffff,308.0,0.0,0.0
837c61fffffffff,1.0,0.0,0.0
837c6bfffffffff,1.0,0.0,0.0
837d49fffffffff,2.0,0.0,0.0
837d4cfffffffff,3.0,0.0,0.0
837d4dfffffffff,4.0,0.0,0.0
838010fffffffff,5.0,0.0,0.0
838016fffffffff,11.0,0.0,0.0
838048fffffffff,4.0,0.0,0.0
838054fffffffff,9.0,0.0,0.0
838055fffffffff,2.0,0.0,0.0
8380a4fffffffff,1.0,0.0,0.0
8380b0fffffffff,1.0,0.0,0.0
8380b2fffffffff,2.0,0.0,0.0
8380b4fffffffff,98.0,0.0,0.0
8380b5fffffffff,1.0,0.0,0.0
838112fffffffff,3.0,0.0,0.0
838116fffffffff,10.0,0.0,0.0
838132fffffffff,18.0,0.0,0.0
838180fffffffff,3.0,0.0,0.0
838183fffffffff,34.0,0.0,0.0
838185fffffffff,32.0,0.0,0.0
83818bfffffffff,2.0,0.0,0.0
838199fffffffff,38.0,0.0,0.0
83819dfffffffff,17.0,0.0,0.0
8381a1fffffffff,2.0,0.0,0.0
838e25fffffffff,5.0,0.0,0.0
838f01fffffffff,4.0,0.0,0.0
838f05fffffffff,5.0,0.0,0.0
838f08fffffffff,212.0,0.0,0.0
838f09fffffffff,21.0,0.0,0.0
838f0bfffffffff,242.0,0.0,0.0
838f0cfffffffff,16.0,0.0,0.0
838f0dfffffffff,455.0,0.0,0.0
838f21fffffffff,8.0,0.0,0.0
838f25fffffffff,6.0,0.0,0.0
838f28fffffffff,88.0,0.0,0.0
838f29fffffffff,3.0,0.0,0.0
838f2afffffffff,1955.0,0.0,0.0
838f2bfffffffff,1145.0,0.0,0.0
838f2cfffffffff,50.0,0.0,0.0
838f2efffffffff,644.0,0.0,0.0
838f50fffffffff,225.0,0.0,0.0
838f53fffffffff,19.0,0.0,0.0
838f56fffffffff,6.0,0.0,0.0
838f5efffffffff,10.0,0.0,0.0
838fa4fffffffff,239.0,0.0,0.0
838fa6fffffffff,1317.0,0.0,0.0
838fb4fffffffff,4.0,0.0,0.0
83a590fffffffff,1.0,0.0,0.0
83a596fffffffff,33.0,0.0,0.0
83a810fffffffff,2012.0,0.0,0.0
83a812fffffffff,463.0,0.0,0.0
83a814fffffffff,1116.0,0.0,0.0
83a815fffffffff,18.0,0.0,0.0
83a816fffffffff,190.0,0.0,0.0
83a831fffffffff,223.0,0.0,0.0
83a833fffffffff,272.0,0.0,0.0
83a835fffffffff,251.0,0.0,0.0
83a882fffffffff,1.0,0.0,0.0
83a886fffffffff,5.0,0.0,0.0
83a891fffffffff,28.0,0.0,0.0
83a893fffffffff,7.0,0.0,0.0
83a895fffffffff,93.0,0.0,0.0
83a89efffffffff,10.0,0.0,0.0
83a8a0fffffffff,2249.0,0.0,0.0
83a8a1fffffffff,432.0,0.0,0.0
83a8a2fffffffff,598.0,0.0,0.0
83a8a3fffffffff,17.0,0.0,0.0
83a8a5fffffffff,212.0,0.0,0.0
83a8b1fffffffff,40.0,0.0,0.0
83a900fffffffff,1.0,0.0,0.0
83a903fffffffff,11.0,0.0,0.0
83a905fffffffff,13.0,0.0,0.0
83a918fffffffff,44.0,0.0,0.0
83a91bfffffffff,376.0,0.0,0.0
83a91dfffffffff,5.0,0.0,0.0
83a921fffffffff,3.0,0.0,0.0
83a92efffffffff,2.0,0.0,0.0
83a98bfffffffff,24.0,0.0,0.0
83c2d4fffffffff,7.0,0.0,0.0
83c2f1fffffffff,14.0,0.0,0.0
83c2f2fffffffff,17.0,0.0,0.0
83c2f3fffffffff,13.0,0.0,0.0
