cell_id,Picus chlorolophus,Picus chlorolophus [chlorolophus Group],Picus chlorolophus chlorigaster/wellsi,Picus chlorolophus citrinocristatus/longipennis,Picus chlorolophus rodgeri/vanheysti
833ce2fffffffff,15.0,0.0,0.0,0.0,0.0
833ce3fffffffff,19.0,0.0,0.0,0.0,0.0
833ce4fffffffff,147.0,0.0,0.0,0.0,0.0
833ce5fffffffff,385.0,0.0,0.0,0.0,0.0
833ce8fffffffff,4.0,0.0,0.0,0.0,0.0
833ceafffffffff,4.0,0.0,0.0,0.0,0.0
833cebfffffffff,4.0,0.0,0.0,0.0,0.0
833cecfffffffff,230.0,0.0,0.0,0.0,0.0
833cedfffffffff,11.0,0.0,0.0,0.0,0.0
833ceefffffffff,2.0,0.0,0.0,0.0,0.0
833cf3fffffffff,25.0,0.0,0.0,0.0,0.0
833d10fffffffff,709.0,0.0,0.0,0.0,0.0
833d11fffffffff,6.0,0.0,0.0,0.0,0.0
833d13fffffffff,487.0,0.0,0.0,0.0,0.0
833d15fffffffff,4.0,0.0,0.0,0.0,0.0
833d1afffffffff,7.0,0.0,0.0,0.0,0.0
833d1efffffffff,125.0,0.0,0.0,0.0,0.0
833d30fffffffff,9.0,0.0,0.0,0.0,0.0
833d33fffffffff,11.0,0.0,0.0,0.0,0.0
833d34fffffffff,3.0,0.0,0.0,0.0,0.0
833d36fffffffff,9.0,0.0,0.0,0.0,0.0
833d99fffffffff,5.0,0.0,0.0,0.0,0.0
833d9afffffffff,3.0,0.0,0.0,0.0,0.0
833d9bfffffffff,4.0,0.0,0.0,0.0,0.0
833da9fffffffff,1.0,0.0,0.0,0.0,0.0
833dadfffffffff,1467.0,0.0,0.0,0.0,0.0
834049fffffffff,4.0,0.0,0.0,0.0,0.0
83404cfffffffff,3.0,0.0,0.0,0.0,0.0
83404dfffffffff,124.0,0.0,0.0,0.0,0.0
834061fffffffff,4.0,0.0,0.0,0.0,0.0
834065fffffffff,10.0,0.0,0.0,0.0,0.0
83406bfffffffff,14.0,0.0,0.0,0.0,0.0
834143fffffffff,22.0,0.0,0.0,0.0,0.0
83414cfffffffff,8.0,0.0,0.0,0.0,0.0
83415dfffffffff,1.0,0.0,0.0,0.0,0.0
834160fffffffff,1.0,0.0,0.0,0.0,0.0
834165fffffffff,2.0,0.0,0.0,0.0,0.0
83416cfffffffff,8.0,0.0,0.0,0.0,0.0
834171fffffffff,43.0,0.0,0.0,0.0,0.0
834184fffffffff,2.0,0.0,0.0,0.0,0.0
834185fffffffff,3.0,0.0,0.0,0.0,0.0
8342d9fffffffff,10.0,0.0,0.0,0.0,0.0
836002fffffffff,164.0,0.0,0.0,0.0,0.0
836006fffffffff,492.0,0.0,0.0,0.0,0.0
836010fffffffff,4.0,0.0,0.0,0.0,0.0
836011fffffffff,470.0,0.0,0.0,0.0,0.0
836013fffffffff,27.0,0.0,0.0,0.0,0.0
836015fffffffff,408.0,0.0,0.0,0.0,0.0
83601efffffffff,173.0,0.0,0.0,0.0,0.0
836022fffffffff,123.0,0.0,0.0,0.0,0.0
836026fffffffff,257.0,0.0,0.0,0.0,0.0
836030fffffffff,26.0,0.0,0.0,0.0,0.0
836031fffffffff,1836.0,0.0,0.0,0.0,0.0
836032fffffffff,42.0,0.0,0.0,0.0,0.0
836033fffffffff,437.0,0.0,0.0,0.0,0.0
836035fffffffff,192.0,0.0,0.0,0.0,0.0
836096fffffffff,3.0,0.0,0.0,0.0,0.0
8360a8fffffffff,2.0,0.0,0.0,0.0,0.0
8360a9fffffffff,65.0,0.0,0.0,0.0,0.0
8360adfffffffff,170.0,0.0,0.0,0.0,0.0
8360b6fffffffff,4.0,0.0,0.0,0.0,0.0
836100fffffffff,8.0,0.0,0.0,0.0,0.0
836102fffffffff,558.0,0.0,0.0,0.0,0.0
836103fffffffff,4.0,0.0,0.0,0.0,0.0
836106fffffffff,2.0,0.0,0.0,0.0,0.0
836111fffffffff,91.0,0.0,0.0,0.0,0.0
83611cfffffffff,75.0,0.0,0.0,0.0,0.0
83618dfffffffff,2.0,0.0,0.0,0.0,0.0
836416fffffffff,26.0,0.0,0.0,0.0,0.0
836480fffffffff,37.0,0.0,0.0,0.0,0.0
836482fffffffff,100.0,0.0,0.0,0.0,0.0
836483fffffffff,2.0,0.0,0.0,0.0,0.0
83648bfffffffff,2.0,0.0,0.0,0.0,0.0
83648efffffffff,1.0,0.0,0.0,0.0,0.0
836491fffffffff,146.0,0.0,0.0,0.0,0.0
8364a0fffffffff,3.0,0.0,0.0,0.0,0.0
8364a1fffffffff,1.0,0.0,0.0,0.0,0.0
8364a3fffffffff,33.0,0.0,0.0,0.0,0.0
8364b0fffffffff,5.0,0.0,0.0,0.0,0.0
8364b2fffffffff,5.0,0.0,0.0,0.0,0.0
8364b5fffffffff,46.0,0.0,0.0,0.0,0.0
836500fffffffff,158.0,0.0,0.0,0.0,0.0
836505fffffffff,8.0,0.0,0.0,0.0,0.0
836509fffffffff,2.0,0.0,0.0,0.0,0.0
83652dfffffffff,2.0,0.0,0.0,0.0,0.0
836554fffffffff,15.0,0.0,0.0,0.0,0.0
836556fffffffff,9.0,0.0,0.0,0.0,0.0
836580fffffffff,4.0,0.0,0.0,0.0,0.0
836581fffffffff,1.0,0.0,0.0,0.0,0.0
836582fffffffff,4.0,0.0,0.0,0.0,0.0
836583fffffffff,3.0,0.0,0.0,0.0,0.0
836589fffffffff,3.0,0.0,0.0,0.0,0.0
836591fffffffff,138.0,0.0,0.0,0.0,0.0
836595fffffffff,2.0,0.0,0.0,0.0,0.0
836599fffffffff,60.0,0.0,0.0,0.0,0.0
83659cfffffffff,2.0,0.0,0.0,0.0,0.0
83659dfffffffff,5.0,0.0,0.0,0.0,0.0
8365b0fffffffff,104.0,0.0,0.0,0.0,0.0
8365b2fffffffff,16.0,0.0,0.0,0.0,0.0
8365b3fffffffff,19.0,0.0,0.0,0.0,0.0
8365b6fffffffff,20.0,0.0,0.0,0.0,0.0
836934fffffffff,11.0,0.0,0.0,0.0,0.0
838cd5fffffffff,11.0,0.0,0.0,0.0,0.0
838cf4fffffffff,4.0,0.0,0.0,0.0,0.0
