cell_id,Cardinalis cardinalis,Cardinalis cardinalis [cardinalis Group],Cardinalis cardinalis carneus
8326c3fffffffff,1445.0,0.0,0.0
8326c4fffffffff,962.0,0.0,0.0
8326c5fffffffff,2857.0,0.0,0.0
8326c6fffffffff,163.0,0.0,0.0
8326c8fffffffff,15010.0,68.0,0.0
8326c9fffffffff,3303.0,1.0,0.0
8326cafffffffff,4239.0,18.0,0.0
8326cbfffffffff,9878.0,63.0,0.0
8326ccfffffffff,536.0,0.0,0.0
8326cdfffffffff,1615.0,4.0,0.0
8326cefffffffff,719.0,0.0,0.0
8326d0fffffffff,41.0,0.0,0.0
8326d1fffffffff,1252.0,4.0,0.0
8326d2fffffffff,157.0,0.0,0.0
8326d3fffffffff,68.0,0.0,0.0
8326d4fffffffff,76.0,0.0,0.0
8326d5fffffffff,185.0,2.0,0.0
8326d8fffffffff,445.0,0.0,0.0
8326d9fffffffff,2154.0,4.0,0.0
8326dafffffffff,406.0,0.0,0.0
8326dbfffffffff,1491.0,1.0,0.0
8326dcfffffffff,557.0,0.0,0.0
8326ddfffffffff,1201.0,0.0,0.0
8326defffffffff,1849.0,24.0,0.0
8326e0fffffffff,3029.0,0.0,0.0
8326e1fffffffff,1098.0,0.0,0.0
8326e2fffffffff,2389.0,0.0,0.0
8326e3fffffffff,2676.0,0.0,0.0
8326e4fffffffff,3857.0,0.0,0.0
8326e5fffffffff,12556.0,0.0,0.0
8326e6fffffffff,1183.0,0.0,0.0
8326e8fffffffff,1244.0,1.0,0.0
8326e9fffffffff,1981.0,0.0,0.0
8326eafffffffff,825.0,0.0,0.0
8326ebfffffffff,192.0,0.0,0.0
8326ecfffffffff,3699.0,0.0,0.0
8326edfffffffff,7397.0,1.0,0.0
8326eefffffffff,1832.0,0.0,0.0
8326f0fffffffff,391.0,0.0,0.0
8326f1fffffffff,778.0,0.0,0.0
8326f2fffffffff,1061.0,0.0,0.0
8326f3fffffffff,116.0,0.0,0.0
8326f4fffffffff,84.0,0.0,0.0
8326f5fffffffff,223.0,0.0,0.0
8326f6fffffffff,138.0,0.0,0.0
832702fffffffff,81.0,0.0,0.0
832708fffffffff,2.0,0.0,0.0
832709fffffffff,121.0,0.0,0.0
83270afffffffff,14.0,0.0,0.0
83270bfffffffff,57.0,0.0,0.0
83270efffffffff,2.0,0.0,0.0
832713fffffffff,2.0,0.0,0.0
832718fffffffff,2.0,0.0,0.0
832719fffffffff,175.0,0.0,0.0
83271afffffffff,2.0,0.0,0.0
83271bfffffffff,5.0,0.0,0.0
83271cfffffffff,41.0,0.0,0.0
83271dfffffffff,6.0,0.0,0.0
832740fffffffff,2115.0,0.0,0.0
832741fffffffff,3536.0,0.0,0.0
832742fffffffff,632.0,0.0,0.0
832743fffffffff,4948.0,0.0,0.0
832744fffffffff,262.0,0.0,0.0
832745fffffffff,998.0,0.0,0.0
832746fffffffff,592.0,0.0,0.0
832748fffffffff,28121.0,0.0,0.0
832749fffffffff,27000.0,0.0,0.0
83274afffffffff,2193.0,0.0,0.0
83274bfffffffff,14003.0,0.0,0.0
83274cfffffffff,3545.0,0.0,0.0
83274dfffffffff,18702.0,0.0,0.0
83274efffffffff,5291.0,0.0,0.0
832750fffffffff,151.0,0.0,0.0
832751fffffffff,952.0,0.0,0.0
832752fffffffff,11846.0,0.0,0.0
832753fffffffff,1811.0,0.0,0.0
832754fffffffff,504.0,0.0,0.0
832755fffffffff,157.0,0.0,0.0
832756fffffffff,1455.0,0.0,0.0
832758fffffffff,30323.0,0.0,0.0
832759fffffffff,42602.0,0.0,0.0
83275afffffffff,2839.0,5.0,0.0
83275bfffffffff,5174.0,2.0,0.0
83275cfffffffff,7726.0,0.0,0.0
83275dfffffffff,21581.0,0.0,0.0
83275efffffffff,2094.0,0.0,0.0
832760fffffffff,5.0,0.0,0.0
832761fffffffff,16.0,0.0,0.0
832763fffffffff,330.0,0.0,0.0
832768fffffffff,564.0,0.0,0.0
832769fffffffff,2384.0,0.0,0.0
83276afffffffff,821.0,0.0,0.0
83276bfffffffff,4603.0,0.0,0.0
83276cfffffffff,36.0,0.0,0.0
83276dfffffffff,964.0,0.0,0.0
83276efffffffff,335.0,0.0,0.0
832770fffffffff,2.0,0.0,0.0
832771fffffffff,3.0,0.0,0.0
832772fffffffff,83.0,0.0,0.0
832773fffffffff,31.0,0.0,0.0
8327adfffffffff,2.0,0.0,0.0
8329a1fffffffff,156.0,0.0,0.0
8329a4fffffffff,195.0,0.0,0.0
8329b0fffffffff,22.0,0.0,0.0
8329b2fffffffff,2331.0,0.0,0.0
8329b4fffffffff,2.0,0.0,0.0
8329b6fffffffff,3886.0,0.0,0.0
832a06fffffffff,814.0,0.0,0.0
832a10fffffffff,99824.0,149.0,0.0
832a12fffffffff,18608.0,12.0,0.0
832a13fffffffff,40394.0,5.0,0.0
832a14fffffffff,62255.0,6.0,0.0
832a15fffffffff,23139.0,0.0,0.0
832a16fffffffff,13580.0,2.0,0.0
832a1afffffffff,238.0,14.0,0.0
832a30fffffffff,72124.0,2.0,0.0
832a31fffffffff,36178.0,116.0,0.0
832a32fffffffff,27046.0,0.0,0.0
832a33fffffffff,42191.0,73.0,0.0
832a34fffffffff,24047.0,0.0,0.0
832a36fffffffff,22440.0,1.0,0.0
832a4cfffffffff,1937.0,0.0,0.0
832a80fffffffff,3185.0,37.0,0.0
832a81fffffffff,6558.0,51.0,0.0
832a82fffffffff,5131.0,18.0,0.0
832a83fffffffff,420.0,7.0,0.0
832a84fffffffff,36204.0,0.0,0.0
832a85fffffffff,9036.0,229.0,0.0
832a86fffffffff,7241.0,8.0,0.0
832a88fffffffff,5419.0,0.0,0.0
832a89fffffffff,13970.0,68.0,0.0
832a8afffffffff,14067.0,0.0,0.0
832a8bfffffffff,30769.0,199.0,0.0
832a8cfffffffff,24103.0,0.0,0.0
832a8dfffffffff,9923.0,0.0,0.0
832a8efffffffff,7429.0,31.0,0.0
832a90fffffffff,12851.0,0.0,0.0
832a91fffffffff,6102.0,0.0,0.0
832a92fffffffff,6113.0,0.0,0.0
832a93fffffffff,18874.0,0.0,0.0
832a94fffffffff,26243.0,0.0,0.0
832a95fffffffff,35238.0,0.0,0.0
832a96fffffffff,2640.0,0.0,0.0
832a98fffffffff,417.0,0.0,0.0
832a99fffffffff,5026.0,8.0,0.0
832a9afffffffff,5057.0,4.0,0.0
832a9bfffffffff,4438.0,0.0,0.0
832a9cfffffffff,2109.0,11.0,0.0
832a9dfffffffff,1518.0,80.0,0.0
832a9efffffffff,2573.0,1.0,0.0
832aa0fffffffff,4584.0,0.0,0.0
832aa1fffffffff,19750.0,6.0,0.0
832aa2fffffffff,2519.0,0.0,0.0
832aa3fffffffff,19867.0,0.0,0.0
832aa4fffffffff,52885.0,0.0,0.0
832aa5fffffffff,5084.0,42.0,0.0
832aa6fffffffff,8054.0,0.0,0.0
832aa8fffffffff,118604.0,2115.0,0.0
832aa9fffffffff,28887.0,726.0,0.0
832aaafffffffff,49574.0,649.0,0.0
832aabfffffffff,12579.0,53.0,0.0
832aacfffffffff,68260.0,179.0,0.0
832aadfffffffff,73996.0,18.0,0.0
832aaefffffffff,28534.0,464.0,0.0
832ab0fffffffff,13888.0,0.0,0.0
832ab1fffffffff,15481.0,0.0,0.0
832ab2fffffffff,87317.0,13.0,0.0
832ab3fffffffff,39825.0,0.0,0.0
832ab4fffffffff,28040.0,41.0,0.0
832ab5fffffffff,14263.0,19.0,0.0
832ab6fffffffff,9964.0,4.0,0.0
832ac6fffffffff,580.0,0.0,0.0
832ad0fffffffff,2303.0,0.0,0.0
832ad1fffffffff,1343.0,0.0,0.0
832ad2fffffffff,1169.0,0.0,0.0
832ad3fffffffff,7949.0,0.0,0.0
832ad4fffffffff,1789.0,0.0,0.0
832ad5fffffffff,4098.0,0.0,0.0
832ad6fffffffff,20479.0,213.0,0.0
832af0fffffffff,7484.0,0.0,0.0
832af1fffffffff,2594.0,0.0,0.0
832af2fffffffff,2262.0,0.0,0.0
832af3fffffffff,4912.0,0.0,0.0
832af4fffffffff,5.0,0.0,0.0
832af6fffffffff,33086.0,0.0,0.0
832b00fffffffff,207.0,0.0,0.0
832b01fffffffff,5944.0,0.0,0.0
832b02fffffffff,156.0,0.0,0.0
832b03fffffffff,3620.0,0.0,0.0
832b05fffffffff,80.0,0.0,0.0
832b06fffffffff,205.0,0.0,0.0
832b0afffffffff,972.0,0.0,0.0
832b0cfffffffff,1381.0,0.0,0.0
832b0efffffffff,681.0,0.0,0.0
832b10fffffffff,12.0,0.0,0.0
832b11fffffffff,20.0,0.0,0.0
832b12fffffffff,500.0,0.0,0.0
832b13fffffffff,11.0,0.0,0.0
832b14fffffffff,7.0,0.0,0.0
832b16fffffffff,70.0,0.0,0.0
832b18fffffffff,1836.0,0.0,0.0
832b19fffffffff,646.0,0.0,0.0
832b1afffffffff,6002.0,0.0,0.0
832b1bfffffffff,307.0,0.0,0.0
832b1cfffffffff,559.0,0.0,0.0
832b1dfffffffff,600.0,0.0,0.0
832b1efffffffff,12.0,0.0,0.0
832b28fffffffff,25.0,0.0,0.0
832b2afffffffff,6.0,0.0,0.0
832b2cfffffffff,1.0,0.0,0.0
832b2efffffffff,2.0,0.0,0.0
832b80fffffffff,33.0,0.0,0.0
832b81fffffffff,13884.0,101.0,0.0
832b82fffffffff,58.0,0.0,0.0
832b83fffffffff,25480.0,1403.0,0.0
832b84fffffffff,1.0,0.0,0.0
832b85fffffffff,1323.0,0.0,0.0
832b88fffffffff,6256.0,0.0,0.0
832b89fffffffff,21408.0,2.0,0.0
832b8afffffffff,6694.0,0.0,0.0
832b8bfffffffff,4338.0,43.0,0.0
832b8cfffffffff,9610.0,0.0,0.0
832b8dfffffffff,18615.0,0.0,0.0
832b8efffffffff,6479.0,17.0,0.0
832b90fffffffff,635.0,0.0,0.0
832b91fffffffff,12.0,0.0,0.0
832b93fffffffff,8.0,0.0,0.0
832b98fffffffff,25565.0,177.0,0.0
832b99fffffffff,29413.0,9.0,0.0
832b9afffffffff,7472.0,0.0,0.0
832b9bfffffffff,66986.0,886.0,0.0
832b9cfffffffff,10.0,0.0,0.0
832b9dfffffffff,25992.0,0.0,0.0
832b9efffffffff,1687.0,0.0,0.0
832ba1fffffffff,43.0,0.0,0.0
832ba8fffffffff,3530.0,0.0,0.0
832ba9fffffffff,951.0,0.0,0.0
832baafffffffff,81355.0,0.0,0.0
832babfffffffff,5378.0,0.0,0.0
832bacfffffffff,15740.0,0.0,0.0
832badfffffffff,46.0,0.0,0.0
832baefffffffff,2965.0,0.0,0.0
834412fffffffff,6215.0,189.0,0.0
834413fffffffff,29644.0,475.0,0.0
834416fffffffff,5133.0,801.0,0.0
83441afffffffff,22691.0,605.0,0.0
83441bfffffffff,1598.0,16.0,0.0
83441efffffffff,28826.0,2178.0,0.0
834424fffffffff,172.0,0.0,0.0
834440fffffffff,11938.0,0.0,0.0
834441fffffffff,1391.0,0.0,0.0
834442fffffffff,1596.0,0.0,0.0
834443fffffffff,1263.0,0.0,0.0
834444fffffffff,2267.0,0.0,0.0
834445fffffffff,7440.0,0.0,0.0
834446fffffffff,12651.0,0.0,0.0
834448fffffffff,810.0,0.0,0.0
834449fffffffff,1393.0,0.0,0.0
83444afffffffff,785.0,0.0,0.0
83444bfffffffff,2284.0,8.0,0.0
83444cfffffffff,3378.0,0.0,0.0
83444dfffffffff,3935.0,9.0,0.0
83444efffffffff,2193.0,2.0,0.0
834450fffffffff,15035.0,0.0,0.0
834451fffffffff,1012.0,0.0,0.0
834452fffffffff,3056.0,0.0,0.0
834453fffffffff,159.0,0.0,0.0
834455fffffffff,10522.0,0.0,0.0
834456fffffffff,2192.0,0.0,0.0
834458fffffffff,320.0,0.0,0.0
834459fffffffff,835.0,0.0,0.0
83445afffffffff,1714.0,0.0,0.0
83445bfffffffff,4884.0,0.0,0.0
83445cfffffffff,849.0,0.0,0.0
83445dfffffffff,748.0,0.0,0.0
83445efffffffff,268.0,0.0,0.0
834463fffffffff,1341.0,0.0,0.0
834468fffffffff,2894.0,4.0,0.0
834469fffffffff,2929.0,6.0,0.0
83446afffffffff,3306.0,59.0,0.0
83446bfffffffff,2559.0,9.0,0.0
83446cfffffffff,43563.0,412.0,0.0
83446dfffffffff,19496.0,133.0,0.0
83446efffffffff,8132.0,49.0,0.0
834471fffffffff,417.0,0.0,0.0
834473fffffffff,4633.0,0.0,0.0
8344a1fffffffff,17136.0,482.0,0.0
8344a5fffffffff,8636.0,754.0,0.0
8344a8fffffffff,11413.0,223.0,0.0
8344a9fffffffff,25991.0,969.0,0.0
8344abfffffffff,6193.0,265.0,0.0
8344acfffffffff,4029.0,253.0,0.0
8344adfffffffff,5774.0,259.0,0.0
8344aefffffffff,9460.0,308.0,0.0
8344c0fffffffff,8212.0,0.0,0.0
8344c1fffffffff,29234.0,0.0,0.0
8344c2fffffffff,5152.0,0.0,0.0
8344c3fffffffff,8374.0,0.0,0.0
8344c4fffffffff,1736.0,0.0,0.0
8344c5fffffffff,3041.0,0.0,0.0
8344c6fffffffff,835.0,0.0,0.0
8344c8fffffffff,5496.0,0.0,0.0
8344c9fffffffff,1632.0,0.0,0.0
8344cafffffffff,14741.0,223.0,0.0
8344cbfffffffff,3628.0,0.0,0.0
8344ccfffffffff,7781.0,0.0,0.0
8344cdfffffffff,4386.0,0.0,0.0
8344cefffffffff,4931.0,4.0,0.0
8344d0fffffffff,25868.0,0.0,0.0
8344d1fffffffff,8316.0,0.0,0.0
8344d2fffffffff,2157.0,0.0,0.0
8344d3fffffffff,3297.0,0.0,0.0
8344d5fffffffff,14550.0,0.0,0.0
8344d8fffffffff,10896.0,168.0,0.0
8344d9fffffffff,15734.0,1001.0,0.0
8344dafffffffff,7804.0,69.0,0.0
8344dbfffffffff,10578.0,236.0,0.0
8344dcfffffffff,2522.0,0.0,0.0
8344ddfffffffff,15782.0,262.0,0.0
8344defffffffff,5699.0,3.0,0.0
8344e0fffffffff,6118.0,226.0,0.0
8344e1fffffffff,748.0,0.0,0.0
8344e2fffffffff,6097.0,193.0,0.0
8344e3fffffffff,2912.0,0.0,0.0
8344e4fffffffff,1570.0,26.0,0.0
8344e5fffffffff,2207.0,0.0,0.0
8344e6fffffffff,6058.0,208.0,0.0
8344e8fffffffff,2449.0,0.0,0.0
8344e9fffffffff,844.0,0.0,0.0
8344eafffffffff,2103.0,0.0,0.0
8344ebfffffffff,1095.0,0.0,0.0
8344ecfffffffff,891.0,0.0,0.0
8344edfffffffff,3278.0,0.0,0.0
8344eefffffffff,4052.0,0.0,0.0
8344f0fffffffff,15529.0,295.0,0.0
8344f1fffffffff,630.0,0.0,0.0
8344f3fffffffff,13990.0,0.0,0.0
8344f4fffffffff,28131.0,394.0,0.0
8344f5fffffffff,4696.0,63.0,0.0
8344f6fffffffff,5924.0,62.0,0.0
834501fffffffff,88.0,0.0,0.0
834505fffffffff,196.0,0.0,0.0
834508fffffffff,391.0,0.0,0.0
834509fffffffff,548.0,0.0,0.0
83450afffffffff,1080.0,0.0,0.0
83450bfffffffff,966.0,0.0,0.0
83450cfffffffff,143.0,0.0,0.0
83450dfffffffff,167.0,0.0,0.0
83450efffffffff,464.0,0.0,0.0
834519fffffffff,2.0,0.0,0.0
83451dfffffffff,9.0,0.0,0.0
834528fffffffff,110.0,0.0,0.0
834529fffffffff,59.0,0.0,0.0
83452afffffffff,2323.0,0.0,0.0
83452bfffffffff,149.0,0.0,0.0
83452cfffffffff,15.0,0.0,0.0
83452dfffffffff,1.0,0.0,0.0
83452efffffffff,104.0,0.0,0.0
834554fffffffff,2.0,0.0,0.0
834564fffffffff,7.0,0.0,0.0
834569fffffffff,2.0,0.0,0.0
83456dfffffffff,4.0,0.0,0.0
834572fffffffff,741.0,0.0,0.0
834574fffffffff,10.0,0.0,0.0
834576fffffffff,11.0,0.0,0.0
834648fffffffff,1582.0,0.0,0.0
834649fffffffff,1014.0,0.0,0.0
83464bfffffffff,277.0,0.0,0.0
83464efffffffff,4659.0,0.0,0.0
834800fffffffff,4.0,0.0,0.0
834801fffffffff,63.0,0.0,0.0
834802fffffffff,57.0,0.0,0.0
834803fffffffff,12.0,0.0,0.0
834805fffffffff,564.0,0.0,0.0
834806fffffffff,124.0,0.0,0.0
834808fffffffff,8.0,0.0,0.0
834809fffffffff,644.0,0.0,0.0
83480afffffffff,1494.0,0.0,0.0
83480bfffffffff,67.0,0.0,0.0
83480cfffffffff,10.0,0.0,0.0
83480dfffffffff,236.0,0.0,0.0
83480efffffffff,171.0,0.0,0.0
834810fffffffff,2.0,0.0,0.0
834812fffffffff,16.0,0.0,0.0
834815fffffffff,4.0,0.0,0.0
834818fffffffff,4.0,0.0,0.0
83481afffffffff,4.0,0.0,0.0
83481bfffffffff,21.0,0.0,0.0
83481dfffffffff,89.0,0.0,0.0
834823fffffffff,737.0,0.0,0.0
834828fffffffff,5.0,0.0,0.0
834829fffffffff,2.0,0.0,0.0
83482afffffffff,668.0,0.0,0.0
83482bfffffffff,55.0,0.0,0.0
83482efffffffff,558.0,0.0,0.0
834830fffffffff,59.0,0.0,0.0
834832fffffffff,5.0,0.0,0.0
834833fffffffff,306.0,0.0,0.0
834834fffffffff,2.0,0.0,0.0
834836fffffffff,17.0,0.0,0.0
834850fffffffff,11.0,0.0,0.0
834852fffffffff,10.0,0.0,0.0
834853fffffffff,2.0,0.0,0.0
834854fffffffff,6.0,0.0,0.0
834856fffffffff,271.0,0.0,0.0
83485afffffffff,6.0,0.0,0.0
83485efffffffff,2.0,0.0,0.0
834872fffffffff,113.0,0.0,0.0
834873fffffffff,10.0,0.0,0.0
834876fffffffff,3.0,0.0,0.0
834880fffffffff,2718.0,21.0,0.0
834881fffffffff,193.0,0.0,0.0
834882fffffffff,3213.0,0.0,0.0
834883fffffffff,4570.0,75.0,0.0
834884fffffffff,205.0,19.0,0.0
834885fffffffff,46.0,0.0,0.0
834886fffffffff,2219.0,13.0,0.0
834888fffffffff,620.0,1.0,0.0
834889fffffffff,65.0,0.0,0.0
83488afffffffff,1604.0,1.0,0.0
83488bfffffffff,1684.0,1.0,0.0
83488cfffffffff,81.0,2.0,0.0
83488dfffffffff,870.0,7.0,0.0
83488efffffffff,2753.0,27.0,0.0
834890fffffffff,8032.0,52.0,0.0
834891fffffffff,4565.0,12.0,0.0
834892fffffffff,4173.0,6.0,0.0
834893fffffffff,7643.0,26.0,0.0
834895fffffffff,10633.0,62.0,0.0
834898fffffffff,23121.0,41.0,0.0
834899fffffffff,2505.0,2.0,0.0
83489afffffffff,8594.0,21.0,0.0
83489bfffffffff,2228.0,3.0,0.0
83489cfffffffff,32901.0,127.0,0.0
83489dfffffffff,8402.0,170.0,0.0
83489efffffffff,24431.0,73.0,0.0
8348a0fffffffff,84.0,0.0,0.0
8348a1fffffffff,4.0,0.0,0.0
8348a2fffffffff,1349.0,186.0,0.0
8348a3fffffffff,16.0,0.0,0.0
8348a6fffffffff,9.0,0.0,0.0
8348abfffffffff,3615.0,31.0,0.0
8348b0fffffffff,2.0,0.0,0.0
8348b1fffffffff,9978.0,104.0,0.0
8348b2fffffffff,5329.0,88.0,0.0
8348b3fffffffff,42815.0,330.0,0.0
8348b4fffffffff,27.0,0.0,0.0
8348b5fffffffff,272.0,11.0,0.0
8348c0fffffffff,249.0,0.0,0.0
8348c1fffffffff,625.0,0.0,0.0
8348c5fffffffff,12019.0,0.0,0.0
8348c9fffffffff,1.0,0.0,0.0
8348ccfffffffff,2.0,0.0,0.0
8348cdfffffffff,1161.0,0.0,0.0
8348d0fffffffff,3.0,0.0,0.0
8348d2fffffffff,40.0,0.0,0.0
8348d3fffffffff,20.0,0.0,0.0
8348d4fffffffff,1036.0,0.0,0.0
8348d6fffffffff,17.0,0.0,0.0
8348dafffffffff,4.0,0.0,0.0
8348defffffffff,135.0,0.0,0.0
8348e0fffffffff,24.0,0.0,0.0
8348e1fffffffff,139.0,0.0,0.0
8348e2fffffffff,9.0,0.0,0.0
8348e3fffffffff,593.0,0.0,0.0
8348e4fffffffff,110.0,0.0,0.0
8348e5fffffffff,368.0,0.0,0.0
8348e8fffffffff,26538.0,0.0,0.0
8348e9fffffffff,1150.0,0.0,0.0
8348eafffffffff,1716.0,0.0,0.0
8348ebfffffffff,6812.0,0.0,0.0
8348ecfffffffff,20316.0,0.0,0.0
8348edfffffffff,257.0,0.0,0.0
8348eefffffffff,18613.0,0.0,0.0
8348f0fffffffff,11.0,0.0,0.0
8348f2fffffffff,3420.0,38.0,0.0
8348f3fffffffff,8.0,0.0,0.0
8348f4fffffffff,4.0,0.0,0.0
8348f5fffffffff,15.0,0.0,0.0
8348f6fffffffff,551.0,71.0,0.0
834980fffffffff,28.0,0.0,0.0
834981fffffffff,3.0,0.0,0.0
834982fffffffff,19.0,0.0,0.0
834983fffffffff,144.0,0.0,0.0
834985fffffffff,2.0,0.0,0.0
834988fffffffff,6.0,0.0,0.0
83498afffffffff,2.0,0.0,0.0
83498cfffffffff,10.0,0.0,0.0
83498efffffffff,50.0,0.0,0.0
834991fffffffff,54.0,0.0,0.0
834992fffffffff,21.0,3.0,0.0
834993fffffffff,15.0,2.0,0.0
834995fffffffff,770.0,0.0,0.0
834996fffffffff,604.0,70.0,0.0
834998fffffffff,23.0,0.0,0.0
834999fffffffff,2.0,0.0,0.0
83499bfffffffff,113.0,1.0,0.0
83499cfffffffff,76.0,0.0,0.0
83499dfffffffff,4.0,0.0,0.0
83499efffffffff,23.0,0.0,0.0
8349a1fffffffff,1.0,0.0,0.0
8349a2fffffffff,119.0,0.0,43.0
8349a3fffffffff,31.0,0.0,15.0
8349a8fffffffff,17.0,0.0,0.0
8349a9fffffffff,3.0,0.0,0.0
8349abfffffffff,1.0,0.0,0.0
8349aefffffffff,4.0,0.0,0.0
8349b0fffffffff,4.0,0.0,0.0
8349b1fffffffff,2.0,0.0,0.0
8349b5fffffffff,17.0,0.0,12.0
8349b6fffffffff,8.0,0.0,0.0
835d10fffffffff,6062.0,0.0,0.0
835d11fffffffff,644.0,0.0,0.0
835d13fffffffff,1004.0,0.0,0.0
835d14fffffffff,841.0,0.0,0.0
835d16fffffffff,670.0,0.0,0.0
836d06fffffffff,56.0,0.0,11.0
836d14fffffffff,40.0,0.0,17.0
836d15fffffffff,866.0,0.0,268.0
836d25fffffffff,4.0,0.0,0.0
836d2cfffffffff,8.0,0.0,0.0
836d30fffffffff,23.0,0.0,0.0
836d31fffffffff,24.0,3.0,1.0
836d33fffffffff,29.0,0.0,14.0
836d34fffffffff,567.0,73.0,0.0
836d35fffffffff,37.0,0.0,0.0
