cell_id,Caprimulgus affinis,Caprimulgus affinis [monticolus Group],Caprimulgus affinis [affinis Group]
848d8ddffffffff,2.0,0.0,0.0
848d921ffffffff,2.0,0.0,0.0
848d9a5ffffffff,3.0,0.0,0.0
848da2dffffffff,63.0,0.0,2.0
848da35ffffffff,2.0,0.0,0.0
848da67ffffffff,4.0,0.0,0.0
848db19ffffffff,4.0,0.0,0.0
848db4bffffffff,3.0,0.0,0.0
848db53ffffffff,101.0,0.0,3.0
848db59ffffffff,3.0,0.0,0.0
848db5bffffffff,4.0,0.0,0.0
8494049ffffffff,4.0,0.0,0.0
849404dffffffff,2.0,0.0,0.0
8494213ffffffff,15.0,0.0,0.0
8494235ffffffff,11.0,0.0,1.0
84942c1ffffffff,15.0,0.0,0.0
84942c3ffffffff,2.0,0.0,0.0
84942d1ffffffff,16.0,0.0,0.0
84942d3ffffffff,5.0,0.0,0.0
84942e9ffffffff,2.0,0.0,0.0
849430bffffffff,1.0,0.0,0.0
8494313ffffffff,7.0,0.0,0.0
8495009ffffffff,13.0,0.0,0.0
849500bffffffff,2.0,0.0,0.0
84951a7ffffffff,6.0,0.0,1.0
84951abffffffff,2.0,0.0,0.0
84951e7ffffffff,2.0,0.0,0.0
84955a1ffffffff,11.0,0.0,0.0
84955a3ffffffff,1.0,0.0,0.0
8495a41ffffffff,2.0,0.0,0.0
8495a49ffffffff,27.0,0.0,0.0
8495a4dffffffff,90.0,0.0,1.0
8495a5bffffffff,2.0,0.0,0.0
8495a5dffffffff,3.0,0.0,0.0
8495a99ffffffff,12.0,0.0,1.0
