cell_id,Fregata ariel,Fregata ariel ariel/iredalei,Fregata ariel trinitatis
847b2c1ffffffff,2.0,0.0,0.0
847b2d3ffffffff,4.0,0.0,0.0
847b32dffffffff,4.0,0.0,0.0
847b361ffffffff,1.0,0.0,0.0
847b367ffffffff,2.0,0.0,0.0
84845c1ffffffff,1.0,0.0,0.0
84845c3ffffffff,1.0,0.0,0.0
8485a07ffffffff,9.0,0.0,0.0
8485a0dffffffff,3.0,0.0,0.0
8485a2bffffffff,5.0,0.0,0.0
8485b01ffffffff,3.0,0.0,0.0
8488185ffffffff,3.0,0.0,0.0
8488ca3ffffffff,1.0,0.0,0.0
8489049ffffffff,24.0,0.0,0.0
8489225ffffffff,5.0,0.0,0.0
8489227ffffffff,48.0,0.0,0.0
8489309ffffffff,12.0,0.0,0.0
8489321ffffffff,2.0,0.0,0.0
8489325ffffffff,4.0,0.0,0.0
8489341ffffffff,1.0,0.0,0.0
8489343ffffffff,18.0,0.0,0.0
848934bffffffff,1.0,0.0,0.0
848c107ffffffff,24.0,0.0,0.0
848c133ffffffff,2.0,0.0,0.0
848c13dffffffff,58.0,0.0,0.0
848c231ffffffff,2.0,0.0,0.0
848c235ffffffff,49.0,0.0,0.0
848c237ffffffff,5.0,0.0,0.0
848c453ffffffff,40.0,0.0,0.0
848c45bffffffff,33.0,0.0,0.0
848c6adffffffff,57.0,0.0,0.0
848c881ffffffff,1.0,0.0,0.0
848c8abffffffff,1.0,0.0,0.0
848d8cbffffffff,4.0,0.0,0.0
848da2dffffffff,5.0,0.0,0.0
848da6dffffffff,7.0,0.0,0.0
848db17ffffffff,1.0,0.0,0.0
848db53ffffffff,9.0,0.0,0.0
848db5bffffffff,7.0,0.0,0.0
8494049ffffffff,2.0,0.0,0.0
8494127ffffffff,3.0,0.0,0.0
849413bffffffff,9.0,0.0,0.0
8494141ffffffff,6.0,0.0,0.0
8494143ffffffff,12.0,0.0,0.0
849414bffffffff,5.0,0.0,0.0
8494151ffffffff,7.0,0.0,0.0
8494157ffffffff,2.0,0.0,0.0
8494159ffffffff,212.0,0.0,0.0
849415dffffffff,2.0,0.0,0.0
8494161ffffffff,2.0,0.0,0.0
8494167ffffffff,2.0,0.0,0.0
84941a5ffffffff,2.0,0.0,0.0
8494213ffffffff,3.0,0.0,0.0
8494227ffffffff,1.0,0.0,0.0
8494243ffffffff,2.0,0.0,0.0
8494255ffffffff,4.0,1.0,0.0
84942c1ffffffff,2.0,0.0,0.0
84942c3ffffffff,1.0,0.0,0.0
84942d1ffffffff,2.0,0.0,0.0
84942d3ffffffff,2.0,0.0,0.0
8494313ffffffff,3.0,0.0,0.0
8494337ffffffff,4.0,0.0,0.0
849442bffffffff,1.0,0.0,0.0
8494501ffffffff,38.0,0.0,0.0
8494509ffffffff,8.0,0.0,0.0
849450bffffffff,14.0,0.0,0.0
849450dffffffff,14.0,0.0,0.0
849451dffffffff,90.0,0.0,0.0
8494545ffffffff,10.0,0.0,0.0
8494563ffffffff,2.0,0.0,0.0
8494601ffffffff,4.0,0.0,0.0
8494605ffffffff,19.0,0.0,0.0
8494607ffffffff,10.0,1.0,0.0
8494661ffffffff,5.0,1.0,0.0
8494663ffffffff,3.0,0.0,0.0
8494801ffffffff,40.0,0.0,0.0
8494803ffffffff,126.0,0.0,0.0
8494805ffffffff,2.0,0.0,0.0
8494807ffffffff,37.0,0.0,0.0
8494809ffffffff,4.0,0.0,0.0
849480bffffffff,74.0,0.0,0.0
849481dffffffff,1.0,0.0,0.0
849482bffffffff,2.0,0.0,0.0
8494843ffffffff,6.0,0.0,0.0
8494851ffffffff,2.0,0.0,0.0
8494855ffffffff,11.0,0.0,0.0
8494859ffffffff,12.0,0.0,0.0
849485bffffffff,10.0,0.0,0.0
8494901ffffffff,2.0,0.0,0.0
8494903ffffffff,2.0,0.0,0.0
849491dffffffff,2.0,0.0,0.0
8494963ffffffff,2.0,0.0,0.0
8494a05ffffffff,2.0,0.0,0.0
8494a0bffffffff,2.0,0.0,0.0
8494a21ffffffff,4.0,0.0,0.0
8494a51ffffffff,11.0,0.0,0.0
8494a5bffffffff,15.0,0.0,0.0
8494a81ffffffff,4.0,0.0,0.0
8494a83ffffffff,3.0,0.0,0.0
8494a85ffffffff,3.0,0.0,0.0
8494a8dffffffff,4.0,0.0,0.0
8494ac1ffffffff,4.0,0.0,0.0
8494ac7ffffffff,4.0,0.0,0.0
8494b15ffffffff,3.0,0.0,0.0
8495009ffffffff,1.0,0.0,0.0
84951abffffffff,1.0,0.0,0.0
84951e3ffffffff,21.0,1.0,0.0
84951e5ffffffff,11.0,0.0,0.0
84951e7ffffffff,46.0,2.0,0.0
8495419ffffffff,5.0,0.0,0.0
8495449ffffffff,17.0,0.0,0.0
849544bffffffff,1.0,0.0,0.0
849545bffffffff,25.0,0.0,0.0
849545dffffffff,12.0,0.0,0.0
8495523ffffffff,3.0,0.0,0.0
8495531ffffffff,2.0,0.0,0.0
8495533ffffffff,2.0,0.0,0.0
8495535ffffffff,3.0,0.0,0.0
8495583ffffffff,22.0,2.0,0.0
8495587ffffffff,2.0,0.0,0.0
84955e3ffffffff,2.0,0.0,0.0
8495693ffffffff,15.0,0.0,0.0
84956a5ffffffff,10.0,0.0,0.0
84956a9ffffffff,7.0,0.0,0.0
84956abffffffff,4.0,0.0,0.0
84956bdffffffff,18.0,0.0,0.0
84956c3ffffffff,5.0,0.0,0.0
84956c7ffffffff,5.0,0.0,0.0
84956d1ffffffff,3.0,0.0,0.0
84956d3ffffffff,12.0,0.0,0.0
84956d5ffffffff,9.0,0.0,0.0
84956ddffffffff,4.0,0.0,0.0
84956ebffffffff,1.0,0.0,0.0
8495a41ffffffff,4.0,0.0,0.0
8495a49ffffffff,8.0,0.0,0.0
8495a4bffffffff,2.0,0.0,0.0
8495a4dffffffff,34.0,1.0,0.0
8495a55ffffffff,3.0,0.0,0.0
8495a91ffffffff,6.0,0.0,0.0
849a141ffffffff,6.0,0.0,0.0
849a151ffffffff,1.0,0.0,0.0
849b0a5ffffffff,1.0,0.0,0.0
849b19bffffffff,3.0,0.0,0.0
849b411ffffffff,5.0,0.0,0.0
849b413ffffffff,3.0,0.0,0.0
849b41bffffffff,19.0,0.0,0.0
849b427ffffffff,3.0,0.0,0.0
849b437ffffffff,24.0,0.0,0.0
849b45bffffffff,23.0,0.0,0.0
849b4c1ffffffff,2.0,0.0,0.0
849b4c5ffffffff,2.0,0.0,0.0
849b4d5ffffffff,4.0,0.0,0.0
849b4e5ffffffff,2.0,0.0,0.0
849b5cbffffffff,2.0,0.0,0.0
849b5ddffffffff,6.0,0.0,0.0
849b6a3ffffffff,2.0,0.0,0.0
849b6a7ffffffff,1.0,0.0,0.0
849b6adffffffff,4.0,0.0,0.0
849b6b1ffffffff,3.0,0.0,0.0
849b6b5ffffffff,9.0,0.0,0.0
849b6b7ffffffff,17.0,0.0,0.0
849b6e7ffffffff,6.0,0.0,0.0
849b897ffffffff,6.0,0.0,0.0
849c007ffffffff,2.0,0.0,0.0
849c009ffffffff,1.0,0.0,0.0
849c04bffffffff,2.0,0.0,0.0
849c191ffffffff,33.0,0.0,0.0
849c195ffffffff,2.0,0.0,0.0
849c19dffffffff,93.0,0.0,0.0
849c1bdffffffff,2.0,0.0,0.0
849c209ffffffff,3.0,0.0,0.0
849c231ffffffff,8.0,0.0,0.0
849c235ffffffff,72.0,0.0,0.0
849c23dffffffff,5.0,0.0,0.0
849c241ffffffff,2.0,0.0,0.0
849c589ffffffff,2.0,0.0,0.0
849c58dffffffff,6.0,0.0,0.0
849c5d7ffffffff,1.0,0.0,0.0
849c5e3ffffffff,2.0,0.0,0.0
849c747ffffffff,2.0,0.0,0.0
849c83bffffffff,2.0,0.0,0.0
849c841ffffffff,2.0,0.0,0.0
849c901ffffffff,25.0,0.0,0.0
849c905ffffffff,3.0,0.0,0.0
849c907ffffffff,47.0,0.0,0.0
849c92bffffffff,2.0,0.0,0.0
849c969ffffffff,2.0,0.0,0.0
849c96dffffffff,2.0,0.0,0.0
849c993ffffffff,2.0,0.0,0.0
849c9d9ffffffff,4.0,0.0,0.0
849ca27ffffffff,2.0,0.0,0.0
849ca65ffffffff,10.0,0.0,0.0
849caa1ffffffff,9.0,0.0,0.0
849caadffffffff,16.0,0.0,0.0
849cae7ffffffff,6.0,0.0,0.0
849cb0bffffffff,1.0,0.0,0.0
849cb59ffffffff,2.0,0.0,0.0
849ce0dffffffff,1.0,0.0,0.0
849ce41ffffffff,1.0,0.0,0.0
849ce43ffffffff,3.0,0.0,0.0
849ce47ffffffff,37.0,0.0,0.0
849ce65ffffffff,7.0,0.0,0.0
849ce9bffffffff,3.0,0.0,0.0
849cf01ffffffff,1.0,0.0,0.0
849cf19ffffffff,19.0,0.0,0.0
849cf3bffffffff,4.0,0.0,0.0
849cf53ffffffff,22.0,0.0,0.0
849d033ffffffff,2.0,0.0,0.0
849d0b5ffffffff,1.0,0.0,0.0
849d1b5ffffffff,2.0,0.0,0.0
849d201ffffffff,1.0,0.0,0.0
849d241ffffffff,128.0,0.0,0.0
849d24bffffffff,4.0,0.0,0.0
849d935ffffffff,1.0,0.0,0.0
849d983ffffffff,1.0,0.0,0.0
849d985ffffffff,1.0,0.0,0.0
849d9b3ffffffff,6.0,0.0,0.0
849da9bffffffff,2.0,0.0,0.0
849e059ffffffff,1.0,0.0,0.0
849e1c9ffffffff,2.0,0.0,0.0
849e213ffffffff,2.0,0.0,0.0
849e227ffffffff,1.0,0.0,0.0
849e245ffffffff,31.0,0.0,0.0
849e261ffffffff,21.0,0.0,0.0
849e269ffffffff,1.0,0.0,0.0
849e281ffffffff,2.0,0.0,0.0
849eadbffffffff,1.0,0.0,0.0
849ec03ffffffff,2.0,0.0,0.0
849ed19ffffffff,1.0,0.0,0.0
849ed59ffffffff,2.0,0.0,0.0
849ed5dffffffff,1.0,0.0,0.0
849ed81ffffffff,1.0,0.0,0.0
849ed89ffffffff,1.0,0.0,0.0
849edb3ffffffff,2.0,0.0,0.0
849edbdffffffff,2.0,0.0,0.0
849ee3dffffffff,2.0,0.0,0.0
849ef37ffffffff,1.0,0.0,0.0
849f191ffffffff,1.0,0.0,0.0
849f523ffffffff,3.0,0.0,0.0
849f529ffffffff,3.0,0.0,0.0
849f551ffffffff,2.0,0.0,0.0
849f563ffffffff,2.0,0.0,0.0
849f5e5ffffffff,2.0,0.0,0.0
84a0259ffffffff,2.0,0.0,0.0
84a0491ffffffff,4.0,0.0,0.0
84a0493ffffffff,1.0,0.0,0.0
84a0495ffffffff,7.0,0.0,0.0
84a04c7ffffffff,2.0,0.0,0.0
84a04e9ffffffff,11.0,0.0,0.0
84a04ebffffffff,2.0,0.0,0.0
84a0769ffffffff,1.0,0.0,0.0
84a0d89ffffffff,1.0,0.0,0.0
84a0d91ffffffff,2.0,0.0,0.0
84a0d93ffffffff,1.0,0.0,0.0
84a0d95ffffffff,1.0,0.0,0.0
84a0dc3ffffffff,6.0,0.0,0.0
84a0dc9ffffffff,1.0,0.0,0.0
84a1123ffffffff,4.0,0.0,0.0
84a1191ffffffff,2.0,0.0,0.0
84a1193ffffffff,1.0,0.0,0.0
84a1a41ffffffff,2.0,0.0,0.0
84a30c3ffffffff,3.0,0.0,0.0
84a30cbffffffff,4.0,0.0,0.0
84a30ddffffffff,6.0,0.0,0.0
84a30e7ffffffff,2.0,0.0,0.0
84a32b3ffffffff,1.0,0.0,0.0
84a331bffffffff,5.0,0.0,0.0
84a3351ffffffff,1.0,0.0,0.0
84a3669ffffffff,1.0,0.0,0.0
84a3993ffffffff,2.0,0.0,0.0
84a399bffffffff,1.0,0.0,0.0
84a61c1ffffffff,6.0,0.0,0.0
84a6845ffffffff,1.0,0.0,0.0
84a6a63ffffffff,2.0,0.0,0.0
84a6b49ffffffff,2.0,0.0,0.0
84a79a7ffffffff,5.0,0.0,0.0
84b4c05ffffffff,1.0,0.0,0.0
84b4c59ffffffff,2.0,0.0,0.0
84b4ce9ffffffff,2.0,0.0,0.0
84be889ffffffff,43.0,0.0,0.0
84be88bffffffff,1.0,0.0,0.0
84be8c3ffffffff,6.0,0.0,0.0
84be8ddffffffff,3.0,0.0,0.0
84bea95ffffffff,2.0,0.0,0.0
84beaadffffffff,2.0,0.0,0.0
84beab1ffffffff,1.0,0.0,0.0
84beab7ffffffff,50.0,0.0,0.0
84beabbffffffff,2.0,0.0,0.0
84beae7ffffffff,4.0,0.0,0.0
