cell_id,Picumnus exilis,Picumnus exilis undulatus,Picumnus exilis buffonii,Picumnus exilis pernambucensis,Picumnus exilis exilis
845f713ffffffff,5.0,0.0,0.0,0.0,0.0
845f717ffffffff,2.0,1.0,0.0,0.0,0.0
845f755ffffffff,2.0,0.0,0.0,0.0,0.0
845f759ffffffff,37.0,0.0,0.0,0.0,0.0
845f75dffffffff,14.0,0.0,0.0,0.0,0.0
8466411ffffffff,127.0,0.0,0.0,0.0,0.0
8466415ffffffff,155.0,0.0,0.0,0.0,0.0
8466417ffffffff,5.0,0.0,0.0,0.0,0.0
846641dffffffff,134.0,0.0,0.0,0.0,0.0
8466455ffffffff,3.0,0.0,0.0,0.0,0.0
84664e1ffffffff,1.0,0.0,0.0,0.0,0.0
84665abffffffff,2.0,0.0,0.0,0.0,0.0
8466637ffffffff,15.0,0.0,0.0,0.0,0.0
84666a1ffffffff,1.0,0.0,0.0,0.0,0.0
84666b3ffffffff,2.0,0.0,0.0,0.0,0.0
84666b9ffffffff,2.0,0.0,0.0,0.0,0.0
84666c5ffffffff,2.0,0.0,0.0,0.0,0.0
84666ebffffffff,4.0,0.0,0.0,0.0,0.0
8480445ffffffff,3.0,0.0,2.0,0.0,0.0
8480465ffffffff,2.0,0.0,0.0,0.0,0.0
8480469ffffffff,33.0,0.0,24.0,0.0,0.0
8480541ffffffff,2.0,0.0,0.0,0.0,0.0
8480625ffffffff,3.0,0.0,3.0,0.0,0.0
8480665ffffffff,3.0,0.0,0.0,0.0,0.0
84806a3ffffffff,2.0,0.0,0.0,0.0,0.0
84806abffffffff,2.0,0.0,0.0,0.0,0.0
84806b7ffffffff,6.0,0.0,4.0,0.0,0.0
8480713ffffffff,4.0,0.0,0.0,0.0,0.0
8480745ffffffff,2.0,0.0,2.0,0.0,0.0
8480747ffffffff,2.0,0.0,0.0,0.0,0.0
8480759ffffffff,1.0,0.0,0.0,0.0,0.0
8481125ffffffff,22.0,0.0,0.0,0.0,0.0
848112dffffffff,9.0,0.0,0.0,0.0,1.0
8481141ffffffff,2.0,0.0,0.0,0.0,0.0
8481149ffffffff,3.0,0.0,0.0,0.0,0.0
8481163ffffffff,11.0,0.0,0.0,0.0,4.0
8481167ffffffff,5.0,0.0,0.0,0.0,2.0
8481303ffffffff,1.0,0.0,0.0,0.0,0.0
8481321ffffffff,40.0,0.0,0.0,0.0,20.0
8481323ffffffff,6.0,0.0,0.0,0.0,3.0
8481327ffffffff,48.0,0.0,0.0,0.0,28.0
848132dffffffff,3.0,0.0,0.0,0.0,3.0
8481339ffffffff,69.0,0.0,0.0,0.0,33.0
848133dffffffff,2.0,0.0,0.0,0.0,1.0
8481363ffffffff,43.0,0.0,0.0,0.0,23.0
8481367ffffffff,5.0,0.0,0.0,0.0,0.0
8481583ffffffff,2.0,0.0,0.0,0.0,0.0
84815abffffffff,1.0,0.0,1.0,0.0,0.0
8481801ffffffff,4.0,0.0,0.0,0.0,0.0
8481803ffffffff,1.0,0.0,0.0,1.0,0.0
848180bffffffff,33.0,0.0,0.0,24.0,0.0
8481819ffffffff,1.0,0.0,0.0,1.0,0.0
848181dffffffff,12.0,0.0,0.0,4.0,0.0
8481831ffffffff,6.0,0.0,0.0,4.0,0.0
8481833ffffffff,7.0,0.0,0.0,7.0,0.0
8481837ffffffff,14.0,0.0,0.0,14.0,0.0
8481839ffffffff,42.0,0.0,0.0,29.0,0.0
848183bffffffff,3.0,0.0,0.0,1.0,0.0
8481851ffffffff,126.0,0.0,0.0,91.0,0.0
8481855ffffffff,8.0,0.0,0.0,8.0,0.0
8481857ffffffff,286.0,0.0,0.0,259.0,0.0
8481859ffffffff,17.0,0.0,0.0,10.0,0.0
848185bffffffff,7.0,0.0,0.0,7.0,0.0
848185dffffffff,32.0,0.0,0.0,14.0,0.0
84819d9ffffffff,32.0,0.0,0.0,28.0,0.0
8481a1bffffffff,4.0,0.0,0.0,0.0,0.0
848a8cbffffffff,4.0,0.0,4.0,0.0,0.0
848a8d9ffffffff,2.0,0.0,0.0,0.0,0.0
848a9d3ffffffff,2.0,0.0,0.0,0.0,0.0
848aab5ffffffff,8.0,0.0,7.0,0.0,0.0
848ac23ffffffff,1.0,1.0,0.0,0.0,0.0
848ad13ffffffff,41.0,2.0,16.0,0.0,0.0
848ad8dffffffff,1.0,1.0,0.0,0.0,0.0
848ada3ffffffff,2.0,0.0,0.0,0.0,0.0
848ada9ffffffff,6.0,0.0,6.0,0.0,0.0
848adb9ffffffff,1.0,0.0,0.0,0.0,0.0
848adbbffffffff,24.0,15.0,1.0,0.0,0.0
848adc5ffffffff,21.0,14.0,0.0,0.0,0.0
848ade3ffffffff,6.0,4.0,0.0,0.0,0.0
848af0dffffffff,1.0,0.0,1.0,0.0,0.0
848af29ffffffff,56.0,0.0,22.0,0.0,0.0
848af61ffffffff,14.0,0.0,12.0,0.0,0.0
848af63ffffffff,41.0,0.0,1.0,0.0,0.0
848af67ffffffff,54.0,0.0,0.0,0.0,0.0
848af69ffffffff,24.0,0.0,16.0,0.0,0.0
848af6bffffffff,32.0,0.0,15.0,0.0,0.0
84a5969ffffffff,43.0,0.0,0.0,0.0,19.0
84a596dffffffff,1.0,0.0,0.0,0.0,0.0
