cell_id,Tyrannus melancholicus,Tyrannus melancholicus occidentalis,Tyrannus melancholicus satrapa,Tyrannus melancholicus melancholicus/despotes
82c227fffffffff,21.0,0.0,0.0,0.0
82c22ffffffffff,347.0,0.0,0.0,0.0
82c2c7fffffffff,1871.0,0.0,0.0,0.0
82c2cffffffffff,1234.0,0.0,0.0,0.0
82c2d7fffffffff,779.0,0.0,0.0,0.0
82c2dffffffffff,287.0,0.0,0.0,0.0
82c2e7fffffffff,4776.0,0.0,0.0,0.0
82c2effffffffff,594.0,0.0,0.0,0.0
82c2f7fffffffff,2451.0,0.0,0.0,0.0
82c30ffffffffff,26.0,0.0,0.0,0.0
82c32ffffffffff,59.0,0.0,0.0,0.0
82c347fffffffff,95.0,0.0,0.0,0.0
82c34ffffffffff,106.0,0.0,0.0,0.0
82c357fffffffff,239.0,0.0,0.0,0.0
82c35ffffffffff,20.0,0.0,0.0,0.0
82c367fffffffff,192.0,0.0,0.0,0.0
82c36ffffffffff,15.0,0.0,0.0,0.0
82c377fffffffff,112.0,0.0,0.0,0.0
82ce87fffffffff,5.0,0.0,0.0,0.0
82ce97fffffffff,450.0,0.0,0.0,0.0
82ce9ffffffffff,132.0,0.0,0.0,0.0
