cell_id,Entomyzon cyanotis,Entomyzon cyanotis albipennis,Entomyzon cyanotis [cyanotis Group]
849d0e3ffffffff,57.0,0.0,0.0
849d0e9ffffffff,3.0,0.0,0.0
849d0ebffffffff,1.0,0.0,0.0
849d0edffffffff,2.0,0.0,0.0
849d211ffffffff,28.0,0.0,0.0
849d213ffffffff,2.0,0.0,0.0
849d215ffffffff,13.0,0.0,0.0
849d217ffffffff,231.0,0.0,0.0
849d219ffffffff,7.0,0.0,0.0
849d21bffffffff,3.0,0.0,0.0
849d21dffffffff,163.0,0.0,4.0
849d23bffffffff,36.0,0.0,0.0
849d24bffffffff,173.0,0.0,0.0
849d251ffffffff,4.0,0.0,0.0
849d253ffffffff,19.0,0.0,0.0
849d255ffffffff,13.0,0.0,4.0
849d257ffffffff,61.0,0.0,6.0
849d259ffffffff,18.0,0.0,0.0
849d25bffffffff,17.0,0.0,4.0
849d283ffffffff,1.0,0.0,0.0
849d289ffffffff,97.0,0.0,0.0
849d28bffffffff,32.0,0.0,0.0
849d295ffffffff,24.0,0.0,0.0
849d299ffffffff,2.0,0.0,0.0
849d29dffffffff,6.0,0.0,0.0
849d2a1ffffffff,1.0,0.0,0.0
849d2a3ffffffff,2.0,0.0,0.0
849d2a5ffffffff,7.0,0.0,0.0
849d2a7ffffffff,2.0,0.0,0.0
849d2abffffffff,10.0,0.0,2.0
849d2adffffffff,9.0,0.0,0.0
849d2b5ffffffff,1.0,0.0,0.0
849d2bdffffffff,2.0,0.0,0.0
849d2c3ffffffff,8.0,0.0,0.0
849d2c5ffffffff,3.0,0.0,0.0
849d2c7ffffffff,9.0,0.0,0.0
849d2c9ffffffff,8.0,0.0,0.0
849d2cdffffffff,2.0,0.0,0.0
849d2d7ffffffff,11.0,0.0,0.0
849d2d9ffffffff,8.0,0.0,0.0
849d2e1ffffffff,8.0,0.0,0.0
849d2e7ffffffff,21.0,0.0,1.0
849d2edffffffff,2.0,0.0,0.0
849d425ffffffff,4.0,0.0,0.0
849d433ffffffff,2.0,0.0,0.0
849d45bffffffff,2.0,0.0,0.0
849d52dffffffff,6.0,0.0,0.0
849d537ffffffff,17.0,0.0,0.0
849d539ffffffff,1.0,0.0,0.0
849d541ffffffff,10.0,0.0,0.0
849d545ffffffff,8.0,0.0,0.0
849d55dffffffff,10.0,0.0,0.0
849d565ffffffff,8.0,0.0,0.0
849d567ffffffff,2.0,0.0,0.0
849d715ffffffff,2.0,0.0,0.0
849d719ffffffff,9.0,0.0,0.0
849d741ffffffff,2.0,0.0,0.0
849d74dffffffff,1.0,0.0,0.0
849d755ffffffff,11.0,0.0,0.0
849d75dffffffff,9.0,0.0,0.0
849d761ffffffff,2.0,0.0,0.0
84be085ffffffff,28.0,0.0,0.0
84be093ffffffff,4.0,0.0,0.0
84be097ffffffff,8.0,0.0,0.0
84be09bffffffff,2.0,0.0,0.0
84be0a1ffffffff,12.0,0.0,0.0
84be0a3ffffffff,12.0,0.0,0.0
84be0a5ffffffff,10.0,0.0,0.0
84be0a7ffffffff,6.0,0.0,0.0
84be0a9ffffffff,12.0,0.0,0.0
84be0adffffffff,63.0,0.0,0.0
84be0b3ffffffff,19.0,0.0,0.0
84be0b5ffffffff,4.0,0.0,0.0
84be0b7ffffffff,16.0,0.0,0.0
84be0bdffffffff,8.0,0.0,0.0
84be0e3ffffffff,1.0,0.0,0.0
84be0e7ffffffff,7.0,0.0,0.0
84be181ffffffff,4.0,0.0,0.0
84be185ffffffff,19.0,0.0,0.0
84be18bffffffff,9.0,0.0,0.0
84be18dffffffff,2.0,0.0,0.0
84be193ffffffff,2.0,0.0,0.0
84be19dffffffff,7.0,0.0,0.0
84be1a1ffffffff,132.0,0.0,2.0
84be1a3ffffffff,4.0,0.0,0.0
84be1a5ffffffff,39.0,0.0,3.0
84be1a7ffffffff,4.0,0.0,0.0
84be1a9ffffffff,18.0,0.0,0.0
84be1abffffffff,16.0,0.0,3.0
84be1b1ffffffff,3.0,0.0,0.0
84be1bdffffffff,2.0,0.0,0.0
84be1d1ffffffff,145.0,0.0,6.0
84be1d3ffffffff,43.0,0.0,0.0
84be1d5ffffffff,6.0,0.0,0.0
84be1d7ffffffff,30.0,0.0,4.0
84be1dbffffffff,30.0,0.0,0.0
84be401ffffffff,23.0,0.0,0.0
84be403ffffffff,102.0,0.0,5.0
84be405ffffffff,12.0,0.0,0.0
84be407ffffffff,16.0,0.0,2.0
84be409ffffffff,13.0,0.0,2.0
84be40bffffffff,22.0,0.0,0.0
84be40dffffffff,49.0,0.0,1.0
84be417ffffffff,12.0,0.0,0.0
84be419ffffffff,8.0,0.0,2.0
84be41dffffffff,9.0,0.0,1.0
84be421ffffffff,10.0,0.0,0.0
84be427ffffffff,7.0,0.0,0.0
84be429ffffffff,66.0,0.0,0.0
84be431ffffffff,24.0,0.0,7.0
84be433ffffffff,1.0,0.0,0.0
84be435ffffffff,8.0,0.0,0.0
84be439ffffffff,67.0,0.0,2.0
84be43dffffffff,2.0,0.0,0.0
84be441ffffffff,68.0,0.0,17.0
84be443ffffffff,38.0,0.0,11.0
84be445ffffffff,176.0,0.0,37.0
84be447ffffffff,53.0,0.0,4.0
84be44dffffffff,4.0,0.0,0.0
84be451ffffffff,16.0,0.0,0.0
84be453ffffffff,8.0,0.0,0.0
84be455ffffffff,113.0,0.0,11.0
84be457ffffffff,8.0,0.0,0.0
84be45dffffffff,8.0,0.0,0.0
84be461ffffffff,22.0,0.0,0.0
84be463ffffffff,88.0,0.0,3.0
84be465ffffffff,18.0,0.0,0.0
84be467ffffffff,15.0,0.0,0.0
84be469ffffffff,52.0,0.0,22.0
84be46bffffffff,67.0,0.0,13.0
84be46dffffffff,16.0,0.0,0.0
84be4a1ffffffff,21.0,0.0,0.0
84be4a3ffffffff,46.0,0.0,0.0
84be4adffffffff,15.0,0.0,2.0
84be4b1ffffffff,13.0,0.0,0.0
84be4b5ffffffff,34.0,0.0,2.0
84be4bdffffffff,7.0,0.0,0.0
84be4cbffffffff,4.0,0.0,0.0
84be4cdffffffff,2.0,0.0,0.0
84be4e1ffffffff,2.0,0.0,0.0
84be4e5ffffffff,121.0,0.0,7.0
84be501ffffffff,17.0,0.0,0.0
84be503ffffffff,4.0,0.0,0.0
84be505ffffffff,30.0,0.0,0.0
84be507ffffffff,154.0,0.0,0.0
84be509ffffffff,34.0,0.0,0.0
84be50bffffffff,18.0,0.0,0.0
84be50dffffffff,6.0,0.0,0.0
84be513ffffffff,2.0,0.0,0.0
84be515ffffffff,7.0,0.0,0.0
84be525ffffffff,3.0,0.0,0.0
84be529ffffffff,4.0,0.0,0.0
84be533ffffffff,17.0,0.0,0.0
84be539ffffffff,30.0,0.0,0.0
84be53bffffffff,3.0,0.0,0.0
84be541ffffffff,21.0,0.0,0.0
84be543ffffffff,8.0,0.0,0.0
84be545ffffffff,35.0,0.0,0.0
84be547ffffffff,58.0,0.0,0.0
84be549ffffffff,5.0,0.0,0.0
84be54bffffffff,2.0,0.0,0.0
84be54dffffffff,14.0,0.0,0.0
84be551ffffffff,77.0,0.0,0.0
84be553ffffffff,8.0,0.0,0.0
84be555ffffffff,2.0,0.0,0.0
84be557ffffffff,75.0,0.0,0.0
84be559ffffffff,3.0,0.0,0.0
84be55bffffffff,3.0,0.0,0.0
84be55dffffffff,12.0,0.0,0.0
84be561ffffffff,34.0,0.0,0.0
84be563ffffffff,9.0,0.0,0.0
84be565ffffffff,15.0,0.0,0.0
84be567ffffffff,3.0,0.0,0.0
84be569ffffffff,37.0,0.0,0.0
84be56bffffffff,5.0,0.0,0.0
84be56dffffffff,4.0,0.0,0.0
84be58bffffffff,1.0,0.0,0.0
84be5b9ffffffff,2.0,0.0,0.0
84be5d3ffffffff,88.0,0.0,6.0
84be5d9ffffffff,12.0,0.0,0.0
84be5dbffffffff,25.0,0.0,5.0
84be635ffffffff,1.0,0.0,0.0
84be6a1ffffffff,4.0,0.0,0.0
84be6a5ffffffff,5.0,0.0,3.0
84be6a7ffffffff,18.0,0.0,3.0
84be6adffffffff,5.0,0.0,0.0
84be6b5ffffffff,8.0,0.0,2.0
84be711ffffffff,3.0,0.0,0.0
84be713ffffffff,110.0,0.0,14.0
84be717ffffffff,92.0,0.0,3.0
84be71dffffffff,3.0,0.0,0.0
84be725ffffffff,3.0,0.0,0.0
84be727ffffffff,1.0,0.0,0.0
84be731ffffffff,2.0,0.0,0.0
84be735ffffffff,32.0,0.0,3.0
84be737ffffffff,10.0,0.0,2.0
84be73bffffffff,41.0,0.0,1.0
84be883ffffffff,249.0,0.0,22.0
84be887ffffffff,157.0,0.0,12.0
84be88bffffffff,678.0,0.0,24.0
84be891ffffffff,22.0,0.0,0.0
84be893ffffffff,4.0,0.0,0.0
84be895ffffffff,13.0,0.0,0.0
84be897ffffffff,2.0,0.0,0.0
84be899ffffffff,38.0,0.0,0.0
84be89bffffffff,14.0,0.0,0.0
84be89dffffffff,53.0,0.0,2.0
84be8a3ffffffff,2.0,0.0,0.0
84be8b1ffffffff,15.0,0.0,4.0
84be8b3ffffffff,6.0,0.0,0.0
84be8b5ffffffff,31.0,0.0,0.0
84be8b7ffffffff,79.0,0.0,2.0
84be8b9ffffffff,11.0,0.0,0.0
84be8bbffffffff,2.0,0.0,0.0
84be8bdffffffff,108.0,0.0,5.0
84be8d1ffffffff,4485.0,0.0,256.0
84be8d3ffffffff,337.0,0.0,18.0
84be8d5ffffffff,583.0,0.0,36.0
84be8d7ffffffff,111.0,0.0,3.0
84be8d9ffffffff,3595.0,0.0,376.0
84be8dbffffffff,1219.0,0.0,49.0
84be8ddffffffff,437.0,0.0,26.0
84bea91ffffffff,85.0,0.0,7.0
84bea93ffffffff,10.0,0.0,0.0
84bea95ffffffff,280.0,0.0,0.0
84bea97ffffffff,85.0,0.0,3.0
84bea9bffffffff,70.0,0.0,7.0
84beab1ffffffff,8.0,0.0,2.0
84beab3ffffffff,1082.0,0.0,204.0
84beab7ffffffff,17.0,0.0,0.0
84beabbffffffff,343.0,0.0,16.0
84bec07ffffffff,19.0,0.0,0.0
84bec0dffffffff,1.0,0.0,0.0
84bec17ffffffff,1.0,0.0,0.0
84bec49ffffffff,2.0,0.0,0.0
84bec4bffffffff,1.0,0.0,0.0
84bec4dffffffff,11.0,0.0,1.0
84bec55ffffffff,4.0,0.0,0.0
84bec5dffffffff,27.0,0.0,0.0
84bec63ffffffff,50.0,0.0,0.0
84bec69ffffffff,6.0,0.0,0.0
84bec6bffffffff,11.0,0.0,0.0
84bec8bffffffff,4.0,0.0,0.0
84bec8dffffffff,3.0,0.0,0.0
84beca3ffffffff,1.0,0.0,0.0
84becb5ffffffff,1.0,0.0,0.0
84becc7ffffffff,1.0,0.0,0.0
84becddffffffff,3.0,0.0,0.0
84bece5ffffffff,1.0,0.0,0.0
84bece9ffffffff,147.0,0.0,0.0
84becebffffffff,3.0,0.0,0.0
84bed07ffffffff,17.0,0.0,0.0
84bed09ffffffff,3.0,0.0,0.0
84bed11ffffffff,1.0,0.0,0.0
84bed17ffffffff,9.0,0.0,0.0
84bed19ffffffff,28.0,0.0,0.0
84bed25ffffffff,17.0,0.0,0.0
84bed27ffffffff,1.0,0.0,0.0
84bed29ffffffff,2.0,0.0,0.0
84bed2bffffffff,5.0,0.0,0.0
84bed2dffffffff,8.0,0.0,0.0
84bed33ffffffff,4.0,0.0,0.0
84bed3bffffffff,6.0,0.0,0.0
84bed41ffffffff,17.0,0.0,0.0
84bed43ffffffff,27.0,0.0,0.0
84bed45ffffffff,8.0,0.0,0.0
84bed47ffffffff,2.0,0.0,0.0
84bed4bffffffff,2.0,0.0,0.0
84bed4dffffffff,4.0,0.0,0.0
84bed55ffffffff,2.0,0.0,0.0
84bed57ffffffff,4.0,0.0,0.0
84bed59ffffffff,44.0,0.0,0.0
84bed5bffffffff,6.0,0.0,0.0
84bed5dffffffff,2.0,0.0,0.0
84bed67ffffffff,12.0,0.0,0.0
84bed69ffffffff,2.0,0.0,0.0
84bed6dffffffff,13.0,0.0,0.0
84bed87ffffffff,14.0,0.0,0.0
84bed89ffffffff,9.0,0.0,0.0
84bedc1ffffffff,3.0,0.0,0.0
84bedcbffffffff,2.0,0.0,0.0
84bedcdffffffff,8.0,0.0,0.0
84bedd1ffffffff,22.0,0.0,0.0
84bede1ffffffff,2.0,0.0,0.0
84bede5ffffffff,45.0,0.0,0.0
84bededffffffff,44.0,0.0,0.0
84bee01ffffffff,80.0,0.0,0.0
84bee03ffffffff,8.0,0.0,0.0
84bee05ffffffff,20.0,0.0,0.0
84bee07ffffffff,8.0,0.0,0.0
84bee0bffffffff,28.0,0.0,0.0
84bee0dffffffff,14.0,0.0,0.0
84bee11ffffffff,2.0,0.0,0.0
84bee17ffffffff,14.0,0.0,0.0
84bee19ffffffff,25.0,0.0,0.0
84bee1bffffffff,26.0,0.0,0.0
84bee21ffffffff,4.0,0.0,0.0
84bee23ffffffff,4.0,0.0,0.0
84bee25ffffffff,24.0,0.0,0.0
84bee29ffffffff,81.0,0.0,0.0
84bee2bffffffff,3.0,0.0,0.0
84bee2dffffffff,1.0,0.0,0.0
84bee37ffffffff,6.0,0.0,0.0
84bee3bffffffff,4.0,0.0,0.0
84bee3dffffffff,5.0,0.0,0.0
84bee41ffffffff,14.0,0.0,0.0
84bee43ffffffff,2.0,0.0,0.0
84bee47ffffffff,2.0,0.0,0.0
84bee49ffffffff,8.0,0.0,0.0
84bee4bffffffff,9.0,0.0,0.0
84bee4dffffffff,11.0,0.0,0.0
84bee51ffffffff,63.0,0.0,0.0
84bee53ffffffff,9.0,0.0,0.0
84bee55ffffffff,9.0,0.0,0.0
84bee57ffffffff,4.0,0.0,0.0
84bee59ffffffff,20.0,0.0,0.0
84bee5bffffffff,9.0,0.0,0.0
84bee5dffffffff,4.0,0.0,0.0
84bee61ffffffff,15.0,0.0,0.0
84bee63ffffffff,1.0,0.0,0.0
84bee65ffffffff,23.0,0.0,0.0
84bee67ffffffff,1.0,0.0,0.0
84bee69ffffffff,4.0,0.0,0.0
84bee6dffffffff,70.0,0.0,0.0
84bee85ffffffff,2.0,0.0,2.0
84bee89ffffffff,2.0,0.0,0.0
84beea9ffffffff,47.0,0.0,0.0
84beeb3ffffffff,5.0,0.0,0.0
84beec1ffffffff,2.0,0.0,0.0
84beec3ffffffff,36.0,0.0,0.0
84beec5ffffffff,4.0,0.0,0.0
84beee5ffffffff,5.0,0.0,0.0
84beee7ffffffff,7.0,0.0,0.0
84beee9ffffffff,2.0,0.0,0.0
84beeebffffffff,2.0,0.0,0.0
84beeedffffffff,1.0,0.0,0.0
84bef01ffffffff,25.0,0.0,0.0
84bef03ffffffff,46.0,0.0,0.0
84bef05ffffffff,104.0,0.0,0.0
84bef07ffffffff,175.0,0.0,0.0
84bef09ffffffff,9.0,0.0,0.0
84bef0bffffffff,14.0,0.0,2.0
84bef0dffffffff,150.0,0.0,2.0
84bef15ffffffff,58.0,0.0,0.0
84bef17ffffffff,4.0,0.0,0.0
84bef19ffffffff,4.0,0.0,0.0
84bef1bffffffff,4.0,0.0,0.0
84bef1dffffffff,4.0,0.0,0.0
84bef21ffffffff,18.0,0.0,0.0
84bef23ffffffff,29.0,0.0,0.0
84bef25ffffffff,33.0,0.0,0.0
84bef27ffffffff,18.0,0.0,0.0
84bef29ffffffff,6.0,0.0,1.0
84bef2bffffffff,7.0,0.0,0.0
84bef2dffffffff,332.0,0.0,14.0
84bef3dffffffff,2.0,0.0,0.0
84bef43ffffffff,2.0,0.0,0.0
84bef47ffffffff,19.0,0.0,2.0
84bef4bffffffff,2.0,0.0,0.0
84bef4dffffffff,2.0,0.0,0.0
84bef51ffffffff,16.0,0.0,0.0
84bef53ffffffff,2.0,0.0,0.0
84bef55ffffffff,8.0,0.0,0.0
84bef59ffffffff,14.0,0.0,0.0
84bef5dffffffff,108.0,0.0,0.0
84bef61ffffffff,8.0,0.0,0.0
84bef63ffffffff,71.0,0.0,0.0
84bef65ffffffff,372.0,0.0,16.0
84bef67ffffffff,43.0,0.0,6.0
84bef69ffffffff,13.0,0.0,0.0
84bef6bffffffff,6.0,0.0,0.0
84bef6dffffffff,56.0,0.0,8.0
