cell_id,Malurus assimilis,Malurus assimilis dulcis/rogersi,Malurus assimilis assimilis/bernieri
84beea3ffffffff,2.0,0.0,0.0
84beea9ffffffff,28.0,0.0,3.0
84beeabffffffff,15.0,0.0,3.0
84beeb3ffffffff,5.0,0.0,0.0
84beeb5ffffffff,4.0,0.0,4.0
84beec3ffffffff,56.0,0.0,12.0
84beee7ffffffff,1.0,0.0,0.0
84beeedffffffff,1.0,0.0,0.0
84bef01ffffffff,9.0,0.0,0.0
84bef03ffffffff,11.0,0.0,0.0
84bef05ffffffff,74.0,0.0,11.0
84bef07ffffffff,61.0,0.0,3.0
84bef09ffffffff,2.0,0.0,0.0
84bef0bffffffff,2.0,0.0,0.0
84bef0dffffffff,58.0,0.0,3.0
84bef11ffffffff,1.0,0.0,0.0
84bef15ffffffff,24.0,0.0,10.0
84bef17ffffffff,1.0,0.0,0.0
84bef1bffffffff,16.0,0.0,0.0
84bef1dffffffff,1.0,0.0,0.0
84bef21ffffffff,26.0,0.0,0.0
84bef23ffffffff,3.0,0.0,0.0
84bef2bffffffff,1.0,0.0,0.0
84bef31ffffffff,2.0,0.0,0.0
84bef33ffffffff,1.0,0.0,0.0
84bef35ffffffff,2.0,0.0,0.0
84bef41ffffffff,4.0,0.0,0.0
84bef43ffffffff,3.0,0.0,0.0
84bef47ffffffff,2.0,0.0,0.0
84bef51ffffffff,22.0,0.0,0.0
84bef53ffffffff,3.0,0.0,0.0
84bef55ffffffff,5.0,0.0,0.0
84bef59ffffffff,3.0,0.0,0.0
84bef5dffffffff,9.0,0.0,0.0
84bef63ffffffff,7.0,0.0,0.0
84bef6bffffffff,8.0,0.0,0.0
