cell_id,Sayornis nigricans,Sayornis nigricans [nigricans Group],Sayornis nigricans latirostris/angustirostris
834888fffffffff,127.0,0.0,0.0
834889fffffffff,13.0,0.0,0.0
83488afffffffff,18.0,0.0,0.0
83488bfffffffff,5.0,0.0,0.0
83488cfffffffff,24.0,0.0,0.0
83488dfffffffff,178.0,0.0,0.0
83488efffffffff,600.0,0.0,0.0
834898fffffffff,11.0,0.0,0.0
834899fffffffff,2.0,0.0,0.0
83489cfffffffff,43.0,0.0,0.0
83489dfffffffff,104.0,0.0,0.0
8348a0fffffffff,274.0,0.0,0.0
8348a1fffffffff,4.0,0.0,0.0
8348a2fffffffff,1791.0,0.0,0.0
8348a3fffffffff,4.0,0.0,0.0
8348a6fffffffff,59.0,0.0,0.0
8348abfffffffff,1440.0,0.0,0.0
8348aefffffffff,1.0,0.0,0.0
8348b1fffffffff,1858.0,0.0,0.0
8348b2fffffffff,339.0,0.0,0.0
8348b3fffffffff,6299.0,0.0,0.0
8348b5fffffffff,45.0,0.0,0.0
8348c0fffffffff,1674.0,0.0,0.0
8348c1fffffffff,782.0,10.0,0.0
8348c2fffffffff,57.0,0.0,0.0
8348c3fffffffff,3476.0,0.0,0.0
8348c4fffffffff,1.0,0.0,0.0
8348c5fffffffff,3640.0,95.0,0.0
8348c6fffffffff,1461.0,0.0,0.0
8348c8fffffffff,374.0,124.0,0.0
8348c9fffffffff,629.0,31.0,0.0
8348cafffffffff,41.0,0.0,0.0
8348cbfffffffff,21.0,0.0,0.0
8348ccfffffffff,649.0,90.0,0.0
8348cdfffffffff,1538.0,25.0,0.0
8348cefffffffff,271.0,42.0,0.0
8348d0fffffffff,70.0,0.0,0.0
8348d1fffffffff,206.0,0.0,0.0
8348d3fffffffff,30.0,0.0,0.0
8348d4fffffffff,703.0,0.0,0.0
8348d5fffffffff,60.0,0.0,0.0
8348d8fffffffff,9874.0,0.0,0.0
8348d9fffffffff,7.0,0.0,0.0
8348dafffffffff,131.0,0.0,0.0
8348dbfffffffff,406.0,0.0,0.0
8348dcfffffffff,630.0,0.0,0.0
8348ddfffffffff,68.0,0.0,0.0
8348defffffffff,253.0,0.0,0.0
8348e0fffffffff,20.0,0.0,0.0
8348e1fffffffff,78.0,0.0,0.0
8348e2fffffffff,47.0,0.0,0.0
8348e3fffffffff,319.0,0.0,0.0
8348e4fffffffff,104.0,0.0,0.0
8348e5fffffffff,177.0,0.0,0.0
8348e6fffffffff,48.0,0.0,0.0
8348e8fffffffff,17808.0,0.0,0.0
8348e9fffffffff,4205.0,418.0,0.0
8348eafffffffff,1982.0,43.0,0.0
8348ebfffffffff,9926.0,424.0,0.0
8348ecfffffffff,15536.0,0.0,0.0
8348edfffffffff,152.0,0.0,0.0
8348eefffffffff,12498.0,0.0,0.0
8348f0fffffffff,20.0,0.0,0.0
8348f2fffffffff,517.0,0.0,0.0
8348f3fffffffff,122.0,0.0,0.0
8348f4fffffffff,6.0,0.0,0.0
8348f5fffffffff,9.0,0.0,0.0
8348f6fffffffff,453.0,0.0,0.0
834980fffffffff,404.0,0.0,0.0
834981fffffffff,13.0,0.0,0.0
834982fffffffff,363.0,0.0,0.0
834983fffffffff,380.0,0.0,0.0
834985fffffffff,58.0,0.0,0.0
834986fffffffff,565.0,0.0,0.0
834988fffffffff,310.0,0.0,0.0
834989fffffffff,6.0,0.0,0.0
83498afffffffff,6.0,0.0,0.0
83498bfffffffff,3.0,0.0,0.0
83498cfffffffff,77.0,0.0,0.0
83498dfffffffff,2.0,2.0,0.0
83498efffffffff,232.0,0.0,0.0
834990fffffffff,80.0,2.0,0.0
834991fffffffff,120.0,16.0,0.0
834994fffffffff,204.0,0.0,0.0
834995fffffffff,931.0,46.0,0.0
834996fffffffff,1254.0,62.0,0.0
834998fffffffff,42.0,0.0,0.0
83499bfffffffff,10.0,0.0,0.0
83499cfffffffff,123.0,0.0,0.0
83499dfffffffff,98.0,0.0,0.0
83499efffffffff,9.0,0.0,0.0
8349a8fffffffff,55.0,0.0,0.0
8349a9fffffffff,292.0,8.0,0.0
8349aafffffffff,97.0,0.0,0.0
8349abfffffffff,244.0,2.0,0.0
8349b0fffffffff,10.0,0.0,0.0
8349b1fffffffff,6.0,0.0,0.0
8349b2fffffffff,61.0,0.0,0.0
8349b3fffffffff,283.0,0.0,0.0
8349b5fffffffff,11.0,0.0,0.0
8349b6fffffffff,3.0,1.0,0.0
835f48fffffffff,1.0,0.0,0.0
835f4afffffffff,28.0,0.0,0.0
835f4bfffffffff,16.0,0.0,0.0
836601fffffffff,5.0,0.0,0.0
836602fffffffff,3.0,0.0,0.0
836608fffffffff,497.0,0.0,2.0
836609fffffffff,30.0,0.0,0.0
83660afffffffff,39.0,0.0,2.0
83660bfffffffff,368.0,0.0,4.0
83660cfffffffff,230.0,0.0,3.0
83660dfffffffff,83.0,0.0,1.0
836610fffffffff,7.0,0.0,0.0
836611fffffffff,6.0,0.0,0.0
836612fffffffff,2.0,0.0,0.0
836613fffffffff,2.0,0.0,0.0
836616fffffffff,10.0,0.0,5.0
836618fffffffff,830.0,0.0,40.0
836619fffffffff,3095.0,0.0,86.0
83661bfffffffff,4833.0,0.0,551.0
83661cfffffffff,40.0,0.0,0.0
83661dfffffffff,573.0,0.0,6.0
83661efffffffff,30.0,0.0,0.0
836620fffffffff,138.0,0.0,11.0
836621fffffffff,75.0,0.0,0.0
836622fffffffff,123.0,0.0,8.0
836623fffffffff,8.0,0.0,2.0
836629fffffffff,415.0,0.0,25.0
83662bfffffffff,58.0,0.0,0.0
83662dfffffffff,25.0,0.0,0.0
83662efffffffff,45.0,0.0,0.0
836631fffffffff,2.0,0.0,0.0
836652fffffffff,7.0,0.0,0.0
836656fffffffff,107.0,0.0,0.0
836663fffffffff,1.0,0.0,0.0
836673fffffffff,2.0,0.0,0.0
8366a0fffffffff,3.0,0.0,0.0
8366a2fffffffff,7.0,0.0,0.0
8366a5fffffffff,498.0,0.0,33.0
8366b4fffffffff,6058.0,0.0,0.0
8366b5fffffffff,1636.0,47.0,0.0
8366b6fffffffff,3.0,0.0,0.0
8366c0fffffffff,354.0,0.0,0.0
8366c2fffffffff,714.0,0.0,10.0
8366c4fffffffff,452.0,0.0,6.0
8366c6fffffffff,1137.0,0.0,23.0
8366d0fffffffff,544.0,0.0,33.0
8366d1fffffffff,108.0,0.0,7.0
8366d2fffffffff,2.0,0.0,0.0
8366d3fffffffff,5568.0,0.0,913.0
8366d5fffffffff,155.0,0.0,9.0
8366d8fffffffff,1.0,0.0,0.0
8366dafffffffff,398.0,0.0,82.0
8366dcfffffffff,6.0,0.0,1.0
8366defffffffff,2951.0,0.0,650.0
8366e0fffffffff,1184.0,0.0,7.0
8366e1fffffffff,101.0,0.0,0.0
8366e2fffffffff,120.0,0.0,0.0
8366e3fffffffff,133.0,0.0,0.0
8366e4fffffffff,1218.0,0.0,68.0
8366e5fffffffff,1712.0,0.0,0.0
8366e6fffffffff,6720.0,0.0,462.0
8366eefffffffff,17.0,0.0,0.0
8366f0fffffffff,1129.0,0.0,79.0
8366f1fffffffff,2019.0,0.0,76.0
8366f3fffffffff,15.0,0.0,0.0
8366f5fffffffff,1536.0,0.0,10.0
836741fffffffff,78.0,0.0,2.0
836742fffffffff,6.0,0.0,0.0
836743fffffffff,127.0,0.0,4.0
83674cfffffffff,119.0,0.0,2.0
83674efffffffff,89.0,0.0,0.0
836751fffffffff,17.0,0.0,0.0
836753fffffffff,1.0,0.0,0.0
836758fffffffff,3.0,0.0,0.0
83675afffffffff,122.0,0.0,5.0
83675cfffffffff,23.0,0.0,0.0
83675dfffffffff,5.0,0.0,0.0
83675efffffffff,55.0,0.0,0.0
836792fffffffff,18.0,0.0,0.0
836794fffffffff,1.0,0.0,0.0
836796fffffffff,81.0,0.0,0.0
83679afffffffff,466.0,0.0,0.0
83679bfffffffff,14.0,0.0,0.0
836d04fffffffff,9.0,0.0,0.0
836d05fffffffff,270.0,71.0,0.0
836d15fffffffff,13.0,1.0,0.0
836d20fffffffff,4.0,0.0,0.0
836d21fffffffff,14.0,4.0,0.0
836d22fffffffff,14.0,0.0,0.0
836d23fffffffff,170.0,11.0,0.0
836d28fffffffff,1272.0,0.0,0.0
836d29fffffffff,169.0,0.0,0.0
836d2afffffffff,49.0,6.0,0.0
836d2bfffffffff,409.0,0.0,0.0
836d2cfffffffff,22.0,0.0,0.0
836d2dfffffffff,1134.0,0.0,0.0
836d2efffffffff,54.0,0.0,0.0
836d30fffffffff,268.0,24.0,0.0
836d31fffffffff,108.0,6.0,0.0
836d32fffffffff,1308.0,131.0,0.0
836d33fffffffff,113.0,14.0,0.0
836d34fffffffff,31.0,0.0,0.0
836d35fffffffff,106.0,0.0,0.0
836d36fffffffff,79.0,0.0,0.0
836d60fffffffff,27.0,0.0,0.0
836d61fffffffff,5.0,0.0,0.0
836d64fffffffff,395.0,0.0,0.0
836d65fffffffff,170.0,0.0,0.0
836d66fffffffff,185.0,0.0,0.0
836d68fffffffff,167.0,0.0,0.0
836d69fffffffff,7888.0,0.0,0.0
836d6cfffffffff,3.0,0.0,0.0
836d6dfffffffff,11.0,0.0,0.0
836d74fffffffff,34.0,0.0,0.0
836d75fffffffff,5.0,0.0,0.0
838b20fffffffff,41.0,0.0,7.0
838b21fffffffff,27.0,0.0,0.0
838b22fffffffff,155.0,0.0,27.0
838b23fffffffff,3.0,0.0,0.0
838b24fffffffff,2.0,0.0,2.0
838b25fffffffff,3.0,0.0,2.0
838b28fffffffff,1.0,0.0,0.0
838b2cfffffffff,90.0,0.0,9.0
838b2dfffffffff,3.0,0.0,0.0
838b2efffffffff,13.0,0.0,1.0
838b45fffffffff,2.0,0.0,0.0
838b60fffffffff,1.0,0.0,0.0
838b61fffffffff,1139.0,0.0,3.0
838b62fffffffff,3.0,0.0,2.0
838b63fffffffff,88.0,0.0,2.0
838b66fffffffff,6.0,0.0,2.0
838b6cfffffffff,1107.0,0.0,0.0
838b6dfffffffff,5.0,0.0,0.0
838b6efffffffff,18.0,0.0,3.0
838b70fffffffff,1.0,0.0,1.0
838b74fffffffff,12.0,0.0,0.0
838b75fffffffff,25.0,0.0,0.0
838e61fffffffff,4.0,0.0,1.0
838e64fffffffff,216.0,0.0,14.0
838e65fffffffff,105.0,0.0,22.0
838e6cfffffffff,28.0,0.0,0.0
838e6dfffffffff,48.0,0.0,0.0
838e6efffffffff,2.0,0.0,0.0
838f09fffffffff,27.0,0.0,0.0
838f0dfffffffff,551.0,0.0,99.0
838f28fffffffff,2.0,0.0,0.0
838f29fffffffff,113.0,0.0,19.0
838f2bfffffffff,50.0,0.0,0.0
838f2cfffffffff,50.0,0.0,4.0
838f2dfffffffff,105.0,0.0,6.0
838f40fffffffff,39.0,0.0,3.0
838f42fffffffff,74.0,0.0,8.0
838f43fffffffff,2.0,0.0,0.0
838f46fffffffff,134.0,0.0,23.0
838f4afffffffff,116.0,0.0,12.0
838f4bfffffffff,4.0,0.0,0.0
838f50fffffffff,213.0,0.0,4.0
838f51fffffffff,44.0,0.0,9.0
838f54fffffffff,89.0,0.0,6.0
838f55fffffffff,312.0,0.0,61.0
838f56fffffffff,4.0,0.0,0.0
838f58fffffffff,12.0,0.0,0.0
838f59fffffffff,44.0,0.0,13.0
838f5bfffffffff,5.0,0.0,0.0
838f5cfffffffff,3.0,0.0,0.0
838f5dfffffffff,61.0,0.0,0.0
838f5efffffffff,4.0,0.0,0.0
838f70fffffffff,63.0,0.0,13.0
838f72fffffffff,1128.0,0.0,210.0
838f73fffffffff,45.0,0.0,4.0
838f74fffffffff,68.0,0.0,6.0
838f76fffffffff,336.0,0.0,21.0
83b270fffffffff,82.0,0.0,0.0
83b271fffffffff,2.0,0.0,0.0
83b274fffffffff,252.0,0.0,0.0
83b324fffffffff,23.0,0.0,0.0
83b325fffffffff,93.0,0.0,3.0
83b32dfffffffff,2.0,0.0,0.0
83b340fffffffff,11.0,0.0,0.0
83b342fffffffff,465.0,0.0,0.0
83b343fffffffff,8.0,0.0,0.0
83b344fffffffff,52.0,0.0,0.0
83b346fffffffff,58.0,0.0,0.0
83b351fffffffff,676.0,0.0,0.0
83b358fffffffff,9.0,0.0,0.0
83b35afffffffff,24.0,0.0,0.0
83b35bfffffffff,37.0,0.0,0.0
83b35cfffffffff,251.0,0.0,0.0
83b35dfffffffff,3.0,0.0,0.0
83b35efffffffff,263.0,0.0,0.0
83b362fffffffff,3.0,0.0,0.0
83b366fffffffff,9.0,0.0,0.0
83b370fffffffff,1.0,0.0,0.0
83b371fffffffff,8.0,0.0,0.0
83b373fffffffff,10.0,0.0,0.0
