cell_id,Argya striata,Argya striata [striata Group],Argya striata somervillei
8442ccbffffffff,10.0,0.0,0.0
8442ccdffffffff,25.0,0.0,0.0
8442cd1ffffffff,77.0,0.0,0.0
8442cd3ffffffff,4.0,0.0,0.0
8442cd5ffffffff,8.0,0.0,0.0
8442cd7ffffffff,2.0,0.0,0.0
8442cd9ffffffff,8.0,0.0,0.0
8442cdbffffffff,68.0,0.0,0.0
8442cddffffffff,86.0,0.0,0.0
8442ce1ffffffff,24.0,0.0,0.0
8442ce3ffffffff,711.0,0.0,0.0
8442ce7ffffffff,142.0,0.0,0.0
8442ce9ffffffff,486.0,0.0,0.0
8442cebffffffff,2074.0,0.0,0.0
8442cedffffffff,4.0,0.0,0.0
8442d13ffffffff,12.0,0.0,0.0
8442d1bffffffff,25.0,0.0,0.0
8442d5bffffffff,3.0,0.0,0.0
8442d91ffffffff,18.0,0.0,0.0
8442d93ffffffff,97.0,0.0,0.0
8442d95ffffffff,52.0,0.0,0.0
8442d97ffffffff,124.0,0.0,0.0
8442d99ffffffff,9.0,0.0,0.0
8442d9bffffffff,14.0,0.0,0.0
8442d9dffffffff,36.0,0.0,0.0
8442db1ffffffff,12.0,0.0,0.0
8442db3ffffffff,76.0,0.0,0.0
8442db5ffffffff,59.0,0.0,0.0
8442db7ffffffff,197.0,0.0,0.0
8442db9ffffffff,6.0,0.0,0.0
8442dbbffffffff,61.0,0.0,0.0
8442dbdffffffff,2.0,0.0,0.0
8442dc1ffffffff,12.0,0.0,0.0
8442dc3ffffffff,30.0,0.0,0.0
8442dc5ffffffff,1.0,0.0,0.0
8442dc9ffffffff,15.0,0.0,0.0
8442dcdffffffff,247.0,0.0,0.0
8442dd1ffffffff,3.0,0.0,0.0
8442dd3ffffffff,7.0,0.0,0.0
8442dd7ffffffff,2.0,0.0,0.0
8442dd9ffffffff,38.0,0.0,0.0
8442e09ffffffff,9.0,0.0,0.0
8442e0dffffffff,11.0,0.0,0.0
8442e19ffffffff,1.0,0.0,0.0
8442e41ffffffff,7.0,0.0,0.0
8442e45ffffffff,5.0,0.0,0.0
8442e47ffffffff,1.0,0.0,0.0
8442e87ffffffff,3.0,0.0,0.0
8442e97ffffffff,8.0,0.0,0.0
8442ea5ffffffff,12.0,0.0,0.0
8442ea7ffffffff,3.0,0.0,0.0
8442ea9ffffffff,3.0,0.0,0.0
8442eabffffffff,4.0,0.0,0.0
8442eb1ffffffff,38.0,0.0,0.0
8442eb3ffffffff,300.0,0.0,0.0
8442eb5ffffffff,42.0,0.0,0.0
8442eb7ffffffff,38.0,0.0,0.0
8442ebbffffffff,2.0,0.0,0.0
8442ebdffffffff,7.0,0.0,0.0
8460021ffffffff,18.0,0.0,0.0
8460025ffffffff,974.0,0.0,0.0
8460027ffffffff,26.0,0.0,0.0
846002dffffffff,2098.0,0.0,0.0
8460045ffffffff,20.0,0.0,0.0
846004dffffffff,176.0,0.0,0.0
8460061ffffffff,1054.0,0.0,0.0
8460065ffffffff,430.0,0.0,0.0
8460067ffffffff,317.0,0.0,0.0
8460069ffffffff,1052.0,0.0,0.0
846006bffffffff,3.0,0.0,0.0
846006dffffffff,2247.0,0.0,0.0
8460103ffffffff,8.0,0.0,0.0
8460111ffffffff,51.0,0.0,0.0
8460113ffffffff,1139.0,0.0,0.0
8460115ffffffff,59.0,0.0,0.0
8460117ffffffff,270.0,0.0,0.0
8460119ffffffff,65.0,0.0,0.0
846011bffffffff,980.0,0.0,0.0
846011dffffffff,48.0,0.0,0.0
8460131ffffffff,38.0,0.0,0.0
8460133ffffffff,11.0,0.0,0.0
8460139ffffffff,102.0,0.0,0.0
846013bffffffff,10.0,0.0,0.0
846013dffffffff,2.0,0.0,0.0
8460141ffffffff,9.0,0.0,0.0
8460145ffffffff,81.0,0.0,0.0
8460149ffffffff,96.0,0.0,0.0
846014bffffffff,2.0,0.0,0.0
846014dffffffff,118.0,0.0,0.0
8460151ffffffff,364.0,0.0,0.0
8460153ffffffff,108.0,0.0,0.0
8460157ffffffff,71.0,0.0,0.0
8460159ffffffff,483.0,0.0,0.0
846015bffffffff,384.0,0.0,0.0
8460169ffffffff,83.0,0.0,0.0
84601a5ffffffff,12.0,0.0,0.0
84601cdffffffff,2.0,0.0,0.0
84601e1ffffffff,49.0,0.0,0.0
84601e5ffffffff,22.0,0.0,0.0
84601e7ffffffff,1.0,0.0,0.0
84601e9ffffffff,2750.0,0.0,0.0
84601edffffffff,73.0,0.0,0.0
8460221ffffffff,1495.0,0.0,0.0
8460225ffffffff,790.0,0.0,0.0
8460227ffffffff,577.0,0.0,0.0
8460229ffffffff,920.0,0.0,0.0
846022dffffffff,1322.0,0.0,0.0
8460261ffffffff,237.0,0.0,0.0
8460263ffffffff,110.0,0.0,0.0
8460267ffffffff,989.0,0.0,0.0
8460269ffffffff,25.0,0.0,0.0
846026dffffffff,31.0,0.0,0.0
8460309ffffffff,24.0,0.0,0.0
846030bffffffff,181.0,0.0,0.0
8460311ffffffff,2198.0,0.0,0.0
8460313ffffffff,1541.0,0.0,0.0
8460315ffffffff,268.0,0.0,0.0
8460317ffffffff,1049.0,0.0,0.0
8460319ffffffff,1101.0,0.0,0.0
846031bffffffff,2082.0,0.0,0.0
846031dffffffff,602.0,0.0,0.0
8460323ffffffff,13.0,0.0,0.0
8460327ffffffff,27.0,0.0,0.0
8460331ffffffff,401.0,0.0,0.0
8460333ffffffff,744.0,0.0,0.0
8460335ffffffff,759.0,0.0,0.0
8460337ffffffff,43.0,0.0,0.0
846033bffffffff,733.0,0.0,0.0
8460351ffffffff,12.0,0.0,0.0
8460353ffffffff,1168.0,0.0,0.0
8460357ffffffff,165.0,0.0,0.0
846035bffffffff,21.0,0.0,0.0
8460801ffffffff,2.0,0.0,0.0
8460803ffffffff,2.0,0.0,0.0
8460805ffffffff,32.0,0.0,0.0
8460807ffffffff,94.0,0.0,0.0
8460813ffffffff,2.0,0.0,0.0
8460817ffffffff,4.0,0.0,0.0
846081dffffffff,8.0,0.0,0.0
8460827ffffffff,4.0,0.0,0.0
8460829ffffffff,4.0,0.0,0.0
846082bffffffff,15.0,0.0,0.0
8460837ffffffff,2.0,0.0,0.0
846084dffffffff,73.0,0.0,0.0
8460857ffffffff,11.0,0.0,0.0
846086dffffffff,5.0,0.0,0.0
8460881ffffffff,173.0,0.0,0.0
8460883ffffffff,30.0,0.0,0.0
8460885ffffffff,161.0,0.0,0.0
8460887ffffffff,278.0,0.0,0.0
8460889ffffffff,125.0,0.0,0.0
846088bffffffff,36.0,0.0,0.0
846088dffffffff,271.0,0.0,0.0
846089dffffffff,12.0,0.0,0.0
84608a1ffffffff,7.0,0.0,0.0
84608a3ffffffff,118.0,0.0,0.0
84608a5ffffffff,10.0,0.0,0.0
84608a7ffffffff,7.0,0.0,0.0
84608a9ffffffff,15.0,0.0,0.0
84608abffffffff,48.0,0.0,0.0
84608b1ffffffff,7.0,0.0,0.0
84608b5ffffffff,1494.0,0.0,0.0
84608b9ffffffff,157.0,0.0,0.0
84608bdffffffff,396.0,0.0,0.0
84608c1ffffffff,2.0,0.0,0.0
84608c3ffffffff,9.0,0.0,0.0
84608c5ffffffff,3.0,0.0,0.0
84608c7ffffffff,2.0,0.0,0.0
84608c9ffffffff,4.0,0.0,0.0
84608cdffffffff,1.0,0.0,0.0
84608d1ffffffff,64.0,0.0,0.0
84608d5ffffffff,60.0,0.0,0.0
84608d7ffffffff,265.0,0.0,0.0
84608d9ffffffff,2.0,0.0,0.0
84608ddffffffff,65.0,0.0,0.0
84608e3ffffffff,22.0,0.0,0.0
84608e9ffffffff,86.0,0.0,0.0
84608ebffffffff,26.0,0.0,0.0
8460901ffffffff,324.0,0.0,0.0
8460903ffffffff,8.0,0.0,0.0
8460905ffffffff,30.0,0.0,0.0
8460907ffffffff,2.0,0.0,0.0
8460909ffffffff,4.0,0.0,0.0
846090bffffffff,4.0,0.0,0.0
846090dffffffff,8.0,0.0,0.0
8460911ffffffff,2.0,0.0,0.0
8460913ffffffff,39.0,0.0,0.0
8460915ffffffff,78.0,0.0,0.0
8460919ffffffff,1.0,0.0,0.0
846091dffffffff,28.0,0.0,0.0
8460921ffffffff,18.0,0.0,0.0
8460923ffffffff,2.0,0.0,0.0
8460925ffffffff,1027.0,0.0,0.0
8460927ffffffff,657.0,0.0,0.0
8460929ffffffff,3.0,0.0,0.0
846092dffffffff,39.0,0.0,0.0
8460931ffffffff,79.0,0.0,0.0
8460933ffffffff,2.0,0.0,0.0
8460935ffffffff,1.0,0.0,0.0
8460937ffffffff,12.0,0.0,0.0
8460939ffffffff,61.0,0.0,0.0
846093bffffffff,72.0,0.0,0.0
846093dffffffff,30.0,0.0,0.0
8460941ffffffff,12.0,0.0,0.0
8460943ffffffff,25.0,0.0,0.0
8460945ffffffff,4.0,0.0,0.0
8460947ffffffff,31.0,0.0,0.0
8460949ffffffff,9.0,0.0,0.0
846094bffffffff,46.0,0.0,0.0
846094dffffffff,211.0,0.0,0.0
8460953ffffffff,1.0,0.0,0.0
8460955ffffffff,10.0,0.0,0.0
8460959ffffffff,14.0,0.0,0.0
8460961ffffffff,687.0,0.0,0.0
8460963ffffffff,18.0,0.0,0.0
8460965ffffffff,1130.0,0.0,0.0
8460967ffffffff,6.0,0.0,0.0
8460969ffffffff,99.0,0.0,0.0
846096bffffffff,67.0,0.0,0.0
846096dffffffff,41.0,0.0,0.0
8460981ffffffff,4.0,0.0,0.0
8460985ffffffff,107.0,0.0,0.0
8460987ffffffff,2.0,0.0,0.0
8460989ffffffff,2.0,0.0,0.0
846098bffffffff,13.0,0.0,0.0
846098dffffffff,10.0,0.0,0.0
8460991ffffffff,5.0,0.0,0.0
8460993ffffffff,13.0,0.0,0.0
8460997ffffffff,14.0,0.0,0.0
8460999ffffffff,23.0,0.0,0.0
846099bffffffff,162.0,0.0,0.0
84609a5ffffffff,11.0,0.0,0.0
84609a9ffffffff,22.0,0.0,0.0
84609abffffffff,1.0,0.0,0.0
84609b5ffffffff,15.0,0.0,0.0
84609b7ffffffff,52.0,0.0,0.0
84609bbffffffff,2.0,0.0,0.0
84609c3ffffffff,5.0,0.0,0.0
84609c7ffffffff,51.0,0.0,0.0
84609d5ffffffff,12.0,0.0,0.0
84609d7ffffffff,2.0,0.0,0.0
84609ddffffffff,12.0,0.0,0.0
84609e1ffffffff,373.0,0.0,0.0
84609e3ffffffff,288.0,0.0,0.0
84609e5ffffffff,2.0,0.0,0.0
84609e7ffffffff,4.0,0.0,0.0
84609e9ffffffff,47.0,0.0,0.0
84609ebffffffff,334.0,0.0,0.0
84609edffffffff,13.0,0.0,0.0
8460a25ffffffff,84.0,0.0,0.0
8460a27ffffffff,357.0,0.0,0.0
8460a41ffffffff,5.0,0.0,0.0
8460a45ffffffff,6.0,0.0,0.0
8460a49ffffffff,29.0,0.0,0.0
8460a61ffffffff,528.0,0.0,0.0
8460a63ffffffff,35.0,0.0,0.0
8460a67ffffffff,12.0,0.0,0.0
8460a69ffffffff,9.0,0.0,0.0
8460a83ffffffff,41.0,0.0,0.0
8460a8bffffffff,85.0,0.0,0.0
8460a91ffffffff,683.0,0.0,122.0
8460a95ffffffff,128.0,0.0,2.0
8460a97ffffffff,151.0,0.0,26.0
8460a99ffffffff,119.0,0.0,9.0
8460a9bffffffff,9.0,0.0,0.0
8460a9dffffffff,158.0,0.0,22.0
8460aa3ffffffff,13.0,0.0,0.0
8460ab1ffffffff,4.0,0.0,0.0
8460ab3ffffffff,9.0,0.0,0.0
8460ab5ffffffff,1.0,0.0,0.0
8460ab7ffffffff,12.0,0.0,0.0
8460ab9ffffffff,3.0,0.0,0.0
8460abbffffffff,26.0,0.0,0.0
8460ad1ffffffff,27.0,0.0,0.0
8460ad3ffffffff,150.0,0.0,0.0
8460ad5ffffffff,5.0,0.0,0.0
8460ad7ffffffff,162.0,0.0,0.0
8460ad9ffffffff,5.0,0.0,0.0
8460adbffffffff,15.0,0.0,0.0
8460b01ffffffff,2.0,0.0,0.0
8460b13ffffffff,3.0,0.0,0.0
8460b15ffffffff,1.0,0.0,0.0
8460b17ffffffff,57.0,0.0,0.0
8460b19ffffffff,17.0,0.0,0.0
8460b1bffffffff,186.0,0.0,0.0
8460b27ffffffff,96.0,0.0,0.0
8460b29ffffffff,23.0,0.0,0.0
8460b2bffffffff,7.0,0.0,0.0
8460b37ffffffff,24.0,0.0,0.0
8460b3bffffffff,6.0,0.0,0.0
8460b3dffffffff,37.0,0.0,0.0
8460b41ffffffff,10.0,0.0,0.0
8460b45ffffffff,7.0,0.0,0.0
8460b47ffffffff,47.0,0.0,0.0
8460b49ffffffff,2.0,0.0,0.0
8460b4dffffffff,4.0,0.0,0.0
8460b61ffffffff,5.0,0.0,0.0
8460b69ffffffff,7.0,0.0,0.0
8460b6bffffffff,10.0,0.0,0.0
8460b6dffffffff,8.0,0.0,0.0
8460f65ffffffff,2.0,0.0,0.0
8460f6dffffffff,13.0,0.0,0.0
8461883ffffffff,12.0,0.0,0.0
8461885ffffffff,407.0,0.0,0.0
8461887ffffffff,55.0,0.0,0.0
8461891ffffffff,2.0,0.0,0.0
846189dffffffff,2.0,0.0,0.0
84618a3ffffffff,2.0,0.0,0.0
84618abffffffff,5.0,0.0,0.0
84618b9ffffffff,12.0,0.0,0.0
84618bbffffffff,15.0,0.0,0.0
8461983ffffffff,2.0,0.0,0.0
8461991ffffffff,2.0,0.0,0.0
84619a5ffffffff,96.0,0.0,0.0
84619abffffffff,4.0,0.0,0.0
84619bdffffffff,16.0,0.0,0.0
84619e5ffffffff,2.0,0.0,0.0
