cell_id,Galbula ruficauda,Galbula ruficauda melanogenia,Galbula ruficauda [ruficauda Group],Galbula ruficauda rufoviridis/heterogyna
84815c9ffffffff,3.0,0.0,0.0,0.0
84815d3ffffffff,1.0,0.0,0.0,0.0
84815d7ffffffff,2.0,0.0,0.0,0.0
84815d9ffffffff,33.0,0.0,0.0,0.0
84815e9ffffffff,4.0,0.0,0.0,0.0
8481609ffffffff,1.0,0.0,0.0,0.0
848162bffffffff,42.0,0.0,0.0,0.0
8481635ffffffff,117.0,0.0,0.0,0.0
8481637ffffffff,9.0,0.0,0.0,0.0
8481639ffffffff,1.0,0.0,0.0,0.0
8481649ffffffff,1.0,0.0,0.0,0.0
848166dffffffff,4.0,0.0,0.0,0.0
8481705ffffffff,2.0,0.0,0.0,0.0
8481709ffffffff,1.0,0.0,0.0,0.0
8481711ffffffff,165.0,0.0,0.0,0.0
8481713ffffffff,136.0,0.0,0.0,0.0
8481715ffffffff,1.0,0.0,0.0,0.0
8481719ffffffff,2.0,0.0,0.0,0.0
848171bffffffff,2.0,0.0,0.0,0.0
8481723ffffffff,2.0,0.0,0.0,0.0
8481729ffffffff,2.0,0.0,0.0,0.0
848172bffffffff,4.0,0.0,0.0,0.0
848173dffffffff,4.0,0.0,0.0,0.0
848175dffffffff,26.0,0.0,0.0,0.0
8481763ffffffff,2.0,0.0,0.0,0.0
8481801ffffffff,14.0,0.0,0.0,0.0
8481803ffffffff,6.0,0.0,0.0,0.0
8481809ffffffff,4.0,0.0,0.0,0.0
848180bffffffff,40.0,0.0,0.0,2.0
848181dffffffff,19.0,0.0,0.0,1.0
8481831ffffffff,2.0,0.0,0.0,0.0
8481833ffffffff,8.0,0.0,0.0,0.0
8481837ffffffff,11.0,0.0,0.0,0.0
8481839ffffffff,76.0,0.0,0.0,2.0
848183bffffffff,2.0,0.0,0.0,0.0
8481851ffffffff,48.0,0.0,0.0,8.0
8481853ffffffff,5.0,0.0,0.0,0.0
8481855ffffffff,11.0,0.0,0.0,0.0
8481857ffffffff,338.0,0.0,0.0,14.0
8481859ffffffff,12.0,0.0,0.0,5.0
848185bffffffff,4.0,0.0,0.0,0.0
848185dffffffff,40.0,0.0,0.0,4.0
84818d9ffffffff,1.0,0.0,0.0,0.0
84818dbffffffff,4.0,0.0,0.0,0.0
84818e1ffffffff,50.0,0.0,0.0,0.0
84819d3ffffffff,4.0,0.0,0.0,0.0
84819d9ffffffff,83.0,0.0,0.0,0.0
84819dbffffffff,4.0,0.0,0.0,0.0
8481a17ffffffff,9.0,0.0,0.0,6.0
8481a1bffffffff,4.0,0.0,0.0,0.0
8481a8dffffffff,1.0,0.0,0.0,0.0
8481a93ffffffff,2.0,0.0,0.0,0.0
8481ac3ffffffff,1.0,0.0,0.0,0.0
8481ad5ffffffff,4.0,0.0,0.0,1.0
848a04bffffffff,2.0,0.0,0.0,0.0
848a059ffffffff,7.0,0.0,0.0,0.0
848a05dffffffff,9.0,0.0,0.0,0.0
848a069ffffffff,19.0,0.0,0.0,0.0
848a157ffffffff,1.0,0.0,0.0,0.0
848a23bffffffff,7.0,0.0,0.0,0.0
848a243ffffffff,1.0,0.0,0.0,0.0
848a25bffffffff,4.0,0.0,0.0,0.0
848a2cdffffffff,1.0,0.0,0.0,0.0
848a2edffffffff,2.0,0.0,0.0,0.0
848a313ffffffff,6.0,0.0,0.0,0.0
848a317ffffffff,4.0,0.0,0.0,0.0
848a33bffffffff,4.0,0.0,0.0,0.0
848a809ffffffff,2.0,0.0,0.0,0.0
848a827ffffffff,3.0,0.0,0.0,0.0
848a90bffffffff,2.0,0.0,0.0,0.0
848a925ffffffff,1.0,0.0,0.0,0.0
848a957ffffffff,2.0,0.0,0.0,0.0
848a963ffffffff,1.0,0.0,0.0,0.0
848aa51ffffffff,3.0,0.0,0.0,0.0
848ab21ffffffff,3.0,0.0,0.0,0.0
848ab65ffffffff,3.0,0.0,0.0,0.0
848adbbffffffff,2.0,0.0,0.0,0.0
848b001ffffffff,5.0,0.0,0.0,0.0
848b009ffffffff,2.0,0.0,0.0,0.0
848b01bffffffff,2.0,0.0,0.0,0.0
848b043ffffffff,1.0,0.0,0.0,0.0
848b045ffffffff,10.0,0.0,0.0,0.0
848b05dffffffff,7.0,0.0,0.0,0.0
848b065ffffffff,2.0,0.0,0.0,0.0
848b069ffffffff,2.0,0.0,0.0,0.0
848b085ffffffff,2.0,0.0,0.0,0.0
848b089ffffffff,1.0,0.0,0.0,0.0
848b08bffffffff,3.0,0.0,0.0,0.0
848b0a5ffffffff,2.0,0.0,0.0,0.0
848b0b5ffffffff,6.0,0.0,0.0,0.0
848b0bdffffffff,2.0,0.0,0.0,0.0
848b0c1ffffffff,25.0,0.0,0.0,0.0
848b0c3ffffffff,6.0,0.0,0.0,0.0
848b0c7ffffffff,13.0,0.0,0.0,0.0
848b0c9ffffffff,64.0,0.0,0.0,0.0
848b0cbffffffff,3.0,0.0,0.0,0.0
848b0cdffffffff,24.0,0.0,0.0,0.0
848b0d3ffffffff,5.0,0.0,0.0,0.0
848b0d5ffffffff,2.0,0.0,0.0,0.0
848b0d9ffffffff,9.0,0.0,0.0,0.0
848b0dbffffffff,12.0,0.0,0.0,0.0
848b0e5ffffffff,2.0,0.0,0.0,0.0
848b0e7ffffffff,10.0,0.0,0.0,0.0
848b105ffffffff,9.0,0.0,0.0,0.0
848b11bffffffff,6.0,0.0,0.0,0.0
848b11dffffffff,2.0,0.0,0.0,0.0
848b133ffffffff,1.0,0.0,0.0,0.0
848b1c5ffffffff,4.0,0.0,0.0,0.0
848b1e1ffffffff,15.0,0.0,0.0,0.0
848b1edffffffff,6.0,0.0,0.0,0.0
848b205ffffffff,2.0,0.0,0.0,0.0
848b221ffffffff,22.0,0.0,0.0,0.0
848b223ffffffff,116.0,0.0,0.0,0.0
848b225ffffffff,4.0,0.0,0.0,0.0
848b227ffffffff,2.0,0.0,0.0,0.0
848b229ffffffff,1.0,0.0,0.0,0.0
848b22bffffffff,2.0,0.0,0.0,0.0
848b22dffffffff,40.0,0.0,0.0,0.0
848b235ffffffff,3.0,0.0,0.0,0.0
848b239ffffffff,2.0,0.0,0.0,0.0
848b23bffffffff,7.0,0.0,0.0,0.0
848b23dffffffff,9.0,0.0,0.0,0.0
848b261ffffffff,2.0,0.0,0.0,0.0
848b2a1ffffffff,1.0,0.0,0.0,0.0
848b2a5ffffffff,34.0,0.0,0.0,0.0
848b2a7ffffffff,60.0,0.0,0.0,0.0
848b2b3ffffffff,4.0,0.0,0.0,0.0
848b2b5ffffffff,6.0,0.0,0.0,0.0
848b2bbffffffff,2.0,0.0,0.0,0.0
848b2c5ffffffff,2.0,0.0,0.0,0.0
848b2e9ffffffff,11.0,0.0,0.0,0.0
848b2ebffffffff,4.0,0.0,0.0,0.0
848b313ffffffff,2.0,0.0,0.0,0.0
848b315ffffffff,52.0,0.0,0.0,0.0
848b31bffffffff,6.0,0.0,0.0,0.0
848b363ffffffff,11.0,0.0,0.0,0.0
848b429ffffffff,1.0,0.0,0.0,0.0
848b463ffffffff,2.0,0.0,0.0,0.0
848b51dffffffff,2.0,0.0,0.0,0.0
848b529ffffffff,22.0,0.0,0.0,0.0
848b52dffffffff,3.0,0.0,0.0,0.0
848b563ffffffff,35.0,0.0,0.0,0.0
848b567ffffffff,17.0,0.0,0.0,0.0
848b56bffffffff,5.0,0.0,0.0,0.0
848b709ffffffff,2.0,0.0,0.0,0.0
848b729ffffffff,2.0,0.0,0.0,0.0
848b745ffffffff,4.0,0.0,0.0,0.0
848b747ffffffff,13.0,0.0,0.0,0.0
848b74bffffffff,2.0,0.0,0.0,0.0
848b75dffffffff,11.0,0.0,0.0,0.0
848b761ffffffff,21.0,0.0,0.0,0.0
848b763ffffffff,1.0,0.0,0.0,0.0
848b765ffffffff,4.0,0.0,0.0,0.0
848b767ffffffff,2.0,0.0,0.0,0.0
848b769ffffffff,2.0,0.0,0.0,0.0
848b76bffffffff,30.0,0.0,0.0,0.0
848b76dffffffff,2.0,0.0,0.0,0.0
848b829ffffffff,9.0,0.0,0.0,0.0
848b82bffffffff,2.0,0.0,0.0,0.0
848b835ffffffff,2.0,0.0,0.0,0.0
848b849ffffffff,112.0,0.0,0.0,1.0
848b881ffffffff,33.0,0.0,0.0,0.0
848b889ffffffff,4.0,0.0,0.0,0.0
848b96dffffffff,1.0,0.0,0.0,1.0
848b98bffffffff,26.0,0.0,0.0,0.0
848b98dffffffff,1.0,0.0,0.0,0.0
848b999ffffffff,31.0,0.0,0.0,0.0
848b99dffffffff,22.0,0.0,0.0,0.0
848b9c3ffffffff,2.0,0.0,0.0,0.0
848b9d1ffffffff,15.0,0.0,0.0,0.0
848b9d5ffffffff,224.0,0.0,0.0,9.0
848b9d7ffffffff,3.0,0.0,0.0,0.0
848ba09ffffffff,3.0,0.0,0.0,0.0
848ba0dffffffff,3.0,0.0,0.0,0.0
848ba55ffffffff,21.0,0.0,0.0,0.0
848ba5dffffffff,2.0,0.0,0.0,0.0
848ba63ffffffff,13.0,0.0,0.0,0.0
848ba65ffffffff,62.0,0.0,0.0,5.0
848ba6dffffffff,6.0,0.0,0.0,0.0
848bb43ffffffff,2.0,0.0,0.0,0.0
848bb53ffffffff,11.0,0.0,0.0,0.0
848bb59ffffffff,415.0,0.0,0.0,30.0
848bb5bffffffff,1.0,0.0,0.0,0.0
848f28dffffffff,3.0,0.0,0.0,0.0
848f2c3ffffffff,10.0,1.0,0.0,0.0
848f2c9ffffffff,22.0,3.0,0.0,0.0
848f2cbffffffff,38.0,0.0,0.0,0.0
84a5961ffffffff,25.0,0.0,0.0,0.0
84a5969ffffffff,172.0,0.0,0.0,9.0
84a8033ffffffff,4.0,0.0,0.0,0.0
84a803dffffffff,2.0,0.0,0.0,0.0
84a808dffffffff,8.0,0.0,0.0,0.0
84a8097ffffffff,5.0,0.0,0.0,0.0
84a809dffffffff,2.0,0.0,0.0,0.0
84a80b1ffffffff,3.0,0.0,0.0,0.0
84a80bbffffffff,1.0,0.0,0.0,0.0
84a80c3ffffffff,18.0,0.0,0.0,0.0
84a80ddffffffff,2.0,0.0,0.0,0.0
84a80e1ffffffff,2.0,0.0,0.0,0.0
84a80e3ffffffff,8.0,0.0,0.0,0.0
84a8113ffffffff,3.0,0.0,0.0,0.0
84a811bffffffff,2.0,0.0,0.0,0.0
84a812dffffffff,5.0,0.0,0.0,0.0
84a8133ffffffff,4.0,0.0,0.0,2.0
84a8137ffffffff,2.0,0.0,0.0,0.0
84a8181ffffffff,15.0,0.0,0.0,0.0
84a8183ffffffff,2.0,0.0,0.0,0.0
84a8185ffffffff,31.0,0.0,0.0,0.0
84a8187ffffffff,18.0,0.0,0.0,0.0
84a8189ffffffff,7.0,0.0,0.0,0.0
84a818bffffffff,5.0,0.0,0.0,0.0
84a818dffffffff,119.0,0.0,0.0,0.0
84a8191ffffffff,4.0,0.0,0.0,0.0
84a8193ffffffff,2.0,0.0,0.0,0.0
84a8195ffffffff,113.0,0.0,0.0,0.0
84a8197ffffffff,13.0,0.0,0.0,0.0
84a8199ffffffff,1.0,0.0,0.0,0.0
84a81a1ffffffff,10.0,0.0,0.0,0.0
84a81a5ffffffff,5.0,0.0,0.0,0.0
84a81a7ffffffff,7.0,0.0,0.0,0.0
84a81a9ffffffff,6.0,0.0,0.0,0.0
84a81abffffffff,3.0,0.0,0.0,0.0
84a81adffffffff,11.0,0.0,0.0,0.0
84a81b1ffffffff,28.0,0.0,0.0,0.0
84a81b3ffffffff,12.0,0.0,0.0,2.0
84a81b7ffffffff,4.0,0.0,0.0,0.0
84a81b9ffffffff,18.0,0.0,0.0,0.0
84a81bbffffffff,85.0,0.0,0.0,0.0
84a81bdffffffff,7.0,0.0,0.0,0.0
84a81c1ffffffff,2.0,0.0,0.0,0.0
84a81c3ffffffff,17.0,0.0,0.0,0.0
84a81c5ffffffff,2.0,0.0,0.0,0.0
84a81c7ffffffff,29.0,0.0,0.0,0.0
84a81cdffffffff,94.0,0.0,0.0,0.0
84a81d1ffffffff,2.0,0.0,0.0,0.0
84a81d9ffffffff,34.0,0.0,0.0,0.0
84a81e1ffffffff,103.0,0.0,0.0,0.0
84a81e3ffffffff,39.0,0.0,0.0,0.0
84a81e7ffffffff,83.0,0.0,0.0,0.0
84a81e9ffffffff,61.0,0.0,0.0,0.0
84a81ebffffffff,17.0,0.0,0.0,0.0
84a81edffffffff,542.0,0.0,0.0,0.0
84a8293ffffffff,1.0,0.0,0.0,0.0
84a829bffffffff,2.0,0.0,0.0,0.0
84a8403ffffffff,93.0,0.0,0.0,3.0
84a8405ffffffff,12.0,0.0,0.0,0.0
84a840dffffffff,119.0,0.0,0.0,0.0
84a8411ffffffff,7.0,0.0,0.0,0.0
84a8413ffffffff,5.0,0.0,0.0,0.0
84a842bffffffff,12.0,0.0,0.0,0.0
84a8439ffffffff,1.0,0.0,0.0,0.0
84a8441ffffffff,6.0,0.0,0.0,0.0
84a8447ffffffff,3.0,0.0,0.0,0.0
84a844dffffffff,20.0,0.0,0.0,1.0
84a845bffffffff,29.0,0.0,0.0,0.0
84a8461ffffffff,7.0,0.0,0.0,0.0
84a8463ffffffff,144.0,0.0,0.0,4.0
84a8465ffffffff,8.0,0.0,0.0,0.0
84a8495ffffffff,1.0,0.0,0.0,0.0
84a84a3ffffffff,3.0,0.0,0.0,0.0
84a84a5ffffffff,9.0,0.0,0.0,2.0
84a84b5ffffffff,2.0,0.0,0.0,0.0
84a84d9ffffffff,2.0,0.0,0.0,0.0
84a84ddffffffff,1.0,0.0,0.0,0.0
84a84e1ffffffff,4.0,0.0,0.0,0.0
84a84e7ffffffff,6.0,0.0,0.0,0.0
84a84edffffffff,6.0,0.0,0.0,0.0
84a8501ffffffff,8.0,0.0,0.0,0.0
84a8519ffffffff,2.0,0.0,0.0,0.0
84a851bffffffff,2.0,0.0,0.0,0.0
84a8521ffffffff,2.0,0.0,0.0,0.0
84a8527ffffffff,6.0,0.0,0.0,0.0
84a8535ffffffff,5.0,0.0,0.0,0.0
84a8559ffffffff,2.0,0.0,0.0,0.0
84a855dffffffff,9.0,0.0,0.0,0.0
84a856dffffffff,3.0,0.0,0.0,0.0
84a8591ffffffff,846.0,0.0,0.0,58.0
84a8593ffffffff,5.0,0.0,0.0,0.0
84a8599ffffffff,468.0,0.0,0.0,23.0
84a859bffffffff,4.0,0.0,0.0,0.0
84a85a1ffffffff,2.0,0.0,0.0,0.0
84a85b3ffffffff,15.0,0.0,0.0,0.0
84a85b7ffffffff,4.0,0.0,0.0,0.0
84a85b9ffffffff,15.0,0.0,0.0,0.0
84a85d1ffffffff,2.0,0.0,0.0,0.0
84a85d3ffffffff,974.0,0.0,0.0,30.0
84a85d7ffffffff,104.0,0.0,0.0,2.0
84a85dbffffffff,2.0,0.0,0.0,0.0
84a86a1ffffffff,2.0,0.0,0.0,0.0
84a8701ffffffff,2.0,0.0,0.0,0.0
84a870bffffffff,1.0,0.0,0.0,0.0
84a871bffffffff,8.0,0.0,0.0,0.0
84a8721ffffffff,5.0,0.0,0.0,0.0
84a8737ffffffff,14.0,0.0,0.0,2.0
84a8743ffffffff,1.0,0.0,0.0,0.0
84a8763ffffffff,1.0,0.0,0.0,0.0
84a8767ffffffff,1.0,0.0,0.0,0.0
84a8769ffffffff,8.0,0.0,0.0,0.0
84a876dffffffff,18.0,0.0,0.0,0.0
84a8807ffffffff,1.0,0.0,0.0,0.0
84a8811ffffffff,6.0,0.0,0.0,0.0
84a8813ffffffff,3.0,0.0,0.0,0.0
84a8817ffffffff,4.0,0.0,0.0,0.0
84a8819ffffffff,4.0,0.0,0.0,0.0
84a881bffffffff,65.0,0.0,0.0,0.0
84a8821ffffffff,4.0,0.0,0.0,0.0
84a8823ffffffff,1.0,0.0,0.0,0.0
84a8825ffffffff,3.0,0.0,0.0,0.0
84a8829ffffffff,3.0,0.0,0.0,0.0
84a882bffffffff,2.0,0.0,0.0,0.0
84a882dffffffff,5.0,0.0,0.0,0.0
84a8831ffffffff,2.0,0.0,0.0,0.0
84a8839ffffffff,4.0,0.0,0.0,0.0
84a883bffffffff,11.0,0.0,0.0,0.0
84a883dffffffff,4.0,0.0,0.0,0.0
84a8849ffffffff,5.0,0.0,0.0,0.0
84a884dffffffff,4.0,0.0,0.0,0.0
84a8853ffffffff,2.0,0.0,0.0,0.0
84a8857ffffffff,10.0,0.0,0.0,0.0
84a885bffffffff,2.0,0.0,0.0,0.0
84a8867ffffffff,3.0,0.0,0.0,0.0
84a8889ffffffff,3.0,0.0,0.0,0.0
84a8895ffffffff,6.0,0.0,0.0,0.0
84a88a9ffffffff,2.0,0.0,0.0,0.0
84a88b1ffffffff,3.0,0.0,0.0,0.0
84a88bbffffffff,13.0,0.0,0.0,0.0
84a88c1ffffffff,4.0,0.0,0.0,0.0
84a88c3ffffffff,2.0,0.0,0.0,0.0
84a88c9ffffffff,2.0,0.0,0.0,0.0
84a88cbffffffff,2.0,0.0,0.0,0.0
84a88cdffffffff,20.0,0.0,0.0,0.0
84a88ddffffffff,106.0,0.0,0.0,3.0
84a88e9ffffffff,28.0,0.0,0.0,0.0
84a8911ffffffff,11.0,0.0,0.0,0.0
84a8917ffffffff,130.0,0.0,0.0,8.0
84a8919ffffffff,34.0,0.0,0.0,0.0
84a891bffffffff,6.0,0.0,0.0,0.0
84a891dffffffff,21.0,0.0,0.0,2.0
84a8951ffffffff,2.0,0.0,0.0,0.0
84a8953ffffffff,24.0,0.0,0.0,1.0
84a8993ffffffff,2.0,0.0,0.0,0.0
84a89c5ffffffff,1.0,0.0,0.0,0.0
84a8a03ffffffff,16.0,0.0,0.0,0.0
84a8a07ffffffff,10.0,0.0,0.0,0.0
84a8a11ffffffff,2.0,0.0,0.0,0.0
84a8a13ffffffff,1.0,0.0,0.0,0.0
84a8a15ffffffff,32.0,0.0,0.0,2.0
84a8a19ffffffff,272.0,0.0,0.0,26.0
84a8a1dffffffff,29.0,0.0,0.0,0.0
84a8a21ffffffff,14.0,0.0,0.0,0.0
84a8a23ffffffff,366.0,0.0,0.0,26.0
84a8a27ffffffff,55.0,0.0,0.0,0.0
84a8a2bffffffff,18.0,0.0,0.0,0.0
84a8a39ffffffff,25.0,0.0,0.0,0.0
84a8a3dffffffff,83.0,0.0,0.0,2.0
84a8a53ffffffff,139.0,0.0,0.0,6.0
84a8a57ffffffff,1.0,0.0,0.0,0.0
84a8a85ffffffff,5.0,0.0,0.0,0.0
84a8a89ffffffff,5.0,0.0,0.0,0.0
84a8a8bffffffff,2.0,0.0,0.0,0.0
84a8a91ffffffff,68.0,0.0,0.0,4.0
84a8a93ffffffff,3.0,0.0,0.0,0.0
84a8a95ffffffff,15.0,0.0,0.0,2.0
84a8a97ffffffff,74.0,0.0,0.0,1.0
84a8a99ffffffff,5.0,0.0,0.0,0.0
84a8aa5ffffffff,4.0,0.0,0.0,0.0
84a8aa7ffffffff,3.0,0.0,0.0,0.0
84a8aadffffffff,27.0,0.0,0.0,0.0
84a8ab1ffffffff,1.0,0.0,0.0,0.0
84a8ab9ffffffff,11.0,0.0,0.0,0.0
84a8ac5ffffffff,3.0,0.0,0.0,0.0
84a8ac9ffffffff,1.0,0.0,0.0,0.0
84a8acbffffffff,11.0,0.0,0.0,0.0
84a8ad1ffffffff,8.0,0.0,0.0,0.0
84a8ad3ffffffff,34.0,0.0,0.0,0.0
84a8ad9ffffffff,4.0,0.0,0.0,0.0
84a8adbffffffff,2.0,0.0,0.0,0.0
84a8ae1ffffffff,3.0,0.0,0.0,0.0
84a8ae3ffffffff,9.0,0.0,0.0,0.0
84a8ae5ffffffff,2.0,0.0,0.0,0.0
84a8ae7ffffffff,3.0,0.0,0.0,0.0
84a8ae9ffffffff,2.0,0.0,0.0,0.0
84a8b13ffffffff,7.0,0.0,0.0,0.0
84a8b1bffffffff,11.0,0.0,0.0,0.0
84a8c01ffffffff,9.0,0.0,0.0,0.0
84a8c03ffffffff,54.0,0.0,0.0,0.0
84a8c05ffffffff,54.0,0.0,0.0,2.0
84a8c07ffffffff,4.0,0.0,0.0,0.0
84a8c09ffffffff,19.0,0.0,0.0,2.0
84a8c0dffffffff,51.0,0.0,0.0,0.0
84a8c15ffffffff,3.0,0.0,0.0,0.0
84a8c1dffffffff,2.0,0.0,0.0,0.0
84a8c23ffffffff,26.0,0.0,0.0,0.0
84a8c25ffffffff,215.0,0.0,0.0,54.0
84a8c27ffffffff,10.0,0.0,0.0,0.0
84a8c2bffffffff,13.0,0.0,0.0,0.0
84a8c31ffffffff,1.0,0.0,0.0,0.0
84a8c39ffffffff,1.0,0.0,0.0,0.0
84a8c3dffffffff,2.0,0.0,0.0,0.0
84a8c43ffffffff,3.0,0.0,0.0,0.0
84a8c47ffffffff,20.0,0.0,0.0,0.0
84a8c63ffffffff,19.0,0.0,0.0,0.0
84a8c6dffffffff,2.0,0.0,0.0,0.0
84a8c97ffffffff,8.0,0.0,0.0,8.0
84a8c9bffffffff,9.0,0.0,0.0,9.0
84a8ca3ffffffff,8.0,0.0,0.0,0.0
84a8cc9ffffffff,2.0,0.0,0.0,0.0
84a8cd1ffffffff,3.0,0.0,0.0,0.0
84a8ce3ffffffff,2.0,0.0,0.0,0.0
84a8cebffffffff,12.0,0.0,0.0,0.0
84a8d01ffffffff,1.0,0.0,0.0,0.0
84a8d05ffffffff,7.0,0.0,0.0,0.0
84a8d07ffffffff,1.0,0.0,0.0,0.0
84a8d11ffffffff,12.0,0.0,0.0,0.0
84a8d19ffffffff,128.0,0.0,0.0,2.0
84a8d1bffffffff,150.0,0.0,0.0,2.0
84a8d1dffffffff,3.0,0.0,0.0,0.0
84a8d35ffffffff,46.0,0.0,0.0,0.0
84a8d43ffffffff,28.0,0.0,0.0,0.0
84a8d47ffffffff,2.0,0.0,0.0,0.0
84a8d4bffffffff,9.0,0.0,0.0,0.0
84a8d53ffffffff,7.0,0.0,0.0,0.0
84a8d5bffffffff,4.0,0.0,0.0,0.0
84a8d5dffffffff,3.0,0.0,0.0,0.0
84a8d69ffffffff,2.0,0.0,0.0,0.0
84a8d9dffffffff,2.0,0.0,0.0,0.0
84a8da1ffffffff,8.0,0.0,0.0,0.0
84a8da5ffffffff,3.0,0.0,0.0,0.0
84a8da9ffffffff,6.0,0.0,0.0,0.0
84a8db5ffffffff,2.0,0.0,0.0,0.0
84a8dd7ffffffff,2.0,0.0,0.0,0.0
84a8dd9ffffffff,9.0,0.0,0.0,0.0
84a8de1ffffffff,47.0,0.0,0.0,0.0
84a8de3ffffffff,47.0,0.0,0.0,0.0
84a8de7ffffffff,50.0,0.0,0.0,0.0
84a8de9ffffffff,13.0,0.0,0.0,0.0
84a8debffffffff,45.0,0.0,0.0,0.0
84a8e01ffffffff,1.0,0.0,0.0,0.0
84a8e09ffffffff,2.0,0.0,0.0,0.0
84a8e19ffffffff,1.0,0.0,0.0,0.0
84a8e45ffffffff,2.0,0.0,0.0,0.0
84a8e55ffffffff,2.0,0.0,0.0,0.0
84a8e61ffffffff,12.0,0.0,0.0,0.0
84a8e65ffffffff,15.0,0.0,0.0,1.0
84a8e69ffffffff,8.0,0.0,0.0,0.0
84a8e6dffffffff,31.0,0.0,0.0,0.0
84a8eb5ffffffff,2.0,0.0,0.0,0.0
84a8ec9ffffffff,29.0,0.0,0.0,0.0
84a8ecbffffffff,3.0,0.0,0.0,2.0
84a8ecdffffffff,2.0,0.0,0.0,0.0
84a8ee5ffffffff,3.0,0.0,0.0,0.0
84a8ee9ffffffff,1.0,0.0,0.0,0.0
84a8f03ffffffff,1.0,0.0,0.0,0.0
84a8f05ffffffff,1.0,0.0,0.0,0.0
84a8f09ffffffff,1.0,0.0,0.0,0.0
84a8f0bffffffff,4.0,0.0,0.0,0.0
84a8f1bffffffff,5.0,0.0,0.0,0.0
84a8f2bffffffff,2.0,0.0,0.0,0.0
84a8f41ffffffff,14.0,0.0,0.0,0.0
84a8f43ffffffff,13.0,0.0,0.0,0.0
84a8f45ffffffff,7.0,0.0,0.0,0.0
84a8f47ffffffff,2.0,0.0,0.0,0.0
84a8f4dffffffff,3.0,0.0,0.0,0.0
84a8f55ffffffff,1.0,0.0,0.0,0.0
84a8f57ffffffff,15.0,0.0,0.0,0.0
84a8f61ffffffff,1.0,0.0,0.0,0.0
84a8f63ffffffff,2.0,0.0,0.0,0.0
84b3253ffffffff,2.0,0.0,0.0,0.0
