cell_id,Anser albifrons,Anser albifrons flavirostris,Anser albifrons albifrons,Anser albifrons gambelli/sponsa,Anser albifrons elgasi
830c1bfffffffff,27.0,0.0,0.0,2.0,0.0
830c1efffffffff,32.0,0.0,0.0,0.0,0.0
830c23fffffffff,3.0,0.0,0.0,0.0,0.0
830c2afffffffff,5.0,0.0,0.0,0.0,0.0
830c2cfffffffff,39.0,0.0,0.0,0.0,0.0
830c30fffffffff,13.0,0.0,0.0,0.0,0.0
830c33fffffffff,70.0,0.0,0.0,0.0,0.0
830c34fffffffff,15.0,0.0,0.0,0.0,0.0
830c41fffffffff,45.0,0.0,0.0,0.0,0.0
830c42fffffffff,124.0,0.0,0.0,0.0,0.0
830c44fffffffff,4.0,0.0,0.0,0.0,0.0
830c45fffffffff,109.0,0.0,0.0,0.0,0.0
830c46fffffffff,33.0,0.0,0.0,0.0,0.0
830c50fffffffff,233.0,0.0,0.0,9.0,0.0
830c51fffffffff,421.0,0.0,0.0,22.0,0.0
830c54fffffffff,55.0,0.0,0.0,0.0,0.0
830c55fffffffff,269.0,0.0,0.0,19.0,0.0
830c5afffffffff,190.0,0.0,0.0,0.0,0.0
830c62fffffffff,5.0,0.0,0.0,0.0,0.0
830c63fffffffff,9.0,0.0,0.0,0.0,0.0
830c64fffffffff,2.0,0.0,0.0,0.0,0.0
830c65fffffffff,8.0,0.0,0.0,0.0,0.0
830c6afffffffff,15.0,0.0,0.0,0.0,0.0
830c70fffffffff,12.0,0.0,0.0,0.0,0.0
830c71fffffffff,21.0,0.0,0.0,0.0,0.0
830c73fffffffff,247.0,0.0,0.0,7.0,2.0
830c74fffffffff,31.0,0.0,0.0,0.0,0.0
830c76fffffffff,73.0,0.0,0.0,2.0,0.0
830ca4fffffffff,402.0,0.0,0.0,0.0,0.0
830ca9fffffffff,18.0,0.0,0.0,0.0,0.0
830cadfffffffff,9.0,0.0,0.0,0.0,0.0
830cdcfffffffff,3.0,0.0,0.0,0.0,0.0
830cdefffffffff,35.0,0.0,0.0,0.0,0.0
830ceefffffffff,33.0,0.0,0.0,0.0,0.0
830cf4fffffffff,1.0,0.0,0.0,0.0,0.0
830cf5fffffffff,3.0,0.0,0.0,0.0,0.0
830d03fffffffff,4111.0,0.0,0.0,508.0,0.0
830d09fffffffff,70.0,0.0,0.0,0.0,0.0
830d0afffffffff,3.0,0.0,0.0,0.0,0.0
830d0cfffffffff,257.0,0.0,0.0,0.0,0.0
830d0dfffffffff,385.0,0.0,0.0,11.0,0.0
830d0efffffffff,20.0,0.0,0.0,2.0,0.0
830d19fffffffff,3.0,0.0,0.0,0.0,0.0
830d1afffffffff,2.0,0.0,0.0,0.0,0.0
830d40fffffffff,2.0,0.0,0.0,0.0,0.0
830d42fffffffff,6.0,0.0,0.0,0.0,0.0
830d44fffffffff,16.0,0.0,0.0,0.0,0.0
830d49fffffffff,2.0,0.0,0.0,0.0,0.0
830d52fffffffff,7.0,0.0,0.0,0.0,0.0
830d56fffffffff,8.0,0.0,0.0,0.0,0.0
830d58fffffffff,7.0,0.0,0.0,2.0,0.0
830d59fffffffff,35.0,0.0,0.0,0.0,0.0
830d5afffffffff,257.0,0.0,0.0,0.0,0.0
830d5bfffffffff,16.0,0.0,0.0,0.0,0.0
830d5cfffffffff,1.0,0.0,0.0,0.0,0.0
830d5efffffffff,4.0,0.0,0.0,0.0,0.0
830d60fffffffff,92.0,0.0,0.0,0.0,0.0
830d61fffffffff,3.0,0.0,0.0,0.0,0.0
830d62fffffffff,175.0,0.0,0.0,0.0,0.0
830d65fffffffff,52.0,0.0,0.0,0.0,0.0
830d66fffffffff,4.0,0.0,0.0,0.0,0.0
830d70fffffffff,9.0,0.0,0.0,0.0,0.0
830d72fffffffff,2.0,0.0,0.0,0.0,0.0
830d74fffffffff,52.0,0.0,0.0,0.0,0.0
830d75fffffffff,12.0,0.0,0.0,0.0,0.0
830d76fffffffff,321.0,0.0,0.0,66.0,0.0
830d89fffffffff,1.0,0.0,0.0,0.0,0.0
830d99fffffffff,2.0,0.0,0.0,0.0,0.0
830e80fffffffff,86.0,0.0,0.0,0.0,0.0
830f9afffffffff,134.0,0.0,0.0,0.0,0.0
830fb2fffffffff,3.0,0.0,0.0,0.0,0.0
830fb3fffffffff,8.0,0.0,0.0,0.0,0.0
830fb6fffffffff,2.0,0.0,0.0,0.0,0.0
8310dcfffffffff,2.0,0.0,0.0,0.0,0.0
831103fffffffff,61.0,0.0,0.0,0.0,0.0
831104fffffffff,4.0,0.0,0.0,0.0,0.0
831105fffffffff,8.0,0.0,4.0,0.0,0.0
831106fffffffff,68.0,0.0,0.0,0.0,0.0
83110efffffffff,5.0,0.0,0.0,0.0,0.0
831115fffffffff,4.0,0.0,0.0,0.0,0.0
831116fffffffff,13.0,0.0,0.0,0.0,0.0
831122fffffffff,7.0,0.0,0.0,0.0,0.0
831124fffffffff,4.0,0.0,0.0,0.0,0.0
831126fffffffff,54.0,0.0,9.0,0.0,0.0
831128fffffffff,2.0,0.0,0.0,0.0,0.0
83112afffffffff,3.0,0.0,3.0,0.0,0.0
83112cfffffffff,1.0,0.0,0.0,0.0,0.0
83112efffffffff,3.0,0.0,3.0,0.0,0.0
831130fffffffff,2.0,0.0,0.0,0.0,0.0
831134fffffffff,22.0,0.0,0.0,0.0,0.0
831135fffffffff,11.0,0.0,0.0,0.0,0.0
831136fffffffff,13.0,0.0,0.0,0.0,0.0
831154fffffffff,3.0,0.0,0.0,0.0,0.0
831181fffffffff,11.0,0.0,0.0,0.0,0.0
83118afffffffff,9.0,0.0,0.0,0.0,0.0
83118cfffffffff,34.0,0.0,2.0,0.0,0.0
83118efffffffff,11.0,0.0,3.0,0.0,0.0
83119dfffffffff,1.0,0.0,0.0,0.0,0.0
8311aafffffffff,38.0,0.0,2.0,0.0,0.0
8311abfffffffff,17.0,0.0,5.0,0.0,0.0
8311aefffffffff,169.0,0.0,39.0,0.0,0.0
83120bfffffffff,2.0,0.0,0.0,0.0,0.0
831218fffffffff,13.0,0.0,0.0,0.0,0.0
831219fffffffff,13.0,0.0,0.0,0.0,0.0
83121bfffffffff,10.0,0.0,0.0,0.0,0.0
83121efffffffff,2.0,0.0,0.0,0.0,0.0
831226fffffffff,4.0,0.0,0.0,0.0,0.0
83122efffffffff,2.0,0.0,0.0,0.0,0.0
831230fffffffff,1.0,0.0,0.0,0.0,0.0
831243fffffffff,2.0,0.0,0.0,0.0,0.0
831248fffffffff,10.0,0.0,0.0,0.0,0.0
83124afffffffff,11.0,0.0,0.0,0.0,0.0
83124bfffffffff,16.0,0.0,0.0,0.0,0.0
83124dfffffffff,2.0,0.0,0.0,0.0,0.0
831250fffffffff,10.0,0.0,0.0,0.0,0.0
831251fffffffff,23.0,0.0,0.0,10.0,0.0
831252fffffffff,19.0,0.0,0.0,0.0,0.0
831253fffffffff,112.0,0.0,0.0,7.0,0.0
831254fffffffff,17.0,0.0,0.0,0.0,0.0
831258fffffffff,41.0,0.0,0.0,0.0,0.0
831259fffffffff,293.0,0.0,0.0,0.0,0.0
83125afffffffff,44.0,0.0,0.0,0.0,0.0
83125bfffffffff,38.0,0.0,0.0,0.0,0.0
83125dfffffffff,179.0,0.0,0.0,0.0,0.0
83125efffffffff,13.0,0.0,0.0,0.0,0.0
831272fffffffff,39.0,0.0,0.0,0.0,0.0
831276fffffffff,2.0,0.0,0.0,0.0,0.0
831280fffffffff,11.0,0.0,0.0,2.0,0.0
831284fffffffff,15.0,0.0,0.0,0.0,0.0
831285fffffffff,6.0,0.0,0.0,0.0,0.0
831286fffffffff,7.0,0.0,0.0,0.0,0.0
831289fffffffff,9.0,0.0,0.0,0.0,0.0
83128dfffffffff,7.0,0.0,0.0,0.0,0.0
831290fffffffff,50.0,0.0,0.0,0.0,0.0
831291fffffffff,3.0,0.0,0.0,0.0,0.0
831294fffffffff,24.0,0.0,0.0,0.0,0.0
831299fffffffff,6.0,0.0,0.0,0.0,0.0
83129bfffffffff,23.0,0.0,0.0,0.0,0.0
83129efffffffff,5.0,0.0,0.0,0.0,0.0
8312a2fffffffff,5.0,0.0,0.0,0.0,0.0
8312a3fffffffff,6.0,0.0,0.0,0.0,0.0
8312aafffffffff,3.0,0.0,0.0,0.0,0.0
8312abfffffffff,13.0,0.0,0.0,0.0,0.0
8312adfffffffff,4.0,0.0,0.0,0.0,0.0
8312b0fffffffff,137.0,0.0,0.0,0.0,0.0
8312b3fffffffff,1.0,0.0,0.0,0.0,0.0
8312b4fffffffff,12.0,0.0,0.0,0.0,0.0
8312b6fffffffff,6.0,0.0,0.0,0.0,0.0
8312c1fffffffff,3.0,0.0,0.0,0.0,0.0
8312c3fffffffff,2.0,0.0,0.0,0.0,0.0
8312c8fffffffff,9.0,0.0,0.0,0.0,0.0
8312c9fffffffff,10.0,0.0,0.0,0.0,0.0
8312ccfffffffff,355.0,0.0,0.0,1.0,0.0
8312cdfffffffff,18.0,0.0,0.0,0.0,0.0
8312d0fffffffff,10.0,0.0,0.0,0.0,0.0
8312d1fffffffff,87.0,0.0,0.0,0.0,0.0
8312d3fffffffff,20.0,0.0,0.0,0.0,0.0
8312d4fffffffff,2.0,0.0,0.0,0.0,0.0
8312d8fffffffff,13.0,0.0,0.0,0.0,0.0
8312dbfffffffff,8.0,0.0,0.0,2.0,0.0
8312dcfffffffff,138.0,0.0,0.0,0.0,0.0
8312ddfffffffff,73.0,0.0,0.0,0.0,0.0
8312e1fffffffff,199.0,0.0,0.0,0.0,0.0
8312e5fffffffff,9.0,0.0,0.0,0.0,0.0
8312e8fffffffff,99.0,0.0,0.0,2.0,0.0
8312e9fffffffff,12.0,0.0,0.0,0.0,0.0
8312eafffffffff,66.0,0.0,0.0,0.0,0.0
8312ebfffffffff,43.0,0.0,0.0,0.0,0.0
8312ecfffffffff,1422.0,0.0,0.0,14.0,0.0
8312edfffffffff,33.0,0.0,0.0,3.0,0.0
8312eefffffffff,8.0,0.0,0.0,0.0,0.0
8312f6fffffffff,97.0,0.0,0.0,0.0,0.0
831320fffffffff,2.0,0.0,0.0,0.0,0.0
831328fffffffff,7.0,0.0,0.0,0.0,0.0
831329fffffffff,4.0,0.0,0.0,0.0,0.0
83132cfffffffff,2.0,0.0,0.0,0.0,0.0
831352fffffffff,16.0,0.0,0.0,0.0,0.0
831380fffffffff,17.0,0.0,0.0,0.0,0.0
831382fffffffff,145.0,0.0,0.0,0.0,0.0
831383fffffffff,370.0,0.0,0.0,0.0,0.0
831385fffffffff,1.0,0.0,0.0,0.0,0.0
831386fffffffff,289.0,0.0,0.0,0.0,0.0
83138cfffffffff,44.0,0.0,0.0,0.0,0.0
831391fffffffff,3.0,0.0,0.0,0.0,0.0
831393fffffffff,19.0,0.0,0.0,0.0,0.0
831394fffffffff,6.0,0.0,0.0,0.0,0.0
83139efffffffff,150.0,0.0,0.0,0.0,0.0
8313a3fffffffff,25.0,0.0,0.0,0.0,0.0
8313a9fffffffff,4.0,0.0,0.0,0.0,0.0
8313b2fffffffff,8.0,0.0,0.0,0.0,0.0
8313b3fffffffff,8.0,0.0,0.0,0.0,0.0
8313b6fffffffff,2.0,0.0,0.0,0.0,0.0
8314aefffffffff,66.0,0.0,0.0,0.0,0.0
831592fffffffff,1.0,0.0,0.0,0.0,0.0
83176bfffffffff,38.0,0.0,3.0,0.0,0.0
83176dfffffffff,8.0,0.0,8.0,0.0,0.0
831805fffffffff,1.0,1.0,0.0,0.0,0.0
831821fffffffff,4.0,4.0,0.0,0.0,0.0
831823fffffffff,2.0,2.0,0.0,0.0,0.0
831825fffffffff,11.0,7.0,0.0,0.0,0.0
831828fffffffff,63.0,46.0,0.0,0.0,0.0
83182cfffffffff,16.0,11.0,0.0,0.0,0.0
83182efffffffff,1.0,0.0,0.0,0.0,0.0
831846fffffffff,1.0,0.0,0.0,0.0,0.0
831860fffffffff,2.0,0.0,0.0,0.0,0.0
831863fffffffff,1.0,0.0,1.0,0.0,0.0
831865fffffffff,2.0,0.0,0.0,0.0,0.0
83186afffffffff,2.0,0.0,0.0,0.0,0.0
831909fffffffff,5.0,2.0,0.0,0.0,0.0
83190bfffffffff,168.0,134.0,0.0,0.0,0.0
83190dfffffffff,2.0,2.0,0.0,0.0,0.0
83190efffffffff,2.0,0.0,0.0,0.0,0.0
831922fffffffff,1.0,1.0,0.0,0.0,0.0
83192bfffffffff,17.0,13.0,0.0,0.0,0.0
831940fffffffff,36.0,0.0,20.0,0.0,0.0
831941fffffffff,255.0,0.0,139.0,0.0,0.0
831942fffffffff,5.0,0.0,4.0,0.0,0.0
831943fffffffff,27.0,0.0,7.0,0.0,0.0
831946fffffffff,11.0,0.0,8.0,0.0,0.0
831948fffffffff,89.0,0.0,34.0,0.0,0.0
83194afffffffff,25.0,0.0,0.0,0.0,0.0
83194bfffffffff,9.0,0.0,6.0,0.0,0.0
83194cfffffffff,133.0,0.0,81.0,0.0,0.0
83194dfffffffff,368.0,0.0,32.0,0.0,0.0
83194efffffffff,48.0,0.0,13.0,0.0,0.0
831951fffffffff,8.0,0.0,4.0,0.0,0.0
831952fffffffff,14.0,8.0,0.0,0.0,0.0
831954fffffffff,14.0,11.0,0.0,0.0,0.0
831955fffffffff,7.0,0.0,3.0,0.0,0.0
831956fffffffff,62.0,47.0,2.0,0.0,0.0
831958fffffffff,111.0,0.0,16.0,0.0,0.0
831959fffffffff,2.0,0.0,2.0,0.0,0.0
83195efffffffff,6.0,4.0,0.0,0.0,0.0
831968fffffffff,324.0,0.0,64.0,0.0,0.0
831969fffffffff,704.0,0.0,104.0,0.0,0.0
83196bfffffffff,266.0,0.0,54.0,0.0,0.0
83196cfffffffff,1.0,0.0,0.0,0.0,0.0
83196dfffffffff,405.0,0.0,42.0,0.0,0.0
831972fffffffff,11.0,4.0,0.0,0.0,0.0
831973fffffffff,99.0,29.0,61.0,0.0,0.0
831d24fffffffff,18.0,0.0,0.0,0.0,0.0
831e00fffffffff,4.0,0.0,0.0,0.0,0.0
831e02fffffffff,293.0,0.0,34.0,0.0,0.0
831e03fffffffff,66.0,0.0,8.0,0.0,0.0
831e04fffffffff,141.0,0.0,1.0,0.0,0.0
831e05fffffffff,32.0,0.0,0.0,0.0,0.0
831e06fffffffff,593.0,0.0,9.0,0.0,0.0
831e08fffffffff,38.0,0.0,3.0,0.0,0.0
831e0afffffffff,436.0,0.0,10.0,0.0,0.0
831e0bfffffffff,4.0,0.0,0.0,0.0,0.0
831e0cfffffffff,23.0,0.0,0.0,0.0,0.0
831e0efffffffff,363.0,0.0,3.0,0.0,0.0
831e11fffffffff,45.0,0.0,2.0,0.0,0.0
831e12fffffffff,35.0,0.0,2.0,0.0,0.0
831e13fffffffff,82.0,0.0,2.0,0.0,0.0
831e14fffffffff,2.0,0.0,0.0,0.0,0.0
831e15fffffffff,1.0,0.0,0.0,0.0,0.0
831e18fffffffff,18.0,0.0,0.0,0.0,0.0
831e19fffffffff,80.0,0.0,12.0,0.0,0.0
831e1bfffffffff,81.0,0.0,3.0,0.0,0.0
831e1cfffffffff,110.0,0.0,15.0,0.0,0.0
831e1dfffffffff,105.0,0.0,6.0,0.0,0.0
831e1efffffffff,2.0,0.0,0.0,0.0,0.0
831e20fffffffff,58.0,0.0,3.0,0.0,0.0
831e21fffffffff,31.0,0.0,0.0,0.0,0.0
831e22fffffffff,89.0,0.0,0.0,0.0,0.0
831e23fffffffff,53.0,0.0,0.0,0.0,0.0
831e24fffffffff,41.0,0.0,0.0,0.0,0.0
831e25fffffffff,25.0,0.0,0.0,0.0,0.0
831e26fffffffff,21.0,0.0,4.0,0.0,0.0
831e28fffffffff,10.0,0.0,3.0,0.0,0.0
831e29fffffffff,3.0,0.0,0.0,0.0,0.0
831e2afffffffff,11.0,0.0,0.0,0.0,0.0
831e2bfffffffff,19.0,0.0,0.0,0.0,0.0
831e2efffffffff,12.0,0.0,0.0,0.0,0.0
831e30fffffffff,46.0,0.0,0.0,0.0,0.0
831e31fffffffff,50.0,0.0,0.0,0.0,0.0
831e32fffffffff,4.0,0.0,0.0,0.0,0.0
831e33fffffffff,83.0,0.0,6.0,0.0,0.0
831e34fffffffff,94.0,0.0,2.0,0.0,0.0
831e35fffffffff,87.0,0.0,0.0,0.0,0.0
831e36fffffffff,37.0,0.0,0.0,0.0,0.0
831e42fffffffff,10.0,0.0,0.0,0.0,0.0
831e51fffffffff,18.0,0.0,5.0,0.0,0.0
831e53fffffffff,6.0,0.0,1.0,0.0,0.0
831e55fffffffff,2.0,0.0,0.0,0.0,0.0
831e58fffffffff,2.0,0.0,0.0,0.0,0.0
831e5afffffffff,37.0,0.0,17.0,0.0,0.0
831e5cfffffffff,13.0,0.0,0.0,0.0,0.0
831e5efffffffff,43.0,0.0,0.0,0.0,0.0
831e63fffffffff,1.0,0.0,0.0,0.0,0.0
831e64fffffffff,2.0,0.0,0.0,0.0,0.0
831e65fffffffff,3.0,0.0,0.0,0.0,0.0
831e69fffffffff,14.0,0.0,0.0,0.0,0.0
831e6bfffffffff,7.0,0.0,0.0,0.0,0.0
831e6efffffffff,3.0,0.0,0.0,0.0,0.0
831e74fffffffff,8.0,0.0,0.0,0.0,0.0
831e76fffffffff,6.0,0.0,0.0,0.0,0.0
831ea0fffffffff,14.0,0.0,0.0,0.0,0.0
831ea5fffffffff,45.0,0.0,0.0,0.0,0.0
831eadfffffffff,6.0,0.0,0.0,0.0,0.0
831eb1fffffffff,2.0,0.0,0.0,0.0,0.0
831ec0fffffffff,4.0,0.0,0.0,0.0,0.0
831ec1fffffffff,23.0,0.0,0.0,0.0,0.0
831ec2fffffffff,112.0,0.0,20.0,0.0,0.0
831ec3fffffffff,10.0,0.0,0.0,0.0,0.0
831ec4fffffffff,12.0,0.0,0.0,0.0,0.0
831ec5fffffffff,4.0,0.0,0.0,0.0,0.0
831ec6fffffffff,2.0,0.0,0.0,0.0,0.0
831ec9fffffffff,19.0,0.0,0.0,0.0,0.0
831ecbfffffffff,10.0,0.0,0.0,0.0,0.0
831eccfffffffff,36.0,0.0,0.0,0.0,0.0
831ecdfffffffff,6.0,0.0,0.0,0.0,0.0
831ecefffffffff,53.0,0.0,9.0,0.0,0.0
831ed1fffffffff,2.0,0.0,0.0,0.0,0.0
831ed5fffffffff,1.0,0.0,0.0,0.0,0.0
831edcfffffffff,2.0,0.0,0.0,0.0,0.0
831ee3fffffffff,16.0,0.0,0.0,0.0,0.0
831ee6fffffffff,90.0,0.0,0.0,0.0,0.0
831ee8fffffffff,6.0,0.0,2.0,0.0,0.0
831ee9fffffffff,103.0,0.0,7.0,0.0,0.0
831eebfffffffff,139.0,0.0,0.0,0.0,0.0
831eecfffffffff,3.0,0.0,0.0,0.0,0.0
831eedfffffffff,5.0,0.0,0.0,0.0,0.0
831eeefffffffff,22.0,0.0,0.0,0.0,0.0
831ef1fffffffff,2.0,0.0,0.0,0.0,0.0
831ef2fffffffff,3.0,0.0,2.0,0.0,0.0
831ef5fffffffff,3.0,0.0,0.0,0.0,0.0
831f00fffffffff,60.0,0.0,29.0,0.0,0.0
831f01fffffffff,26.0,0.0,1.0,0.0,0.0
831f02fffffffff,59.0,0.0,2.0,0.0,0.0
831f03fffffffff,27.0,0.0,8.0,0.0,0.0
831f04fffffffff,5.0,0.0,3.0,0.0,0.0
831f05fffffffff,178.0,0.0,11.0,0.0,0.0
831f06fffffffff,89.0,0.0,0.0,0.0,0.0
831f09fffffffff,4.0,0.0,0.0,0.0,0.0
831f0afffffffff,8.0,0.0,0.0,0.0,0.0
831f0bfffffffff,27.0,0.0,0.0,0.0,0.0
831f0cfffffffff,2.0,0.0,0.0,0.0,0.0
831f0dfffffffff,17.0,0.0,0.0,0.0,0.0
831f0efffffffff,28.0,0.0,0.0,0.0,0.0
831f10fffffffff,67.0,0.0,16.0,0.0,0.0
831f11fffffffff,44.0,0.0,2.0,0.0,0.0
831f12fffffffff,59.0,0.0,2.0,0.0,0.0
831f13fffffffff,106.0,0.0,2.0,0.0,0.0
831f14fffffffff,138.0,0.0,0.0,0.0,0.0
831f15fffffffff,53.0,0.0,5.0,0.0,0.0
831f16fffffffff,24.0,0.0,2.0,0.0,0.0
831f18fffffffff,50.0,0.0,0.0,0.0,0.0
831f19fffffffff,53.0,0.0,0.0,0.0,0.0
831f1afffffffff,98.0,0.0,15.0,0.0,0.0
831f1bfffffffff,57.0,0.0,4.0,0.0,0.0
831f1cfffffffff,84.0,0.0,7.0,0.0,0.0
831f1dfffffffff,86.0,0.0,2.0,0.0,0.0
831f1efffffffff,10.0,0.0,2.0,0.0,0.0
831f20fffffffff,4.0,0.0,0.0,0.0,0.0
831f21fffffffff,11.0,0.0,0.0,0.0,0.0
831f22fffffffff,7.0,0.0,2.0,0.0,0.0
831f23fffffffff,27.0,0.0,7.0,0.0,0.0
831f24fffffffff,3.0,0.0,0.0,0.0,0.0
831f26fffffffff,14.0,0.0,1.0,0.0,0.0
831f28fffffffff,83.0,0.0,0.0,0.0,0.0
831f29fffffffff,45.0,0.0,0.0,0.0,0.0
831f2afffffffff,93.0,0.0,65.0,0.0,0.0
831f2cfffffffff,1.0,0.0,0.0,0.0,0.0
831f2dfffffffff,6.0,0.0,0.0,0.0,0.0
831f2efffffffff,39.0,0.0,0.0,0.0,0.0
831f31fffffffff,68.0,0.0,26.0,0.0,0.0
831f32fffffffff,9.0,0.0,0.0,0.0,0.0
831f33fffffffff,112.0,0.0,10.0,0.0,0.0
831f35fffffffff,14.0,0.0,3.0,0.0,0.0
831f40fffffffff,11.0,0.0,0.0,0.0,0.0
831f41fffffffff,8.0,0.0,0.0,0.0,0.0
831f42fffffffff,1.0,0.0,0.0,0.0,0.0
831f44fffffffff,4.0,0.0,0.0,0.0,0.0
831f46fffffffff,2.0,0.0,0.0,0.0,0.0
831f48fffffffff,3.0,0.0,0.0,0.0,0.0
831f4afffffffff,4.0,0.0,0.0,0.0,0.0
831f4bfffffffff,6.0,0.0,0.0,0.0,0.0
831f4cfffffffff,20.0,0.0,0.0,0.0,0.0
831f4efffffffff,35.0,0.0,0.0,0.0,0.0
831f51fffffffff,75.0,0.0,1.0,0.0,0.0
831f52fffffffff,71.0,0.0,2.0,0.0,0.0
831f53fffffffff,30.0,0.0,2.0,0.0,0.0
831f54fffffffff,1.0,0.0,0.0,0.0,0.0
831f56fffffffff,9.0,0.0,0.0,0.0,0.0
831f58fffffffff,2.0,0.0,0.0,0.0,0.0
831f5afffffffff,1.0,0.0,0.0,0.0,0.0
831f5cfffffffff,16.0,0.0,0.0,0.0,0.0
831f5efffffffff,11.0,0.0,0.0,0.0,0.0
831f60fffffffff,22.0,0.0,0.0,0.0,0.0
831f61fffffffff,5.0,0.0,0.0,0.0,0.0
831f62fffffffff,2.0,0.0,0.0,0.0,0.0
831f63fffffffff,2.0,0.0,0.0,0.0,0.0
831f64fffffffff,3.0,0.0,0.0,0.0,0.0
831f65fffffffff,11.0,0.0,0.0,0.0,0.0
831f66fffffffff,1.0,0.0,0.0,0.0,0.0
831f68fffffffff,2.0,0.0,0.0,0.0,0.0
831f6afffffffff,2.0,0.0,0.0,0.0,0.0
831f70fffffffff,2.0,0.0,0.0,0.0,0.0
831f71fffffffff,142.0,0.0,0.0,0.0,0.0
831f72fffffffff,336.0,0.0,8.0,0.0,0.0
831f73fffffffff,5.0,0.0,0.0,0.0,0.0
831f75fffffffff,9.0,0.0,0.0,0.0,0.0
831f80fffffffff,4.0,0.0,0.0,0.0,0.0
831f81fffffffff,5.0,0.0,0.0,0.0,0.0
